year,bula_h,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,North Rhine-Westphalia,Couple with children,7 rooms,0.07258,63,904,0.05566,0.08950
2021,North Rhine-Westphalia,Couple with children,8 rooms,0.04564,31,904,0.03202,0.05925
2021,Hesse,Single-person household,1 room,0.04255,40,191,0.01385,0.07126
2021,Hesse,Single-person household,2 rooms,0.36913,80,191,0.30052,0.43775
2021,Hesse,Single-person household,3 rooms,0.31971,71,191,0.25339,0.38602
2021,Hesse,Couple without children,3 rooms,0.25273,45,152,0.18341,0.32205
2021,Hesse,Couple without children,4 rooms,0.21404,39,152,0.14862,0.27946
2021,Hesse,Couple without children,5 rooms,0.16247,34,152,0.10363,0.22130
2021,Hesse,Couple without children,6 rooms,0.14313,34,152,0.08727,0.19899
2021,Hesse,Single parent,3 rooms,0.48748,37,37,0.32419,0.65076
2021,Hesse,Couple with children,3 rooms,0.23054,84,197,0.17157,0.28950
2021,Hesse,Couple with children,4 rooms,0.11917,72,197,0.07381,0.16453
2021,Hesse,Couple with children,5 rooms,0.23843,41,197,0.17878,0.29809
2021,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.28089,46,99,0.19191,0.36988
2021,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.31550,53,99,0.22350,0.40751
2021,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.18686,40,71,0.09554,0.27818
2021,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.19586,31,71,0.10289,0.28883
2021,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.12211,49,133,0.06625,0.17796
2021,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.12419,49,133,0.06793,0.18045
2021,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.30730,35,133,0.22859,0.38601
2021,Baden-Wuerttemberg,Single-person household,1 room,0.12603,56,291,0.08784,0.16423
2021,Baden-Wuerttemberg,Single-person household,2 rooms,0.26822,92,291,0.21723,0.31921
2021,Baden-Wuerttemberg,Single-person household,3 rooms,0.30873,94,291,0.25556,0.36190
2021,Baden-Wuerttemberg,Single-person household,4 rooms,0.16648,49,291,0.12361,0.20936
2021,Baden-Wuerttemberg,Couple without children,2 rooms,0.08562,43,341,0.05588,0.11536
2021,Baden-Wuerttemberg,Couple without children,3 rooms,0.24758,85,341,0.20171,0.29346
2021,Baden-Wuerttemberg,Couple without children,4 rooms,0.29605,77,341,0.24752,0.34458
2021,Baden-Wuerttemberg,Couple without children,5 rooms,0.12604,56,341,0.09076,0.16131
2021,Baden-Wuerttemberg,Couple without children,6 rooms,0.12151,45,341,0.08678,0.15624
2021,Baden-Wuerttemberg,Couple without children,7 rooms,0.07039,35,341,0.04320,0.09758
2021,Baden-Wuerttemberg,Single parent,3 rooms,0.26857,38,38,0.12575,0.41138
2021,Baden-Wuerttemberg,Couple with children,3 rooms,0.16992,96,459,0.13552,0.20432
2021,Baden-Wuerttemberg,Couple with children,4 rooms,0.14447,97,459,0.11227,0.17666
2021,Baden-Wuerttemberg,Couple with children,5 rooms,0.24493,100,459,0.20554,0.28431
2021,Baden-Wuerttemberg,Couple with children,6 rooms,0.19526,85,459,0.15895,0.23156
2021,Baden-Wuerttemberg,Couple with children,7 rooms,0.09340,46,459,0.06675,0.12005
2021,Baden-Wuerttemberg,Couple with children,8 rooms,0.06034,35,459,0.03853,0.08215
2021,Bavaria,Single-person household,1 room,0.06928,63,512,0.04726,0.09130
2021,Bavaria,Single-person household,2 rooms,0.33629,181,512,0.29533,0.37726
2021,Bavaria,Single-person household,3 rooms,0.32572,165,512,0.28508,0.36635
2021,Bavaria,Single-person household,4 rooms,0.09347,56,512,0.06823,0.11871
2021,Bavaria,Single-person household,5 rooms,0.09079,47,512,0.06588,0.11570
2021,Bavaria,Couple without children,2 rooms,0.12336,64,452,0.09301,0.15371
2021,Bavaria,Couple without children,3 rooms,0.30245,138,452,0.26006,0.34484
2021,Bavaria,Couple without children,4 rooms,0.19893,100,452,0.16209,0.23578
2021,Bavaria,Couple without children,5 rooms,0.17004,90,452,0.13537,0.20471
2021,Bavaria,Couple without children,6 rooms,0.11390,60,452,0.08458,0.14322
2021,Bavaria,Single parent,3 rooms,0.27045,44,80,0.17250,0.36840
2021,Bavaria,Single parent,4 rooms,0.24012,36,80,0.14593,0.33432
2021,Bavaria,Couple with children,3 rooms,0.17750,128,542,0.14530,0.20970
2021,Bavaria,Couple with children,4 rooms,0.27148,130,542,0.23400,0.30896
2021,Bavaria,Couple with children,5 rooms,0.21071,110,542,0.17635,0.24508
2021,Bavaria,Couple with children,6 rooms,0.17534,95,542,0.14330,0.20738
2021,Bavaria,Couple with children,7 rooms,0.07950,46,542,0.05670,0.10229
2021,Bavaria,Couple with children,8 rooms,0.02647,33,542,0.01294,0.04000
2021,Berlin,Single-person household,1 room,0.12231,64,231,0.07996,0.16465
2021,Berlin,Single-person household,2 rooms,0.48614,107,231,0.42155,0.55074
2021,Berlin,Single-person household,3 rooms,0.28096,60,231,0.22287,0.33905
2021,Berlin,Couple without children,2 rooms,0.15686,41,107,0.08763,0.22609
2021,Berlin,Couple without children,3 rooms,0.45578,66,107,0.36096,0.55059
2021,Berlin,Couple with children,3 rooms,0.47688,65,114,0.38479,0.56897
2021,Berlin,Couple with children,4 rooms,0.22793,49,114,0.15058,0.30528
2021,Brandenburg,Single-person household,2 rooms,0.35832,36,85,0.25577,0.46086
2021,Brandenburg,Single-person household,3 rooms,0.45082,49,85,0.34441,0.55723
2021,Brandenburg,Couple without children,3 rooms,0.39772,56,97,0.29981,0.49562
2021,Brandenburg,Couple without children,4 rooms,0.23710,41,97,0.15202,0.32218
2021,Brandenburg,Couple with children,4 rooms,0.20252,41,41,0.07798,0.32707
2021,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.54797,41,41,0.39373,0.70221
2021,Saxony,Single-person household,2 rooms,0.38105,79,149,0.30281,0.45929
2021,Saxony,Single-person household,3 rooms,0.35422,70,149,0.27716,0.43127
2021,Saxony,Couple without children,2 rooms,0.12664,35,237,0.08421,0.16907
2021,Saxony,Couple without children,3 rooms,0.41917,110,237,0.35622,0.48213
2021,Saxony,Couple without children,4 rooms,0.25469,61,237,0.19911,0.31028
2021,Saxony,Couple without children,5 rooms,0.08906,31,237,0.05272,0.12541
2021,Saxony,Single parent,3 rooms,0.45105,32,32,0.27588,0.62622
2021,Saxony,Couple with children,3 rooms,0.12549,40,150,0.07230,0.17869
2021,Saxony,Couple with children,4 rooms,0.35585,70,150,0.27898,0.43273
2021,Saxony,Couple with children,5 rooms,0.25212,40,150,0.18240,0.32184
2021,Saxony-Anhalt,Single-person household,2 rooms,0.37156,46,85,0.26823,0.47490
2021,Saxony-Anhalt,Single-person household,3 rooms,0.33759,39,85,0.23646,0.43871
2021,Saxony-Anhalt,Couple without children,3 rooms,0.27672,31,63,0.16536,0.38808
2021,Saxony-Anhalt,Couple without children,4 rooms,0.32543,32,63,0.20880,0.44206
2021,Thuringa,Single-person household,2 rooms,0.36828,48,82,0.26324,0.47333
2021,Thuringa,Single-person household,3 rooms,0.28576,34,82,0.18737,0.38414
2021,Thuringa,Couple without children,3 rooms,0.26385,38,72,0.16133,0.36636
2021,Thuringa,Couple without children,4 rooms,0.19556,34,72,0.10330,0.28783
2022,Schleswig-Holstein,Single-person household,2 rooms,0.23484,51,111,0.15562,0.31406
2022,Schleswig-Holstein,Single-person household,3 rooms,0.38747,60,111,0.29642,0.47851
2022,Schleswig-Holstein,Couple without children,3 rooms,0.29348,63,150,0.22037,0.36660
2022,Schleswig-Holstein,Couple without children,4 rooms,0.27766,48,150,0.20575,0.34957
2022,Schleswig-Holstein,Couple without children,5 rooms,0.17525,39,150,0.11421,0.23630
2022,Schleswig-Holstein,Couple with children,3 rooms,0.12673,37,194,0.07980,0.17367
2022,Schleswig-Holstein,Couple with children,4 rooms,0.36959,68,194,0.30149,0.43769
2022,Schleswig-Holstein,Couple with children,5 rooms,0.20991,55,194,0.15245,0.26736
2022,Schleswig-Holstein,Couple with children,6 rooms,0.14162,34,194,0.09243,0.19082
2022,Hamburg,Single-person household,2 rooms,0.51798,70,102,0.42053,0.61543
2022,Hamburg,Single-person household,3 rooms,0.26945,32,102,0.18292,0.35597
2022,Hamburg,Couple without children,2 rooms,0.14203,39,88,0.06868,0.21538
2022,Hamburg,Couple without children,3 rooms,0.33261,49,88,0.23361,0.43162
2022,Hamburg,Couple with children,3 rooms,0.28623,33,67,0.17718,0.39528
2022,Hamburg,Couple with children,4 rooms,0.46734,34,67,0.34697,0.58771
2022,Lower Saxony,Single-person household,1 room,0.05240,54,413,0.03088,0.07391
2022,Lower Saxony,Single-person household,2 rooms,0.23555,139,413,0.19458,0.27653
2022,Lower Saxony,Single-person household,3 rooms,0.30027,123,413,0.25601,0.34453
2022,Lower Saxony,Single-person household,4 rooms,0.16102,66,413,0.12553,0.19652
2022,Lower Saxony,Single-person household,5 rooms,0.11864,31,413,0.08742,0.14987
2022,Lower Saxony,Couple without children,2 rooms,0.03934,50,452,0.02140,0.05729
2022,Lower Saxony,Couple without children,3 rooms,0.21725,138,452,0.17919,0.25531
2022,Lower Saxony,Couple without children,4 rooms,0.25647,110,452,0.21616,0.29677
2022,Lower Saxony,Couple without children,5 rooms,0.25709,101,452,0.21676,0.29743
2022,Lower Saxony,Couple without children,6 rooms,0.12282,53,452,0.09253,0.15312
2022,Lower Saxony,Single parent,3 rooms,0.31461,36,36,0.16077,0.46845
2022,Lower Saxony,Couple with children,3 rooms,0.14179,105,489,0.11084,0.17274
2022,Lower Saxony,Couple with children,4 rooms,0.20306,116,489,0.16737,0.23875
2022,Lower Saxony,Couple with children,5 rooms,0.24858,112,489,0.21023,0.28692
2022,Lower Saxony,Couple with children,6 rooms,0.21064,98,489,0.17446,0.24682
2022,Lower Saxony,Couple with children,7 rooms,0.09203,58,489,0.06638,0.11768
2022,North Rhine-Westphalia,Single-person household,1 room,0.07578,193,1135,0.06038,0.09119
2022,North Rhine-Westphalia,Single-person household,2 rooms,0.34215,445,1135,0.31454,0.36976
2022,North Rhine-Westphalia,Single-person household,3 rooms,0.32492,301,1135,0.29766,0.35218
2022,North Rhine-Westphalia,Single-person household,4 rooms,0.11254,105,1135,0.09415,0.13094
2022,North Rhine-Westphalia,Single-person household,5 rooms,0.07391,56,1135,0.05868,0.08914
2022,North Rhine-Westphalia,Single-person household,6 rooms,0.04260,35,1135,0.03085,0.05436
2022,North Rhine-Westphalia,Couple without children,2 rooms,0.10791,190,1152,0.08999,0.12584
2022,North Rhine-Westphalia,Couple without children,3 rooms,0.34875,387,1152,0.32122,0.37628
2022,North Rhine-Westphalia,Couple without children,4 rooms,0.21879,241,1152,0.19490,0.24267
2022,North Rhine-Westphalia,Couple without children,5 rooms,0.14401,180,1152,0.12372,0.16429
2022,North Rhine-Westphalia,Couple without children,6 rooms,0.08658,93,1152,0.07033,0.10283
2022,North Rhine-Westphalia,Couple without children,7 rooms,0.05846,61,1152,0.04490,0.07201
2022,North Rhine-Westphalia,Single parent,2 rooms,0.16408,31,185,0.11057,0.21759
2022,North Rhine-Westphalia,Single parent,3 rooms,0.37112,97,185,0.30132,0.44093
2022,North Rhine-Westphalia,Single parent,4 rooms,0.25152,57,185,0.18883,0.31422
2022,North Rhine-Westphalia,Couple with children,2 rooms,0.02472,56,1305,0.01629,0.03315
2022,North Rhine-Westphalia,Couple with children,3 rooms,0.21999,314,1305,0.19750,0.24247
2022,North Rhine-Westphalia,Couple with children,4 rooms,0.27234,354,1305,0.24818,0.29651
2022,North Rhine-Westphalia,Couple with children,5 rooms,0.20954,254,1305,0.18745,0.23163
2022,North Rhine-Westphalia,Couple with children,6 rooms,0.12352,178,1305,0.10566,0.14138
2022,North Rhine-Westphalia,Couple with children,7 rooms,0.07867,99,1305,0.06406,0.09328
2022,North Rhine-Westphalia,Couple with children,8 rooms,0.04110,50,1305,0.03032,0.05187
2022,North Rhine-Westphalia,Other Combinations,3 rooms,0.25121,55,136,0.17805,0.32437
2022,North Rhine-Westphalia,Other Combinations,4 rooms,0.22625,50,136,0.15567,0.29683
2022,North Rhine-Westphalia,Other Combinations,5 rooms,0.08625,31,136,0.03889,0.13361
2022,Hesse,Single-person household,1 room,0.10295,82,359,0.07147,0.13443
2022,Hesse,Single-person household,2 rooms,0.31038,138,359,0.26246,0.35831
2022,Hesse,Single-person household,3 rooms,0.31976,99,359,0.27145,0.36807
2022,Hesse,Single-person household,4 rooms,0.12014,40,359,0.08646,0.15382
2022,Hesse,Couple without children,2 rooms,0.12830,67,346,0.09301,0.16359
2022,Hesse,Couple without children,3 rooms,0.30296,127,346,0.25447,0.35146
2022,Hesse,Couple without children,4 rooms,0.18748,65,346,0.14629,0.22866
2022,Hesse,Couple without children,5 rooms,0.18270,51,346,0.14193,0.22348
2022,Hesse,Couple without children,6 rooms,0.12438,36,346,0.08956,0.15920
2022,Hesse,Single parent,3 rooms,0.32337,33,33,0.16129,0.48544
2022,Hesse,Couple with children,3 rooms,0.19990,88,285,0.15339,0.24641
2022,Hesse,Couple with children,4 rooms,0.23729,92,285,0.18782,0.28677
2022,Hesse,Couple with children,5 rooms,0.18638,53,285,0.14109,0.23167
2022,Hesse,Couple with children,6 rooms,0.12613,52,285,0.08752,0.16474
2022,"Rhineland-Palatinate, Saarland",Single-person household,1 room,0.07572,47,208,0.03968,0.11176
2022,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.27938,84,208,0.21826,0.34051
2022,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.31245,77,208,0.24931,0.37559
2022,"Rhineland-Palatinate, Saarland",Couple without children,2 rooms,0.03903,34,243,0.01463,0.06344
2022,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.24388,75,243,0.18977,0.29798
2022,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.23008,59,243,0.17706,0.28311
2022,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.17919,41,243,0.13087,0.22751
2022,"Rhineland-Palatinate, Saarland",Couple without children,6 rooms,0.15330,34,243,0.10790,0.19869
2022,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.10822,52,170,0.06138,0.15505
2022,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.23376,59,170,0.16995,0.29757
2022,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.27958,59,170,0.21191,0.34724
2022,Baden-Wuerttemberg,Single-person household,1 room,0.11830,137,597,0.09237,0.14423
2022,Baden-Wuerttemberg,Single-person household,2 rooms,0.28518,195,597,0.24893,0.32143
2022,Baden-Wuerttemberg,Single-person household,3 rooms,0.28535,165,597,0.24910,0.32161
2022,Baden-Wuerttemberg,Single-person household,4 rooms,0.16227,67,597,0.13267,0.19188
2022,Baden-Wuerttemberg,Single-person household,5 rooms,0.07604,33,597,0.05476,0.09732
2022,Baden-Wuerttemberg,Couple without children,2 rooms,0.09604,95,593,0.07230,0.11977
2022,Baden-Wuerttemberg,Couple without children,3 rooms,0.26797,185,593,0.23229,0.30365
2022,Baden-Wuerttemberg,Couple without children,4 rooms,0.23134,107,593,0.19737,0.26531
2022,Baden-Wuerttemberg,Couple without children,5 rooms,0.18922,93,593,0.15767,0.22078
2022,Baden-Wuerttemberg,Couple without children,6 rooms,0.10273,75,593,0.07828,0.12719
2022,Baden-Wuerttemberg,Couple without children,7 rooms,0.05811,38,593,0.03926,0.07695
2022,Baden-Wuerttemberg,Single parent,3 rooms,0.26145,38,38,0.11986,0.40304
2022,Baden-Wuerttemberg,Couple with children,3 rooms,0.22682,166,715,0.19611,0.25754
2022,Baden-Wuerttemberg,Couple with children,4 rooms,0.21169,168,715,0.18173,0.24166
2022,Baden-Wuerttemberg,Couple with children,5 rooms,0.23453,160,715,0.20345,0.26561
2022,Baden-Wuerttemberg,Couple with children,6 rooms,0.16160,117,715,0.13460,0.18860
2022,Baden-Wuerttemberg,Couple with children,7 rooms,0.07287,70,715,0.05380,0.09193
2022,Baden-Wuerttemberg,Couple with children,8 rooms,0.03133,34,715,0.01855,0.04411
2022,Baden-Wuerttemberg,Other Combinations,3 rooms,0.08807,33,67,0.01970,0.15644
2022,Baden-Wuerttemberg,Other Combinations,4 rooms,0.17098,34,67,0.08015,0.26181
2022,Bavaria,Single-person household,1 room,0.07782,185,891,0.06022,0.09542
2022,Bavaria,Single-person household,2 rooms,0.29122,290,891,0.26138,0.32107
2022,Bavaria,Single-person household,3 rooms,0.34729,237,891,0.31601,0.37857
2022,Bavaria,Single-person household,4 rooms,0.11489,85,891,0.09394,0.13584
2022,Bavaria,Single-person household,5 rooms,0.07867,55,891,0.06098,0.09636
2022,Bavaria,Single-person household,6 rooms,0.05789,39,891,0.04255,0.07323
2022,Bavaria,Couple without children,2 rooms,0.11578,181,855,0.09432,0.13724
2022,Bavaria,Couple without children,3 rooms,0.26673,252,855,0.23707,0.29639
2022,Bavaria,Couple without children,4 rooms,0.26704,190,855,0.23737,0.29671
2022,Bavaria,Couple without children,5 rooms,0.15986,120,855,0.13528,0.18444
2022,Bavaria,Couple without children,6 rooms,0.09646,71,855,0.07666,0.11626
2022,Bavaria,Couple without children,7 rooms,0.05349,41,855,0.03840,0.06858
2022,Bavaria,Single parent,3 rooms,0.30976,68,138,0.23233,0.38719
2022,Bavaria,Single parent,4 rooms,0.18800,38,138,0.12257,0.25343
2022,Bavaria,Single parent,5 rooms,0.25169,32,138,0.17902,0.32436
2022,Bavaria,Couple with children,2 rooms,0.03605,38,865,0.02362,0.04849
2022,Bavaria,Couple with children,3 rooms,0.16442,170,865,0.13971,0.18914
2022,Bavaria,Couple with children,4 rooms,0.26573,213,865,0.23628,0.29519
2022,Bavaria,Couple with children,5 rooms,0.21983,186,865,0.19221,0.24744
2022,Bavaria,Couple with children,6 rooms,0.16540,128,865,0.14063,0.19018
2022,Bavaria,Couple with children,7 rooms,0.07236,75,865,0.05509,0.08964
2022,Bavaria,Couple with children,8 rooms,0.04373,55,865,0.03009,0.05736
2022,Bavaria,Other Combinations,3 rooms,0.21298,48,97,0.13108,0.29487
2022,Bavaria,Other Combinations,4 rooms,0.28196,49,97,0.19195,0.37197
2022,Berlin,Single-person household,1 room,0.13999,136,437,0.10742,0.17256
2022,Berlin,Single-person household,2 rooms,0.46268,203,437,0.41587,0.50948
2022,Berlin,Single-person household,3 rooms,0.27137,98,437,0.22963,0.31311
2022,Berlin,Couple without children,2 rooms,0.22629,147,313,0.17986,0.27272
2022,Berlin,Couple without children,3 rooms,0.42511,127,313,0.37026,0.47997
2022,Berlin,Couple without children,4 rooms,0.20171,39,313,0.15718,0.24623
2022,Berlin,Single parent,3 rooms,0.52445,33,33,0.35142,0.69748
2022,Berlin,Couple with children,3 rooms,0.44664,97,160,0.36936,0.52391
2022,Berlin,Couple with children,4 rooms,0.28866,63,160,0.21823,0.35910
2022,Brandenburg,Single-person household,2 rooms,0.32328,61,130,0.24257,0.40400
2022,Brandenburg,Single-person household,3 rooms,0.37133,69,130,0.28795,0.45471
2022,Brandenburg,Couple without children,3 rooms,0.40196,93,182,0.33053,0.47339
2022,Brandenburg,Couple without children,4 rooms,0.27757,57,182,0.21233,0.34280
2022,Brandenburg,Couple without children,5 rooms,0.12176,32,182,0.07412,0.16940
2022,Brandenburg,Couple with children,3 rooms,0.13624,47,163,0.08341,0.18906
2022,Brandenburg,Couple with children,4 rooms,0.33180,68,163,0.25930,0.40431
2022,Brandenburg,Couple with children,5 rooms,0.28326,48,163,0.21387,0.35264
2022,Mecklenburg-Western Pomerania,Single-person household,1 room,0.10862,31,132,0.05533,0.16190
2022,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.49063,62,132,0.40502,0.57624
2022,Mecklenburg-Western Pomerania,Single-person household,3 rooms,0.28757,39,132,0.21006,0.36508
2022,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.40477,50,83,0.29852,0.51101
