"e11103","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Teilzeit","2017","AkademikerIn","Laendlicher Raum","467","0.224246610003193","0.206102951782015","0.242390268224371"
"Teilzeit","2017","AkademikerIn","Staedtischer Raum","1424","0.270754514538211","0.258701491896261","0.282807537180161"
"Teilzeit","2017","Hauptschule","Laendlicher Raum","693","0.211742567142407","0.197407196756871","0.226077937527943"
"Teilzeit","2017","Hauptschule","Staedtischer Raum","1059","0.207517894332728","0.196267265054789","0.218768523610666"
"Teilzeit","2017","Realschule","Laendlicher Raum","920","0.264523059436952","0.24903114513685","0.280014973737053"
"Teilzeit","2017","Realschule","Staedtischer Raum","1148","0.235686420278743","0.222377909722297","0.248994930835189"
"Vollzeit","2017","(Fach-)Abitur","Laendlicher Raum","460","0.430863575761245","0.404506554468758","0.457220597053731"
"Vollzeit","2017","(Fach-)Abitur","Staedtischer Raum","1187","0.422902378234472","0.406500582240871","0.439304174228072"
"Vollzeit","2017","(noch) kein Abschluss","Laendlicher Raum","42","0.116409362490758","0.0951591355389734","0.137659589442544"
"Vollzeit","2017","(noch) kein Abschluss","Staedtischer Raum","84","0.0973212029024734","0.0842228627067865","0.11041954309816"
"Vollzeit","2017","AkademikerIn","Laendlicher Raum","885","0.483320808298197","0.461582371828905","0.505059244767488"
"Vollzeit","2017","AkademikerIn","Staedtischer Raum","2225","0.476122592414562","0.462575519320232","0.489669665508892"
"Vollzeit","2017","Hauptschule","Laendlicher Raum","848","0.279157217352871","0.263416826885907","0.294897607819834"
"Vollzeit","2017","Hauptschule","Staedtischer Raum","1308","0.271593099413602","0.259253510335671","0.283932688491533"
"Vollzeit","2017","Realschule","Laendlicher Raum","1413","0.480102213002933","0.462554738290486","0.49764968771538"
"Vollzeit","2017","Realschule","Staedtischer Raum","1689","0.462477640420463","0.446843643468094","0.478111637372833"
"nicht erwerbstätig","2018","(Fach-)Abitur","Laendlicher Raum","402","0.204084879617926","0.182184671842222","0.225985087393631"
"nicht erwerbstätig","2018","(Fach-)Abitur","Staedtischer Raum","1076","0.250315923807768","0.235640061887536","0.264991785727999"
"nicht erwerbstätig","2018","(noch) kein Abschluss","Laendlicher Raum","629","0.753423939938161","0.722740174755196","0.784107705121126"
"nicht erwerbstätig","2018","(noch) kein Abschluss","Staedtischer Raum","1555","0.736599876573622","0.716587497881657","0.756612255265588"
"nicht erwerbstätig","2018","AkademikerIn","Laendlicher Raum","602","0.290851582303045","0.270473505705563","0.311229658900527"
"nicht erwerbstätig","2018","AkademikerIn","Staedtischer Raum","1462","0.24513174976426","0.233290992623259","0.25697250690526"
"nicht erwerbstätig","2018","Hauptschule","Laendlicher Raum","1454","0.50703268116176","0.488802064424178","0.525263297899343"
"nicht erwerbstätig","2018","Hauptschule","Staedtischer Raum","2458","0.517954597592426","0.50373721006165","0.532171985123201"
"nicht erwerbstätig","2018","Realschule","Laendlicher Raum","746","0.252798010048981","0.237240570856793","0.268355449241169"
"nicht erwerbstätig","2018","Realschule","Staedtischer Raum","1041","0.291570213513388","0.277043273186099","0.306097153840678"
"Teilzeit","2018","(Fach-)Abitur","Laendlicher Raum","418","0.335001288396101","0.309353903858343","0.360648672933859"
"Teilzeit","2018","(Fach-)Abitur","Staedtischer Raum","1139","0.338647723951187","0.322614873500465","0.354680574401909"
"Teilzeit","2018","(noch) kein Abschluss","Laendlicher Raum","76","0.120889115500417","0.097681585698879","0.144096645301955"
"Teilzeit","2018","(noch) kein Abschluss","Staedtischer Raum","218","0.169748593092238","0.15269237241882","0.186804813765655"
"Teilzeit","2018","AkademikerIn","Laendlicher Raum","474","0.243742080223658","0.224477518620763","0.263006641826553"
"Teilzeit","2018","AkademikerIn","Staedtischer Raum","1378","0.251390388625289","0.239449238857146","0.263331538393433"
"Teilzeit","2018","Hauptschule","Laendlicher Raum","658","0.222462648284503","0.207296911920519","0.237628384648487"
"Teilzeit","2018","Hauptschule","Staedtischer Raum","1055","0.207370723692476","0.195835161660863","0.218906285724089"
"Teilzeit","2018","Realschule","Laendlicher Raum","944","0.284789737734856","0.268634575887781","0.300944899581931"
"Teilzeit","2018","Realschule","Staedtischer Raum","1122","0.25564576592685","0.24170253878757","0.26958899306613"
"Vollzeit","2018","(Fach-)Abitur","Laendlicher Raum","481","0.460913831985972","0.433827611594824","0.48800005237712"
"Vollzeit","2018","(Fach-)Abitur","Staedtischer Raum","1132","0.411036352241045","0.394367542245094","0.427705162236997"
"Vollzeit","2018","(noch) kein Abschluss","Laendlicher Raum","53","0.125686944561422","0.102088028569308","0.149285860553535"
"Vollzeit","2018","(noch) kein Abschluss","Staedtischer Raum","88","0.0936515303341402","0.0804148236113674","0.106888237056913"
"Vollzeit","2018","AkademikerIn","Laendlicher Raum","832","0.465406337473297","0.443024952612389","0.487787722334206"
"Vollzeit","2018","AkademikerIn","Staedtischer Raum","2230","0.503477861610451","0.489715162681823","0.517240560539078"
"Vollzeit","2018","Hauptschule","Laendlicher Raum","777","0.270504670553737","0.25430623911745","0.286703101990023"
"Vollzeit","2018","Hauptschule","Staedtischer Raum","1232","0.274674678715099","0.261974620410383","0.287374737019815"
"Vollzeit","2018","Realschule","Laendlicher Raum","1308","0.462412252216163","0.444564989188257","0.480259515244069"
"Vollzeit","2018","Realschule","Staedtischer Raum","1597","0.452784020559762","0.436873693775722","0.468694347343802"
"nicht erwerbstätig","2019","(Fach-)Abitur","Laendlicher Raum","338","0.232959098673543","0.209412029008383","0.256506168338703"
"nicht erwerbstätig","2019","(Fach-)Abitur","Staedtischer Raum","992","0.253647261614788","0.23883818484877","0.268456338380805"
"nicht erwerbstätig","2019","(noch) kein Abschluss","Laendlicher Raum","547","0.745365803735154","0.713207241180523","0.777524366289785"
"nicht erwerbstätig","2019","(noch) kein Abschluss","Staedtischer Raum","1355","0.689509466647034","0.667527699076548","0.711491234217521"
"nicht erwerbstätig","2019","AkademikerIn","Laendlicher Raum","603","0.310035971841092","0.290019638349436","0.330052305332749"
"nicht erwerbstätig","2019","AkademikerIn","Staedtischer Raum","1354","0.252876968661117","0.241254714424907","0.264499222897328"
"nicht erwerbstätig","2019","Hauptschule","Laendlicher Raum","1310","0.512975963378353","0.493825912349934","0.532126014406772"
"nicht erwerbstätig","2019","Hauptschule","Staedtischer Raum","2214","0.520509118320686","0.505550997899112","0.53546723874226"
"nicht erwerbstätig","2019","Realschule","Laendlicher Raum","786","0.278458804827511","0.26241367188263","0.294503937772392"
"nicht erwerbstätig","2019","Realschule","Staedtischer Raum","1024","0.293413277535208","0.278791250924187","0.308035304146229"
"Teilzeit","2019","(Fach-)Abitur","Laendlicher Raum","400","0.312247223660117","0.286433346588494","0.33806110073174"
"Teilzeit","2019","(Fach-)Abitur","Staedtischer Raum","1115","0.336266172299734","0.320186418442837","0.352345926156631"
"Teilzeit","2019","(noch) kein Abschluss","Laendlicher Raum","89","0.131705027762495","0.106742511961559","0.156667543563431"
"Teilzeit","2019","(noch) kein Abschluss","Staedtischer Raum","238","0.203639833593725","0.184508094737493","0.222771572449957"
"Teilzeit","2019","AkademikerIn","Laendlicher Raum","507","0.233262728487555","0.214960194415563","0.251565262559548"
"Teilzeit","2019","AkademikerIn","Staedtischer Raum","1465","0.258675643171885","0.246966595497735","0.270384690846036"
"Teilzeit","2019","Hauptschule","Laendlicher Raum","568","0.200212160716688","0.184880865224391","0.215543456208986"
"Teilzeit","2019","Hauptschule","Staedtischer Raum","926","0.209709280325928","0.197520087599064","0.221898473052792"
"Teilzeit","2019","Realschule","Laendlicher Raum","851","0.25607329065587","0.240449748853952","0.271696832457789"
"Teilzeit","2019","Realschule","Staedtischer Raum","1073","0.251776186126996","0.237837942829834","0.265714429424158"
"Vollzeit","2019","(Fach-)Abitur","Laendlicher Raum","500","0.45479367766634","0.427055660045668","0.482531695287011"
"Vollzeit","2019","(Fach-)Abitur","Staedtischer Raum","1209","0.410086566085479","0.393345899590352","0.426827232580605"
"Vollzeit","2019","(noch) kein Abschluss","Laendlicher Raum","69","0.122929168502351","0.098691081582024","0.147167255422678"
"Vollzeit","2019","(noch) kein Abschluss","Staedtischer Raum","109","0.10685069975924","0.0921743169989577","0.121527082519523"
"Vollzeit","2019","AkademikerIn","Laendlicher Raum","941","0.456701299671352","0.435143684367884","0.47825891497482"
"Vollzeit","2019","AkademikerIn","Staedtischer Raum","2554","0.488447388166997","0.475081626282133","0.501813150051861"
"Vollzeit","2019","Hauptschule","Laendlicher Raum","739","0.286811875904959","0.269483939471854","0.304139812338065"
"Vollzeit","2019","Hauptschule","Staedtischer Raum","1145","0.269781601353386","0.256492205817872","0.283070996888899"
"Vollzeit","2019","Realschule","Laendlicher Raum","1361","0.465467904516619","0.44761273241863","0.483323076614607"
"Vollzeit","2019","Realschule","Staedtischer Raum","1628","0.454810536337796","0.438819598386873","0.470801474288718"
"nicht erwerbstätig","2020","(Fach-)Abitur","Laendlicher Raum","320","0.213517038821786","0.191317743141376","0.235716334502197"
"nicht erwerbstätig","2020","(Fach-)Abitur","Staedtischer Raum","1069","0.24751472657729","0.233745908322656","0.261283544831924"
"nicht erwerbstätig","2020","(noch) kein Abschluss","Laendlicher Raum","519","0.736613423147278","0.704726491046615","0.768500355247941"
"nicht erwerbstätig","2020","(noch) kein Abschluss","Staedtischer Raum","1407","0.709350898592007","0.688896447098525","0.72980535008549"
"nicht erwerbstätig","2020","AkademikerIn","Laendlicher Raum","567","0.306237464767006","0.28629916145979","0.326175768074222"
"nicht erwerbstätig","2020","AkademikerIn","Staedtischer Raum","1399","0.249504294046277","0.2383136780454","0.260694910047154"
"nicht erwerbstätig","2020","Hauptschule","Laendlicher Raum","1200","0.511510644248359","0.491963056844565","0.531058231652153"
"nicht erwerbstätig","2020","Hauptschule","Staedtischer Raum","2228","0.544655158183784","0.529728579870431","0.559581736497136"
"nicht erwerbstätig","2020","Realschule","Laendlicher Raum","778","0.283526468607614","0.26682927351382","0.300223663701408"
"nicht erwerbstätig","2020","Realschule","Staedtischer Raum","1037","0.306849573810641","0.291637944215464","0.322061203405818"
"Teilzeit","2020","(Fach-)Abitur","Laendlicher Raum","434","0.335850600535057","0.310265671041691","0.361435530028424"
"Teilzeit","2020","(Fach-)Abitur","Staedtischer Raum","1287","0.33377128764315","0.318726595581047","0.348815979705252"
"Teilzeit","2020","(noch) kein Abschluss","Laendlicher Raum","115","0.142269355789265","0.116980612409184","0.167558099169346"
"Teilzeit","2020","(noch) kein Abschluss","Staedtischer Raum","293","0.200199645132961","0.182173816752063","0.21822547351386"
"Teilzeit","2020","AkademikerIn","Laendlicher Raum","535","0.242776372511217","0.224229576143653","0.261323168878782"
"Teilzeit","2020","AkademikerIn","Staedtischer Raum","1601","0.264245146101159","0.252842360658564","0.275647931543754"
"Teilzeit","2020","Hauptschule","Laendlicher Raum","563","0.209616757948841","0.193699431067273","0.225534084830409"
"Teilzeit","2020","Hauptschule","Staedtischer Raum","907","0.197420899930039","0.185490095427469","0.209351704432609"
"Teilzeit","2020","Realschule","Laendlicher Raum","797","0.260857834271173","0.24459064300673","0.277125025535617"
"Teilzeit","2020","Realschule","Staedtischer Raum","994","0.257714587127019","0.24328831248662","0.272140861767417"
"Vollzeit","2020","(Fach-)Abitur","Laendlicher Raum","555","0.450632360643156","0.423678499140337","0.477586222145976"
"Vollzeit","2020","(Fach-)Abitur","Staedtischer Raum","1418","0.41871398577956","0.402974127643271","0.43445384391585"
"Vollzeit","2020","(noch) kein Abschluss","Laendlicher Raum","99","0.121117221063457","0.0974980566119523","0.144736385514961"
"Vollzeit","2020","(noch) kein Abschluss","Staedtischer Raum","193","0.0904494562750313","0.0775286628479751","0.103370249702088"
"Vollzeit","2020","AkademikerIn","Laendlicher Raum","951","0.450986162721777","0.429461970093856","0.472510355349698"
"Vollzeit","2020","AkademikerIn","Staedtischer Raum","2744","0.486250559852564","0.473325081835005","0.499176037870123"
"Vollzeit","2020","Hauptschule","Laendlicher Raum","749","0.2788725978028","0.261335925204156","0.296409270401443"
"Vollzeit","2020","Hauptschule","Staedtischer Raum","1141","0.257923941886177","0.244811025814917","0.271036857957438"
"Vollzeit","2020","Realschule","Laendlicher Raum","1224","0.455615697121213","0.437165594848303","0.474065799394122"
"Vollzeit","2020","Realschule","Staedtischer Raum","1500","0.43543583906234","0.419082065861815","0.451789612262866"
