"plb0218","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2007","Schleswig-Holstein","Westdeutschland","52","0.160310652891601","0.120111804191588","0.200509501591613"
"Ja, jede Woche","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Hamburg","Westdeutschland","19","","",""
"Ja, jede Woche","2007","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Niedersachsen","Westdeutschland","172","","",""
"Ja, jede Woche","2007","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Bremen","Westdeutschland","11","","",""
"Ja, jede Woche","2007","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Nordrhein-Westfalen","Westdeutschland","340","0.138836784209246","0.124835851927592","0.152837716490901"
"Ja, jede Woche","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Hessen","Westdeutschland","130","","",""
"Ja, jede Woche","2007","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Rheinland-Pfalz,Saarland","Westdeutschland","127","","",""
"Ja, jede Woche","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Baden-Wuerttemberg","Westdeutschland","174","","",""
"Ja, jede Woche","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Bayern","Westdeutschland","250","","",""
"Ja, jede Woche","2007","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2007","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2007","Berlin","Westdeutschland","34","0.1340278964562","0.0918814676008802","0.176174325311519"
"Ja, jede Woche","2007","Berlin","Ostdeutschland","29","","",""
"Ja, jede Woche","2007","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2007","Brandenburg","Ostdeutschland","68","0.178705831950013","0.142579410015508","0.214832253884517"
"Ja, jede Woche","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2007","Mecklenburg-Vorpommern","Ostdeutschland","33","0.136561834776666","0.0952185055155629","0.177905164037769"
"Ja, jede Woche","2007","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2007","Sachsen","Ostdeutschland","103","","",""
"Ja, jede Woche","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2007","Sachsen-Anhalt","Ostdeutschland","69","0.141208360201672","0.109033553754761","0.173383166648584"
"Ja, jede Woche","2007","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2007","Thueringen","Ostdeutschland","78","0.145354520107666","0.113456117112305","0.177252923103026"
"Ja, alle 2 Wochen","2007","Schleswig-Holstein","Westdeutschland","46","0.151477877959071","0.112197171238715","0.190758584679426"
"Ja, alle 2 Wochen","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Hamburg","Westdeutschland","12","","",""
"Ja, alle 2 Wochen","2007","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Niedersachsen","Westdeutschland","157","","",""
"Ja, alle 2 Wochen","2007","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Bremen","Westdeutschland","17","","",""
"Ja, alle 2 Wochen","2007","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Nordrhein-Westfalen","Westdeutschland","350","0.171816946782453","0.156542759368218","0.187091134196687"
"Ja, alle 2 Wochen","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Hessen","Westdeutschland","111","","",""
"Ja, alle 2 Wochen","2007","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Rheinland-Pfalz,Saarland","Westdeutschland","91","0.138121853798753","0.111878569511729","0.164365138085778"
"Ja, alle 2 Wochen","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Baden-Wuerttemberg","Westdeutschland","173","","",""
"Ja, alle 2 Wochen","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Bayern","Westdeutschland","211","","",""
"Ja, alle 2 Wochen","2007","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Berlin","Westdeutschland","28","","",""
"Ja, alle 2 Wochen","2007","Berlin","Ostdeutschland","27","","",""
"Ja, alle 2 Wochen","2007","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Brandenburg","Ostdeutschland","78","0.211039372505281","0.172561094653034","0.249517650357528"
"Ja, alle 2 Wochen","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Mecklenburg-Vorpommern","Ostdeutschland","55","0.20778000805235","0.158931654270454","0.256628361834245"
"Ja, alle 2 Wochen","2007","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Sachsen","Ostdeutschland","159","","",""
"Ja, alle 2 Wochen","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Sachsen-Anhalt","Ostdeutschland","89","0.220797321474709","0.182473928473807","0.259120714475611"
"Ja, alle 2 Wochen","2007","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Thueringen","Ostdeutschland","86","0.19146768087947","0.155858818401923","0.227076543357017"
"Ja, alle 3-4 Wochen","2007","Schleswig-Holstein","Westdeutschland","23","","",""
"Ja, alle 3-4 Wochen","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Hamburg","Westdeutschland","20","","",""
"Ja, alle 3-4 Wochen","2007","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Niedersachsen","Westdeutschland","97","0.0967297108983362","0.078634028472144","0.114825393324528"
"Ja, alle 3-4 Wochen","2007","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Bremen","Westdeutschland","5","0.0922466005092623","0.0288359476294174","0.155657253389107"
"Ja, alle 3-4 Wochen","2007","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Nordrhein-Westfalen","Westdeutschland","196","","",""
"Ja, alle 3-4 Wochen","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Hessen","Westdeutschland","81","0.101561044952688","0.0809984134319619","0.122123676473413"
"Ja, alle 3-4 Wochen","2007","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Rheinland-Pfalz,Saarland","Westdeutschland","53","0.08089564468822","0.0601556312435953","0.101635658132845"
"Ja, alle 3-4 Wochen","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Baden-Wuerttemberg","Westdeutschland","167","","",""
"Ja, alle 3-4 Wochen","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Bayern","Westdeutschland","176","","",""
"Ja, alle 3-4 Wochen","2007","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Berlin","Westdeutschland","29","","",""
"Ja, alle 3-4 Wochen","2007","Berlin","Ostdeutschland","17","","",""
"Ja, alle 3-4 Wochen","2007","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Brandenburg","Ostdeutschland","40","0.0875375122456352","0.0608866768298853","0.114188347661385"
"Ja, alle 3-4 Wochen","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Mecklenburg-Vorpommern","Ostdeutschland","25","","",""
"Ja, alle 3-4 Wochen","2007","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Sachsen","Ostdeutschland","80","0.089027693958366","0.0695948543551439","0.108460533561588"
"Ja, alle 3-4 Wochen","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Sachsen-Anhalt","Ostdeutschland","48","0.128788948390732","0.0978402192140183","0.159737677567446"
"Ja, alle 3-4 Wochen","2007","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Thueringen","Ostdeutschland","54","0.119378282336513","0.0900343016318826","0.148722263041143"
"Seltener","2007","Schleswig-Holstein","Westdeutschland","81","0.248775592339219","0.201410124496728","0.296141060181711"
"Seltener","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2007","Hamburg","Westdeutschland","46","0.324612613849483","0.252510208642735","0.396715019056231"
"Seltener","2007","Hamburg","Ostdeutschland","","","",""
"Seltener","2007","Niedersachsen","Westdeutschland","262","","",""
"Seltener","2007","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2007","Bremen","Westdeutschland","13","","",""
"Seltener","2007","Bremen","Ostdeutschland","","","",""
"Seltener","2007","Nordrhein-Westfalen","Westdeutschland","541","0.230133857122332","0.213090316687702","0.247177397556962"
"Seltener","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2007","Hessen","Westdeutschland","225","","",""
"Seltener","2007","Hessen","Ostdeutschland","","","",""
"Seltener","2007","Rheinland-Pfalz,Saarland","Westdeutschland","136","","",""
"Seltener","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2007","Baden-Wuerttemberg","Westdeutschland","338","0.233820308676665","0.2118597928319","0.255780824521431"
"Seltener","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2007","Bayern","Westdeutschland","436","0.248343365405913","0.22808344815622","0.268603282655606"
"Seltener","2007","Bayern","Ostdeutschland","","","",""
"Seltener","2007","Saarland","Westdeutschland","","","",""
"Seltener","2007","Saarland","Ostdeutschland","","","",""
"Seltener","2007","Berlin","Westdeutschland","71","0.26115744873182","0.206815102073107","0.315499795390532"
"Seltener","2007","Berlin","Ostdeutschland","50","0.273385647158073","0.209505320396025","0.337265973920122"
"Seltener","2007","Brandenburg","Westdeutschland","","","",""
"Seltener","2007","Brandenburg","Ostdeutschland","121","","",""
"Seltener","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2007","Mecklenburg-Vorpommern","Ostdeutschland","64","0.218809674691303","0.169031743580654","0.268587605801952"
"Seltener","2007","Sachsen","Westdeutschland","","","",""
"Seltener","2007","Sachsen","Ostdeutschland","229","","",""
"Seltener","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2007","Sachsen-Anhalt","Ostdeutschland","108","","",""
"Seltener","2007","Thueringen","Westdeutschland","","","",""
"Seltener","2007","Thueringen","Ostdeutschland","113","","",""
"Nein, nie","2008","Schleswig-Holstein","Westdeutschland","","","",""
"Nein, nie","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2008","Hamburg","Westdeutschland","","","",""
"Nein, nie","2008","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2008","Niedersachsen","Westdeutschland","","","",""
"Nein, nie","2008","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2008","Bremen","Westdeutschland","","","",""
"Nein, nie","2008","Bremen","Ostdeutschland","","","",""
"Nein, nie","2008","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nein, nie","2008","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2008","Hessen","Westdeutschland","","","",""
"Nein, nie","2008","Hessen","Ostdeutschland","","","",""
"Nein, nie","2008","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nein, nie","2008","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2008","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nein, nie","2008","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2008","Bayern","Westdeutschland","","","",""
"Nein, nie","2008","Bayern","Ostdeutschland","","","",""
"Nein, nie","2008","Saarland","Westdeutschland","","","",""
"Nein, nie","2008","Saarland","Ostdeutschland","","","",""
"Nein, nie","2008","Berlin","Westdeutschland","","","",""
"Nein, nie","2008","Berlin","Ostdeutschland","","","",""
"Nein, nie","2008","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2008","Brandenburg","Ostdeutschland","","","",""
"Nein, nie","2008","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2008","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nein, nie","2008","Sachsen","Westdeutschland","","","",""
"Nein, nie","2008","Sachsen","Ostdeutschland","","","",""
"Nein, nie","2008","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2008","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nein, nie","2008","Thueringen","Westdeutschland","","","",""
"Nein, nie","2008","Thueringen","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, jede Woche","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Hamburg","Westdeutschland","","","",""
"Ja, jede Woche","2008","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Niedersachsen","Westdeutschland","","","",""
"Ja, jede Woche","2008","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Bremen","Westdeutschland","","","",""
"Ja, jede Woche","2008","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, jede Woche","2008","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Hessen","Westdeutschland","","","",""
"Ja, jede Woche","2008","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2008","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, jede Woche","2008","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Bayern","Westdeutschland","","","",""
"Ja, jede Woche","2008","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2008","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Berlin","Westdeutschland","","","",""
"Ja, jede Woche","2008","Berlin","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2008","Brandenburg","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2008","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2008","Sachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2008","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2008","Thueringen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Hamburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Niedersachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Bremen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Hessen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Bayern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Berlin","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Berlin","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Brandenburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Sachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Thueringen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Hamburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Niedersachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Bremen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Hessen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Bayern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Bayern","Ostdeutschland","","","",""
