year,bula_h,pgisced97,plg0292_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1987,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.0625,13496,0.05841606159393113,0.06658393840606887
1987,Baden-Wuerttemberg,vocational + Abi,Further vocational education,0.6666666666666666,13496,0.6587133682187889,0.6746199651145444
1987,Baden-Wuerttemberg,vocational + Abi,Others,0.3333333333333333,13496,0.3253800348854556,0.34128663178121105
1987,Baden-Wuerttemberg,higher vocational,Further vocational education,0.8333333333333334,13496,0.8270456988317395,0.8396209678349272
1987,Baden-Wuerttemberg,higher vocational,Further general/political education,0.16666666666666666,13496,0.16037903216507277,0.17295430116826055
1987,Baden-Wuerttemberg,higher education,Further vocational education,1.0,13496,1.0,1.0
1987,Bavaria,general elementary,Further vocational education,0.6,13496,0.5917346898003102,0.6082653101996898
1987,Bavaria,general elementary,Further general/political education,0.2,13496,0.19325140248164627,0.20674859751835375
1987,Bavaria,general elementary,Vocational Retraining,0.2,13496,0.19325140248164627,0.20674859751835375
1987,Bavaria,middle vocational,Further vocational education,0.6363636363636364,13496,0.6282476769399856,0.6444795957872871
1987,Bavaria,middle vocational,Vocational Retraining,0.18181818181818182,13496,0.1753109376335546,0.18832542600280905
1987,Bavaria,middle vocational,Others,0.09090909090909091,13496,0.08605887746141869,0.09575930435676314
1987,Bavaria,middle vocational,Multiple answers,0.09090909090909091,13496,0.08605887746141869,0.09575930435676314
1987,Bavaria,vocational + Abi,Vocational Retraining,1.0,13496,1.0,1.0
1987,Bavaria,higher vocational,Further vocational education,1.0,13496,1.0,1.0
1987,Bavaria,higher education,Further vocational education,0.6,13496,0.5917346898003102,0.6082653101996898
1987,Bavaria,higher education,Multiple answers,0.2,13496,0.19325140248164627,0.20674859751835375
1987,Bavaria,higher education,Others,0.2,13496,0.19325140248164627,0.20674859751835375
1987,Berlin,middle vocational,Further vocational education,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Berlin,middle vocational,Vocational Retraining,0.16666666666666666,13496,0.16037903216507277,0.17295430116826055
1987,Berlin,middle vocational,Further general/political education,0.16666666666666666,13496,0.16037903216507277,0.17295430116826055
1987,Berlin,middle vocational,Multiple answers,0.16666666666666666,13496,0.16037903216507277,0.17295430116826055
1987,Berlin,vocational + Abi,Others,1.0,13496,1.0,1.0
1987,Berlin,higher vocational,Further vocational education,1.0,13496,1.0,1.0
1987,Berlin,higher education,Further vocational education,1.0,13496,1.0,1.0
1988,Schleswig-Holstein,middle vocational,Further vocational education,0.7142857142857143,12817,0.7064646683044976,0.722106760266931
1988,Schleswig-Holstein,middle vocational,Others,0.2857142857142857,12817,0.277893239733069,0.2935353316955024
1988,Hamburg,general elementary,Vocational Retraining,1.0,12817,1.0,1.0
1988,Hamburg,middle vocational,Others,1.0,12817,1.0,1.0
1988,Hamburg,higher vocational,Others,1.0,12817,1.0,1.0
1988,Hamburg,higher education,Others,1.0,12817,1.0,1.0
1988,Lower Saxony,general elementary,Further vocational education,0.6,12817,0.5915185813661511,0.6084814186338489
1988,Lower Saxony,general elementary,Multiple answers,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Lower Saxony,general elementary,Others,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Lower Saxony,middle vocational,Further vocational education,0.6666666666666666,12817,0.6585054177810623,0.674827915552271
1988,Lower Saxony,middle vocational,Others,0.25,12817,0.24250341421240434,0.25749658578759566
1988,Lower Saxony,middle vocational,Vocational Retraining,0.08333333333333333,12817,0.07854837703422335,0.08811828963244331
1988,Lower Saxony,higher education,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,Lower Saxony,higher education,Vocational Retraining,0.25,12817,0.24250341421240434,0.25749658578759566
1988,Lower Saxony,higher education,Further general/political education,0.25,12817,0.24250341421240434,0.25749658578759566
1988,Bremen,general elementary,Vocational Retraining,0.5,12817,0.49134368835505704,0.508656311644943
1988,Bremen,general elementary,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,Bremen,vocational + Abi,Vocational Retraining,1.0,12817,1.0,1.0
1988,Bremen,higher education,Further vocational education,1.0,12817,1.0,1.0
1988,North Rhine-Westphalia,inadequately,Vocational Retraining,1.0,12817,1.0,1.0
1988,North Rhine-Westphalia,general elementary,Further vocational education,0.6666666666666666,12817,0.6585054177810623,0.674827915552271
1988,North Rhine-Westphalia,general elementary,Vocational Retraining,0.3333333333333333,12817,0.325172084447729,0.34149458221893764
1988,North Rhine-Westphalia,middle vocational,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,North Rhine-Westphalia,middle vocational,Others,0.25,12817,0.24250341421240434,0.25749658578759566
1988,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.20833333333333334,12817,0.20130239255101387,0.21536427411565282
1988,North Rhine-Westphalia,middle vocational,Further general/political education,0.041666666666666664,12817,0.03820714897813031,0.04512618435520302
1988,North Rhine-Westphalia,vocational + Abi,Vocational Retraining,0.5,12817,0.49134368835505704,0.508656311644943
1988,North Rhine-Westphalia,vocational + Abi,Further vocational education,0.25,12817,0.24250341421240434,0.25749658578759566
1988,North Rhine-Westphalia,vocational + Abi,Further general/political education,0.25,12817,0.24250341421240434,0.25749658578759566
1988,North Rhine-Westphalia,higher education,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,North Rhine-Westphalia,higher education,Others,0.3333333333333333,12817,0.325172084447729,0.34149458221893764
1988,North Rhine-Westphalia,higher education,Vocational Retraining,0.16666666666666666,12817,0.16021463290916152,0.1731187004241718
1988,Hesse,inadequately,Vocational Retraining,0.5,12817,0.49134368835505704,0.508656311644943
1988,Hesse,inadequately,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,Hesse,general elementary,Vocational Retraining,0.5,12817,0.49134368835505704,0.508656311644943
1988,Hesse,general elementary,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,Hesse,middle vocational,Further vocational education,1.0,12817,1.0,1.0
1988,Hesse,vocational + Abi,Further vocational education,1.0,12817,1.0,1.0
1988,Hesse,higher education,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,Hesse,higher education,Others,0.5,12817,0.49134368835505704,0.508656311644943
1988,"Rhineland-Palatinate, Saarland",inadequately,Others,1.0,12817,1.0,1.0
1988,"Rhineland-Palatinate, Saarland",general elementary,Others,0.3333333333333333,12817,0.325172084447729,0.34149458221893764
1988,"Rhineland-Palatinate, Saarland",general elementary,Further vocational education,0.3333333333333333,12817,0.325172084447729,0.34149458221893764
1988,"Rhineland-Palatinate, Saarland",general elementary,Vocational Retraining,0.3333333333333333,12817,0.325172084447729,0.34149458221893764
1988,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,0.8,12817,0.7930749506840457,0.8069250493159544
1988,"Rhineland-Palatinate, Saarland",middle vocational,Vocational Retraining,0.2,12817,0.19307495068404568,0.20692504931595435
1988,"Rhineland-Palatinate, Saarland",vocational + Abi,Further vocational education,1.0,12817,1.0,1.0
1988,"Rhineland-Palatinate, Saarland",higher education,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,"Rhineland-Palatinate, Saarland",higher education,Further general/political education,0.5,12817,0.49134368835505704,0.508656311644943
1988,Baden-Wuerttemberg,inadequately,Others,1.0,12817,1.0,1.0
1988,Baden-Wuerttemberg,general elementary,Further vocational education,0.6,12817,0.5915185813661511,0.6084814186338489
1988,Baden-Wuerttemberg,general elementary,Vocational rehabilitation,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Baden-Wuerttemberg,general elementary,Vocational Retraining,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Baden-Wuerttemberg,middle vocational,Further vocational education,0.625,12817,0.6166185622898886,0.6333814377101114
1988,Baden-Wuerttemberg,middle vocational,Others,0.25,12817,0.24250341421240434,0.25749658578759566
1988,Baden-Wuerttemberg,middle vocational,Vocational rehabilitation,0.125,12817,0.11927438802910213,0.13072561197089785
1988,Baden-Wuerttemberg,vocational + Abi,Further vocational education,1.0,12817,1.0,1.0
1988,Baden-Wuerttemberg,higher vocational,Others,1.0,12817,1.0,1.0
1988,Baden-Wuerttemberg,higher education,Further vocational education,1.0,12817,1.0,1.0
1988,Bavaria,inadequately,Vocational rehabilitation,1.0,12817,1.0,1.0
1988,Bavaria,general elementary,Vocational Retraining,0.6666666666666666,12817,0.6585054177810623,0.674827915552271
1988,Bavaria,general elementary,Further vocational education,0.3333333333333333,12817,0.325172084447729,0.34149458221893764
1988,Bavaria,middle vocational,Further vocational education,0.7741935483870968,12817,0.7669549275902602,0.7814321691839333
1988,Bavaria,middle vocational,Others,0.12903225806451613,12817,0.12322844971282917,0.13483606641620308
1988,Bavaria,middle vocational,Vocational rehabilitation,0.06451612903225806,12817,0.06026293513409464,0.06876932293042148
1988,Bavaria,middle vocational,Further general/political education,0.03225806451612903,12817,0.02919918893372265,0.035316940098535414
1988,Bavaria,higher vocational,Further vocational education,0.4,12817,0.3915185813661511,0.40848141863384896
1988,Bavaria,higher vocational,Others,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Bavaria,higher vocational,Further general/political education,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Bavaria,higher vocational,Multiple answers,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Bavaria,higher education,Further vocational education,0.6666666666666666,12817,0.6585054177810623,0.674827915552271
1988,Bavaria,higher education,Further general/political education,0.3333333333333333,12817,0.325172084447729,0.34149458221893764
1988,Berlin,middle vocational,Further vocational education,1.0,12817,1.0,1.0
1988,Berlin,vocational + Abi,Further vocational education,1.0,12817,1.0,1.0
1989,Schleswig-Holstein,middle vocational,Further vocational education,0.625,12393,0.6164763915935633,0.6335236084064367
1989,Schleswig-Holstein,middle vocational,Multiple answers,0.125,12393,0.11917726695406154,0.13082273304593844
1989,Schleswig-Holstein,middle vocational,Vocational Retraining,0.125,12393,0.11917726695406154,0.13082273304593844
1989,Schleswig-Holstein,middle vocational,Further general/political education,0.125,12393,0.11917726695406154,0.13082273304593844
1989,Schleswig-Holstein,higher vocational,Others,1.0,12393,1.0,1.0
1989,Hamburg,general elementary,Vocational Retraining,1.0,12393,1.0,1.0
1989,Hamburg,middle vocational,Further vocational education,0.6666666666666666,12393,0.6583669820523625,0.6749663512809707
1989,Hamburg,middle vocational,Others,0.3333333333333333,12393,0.3250336487190292,0.34163301794763745
1989,Hamburg,higher vocational,Others,1.0,12393,1.0,1.0
1989,Lower Saxony,general elementary,Further vocational education,1.0,12393,1.0,1.0
1989,Lower Saxony,middle vocational,Further vocational education,0.8181818181818182,12393,0.8113911671337513,0.8249724692298852
1989,Lower Saxony,middle vocational,Others,0.18181818181818182,12393,0.1750275307701148,0.18860883286624885
1989,Lower Saxony,higher vocational,Further vocational education,1.0,12393,1.0,1.0
1989,Lower Saxony,higher education,Vocational Retraining,0.5,12393,0.49119685509127387,0.5088031449087261
1989,Lower Saxony,higher education,Further vocational education,0.5,12393,0.49119685509127387,0.5088031449087261
1989,Bremen,general elementary,Vocational Retraining,0.5,12393,0.49119685509127387,0.5088031449087261
1989,Bremen,general elementary,Further vocational education,0.5,12393,0.49119685509127387,0.5088031449087261
1989,Bremen,middle vocational,Multiple answers,0.5,12393,0.49119685509127387,0.5088031449087261
1989,Bremen,middle vocational,Others,0.5,12393,0.49119685509127387,0.5088031449087261
1989,North Rhine-Westphalia,inadequately,Others,0.5,12393,0.49119685509127387,0.5088031449087261
1989,North Rhine-Westphalia,inadequately,Vocational Retraining,0.5,12393,0.49119685509127387,0.5088031449087261
1989,North Rhine-Westphalia,general elementary,Further vocational education,0.6,12393,0.5913747147367365,0.6086252852632634
1989,North Rhine-Westphalia,general elementary,Vocational Retraining,0.2,12393,0.19295748407301908,0.20704251592698095
1989,North Rhine-Westphalia,general elementary,Others,0.2,12393,0.19295748407301908,0.20704251592698095
1989,North Rhine-Westphalia,middle vocational,Further vocational education,0.5625,12393,0.5537659004310923,0.5712340995689077
1989,North Rhine-Westphalia,middle vocational,Others,0.25,12393,0.2423762528758475,0.2576237471241525
1989,North Rhine-Westphalia,middle vocational,Further general/political education,0.0625,12393,0.05823819579678162,0.06676180420321838
1989,North Rhine-Westphalia,middle vocational,Vocational rehabilitation,0.0625,12393,0.05823819579678162,0.06676180420321838
1989,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.0625,12393,0.05823819579678162,0.06676180420321838
1989,North Rhine-Westphalia,vocational + Abi,Further vocational education,1.0,12393,1.0,1.0
1989,North Rhine-Westphalia,higher vocational,Further vocational education,1.0,12393,1.0,1.0
1989,North Rhine-Westphalia,higher education,Further vocational education,0.5,12393,0.49119685509127387,0.5088031449087261
1989,North Rhine-Westphalia,higher education,Vocational Retraining,0.5,12393,0.49119685509127387,0.5088031449087261
1989,Hesse,general elementary,Vocational Retraining,1.0,12393,1.0,1.0
1989,Hesse,middle vocational,Further vocational education,0.75,12393,0.7423762528758475,0.7576237471241525
