,Unnamed: 0,year,bula_h,sampreg,marstat,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1616,1616,2013,Mecklenburg-Western Pomerania,East,Divorced,0.12115,69,30839,0.08509,0.15456
1617,1617,2013,Mecklenburg-Western Pomerania,East,Widowed,0.08267,40,30839,0.06981,0.09547
1618,1618,2013,Saxony,East,Married,0.49445,1015,30839,0.46119,0.52179
1619,1619,2013,Saxony,East,"Married, living apart",0.01446,35,30839,0.00825,0.02417
1620,1620,2013,Saxony,East,Single,0.30933,495,30839,0.27866,0.3415
1621,1621,2013,Saxony,East,Divorced,0.10577,161,30839,0.08906,0.12326
1622,1622,2013,Saxony,East,Widowed,0.07598,102,30839,0.06568,0.08582
1623,1623,2013,Saxony-Anhalt,East,Married,0.53193,612,30839,0.48991,0.58568
1624,1624,2013,Saxony-Anhalt,East,Single,0.28785,293,30839,0.24722,0.32549
1625,1625,2013,Saxony-Anhalt,East,Divorced,0.07882,89,30839,0.06089,0.09594
1626,1626,2013,Saxony-Anhalt,East,Widowed,0.1014,69,30839,0.08856,0.11644
1627,1627,2013,Thuringa,East,Married,0.52927,608,30839,0.48871,0.57179
1628,1628,2013,Thuringa,East,Single,0.26399,263,30839,0.23682,0.29301
1629,1629,2013,Thuringa,East,Divorced,0.11034,88,30839,0.08813,0.13046
1630,1630,2013,Thuringa,East,Widowed,0.0964,73,30839,0.08424,0.11091
1631,1631,2014,Schleswig-Holstein,West,Married,0.53598,530,27294,0.48834,0.59253
1632,1632,2014,Schleswig-Holstein,West,Single,0.2652,248,27294,0.23208,0.30145
1633,1633,2014,Schleswig-Holstein,West,Divorced,0.11192,93,27294,0.09367,0.14005
1634,1634,2014,Schleswig-Holstein,West,Widowed,0.08691,48,27294,0.06574,0.10986
1635,1635,2014,Hamburg,West,Married,0.49805,247,27294,0.43134,0.56873
1636,1636,2014,Hamburg,West,Single,0.37157,137,27294,0.29815,0.43683
1637,1637,2014,Hamburg,West,Divorced,0.13038,47,27294,0.09699,0.16939
1638,1638,2014,Lower Saxony,West,Married,0.52256,1556,27294,0.49312,0.54588
1639,1639,2014,Lower Saxony,West,"Married, living apart",0.02476,68,27294,0.01783,0.03128
1640,1640,2014,Lower Saxony,West,Single,0.29087,669,27294,0.26418,0.31691
1641,1641,2014,Lower Saxony,West,Divorced,0.07372,219,27294,0.06332,0.08606
1642,1642,2014,Lower Saxony,West,Widowed,0.08808,142,27294,0.07673,0.09922
1643,1643,2014,Bremen,West,Married,0.44743,103,27294,0.3442,0.54297
1644,1644,2014,Bremen,West,Single,0.55257,76,27294,0.36153,0.73036
1645,1645,2014,North Rhine-Westphalia,West,Married,0.53268,3431,27294,0.51628,0.55769
1646,1646,2014,North Rhine-Westphalia,West,"Married, living apart",0.03294,168,27294,0.02706,0.03963
1647,1647,2014,North Rhine-Westphalia,West,Single,0.27493,1396,27294,0.25602,0.29523
1648,1648,2014,North Rhine-Westphalia,West,Divorced,0.08882,495,27294,0.07948,0.09804
1649,1649,2014,North Rhine-Westphalia,West,Widowed,0.07062,255,27294,0.06468,0.0773
1650,1650,2014,Hesse,West,Married,0.51561,1147,27294,0.48408,0.5535
1651,1651,2014,Hesse,West,"Married, living apart",0.03294,61,27294,0.02552,0.04083
1652,1652,2014,Hesse,West,Single,0.27232,461,27294,0.24128,0.30768
1653,1653,2014,Hesse,West,Divorced,0.10537,179,27294,0.08741,0.1225
1654,1654,2014,Hesse,West,Widowed,0.07376,85,27294,0.06139,0.08598
1655,1655,2014,"Rhineland-Palatinate, Saarland",West,Married,0.48473,933,27294,0.45357,0.51961
1656,1656,2014,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02349,47,27294,0.01749,0.03139
1657,1657,2014,"Rhineland-Palatinate, Saarland",West,Single,0.30776,399,27294,0.27115,0.34535
1658,1658,2014,"Rhineland-Palatinate, Saarland",West,Divorced,0.09139,138,27294,0.07584,0.10651
1659,1659,2014,"Rhineland-Palatinate, Saarland",West,Widowed,0.09264,99,27294,0.08264,0.10518
1660,1660,2014,Baden-Wuerttemberg,West,Married,0.54318,2021,27294,0.50733,0.58004
1661,1661,2014,Baden-Wuerttemberg,West,"Married, living apart",0.01579,58,27294,0.01209,0.01963
1662,1662,2014,Baden-Wuerttemberg,West,Single,0.28519,813,27294,0.26479,0.30725
1663,1663,2014,Baden-Wuerttemberg,West,Divorced,0.07795,244,27294,0.06835,0.0887
1664,1664,2014,Baden-Wuerttemberg,West,Widowed,0.07789,156,27294,0.06936,0.08637
1665,1665,2014,Bavaria,West,Married,0.51007,2645,27294,0.48955,0.5323
1666,1666,2014,Bavaria,West,"Married, living apart",0.02335,108,27294,0.0182,0.02892
1667,1667,2014,Bavaria,West,Single,0.28138,1082,27294,0.2622,0.3017
1668,1668,2014,Bavaria,West,Divorced,0.11041,429,27294,0.09889,0.12269
1669,1669,2014,Bavaria,West,Widowed,0.0748,216,27294,0.06784,0.08239
1670,1670,2014,Berlin,West,Married,0.41489,252,27294,0.36176,0.46683
1671,1671,2014,Berlin,West,Single,0.42593,198,27294,0.38077,0.47051
1672,1672,2014,Berlin,West,Divorced,0.15918,75,27294,0.12417,0.19859
1673,1673,2014,Berlin,East,Married,0.45071,216,27294,0.39656,0.50614
1674,1674,2014,Berlin,East,Single,0.43405,136,27294,0.35934,0.51327
1675,1675,2014,Berlin,East,Divorced,0.11524,39,27294,0.08898,0.14438
1676,1676,2014,Brandenburg,East,Married,0.53781,586,27294,0.49596,0.58627
1677,1677,2014,Brandenburg,East,Single,0.27447,257,27294,0.23952,0.31403
1678,1678,2014,Brandenburg,East,Divorced,0.08381,88,27294,0.06923,0.10179
1679,1679,2014,Brandenburg,East,Widowed,0.10391,81,27294,0.08327,0.12552
1680,1680,2014,Mecklenburg-Western Pomerania,East,Married,0.50309,304,27294,0.4383,0.55805
1681,1681,2014,Mecklenburg-Western Pomerania,East,Single,0.27532,147,27294,0.22518,0.32695
1682,1682,2014,Mecklenburg-Western Pomerania,East,Divorced,0.13576,65,27294,0.09638,0.17533
1683,1683,2014,Mecklenburg-Western Pomerania,East,Widowed,0.08583,39,27294,0.0708,0.09996
1684,1684,2014,Saxony,East,Married,0.51546,939,27294,0.48061,0.55101
1685,1685,2014,Saxony,East,Single,0.30244,429,27294,0.26875,0.33908
1686,1686,2014,Saxony,East,Divorced,0.10804,145,27294,0.08773,0.12843
1687,1687,2014,Saxony,East,Widowed,0.07406,94,27294,0.06361,0.08292
1688,1688,2014,Saxony-Anhalt,East,Married,0.50717,539,27294,0.4611,0.54764
1689,1689,2014,Saxony-Anhalt,East,Single,0.29568,267,27294,0.25522,0.34063
1690,1690,2014,Saxony-Anhalt,East,Divorced,0.08068,82,27294,0.06635,0.10105
1691,1691,2014,Saxony-Anhalt,East,Widowed,0.11647,71,27294,0.09918,0.13311
1692,1692,2014,Thuringa,East,Married,0.51785,583,27294,0.47337,0.56834
1693,1693,2014,Thuringa,East,Single,0.2698,261,27294,0.23507,0.30751
1694,1694,2014,Thuringa,East,Divorced,0.11362,82,27294,0.09311,0.13947
1695,1695,2014,Thuringa,East,Widowed,0.09872,70,27294,0.08515,0.11506
1696,1696,2015,Schleswig-Holstein,West,Married,0.53134,507,26942,0.48059,0.59103
1697,1697,2015,Schleswig-Holstein,West,Single,0.26671,235,26942,0.22745,0.30844
1698,1698,2015,Schleswig-Holstein,West,Divorced,0.11548,91,26942,0.09193,0.14361
1699,1699,2015,Schleswig-Holstein,West,Widowed,0.08648,51,26942,0.06961,0.10697
1700,1700,2015,Hamburg,West,Married,0.52612,260,26942,0.45608,0.62176
1701,1701,2015,Hamburg,West,Single,0.35181,143,26942,0.29417,0.41407
1702,1702,2015,Hamburg,West,Divorced,0.12207,45,26942,0.09018,0.16017
1703,1703,2015,Lower Saxony,West,Married,0.511,1546,26942,0.47828,0.54042
1704,1704,2015,Lower Saxony,West,"Married, living apart",0.02648,80,26942,0.01892,0.03579
1705,1705,2015,Lower Saxony,West,Single,0.28218,672,26942,0.25751,0.30807
1706,1706,2015,Lower Saxony,West,Divorced,0.08935,217,26942,0.07548,0.10125
1707,1707,2015,Lower Saxony,West,Widowed,0.09099,135,26942,0.08147,0.10144
1708,1708,2015,Bremen,West,Married,0.45521,90,26942,0.33832,0.56913
1709,1709,2015,Bremen,West,Single,0.54479,65,26942,0.38052,0.7376
1710,1710,2015,North Rhine-Westphalia,West,Married,0.52624,3364,26942,0.50469,0.5449
1711,1711,2015,North Rhine-Westphalia,West,"Married, living apart",0.03079,162,26942,0.02569,0.03613
1712,1712,2015,North Rhine-Westphalia,West,Single,0.28324,1462,26942,0.26788,0.30309
1713,1713,2015,North Rhine-Westphalia,West,Divorced,0.08878,465,26942,0.07838,0.09673
1714,1714,2015,North Rhine-Westphalia,West,Widowed,0.07094,236,26942,0.06534,0.07769
1715,1715,2015,Hesse,West,Married,0.51101,1137,26942,0.48177,0.54373
1716,1716,2015,Hesse,West,"Married, living apart",0.03512,65,26942,0.02541,0.04651
1717,1717,2015,Hesse,West,Single,0.2872,467,26942,0.26064,0.32402
1718,1718,2015,Hesse,West,Divorced,0.1012,170,26942,0.08408,0.11841
1719,1719,2015,Hesse,West,Widowed,0.06547,72,26942,0.05416,0.07667
1720,1720,2015,"Rhineland-Palatinate, Saarland",West,Married,0.48769,945,26942,0.4541,0.52149
1721,1721,2015,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.01723,34,26942,0.01134,0.023
1722,1722,2015,"Rhineland-Palatinate, Saarland",West,Single,0.31507,427,26942,0.2775,0.35278
1723,1723,2015,"Rhineland-Palatinate, Saarland",West,Divorced,0.09061,138,26942,0.07574,0.10601
1724,1724,2015,"Rhineland-Palatinate, Saarland",West,Widowed,0.08941,96,26942,0.07607,0.10255
1725,1725,2015,Baden-Wuerttemberg,West,Married,0.53078,1984,26942,0.50337,0.55943
1726,1726,2015,Baden-Wuerttemberg,West,"Married, living apart",0.01577,51,26942,0.01145,0.01992
1727,1727,2015,Baden-Wuerttemberg,West,Single,0.29596,835,26942,0.2729,0.31816
1728,1728,2015,Baden-Wuerttemberg,West,Divorced,0.0817,238,26942,0.0705,0.09246
1729,1729,2015,Baden-Wuerttemberg,West,Widowed,0.07578,143,26942,0.06704,0.08453
1730,1730,2015,Bavaria,West,Married,0.50195,2612,26942,0.482,0.52382
1731,1731,2015,Bavaria,West,"Married, living apart",0.02308,106,26942,0.01831,0.02887
1732,1732,2015,Bavaria,West,Single,0.2839,1144,26942,0.26173,0.30748
1733,1733,2015,Bavaria,West,Divorced,0.11512,391,26942,0.10411,0.12797
1734,1734,2015,Bavaria,West,Widowed,0.07594,210,26942,0.06861,0.08382
1735,1735,2015,Berlin,West,Married,0.35978,230,26942,0.30839,0.41413
1736,1736,2015,Berlin,West,Single,0.45791,212,26942,0.40851,0.51138
1737,1737,2015,Berlin,West,Divorced,0.18232,73,26942,0.14987,0.21869
1738,1738,2015,Berlin,East,Married,0.44643,223,26942,0.38253,0.51514
1739,1739,2015,Berlin,East,Single,0.44846,145,26942,0.37731,0.53712
1740,1740,2015,Berlin,East,Divorced,0.10511,36,26942,0.07495,0.13919
1741,1741,2015,Brandenburg,East,Married,0.54338,582,26942,0.49279,0.60026
1742,1742,2015,Brandenburg,East,Single,0.26685,259,26942,0.223,0.30878
1743,1743,2015,Brandenburg,East,Divorced,0.07863,86,26942,0.06235,0.09579
1744,1744,2015,Brandenburg,East,Widowed,0.11115,81,26942,0.08858,0.13699
1745,1745,2015,Mecklenburg-Western Pomerania,East,Married,0.47844,302,26942,0.42568,0.53297
1746,1746,2015,Mecklenburg-Western Pomerania,East,Single,0.29819,142,26942,0.23067,0.36149
1747,1747,2015,Mecklenburg-Western Pomerania,East,Divorced,0.1416,64,26942,0.10822,0.18805
1748,1748,2015,Mecklenburg-Western Pomerania,East,Widowed,0.08177,37,26942,0.06425,0.0987
1749,1749,2015,Saxony,East,Married,0.48972,857,26942,0.45221,0.53185
1750,1750,2015,Saxony,East,Single,0.32727,443,26942,0.29608,0.3673
1751,1751,2015,Saxony,East,Divorced,0.10724,138,26942,0.08686,0.12798
1752,1752,2015,Saxony,East,Widowed,0.07577,96,26942,0.06618,0.08722
1753,1753,2015,Saxony-Anhalt,East,Married,0.46692,487,26942,0.43105,0.5092
1754,1754,2015,Saxony-Anhalt,East,Single,0.30032,247,26942,0.2506,0.35119
1755,1755,2015,Saxony-Anhalt,East,Divorced,0.08873,78,26942,0.06737,0.11519
1756,1756,2015,Saxony-Anhalt,East,Widowed,0.14403,73,26942,0.12474,0.16531
1757,1757,2015,Thuringa,East,Married,0.49818,570,26942,0.45544,0.54823
1758,1758,2015,Thuringa,East,Single,0.27253,244,26942,0.22907,0.3212
1759,1759,2015,Thuringa,East,Divorced,0.12946,77,26942,0.09916,0.16804
1760,1760,2015,Thuringa,East,Widowed,0.09983,69,26942,0.08384,0.1172
1761,1761,2016,Schleswig-Holstein,West,Married,0.55226,579,27575,0.49137,0.62157
1762,1762,2016,Schleswig-Holstein,West,"Married, living apart",0.0203,39,27575,0.01123,0.03098
1763,1763,2016,Schleswig-Holstein,West,Single,0.25662,271,27575,0.21618,0.30247
1764,1764,2016,Schleswig-Holstein,West,Divorced,0.09879,83,27575,0.07859,0.11988
1765,1765,2016,Schleswig-Holstein,West,Widowed,0.07203,46,27575,0.05751,0.08848
1766,1766,2016,Hamburg,West,Married,0.51046,254,27575,0.41782,0.58428
1767,1767,2016,Hamburg,West,Single,0.37581,148,27575,0.31448,0.44533
1768,1768,2016,Hamburg,West,Divorced,0.11373,41,27575,0.08648,0.14813
1769,1769,2016,Lower Saxony,West,Married,0.51015,1602,27575,0.47922,0.5431
1770,1770,2016,Lower Saxony,West,"Married, living apart",0.02369,100,27575,0.01772,0.03048
1771,1771,2016,Lower Saxony,West,Single,0.2994,722,27575,0.26317,0.32429
1772,1772,2016,Lower Saxony,West,Divorced,0.0793,206,27575,0.06767,0.0949
1773,1773,2016,Lower Saxony,West,Widowed,0.08745,138,27575,0.07813,0.09938
1774,1774,2016,Bremen,West,Married,0.55305,128,27575,0.37757,0.732
1775,1775,2016,Bremen,West,Single,0.44695,67,27575,0.2915,0.62626
1776,1776,2016,North Rhine-Westphalia,West,Married,0.52467,3502,27575,0.50212,0.54784
1777,1777,2016,North Rhine-Westphalia,West,"Married, living apart",0.02402,164,27575,0.0193,0.02992
1778,1778,2016,North Rhine-Westphalia,West,Single,0.28857,1488,27575,0.26995,0.30629
1779,1779,2016,North Rhine-Westphalia,West,Divorced,0.09306,455,27575,0.08479,0.1037
1780,1780,2016,North Rhine-Westphalia,West,Widowed,0.06968,239,27575,0.06328,0.07649
1781,1781,2016,Hesse,West,Married,0.50325,1124,27575,0.46482,0.5454
1782,1782,2016,Hesse,West,"Married, living apart",0.03406,68,27575,0.0242,0.04493
1783,1783,2016,Hesse,West,Single,0.28583,461,27575,0.25912,0.32346
1784,1784,2016,Hesse,West,Divorced,0.11255,169,27575,0.09689,0.13171
1785,1785,2016,Hesse,West,Widowed,0.06431,72,27575,0.05468,0.07821
1786,1786,2016,"Rhineland-Palatinate, Saarland",West,Married,0.49773,1041,27575,0.44967,0.53353
1787,1787,2016,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.01601,55,27575,0.01084,0.02107
1788,1788,2016,"Rhineland-Palatinate, Saarland",West,Single,0.30012,442,27575,0.26396,0.33873
1789,1789,2016,"Rhineland-Palatinate, Saarland",West,Divorced,0.10058,132,27575,0.08416,0.1199
1790,1790,2016,"Rhineland-Palatinate, Saarland",West,Widowed,0.08556,95,27575,0.07357,0.09626
1791,1791,2016,Baden-Wuerttemberg,West,Married,0.52528,1980,27575,0.49616,0.55594
1792,1792,2016,Baden-Wuerttemberg,West,"Married, living apart",0.01941,77,27575,0.01349,0.02535
1793,1793,2016,Baden-Wuerttemberg,West,Single,0.2981,838,27575,0.27209,0.32507
1794,1794,2016,Baden-Wuerttemberg,West,Divorced,0.08233,220,27575,0.07142,0.09493
1795,1795,2016,Baden-Wuerttemberg,West,Widowed,0.07488,134,27575,0.06388,0.08617
1796,1796,2016,Bavaria,West,Married,0.50902,2579,27575,0.48325,0.53608
1797,1797,2016,Bavaria,West,"Married, living apart",0.02697,121,27575,0.0204,0.03428
1798,1798,2016,Bavaria,West,Single,0.27677,1042,27575,0.25522,0.30316
1799,1799,2016,Bavaria,West,Divorced,0.10763,357,27575,0.09743,0.12182
1800,1800,2016,Bavaria,West,Widowed,0.0796,204,27575,0.07029,0.08893
1801,1801,2016,Berlin,West,Married,0.34073,256,27575,0.2859,0.39963
1802,1802,2016,Berlin,West,Single,0.5028,212,27575,0.44222,0.57063
1803,1803,2016,Berlin,West,Divorced,0.15647,66,27575,0.12274,0.18444
1804,1804,2016,Berlin,East,Married,0.43136,211,27575,0.36508,0.50374
1805,1805,2016,Berlin,East,Single,0.45217,145,27575,0.37272,0.52206
1806,1806,2016,Berlin,East,Divorced,0.11647,39,27575,0.07773,0.15538
1807,1807,2016,Brandenburg,East,Married,0.52004,616,27575,0.46734,0.5731
1808,1808,2016,Brandenburg,East,Single,0.28939,267,27575,0.23997,0.34165
1809,1809,2016,Brandenburg,East,Divorced,0.08395,82,27575,0.06042,0.10906
1810,1810,2016,Brandenburg,East,Widowed,0.10662,75,27575,0.08176,0.13046
1811,1811,2016,Mecklenburg-Western Pomerania,East,Married,0.44685,325,27575,0.38571,0.51639
1812,1812,2016,Mecklenburg-Western Pomerania,East,Single,0.3184,153,27575,0.26067,0.40122
1813,1813,2016,Mecklenburg-Western Pomerania,East,Divorced,0.15694,64,27575,0.1125,0.20956
1814,1814,2016,Mecklenburg-Western Pomerania,East,Widowed,0.07781,39,27575,0.06289,0.09321
1815,1815,2016,Saxony,East,Married,0.45704,887,27575,0.42579,0.48969
1816,1816,2016,Saxony,East,"Married, living apart",0.02188,43,27575,0.01326,0.03461
1817,1817,2016,Saxony,East,Single,0.32981,451,27575,0.29007,0.36403
1818,1818,2016,Saxony,East,Divorced,0.11838,143,27575,0.09256,0.14503
1819,1819,2016,Saxony,East,Widowed,0.0729,95,27575,0.06196,0.08653
1820,1820,2016,Saxony-Anhalt,East,Married,0.42212,491,27575,0.37994,0.47319
1821,1821,2016,Saxony-Anhalt,East,"Married, living apart",0.04605,42,27575,0.0275,0.06781
1822,1822,2016,Saxony-Anhalt,East,Single,0.31913,249,27575,0.26344,0.36625
1823,1823,2016,Saxony-Anhalt,East,Divorced,0.09008,79,27575,0.07057,0.1137
1824,1824,2016,Saxony-Anhalt,East,Widowed,0.12262,70,27575,0.10172,0.14464
1825,1825,2016,Thuringa,East,Married,0.49807,565,27575,0.44866,0.56378
1826,1826,2016,Thuringa,East,"Married, living apart",0.02815,44,27575,0.01657,0.04044
1827,1827,2016,Thuringa,East,Single,0.2671,234,27575,0.22708,0.31614
1828,1828,2016,Thuringa,East,Divorced,0.11717,80,27575,0.09023,0.14749
1829,1829,2016,Thuringa,East,Widowed,0.08951,69,27575,0.07036,0.10777
1830,1830,2017,Schleswig-Holstein,West,Married,0.54529,700,30967,0.48998,0.59943
1831,1831,2017,Schleswig-Holstein,West,"Married, living apart",0.02287,43,30967,0.0121,0.03719
1832,1832,2017,Schleswig-Holstein,West,Single,0.26671,328,30967,0.23112,0.30175
1833,1833,2017,Schleswig-Holstein,West,Divorced,0.09767,92,30967,0.08248,0.1193
1834,1834,2017,Schleswig-Holstein,West,Widowed,0.06746,52,30967,0.05137,0.08502
1835,1835,2017,Hamburg,West,Married,0.55673,291,30967,0.4705,0.64412
1836,1836,2017,Hamburg,West,Single,0.35317,175,30967,0.29558,0.41481
1837,1837,2017,Hamburg,West,Divorced,0.0901,41,30967,0.06005,0.12997
1838,1838,2017,Lower Saxony,West,Married,0.51379,1894,30967,0.47734,0.54883
1839,1839,2017,Lower Saxony,West,"Married, living apart",0.02419,95,30967,0.01554,0.03259
1840,1840,2017,Lower Saxony,West,Single,0.28258,905,30967,0.26127,0.31279
1841,1841,2017,Lower Saxony,West,Divorced,0.08388,245,30967,0.07012,0.09827
1842,1842,2017,Lower Saxony,West,Widowed,0.09556,153,30967,0.08229,0.10781
1843,1843,2017,Bremen,West,Married,0.53855,152,30967,0.41655,0.66853
1844,1844,2017,Bremen,West,Single,0.46145,87,30967,0.33932,0.59436
1845,1845,2017,North Rhine-Westphalia,West,Married,0.51373,3854,30967,0.49027,0.53528
1846,1846,2017,North Rhine-Westphalia,West,"Married, living apart",0.02705,211,30967,0.0217,0.03358
1847,1847,2017,North Rhine-Westphalia,West,Single,0.28942,1777,30967,0.27417,0.30585
1848,1848,2017,North Rhine-Westphalia,West,Divorced,0.0992,536,30967,0.0903,0.10897
1849,1849,2017,North Rhine-Westphalia,West,Widowed,0.07059,266,30967,0.06483,0.07683
1850,1850,2017,Hesse,West,Married,0.48287,1265,30967,0.44835,0.5186
1851,1851,2017,Hesse,West,"Married, living apart",0.03251,90,30967,0.02443,0.04162
1852,1852,2017,Hesse,West,Single,0.30496,576,30967,0.27982,0.33918
1853,1853,2017,Hesse,West,Divorced,0.11559,191,30967,0.09726,0.13239
1854,1854,2017,Hesse,West,Widowed,0.06407,79,30967,0.05255,0.07683
1855,1855,2017,"Rhineland-Palatinate, Saarland",West,Married,0.51895,1064,30967,0.48305,0.55824
1856,1856,2017,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02461,61,30967,0.01622,0.03369
1857,1857,2017,"Rhineland-Palatinate, Saarland",West,Single,0.26092,457,30967,0.23406,0.28807
1858,1858,2017,"Rhineland-Palatinate, Saarland",West,Divorced,0.11105,141,30967,0.09441,0.13092
1859,1859,2017,"Rhineland-Palatinate, Saarland",West,Widowed,0.08446,91,30967,0.07369,0.09564
1860,1860,2017,Baden-Wuerttemberg,West,Married,0.52621,2158,30967,0.49757,0.55696
1861,1861,2017,Baden-Wuerttemberg,West,"Married, living apart",0.01809,90,30967,0.01343,0.02398
1862,1862,2017,Baden-Wuerttemberg,West,Single,0.29709,916,30967,0.27069,0.32628
1863,1863,2017,Baden-Wuerttemberg,West,Divorced,0.08681,243,30967,0.07708,0.10064
1864,1864,2017,Baden-Wuerttemberg,West,Widowed,0.07181,137,30967,0.06194,0.08075
1865,1865,2017,Bavaria,West,Married,0.52061,2825,30967,0.49938,0.54646
1866,1866,2017,Bavaria,West,"Married, living apart",0.02639,130,30967,0.01946,0.03307
1867,1867,2017,Bavaria,West,Single,0.27576,1181,30967,0.25748,0.29578
1868,1868,2017,Bavaria,West,Divorced,0.10247,375,30967,0.0934,0.1137
1869,1869,2017,Bavaria,West,Widowed,0.07477,205,30967,0.06727,0.0823
1870,1870,2017,Berlin,West,Married,0.31606,271,30967,0.27171,0.36712
1871,1871,2017,Berlin,West,Single,0.46982,219,30967,0.41558,0.52934
1872,1872,2017,Berlin,West,Divorced,0.13463,64,30967,0.10552,0.17377
1873,1873,2017,Berlin,West,Widowed,0.07949,34,30967,0.05968,0.10054
1874,1874,2017,Berlin,East,Married,0.40755,231,30967,0.35396,0.46767
1875,1875,2017,Berlin,East,Single,0.4654,161,30967,0.38572,0.53524
1876,1876,2017,Berlin,East,Divorced,0.12705,51,30967,0.09935,0.16093
1877,1877,2017,Brandenburg,East,Married,0.50129,680,30967,0.45858,0.54485
1878,1878,2017,Brandenburg,East,"Married, living apart",0.03217,34,30967,0.02179,0.04833
1879,1879,2017,Brandenburg,East,Single,0.2863,301,30967,0.24252,0.32683
1880,1880,2017,Brandenburg,East,Divorced,0.08616,92,30967,0.06856,0.104
1881,1881,2017,Brandenburg,East,Widowed,0.09409,79,30967,0.07409,0.1171
1882,1882,2017,Mecklenburg-Western Pomerania,East,Married,0.42569,332,30967,0.37502,0.48266
1883,1883,2017,Mecklenburg-Western Pomerania,East,Single,0.34012,172,30967,0.2824,0.40457
1884,1884,2017,Mecklenburg-Western Pomerania,East,Divorced,0.16057,72,30967,0.12371,0.19963
1885,1885,2017,Mecklenburg-Western Pomerania,East,Widowed,0.07362,37,30967,0.05731,0.09138
1886,1886,2017,Saxony,East,Married,0.4318,985,30967,0.39855,0.46267
1887,1887,2017,Saxony,East,"Married, living apart",0.02455,43,30967,0.01691,0.03436
1888,1888,2017,Saxony,East,Single,0.35729,546,30967,0.32561,0.39278
1889,1889,2017,Saxony,East,Divorced,0.11205,160,30967,0.09467,0.1302
1890,1890,2017,Saxony,East,Widowed,0.07431,97,30967,0.06332,0.08526
1891,1891,2017,Saxony-Anhalt,East,Married,0.43221,565,30967,0.39595,0.47785
1892,1892,2017,Saxony-Anhalt,East,"Married, living apart",0.03367,31,30967,0.02019,0.04848
1893,1893,2017,Saxony-Anhalt,East,Single,0.33333,291,30967,0.28343,0.39898
1894,1894,2017,Saxony-Anhalt,East,Divorced,0.0884,89,30967,0.072,0.10566
1895,1895,2017,Saxony-Anhalt,East,Widowed,0.11238,66,30967,0.09251,0.13632
1896,1896,2017,Thuringa,East,Married,0.47711,615,30967,0.42538,0.52315
1897,1897,2017,Thuringa,East,"Married, living apart",0.01935,37,30967,0.01065,0.02997
1898,1898,2017,Thuringa,East,Single,0.29367,275,30967,0.25069,0.3485
1899,1899,2017,Thuringa,East,Divorced,0.11889,98,30967,0.09151,0.14232
1900,1900,2017,Thuringa,East,Widowed,0.09097,67,30967,0.07476,0.10957
1901,1901,2018,Schleswig-Holstein,West,Married,0.55905,650,29520,0.50865,0.60713
1902,1902,2018,Schleswig-Holstein,West,Single,0.28995,309,29520,0.25123,0.34119
1903,1903,2018,Schleswig-Holstein,West,Divorced,0.08535,87,29520,0.06695,0.10292
1904,1904,2018,Schleswig-Holstein,West,Widowed,0.06565,46,29520,0.04682,0.08467
1905,1905,2018,Hamburg,West,Married,0.54195,271,29520,0.45222,0.61993
1906,1906,2018,Hamburg,West,Single,0.36453,177,29520,0.30152,0.42911
1907,1907,2018,Hamburg,West,Divorced,0.09352,59,29520,0.07125,0.11838
1908,1908,2018,Lower Saxony,West,Married,0.51939,1787,29520,0.48438,0.55425
1909,1909,2018,Lower Saxony,West,"Married, living apart",0.02162,92,29520,0.01611,0.02808
1910,1910,2018,Lower Saxony,West,Single,0.27999,858,29520,0.25564,0.30838
1911,1911,2018,Lower Saxony,West,Divorced,0.08779,238,29520,0.07533,0.10414
1912,1912,2018,Lower Saxony,West,Widowed,0.0912,147,29520,0.07954,0.10418
1913,1913,2018,Bremen,West,Married,0.53388,164,29520,0.3942,0.68115
1914,1914,2018,Bremen,West,Single,0.46612,94,29520,0.35155,0.62223
1915,1915,2018,North Rhine-Westphalia,West,Married,0.52149,3631,29520,0.50061,0.5459
1916,1916,2018,North Rhine-Westphalia,West,"Married, living apart",0.02662,205,29520,0.02114,0.03328
1917,1917,2018,North Rhine-Westphalia,West,Single,0.28581,1726,29520,0.2693,0.30238
1918,1918,2018,North Rhine-Westphalia,West,Divorced,0.09682,523,29520,0.08797,0.10551
1919,1919,2018,North Rhine-Westphalia,West,Widowed,0.06927,264,29520,0.06256,0.07732
1920,1920,2018,Hesse,West,Married,0.47247,1177,29520,0.43712,0.51866
1921,1921,2018,Hesse,West,"Married, living apart",0.03406,89,29520,0.02396,0.04547
1922,1922,2018,Hesse,West,Single,0.30076,583,29520,0.2632,0.33565
1923,1923,2018,Hesse,West,Divorced,0.1222,204,29520,0.10249,0.14197
1924,1924,2018,Hesse,West,Widowed,0.07051,83,29520,0.05749,0.0852
1925,1925,2018,"Rhineland-Palatinate, Saarland",West,Married,0.52528,1000,29520,0.48637,0.5689
1926,1926,2018,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02635,56,29520,0.01632,0.03649
1927,1927,2018,"Rhineland-Palatinate, Saarland",West,Single,0.25366,458,29520,0.22427,0.28101
