,Unnamed: 0,year,bula_h,sampreg,marstat,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
659,659,1998,Brandenburg,East,Divorced,0.08675,49,13772,0.07326,0.10106
660,660,1998,Brandenburg,East,Widowed,0.09766,43,13772,0.08435,0.11702
661,661,1998,Mecklenburg-Western Pomerania,East,Married,0.69401,239,13772,0.64473,0.75268
662,662,1998,Mecklenburg-Western Pomerania,East,Single,0.30599,111,13772,0.26792,0.34062
663,663,1998,Saxony,East,Married,0.62986,752,13772,0.60506,0.65304
664,664,1998,Saxony,East,Single,0.21493,280,13772,0.19962,0.2325
665,665,1998,Saxony,East,Divorced,0.05792,59,13772,0.05002,0.06732
666,666,1998,Saxony,East,Widowed,0.09729,75,13772,0.08573,0.10638
667,667,1998,Saxony-Anhalt,East,Married,0.64053,437,13772,0.60764,0.67463
668,668,1998,Saxony-Anhalt,East,Single,0.19504,153,13772,0.17546,0.21803
669,669,1998,Saxony-Anhalt,East,Divorced,0.08365,42,13772,0.07089,0.09721
670,670,1998,Saxony-Anhalt,East,Widowed,0.08078,35,13772,0.06751,0.09499
671,671,1998,Thuringa,East,Married,0.58152,449,13772,0.54991,0.61265
672,672,1998,Thuringa,East,Single,0.22205,174,13772,0.19791,0.24775
673,673,1998,Thuringa,East,Divorced,0.09825,53,13772,0.07832,0.11811
674,674,1998,Thuringa,East,Widowed,0.09817,41,13772,0.08241,0.1152
675,675,1999,Schleswig-Holstein,West,Married,0.73014,203,13261,0.67628,0.7923
676,676,1999,Schleswig-Holstein,West,Single,0.26986,77,13261,0.23859,0.30649
677,677,1999,Hamburg,West,Married,0.43115,59,13261,0.36204,0.50269
678,678,1999,Hamburg,West,Single,0.56885,51,13261,0.4682,0.65891
679,679,1999,Lower Saxony,West,Married,0.60068,700,13261,0.57287,0.62742
680,680,1999,Lower Saxony,West,Single,0.24769,301,13261,0.22695,0.26744
681,681,1999,Lower Saxony,West,Divorced,0.07026,71,13261,0.05928,0.08369
682,682,1999,Lower Saxony,West,Widowed,0.08136,69,13261,0.07009,0.09305
683,683,1999,Bremen,West,Married,1.0,38,13261,0.8997,1.13871
684,684,1999,North Rhine-Westphalia,West,Married,0.57491,1693,13261,0.55513,0.591
685,685,1999,North Rhine-Westphalia,West,"Married, living apart",0.02578,70,13261,0.02247,0.02978
686,686,1999,North Rhine-Westphalia,West,Single,0.22046,616,13261,0.20664,0.23324
687,687,1999,North Rhine-Westphalia,West,Divorced,0.07376,147,13261,0.06567,0.08071
688,688,1999,North Rhine-Westphalia,West,Widowed,0.10509,158,13261,0.09632,0.1137
689,689,1999,Hesse,West,Married,0.64228,572,13261,0.60714,0.67469
690,690,1999,Hesse,West,Single,0.214,207,13261,0.19408,0.23361
691,691,1999,Hesse,West,Divorced,0.05357,48,13261,0.04404,0.06539
692,692,1999,Hesse,West,Widowed,0.09015,46,13261,0.07862,0.10089
693,693,1999,"Rhineland-Palatinate, Saarland",West,Married,0.60759,486,13261,0.5779,0.63543
694,694,1999,"Rhineland-Palatinate, Saarland",West,Single,0.20194,158,13261,0.18431,0.22237
695,695,1999,"Rhineland-Palatinate, Saarland",West,Divorced,0.08524,51,13261,0.07019,0.1008
696,696,1999,"Rhineland-Palatinate, Saarland",West,Widowed,0.10523,54,13261,0.0917,0.11934
697,697,1999,Baden-Wuerttemberg,West,Married,0.58543,1072,13261,0.5517,0.61456
698,698,1999,Baden-Wuerttemberg,West,"Married, living apart",0.02565,52,13261,0.02037,0.03281
699,699,1999,Baden-Wuerttemberg,West,Single,0.23791,423,13261,0.21883,0.25688
700,700,1999,Baden-Wuerttemberg,West,Divorced,0.06195,85,13261,0.05222,0.07221
701,701,1999,Baden-Wuerttemberg,West,Widowed,0.08906,90,13261,0.07864,0.1003
702,702,1999,Bavaria,West,Married,0.57099,1128,13261,0.55366,0.5925
703,703,1999,Bavaria,West,"Married, living apart",0.01988,32,13261,0.01366,0.02589
704,704,1999,Bavaria,West,Single,0.23207,414,13261,0.21603,0.24815
705,705,1999,Bavaria,West,Divorced,0.07746,106,13261,0.06669,0.08606
706,706,1999,Bavaria,West,Widowed,0.09959,107,13261,0.09,0.10972
707,707,1999,Berlin,West,Married,0.4586,118,13261,0.40508,0.51023
708,708,1999,Berlin,West,Single,0.3585,98,13261,0.32161,0.40766
709,709,1999,Berlin,West,Divorced,0.1829,39,13261,0.15129,0.21528
710,710,1999,Berlin,East,Married,0.60499,121,13261,0.55191,0.65821
711,711,1999,Berlin,East,Single,0.39501,66,13261,0.33229,0.46184
712,712,1999,Brandenburg,East,Married,0.56104,347,13261,0.53207,0.60062
713,713,1999,Brandenburg,East,Single,0.24858,150,13261,0.21965,0.28769
714,714,1999,Brandenburg,East,Divorced,0.09271,46,13261,0.07861,0.10491
715,715,1999,Brandenburg,East,Widowed,0.09767,39,13261,0.07979,0.11303
716,716,1999,Mecklenburg-Western Pomerania,East,Married,0.6674,228,13261,0.62871,0.70651
717,717,1999,Mecklenburg-Western Pomerania,East,Single,0.3326,113,13261,0.2992,0.37652
718,718,1999,Saxony,East,Married,0.5995,708,13261,0.57677,0.62659
719,719,1999,Saxony,East,Single,0.23538,286,13261,0.21589,0.25389
720,720,1999,Saxony,East,Divorced,0.06402,62,13261,0.05393,0.07428
721,721,1999,Saxony,East,Widowed,0.1011,76,13261,0.09025,0.11135
722,722,1999,Saxony-Anhalt,East,Married,0.59517,413,13261,0.56164,0.63902
723,723,1999,Saxony-Anhalt,East,Single,0.21882,172,13261,0.19645,0.24164
724,724,1999,Saxony-Anhalt,East,Divorced,0.0932,47,13261,0.07805,0.10974
725,725,1999,Saxony-Anhalt,East,Widowed,0.09281,40,13261,0.07893,0.10898
726,726,1999,Thuringa,East,Married,0.55916,431,13261,0.53051,0.59189
727,727,1999,Thuringa,East,Single,0.22257,174,13261,0.19956,0.24583
728,728,1999,Thuringa,East,Divorced,0.11368,59,13261,0.09623,0.13561
729,729,1999,Thuringa,East,Widowed,0.10459,44,13261,0.08614,0.12473
730,730,2000,Schleswig-Holstein,West,Married,0.62272,454,23739,0.59122,0.65506
731,731,2000,Schleswig-Holstein,West,Single,0.21129,139,23739,0.18988,0.23599
732,732,2000,Schleswig-Holstein,West,Divorced,0.0652,38,23739,0.05388,0.07566
733,733,2000,Schleswig-Holstein,West,Widowed,0.10079,56,23739,0.08894,0.11149
734,734,2000,Hamburg,West,Married,0.56458,157,23739,0.51993,0.60437
735,735,2000,Hamburg,West,Single,0.43542,86,23739,0.39763,0.48099
736,736,2000,Lower Saxony,West,Married,0.60378,1275,23739,0.58952,0.62039
737,737,2000,Lower Saxony,West,"Married, living apart",0.01697,36,23739,0.01449,0.01958
738,738,2000,Lower Saxony,West,Single,0.22332,446,23739,0.21236,0.23714
739,739,2000,Lower Saxony,West,Divorced,0.06719,121,23739,0.06134,0.07439
740,740,2000,Lower Saxony,West,Widowed,0.08874,140,23739,0.08218,0.0967
741,741,2000,Bremen,West,Married,0.70489,106,23739,0.64879,0.75679
742,742,2000,Bremen,West,Single,0.29511,46,23739,0.25418,0.33966
743,743,2000,North Rhine-Westphalia,West,Married,0.59589,3300,23739,0.58505,0.60615
744,744,2000,North Rhine-Westphalia,West,"Married, living apart",0.02118,110,23739,0.01951,0.02323
745,745,2000,North Rhine-Westphalia,West,Single,0.22366,1115,23739,0.21634,0.23015
746,746,2000,North Rhine-Westphalia,West,Divorced,0.06549,272,23739,0.06093,0.06925
747,747,2000,North Rhine-Westphalia,West,Widowed,0.09378,323,23739,0.08876,0.09817
748,748,2000,Hesse,West,Married,0.61471,1079,23739,0.59696,0.63392
749,749,2000,Hesse,West,"Married, living apart",0.02557,40,23739,0.02181,0.02945
750,750,2000,Hesse,West,Single,0.21931,366,23739,0.2066,0.23393
751,751,2000,Hesse,West,Divorced,0.05274,85,23739,0.04696,0.05927
752,752,2000,Hesse,West,Widowed,0.08766,95,23739,0.08002,0.09592
753,753,2000,"Rhineland-Palatinate, Saarland",West,Married,0.62052,944,23739,0.60359,0.63922
754,754,2000,"Rhineland-Palatinate, Saarland",West,Single,0.19024,266,23739,0.17899,0.20189
755,755,2000,"Rhineland-Palatinate, Saarland",West,Divorced,0.07524,93,23739,0.06718,0.08442
756,756,2000,"Rhineland-Palatinate, Saarland",West,Widowed,0.114,126,23739,0.10577,0.12352
757,757,2000,Baden-Wuerttemberg,West,Married,0.61211,1898,23739,0.59189,0.62896
758,758,2000,Baden-Wuerttemberg,West,"Married, living apart",0.01932,63,23739,0.01652,0.02217
759,759,2000,Baden-Wuerttemberg,West,Single,0.24073,694,23739,0.22922,0.25082
760,760,2000,Baden-Wuerttemberg,West,Divorced,0.05322,140,23739,0.04761,0.05861
761,761,2000,Baden-Wuerttemberg,West,Widowed,0.07463,150,23739,0.06887,0.08203
762,762,2000,Bavaria,West,Married,0.57316,2140,23739,0.55971,0.5871
763,763,2000,Bavaria,West,"Married, living apart",0.01991,58,23739,0.01715,0.02379
764,764,2000,Bavaria,West,Single,0.24963,782,23739,0.23747,0.2595
765,765,2000,Bavaria,West,Divorced,0.06673,180,23739,0.0619,0.07327
766,766,2000,Bavaria,West,Widowed,0.09057,205,23739,0.08516,0.09693
767,767,2000,Berlin,West,Married,0.49401,193,23739,0.46073,0.529
768,768,2000,Berlin,West,Single,0.33152,129,23739,0.29881,0.3554
769,769,2000,Berlin,West,Divorced,0.17447,60,23739,0.15726,0.19673
770,770,2000,Berlin,East,Married,0.50851,178,23739,0.47375,0.54304
771,771,2000,Berlin,East,Single,0.32699,111,23739,0.29744,0.35633
772,772,2000,Berlin,East,Divorced,0.1645,46,23739,0.13712,0.19032
773,773,2000,Brandenburg,East,Married,0.53538,586,23739,0.51623,0.55278
774,774,2000,Brandenburg,East,Single,0.2703,264,23739,0.25584,0.29055
775,775,2000,Brandenburg,East,Divorced,0.08986,75,23739,0.08057,0.10098
776,776,2000,Brandenburg,East,Widowed,0.10446,73,23739,0.09346,0.11545
777,777,2000,Mecklenburg-Western Pomerania,East,Married,0.51929,309,23739,0.48946,0.54894
778,778,2000,Mecklenburg-Western Pomerania,East,Single,0.23803,147,23739,0.21312,0.26116
779,779,2000,Mecklenburg-Western Pomerania,East,Divorced,0.10683,47,23739,0.09353,0.12217
780,780,2000,Mecklenburg-Western Pomerania,East,Widowed,0.13586,52,23739,0.12129,0.14844
781,781,2000,Saxony,East,Married,0.57133,1065,23739,0.55724,0.58996
782,782,2000,Saxony,East,"Married, living apart",0.01744,31,23739,0.01441,0.02094
783,783,2000,Saxony,East,Single,0.23459,435,23739,0.22255,0.24641
784,784,2000,Saxony,East,Divorced,0.08114,124,23739,0.07435,0.08827
785,785,2000,Saxony,East,Widowed,0.0955,117,23739,0.08692,0.10202
786,786,2000,Saxony-Anhalt,East,Married,0.62298,660,23739,0.59835,0.64482
787,787,2000,Saxony-Anhalt,East,Single,0.20837,249,23739,0.19337,0.22359
788,788,2000,Saxony-Anhalt,East,Divorced,0.0761,65,23739,0.06842,0.08626
789,789,2000,Saxony-Anhalt,East,Widowed,0.09255,68,23739,0.0839,0.09988
790,790,2000,Thuringa,East,Married,0.56495,625,23739,0.54447,0.58818
791,791,2000,Thuringa,East,Single,0.23597,257,23739,0.21879,0.25087
792,792,2000,Thuringa,East,Divorced,0.09801,82,23739,0.08421,0.11484
793,793,2000,Thuringa,East,Widowed,0.10106,67,23739,0.08714,0.11272
794,794,2001,Schleswig-Holstein,West,Married,0.66969,426,21480,0.63612,0.7062
795,795,2001,Schleswig-Holstein,West,Single,0.21903,124,21480,0.19958,0.24623
796,796,2001,Schleswig-Holstein,West,Widowed,0.11128,50,21480,0.10153,0.12627
797,797,2001,Hamburg,West,Married,0.54037,131,21480,0.49599,0.58072
798,798,2001,Hamburg,West,Single,0.45963,84,21480,0.40399,0.52003
799,799,2001,Lower Saxony,West,Married,0.60331,1156,21480,0.58437,0.62472
800,800,2001,Lower Saxony,West,Single,0.23411,417,21480,0.21948,0.25221
801,801,2001,Lower Saxony,West,Divorced,0.07319,118,21480,0.0651,0.08112
802,802,2001,Lower Saxony,West,Widowed,0.08939,127,21480,0.08118,0.10017
803,803,2001,Bremen,West,Married,0.63696,78,21480,0.57301,0.69791
804,804,2001,Bremen,West,Single,0.36304,45,21480,0.28994,0.46164
805,805,2001,North Rhine-Westphalia,West,Married,0.58937,2962,21480,0.57734,0.60224
806,806,2001,North Rhine-Westphalia,West,"Married, living apart",0.02121,102,21480,0.01885,0.02412
807,807,2001,North Rhine-Westphalia,West,Single,0.2265,1017,21480,0.2168,0.23542
808,808,2001,North Rhine-Westphalia,West,Divorced,0.07067,259,21480,0.06507,0.0758
809,809,2001,North Rhine-Westphalia,West,Widowed,0.09225,287,21480,0.0868,0.09708
810,810,2001,Hesse,West,Married,0.61797,960,21480,0.59732,0.64075
811,811,2001,Hesse,West,"Married, living apart",0.02094,32,21480,0.01675,0.02496
812,812,2001,Hesse,West,Single,0.21813,321,21480,0.20184,0.23168
813,813,2001,Hesse,West,Divorced,0.05068,72,21480,0.04446,0.0576
814,814,2001,Hesse,West,Widowed,0.09228,90,21480,0.08378,0.1006
815,815,2001,"Rhineland-Palatinate, Saarland",West,Married,0.60442,862,21480,0.58398,0.62537
816,816,2001,"Rhineland-Palatinate, Saarland",West,Single,0.20682,258,21480,0.19493,0.21928
817,817,2001,"Rhineland-Palatinate, Saarland",West,Divorced,0.07848,90,21480,0.06981,0.08779
818,818,2001,"Rhineland-Palatinate, Saarland",West,Widowed,0.11027,111,21480,0.10233,0.11876
819,819,2001,Baden-Wuerttemberg,West,Married,0.60098,1660,21480,0.58443,0.62063
820,820,2001,Baden-Wuerttemberg,West,"Married, living apart",0.01879,54,21480,0.01505,0.02311
821,821,2001,Baden-Wuerttemberg,West,Single,0.24815,612,21480,0.23645,0.2595
822,822,2001,Baden-Wuerttemberg,West,Divorced,0.06002,129,21480,0.05384,0.06681
823,823,2001,Baden-Wuerttemberg,West,Widowed,0.07207,133,21480,0.06521,0.0799
824,824,2001,Bavaria,West,Married,0.55815,1896,21480,0.54468,0.57133
825,825,2001,Bavaria,West,"Married, living apart",0.02158,56,21480,0.01819,0.02473
826,826,2001,Bavaria,West,Single,0.25681,717,21480,0.24462,0.26803
827,827,2001,Bavaria,West,Divorced,0.07432,179,21480,0.06845,0.08087
828,828,2001,Bavaria,West,Widowed,0.08914,184,21480,0.0825,0.09545
829,829,2001,Berlin,West,Married,0.47629,186,21480,0.43769,0.51901
830,830,2001,Berlin,West,Single,0.34658,135,21480,0.31154,0.37856
831,831,2001,Berlin,West,Divorced,0.17713,61,21480,0.1579,0.201
832,832,2001,Berlin,East,Married,0.50071,164,21480,0.4606,0.54765
833,833,2001,Berlin,East,Single,0.35441,118,21480,0.3193,0.38604
834,834,2001,Berlin,East,Divorced,0.14487,41,21480,0.12577,0.16514
835,835,2001,Brandenburg,East,Married,0.54078,557,21480,0.52157,0.56108
836,836,2001,Brandenburg,East,Single,0.26611,245,21480,0.24544,0.28673
837,837,2001,Brandenburg,East,Divorced,0.08642,66,21480,0.07629,0.09645
838,838,2001,Brandenburg,East,Widowed,0.10669,69,21480,0.0945,0.11877
839,839,2001,Mecklenburg-Western Pomerania,East,Married,0.50863,278,21480,0.47775,0.54042
840,840,2001,Mecklenburg-Western Pomerania,East,Single,0.22356,126,21480,0.19687,0.24931
841,841,2001,Mecklenburg-Western Pomerania,East,Divorced,0.1244,44,21480,0.10483,0.14629
842,842,2001,Mecklenburg-Western Pomerania,East,Widowed,0.1434,49,21480,0.13008,0.15693
843,843,2001,Saxony,East,Married,0.57411,989,21480,0.55494,0.5932
844,844,2001,Saxony,East,Single,0.24792,412,21480,0.23186,0.26277
845,845,2001,Saxony,East,Divorced,0.08058,113,21480,0.07324,0.08745
846,846,2001,Saxony,East,Widowed,0.09738,106,21480,0.08932,0.10558
847,847,2001,Saxony-Anhalt,East,Married,0.61277,620,21480,0.58566,0.63552
848,848,2001,Saxony-Anhalt,East,Single,0.21843,242,21480,0.20326,0.23623
849,849,2001,Saxony-Anhalt,East,Divorced,0.08011,60,21480,0.06688,0.0935
850,850,2001,Saxony-Anhalt,East,Widowed,0.08868,60,21480,0.07814,0.09991
851,851,2001,Thuringa,East,Married,0.53462,555,21480,0.50927,0.55848
852,852,2001,Thuringa,East,Single,0.25475,245,21480,0.23376,0.2801
853,853,2001,Thuringa,East,Divorced,0.10594,78,21480,0.09134,0.12248
854,854,2001,Thuringa,East,Widowed,0.10469,62,21480,0.09438,0.11735
855,855,2002,Schleswig-Holstein,West,Married,0.59145,464,22643,0.55504,0.63822
856,856,2002,Schleswig-Holstein,West,Single,0.23452,149,22643,0.2105,0.25883
857,857,2002,Schleswig-Holstein,West,Divorced,0.06817,39,22643,0.05594,0.08208
858,858,2002,Schleswig-Holstein,West,Widowed,0.10586,52,22643,0.09358,0.11751
859,859,2002,Hamburg,West,Married,0.54088,176,22643,0.47492,0.59296
860,860,2002,Hamburg,West,Single,0.45912,95,22643,0.39196,0.52554
861,861,2002,Lower Saxony,West,Married,0.58837,1249,22643,0.563,0.60915
862,862,2002,Lower Saxony,West,"Married, living apart",0.01233,34,22643,0.00865,0.01698
863,863,2002,Lower Saxony,West,Single,0.23573,435,22643,0.22081,0.25323
864,864,2002,Lower Saxony,West,Divorced,0.0767,123,22643,0.06792,0.08618
865,865,2002,Lower Saxony,West,Widowed,0.08687,126,22643,0.0784,0.09475
866,866,2002,Bremen,West,Married,0.69987,101,22643,0.62522,0.80716
867,867,2002,Bremen,West,Single,0.30013,40,22643,0.23598,0.37361
868,868,2002,North Rhine-Westphalia,West,Married,0.58868,3118,22643,0.57193,0.60357
869,869,2002,North Rhine-Westphalia,West,"Married, living apart",0.02558,112,22643,0.02214,0.02918
870,870,2002,North Rhine-Westphalia,West,Single,0.22699,1068,22643,0.21796,0.23768
871,871,2002,North Rhine-Westphalia,West,Divorced,0.0704,273,22643,0.06454,0.07552
872,872,2002,North Rhine-Westphalia,West,Widowed,0.08835,278,22643,0.08423,0.09366
873,873,2002,Hesse,West,Married,0.61458,1068,22643,0.59145,0.64258
874,874,2002,Hesse,West,"Married, living apart",0.02274,34,22643,0.01711,0.02789
875,875,2002,Hesse,West,Single,0.21267,356,22643,0.19541,0.22777
876,876,2002,Hesse,West,Divorced,0.06168,88,22643,0.05398,0.07096
877,877,2002,Hesse,West,Widowed,0.08833,87,22643,0.07766,0.09822
878,878,2002,"Rhineland-Palatinate, Saarland",West,Married,0.59738,875,22643,0.57179,0.63137
879,879,2002,"Rhineland-Palatinate, Saarland",West,Single,0.20524,261,22643,0.18569,0.22283
880,880,2002,"Rhineland-Palatinate, Saarland",West,Divorced,0.07819,92,22643,0.06822,0.08856
881,881,2002,"Rhineland-Palatinate, Saarland",West,Widowed,0.11919,113,22643,0.10759,0.13221
882,882,2002,Baden-Wuerttemberg,West,Married,0.60825,1815,22643,0.58583,0.63385
883,883,2002,Baden-Wuerttemberg,West,"Married, living apart",0.0153,49,22643,0.01209,0.01857
884,884,2002,Baden-Wuerttemberg,West,Single,0.24776,656,22643,0.23366,0.26282
885,885,2002,Baden-Wuerttemberg,West,Divorced,0.06003,137,22643,0.0537,0.06677
886,886,2002,Baden-Wuerttemberg,West,Widowed,0.06866,129,22643,0.06084,0.07596
887,887,2002,Bavaria,West,Married,0.5575,2070,22643,0.53984,0.57611
888,888,2002,Bavaria,West,"Married, living apart",0.02247,61,22643,0.01934,0.02624
889,889,2002,Bavaria,West,Single,0.25245,753,22643,0.2401,0.26757
890,890,2002,Bavaria,West,Divorced,0.08105,193,22643,0.07259,0.08847
891,891,2002,Bavaria,West,Widowed,0.08653,171,22643,0.07911,0.09335
892,892,2002,Berlin,West,Married,0.45964,216,22643,0.42094,0.51093
893,893,2002,Berlin,West,Single,0.34807,135,22643,0.30864,0.3862
894,894,2002,Berlin,West,Divorced,0.19229,63,22643,0.16291,0.22189
895,895,2002,Berlin,East,Married,0.44995,166,22643,0.39153,0.50186
896,896,2002,Berlin,East,Single,0.39758,129,22643,0.35083,0.43855
897,897,2002,Berlin,East,Divorced,0.15247,43,22643,0.12637,0.17638
898,898,2002,Brandenburg,East,Married,0.52489,558,22643,0.5032,0.5492
899,899,2002,Brandenburg,East,Single,0.27909,245,22643,0.25529,0.30197
900,900,2002,Brandenburg,East,Divorced,0.0932,71,22643,0.08137,0.10649
901,901,2002,Brandenburg,East,Widowed,0.10282,66,22643,0.0882,0.11633
902,902,2002,Mecklenburg-Western Pomerania,East,Married,0.51432,286,22643,0.47583,0.54831
903,903,2002,Mecklenburg-Western Pomerania,East,Single,0.22135,125,22643,0.19291,0.25005
904,904,2002,Mecklenburg-Western Pomerania,East,Divorced,0.13453,49,22643,0.11426,0.15331
905,905,2002,Mecklenburg-Western Pomerania,East,Widowed,0.1298,43,22643,0.11443,0.15122
906,906,2002,Saxony,East,Married,0.56122,980,22643,0.54074,0.58434
907,907,2002,Saxony,East,Single,0.26622,426,22643,0.24866,0.28495
908,908,2002,Saxony,East,Divorced,0.08099,108,22643,0.07263,0.08945
909,909,2002,Saxony,East,Widowed,0.09157,107,22643,0.08269,0.09888
910,910,2002,Saxony-Anhalt,East,Married,0.59108,594,22643,0.56051,0.61749
911,911,2002,Saxony-Anhalt,East,Single,0.23011,233,22643,0.20674,0.2554
912,912,2002,Saxony-Anhalt,East,Divorced,0.08039,59,22643,0.0651,0.1013
913,913,2002,Saxony-Anhalt,East,Widowed,0.09842,63,22643,0.08738,0.10955
914,914,2002,Thuringa,East,Married,0.51965,543,22643,0.49486,0.54933
915,915,2002,Thuringa,East,Single,0.2648,254,22643,0.23392,0.28828
916,916,2002,Thuringa,East,Divorced,0.10712,75,22643,0.09066,0.12163
917,917,2002,Thuringa,East,Widowed,0.10843,66,22643,0.09588,0.12205
918,918,2003,Schleswig-Holstein,West,Married,0.59576,427,21845,0.55381,0.63679
919,919,2003,Schleswig-Holstein,West,Single,0.23713,143,21845,0.21284,0.26453
920,920,2003,Schleswig-Holstein,West,Divorced,0.06598,34,21845,0.05467,0.07876
921,921,2003,Schleswig-Holstein,West,Widowed,0.10114,48,21845,0.08864,0.11227
922,922,2003,Hamburg,West,Married,0.55265,163,21845,0.48907,0.61993
923,923,2003,Hamburg,West,Single,0.44735,83,21845,0.38001,0.51695
924,924,2003,Lower Saxony,West,Married,0.59158,1189,21845,0.56744,0.61588
925,925,2003,Lower Saxony,West,"Married, living apart",0.01331,34,21845,0.01019,0.01731
926,926,2003,Lower Saxony,West,Single,0.23489,435,21845,0.2176,0.25246
927,927,2003,Lower Saxony,West,Divorced,0.07399,118,21845,0.06459,0.08463
928,928,2003,Lower Saxony,West,Widowed,0.08623,122,21845,0.07599,0.09561
929,929,2003,Bremen,West,Married,0.72721,109,21845,0.63161,0.81075
930,930,2003,Bremen,West,Single,0.27279,37,21845,0.21183,0.33679
931,931,2003,North Rhine-Westphalia,West,Married,0.58066,2940,21845,0.56586,0.59573
932,932,2003,North Rhine-Westphalia,West,"Married, living apart",0.02401,121,21845,0.02085,0.02791
933,933,2003,North Rhine-Westphalia,West,Single,0.23093,1022,21845,0.21865,0.24195
934,934,2003,North Rhine-Westphalia,West,Divorced,0.07502,280,21845,0.06925,0.08247
935,935,2003,North Rhine-Westphalia,West,Widowed,0.08939,281,21845,0.08484,0.09484
936,936,2003,Hesse,West,Married,0.60391,954,21845,0.57519,0.6339
937,937,2003,Hesse,West,"Married, living apart",0.02819,37,21845,0.02222,0.03371
938,938,2003,Hesse,West,Single,0.22894,344,21845,0.20792,0.25009
939,939,2003,Hesse,West,Divorced,0.06075,81,21845,0.05206,0.06867
940,940,2003,Hesse,West,Widowed,0.07821,76,21845,0.06741,0.08725
941,941,2003,"Rhineland-Palatinate, Saarland",West,Married,0.55411,831,21845,0.53182,0.58277
942,942,2003,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02138,31,21845,0.01706,0.02679
943,943,2003,"Rhineland-Palatinate, Saarland",West,Single,0.22849,281,21845,0.20797,0.25067
944,944,2003,"Rhineland-Palatinate, Saarland",West,Divorced,0.07981,92,21845,0.06882,0.09221
945,945,2003,"Rhineland-Palatinate, Saarland",West,Widowed,0.1162,113,21845,0.10518,0.12959
946,946,2003,Baden-Wuerttemberg,West,Married,0.58401,1692,21845,0.56096,0.60655
947,947,2003,Baden-Wuerttemberg,West,"Married, living apart",0.02034,58,21845,0.01624,0.02418
948,948,2003,Baden-Wuerttemberg,West,Single,0.25328,654,21845,0.23889,0.27023
949,949,2003,Baden-Wuerttemberg,West,Divorced,0.06935,138,21845,0.06148,0.07746
950,950,2003,Baden-Wuerttemberg,West,Widowed,0.07302,132,21845,0.06539,0.08073
951,951,2003,Bavaria,West,Married,0.55328,1963,21845,0.53417,0.57206
952,952,2003,Bavaria,West,"Married, living apart",0.02164,54,21845,0.01778,0.0259
953,953,2003,Bavaria,West,Single,0.25173,736,21845,0.23657,0.266
954,954,2003,Bavaria,West,Divorced,0.08329,190,21845,0.07603,0.09124
955,955,2003,Bavaria,West,Widowed,0.09006,170,21845,0.08341,0.09678
956,956,2003,Berlin,West,Married,0.44135,204,21845,0.3968,0.49118
957,957,2003,Berlin,West,Single,0.36751,136,21845,0.32575,0.41106
958,958,2003,Berlin,West,Divorced,0.19115,59,21845,0.16471,0.21779
959,959,2003,Berlin,East,Married,0.45445,171,21845,0.39821,0.50139
960,960,2003,Berlin,East,Single,0.41141,140,21845,0.36849,0.45251
961,961,2003,Berlin,East,Divorced,0.13414,37,21845,0.11425,0.15611
962,962,2003,Brandenburg,East,Married,0.50972,537,21845,0.48388,0.54023
963,963,2003,Brandenburg,East,Single,0.29616,252,21845,0.26915,0.32457
964,964,2003,Brandenburg,East,Divorced,0.09605,69,21845,0.08377,0.11116
965,965,2003,Brandenburg,East,Widowed,0.09807,62,21845,0.08473,0.10985
966,966,2003,Mecklenburg-Western Pomerania,East,Married,0.51843,287,21845,0.48524,0.55953
967,967,2003,Mecklenburg-Western Pomerania,East,Single,0.24079,133,21845,0.207,0.27027
968,968,2003,Mecklenburg-Western Pomerania,East,Divorced,0.13385,51,21845,0.11487,0.1535
969,969,2003,Mecklenburg-Western Pomerania,East,Widowed,0.10694,38,21845,0.08953,0.12061
970,970,2003,Saxony,East,Married,0.53807,936,21845,0.51559,0.56039
971,971,2003,Saxony,East,"Married, living apart",0.02333,31,21845,0.01749,0.02933
972,972,2003,Saxony,East,Single,0.26134,424,21845,0.24061,0.28294
973,973,2003,Saxony,East,Divorced,0.08442,110,21845,0.07193,0.0964
974,974,2003,Saxony,East,Widowed,0.09284,108,21845,0.08352,0.10096
975,975,2003,Saxony-Anhalt,East,Married,0.59161,560,21845,0.55834,0.62497
976,976,2003,Saxony-Anhalt,East,Single,0.23143,233,21845,0.2052,0.25448
977,977,2003,Saxony-Anhalt,East,Divorced,0.06951,49,21845,0.05637,0.08362
978,978,2003,Saxony-Anhalt,East,Widowed,0.10745,67,21845,0.09214,0.12008
979,979,2003,Thuringa,East,Married,0.49959,525,21845,0.47004,0.53746
980,980,2003,Thuringa,East,Single,0.2768,263,21845,0.25198,0.30416
981,981,2003,Thuringa,East,Divorced,0.11467,82,21845,0.09578,0.13419
982,982,2003,Thuringa,East,Widowed,0.10895,68,21845,0.09603,0.12218
983,983,2004,Schleswig-Holstein,West,Married,0.59829,427,21282,0.56436,0.64535
984,984,2004,Schleswig-Holstein,West,Single,0.24841,149,21282,0.22298,0.27571
985,985,2004,Schleswig-Holstein,West,Divorced,0.06223,36,21282,0.04801,0.07544
986,986,2004,Schleswig-Holstein,West,Widowed,0.09107,44,21282,0.08062,0.10158
987,987,2004,Hamburg,West,Married,0.496,161,21282,0.43487,0.56202
988,988,2004,Hamburg,West,Single,0.504,89,21282,0.42253,0.57992
