"plb0219","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2013","Bayern","126","0.0488505182805934","0.0404528059382822","0.0572482306229046"
"Ja, alle 3-4 Wochen","2013","Saarland","","","",""
"Ja, alle 3-4 Wochen","2013","Berlin","36","0.0668937260306024","0.0463112260457075","0.0874762260154972"
"Ja, alle 3-4 Wochen","2013","Brandenburg","37","0.0890400031914892","0.0649965996889863","0.113083406693992"
"Ja, alle 3-4 Wochen","2013","Mecklenburg-Vorpommern","16","","",""
"Ja, alle 3-4 Wochen","2013","Sachsen","52","0.0485256425181253","0.035254217820828","0.0617970672154226"
"Ja, alle 3-4 Wochen","2013","Sachsen-Anhalt","32","0.0460338076897927","0.0283425523828478","0.0637250629967376"
"Ja, alle 3-4 Wochen","2013","Thueringen","37","0.0643307822210364","0.0441897719800265","0.0844717924620463"
"Seltener","2013","Schleswig-Holstein","79","0.166491391143853","0.135013336195832","0.197969446091873"
"Seltener","2013","Hamburg","47","0.256518885459405","0.201152804511066","0.311884966407744"
"Seltener","2013","Niedersachsen","270","0.204998471060324","0.184147507086939","0.225849435033709"
"Seltener","2013","Bremen","23","","",""
"Seltener","2013","Nordrhein-Westfalen","520","0.188465565828454","0.17455200709332","0.202379124563589"
"Seltener","2013","Hessen","233","0.206755857657115","0.18277994421295","0.23073177110128"
"Seltener","2013","Rheinland-Pfalz,Saarland","138","0.212643435575529","0.184906615532913","0.240380255618145"
"Seltener","2013","Baden-Wuerttemberg","298","0.163384658552159","0.146799727272333","0.179969589831984"
"Seltener","2013","Bayern","411","0.168901790418016","0.154305405133373","0.18349817570266"
"Seltener","2013","Saarland","","","",""
"Seltener","2013","Berlin","122","0.210480988722856","0.176897360847293","0.244064616598418"
"Seltener","2013","Brandenburg","102","0.195742227585922","0.162246176908984","0.22923827826286"
"Seltener","2013","Mecklenburg-Vorpommern","59","0.168153081715485","0.127554261580195","0.208751901850774"
"Seltener","2013","Sachsen","196","0.22257024482277","0.19687827005293","0.248262219592609"
"Seltener","2013","Sachsen-Anhalt","103","0.247265381653954","0.210844008796585","0.283686754511323"
"Seltener","2013","Thueringen","83","0.15719882682368","0.127317637497409","0.187080016149951"
"Nein, nie","2014","Schleswig-Holstein","","","",""
"Nein, nie","2014","Hamburg","","","",""
"Nein, nie","2014","Niedersachsen","","","",""
"Nein, nie","2014","Bremen","","","",""
"Nein, nie","2014","Nordrhein-Westfalen","","","",""
"Nein, nie","2014","Hessen","","","",""
"Nein, nie","2014","Rheinland-Pfalz,Saarland","","","",""
"Nein, nie","2014","Baden-Wuerttemberg","","","",""
"Nein, nie","2014","Bayern","","","",""
"Nein, nie","2014","Saarland","","","",""
"Nein, nie","2014","Berlin","","","",""
"Nein, nie","2014","Brandenburg","","","",""
"Nein, nie","2014","Mecklenburg-Vorpommern","","","",""
"Nein, nie","2014","Sachsen","","","",""
"Nein, nie","2014","Sachsen-Anhalt","","","",""
"Nein, nie","2014","Thueringen","","","",""
"Ja, jede Woche","2014","Schleswig-Holstein","","","",""
"Ja, jede Woche","2014","Hamburg","","","",""
"Ja, jede Woche","2014","Niedersachsen","","","",""
"Ja, jede Woche","2014","Bremen","","","",""
"Ja, jede Woche","2014","Nordrhein-Westfalen","","","",""
"Ja, jede Woche","2014","Hessen","","","",""
"Ja, jede Woche","2014","Rheinland-Pfalz,Saarland","","","",""
"Ja, jede Woche","2014","Baden-Wuerttemberg","","","",""
"Ja, jede Woche","2014","Bayern","","","",""
"Ja, jede Woche","2014","Saarland","","","",""
"Ja, jede Woche","2014","Berlin","","","",""
"Ja, jede Woche","2014","Brandenburg","","","",""
"Ja, jede Woche","2014","Mecklenburg-Vorpommern","","","",""
"Ja, jede Woche","2014","Sachsen","","","",""
"Ja, jede Woche","2014","Sachsen-Anhalt","","","",""
"Ja, jede Woche","2014","Thueringen","","","",""
"Ja, alle 2 Wochen","2014","Schleswig-Holstein","","","",""
"Ja, alle 2 Wochen","2014","Hamburg","","","",""
"Ja, alle 2 Wochen","2014","Niedersachsen","","","",""
"Ja, alle 2 Wochen","2014","Bremen","","","",""
"Ja, alle 2 Wochen","2014","Nordrhein-Westfalen","","","",""
"Ja, alle 2 Wochen","2014","Hessen","","","",""
"Ja, alle 2 Wochen","2014","Rheinland-Pfalz,Saarland","","","",""
"Ja, alle 2 Wochen","2014","Baden-Wuerttemberg","","","",""
"Ja, alle 2 Wochen","2014","Bayern","","","",""
"Ja, alle 2 Wochen","2014","Saarland","","","",""
"Ja, alle 2 Wochen","2014","Berlin","","","",""
"Ja, alle 2 Wochen","2014","Brandenburg","","","",""
"Ja, alle 2 Wochen","2014","Mecklenburg-Vorpommern","","","",""
"Ja, alle 2 Wochen","2014","Sachsen","","","",""
"Ja, alle 2 Wochen","2014","Sachsen-Anhalt","","","",""
"Ja, alle 2 Wochen","2014","Thueringen","","","",""
"Ja, alle 3-4 Wochen","2014","Schleswig-Holstein","","","",""
"Ja, alle 3-4 Wochen","2014","Hamburg","","","",""
"Ja, alle 3-4 Wochen","2014","Niedersachsen","","","",""
"Ja, alle 3-4 Wochen","2014","Bremen","","","",""
"Ja, alle 3-4 Wochen","2014","Nordrhein-Westfalen","","","",""
"Ja, alle 3-4 Wochen","2014","Hessen","","","",""
"Ja, alle 3-4 Wochen","2014","Rheinland-Pfalz,Saarland","","","",""
"Ja, alle 3-4 Wochen","2014","Baden-Wuerttemberg","","","",""
"Ja, alle 3-4 Wochen","2014","Bayern","","","",""
"Ja, alle 3-4 Wochen","2014","Saarland","","","",""
"Ja, alle 3-4 Wochen","2014","Berlin","","","",""
"Ja, alle 3-4 Wochen","2014","Brandenburg","","","",""
"Ja, alle 3-4 Wochen","2014","Mecklenburg-Vorpommern","","","",""
"Ja, alle 3-4 Wochen","2014","Sachsen","","","",""
"Ja, alle 3-4 Wochen","2014","Sachsen-Anhalt","","","",""
"Ja, alle 3-4 Wochen","2014","Thueringen","","","",""
"Seltener","2014","Schleswig-Holstein","","","",""
"Seltener","2014","Hamburg","","","",""
"Seltener","2014","Niedersachsen","","","",""
"Seltener","2014","Bremen","","","",""
"Seltener","2014","Nordrhein-Westfalen","","","",""
"Seltener","2014","Hessen","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2014","Baden-Wuerttemberg","","","",""
"Seltener","2014","Bayern","","","",""
"Seltener","2014","Saarland","","","",""
"Seltener","2014","Berlin","","","",""
"Seltener","2014","Brandenburg","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","","","",""
"Seltener","2014","Sachsen","","","",""
"Seltener","2014","Sachsen-Anhalt","","","",""
"Seltener","2014","Thueringen","","","",""
"Nein, nie","2015","Schleswig-Holstein","321","0.637353668633304","0.595992166638854","0.678715170627754"
"Nein, nie","2015","Hamburg","168","0.6333800290531","0.574579872796455","0.692180185309746"
"Nein, nie","2015","Niedersachsen","859","0.575303858338929","0.549773633118353","0.600834083559505"
"Nein, nie","2015","Bremen","57","0.542940216069871","0.438859741052299","0.647020691087442"
"Nein, nie","2015","Nordrhein-Westfalen","1945","0.606500761410715","0.589314759406148","0.623686763415282"
"Nein, nie","2015","Hessen","604","0.525838236364643","0.496154219811085","0.555522252918201"
"Nein, nie","2015","Rheinland-Pfalz,Saarland","536","0.564588784693483","0.531699312935668","0.597478256451299"
"Nein, nie","2015","Baden-Wuerttemberg","1233","0.613746438575175","0.591996228045723","0.635496649104628"
"Nein, nie","2015","Bayern","1613","0.63035172300037","0.611754342779118","0.648949103221621"
"Nein, nie","2015","Saarland","","","",""
"Nein, nie","2015","Berlin","264","0.519776647245229","0.476999436137867","0.562553858352591"
"Nein, nie","2015","Brandenburg","295","0.559845282351407","0.516720601721263","0.602969962981551"
"Nein, nie","2015","Mecklenburg-Vorpommern","176","0.620551495803589","0.565457370178402","0.675645621428776"
"Nein, nie","2015","Sachsen","532","0.619525397338464","0.587411484329943","0.651639310346985"
"Nein, nie","2015","Sachsen-Anhalt","270","0.562449893680406","0.517311622941442","0.607588164419371"
"Nein, nie","2015","Thueringen","313","0.562471275645383","0.519584836231158","0.605357715059608"
"Ja, jede Woche","2015","Schleswig-Holstein","46","0.064534473574502","0.0433959723338355","0.0856729748151684"
"Ja, jede Woche","2015","Hamburg","18","","",""
"Ja, jede Woche","2015","Niedersachsen","98","0.0634309123539698","0.0508420282977514","0.0760197964101882"
"Ja, jede Woche","2015","Bremen","3","","",""
"Ja, jede Woche","2015","Nordrhein-Westfalen","195","0.0608049067382609","0.0523980343412784","0.0692117791352434"
"Ja, jede Woche","2015","Hessen","92","0.0912839826901514","0.0741623687418758","0.108405596638427"
"Ja, jede Woche","2015","Rheinland-Pfalz,Saarland","53","0.0672834118670271","0.0506657536472953","0.0839010700867589"
"Ja, jede Woche","2015","Baden-Wuerttemberg","123","0.0652756267342283","0.0542411934585136","0.0763100600099429"
"Ja, jede Woche","2015","Bayern","172","0.0649568179426607","0.0554618356339649","0.0744518002513565"
"Ja, jede Woche","2015","Saarland","","","",""
"Ja, jede Woche","2015","Berlin","47","0.0680881784151581","0.0465203849643733","0.0896559718659428"
"Ja, jede Woche","2015","Brandenburg","47","0.088284624304825","0.0636377769155403","0.11293147169411"
"Ja, jede Woche","2015","Mecklenburg-Vorpommern","12","","",""
"Ja, jede Woche","2015","Sachsen","48","0.0434316285660868","0.0299493933783379","0.0569138637538357"
"Ja, jede Woche","2015","Sachsen-Anhalt","26","","",""
"Ja, jede Woche","2015","Thueringen","36","0.0628946101248932","0.0419067836866699","0.0838824365631164"
"Ja, alle 2 Wochen","2015","Schleswig-Holstein","59","0.0888281947538431","0.064352221694377","0.113304167813309"
"Ja, alle 2 Wochen","2015","Hamburg","15","","",""
"Ja, alle 2 Wochen","2015","Niedersachsen","162","0.109154013085891","0.0930480012985222","0.125260024873261"
"Ja, alle 2 Wochen","2015","Bremen","6","","",""
"Ja, alle 2 Wochen","2015","Nordrhein-Westfalen","316","0.100665114385005","0.0900801975409336","0.111250031229077"
"Ja, alle 2 Wochen","2015","Hessen","115","0.101189519938137","0.0832613834210078","0.119117656455266"
"Ja, alle 2 Wochen","2015","Rheinland-Pfalz,Saarland","78","0.0931783827209515","0.0738960538586381","0.112460711583265"
"Ja, alle 2 Wochen","2015","Baden-Wuerttemberg","158","0.109113602848949","0.0951857767359268","0.123041428961971"
"Ja, alle 2 Wochen","2015","Bayern","228","0.0799085010981298","0.0694618291673947","0.0903551730288649"
"Ja, alle 2 Wochen","2015","Saarland","","","",""
"Ja, alle 2 Wochen","2015","Berlin","60","0.116154992639962","0.0887209730222021","0.143589012257721"
"Ja, alle 2 Wochen","2015","Brandenburg","58","0.102443428478043","0.0761006143446847","0.128786242611401"
"Ja, alle 2 Wochen","2015","Mecklenburg-Vorpommern","42","0.169654279739407","0.127040324571572","0.212268234907242"
"Ja, alle 2 Wochen","2015","Sachsen","109","0.13988066741925","0.11693720091613","0.162824133922369"
"Ja, alle 2 Wochen","2015","Sachsen-Anhalt","53","0.12229243748237","0.0924823108058547","0.152102564158885"
"Ja, alle 2 Wochen","2015","Thueringen","48","0.0950889165339378","0.069729781586584","0.120448051481292"
"Ja, alle 3-4 Wochen","2015","Schleswig-Holstein","19","","",""
"Ja, alle 3-4 Wochen","2015","Hamburg","16","","",""
"Ja, alle 3-4 Wochen","2015","Niedersachsen","75","0.0498081065035793","0.038571827319476","0.0610443856876825"
"Ja, alle 3-4 Wochen","2015","Bremen","7","","",""
"Ja, alle 3-4 Wochen","2015","Nordrhein-Westfalen","130","0.0459876255085378","0.0386190297499222","0.0533562212671534"
"Ja, alle 3-4 Wochen","2015","Hessen","58","0.0721697438259349","0.0567865976763948","0.087552889975475"
"Ja, alle 3-4 Wochen","2015","Rheinland-Pfalz,Saarland","54","0.0758700217749678","0.058305246293054","0.0934347972568815"
"Ja, alle 3-4 Wochen","2015","Baden-Wuerttemberg","106","0.056718126063697","0.046385412140807","0.067050839986587"
"Ja, alle 3-4 Wochen","2015","Bayern","141","0.0561178439560412","0.0472508720690343","0.064984815843048"
"Ja, alle 3-4 Wochen","2015","Saarland","","","",""
"Ja, alle 3-4 Wochen","2015","Berlin","27","","",""
"Ja, alle 3-4 Wochen","2015","Brandenburg","31","0.0741472534076834","0.0513853962465355","0.0969091105688313"
"Ja, alle 3-4 Wochen","2015","Mecklenburg-Vorpommern","22","","",""
"Ja, alle 3-4 Wochen","2015","Sachsen","56","0.069808954146414","0.0529534216901488","0.0866644866026792"
"Ja, alle 3-4 Wochen","2015","Sachsen-Anhalt","34","0.0701256326666845","0.0468907954005953","0.0933604699327736"
"Ja, alle 3-4 Wochen","2015","Thueringen","30","0.0629297444755116","0.0419364502744442","0.0839230386765789"
"Seltener","2015","Schleswig-Holstein","74","0.173384972146364","0.140814670042944","0.205955274249784"
"Seltener","2015","Hamburg","41","0.192266083920183","0.144179520812494","0.240352647027871"
"Seltener","2015","Niedersachsen","246","0.20230310971763","0.181554592105091","0.22305162733017"
"Seltener","2015","Bremen","15","","",""
"Seltener","2015","Nordrhein-Westfalen","518","0.186041591957481","0.172351909793902","0.19973127412106"
"Seltener","2015","Hessen","218","0.209518517181134","0.185325480976281","0.233711553385987"
"Seltener","2015","Rheinland-Pfalz,Saarland","152","0.19907939894357","0.172591417597135","0.225567380290006"
"Seltener","2015","Baden-Wuerttemberg","305","0.155146205777951","0.138973075569511","0.171319335986391"
"Seltener","2015","Bayern","434","0.168665114002799","0.15423842765363","0.183091800351968"
"Seltener","2015","Saarland","","","",""
"Seltener","2015","Berlin","126","0.233897998260655","0.197653758170421","0.27014223835089"
"Seltener","2015","Brandenburg","78","0.175279411458041","0.142249449668886","0.208309373247196"
"Seltener","2015","Mecklenburg-Vorpommern","46","0.119810345817624","0.0829401665169038","0.156680525118344"
"Seltener","2015","Sachsen","133","0.127353352529786","0.105302507536194","0.149404197523377"
"Seltener","2015","Sachsen-Anhalt","81","0.190144198211768","0.154438750020983","0.225849646402554"
"Seltener","2015","Thueringen","87","0.216615453220274","0.181003257664811","0.252227648775737"
"Nein, nie","2016","Schleswig-Holstein","","","",""
"Nein, nie","2016","Hamburg","","","",""
"Nein, nie","2016","Niedersachsen","","","",""
"Nein, nie","2016","Bremen","","","",""
"Nein, nie","2016","Nordrhein-Westfalen","","","",""
"Nein, nie","2016","Hessen","","","",""
"Nein, nie","2016","Rheinland-Pfalz,Saarland","","","",""
"Nein, nie","2016","Baden-Wuerttemberg","","","",""
"Nein, nie","2016","Bayern","","","",""
"Nein, nie","2016","Saarland","","","",""
"Nein, nie","2016","Berlin","","","",""
"Nein, nie","2016","Brandenburg","","","",""
"Nein, nie","2016","Mecklenburg-Vorpommern","","","",""
"Nein, nie","2016","Sachsen","","","",""
"Nein, nie","2016","Sachsen-Anhalt","","","",""
"Nein, nie","2016","Thueringen","","","",""
"Ja, jede Woche","2016","Schleswig-Holstein","","","",""
"Ja, jede Woche","2016","Hamburg","","","",""
"Ja, jede Woche","2016","Niedersachsen","","","",""
"Ja, jede Woche","2016","Bremen","","","",""
"Ja, jede Woche","2016","Nordrhein-Westfalen","","","",""
"Ja, jede Woche","2016","Hessen","","","",""
"Ja, jede Woche","2016","Rheinland-Pfalz,Saarland","","","",""
"Ja, jede Woche","2016","Baden-Wuerttemberg","","","",""
"Ja, jede Woche","2016","Bayern","","","",""
"Ja, jede Woche","2016","Saarland","","","",""
"Ja, jede Woche","2016","Berlin","","","",""
"Ja, jede Woche","2016","Brandenburg","","","",""
"Ja, jede Woche","2016","Mecklenburg-Vorpommern","","","",""
"Ja, jede Woche","2016","Sachsen","","","",""
"Ja, jede Woche","2016","Sachsen-Anhalt","","","",""
"Ja, jede Woche","2016","Thueringen","","","",""
"Ja, alle 2 Wochen","2016","Schleswig-Holstein","","","",""
"Ja, alle 2 Wochen","2016","Hamburg","","","",""
"Ja, alle 2 Wochen","2016","Niedersachsen","","","",""
"Ja, alle 2 Wochen","2016","Bremen","","","",""
"Ja, alle 2 Wochen","2016","Nordrhein-Westfalen","","","",""
"Ja, alle 2 Wochen","2016","Hessen","","","",""
"Ja, alle 2 Wochen","2016","Rheinland-Pfalz,Saarland","","","",""
"Ja, alle 2 Wochen","2016","Baden-Wuerttemberg","","","",""
"Ja, alle 2 Wochen","2016","Bayern","","","",""
"Ja, alle 2 Wochen","2016","Saarland","","","",""
"Ja, alle 2 Wochen","2016","Berlin","","","",""
"Ja, alle 2 Wochen","2016","Brandenburg","","","",""
"Ja, alle 2 Wochen","2016","Mecklenburg-Vorpommern","","","",""
"Ja, alle 2 Wochen","2016","Sachsen","","","",""
"Ja, alle 2 Wochen","2016","Sachsen-Anhalt","","","",""
"Ja, alle 2 Wochen","2016","Thueringen","","","",""
"Ja, alle 3-4 Wochen","2016","Schleswig-Holstein","","","",""
"Ja, alle 3-4 Wochen","2016","Hamburg","","","",""
"Ja, alle 3-4 Wochen","2016","Niedersachsen","","","",""
"Ja, alle 3-4 Wochen","2016","Bremen","","","",""
"Ja, alle 3-4 Wochen","2016","Nordrhein-Westfalen","","","",""
"Ja, alle 3-4 Wochen","2016","Hessen","","","",""
"Ja, alle 3-4 Wochen","2016","Rheinland-Pfalz,Saarland","","","",""
"Ja, alle 3-4 Wochen","2016","Baden-Wuerttemberg","","","",""
"Ja, alle 3-4 Wochen","2016","Bayern","","","",""
"Ja, alle 3-4 Wochen","2016","Saarland","","","",""
"Ja, alle 3-4 Wochen","2016","Berlin","","","",""
"Ja, alle 3-4 Wochen","2016","Brandenburg","","","",""
"Ja, alle 3-4 Wochen","2016","Mecklenburg-Vorpommern","","","",""
"Ja, alle 3-4 Wochen","2016","Sachsen","","","",""
"Ja, alle 3-4 Wochen","2016","Sachsen-Anhalt","","","",""
"Ja, alle 3-4 Wochen","2016","Thueringen","","","",""
"Seltener","2016","Schleswig-Holstein","","","",""
"Seltener","2016","Hamburg","","","",""
"Seltener","2016","Niedersachsen","","","",""
"Seltener","2016","Bremen","","","",""
"Seltener","2016","Nordrhein-Westfalen","","","",""
"Seltener","2016","Hessen","","","",""
"Seltener","2016","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2016","Baden-Wuerttemberg","","","",""
"Seltener","2016","Bayern","","","",""
"Seltener","2016","Saarland","","","",""
"Seltener","2016","Berlin","","","",""
"Seltener","2016","Brandenburg","","","",""
"Seltener","2016","Mecklenburg-Vorpommern","","","",""
"Seltener","2016","Sachsen","","","",""
"Seltener","2016","Sachsen-Anhalt","","","",""
"Seltener","2016","Thueringen","","","",""
"Nein, nie","2017","Schleswig-Holstein","377","0.646987560995988","0.608457710801631","0.685517411190345"
"Nein, nie","2017","Hamburg","188","0.597219858856966","0.540674063802985","0.653765653910947"
"Nein, nie","2017","Niedersachsen","1040","0.599416175460391","0.576026174514713","0.622806176406069"
"Nein, nie","2017","Bremen","87","0.68926793206797","0.608460762892061","0.770075101243879"
"Nein, nie","2017","Nordrhein-Westfalen","2129","0.607733048581063","0.59128979403615","0.624176303125977"
"Nein, nie","2017","Hessen","693","0.599136474166428","0.570885701872951","0.627387246459906"
"Nein, nie","2017","Rheinland-Pfalz,Saarland","585","0.61691963149124","0.585658875427548","0.648180387554932"
"Nein, nie","2017","Baden-Wuerttemberg","1344","0.662376618257911","0.641708030162086","0.683045206353735"
"Nein, nie","2017","Bayern","1800","0.660372486700813","0.642723575370045","0.678021398031582"
"Nein, nie","2017","Saarland","","","",""
"Nein, nie","2017","Berlin","347","0.597342950769102","0.558166113723685","0.63651978781452"
"Nein, nie","2017","Brandenburg","348","0.614417335632244","0.574068345696172","0.654766325568316"
"Nein, nie","2017","Mecklenburg-Vorpommern","193","0.612970493919983","0.558924610919206","0.667016376920761"
"Nein, nie","2017","Sachsen","610","0.608158635092881","0.577734830410612","0.638582439775151"
"Nein, nie","2017","Sachsen-Anhalt","324","0.644042799245144","0.603086123935785","0.684999474554503"
"Nein, nie","2017","Thueringen","378","0.627504977388761","0.588559586948944","0.666450367828577"
"Ja, jede Woche","2017","Schleswig-Holstein","48","0.0709287492357898","0.0502325778530885","0.0916249206184912"
"Ja, jede Woche","2017","Hamburg","16","","",""
"Ja, jede Woche","2017","Niedersachsen","110","0.0641925818081445","0.0524934140294867","0.0758917495868023"
"Ja, jede Woche","2017","Bremen","13","","",""
"Ja, jede Woche","2017","Nordrhein-Westfalen","245","0.0704788405248064","0.0618589944975648","0.079098686552048"
"Ja, jede Woche","2017","Hessen","88","0.072851105463763","0.0578693746512683","0.0878328362762577"
"Ja, jede Woche","2017","Rheinland-Pfalz,Saarland","63","0.0721207842904189","0.0554860381400223","0.0887555304408154"
"Ja, jede Woche","2017","Baden-Wuerttemberg","116","0.0552286987629438","0.0452450841634247","0.0652123133624629"
"Ja, jede Woche","2017","Bayern","193","0.0624033043470983","0.0533889665062982","0.0714176421878984"
"Ja, jede Woche","2017","Saarland","","","",""
"Ja, jede Woche","2017","Berlin","43","0.0645415556090108","0.0449132952688633","0.0841698159491583"
"Ja, jede Woche","2017","Brandenburg","35","0.0557976315688382","0.0367700929411054","0.074825170196571"
"Ja, jede Woche","2017","Mecklenburg-Vorpommern","17","","",""
"Ja, jede Woche","2017","Sachsen","58","0.0647696559054771","0.0494307269907496","0.0801085848202045"
"Ja, jede Woche","2017","Sachsen-Anhalt","33","0.0729929615264615","0.0507419147150227","0.0952440083379002"
"Ja, jede Woche","2017","Thueringen","39","0.0711316622107308","0.0504256819298968","0.0918376424915648"
"Ja, alle 2 Wochen","2017","Schleswig-Holstein","62","0.0897858685662055","0.0667380338071238","0.112833703325287"
"Ja, alle 2 Wochen","2017","Hamburg","15","","",""
"Ja, alle 2 Wochen","2017","Niedersachsen","160","0.101639860042898","0.0872161636547772","0.116063556431018"
"Ja, alle 2 Wochen","2017","Bremen","10","","",""
"Ja, alle 2 Wochen","2017","Nordrhein-Westfalen","361","0.100004788964915","0.0899013088554243","0.110108269074406"
"Ja, alle 2 Wochen","2017","Hessen","126","0.114104563162349","0.0957766966685372","0.132432429656161"
"Ja, alle 2 Wochen","2017","Rheinland-Pfalz,Saarland","93","0.0876880685754196","0.0695001850823126","0.105875952068527"
"Ja, alle 2 Wochen","2017","Baden-Wuerttemberg","158","0.0951703574496503","0.0823447980655846","0.107995916833716"
"Ja, alle 2 Wochen","2017","Bayern","245","0.0815665135437311","0.0713664751201956","0.0917665519672665"
"Ja, alle 2 Wochen","2017","Saarland","","","",""
"Ja, alle 2 Wochen","2017","Berlin","58","0.0953546797946643","0.0718929503718326","0.118816409217496"
"Ja, alle 2 Wochen","2017","Brandenburg","71","0.128893088042684","0.10111561522316","0.156670560862207"
"Ja, alle 2 Wochen","2017","Mecklenburg-Vorpommern","40","0.12880093399137","0.0916312387112043","0.165970629271536"
"Ja, alle 2 Wochen","2017","Sachsen","113","0.115971302484991","0.0960159963674972","0.135926608602485"
"Ja, alle 2 Wochen","2017","Sachsen-Anhalt","56","0.0919517503963107","0.0672343437505558","0.116669157042066"
"Ja, alle 2 Wochen","2017","Thueringen","45","0.0806717940162682","0.0587344832437484","0.102609104788788"
"Ja, alle 3-4 Wochen","2017","Schleswig-Holstein","29","","",""
"Ja, alle 3-4 Wochen","2017","Hamburg","20","","",""
"Ja, alle 3-4 Wochen","2017","Niedersachsen","117","0.0674950909793137","0.0555199409592085","0.0794702409994189"
"Ja, alle 3-4 Wochen","2017","Bremen","2","","",""
"Ja, alle 3-4 Wochen","2017","Nordrhein-Westfalen","174","0.0567763943137283","0.0489829088899544","0.0645698797375022"
"Ja, alle 3-4 Wochen","2017","Hessen","75","0.0540495015180172","0.0410148559765231","0.0670841470595113"
"Ja, alle 3-4 Wochen","2017","Rheinland-Pfalz,Saarland","64","0.0649226084460928","0.0490787120959813","0.0807665047962043"
"Ja, alle 3-4 Wochen","2017","Baden-Wuerttemberg","141","0.063330089429045","0.0526852187184367","0.0739749601396534"
"Ja, alle 3-4 Wochen","2017","Bayern","166","0.0503935027944527","0.0422411847343493","0.0585458208545561"
"Ja, alle 3-4 Wochen","2017","Saarland","","","",""
"Ja, alle 3-4 Wochen","2017","Berlin","43","0.0607640661577691","0.0416804527902782","0.0798476795252601"
"Ja, alle 3-4 Wochen","2017","Brandenburg","42","0.0686828493292959","0.0477168706741544","0.0896488279844375"
"Ja, alle 3-4 Wochen","2017","Mecklenburg-Vorpommern","23","","",""
"Ja, alle 3-4 Wochen","2017","Sachsen","64","0.0543446357960103","0.0402161788760635","0.0684730927159571"
"Ja, alle 3-4 Wochen","2017","Sachsen-Anhalt","31","0.0524808430391216","0.0334059179804508","0.0715557680977925"
"Ja, alle 3-4 Wochen","2017","Thueringen","42","0.0741138310153174","0.0530122173572808","0.095215444673354"
"Seltener","2017","Schleswig-Holstein","75","0.147607566973993","0.119010041579716","0.17620509236827"
"Seltener","2017","Hamburg","50","0.212963351013045","0.165762580995114","0.260164121030975"
"Seltener","2017","Niedersachsen","259","0.167256291709253","0.149442096059748","0.185070487358758"
"Seltener","2017","Bremen","14","","",""
"Seltener","2017","Nordrhein-Westfalen","478","0.165006927615487","0.152506265466186","0.177507589764787"
"Seltener","2017","Hessen","174","0.159858355689443","0.138732558755291","0.180984152623594"
"Seltener","2017","Rheinland-Pfalz,Saarland","124","0.158348907196829","0.134873463189791","0.181824351203866"
"Seltener","2017","Baden-Wuerttemberg","252","0.12389423610045","0.109494787045355","0.138293685155545"
"Seltener","2017","Bayern","362","0.145264192613904","0.132132604881723","0.158395780346086"
"Seltener","2017","Saarland","","","",""
"Seltener","2017","Berlin","111","0.181996747669453","0.151174864200114","0.212818631138793"
"Seltener","2017","Brandenburg","63","0.132209095426938","0.104130175334096","0.160288015519781"
"Seltener","2017","Mecklenburg-Vorpommern","39","0.162516753058051","0.121580515282484","0.203452990833619"
"Seltener","2017","Sachsen","144","0.15675577072064","0.134096892623616","0.179414648817664"
"Seltener","2017","Sachsen-Anhalt","81","0.138531645792962","0.108981297746299","0.168081993839625"
"Seltener","2017","Thueringen","88","0.146577735368923","0.118087028407916","0.175068442329931"
"Nein, nie","2018","Schleswig-Holstein","","","",""
"Nein, nie","2018","Hamburg","","","",""
"Nein, nie","2018","Niedersachsen","","","",""
"Nein, nie","2018","Bremen","","","",""
"Nein, nie","2018","Nordrhein-Westfalen","","","",""
"Nein, nie","2018","Hessen","","","",""
"Nein, nie","2018","Rheinland-Pfalz,Saarland","","","",""
"Nein, nie","2018","Baden-Wuerttemberg","","","",""
"Nein, nie","2018","Bayern","","","",""
"Nein, nie","2018","Saarland","","","",""
"Nein, nie","2018","Berlin","","","",""
"Nein, nie","2018","Brandenburg","","","",""
"Nein, nie","2018","Mecklenburg-Vorpommern","","","",""
"Nein, nie","2018","Sachsen","","","",""
"Nein, nie","2018","Sachsen-Anhalt","","","",""
"Nein, nie","2018","Thueringen","","","",""
"Ja, jede Woche","2018","Schleswig-Holstein","","","",""
"Ja, jede Woche","2018","Hamburg","","","",""
"Ja, jede Woche","2018","Niedersachsen","","","",""
"Ja, jede Woche","2018","Bremen","","","",""
"Ja, jede Woche","2018","Nordrhein-Westfalen","","","",""
"Ja, jede Woche","2018","Hessen","","","",""
"Ja, jede Woche","2018","Rheinland-Pfalz,Saarland","","","",""
"Ja, jede Woche","2018","Baden-Wuerttemberg","","","",""
"Ja, jede Woche","2018","Bayern","","","",""
"Ja, jede Woche","2018","Saarland","","","",""
"Ja, jede Woche","2018","Berlin","","","",""
"Ja, jede Woche","2018","Brandenburg","","","",""
"Ja, jede Woche","2018","Mecklenburg-Vorpommern","","","",""
"Ja, jede Woche","2018","Sachsen","","","",""
"Ja, jede Woche","2018","Sachsen-Anhalt","","","",""
"Ja, jede Woche","2018","Thueringen","","","",""
"Ja, alle 2 Wochen","2018","Schleswig-Holstein","","","",""
