"hlf0001_h","year","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Untermieter","2013","Sonstige","34","0.027972521194453","0.0203969135428151","0.035548128846091"
"Eigentuemer","2013","1-Pers.- Haushalt","1060","","",""
"Eigentuemer","2013","(Ehe-)Paar ohne Kind(er)","5046","0.575518968425127","0.565461703924763","0.585576232925492"
"Eigentuemer","2013","Alleinerziehende","1261","","",""
"Eigentuemer","2013","Paar mit Kind(ern)","14147","","",""
"Eigentuemer","2013","Sonstige","685","0.465620195071157","0.442703429622553","0.488536960519761"
"Altersheim/Seniorenwohnheim","2013","1-Pers.- Haushalt","1","","",""
"Altersheim/Seniorenwohnheim","2013","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2013","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2013","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2013","Sonstige","","","",""
"Mieter","2013","1-Pers.- Haushalt","","","",""
"Mieter","2013","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2013","Alleinerziehende","","","",""
"Mieter","2013","Paar mit Kind(ern)","","","",""
"Mieter","2013","Sonstige","","","",""
"Hauptmieter","2014","1-Pers.- Haushalt","2431","","",""
"Hauptmieter","2014","(Ehe-)Paar ohne Kind(er)","3794","0.408049026128273","0.397737106267496","0.418360945989051"
"Hauptmieter","2014","Alleinerziehende","3563","0.726334227729108","0.713571814975271","0.739096640482945"
"Hauptmieter","2014","Paar mit Kind(ern)","10465","","",""
"Hauptmieter","2014","Sonstige","813","0.476216630855702","0.450249188061271","0.502184073650134"
"Untermieter","2014","1-Pers.- Haushalt","122","","",""
"Untermieter","2014","(Ehe-)Paar ohne Kind(er)","130","","",""
"Untermieter","2014","Alleinerziehende","42","0.0139901896543779","0.0106281199868773","0.0173522593218785"
"Untermieter","2014","Paar mit Kind(ern)","144","","",""
"Untermieter","2014","Sonstige","28","","",""
"Eigentuemer","2014","1-Pers.- Haushalt","1012","","",""
"Eigentuemer","2014","(Ehe-)Paar ohne Kind(er)","4800","0.574167663086642","0.563792876535152","0.584542449638131"
"Eigentuemer","2014","Alleinerziehende","1083","","",""
"Eigentuemer","2014","Paar mit Kind(ern)","12497","","",""
"Eigentuemer","2014","Sonstige","580","0.495931003925898","0.469934995148975","0.52192701270282"
"Altersheim/Seniorenwohnheim","2014","1-Pers.- Haushalt","1","","",""
"Altersheim/Seniorenwohnheim","2014","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2014","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Sonstige","","","",""
"Mieter","2014","1-Pers.- Haushalt","","","",""
"Mieter","2014","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Alleinerziehende","","","",""
"Mieter","2014","Paar mit Kind(ern)","","","",""
"Mieter","2014","Sonstige","","","",""
"Hauptmieter","2015","1-Pers.- Haushalt","2479","","",""
"Hauptmieter","2015","(Ehe-)Paar ohne Kind(er)","4004","0.405331719969156","0.395045942620866","0.415617497317446"
"Hauptmieter","2015","Alleinerziehende","3357","0.71920879129624","0.705972584864946","0.732444997727534"
"Hauptmieter","2015","Paar mit Kind(ern)","10855","","",""
"Hauptmieter","2015","Sonstige","909","0.514226041344306","0.488606665050144","0.539845417638467"
"Untermieter","2015","1-Pers.- Haushalt","162","","",""
"Untermieter","2015","(Ehe-)Paar ohne Kind(er)","140","","",""
"Untermieter","2015","Alleinerziehende","43","0.0168102770258351","0.0130236687012649","0.0205968853504054"
"Untermieter","2015","Paar mit Kind(ern)","148","","",""
"Untermieter","2015","Sonstige","42","0.0250799540559637","0.0170646080786807","0.0330953000332467"
"Eigentuemer","2015","1-Pers.- Haushalt","986","0.321243416594251","0.306046745682411","0.336440087506091"
"Eigentuemer","2015","(Ehe-)Paar ohne Kind(er)","4608","0.576996510631445","0.566646209034462","0.587346812228428"
"Eigentuemer","2015","Alleinerziehende","1028","","",""
"Eigentuemer","2015","Paar mit Kind(ern)","11780","","",""
"Eigentuemer","2015","Sonstige","511","0.460694004599731","0.435143568974446","0.486244440225015"
"Altersheim/Seniorenwohnheim","2015","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2015","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2015","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2015","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2015","Sonstige","","","",""
"Mieter","2015","1-Pers.- Haushalt","","","",""
"Mieter","2015","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2015","Alleinerziehende","","","",""
"Mieter","2015","Paar mit Kind(ern)","","","",""
"Mieter","2015","Sonstige","","","",""
"Hauptmieter","2016","1-Pers.- Haushalt","2314","","",""
"Hauptmieter","2016","(Ehe-)Paar ohne Kind(er)","3624","0.395843701132864","0.385255147654562","0.406432254611167"
"Hauptmieter","2016","Alleinerziehende","2916","","",""
"Hauptmieter","2016","Paar mit Kind(ern)","9233","0.394017320559862","0.387272019147406","0.400762621972319"
"Hauptmieter","2016","Sonstige","678","0.529323705210954","0.500091544705357","0.558555865716552"
"Untermieter","2016","1-Pers.- Haushalt","141","","",""
"Untermieter","2016","(Ehe-)Paar ohne Kind(er)","126","","",""
"Untermieter","2016","Alleinerziehende","45","0.0210581893211753","0.0165687094536767","0.025547669188674"
"Untermieter","2016","Paar mit Kind(ern)","147","","",""
"Untermieter","2016","Sonstige","40","0.0332029226357542","0.0227100379316384","0.04369580733987"
"Eigentuemer","2016","1-Pers.- Haushalt","932","0.328035472519113","0.312223936158934","0.343847008879292"
"Eigentuemer","2016","(Ehe-)Paar ohne Kind(er)","4444","0.585290836186443","0.574623455611441","0.595958216761445"
"Eigentuemer","2016","Alleinerziehende","968","0.284726983501069","0.27061599912513","0.298837967877009"
"Eigentuemer","2016","Paar mit Kind(ern)","10779","","",""
"Eigentuemer","2016","Sonstige","402","0.437473372153292","0.408420676530428","0.466526067776156"
"Altersheim/Seniorenwohnheim","2016","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2016","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2016","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2016","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2016","Sonstige","","","",""
"Mieter","2016","1-Pers.- Haushalt","","","",""
"Mieter","2016","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2016","Alleinerziehende","","","",""
"Mieter","2016","Paar mit Kind(ern)","","","",""
"Mieter","2016","Sonstige","","","",""
"Hauptmieter","2017","1-Pers.- Haushalt","2903","","",""
"Hauptmieter","2017","(Ehe-)Paar ohne Kind(er)","4150","0.385094674437434","0.375234357649213","0.394954991225655"
"Hauptmieter","2017","Alleinerziehende","3452","0.687928856988946","0.674461443840286","0.701396270137606"
"Hauptmieter","2017","Paar mit Kind(ern)","14856","","",""
"Hauptmieter","2017","Sonstige","1320","","",""
"Untermieter","2017","1-Pers.- Haushalt","214","","",""
"Untermieter","2017","(Ehe-)Paar ohne Kind(er)","148","","",""
"Untermieter","2017","Alleinerziehende","46","0.012657257833672","0.00940796093205493","0.0159065547352891"
"Untermieter","2017","Paar mit Kind(ern)","414","0.0129683000838628","0.0116201214163911","0.0143164787513345"
"Untermieter","2017","Sonstige","121","","",""
"Eigentuemer","2017","1-Pers.- Haushalt","1018","","",""
"Eigentuemer","2017","(Ehe-)Paar ohne Kind(er)","5058","0.598166509601735","0.588232213595071","0.608100805608399"
"Eigentuemer","2017","Alleinerziehende","1049","","",""
"Eigentuemer","2017","Paar mit Kind(ern)","11783","","",""
"Eigentuemer","2017","Sonstige","542","0.43603838370526","0.414212397933202","0.457864369477318"
"Altersheim/Seniorenwohnheim","2017","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2017","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2017","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2017","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2017","Sonstige","","","",""
"Mieter","2017","1-Pers.- Haushalt","","","",""
"Mieter","2017","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2017","Alleinerziehende","","","",""
"Mieter","2017","Paar mit Kind(ern)","","","",""
"Mieter","2017","Sonstige","","","",""
"Hauptmieter","2018","1-Pers.- Haushalt","3277","0.642214219120251","0.628146225633832","0.65628221260667"
"Hauptmieter","2018","(Ehe-)Paar ohne Kind(er)","4214","0.389247388938939","0.379325603458542","0.399169174419336"
"Hauptmieter","2018","Alleinerziehende","3632","0.685377422170088","0.672074758534823","0.698680085805353"
"Hauptmieter","2018","Paar mit Kind(ern)","16147","","",""
"Hauptmieter","2018","Sonstige","1626","","",""
"Untermieter","2018","1-Pers.- Haushalt","174","","",""
"Untermieter","2018","(Ehe-)Paar ohne Kind(er)","136","","",""
"Untermieter","2018","Alleinerziehende","68","0.0214381216666253","0.0172889033861545","0.0255873399470961"
"Untermieter","2018","Paar mit Kind(ern)","327","0.0100812132991401","0.00889995919863201","0.0112624673996482"
"Untermieter","2018","Sonstige","105","","",""
"Eigentuemer","2018","1-Pers.- Haushalt","1008","","",""
"Eigentuemer","2018","(Ehe-)Paar ohne Kind(er)","4927","0.594586708176276","0.584595893512476","0.604577522840077"
"Eigentuemer","2018","Alleinerziehende","981","0.293184456163287","0.280143714638332","0.306225197688241"
"Eigentuemer","2018","Paar mit Kind(ern)","11000","","",""
"Eigentuemer","2018","Sonstige","520","0.457824328632647","0.437242697516612","0.478405959748681"
"Altersheim/Seniorenwohnheim","2018","1-Pers.- Haushalt","1","","",""
"Altersheim/Seniorenwohnheim","2018","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2018","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2018","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2018","Sonstige","","","",""
"Mieter","2018","1-Pers.- Haushalt","","","",""
"Mieter","2018","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2018","Alleinerziehende","","","",""
"Mieter","2018","Paar mit Kind(ern)","","","",""
"Mieter","2018","Sonstige","","","",""
"Hauptmieter","2019","1-Pers.- Haushalt","3248","0.628625896873635","0.614729445003329","0.642522348743941"
"Hauptmieter","2019","(Ehe-)Paar ohne Kind(er)","4232","0.390671590131266","0.381272440453999","0.400070739808532"
"Hauptmieter","2019","Alleinerziehende","3270","0.698797924658763","0.685132946997894","0.712462902319632"
"Hauptmieter","2019","Paar mit Kind(ern)","14503","","",""
"Hauptmieter","2019","Sonstige","1264","","",""
"Untermieter","2019","1-Pers.- Haushalt","206","","",""
"Untermieter","2019","(Ehe-)Paar ohne Kind(er)","150","","",""
"Untermieter","2019","Alleinerziehende","59","0.0234949009098102","0.0189833256191792","0.0280064762004412"
"Untermieter","2019","Paar mit Kind(ern)","505","0.00830641639155775","0.00723270307562414","0.00938012970749137"
"Untermieter","2019","Sonstige","88","0.0404420963121789","0.0315515249991655","0.0493326676251923"
"Eigentuemer","2019","1-Pers.- Haushalt","1190","","",""
"Eigentuemer","2019","(Ehe-)Paar ohne Kind(er)","5969","0.59782308145999","0.588376996503232","0.607269166416747"
"Eigentuemer","2019","Alleinerziehende","1001","","",""
"Eigentuemer","2019","Paar mit Kind(ern)","12440","","",""
"Eigentuemer","2019","Sonstige","534","0.432977188986874","0.410615221050521","0.455339156923227"
"Altersheim/Seniorenwohnheim","2019","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2019","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2019","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2019","Sonstige","","","",""
"Mieter","2019","1-Pers.- Haushalt","","","",""
"Mieter","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2019","Alleinerziehende","","","",""
"Mieter","2019","Paar mit Kind(ern)","","","",""
"Mieter","2019","Sonstige","","","",""
"Hauptmieter","2020","1-Pers.- Haushalt","4011","0.647969524094304","0.635266252080003","0.660672796108605"
"Hauptmieter","2020","(Ehe-)Paar ohne Kind(er)","4872","0.395443042036245","0.386042817908545","0.404843266163946"
"Hauptmieter","2020","Alleinerziehende","3247","0.678005012591852","0.664018406075806","0.691991619107898"
"Hauptmieter","2020","Paar mit Kind(ern)","16184","","",""
"Hauptmieter","2020","Sonstige","1605","","",""
"Untermieter","2020","1-Pers.- Haushalt","308","0.0348470264543955","0.0299691688821293","0.0397248840266617"
"Untermieter","2020","(Ehe-)Paar ohne Kind(er)","206","","",""
"Untermieter","2020","Alleinerziehende","88","0.0248892269371298","0.0202258123125014","0.0295526415617582"
"Untermieter","2020","Paar mit Kind(ern)","594","0.0117154448104944","0.010443346675913","0.0129875429450758"
"Untermieter","2020","Sonstige","199","","",""
"Eigentuemer","2020","1-Pers.- Haushalt","1111","","",""
"Eigentuemer","2020","(Ehe-)Paar ohne Kind(er)","5315","0.584572976046435","0.57509873637547","0.594047215717401"
"Eigentuemer","2020","Alleinerziehende","952","0.297105760471018","0.283426208382285","0.310785312559752"
"Eigentuemer","2020","Paar mit Kind(ern)","10707","","",""
"Eigentuemer","2020","Sonstige","532","0.459624146364539","0.439414390964981","0.479833901764096"
"Altersheim/Seniorenwohnheim","2020","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2020","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2020","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2020","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2020","Sonstige","","","",""
"Mieter","2020","1-Pers.- Haushalt","","","",""
"Mieter","2020","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2020","Alleinerziehende","","","",""
"Mieter","2020","Paar mit Kind(ern)","","","",""
"Mieter","2020","Sonstige","","","",""
