"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Eigentümer","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","1986","Hessen","Westdeutschland","153","0.385795042852206","0.343127457199467","0.428462628504945"
"Eigentümer","1986","Hessen","Ostdeutschland","","","",""
"Eigentümer","1986","Rheinland-Pfalz,Saarland","Westdeutschland","181","0.519396468523775","0.467423575804658","0.571369361242892"
"Eigentümer","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","1986","Baden-Württemberg","Westdeutschland","348","0.491658806623832","0.458924462053803","0.52439315119386"
"Eigentümer","1986","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","1986","Bayern","Westdeutschland","367","0.455745626308518","0.42192452004404","0.489566732572997"
"Eigentümer","1986","Bayern","Ostdeutschland","","","",""
"Eigentümer","1986","Saarland","Westdeutschland","","","",""
"Eigentümer","1986","Saarland","Ostdeutschland","","","",""
"Eigentümer","1986","Berlin","Westdeutschland","16","","",""
"Eigentümer","1986","Berlin","Ostdeutschland","","","",""
"Eigentümer","1986","Brandenburg","Westdeutschland","","","",""
"Eigentümer","1986","Brandenburg","Ostdeutschland","","","",""
"Eigentümer","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Eigentümer","1986","Sachsen","Westdeutschland","","","",""
"Eigentümer","1986","Sachsen","Ostdeutschland","","","",""
"Eigentümer","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Eigentümer","1986","Thüringen","Westdeutschland","","","",""
"Eigentümer","1986","Thüringen","Ostdeutschland","","","",""
"Altersheim","1986","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","1986","Hamburg","Westdeutschland","","","",""
"Altersheim","1986","Hamburg","Ostdeutschland","","","",""
"Altersheim","1986","Niedersachsen","Westdeutschland","","","",""
"Altersheim","1986","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","1986","Bremen","Westdeutschland","","","",""
"Altersheim","1986","Bremen","Ostdeutschland","","","",""
"Altersheim","1986","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","1986","Hessen","Westdeutschland","","","",""
"Altersheim","1986","Hessen","Ostdeutschland","","","",""
"Altersheim","1986","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","1986","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","1986","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","1986","Bayern","Westdeutschland","","","",""
"Altersheim","1986","Bayern","Ostdeutschland","","","",""
"Altersheim","1986","Saarland","Westdeutschland","","","",""
"Altersheim","1986","Saarland","Ostdeutschland","","","",""
"Altersheim","1986","Berlin","Westdeutschland","","","",""
"Altersheim","1986","Berlin","Ostdeutschland","","","",""
"Altersheim","1986","Brandenburg","Westdeutschland","","","",""
"Altersheim","1986","Brandenburg","Ostdeutschland","","","",""
"Altersheim","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","1986","Sachsen","Westdeutschland","","","",""
"Altersheim","1986","Sachsen","Ostdeutschland","","","",""
"Altersheim","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","1986","Thüringen","Westdeutschland","","","",""
"Altersheim","1986","Thüringen","Ostdeutschland","","","",""
"Mieter","1986","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","1986","Hamburg","Westdeutschland","","","",""
"Mieter","1986","Hamburg","Ostdeutschland","","","",""
"Mieter","1986","Niedersachsen","Westdeutschland","","","",""
"Mieter","1986","Niedersachsen","Ostdeutschland","","","",""
"Mieter","1986","Bremen","Westdeutschland","","","",""
"Mieter","1986","Bremen","Ostdeutschland","","","",""
"Mieter","1986","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","1986","Hessen","Westdeutschland","","","",""
"Mieter","1986","Hessen","Ostdeutschland","","","",""
"Mieter","1986","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","1986","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","1986","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","1986","Bayern","Westdeutschland","","","",""
"Mieter","1986","Bayern","Ostdeutschland","","","",""
"Mieter","1986","Saarland","Westdeutschland","","","",""
"Mieter","1986","Saarland","Ostdeutschland","","","",""
"Mieter","1986","Berlin","Westdeutschland","","","",""
"Mieter","1986","Berlin","Ostdeutschland","","","",""
"Mieter","1986","Brandenburg","Westdeutschland","","","",""
"Mieter","1986","Brandenburg","Ostdeutschland","","","",""
"Mieter","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","1986","Sachsen","Westdeutschland","","","",""
"Mieter","1986","Sachsen","Ostdeutschland","","","",""
"Mieter","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","1986","Thüringen","Westdeutschland","","","",""
"Mieter","1986","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","1987","Schleswig-Holstein","Westdeutschland","73","0.437903810588367","0.36173994611595","0.514067675060784"
"Hauptmieter","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","1987","Hamburg","Westdeutschland","102","0.819342219812152","0.753206297154276","0.885478142470028"
"Hauptmieter","1987","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","1987","Niedersachsen","Westdeutschland","270","0.538111015555218","0.494969623731264","0.581252407379173"
"Hauptmieter","1987","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","1987","Bremen","Westdeutschland","45","0.797308832100438","0.694731172690764","0.899886491510112"
"Hauptmieter","1987","Bremen","Ostdeutschland","","","",""
"Hauptmieter","1987","Nordrhein-Westfalen","Westdeutschland","906","0.658654533727661","0.63336113915298","0.683947928302342"
"Hauptmieter","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","1987","Hessen","Westdeutschland","320","0.571941807569282","0.528131391326961","0.615752223811604"
"Hauptmieter","1987","Hessen","Ostdeutschland","","","",""
"Hauptmieter","1987","Rheinland-Pfalz,Saarland","Westdeutschland","156","0.434632756844811","0.382847837078858","0.486417676610764"
"Hauptmieter","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","1987","Baden-Württemberg","Westdeutschland","515","0.492163914338419","0.459281910865587","0.525045917811251"
"Hauptmieter","1987","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","1987","Bayern","Westdeutschland","445","0.516669615556077","0.482611246573461","0.550727984538694"
"Hauptmieter","1987","Bayern","Ostdeutschland","","","",""
"Hauptmieter","1987","Saarland","Westdeutschland","","","",""
"Hauptmieter","1987","Saarland","Ostdeutschland","","","",""
"Hauptmieter","1987","Berlin","Westdeutschland","177","0.88824359632836","0.844358430138638","0.932128762518082"
"Hauptmieter","1987","Berlin","Ostdeutschland","","","",""
"Hauptmieter","1987","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","1987","Brandenburg","Ostdeutschland","","","",""
"Hauptmieter","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Hauptmieter","1987","Sachsen","Westdeutschland","","","",""
"Hauptmieter","1987","Sachsen","Ostdeutschland","","","",""
"Hauptmieter","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Hauptmieter","1987","Thüringen","Westdeutschland","","","",""
"Hauptmieter","1987","Thüringen","Ostdeutschland","","","",""
"Untermieter","1987","Schleswig-Holstein","Westdeutschland","4","","",""
"Untermieter","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","1987","Hamburg","Westdeutschland","4","","",""
"Untermieter","1987","Hamburg","Ostdeutschland","","","",""
"Untermieter","1987","Niedersachsen","Westdeutschland","13","","",""
"Untermieter","1987","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","1987","Bremen","Westdeutschland","","","",""
"Untermieter","1987","Bremen","Ostdeutschland","","","",""
"Untermieter","1987","Nordrhein-Westfalen","Westdeutschland","29","","",""
"Untermieter","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","1987","Hessen","Westdeutschland","14","","",""
"Untermieter","1987","Hessen","Ostdeutschland","","","",""
"Untermieter","1987","Rheinland-Pfalz,Saarland","Westdeutschland","11","","",""
"Untermieter","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","1987","Baden-Württemberg","Westdeutschland","29","","",""
"Untermieter","1987","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","1987","Bayern","Westdeutschland","22","","",""
"Untermieter","1987","Bayern","Ostdeutschland","","","",""
"Untermieter","1987","Saarland","Westdeutschland","","","",""
"Untermieter","1987","Saarland","Ostdeutschland","","","",""
"Untermieter","1987","Berlin","Westdeutschland","5","","",""
"Untermieter","1987","Berlin","Ostdeutschland","","","",""
"Untermieter","1987","Brandenburg","Westdeutschland","","","",""
"Untermieter","1987","Brandenburg","Ostdeutschland","","","",""
"Untermieter","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Untermieter","1987","Sachsen","Westdeutschland","","","",""
"Untermieter","1987","Sachsen","Ostdeutschland","","","",""
"Untermieter","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Untermieter","1987","Thüringen","Westdeutschland","","","",""
"Untermieter","1987","Thüringen","Ostdeutschland","","","",""
"Eigentümer","1987","Schleswig-Holstein","Westdeutschland","86","0.52766019678656","0.451019626352517","0.604300767220603"
"Eigentümer","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","1987","Hamburg","Westdeutschland","24","","",""
"Eigentümer","1987","Hamburg","Ostdeutschland","","","",""
"Eigentümer","1987","Niedersachsen","Westdeutschland","230","0.439628162994579","0.396677456521279","0.482578869467879"
"Eigentümer","1987","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","1987","Bremen","Westdeutschland","14","","",""
"Eigentümer","1987","Bremen","Ostdeutschland","","","",""
"Eigentümer","1987","Nordrhein-Westfalen","Westdeutschland","415","0.318341388451012","0.293492256475828","0.343190520426195"
"Eigentümer","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","1987","Hessen","Westdeutschland","156","0.394948510191461","0.351665599524706","0.438231420858216"
"Eigentümer","1987","Hessen","Ostdeutschland","","","",""
"Eigentümer","1987","Rheinland-Pfalz,Saarland","Westdeutschland","185","0.524734720968161","0.472565457660254","0.576903984276068"
"Eigentümer","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","1987","Baden-Württemberg","Westdeutschland","344","0.476144053353943","0.443295463575593","0.508992643132294"
"Eigentümer","1987","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","1987","Bayern","Westdeutschland","360","0.451911910923522","0.417992569425963","0.485831252421081"
"Eigentümer","1987","Bayern","Ostdeutschland","","","",""
"Eigentümer","1987","Saarland","Westdeutschland","","","",""
"Eigentümer","1987","Saarland","Ostdeutschland","","","",""
"Eigentümer","1987","Berlin","Westdeutschland","16","","",""
"Eigentümer","1987","Berlin","Ostdeutschland","","","",""
"Eigentümer","1987","Brandenburg","Westdeutschland","","","",""
"Eigentümer","1987","Brandenburg","Ostdeutschland","","","",""
"Eigentümer","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Eigentümer","1987","Sachsen","Westdeutschland","","","",""
"Eigentümer","1987","Sachsen","Ostdeutschland","","","",""
"Eigentümer","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Eigentümer","1987","Thüringen","Westdeutschland","","","",""
"Eigentümer","1987","Thüringen","Ostdeutschland","","","",""
"Altersheim","1987","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","1987","Hamburg","Westdeutschland","","","",""
"Altersheim","1987","Hamburg","Ostdeutschland","","","",""
"Altersheim","1987","Niedersachsen","Westdeutschland","","","",""
"Altersheim","1987","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","1987","Bremen","Westdeutschland","","","",""
"Altersheim","1987","Bremen","Ostdeutschland","","","",""
"Altersheim","1987","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","1987","Hessen","Westdeutschland","","","",""
"Altersheim","1987","Hessen","Ostdeutschland","","","",""
"Altersheim","1987","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","1987","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","1987","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","1987","Bayern","Westdeutschland","","","",""
"Altersheim","1987","Bayern","Ostdeutschland","","","",""
"Altersheim","1987","Saarland","Westdeutschland","","","",""
"Altersheim","1987","Saarland","Ostdeutschland","","","",""
"Altersheim","1987","Berlin","Westdeutschland","","","",""
"Altersheim","1987","Berlin","Ostdeutschland","","","",""
"Altersheim","1987","Brandenburg","Westdeutschland","","","",""
"Altersheim","1987","Brandenburg","Ostdeutschland","","","",""
"Altersheim","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","1987","Sachsen","Westdeutschland","","","",""
"Altersheim","1987","Sachsen","Ostdeutschland","","","",""
"Altersheim","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","1987","Thüringen","Westdeutschland","","","",""
"Altersheim","1987","Thüringen","Ostdeutschland","","","",""
"Mieter","1987","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","1987","Hamburg","Westdeutschland","","","",""
"Mieter","1987","Hamburg","Ostdeutschland","","","",""
"Mieter","1987","Niedersachsen","Westdeutschland","","","",""
"Mieter","1987","Niedersachsen","Ostdeutschland","","","",""
"Mieter","1987","Bremen","Westdeutschland","","","",""
"Mieter","1987","Bremen","Ostdeutschland","","","",""
"Mieter","1987","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","1987","Hessen","Westdeutschland","","","",""
"Mieter","1987","Hessen","Ostdeutschland","","","",""
"Mieter","1987","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","1987","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","1987","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","1987","Bayern","Westdeutschland","","","",""
"Mieter","1987","Bayern","Ostdeutschland","","","",""
"Mieter","1987","Saarland","Westdeutschland","","","",""
"Mieter","1987","Saarland","Ostdeutschland","","","",""
"Mieter","1987","Berlin","Westdeutschland","","","",""
"Mieter","1987","Berlin","Ostdeutschland","","","",""
"Mieter","1987","Brandenburg","Westdeutschland","","","",""
"Mieter","1987","Brandenburg","Ostdeutschland","","","",""
"Mieter","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","1987","Sachsen","Westdeutschland","","","",""
"Mieter","1987","Sachsen","Ostdeutschland","","","",""
"Mieter","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
