"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Hauptmieter","2017","Nordrhein-Westfalen","Ländlicher Raum","47","0.469220168384639","0.361204512640529","0.57723582412875"
"Hauptmieter","2017","Hessen","Städtischer Raum","572","0.537935029659727","0.506364506976814","0.56950555234264"
"Hauptmieter","2017","Hessen","Ländlicher Raum","140","0.508440746735531","0.446593646496275","0.570287846974787"
"Hauptmieter","2017","Rheinland-Pfalz,Saarland","Städtischer Raum","414","0.427557422505072","0.392816403596051","0.462298441414093"
"Hauptmieter","2017","Rheinland-Pfalz,Saarland","Ländlicher Raum","109","0.456016817951016","0.392201736370391","0.51983189953164"
"Hauptmieter","2017","Baden-Württemberg","Städtischer Raum","883","0.437103052050973","0.413729139984356","0.46047696411759"
"Hauptmieter","2017","Baden-Württemberg","Ländlicher Raum","98","0.300318920591058","0.239607912292978","0.361029928889137"
"Hauptmieter","2017","Bayern","Städtischer Raum","706","0.512788058342045","0.484740433528501","0.54083568315559"
"Hauptmieter","2017","Bayern","Ländlicher Raum","720","0.415633265914444","0.390448399761401","0.440818132067488"
"Hauptmieter","2017","Saarland","Städtischer Raum","","","",""
"Hauptmieter","2017","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","2017","Berlin","Städtischer Raum","564","0.773695304892617","0.74300291206999","0.804387697715244"
"Hauptmieter","2017","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","2017","Brandenburg","Städtischer Raum","46","0.768798747650365","0.660297303430934","0.877300191869796"
"Hauptmieter","2017","Brandenburg","Ländlicher Raum","357","0.502845137264093","0.464138802411294","0.541551472116892"
"Hauptmieter","2017","Mecklenburg-Vorpommern","Städtischer Raum","56","0.894157325992241","0.816956749263542","0.97135790272094"
"Hauptmieter","2017","Mecklenburg-Vorpommern","Ländlicher Raum","203","0.57323439959714","0.520110885059584","0.626357914134697"
"Hauptmieter","2017","Sachsen","Städtischer Raum","424","0.688766573962409","0.651279768624837","0.726253379299982"
"Hauptmieter","2017","Sachsen","Ländlicher Raum","248","0.554783698971792","0.509995366321393","0.599572031622191"
"Hauptmieter","2017","Sachsen-Anhalt","Städtischer Raum","109","0.789134397156837","0.721563072769584","0.856705721544089"
"Hauptmieter","2017","Sachsen-Anhalt","Ländlicher Raum","258","0.498108152760635","0.453425139940989","0.542791165580281"
"Hauptmieter","2017","Thüringen","Städtischer Raum","130","0.624333441992898","0.556705753286085","0.69196113069971"
"Hauptmieter","2017","Thüringen","Ländlicher Raum","209","0.465254712400563","0.418435541388051","0.512073883413075"
"Untermieter","2017","Schleswig-Holstein","Städtischer Raum","6","","",""
"Untermieter","2017","Schleswig-Holstein","Ländlicher Raum","8","","",""
"Untermieter","2017","Hamburg","Städtischer Raum","8","","",""
"Untermieter","2017","Hamburg","Ländlicher Raum","","","",""
"Untermieter","2017","Niedersachsen","Städtischer Raum","20","","",""
"Untermieter","2017","Niedersachsen","Ländlicher Raum","23","","",""
"Untermieter","2017","Bremen","Städtischer Raum","9","","",""
"Untermieter","2017","Bremen","Ländlicher Raum","","","",""
"Untermieter","2017","Nordrhein-Westfalen","Städtischer Raum","63","0.0176468881250544","0.0132686330193799","0.0220251432307288"
"Untermieter","2017","Nordrhein-Westfalen","Ländlicher Raum","1","","",""
"Untermieter","2017","Hessen","Städtischer Raum","23","","",""
"Untermieter","2017","Hessen","Ländlicher Raum","5","","",""
"Untermieter","2017","Rheinland-Pfalz,Saarland","Städtischer Raum","23","","",""
"Untermieter","2017","Rheinland-Pfalz,Saarland","Ländlicher Raum","3","","",""
"Untermieter","2017","Baden-Württemberg","Städtischer Raum","41","0.0266482518872514","0.0190590814125408","0.0342374223619619"
"Untermieter","2017","Baden-Württemberg","Ländlicher Raum","4","","",""
"Untermieter","2017","Bayern","Städtischer Raum","27","","",""
"Untermieter","2017","Bayern","Ländlicher Raum","42","0.0339836503148148","0.0247245453763262","0.0432427552533034"
"Untermieter","2017","Saarland","Städtischer Raum","","","",""
"Untermieter","2017","Saarland","Ländlicher Raum","","","",""
"Untermieter","2017","Berlin","Städtischer Raum","35","0.0373155683048888","0.0234132896397612","0.0512178469700165"
"Untermieter","2017","Berlin","Ländlicher Raum","","","",""
"Untermieter","2017","Brandenburg","Städtischer Raum","1","","",""
"Untermieter","2017","Brandenburg","Ländlicher Raum","15","","",""
"Untermieter","2017","Mecklenburg-Vorpommern","Städtischer Raum","1","","",""
"Untermieter","2017","Mecklenburg-Vorpommern","Ländlicher Raum","8","","",""
"Untermieter","2017","Sachsen","Städtischer Raum","12","","",""
"Untermieter","2017","Sachsen","Ländlicher Raum","15","","",""
"Untermieter","2017","Sachsen-Anhalt","Städtischer Raum","5","","",""
"Untermieter","2017","Sachsen-Anhalt","Ländlicher Raum","12","","",""
"Untermieter","2017","Thüringen","Städtischer Raum","9","","",""
"Untermieter","2017","Thüringen","Ländlicher Raum","17","","",""
"Eigentümer","2017","Schleswig-Holstein","Städtischer Raum","72","0.398600052688789","0.338856835361573","0.458343270016005"
"Eigentümer","2017","Schleswig-Holstein","Ländlicher Raum","210","0.59339419006376","0.546967010833389","0.63982136929413"
"Eigentümer","2017","Hamburg","Städtischer Raum","84","0.301193580586504","0.251315732383598","0.35107142878941"
"Eigentümer","2017","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","2017","Niedersachsen","Städtischer Raum","310","0.483427974798487","0.448492379427949","0.518363570169024"
"Eigentümer","2017","Niedersachsen","Ländlicher Raum","502","0.575970767910276","0.544741724968039","0.607199810852512"
"Eigentümer","2017","Bremen","Städtischer Raum","45","0.37475137815993","0.304426273377321","0.445076482942538"
"Eigentümer","2017","Bremen","Ländlicher Raum","","","",""
"Eigentümer","2017","Nordrhein-Westfalen","Städtischer Raum","1368","0.459297874192039","0.442726465044832","0.475869283339247"
"Eigentümer","2017","Nordrhein-Westfalen","Ländlicher Raum","34","0.519411454139238","0.411272134221606","0.627550774056871"
"Eigentümer","2017","Hessen","Städtischer Raum","363","0.4424294406781","0.410978237595334","0.473880643760866"
"Eigentümer","2017","Hessen","Ländlicher Raum","106","0.477062493010139","0.415271700834725","0.538853285185554"
"Eigentümer","2017","Rheinland-Pfalz,Saarland","Städtischer Raum","342","0.54319148723494","0.508211235219663","0.578171739250217"
"Eigentümer","2017","Rheinland-Pfalz,Saarland","Ländlicher Raum","122","0.507155854678204","0.443098988967695","0.571212720388713"
"Eigentümer","2017","Baden-Württemberg","Städtischer Raum","806","0.536248696061776","0.512749622763853","0.559747769359698"
"Eigentümer","2017","Baden-Württemberg","Ländlicher Raum","117","0.686462761272551","0.625018816561678","0.747906705983424"
"Eigentümer","2017","Bayern","Städtischer Raum","487","0.454714576783013","0.426773087003011","0.482656066563015"
"Eigentümer","2017","Bayern","Ländlicher Raum","709","0.550383083770741","0.524961909108162","0.57580425843332"
"Eigentümer","2017","Saarland","Städtischer Raum","","","",""
"Eigentümer","2017","Saarland","Ländlicher Raum","","","",""
"Eigentümer","2017","Berlin","Städtischer Raum","115","0.188989126802494","0.16027267796298","0.217705575642009"
"Eigentümer","2017","Berlin","Ländlicher Raum","","","",""
"Eigentümer","2017","Brandenburg","Städtischer Raum","11","","",""
"Eigentümer","2017","Brandenburg","Ländlicher Raum","269","0.471197605914164","0.43255491865048","0.509840293177847"
"Eigentümer","2017","Mecklenburg-Vorpommern","Städtischer Raum","4","","",""
"Eigentümer","2017","Mecklenburg-Vorpommern","Ländlicher Raum","122","0.38118664333693","0.329022191123776","0.433351095550083"
"Eigentümer","2017","Sachsen","Städtischer Raum","150","0.276910447841331","0.24068072620246","0.313140169480201"
"Eigentümer","2017","Sachsen","Ländlicher Raum","210","0.41391771418415","0.369530915369977","0.458304512998323"
"Eigentümer","2017","Sachsen-Anhalt","Städtischer Raum","26","","",""
"Eigentümer","2017","Sachsen-Anhalt","Ländlicher Raum","211","0.468900617552634","0.424303801538093","0.513497433567175"
"Eigentümer","2017","Thüringen","Städtischer Raum","58","0.332062967403108","0.26629824948837","0.397827685317847"
"Eigentümer","2017","Thüringen","Ländlicher Raum","210","0.476380934496896","0.429500701872126","0.523261167121666"
"Altersheim","2017","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","2017","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","2017","Hamburg","Städtischer Raum","","","",""
"Altersheim","2017","Hamburg","Ländlicher Raum","","","",""
"Altersheim","2017","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","2017","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","2017","Bremen","Städtischer Raum","","","",""
"Altersheim","2017","Bremen","Ländlicher Raum","","","",""
"Altersheim","2017","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","2017","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","2017","Hessen","Städtischer Raum","","","",""
"Altersheim","2017","Hessen","Ländlicher Raum","","","",""
"Altersheim","2017","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","2017","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","2017","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","2017","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","2017","Bayern","Städtischer Raum","","","",""
"Altersheim","2017","Bayern","Ländlicher Raum","","","",""
"Altersheim","2017","Saarland","Städtischer Raum","","","",""
"Altersheim","2017","Saarland","Ländlicher Raum","","","",""
"Altersheim","2017","Berlin","Städtischer Raum","","","",""
"Altersheim","2017","Berlin","Ländlicher Raum","","","",""
"Altersheim","2017","Brandenburg","Städtischer Raum","","","",""
"Altersheim","2017","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","2017","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","2017","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","2017","Sachsen","Städtischer Raum","","","",""
"Altersheim","2017","Sachsen","Ländlicher Raum","","","",""
"Altersheim","2017","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","2017","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","2017","Thüringen","Städtischer Raum","","","",""
"Altersheim","2017","Thüringen","Ländlicher Raum","","","",""
"Mieter","2017","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","2017","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","2017","Hamburg","Städtischer Raum","","","",""
"Mieter","2017","Hamburg","Ländlicher Raum","","","",""
"Mieter","2017","Niedersachsen","Städtischer Raum","","","",""
"Mieter","2017","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","2017","Bremen","Städtischer Raum","","","",""
"Mieter","2017","Bremen","Ländlicher Raum","","","",""
"Mieter","2017","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","2017","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","2017","Hessen","Städtischer Raum","","","",""
"Mieter","2017","Hessen","Ländlicher Raum","","","",""
"Mieter","2017","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","2017","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","2017","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","2017","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","2017","Bayern","Städtischer Raum","","","",""
"Mieter","2017","Bayern","Ländlicher Raum","","","",""
"Mieter","2017","Saarland","Städtischer Raum","","","",""
"Mieter","2017","Saarland","Ländlicher Raum","","","",""
"Mieter","2017","Berlin","Städtischer Raum","","","",""
"Mieter","2017","Berlin","Ländlicher Raum","","","",""
"Mieter","2017","Brandenburg","Städtischer Raum","","","",""
"Mieter","2017","Brandenburg","Ländlicher Raum","","","",""
"Mieter","2017","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","2017","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","2017","Sachsen","Städtischer Raum","","","",""
"Mieter","2017","Sachsen","Ländlicher Raum","","","",""
"Mieter","2017","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","2017","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","2017","Thüringen","Städtischer Raum","","","",""
"Mieter","2017","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","2018","Schleswig-Holstein","Städtischer Raum","195","0.523251933497066","0.464957991035982","0.581545875958149"
"Hauptmieter","2018","Schleswig-Holstein","Ländlicher Raum","203","0.426789717502785","0.378074521076563","0.475504913929007"
"Hauptmieter","2018","Hamburg","Städtischer Raum","281","0.720254640428464","0.674141799696709","0.766367481160219"
"Hauptmieter","2018","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","2018","Niedersachsen","Städtischer Raum","493","0.503436850783065","0.468724927707367","0.538148773858764"
"Hauptmieter","2018","Niedersachsen","Ländlicher Raum","502","0.414498556960675","0.384010965170821","0.444986148750529"
"Hauptmieter","2018","Bremen","Städtischer Raum","128","0.578499652986369","0.506955678017616","0.650043627955122"
"Hauptmieter","2018","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","2018","Nordrhein-Westfalen","Städtischer Raum","2311","0.535134551621223","0.519041810008408","0.551227293234037"
"Hauptmieter","2018","Nordrhein-Westfalen","Ländlicher Raum","43","0.509293622784507","0.396901398801333","0.621685846767681"
"Hauptmieter","2018","Hessen","Städtischer Raum","612","0.490439689462391","0.459076964941739","0.521802413983043"
"Hauptmieter","2018","Hessen","Ländlicher Raum","153","0.529875542436669","0.468736100806536","0.591014984066802"
"Hauptmieter","2018","Rheinland-Pfalz,Saarland","Städtischer Raum","470","0.417654325010256","0.383878570543238","0.451430079477275"
"Hauptmieter","2018","Rheinland-Pfalz,Saarland","Ländlicher Raum","122","0.42616219101649","0.364365876400317","0.487958505632663"
"Hauptmieter","2018","Baden-Württemberg","Städtischer Raum","882","0.436144519244985","0.412466397393375","0.459822641096596"
"Hauptmieter","2018","Baden-Württemberg","Ländlicher Raum","88","0.33681738881376","0.27131654260422","0.402318235023301"
"Hauptmieter","2018","Bayern","Städtischer Raum","731","0.517532563610705","0.489389014568272","0.545676112653138"
"Hauptmieter","2018","Bayern","Ländlicher Raum","715","0.414022224996121","0.388537817539779","0.439506632452463"
"Hauptmieter","2018","Saarland","Städtischer Raum","","","",""
"Hauptmieter","2018","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","2018","Berlin","Städtischer Raum","642","0.78141675513749","0.752524156011541","0.810309354263439"
"Hauptmieter","2018","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","2018","Brandenburg","Städtischer Raum","56","0.784535308026861","0.68608773980584","0.882982876247883"
"Hauptmieter","2018","Brandenburg","Ländlicher Raum","389","0.467126113074276","0.429005099761142","0.505247126387411"
"Hauptmieter","2018","Mecklenburg-Vorpommern","Städtischer Raum","63","0.890478450969556","0.816252609344816","0.964704292594296"
"Hauptmieter","2018","Mecklenburg-Vorpommern","Ländlicher Raum","224","0.589213902135853","0.53774571230408","0.640682091967626"
"Hauptmieter","2018","Sachsen","Städtischer Raum","441","0.707842444184786","0.671394388945538","0.744290499424035"
"Hauptmieter","2018","Sachsen","Ländlicher Raum","247","0.564391475566707","0.519178247941485","0.609604703191928"
"Hauptmieter","2018","Sachsen-Anhalt","Städtischer Raum","127","0.777157467110246","0.711216406104034","0.843098528116458"
"Hauptmieter","2018","Sachsen-Anhalt","Ländlicher Raum","255","0.510089734824327","0.464847585247773","0.55533188440088"
"Hauptmieter","2018","Thüringen","Städtischer Raum","166","0.660095107272004","0.598202497323546","0.721987717220462"
"Hauptmieter","2018","Thüringen","Ländlicher Raum","213","0.488264449361588","0.440572814294458","0.535956084428719"
"Untermieter","2018","Schleswig-Holstein","Städtischer Raum","8","","",""
"Untermieter","2018","Schleswig-Holstein","Ländlicher Raum","3","","",""
