"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mieter","2014","Bayern","Städtischer Raum","","","",""
"Mieter","2014","Bayern","Ländlicher Raum","","","",""
"Mieter","2014","Saarland","Städtischer Raum","","","",""
"Mieter","2014","Saarland","Ländlicher Raum","","","",""
"Mieter","2014","Berlin","Städtischer Raum","","","",""
"Mieter","2014","Berlin","Ländlicher Raum","","","",""
"Mieter","2014","Brandenburg","Städtischer Raum","","","",""
"Mieter","2014","Brandenburg","Ländlicher Raum","","","",""
"Mieter","2014","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","2014","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","2014","Sachsen","Städtischer Raum","","","",""
"Mieter","2014","Sachsen","Ländlicher Raum","","","",""
"Mieter","2014","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","2014","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","2014","Thüringen","Städtischer Raum","","","",""
"Mieter","2014","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","2015","Schleswig-Holstein","Städtischer Raum","98","0.664401663853787","0.589823276907513","0.738980050800061"
"Hauptmieter","2015","Schleswig-Holstein","Ländlicher Raum","191","0.381857196879984","0.333945181232302","0.429769212527666"
"Hauptmieter","2015","Hamburg","Städtischer Raum","207","0.701648434031832","0.648342100262634","0.754954767801031"
"Hauptmieter","2015","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","2015","Niedersachsen","Städtischer Raum","338","0.487938058261477","0.448781499198606","0.527094617324349"
"Hauptmieter","2015","Niedersachsen","Ländlicher Raum","377","0.405918790428962","0.373250176060395","0.438587404797529"
"Hauptmieter","2015","Bremen","Städtischer Raum","73","0.624867607348784","0.53713895669647","0.712596258001098"
"Hauptmieter","2015","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","2015","Nordrhein-Westfalen","Städtischer Raum","1841","0.53864788565918","0.521247661504651","0.556048109813709"
"Hauptmieter","2015","Nordrhein-Westfalen","Ländlicher Raum","25","","",""
"Hauptmieter","2015","Hessen","Städtischer Raum","511","0.496531665851301","0.464046360721161","0.529016970981442"
"Hauptmieter","2015","Hessen","Ländlicher Raum","108","0.470569801012974","0.404312120930391","0.536827481095556"
"Hauptmieter","2015","Rheinland-Pfalz,Saarland","Städtischer Raum","332","0.44992821891571","0.412591409502919","0.4872650283285"
"Hauptmieter","2015","Rheinland-Pfalz,Saarland","Ländlicher Raum","98","0.430804647901603","0.368155764803784","0.493453530999423"
"Hauptmieter","2015","Baden-Württemberg","Städtischer Raum","805","0.441944649334425","0.417902062535867","0.465987236132982"
"Hauptmieter","2015","Baden-Württemberg","Ländlicher Raum","70","0.419904369104755","0.349166449720937","0.490642288488574"
"Hauptmieter","2015","Bayern","Städtischer Raum","709","0.520523152395453","0.492443925263318","0.548602379527589"
"Hauptmieter","2015","Bayern","Ländlicher Raum","634","0.446543571444208","0.420218991719745","0.472868151168671"
"Hauptmieter","2015","Saarland","Städtischer Raum","","","",""
"Hauptmieter","2015","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","2015","Berlin","Städtischer Raum","517","0.766788486915776","0.734279442955493","0.799297530876059"
"Hauptmieter","2015","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","2015","Brandenburg","Städtischer Raum","42","0.81335183139076","0.704257762004986","0.922445900776535"
"Hauptmieter","2015","Brandenburg","Ländlicher Raum","287","0.506885566351121","0.46540355449459","0.548367578207652"
"Hauptmieter","2015","Mecklenburg-Vorpommern","Städtischer Raum","42","0.920080145442186","0.840851541014663","0.99930874986971"
"Hauptmieter","2015","Mecklenburg-Vorpommern","Ländlicher Raum","191","0.626210912999301","0.572003210286386","0.680418615712216"
"Hauptmieter","2015","Sachsen","Städtischer Raum","369","0.71808804723691","0.678846330744778","0.757329763729041"
"Hauptmieter","2015","Sachsen","Ländlicher Raum","211","0.579746669101299","0.53208445686455","0.627408881338049"
"Hauptmieter","2015","Sachsen-Anhalt","Städtischer Raum","109","0.855958595490933","0.796506694718268","0.915410496263598"
"Hauptmieter","2015","Sachsen-Anhalt","Ländlicher Raum","212","0.503751919645293","0.455473031484086","0.5520308078065"
"Hauptmieter","2015","Thüringen","Städtischer Raum","133","0.693985616268815","0.628801222408917","0.759170010128713"
"Hauptmieter","2015","Thüringen","Ländlicher Raum","191","0.514873403696695","0.46514437234897","0.564602435044421"
"Untermieter","2015","Schleswig-Holstein","Städtischer Raum","1","","",""
"Untermieter","2015","Schleswig-Holstein","Ländlicher Raum","8","","",""
"Untermieter","2015","Hamburg","Städtischer Raum","1","","",""
"Untermieter","2015","Hamburg","Ländlicher Raum","","","",""
"Untermieter","2015","Niedersachsen","Städtischer Raum","13","","",""
"Untermieter","2015","Niedersachsen","Ländlicher Raum","19","","",""
"Untermieter","2015","Bremen","Städtischer Raum","5","","",""
"Untermieter","2015","Bremen","Ländlicher Raum","","","",""
"Untermieter","2015","Nordrhein-Westfalen","Städtischer Raum","41","0.0181870638689352","0.0135228143372437","0.0228513134006267"
"Untermieter","2015","Nordrhein-Westfalen","Ländlicher Raum","2","","",""
"Untermieter","2015","Hessen","Städtischer Raum","23","","",""
"Untermieter","2015","Hessen","Ländlicher Raum","9","","",""
"Untermieter","2015","Rheinland-Pfalz,Saarland","Städtischer Raum","19","","",""
"Untermieter","2015","Rheinland-Pfalz,Saarland","Ländlicher Raum","6","","",""
"Untermieter","2015","Baden-Württemberg","Städtischer Raum","28","","",""
"Untermieter","2015","Baden-Württemberg","Ländlicher Raum","3","","",""
"Untermieter","2015","Bayern","Städtischer Raum","27","","",""
"Untermieter","2015","Bayern","Ländlicher Raum","18","","",""
"Untermieter","2015","Saarland","Städtischer Raum","","","",""
"Untermieter","2015","Saarland","Ländlicher Raum","","","",""
"Untermieter","2015","Berlin","Städtischer Raum","20","","",""
"Untermieter","2015","Berlin","Ländlicher Raum","","","",""
"Untermieter","2015","Brandenburg","Städtischer Raum","1","","",""
"Untermieter","2015","Brandenburg","Ländlicher Raum","15","","",""
"Untermieter","2015","Mecklenburg-Vorpommern","Städtischer Raum","1","","",""
"Untermieter","2015","Mecklenburg-Vorpommern","Ländlicher Raum","2","","",""
"Untermieter","2015","Sachsen","Städtischer Raum","8","","",""
"Untermieter","2015","Sachsen","Ländlicher Raum","10","","",""
"Untermieter","2015","Sachsen-Anhalt","Städtischer Raum","1","","",""
"Untermieter","2015","Sachsen-Anhalt","Ländlicher Raum","8","","",""
"Untermieter","2015","Thüringen","Städtischer Raum","4","","",""
"Untermieter","2015","Thüringen","Ländlicher Raum","11","","",""
"Eigentümer","2015","Schleswig-Holstein","Städtischer Raum","55","0.331777842950191","0.25741228234555","0.406143403554833"
"Eigentümer","2015","Schleswig-Holstein","Ländlicher Raum","196","0.592946159559435","0.544497350967975","0.641394968150895"
"Eigentümer","2015","Hamburg","Städtischer Raum","75","0.295461601944172","0.24230493630261","0.348618267585734"
"Eigentümer","2015","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","2015","Niedersachsen","Städtischer Raum","275","0.47842426462815","0.439292790107992","0.517555739148308"
"Eigentümer","2015","Niedersachsen","Ländlicher Raum","472","0.576688634901735","0.543819453437737","0.609557816365734"
"Eigentümer","2015","Bremen","Städtischer Raum","39","0.368070917962966","0.280682257250622","0.45545957867531"
"Eigentümer","2015","Bremen","Ländlicher Raum","","","",""
"Eigentümer","2015","Nordrhein-Westfalen","Städtischer Raum","1271","0.443165050471885","0.425825728937155","0.460504372006614"
"Eigentümer","2015","Nordrhein-Westfalen","Ländlicher Raum","28","","",""
"Eigentümer","2015","Hessen","Städtischer Raum","376","0.476820397092449","0.44436923831545","0.509271555869447"
"Eigentümer","2015","Hessen","Ländlicher Raum","101","0.48287958444921","0.416545749127627","0.549213419770793"
"Eigentümer","2015","Rheinland-Pfalz,Saarland","Städtischer Raum","331","0.511938266070099","0.474423514093437","0.549453018046761"
"Eigentümer","2015","Rheinland-Pfalz,Saarland","Ländlicher Raum","136","0.522721357049023","0.459529139919173","0.585913574178872"
"Eigentümer","2015","Baden-Württemberg","Städtischer Raum","806","0.538597437281435","0.514463356796416","0.562731517766454"
"Eigentümer","2015","Baden-Württemberg","Ländlicher Raum","114","0.567629591076104","0.496624778842814","0.638634403309393"
"Eigentümer","2015","Bayern","Städtischer Raum","480","0.465892707001122","0.437855256899631","0.493930157102614"
"Eigentümer","2015","Bayern","Ländlicher Raum","718","0.540031125132564","0.513639786113287","0.566422464151842"
"Eigentümer","2015","Saarland","Städtischer Raum","","","",""
"Eigentümer","2015","Saarland","Ländlicher Raum","","","",""
"Eigentümer","2015","Berlin","Städtischer Raum","113","0.19475104639095","0.164307419046676","0.225194673735224"
"Eigentümer","2015","Berlin","Ländlicher Raum","","","",""
"Eigentümer","2015","Brandenburg","Städtischer Raum","6","","",""
"Eigentümer","2015","Brandenburg","Ländlicher Raum","256","0.466158826475741","0.424768011208025","0.507549641743458"
"Eigentümer","2015","Mecklenburg-Vorpommern","Städtischer Raum","2","","",""
"Eigentümer","2015","Mecklenburg-Vorpommern","Ländlicher Raum","113","0.371486659795952","0.31734691065017","0.425626408941734"
"Eigentümer","2015","Sachsen","Städtischer Raum","128","0.260021641044859","0.22176413471532","0.298279147374399"
"Eigentümer","2015","Sachsen","Ländlicher Raum","191","0.407515582340725","0.360068440158827","0.454962724522623"
"Eigentümer","2015","Sachsen-Anhalt","Städtischer Raum","24","","",""
"Eigentümer","2015","Sachsen-Anhalt","Ländlicher Raum","192","0.476080791346182","0.427855820552005","0.524305762140359"
"Eigentümer","2015","Thüringen","Städtischer Raum","55","0.2928388905417","0.228470739054008","0.357207042029392"
"Eigentümer","2015","Thüringen","Ländlicher Raum","186","0.432457203125109","0.383162176686417","0.481752229563801"
"Altersheim","2015","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","2015","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","2015","Hamburg","Städtischer Raum","","","",""
"Altersheim","2015","Hamburg","Ländlicher Raum","","","",""
"Altersheim","2015","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","2015","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","2015","Bremen","Städtischer Raum","","","",""
"Altersheim","2015","Bremen","Ländlicher Raum","","","",""
"Altersheim","2015","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","2015","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","2015","Hessen","Städtischer Raum","","","",""
"Altersheim","2015","Hessen","Ländlicher Raum","","","",""
"Altersheim","2015","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","2015","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","2015","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","2015","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","2015","Bayern","Städtischer Raum","","","",""
"Altersheim","2015","Bayern","Ländlicher Raum","","","",""
"Altersheim","2015","Saarland","Städtischer Raum","","","",""
"Altersheim","2015","Saarland","Ländlicher Raum","","","",""
"Altersheim","2015","Berlin","Städtischer Raum","","","",""
"Altersheim","2015","Berlin","Ländlicher Raum","","","",""
"Altersheim","2015","Brandenburg","Städtischer Raum","","","",""
"Altersheim","2015","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","2015","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","2015","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","2015","Sachsen","Städtischer Raum","","","",""
"Altersheim","2015","Sachsen","Ländlicher Raum","","","",""
"Altersheim","2015","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","2015","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","2015","Thüringen","Städtischer Raum","","","",""
"Altersheim","2015","Thüringen","Ländlicher Raum","","","",""
"Mieter","2015","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","2015","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","2015","Hamburg","Städtischer Raum","","","",""
"Mieter","2015","Hamburg","Ländlicher Raum","","","",""
"Mieter","2015","Niedersachsen","Städtischer Raum","","","",""
"Mieter","2015","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","2015","Bremen","Städtischer Raum","","","",""
"Mieter","2015","Bremen","Ländlicher Raum","","","",""
"Mieter","2015","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","2015","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","2015","Hessen","Städtischer Raum","","","",""
"Mieter","2015","Hessen","Ländlicher Raum","","","",""
"Mieter","2015","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","2015","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","2015","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","2015","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","2015","Bayern","Städtischer Raum","","","",""
"Mieter","2015","Bayern","Ländlicher Raum","","","",""
"Mieter","2015","Saarland","Städtischer Raum","","","",""
"Mieter","2015","Saarland","Ländlicher Raum","","","",""
"Mieter","2015","Berlin","Städtischer Raum","","","",""
"Mieter","2015","Berlin","Ländlicher Raum","","","",""
"Mieter","2015","Brandenburg","Städtischer Raum","","","",""
"Mieter","2015","Brandenburg","Ländlicher Raum","","","",""
"Mieter","2015","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","2015","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","2015","Sachsen","Städtischer Raum","","","",""
"Mieter","2015","Sachsen","Ländlicher Raum","","","",""
"Mieter","2015","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","2015","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","2015","Thüringen","Städtischer Raum","","","",""
"Mieter","2015","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","2016","Schleswig-Holstein","Städtischer Raum","85","0.63372095074535","0.553627729172448","0.713814172318252"
"Hauptmieter","2016","Schleswig-Holstein","Ländlicher Raum","169","0.376944752379933","0.327159635721531","0.426729869038336"
"Hauptmieter","2016","Hamburg","Städtischer Raum","186","0.676129001308524","0.619681211738937","0.732576790878111"
"Hauptmieter","2016","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","2016","Niedersachsen","Städtischer Raum","301","0.464796853820284","0.423743609837213","0.505850097803356"
"Hauptmieter","2016","Niedersachsen","Ländlicher Raum","322","0.396336295925642","0.362031722023865","0.430640869827418"
"Hauptmieter","2016","Bremen","Städtischer Raum","67","0.594798729020199","0.500896942090928","0.688700515949471"
"Hauptmieter","2016","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","2016","Nordrhein-Westfalen","Städtischer Raum","1633","0.548695038412792","0.53044156131173","0.566948515513854"
"Hauptmieter","2016","Nordrhein-Westfalen","Ländlicher Raum","24","","",""
"Hauptmieter","2016","Hessen","Städtischer Raum","445","0.513362066576123","0.478705178146418","0.548018955005829"
"Hauptmieter","2016","Hessen","Ländlicher Raum","83","0.444734218361864","0.371935739647222","0.517532697076505"
"Hauptmieter","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","288","0.446636290691735","0.407629687069723","0.485642894313748"
"Hauptmieter","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","95","0.449565020096164","0.384421180774531","0.514708859417798"
"Hauptmieter","2016","Baden-Württemberg","Städtischer Raum","691","0.438371930755798","0.412867733459882","0.463876128051713"
"Hauptmieter","2016","Baden-Württemberg","Ländlicher Raum","57","0.30717089095006","0.238427946340653","0.375913835559467"
"Hauptmieter","2016","Bayern","Städtischer Raum","618","0.51991072781595","0.490073008135389","0.549748447496511"
"Hauptmieter","2016","Bayern","Ländlicher Raum","546","0.414180834320919","0.386563021913956","0.441798646727881"
"Hauptmieter","2016","Saarland","Städtischer Raum","","","",""
"Hauptmieter","2016","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","2016","Berlin","Städtischer Raum","484","0.781969495332109","0.74920249320732","0.814736497456899"
"Hauptmieter","2016","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","2016","Brandenburg","Städtischer Raum","38","0.801969816013559","0.68553401343283","0.918405618594288"
"Hauptmieter","2016","Brandenburg","Ländlicher Raum","252","0.449313463953831","0.406435933407235","0.492190994500427"
"Hauptmieter","2016","Mecklenburg-Vorpommern","Städtischer Raum","43","0.937284631288766","0.866446911679464","1.00812235089807"
"Hauptmieter","2016","Mecklenburg-Vorpommern","Ländlicher Raum","170","0.589144246979038","0.531823692855815","0.646464801102261"
"Hauptmieter","2016","Sachsen","Städtischer Raum","336","0.693502126371176","0.651597763099275","0.735406489643076"
"Hauptmieter","2016","Sachsen","Ländlicher Raum","209","0.571902519139506","0.52341271429256","0.620392323986451"
"Hauptmieter","2016","Sachsen-Anhalt","Städtischer Raum","98","0.83416580811304","0.768964498919074","0.899367117307005"
"Hauptmieter","2016","Sachsen-Anhalt","Ländlicher Raum","193","0.494282763408623","0.444534968031903","0.544030558785343"
"Hauptmieter","2016","Thüringen","Städtischer Raum","119","0.646056283687342","0.576198610004266","0.715913957370419"
"Hauptmieter","2016","Thüringen","Ländlicher Raum","168","0.500397744019164","0.449032747133228","0.5517627409051"
"Untermieter","2016","Schleswig-Holstein","Städtischer Raum","3","","",""
"Untermieter","2016","Schleswig-Holstein","Ländlicher Raum","11","","",""
"Untermieter","2016","Hamburg","Städtischer Raum","4","","",""
"Untermieter","2016","Hamburg","Ländlicher Raum","","","",""
"Untermieter","2016","Niedersachsen","Städtischer Raum","12","","",""
"Untermieter","2016","Niedersachsen","Ländlicher Raum","20","","",""
"Untermieter","2016","Bremen","Städtischer Raum","3","","",""
"Untermieter","2016","Bremen","Ländlicher Raum","","","",""
"Untermieter","2016","Nordrhein-Westfalen","Städtischer Raum","34","0.014499661645804","0.0101148357131529","0.0188844875784552"
"Untermieter","2016","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Untermieter","2016","Hessen","Städtischer Raum","18","","",""
"Untermieter","2016","Hessen","Ländlicher Raum","6","","",""
"Untermieter","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","20","","",""
"Untermieter","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","3","","",""
"Untermieter","2016","Baden-Württemberg","Städtischer Raum","21","","",""
"Untermieter","2016","Baden-Württemberg","Ländlicher Raum","4","","",""
"Untermieter","2016","Bayern","Städtischer Raum","15","","",""
"Untermieter","2016","Bayern","Ländlicher Raum","21","","",""
"Untermieter","2016","Saarland","Städtischer Raum","","","",""
"Untermieter","2016","Saarland","Ländlicher Raum","","","",""
"Untermieter","2016","Berlin","Städtischer Raum","17","","",""
"Untermieter","2016","Berlin","Ländlicher Raum","","","",""
"Untermieter","2016","Brandenburg","Städtischer Raum","1","","",""
"Untermieter","2016","Brandenburg","Ländlicher Raum","17","","",""
"Untermieter","2016","Mecklenburg-Vorpommern","Städtischer Raum","1","","",""
"Untermieter","2016","Mecklenburg-Vorpommern","Ländlicher Raum","6","","",""
"Untermieter","2016","Sachsen","Städtischer Raum","6","","",""
"Untermieter","2016","Sachsen","Ländlicher Raum","10","","",""
"Untermieter","2016","Sachsen-Anhalt","Städtischer Raum","3","","",""
"Untermieter","2016","Sachsen-Anhalt","Ländlicher Raum","8","","",""
"Untermieter","2016","Thüringen","Städtischer Raum","5","","",""
"Untermieter","2016","Thüringen","Ländlicher Raum","10","","",""
"Eigentümer","2016","Schleswig-Holstein","Städtischer Raum","51","0.348102337522692","0.268909870470132","0.427294804575251"
"Eigentümer","2016","Schleswig-Holstein","Ländlicher Raum","184","0.589364336298373","0.538826382054246","0.6399022905425"
"Eigentümer","2016","Hamburg","Städtischer Raum","74","0.308976668153513","0.25323816187047","0.364715174436555"
"Eigentümer","2016","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","2016","Niedersachsen","Städtischer Raum","254","0.491817347199569","0.450667483499462","0.532967210899676"
"Eigentümer","2016","Niedersachsen","Ländlicher Raum","439","0.573029209290578","0.538338751025352","0.607719667555803"
"Eigentümer","2016","Bremen","Städtischer Raum","35","0.354946007554722","0.263422506880701","0.446469508228742"
"Eigentümer","2016","Bremen","Ländlicher Raum","","","",""
"Eigentümer","2016","Nordrhein-Westfalen","Städtischer Raum","1188","0.436805299941404","0.418611715786877","0.454998884095931"
"Eigentümer","2016","Nordrhein-Westfalen","Ländlicher Raum","28","","",""
"Eigentümer","2016","Hessen","Städtischer Raum","336","0.460390170500608","0.425829858954874","0.494950482046343"
"Eigentümer","2016","Hessen","Ländlicher Raum","90","0.515439583813057","0.442227220501979","0.588651947124136"
"Eigentümer","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","316","0.517913297580358","0.478707806036417","0.557118789124299"
"Eigentümer","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","126","0.531406841161304","0.466058341005394","0.596755341317213"
"Eigentümer","2016","Baden-Württemberg","Städtischer Raum","742","0.539386484064601","0.513766181377415","0.565006786751787"
"Eigentümer","2016","Baden-Württemberg","Ländlicher Raum","112","0.675688505704304","0.605932841937097","0.74544416947151"
"Eigentümer","2016","Bayern","Städtischer Raum","444","0.473358727546478","0.443539740970717","0.503177714122239"
"Eigentümer","2016","Bayern","Ländlicher Raum","655","0.566391631486217","0.538606034660069","0.594177228312366"
"Eigentümer","2016","Saarland","Städtischer Raum","","","",""
"Eigentümer","2016","Saarland","Ländlicher Raum","","","",""
"Eigentümer","2016","Berlin","Städtischer Raum","109","0.191809920694218","0.160565285094055","0.22305455629438"
"Eigentümer","2016","Berlin","Ländlicher Raum","","","",""
"Eigentümer","2016","Brandenburg","Städtischer Raum","6","","",""
"Eigentümer","2016","Brandenburg","Ländlicher Raum","248","0.490904274862869","0.447811848156925","0.533996701568813"
"Eigentümer","2016","Mecklenburg-Vorpommern","Städtischer Raum","1","","",""
"Eigentümer","2016","Mecklenburg-Vorpommern","Ländlicher Raum","107","0.381992043493183","0.325383880068511","0.438600206917856"
"Eigentümer","2016","Sachsen","Städtischer Raum","123","0.278932429245982","0.23817008980375","0.319694768688214"
"Eigentümer","2016","Sachsen","Ländlicher Raum","181","0.409737739999458","0.361543671860045","0.457931808138871"
"Eigentümer","2016","Sachsen-Anhalt","Städtischer Raum","24","","",""
"Eigentümer","2016","Sachsen-Anhalt","Ländlicher Raum","187","0.476317940409863","0.426622728605047","0.526013152214679"
"Eigentümer","2016","Thüringen","Städtischer Raum","56","0.338036117828012","0.268930948046314","0.407141287609711"
"Eigentümer","2016","Thüringen","Ländlicher Raum","186","0.457042337036719","0.405867248992562","0.508217425080875"
"Altersheim","2016","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","2016","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","2016","Hamburg","Städtischer Raum","","","",""
"Altersheim","2016","Hamburg","Ländlicher Raum","","","",""
"Altersheim","2016","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","2016","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","2016","Bremen","Städtischer Raum","","","",""
"Altersheim","2016","Bremen","Ländlicher Raum","","","",""
"Altersheim","2016","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","2016","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","2016","Hessen","Städtischer Raum","","","",""
"Altersheim","2016","Hessen","Ländlicher Raum","","","",""
"Altersheim","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","2016","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","2016","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","2016","Bayern","Städtischer Raum","","","",""
"Altersheim","2016","Bayern","Ländlicher Raum","","","",""
"Altersheim","2016","Saarland","Städtischer Raum","","","",""
"Altersheim","2016","Saarland","Ländlicher Raum","","","",""
"Altersheim","2016","Berlin","Städtischer Raum","","","",""
"Altersheim","2016","Berlin","Ländlicher Raum","","","",""
"Altersheim","2016","Brandenburg","Städtischer Raum","","","",""
"Altersheim","2016","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","2016","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","2016","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","2016","Sachsen","Städtischer Raum","","","",""
"Altersheim","2016","Sachsen","Ländlicher Raum","","","",""
"Altersheim","2016","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","2016","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","2016","Thüringen","Städtischer Raum","","","",""
"Altersheim","2016","Thüringen","Ländlicher Raum","","","",""
"Mieter","2016","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","2016","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","2016","Hamburg","Städtischer Raum","","","",""
"Mieter","2016","Hamburg","Ländlicher Raum","","","",""
"Mieter","2016","Niedersachsen","Städtischer Raum","","","",""
"Mieter","2016","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","2016","Bremen","Städtischer Raum","","","",""
"Mieter","2016","Bremen","Ländlicher Raum","","","",""
"Mieter","2016","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","2016","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","2016","Hessen","Städtischer Raum","","","",""
"Mieter","2016","Hessen","Ländlicher Raum","","","",""
"Mieter","2016","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","2016","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","2016","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","2016","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","2016","Bayern","Städtischer Raum","","","",""
"Mieter","2016","Bayern","Ländlicher Raum","","","",""
"Mieter","2016","Saarland","Städtischer Raum","","","",""
"Mieter","2016","Saarland","Ländlicher Raum","","","",""
"Mieter","2016","Berlin","Städtischer Raum","","","",""
"Mieter","2016","Berlin","Ländlicher Raum","","","",""
"Mieter","2016","Brandenburg","Städtischer Raum","","","",""
"Mieter","2016","Brandenburg","Ländlicher Raum","","","",""
"Mieter","2016","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","2016","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","2016","Sachsen","Städtischer Raum","","","",""
"Mieter","2016","Sachsen","Ländlicher Raum","","","",""
"Mieter","2016","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","2016","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","2016","Thüringen","Städtischer Raum","","","",""
"Mieter","2016","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","2017","Schleswig-Holstein","Städtischer Raum","180","0.574542454912758","0.514213275823295","0.634871634002221"
"Hauptmieter","2017","Schleswig-Holstein","Ländlicher Raum","212","0.388262099958448","0.342198374751351","0.434325825165544"
"Hauptmieter","2017","Hamburg","Städtischer Raum","233","0.69331931647747","0.643187173237043","0.743451459717897"
"Hauptmieter","2017","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","2017","Niedersachsen","Städtischer Raum","456","0.48131636694425","0.446385979321687","0.516246754566813"
"Hauptmieter","2017","Niedersachsen","Ländlicher Raum","437","0.401849406120243","0.370868259323117","0.432830552917369"
"Hauptmieter","2017","Bremen","Städtischer Raum","128","0.603512031733435","0.532444641105225","0.674579422361646"
"Hauptmieter","2017","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","2017","Nordrhein-Westfalen","Städtischer Raum","2043","0.523055237682906","0.506446332586229","0.539664142779584"
