"hlf0001_h","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","2012","Paar mit Kind(ern)","Westdeutschland","7557","0.368530580930366","0.361708274058566","0.375352887802165"
"Hauptmieter","2012","Paar mit Kind(ern)","Ostdeutschland","2065","0.433040424167916","0.418155845933834","0.447925002401998"
"Hauptmieter","2012","Sonstige","Westdeutschland","198","0.347492168215605","0.309231285715392","0.385753050715818"
"Hauptmieter","2012","Sonstige","Ostdeutschland","78","0.455360079827944","0.380718255018835","0.530001904637052"
"Untermieter","2012","1-Pers.- Haushalt","Westdeutschland","93","0.0361130861849025","0.0291361603642296","0.0430900120055754"
"Untermieter","2012","1-Pers.- Haushalt","Ostdeutschland","37","0.0423444659317455","0.0294437694420615","0.0552451624214295"
"Untermieter","2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","90","0.0162151655096484","0.0131818210464774","0.0192485099728194"
"Untermieter","2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","46","0.0262922932319636","0.019666275112501","0.0329183113514263"
"Untermieter","2012","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2012","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2012","Paar mit Kind(ern)","Westdeutschland","82","0.00623622946334564","0.00512290706610584","0.00734955186058543"
"Untermieter","2012","Paar mit Kind(ern)","Ostdeutschland","57","0.0104538634138063","0.00739857157179215","0.0135091552558205"
"Untermieter","2012","Sonstige","Westdeutschland","","","",""
"Untermieter","2012","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2012","1-Pers.- Haushalt","Westdeutschland","902","0.337094032334644","0.319416556276248","0.35477150839304"
"Eigentuemer","2012","1-Pers.- Haushalt","Ostdeutschland","191","0.184291358875346","0.159452583255769","0.209130134494923"
"Eigentuemer","2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4040","0.587340031590442","0.575516371177806","0.599163692003078"
"Eigentuemer","2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1066","0.479137506479635","0.45844963979461","0.49982537316466"
"Eigentuemer","2012","Alleinerziehende","Westdeutschland","1090","0.292771808882036","0.279213701995211","0.30632991576886"
"Eigentuemer","2012","Alleinerziehende","Ostdeutschland","190","0.159282030095308","0.139124385003231","0.179439675187385"
"Eigentuemer","2012","Paar mit Kind(ern)","Westdeutschland","11568","0.625233189606289","0.61838745756144","0.632078921651138"
"Eigentuemer","2012","Paar mit Kind(ern)","Ostdeutschland","2135","0.556505712418278","0.541582061068303","0.571429363768252"
"Eigentuemer","2012","Sonstige","Westdeutschland","380","0.634193903929862","0.595492554422776","0.672895253436948"
"Eigentuemer","2012","Sonstige","Ostdeutschland","86","0.47133228485643","0.396514469141991","0.546150100570869"
"Altersheim/Seniorenwohnheim","2012","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2012","Sonstige","Ostdeutschland","","","",""
"Mieter","2012","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2012","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2012","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2012","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2012","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2012","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2012","Sonstige","Westdeutschland","","","",""
"Mieter","2012","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2013","1-Pers.- Haushalt","Westdeutschland","1953","0.625769395856425","0.608279896053738","0.643258895659113"
"Hauptmieter","2013","1-Pers.- Haushalt","Ostdeutschland","682","0.754627461865827","0.726561269577211","0.782693654154442"
"Hauptmieter","2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2970","0.390135667671298","0.378754331515633","0.401517003826963"
"Hauptmieter","2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1126","0.476586818290732","0.455820026688762","0.497353609892702"
"Hauptmieter","2013","Alleinerziehende","Westdeutschland","3487","0.704097152302499","0.690909555816545","0.717284748788453"
"Hauptmieter","2013","Alleinerziehende","Ostdeutschland","1005","0.791408706120655","0.768420453088614","0.814396959152697"
"Hauptmieter","2013","Paar mit Kind(ern)","Westdeutschland","10437","0.386725564364262","0.380382761535148","0.393068367193375"
"Hauptmieter","2013","Paar mit Kind(ern)","Ostdeutschland","2166","0.439129576527844","0.424252840896817","0.454006312158871"
"Hauptmieter","2013","Sonstige","Westdeutschland","965","0.522207821715086","0.497609147170956","0.546806496259215"
"Hauptmieter","2013","Sonstige","Ostdeutschland","136","0.42135967084574","0.358362227861316","0.484357113830164"
"Untermieter","2013","1-Pers.- Haushalt","Westdeutschland","113","0.0328403992921477","0.0263993908727239","0.0392814077115716"
"Untermieter","2013","1-Pers.- Haushalt","Ostdeutschland","35","0.042108624812644","0.0290093312049805","0.0552079184203076"
"Untermieter","2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","92","0.0149370198286713","0.0121067177993655","0.017767321857977"
"Untermieter","2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","42","0.0279853078580544","0.0211276230094416","0.0348429927066671"
"Untermieter","2013","Alleinerziehende","Westdeutschland","35","0.0128867768687329","0.00962818159615587","0.0161453721413099"
"Untermieter","2013","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2013","Paar mit Kind(ern)","Westdeutschland","104","0.00503792562953809","0.00411581828967631","0.00596003296939988"
"Untermieter","2013","Paar mit Kind(ern)","Ostdeutschland","67","0.0158677504769804","0.0121217791865599","0.0196137217674009"
"Untermieter","2013","Sonstige","Westdeutschland","","","",""
"Untermieter","2013","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2013","1-Pers.- Haushalt","Westdeutschland","875","0.341390204851427","0.324252991656322","0.358527418046532"
"Eigentuemer","2013","1-Pers.- Haushalt","Ostdeutschland","185","0.202596631677178","0.176381058408162","0.228812204946194"
"Eigentuemer","2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3994","0.594927312500031","0.583473047161744","0.606381577838317"
"Eigentuemer","2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1052","0.49524053535715","0.474451880380249","0.516029190334051"
"Eigentuemer","2013","Alleinerziehende","Westdeutschland","1080","0.283016070828768","0.270001344414452","0.296030797243085"
"Eigentuemer","2013","Alleinerziehende","Ostdeutschland","181","0.194117633997796","0.171739401117554","0.216495866878038"
"Eigentuemer","2013","Paar mit Kind(ern)","Westdeutschland","12105","0.6082365100062","0.601878802229925","0.614594217782476"
"Eigentuemer","2013","Paar mit Kind(ern)","Ostdeutschland","2042","0.545002672995176","0.53007528675067","0.559930059239681"
"Eigentuemer","2013","Sonstige","Westdeutschland","591","0.453581502269436","0.429064866986446","0.478098137552425"
"Eigentuemer","2013","Sonstige","Ostdeutschland","94","0.530419386487111","0.466746159094863","0.594092613879359"
"Altersheim/Seniorenwohnheim","2013","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2013","Sonstige","Ostdeutschland","","","",""
"Mieter","2013","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2013","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2013","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2013","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2013","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2013","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2013","Sonstige","Westdeutschland","","","",""
"Mieter","2013","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2014","1-Pers.- Haushalt","Westdeutschland","1759","0.628803626389174","0.610526150634542","0.647081102143805"
"Hauptmieter","2014","1-Pers.- Haushalt","Ostdeutschland","672","0.761372231370366","0.733242032323604","0.789502430417128"
"Hauptmieter","2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2674","0.386982124843487","0.375195805795259","0.398768443891716"
"Hauptmieter","2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1120","0.498381540298234","0.477325020451041","0.519438060145427"
"Hauptmieter","2014","Alleinerziehende","Westdeutschland","2721","0.705808324400967","0.691115697593408","0.720500951208527"
"Hauptmieter","2014","Alleinerziehende","Ostdeutschland","842","0.821458820091369","0.797639159682633","0.845278480500105"
"Hauptmieter","2014","Paar mit Kind(ern)","Westdeutschland","8588","0.381118956216089","0.374268597536667","0.387969314895512"
"Hauptmieter","2014","Paar mit Kind(ern)","Ostdeutschland","1877","0.429293066285662","0.413551276001432","0.445034856569892"
"Hauptmieter","2014","Sonstige","Westdeutschland","707","0.479635271783903","0.451806294210079","0.507464249357727"
"Hauptmieter","2014","Sonstige","Ostdeutschland","106","0.449461468892221","0.377390121822291","0.521532815962151"
"Untermieter","2014","1-Pers.- Haushalt","Westdeutschland","90","0.028060014120542","0.0218123093001906","0.0343077189408935"
"Untermieter","2014","1-Pers.- Haushalt","Ostdeutschland","32","0.0415607638194432","0.0283891845185158","0.0547323431203705"
"Untermieter","2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","84","0.0136220636760913","0.010817022124164","0.0164271052280186"
"Untermieter","2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","46","0.033450218582883","0.0258778724330642","0.0410225647327018"
"Untermieter","2014","Alleinerziehende","Westdeutschland","36","0.0155745940785317","0.0115821334269","0.0195670547301633"
"Untermieter","2014","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2014","Paar mit Kind(ern)","Westdeutschland","78","0.00452370328392859","0.00357715676356498","0.00547024980429221"
"Untermieter","2014","Paar mit Kind(ern)","Ostdeutschland","66","0.0327746003609229","0.0271121662754185","0.0384370344464272"
"Untermieter","2014","Sonstige","Westdeutschland","","","",""
"Untermieter","2014","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2014","1-Pers.- Haushalt","Westdeutschland","835","0.343136359490284","0.325175471006967","0.361097247973601"
"Eigentuemer","2014","1-Pers.- Haushalt","Ostdeutschland","177","0.196375569300615","0.170158502988434","0.222592635612796"
"Eigentuemer","2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3802","0.599395811480422","0.587537830044306","0.611253792916537"
"Eigentuemer","2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","998","0.465992187184603","0.444984318790105","0.487000055579102"
"Eigentuemer","2014","Alleinerziehende","Westdeutschland","938","0.278617081520501","0.264161762981468","0.293072400059534"
"Eigentuemer","2014","Alleinerziehende","Ostdeutschland","145","0.171893703633302","0.148427302259552","0.195360105007052"
"Eigentuemer","2014","Paar mit Kind(ern)","Westdeutschland","10642","0.614357340499982","0.607491677119454","0.62122300388051"
"Eigentuemer","2014","Paar mit Kind(ern)","Ostdeutschland","1855","0.537932333353415","0.522076567450419","0.553788099256412"
"Eigentuemer","2014","Sonstige","Westdeutschland","505","0.494380470687468","0.466530140912081","0.522230800462854"
"Eigentuemer","2014","Sonstige","Ostdeutschland","75","0.508065875295904","0.435632948484511","0.580498802107296"
"Altersheim/Seniorenwohnheim","2014","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2014","Sonstige","Ostdeutschland","","","",""
"Mieter","2014","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2014","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2014","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2014","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2014","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2014","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2014","Sonstige","Westdeutschland","","","",""
"Mieter","2014","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2015","1-Pers.- Haushalt","Westdeutschland","1818","0.619804529435621","0.60167456445579","0.637934494415452"
"Hauptmieter","2015","1-Pers.- Haushalt","Ostdeutschland","661","0.759144914852285","0.730780017075251","0.787509812629318"
"Hauptmieter","2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2898","0.383597385933368","0.371882049497185","0.395312722369552"
"Hauptmieter","2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1106","0.500444281906028","0.479230372182564","0.521658191629492"
"Hauptmieter","2015","Alleinerziehende","Westdeutschland","2584","0.701336663601965","0.686172084967155","0.716501242236775"
"Hauptmieter","2015","Alleinerziehende","Ostdeutschland","773","0.806734131682817","0.78134294310179","0.832125320263845"
"Hauptmieter","2015","Paar mit Kind(ern)","Westdeutschland","9015","0.378761874990653","0.371900166300799","0.385623583680507"
"Hauptmieter","2015","Paar mit Kind(ern)","Ostdeutschland","1840","0.451192376782891","0.434903375581388","0.467481377984395"
"Hauptmieter","2015","Sonstige","Westdeutschland","784","0.517157618822493","0.489566013220642","0.544749224424344"
"Hauptmieter","2015","Sonstige","Ostdeutschland","125","0.494357067745478","0.425410166709692","0.563303968781263"
"Untermieter","2015","1-Pers.- Haushalt","Westdeutschland","127","0.0307712050969659","0.0243213266574083","0.0372210835365235"
"Untermieter","2015","1-Pers.- Haushalt","Ostdeutschland","35","0.0337763421377459","0.0217927750864027","0.045759909189089"
"Untermieter","2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","100","0.0171564994907687","0.0140279629236541","0.0202850360578833"
"Untermieter","2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","40","0.0199266643972425","0.0139974456434128","0.0258558831510722"
"Untermieter","2015","Alleinerziehende","Westdeutschland","43","0.0202428305726699","0.0155765487474573","0.0249091123978824"
"Untermieter","2015","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2015","Paar mit Kind(ern)","Westdeutschland","95","0.00496780247683069","0.00397326575332815","0.00596233920033323"
"Untermieter","2015","Paar mit Kind(ern)","Ostdeutschland","53","0.016997737232012","0.0127664128025489","0.021229061661475"
"Untermieter","2015","Sonstige","Westdeutschland","38","0.0218026048501135","0.0137389809887625","0.0298662287114645"
"Untermieter","2015","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2015","1-Pers.- Haushalt","Westdeutschland","809","0.349424265467413","0.331617231633323","0.367231299301503"
"Eigentuemer","2015","1-Pers.- Haushalt","Ostdeutschland","177","0.20707874300997","0.180199083717699","0.23395840230224"
"Eigentuemer","2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3620","0.599246114575863","0.587439478039009","0.611052751112717"
"Eigentuemer","2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","988","0.479629053696729","0.458432749421483","0.500825357971975"
"Eigentuemer","2015","Alleinerziehende","Westdeutschland","872","0.278420505825365","0.263569057094706","0.293271954556024"
"Eigentuemer","2015","Alleinerziehende","Ostdeutschland","156","0.193265868317182","0.167874679736155","0.21865705689821"
"Eigentuemer","2015","Paar mit Kind(ern)","Westdeutschland","10088","0.616270322532516","0.609391431677374","0.623149213387659"
"Eigentuemer","2015","Paar mit Kind(ern)","Ostdeutschland","1692","0.531809885985097","0.515475875359557","0.548143896610637"
"Eigentuemer","2015","Sonstige","Westdeutschland","438","0.461039776327393","0.433515850825233","0.488563701829554"
"Eigentuemer","2015","Sonstige","Ostdeutschland","73","0.458350512272042","0.389638853150439","0.527062171393646"
"Altersheim/Seniorenwohnheim","2015","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2015","Sonstige","Ostdeutschland","","","",""
"Mieter","2015","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2015","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2015","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2015","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2015","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2015","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2015","Sonstige","Westdeutschland","","","",""
"Mieter","2015","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2016","1-Pers.- Haushalt","Westdeutschland","1680","0.615216394753787","0.596272598432191","0.634160191075384"
"Hauptmieter","2016","1-Pers.- Haushalt","Ostdeutschland","634","0.737426219032441","0.70789655256031","0.766955885504572"
"Hauptmieter","2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2590","0.376747086906887","0.364656075830709","0.388838097983064"
"Hauptmieter","2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1034","0.483186588133484","0.46141615045899","0.504957025807977"
"Hauptmieter","2016","Alleinerziehende","Westdeutschland","2218","0.676132078396407","0.65955197954758","0.692712177245234"
"Hauptmieter","2016","Alleinerziehende","Ostdeutschland","698","0.775149977287714","0.747392656788511","0.802907297786916"
"Hauptmieter","2016","Paar mit Kind(ern)","Westdeutschland","7655","0.389656511809847","0.382309263635971","0.397003759983723"
"Hauptmieter","2016","Paar mit Kind(ern)","Ostdeutschland","1578","0.420347138813467","0.403337347389047","0.437356930237887"
"Hauptmieter","2016","Sonstige","Westdeutschland","583","0.547961032004487","0.516245989508124","0.579676074500849"
"Hauptmieter","2016","Sonstige","Ostdeutschland","95","0.396285881509222","0.323609477069465","0.468962285948979"
"Untermieter","2016","1-Pers.- Haushalt","Westdeutschland","103","0.0310870220548448","0.0243296670925644","0.0378443770171253"
"Untermieter","2016","1-Pers.- Haushalt","Ostdeutschland","38","0.0379320805925186","0.0251123241487553","0.050751837036282"
"Untermieter","2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","92","0.0175295546370654","0.0142550116384812","0.0208040976356496"
"Untermieter","2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","34","0.0249755544444479","0.0181771318335166","0.0317739770553792"
"Untermieter","2016","Alleinerziehende","Westdeutschland","43","0.0255124039777416","0.0199257570245277","0.0310990509309555"
"Untermieter","2016","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2016","Paar mit Kind(ern)","Westdeutschland","87","0.00644098690798338","0.00523575776489417","0.00764621605107259"
"Untermieter","2016","Paar mit Kind(ern)","Ostdeutschland","60","0.0398100882858946","0.0330727851508715","0.0465473914209177"
"Untermieter","2016","Sonstige","Westdeutschland","38","0.03451368477405","0.0228812333358115","0.0461461362122884"
"Untermieter","2016","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2016","1-Pers.- Haushalt","Westdeutschland","751","0.353696583191368","0.335080922951207","0.372312243431529"
"Eigentuemer","2016","1-Pers.- Haushalt","Ostdeutschland","181","0.22464170037504","0.196634481568383","0.252648919181698"
"Eigentuemer","2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3488","0.605723358456048","0.593529442592754","0.617917274319342"
"Eigentuemer","2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","956","0.491837857422068","0.47005800324623","0.513617711597907"
"Eigentuemer","2016","Alleinerziehende","Westdeutschland","799","0.298355517625852","0.282144399444059","0.314566635807645"
"Eigentuemer","2016","Alleinerziehende","Ostdeutschland","169","0.223728101721234","0.196020087365055","0.251436116077413"
"Eigentuemer","2016","Paar mit Kind(ern)","Westdeutschland","9182","0.60390250128217","0.596533968044576","0.611271034519764"
"Eigentuemer","2016","Paar mit Kind(ern)","Ostdeutschland","1597","0.539842772900638","0.5226677344499","0.557017811351377"
"Eigentuemer","2016","Sonstige","Westdeutschland","325","0.417525283221463","0.386099764727143","0.448950801715784"
"Eigentuemer","2016","Sonstige","Ostdeutschland","77","0.57986773846445","0.506529418602086","0.653206058326815"
"Altersheim/Seniorenwohnheim","2016","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2016","Sonstige","Ostdeutschland","","","",""
"Mieter","2016","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2016","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2016","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2016","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2016","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2016","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2016","Sonstige","Westdeutschland","","","",""
"Mieter","2016","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2017","1-Pers.- Haushalt","Westdeutschland","2121","0.608943225509108","0.591784470520524","0.626101980497692"
"Hauptmieter","2017","1-Pers.- Haushalt","Ostdeutschland","782","0.747412193891604","0.720851598042196","0.773972789741012"
"Hauptmieter","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3006","0.368654492511229","0.35741209658554","0.379896888436918"
"Hauptmieter","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1144","0.462664449810787","0.442207252995019","0.483121646626554"
"Hauptmieter","2017","Alleinerziehende","Westdeutschland","2658","0.675785475710497","0.660415936759594","0.6911550146614"
"Hauptmieter","2017","Alleinerziehende","Ostdeutschland","794","0.743245289861389","0.715950746411891","0.770539833310886"
"Hauptmieter","2017","Paar mit Kind(ern)","Westdeutschland","12220","0.391690688174911","0.385310896015733","0.398070480334089"
"Hauptmieter","2017","Paar mit Kind(ern)","Ostdeutschland","2636","0.424843962658125","0.410504421097713","0.439183504218537"
"Hauptmieter","2017","Sonstige","Westdeutschland","1167","0.525593877578829","0.502070490851201","0.549117264306457"
"Hauptmieter","2017","Sonstige","Ostdeutschland","153","0.41159228269537","0.350831884371045","0.472352681019696"
"Untermieter","2017","1-Pers.- Haushalt","Westdeutschland","157","0.0371526681015365","0.0305022157844037","0.0438031204186694"
"Untermieter","2017","1-Pers.- Haushalt","Ostdeutschland","57","0.0487560298434887","0.0355913088532812","0.0619207508336963"
"Untermieter","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","108","0.0146453954958531","0.0118460120468392","0.017444778944867"
"Untermieter","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","40","0.0266162100163952","0.0200122348252421","0.0332201852075482"
"Untermieter","2017","Alleinerziehende","Westdeutschland","36","0.0144863425947378","0.0105630483665181","0.0184096368229576"
"Untermieter","2017","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2017","Paar mit Kind(ern)","Westdeutschland","306","0.0110225333085667","0.00965792948779032","0.012387137129343"
"Untermieter","2017","Paar mit Kind(ern)","Ostdeutschland","108","0.0246903140985049","0.0201887620482324","0.0291918661487773"
"Untermieter","2017","Sonstige","Westdeutschland","109","0.0552889568677413","0.0445226128879802","0.0660553008475023"
"Untermieter","2017","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2017","1-Pers.- Haushalt","Westdeutschland","829","0.353904106389355","0.33709019494612","0.37071801783259"
"Eigentuemer","2017","1-Pers.- Haushalt","Ostdeutschland","189","0.203831776264907","0.179206001760603","0.228457550769212"
"Eigentuemer","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3960","0.616700111992918","0.605370320351764","0.628029903634072"
"Eigentuemer","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1098","0.510719340172818","0.490209586339945","0.531229094005691"
"Eigentuemer","2017","Alleinerziehende","Westdeutschland","869","0.309728181694765","0.294545775281862","0.324910588107668"
"Eigentuemer","2017","Alleinerziehende","Ostdeutschland","180","0.252429435142624","0.225287135789959","0.27957173449529"
