"hlf0001_h","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","2017","Paar mit Kind(ern)","Westdeutschland","9962","0.597286778516523","0.590876718888134","0.603696838144911"
"Eigentuemer","2017","Paar mit Kind(ern)","Ostdeutschland","1821","0.55046572324337","0.536035460233784","0.564895986252956"
"Eigentuemer","2017","Sonstige","Westdeutschland","455","0.41911716555343","0.395873128840266","0.442361202266594"
"Eigentuemer","2017","Sonstige","Ostdeutschland","87","0.572897809683947","0.511824381176713","0.633971238191181"
"Altersheim/Seniorenwohnheim","2017","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Sonstige","Ostdeutschland","","","",""
"Mieter","2017","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2017","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2017","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2017","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2017","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2017","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2017","Sonstige","Westdeutschland","","","",""
"Mieter","2017","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2018","1-Pers.- Haushalt","Westdeutschland","2402","0.615239225656756","0.59880764083277","0.631670810480742"
"Hauptmieter","2018","1-Pers.- Haushalt","Ostdeutschland","875","0.755979447162404","0.730504988177398","0.78145390614741"
"Hauptmieter","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3044","0.37120851511289","0.359885878537781","0.382531151687999"
"Hauptmieter","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1170","0.472768843434783","0.45228930838309","0.493248378486475"
"Hauptmieter","2018","Alleinerziehende","Westdeutschland","2816","0.671685617094754","0.656509166676545","0.686862067512963"
"Hauptmieter","2018","Alleinerziehende","Ostdeutschland","816","0.745417480350263","0.718457988554438","0.772376972146089"
"Hauptmieter","2018","Paar mit Kind(ern)","Westdeutschland","13387","0.39051775394249","0.384202173300671","0.396833334584309"
"Hauptmieter","2018","Paar mit Kind(ern)","Ostdeutschland","2760","0.428603418219399","0.41422565565246","0.442981180786337"
"Hauptmieter","2018","Sonstige","Westdeutschland","1465","0.523671636404825","0.50183766135443","0.545505611455219"
"Hauptmieter","2018","Sonstige","Ostdeutschland","161","0.50433618693157","0.441212371431296","0.567460002431844"
"Untermieter","2018","1-Pers.- Haushalt","Westdeutschland","131","0.0251232987599059","0.0198379308121523","0.0304086667076595"
"Untermieter","2018","1-Pers.- Haushalt","Ostdeutschland","43","0.0459702298213055","0.0335492438071587","0.0583912158354524"
"Untermieter","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","102","0.0174303972095343","0.0143633491497667","0.0204974452693019"
"Untermieter","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","34","0.0103111912091434","0.00616739026358212","0.0144549921547048"
"Untermieter","2018","Alleinerziehende","Westdeutschland","53","0.0229456606303662","0.0181067024310968","0.0277846188296356"
"Untermieter","2018","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2018","Paar mit Kind(ern)","Westdeutschland","273","0.00885750776664395","0.00764457652460501","0.0100704390086829"
"Untermieter","2018","Paar mit Kind(ern)","Ostdeutschland","54","0.0173589572951494","0.0135644626831863","0.0211534519071125"
"Untermieter","2018","Sonstige","Westdeutschland","90","0.021769856797126","0.0153901845301235","0.0281495290641286"
"Untermieter","2018","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2018","1-Pers.- Haushalt","Westdeutschland","834","0.3590554362486","0.342854017875707","0.375256854621492"
"Eigentuemer","2018","1-Pers.- Haushalt","Ostdeutschland","174","0.19805032301629","0.174413009923779","0.221687636108802"
"Eigentuemer","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3848","0.611361087677576","0.599937373866656","0.622784801488496"
"Eigentuemer","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1079","0.516919965356074","0.496421736719202","0.537418193992946"
"Eigentuemer","2018","Alleinerziehende","Westdeutschland","809","0.30536872227488","0.290484310647589","0.320253133902171"
"Eigentuemer","2018","Alleinerziehende","Ostdeutschland","172","0.239755120717906","0.213333568859287","0.266176672576525"
"Eigentuemer","2018","Paar mit Kind(ern)","Westdeutschland","9263","0.600624738290866","0.594284515021017","0.606964961560714"
"Eigentuemer","2018","Paar mit Kind(ern)","Ostdeutschland","1737","0.554037624485452","0.539596087640859","0.568479161330045"
"Eigentuemer","2018","Sonstige","Westdeutschland","455","0.454558506798049","0.43279048099403","0.476326532602069"
"Eigentuemer","2018","Sonstige","Ostdeutschland","65","0.485837899301805","0.422737036795595","0.548938761808016"
"Altersheim/Seniorenwohnheim","2018","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","Sonstige","Ostdeutschland","","","",""
"Mieter","2018","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2018","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2018","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2018","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2018","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2018","Sonstige","Westdeutschland","","","",""
"Mieter","2018","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2019","1-Pers.- Haushalt","Westdeutschland","2409","0.603494945635976","0.587348827732324","0.619641063539629"
"Hauptmieter","2019","1-Pers.- Haushalt","Ostdeutschland","813","0.735060200827459","0.70870445593373","0.761415945721188"
"Hauptmieter","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3072","0.376876692187786","0.366115360932402","0.387638023443171"
"Hauptmieter","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1144","0.452100871446399","0.43273416211906","0.471467580773737"
"Hauptmieter","2019","Alleinerziehende","Westdeutschland","2497","0.69210194419836","0.676469956830894","0.707733931565826"
"Hauptmieter","2019","Alleinerziehende","Ostdeutschland","761","0.72432748745773","0.696177731903689","0.752477243011772"
"Hauptmieter","2019","Paar mit Kind(ern)","Westdeutschland","11979","0.384324286984355","0.378008887104649","0.390639686864061"
"Hauptmieter","2019","Paar mit Kind(ern)","Ostdeutschland","2509","0.412826040592371","0.398664330984985","0.426987750199756"
"Hauptmieter","2019","Sonstige","Westdeutschland","1128","0.549026066382334","0.524936398282577","0.57311573448209"
"Hauptmieter","2019","Sonstige","Ostdeutschland","136","0.373015000870238","0.312210366956869","0.433819634783608"
"Untermieter","2019","1-Pers.- Haushalt","Westdeutschland","151","0.0356982924097475","0.0295742649942715","0.0418223198252236"
"Untermieter","2019","1-Pers.- Haushalt","Ostdeutschland","50","0.0523488818348554","0.039046843843084","0.0656509198266267"
"Untermieter","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","112","0.010637038000403","0.00835896549986793","0.0129151105009381"
"Untermieter","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","38","0.0154496721331605","0.0106504986238747","0.0202488456424464"
"Untermieter","2019","Alleinerziehende","Westdeutschland","54","0.0290113622921858","0.0233278497498722","0.0346948748344994"
"Untermieter","2019","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2019","Paar mit Kind(ern)","Westdeutschland","460","0.00743291033310695","0.00631775514059309","0.0085480655256208"
"Untermieter","2019","Paar mit Kind(ern)","Ostdeutschland","45","0.013861298647423","0.0104983540616872","0.0172242432331589"
"Untermieter","2019","Sonstige","Westdeutschland","78","0.0383764746742697","0.0290762445985688","0.0476767047499707"
"Untermieter","2019","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2019","1-Pers.- Haushalt","Westdeutschland","966","0.360806761954276","0.344955627233844","0.376657896674708"
"Eigentuemer","2019","1-Pers.- Haushalt","Ostdeutschland","214","0.212590917337686","0.188155891513739","0.237025943161632"
"Eigentuemer","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4606","0.612486269811811","0.601667669199479","0.623304870424143"
"Eigentuemer","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1355","0.532449456420441","0.513034280298769","0.551864632542112"
"Eigentuemer","2019","Alleinerziehende","Westdeutschland","799","0.278886693509454","0.263700765422936","0.294072621595972"
"Eigentuemer","2019","Alleinerziehende","Ostdeutschland","202","0.275251652733912","0.247115222453732","0.303388083014092"
"Eigentuemer","2019","Paar mit Kind(ern)","Westdeutschland","10351","0.608242802682538","0.601905230632176","0.6145803747329"
"Eigentuemer","2019","Paar mit Kind(ern)","Ostdeutschland","2089","0.573312660760206","0.559086117337069","0.587539204183343"
"Eigentuemer","2019","Sonstige","Westdeutschland","433","0.412597458943397","0.388763850553476","0.436431067333318"
"Eigentuemer","2019","Sonstige","Ostdeutschland","97","0.569944188227823","0.507696456658148","0.632191919797499"
"Altersheim/Seniorenwohnheim","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Sonstige","Ostdeutschland","","","",""
"Mieter","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2019","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2019","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2019","Sonstige","Westdeutschland","","","",""
"Mieter","2019","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2020","1-Pers.- Haushalt","Westdeutschland","3118","0.621906490568883","0.60736547884025","0.636447502297516"
"Hauptmieter","2020","1-Pers.- Haushalt","Ostdeutschland","893","0.754398931793146","0.729607051320501","0.779190812265791"
"Hauptmieter","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3696","0.380193169417725","0.369553159510397","0.390833179325053"
"Hauptmieter","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1176","0.465543164664904","0.445574438146653","0.485511891183154"
"Hauptmieter","2020","Alleinerziehende","Westdeutschland","2504","0.667873802881319","0.651920370455248","0.68382723530739"
"Hauptmieter","2020","Alleinerziehende","Ostdeutschland","743","0.724648318953979","0.696077492345348","0.753219145562609"
"Hauptmieter","2020","Paar mit Kind(ern)","Westdeutschland","13631","0.381431194526047","0.375167574375513","0.387694814676581"
"Hauptmieter","2020","Paar mit Kind(ern)","Ostdeutschland","2553","0.439497732856509","0.424804093980065","0.454191371732953"
"Hauptmieter","2020","Sonstige","Westdeutschland","1438","0.505564050810879","0.484041608505386","0.527086493116373"
"Hauptmieter","2020","Sonstige","Ostdeutschland","167","0.428423262432484","0.368617365036599","0.488229159828368"
"Untermieter","2020","1-Pers.- Haushalt","Westdeutschland","260","0.0355052345568627","0.0299560572763118","0.0410544118374136"
"Untermieter","2020","1-Pers.- Haushalt","Ostdeutschland","48","0.0321592081534353","0.0219979275181481","0.0423204887887226"
"Untermieter","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","166","0.0205585365914193","0.0174482741240837","0.0236687990587548"
"Untermieter","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","40","0.0173428875213997","0.012116810828922","0.0225689642138775"
"Untermieter","2020","Alleinerziehende","Westdeutschland","65","0.0282349580933246","0.0226240962393515","0.0338458199472977"
"Untermieter","2020","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2020","Paar mit Kind(ern)","Westdeutschland","522","0.00990029073494141","0.00862359695660295","0.0111769845132799"
"Untermieter","2020","Paar mit Kind(ern)","Ostdeutschland","72","0.0229089220578585","0.0184796515277833","0.0273381925879338"
"Untermieter","2020","Sonstige","Westdeutschland","185","0.0459715309243856","0.0369563677753867","0.0549866940733845"
"Untermieter","2020","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2020","1-Pers.- Haushalt","Westdeutschland","894","0.342588274874254","0.32835720865966","0.356819341088848"
"Eigentuemer","2020","1-Pers.- Haushalt","Ostdeutschland","217","0.213441860053419","0.189842565294028","0.237041154812809"
"Eigentuemer","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4134","0.599248293990856","0.588507094282926","0.609989493698785"
"Eigentuemer","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1181","0.517113947813696","0.497109363534976","0.537118532092416"
"Eigentuemer","2020","Alleinerziehende","Westdeutschland","779","0.303891239025357","0.288311757300188","0.319470720750525"
"Eigentuemer","2020","Alleinerziehende","Ostdeutschland","173","0.265865941726117","0.237608402812537","0.294123480639696"
"Eigentuemer","2020","Paar mit Kind(ern)","Westdeutschland","8949","0.608668514739012","0.602375103441231","0.614961926036792"
"Eigentuemer","2020","Paar mit Kind(ern)","Ostdeutschland","1758","0.537593345085633","0.522832836030401","0.552353854140864"
"Eigentuemer","2020","Sonstige","Westdeutschland","450","0.448464418264735","0.427055279184891","0.469873557344579"
"Eigentuemer","2020","Sonstige","Ostdeutschland","82","0.534734265525411","0.474451973217928","0.595016557832894"
"Altersheim/Seniorenwohnheim","2020","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Sonstige","Ostdeutschland","","","",""
"Mieter","2020","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2020","Alleinerziehende","Westdeutschland","","","",""
