year,bula_h,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Bremen,No,0.73306,176,214,0.67365,0.79246
2014,North Rhine-Westphalia,Yes,0.08806,628,5639,0.08067,0.09546
2014,North Rhine-Westphalia,No,0.74516,5011,5639,0.73378,0.75653
2014,Hesse,Yes,0.09760,223,1887,0.08420,0.11099
2014,Hesse,No,0.74216,1664,1887,0.72242,0.76191
2014,"Rhineland-Palatinate, Saarland",Yes,0.08360,152,1585,0.06997,0.09724
2014,"Rhineland-Palatinate, Saarland",No,0.75497,1433,1585,0.73379,0.77615
2014,Baden-Wuerttemberg,Yes,0.08580,317,3221,0.07613,0.09548
2014,Baden-Wuerttemberg,No,0.75093,2904,3221,0.73599,0.76587
2014,Bavaria,Yes,0.08470,474,4403,0.07648,0.09293
2014,Bavaria,No,0.75805,3929,4403,0.74540,0.77071
2014,Berlin,Yes,0.11422,129,991,0.09441,0.13404
2014,Berlin,No,0.72957,862,991,0.70190,0.75724
2014,Brandenburg,Yes,0.04477,79,1025,0.03211,0.05744
2014,Brandenburg,No,0.81384,946,1025,0.79000,0.83768
2014,Mecklenburg-Western Pomerania,Yes,0.06145,47,558,0.04150,0.08139
2014,Mecklenburg-Western Pomerania,No,0.79493,511,558,0.76140,0.82846
2014,Saxony,Yes,0.07353,135,1618,0.06081,0.08625
2014,Saxony,No,0.78764,1483,1618,0.76770,0.80757
2014,Saxony-Anhalt,Yes,0.07440,84,966,0.05784,0.09096
2014,Saxony-Anhalt,No,0.79490,882,966,0.76942,0.82038
2014,Thuringa,Yes,0.06130,83,994,0.04638,0.07622
2014,Thuringa,No,0.77547,911,994,0.74952,0.80143
2015,Schleswig-Holstein,Yes,0.08249,103,901,0.06452,0.10046
2015,Schleswig-Holstein,No,0.76679,798,901,0.73916,0.79442
2015,Hamburg,Yes,0.05320,44,463,0.03273,0.07366
2015,Hamburg,No,0.79999,419,463,0.76351,0.83647
2015,Lower Saxony,Yes,0.08605,279,2612,0.07529,0.09680
2015,Lower Saxony,No,0.76166,2333,2612,0.74531,0.77800
2015,Bremen,Yes,0.18540,31,187,0.12955,0.24125
2015,Bremen,No,0.66584,156,187,0.59805,0.73363
2015,North Rhine-Westphalia,Yes,0.09176,635,5577,0.08419,0.09934
2015,North Rhine-Westphalia,No,0.74422,4942,5577,0.73277,0.75567
2015,Hesse,Yes,0.09116,213,1883,0.07815,0.10416
2015,Hesse,No,0.73534,1670,1883,0.71540,0.75527
2015,"Rhineland-Palatinate, Saarland",Yes,0.08519,156,1610,0.07155,0.09883
2015,"Rhineland-Palatinate, Saarland",No,0.76987,1454,1610,0.74930,0.79043
2015,Baden-Wuerttemberg,Yes,0.07738,314,3211,0.06814,0.08663
2015,Baden-Wuerttemberg,No,0.76936,2897,3211,0.75479,0.78394
2015,Bavaria,Yes,0.07132,434,4382,0.06370,0.07895
2015,Bavaria,No,0.76823,3948,4382,0.75574,0.78073
2015,Berlin,Yes,0.10153,125,991,0.08271,0.12034
2015,Berlin,No,0.75115,866,991,0.72421,0.77808
2015,Brandenburg,Yes,0.04539,82,1009,0.03254,0.05823
2015,Brandenburg,No,0.80355,927,1009,0.77903,0.82808
2015,Mecklenburg-Western Pomerania,Yes,0.06239,44,557,0.04229,0.08250
2015,Mecklenburg-Western Pomerania,No,0.79020,513,557,0.75636,0.82404
2015,Saxony,Yes,0.06545,125,1535,0.05307,0.07782
2015,Saxony,No,0.79190,1410,1535,0.77159,0.81222
2015,Saxony-Anhalt,Yes,0.07269,72,896,0.05568,0.08970
2015,Saxony-Anhalt,No,0.79652,824,896,0.77014,0.82289
2015,Thuringa,Yes,0.06069,80,972,0.04567,0.07570
2015,Thuringa,No,0.79127,892,972,0.76571,0.81683
2016,Schleswig-Holstein,Yes,0.06561,107,999,0.05025,0.08097
2016,Schleswig-Holstein,No,0.77501,892,999,0.74910,0.80091
2016,Hamburg,Yes,0.08073,50,462,0.05586,0.10560
2016,Hamburg,No,0.76392,412,462,0.72515,0.80268
2016,Lower Saxony,Yes,0.09095,304,2715,0.08013,0.10177
2016,Lower Saxony,No,0.75897,2411,2715,0.74288,0.77506
2016,Bremen,No,0.65022,203,203,0.58446,0.71599
2016,North Rhine-Westphalia,Yes,0.09375,611,5722,0.08619,0.10130
2016,North Rhine-Westphalia,No,0.74282,5111,5722,0.73149,0.75415
2016,Hesse,Yes,0.08904,191,1842,0.07603,0.10205
2016,Hesse,No,0.73859,1651,1842,0.71852,0.75867
2016,"Rhineland-Palatinate, Saarland",Yes,0.08486,154,1748,0.07179,0.09793
2016,"Rhineland-Palatinate, Saarland",No,0.76131,1594,1748,0.74132,0.78130
2016,Baden-Wuerttemberg,Yes,0.07381,298,3191,0.06474,0.08289
2016,Baden-Wuerttemberg,No,0.76084,2893,3191,0.74604,0.77565
2016,Bavaria,Yes,0.07269,372,4222,0.06485,0.08052
2016,Bavaria,No,0.76832,3850,4222,0.75560,0.78105
2016,Berlin,Yes,0.10303,108,1012,0.08429,0.12177
2016,Berlin,No,0.74879,904,1012,0.72205,0.77552
2016,Brandenburg,Yes,0.04644,66,1048,0.03369,0.05919
2016,Brandenburg,No,0.80405,982,1048,0.78000,0.82809
2016,Mecklenburg-Western Pomerania,No,0.80071,559,559,0.76756,0.83385
2016,Saxony,Yes,0.07460,132,1584,0.06166,0.08755
2016,Saxony,No,0.78356,1452,1584,0.76327,0.80385
2016,Saxony-Anhalt,Yes,0.08112,72,917,0.06344,0.09880
2016,Saxony-Anhalt,No,0.76887,845,917,0.74157,0.79617
2016,Thuringa,Yes,0.06424,65,979,0.04888,0.07961
2016,Thuringa,No,0.78646,914,979,0.76077,0.81214
2017,Schleswig-Holstein,Yes,0.07274,123,1190,0.05798,0.08750
2017,Schleswig-Holstein,No,0.76120,1067,1190,0.73697,0.78544
2017,Hamburg,Yes,0.06925,60,534,0.04769,0.09080
2017,Hamburg,No,0.75588,474,534,0.71941,0.79235
2017,Lower Saxony,Yes,0.09132,362,3212,0.08136,0.10129
2017,Lower Saxony,No,0.75149,2850,3212,0.73654,0.76643
2017,Bremen,Yes,0.12737,43,285,0.08859,0.16614
2017,Bremen,No,0.69763,242,285,0.64421,0.75105
2017,North Rhine-Westphalia,Yes,0.09616,742,6483,0.08899,0.10334
2017,North Rhine-Westphalia,No,0.74397,5741,6483,0.73334,0.75459
2017,Hesse,Yes,0.10146,239,2152,0.08870,0.11422
2017,Hesse,No,0.72972,1913,2152,0.71095,0.74849
2017,"Rhineland-Palatinate, Saarland",Yes,0.06315,157,1784,0.05186,0.07444
2017,"Rhineland-Palatinate, Saarland",No,0.76978,1627,1784,0.75024,0.78932
2017,Baden-Wuerttemberg,Yes,0.07264,340,3475,0.06401,0.08127
2017,Baden-Wuerttemberg,No,0.75952,3135,3475,0.74531,0.77374
2017,Bavaria,Yes,0.07926,474,4618,0.07147,0.08705
2017,Bavaria,No,0.76279,4144,4618,0.75052,0.77506
2017,Berlin,Yes,0.10044,126,1090,0.08259,0.11830
2017,Berlin,No,0.76118,964,1090,0.73585,0.78650
2017,Brandenburg,Yes,0.04505,78,1164,0.03313,0.05697
2017,Brandenburg,No,0.78448,1086,1164,0.76085,0.80811
2017,Mecklenburg-Western Pomerania,Yes,0.05466,42,618,0.03672,0.07259
2017,Mecklenburg-Western Pomerania,No,0.77829,576,618,0.74551,0.81107
2017,Saxony,Yes,0.06966,158,1803,0.05791,0.08141
2017,Saxony,No,0.78483,1645,1803,0.76585,0.80380
2017,Saxony-Anhalt,Yes,0.08176,85,1031,0.06503,0.09849
2017,Saxony-Anhalt,No,0.76642,946,1031,0.74058,0.79226
2017,Thuringa,Yes,0.08798,83,1076,0.07104,0.10491
2017,Thuringa,No,0.76903,993,1076,0.74383,0.79422
2018,Schleswig-Holstein,Yes,0.05182,91,1087,0.03864,0.06500
2018,Schleswig-Holstein,No,0.77468,996,1087,0.74983,0.79953
2018,Hamburg,Yes,0.06927,58,539,0.04781,0.09072
2018,Hamburg,No,0.76311,481,539,0.72718,0.79903
2018,Lower Saxony,Yes,0.08183,353,3041,0.07208,0.09157
2018,Lower Saxony,No,0.76578,2688,3041,0.75073,0.78084
2018,Bremen,Yes,0.12797,35,298,0.08997,0.16596
2018,Bremen,No,0.68980,263,298,0.63719,0.74241
2018,North Rhine-Westphalia,Yes,0.09878,766,6245,0.09138,0.10618
2018,North Rhine-Westphalia,No,0.75462,5479,6245,0.74395,0.76530
2018,Hesse,Yes,0.10035,253,2099,0.08749,0.11321
2018,Hesse,No,0.74240,1846,2099,0.72369,0.76112
2018,"Rhineland-Palatinate, Saarland",Yes,0.05870,158,1716,0.04758,0.06983
2018,"Rhineland-Palatinate, Saarland",No,0.77588,1558,1716,0.75615,0.79562
2018,Baden-Wuerttemberg,Yes,0.06941,300,3154,0.06054,0.07828
2018,Baden-Wuerttemberg,No,0.76512,2854,3154,0.75032,0.77992
2018,Bavaria,Yes,0.06641,432,4330,0.05899,0.07383
2018,Bavaria,No,0.77854,3898,4330,0.76617,0.79091
2018,Berlin,Yes,0.09755,118,1129,0.08023,0.11486
2018,Berlin,No,0.75534,1011,1129,0.73025,0.78043
2018,Brandenburg,Yes,0.02970,60,1135,0.01982,0.03958
2018,Brandenburg,No,0.79001,1075,1135,0.76631,0.81372
2018,Mecklenburg-Western Pomerania,Yes,0.05567,52,650,0.03803,0.07331
2018,Mecklenburg-Western Pomerania,No,0.77978,598,650,0.74790,0.81166
2018,Saxony,Yes,0.07443,161,1743,0.06210,0.08676
2018,Saxony,No,0.77850,1582,1743,0.75900,0.79800
2018,Saxony-Anhalt,Yes,0.06053,79,998,0.04572,0.07533
2018,Saxony-Anhalt,No,0.78143,919,998,0.75578,0.80709
2018,Thuringa,Yes,0.06173,90,1042,0.04711,0.07635
2018,Thuringa,No,0.78292,952,1042,0.75788,0.80796
2019,Schleswig-Holstein,Yes,0.05685,97,1150,0.04346,0.07024
2019,Schleswig-Holstein,No,0.75529,1053,1150,0.73044,0.78015
2019,Hamburg,Yes,0.05853,46,584,0.03947,0.07758
2019,Hamburg,No,0.76374,538,584,0.72926,0.79822
2019,Lower Saxony,Yes,0.08150,317,2932,0.07160,0.09141
2019,Lower Saxony,No,0.75852,2615,2932,0.74302,0.77401
2019,Bremen,Yes,0.10235,38,290,0.06740,0.13729
2019,Bremen,No,0.75052,252,290,0.70063,0.80041
2019,North Rhine-Westphalia,Yes,0.08794,707,6251,0.08092,0.09496
2019,North Rhine-Westphalia,No,0.75813,5544,6251,0.74752,0.76875
2019,Hesse,Yes,0.09264,200,2001,0.07994,0.10535
2019,Hesse,No,0.74501,1801,2001,0.72590,0.76411
2019,"Rhineland-Palatinate, Saarland",Yes,0.06332,170,1657,0.05159,0.07505
2019,"Rhineland-Palatinate, Saarland",No,0.78042,1487,1657,0.76049,0.80036
2019,Baden-Wuerttemberg,Yes,0.07815,316,3179,0.06881,0.08748
2019,Baden-Wuerttemberg,No,0.74372,2863,3179,0.72854,0.75890
2019,Bavaria,Yes,0.06470,391,4314,0.05736,0.07205
2019,Bavaria,No,0.76847,3923,4314,0.75588,0.78106
2019,Berlin,Yes,0.09869,125,1134,0.08132,0.11605
2019,Berlin,No,0.75507,1009,1134,0.73003,0.78011
2019,Brandenburg,Yes,0.04377,70,1211,0.03225,0.05530
2019,Brandenburg,No,0.77285,1141,1211,0.74924,0.79646
2019,Mecklenburg-Western Pomerania,Yes,0.04919,44,650,0.03256,0.06583
2019,Mecklenburg-Western Pomerania,No,0.78530,606,650,0.75370,0.81689
2019,Saxony,Yes,0.06307,135,1736,0.05163,0.07451
2019,Saxony,No,0.79338,1601,1736,0.77433,0.81243
2019,Saxony-Anhalt,Yes,0.07067,73,988,0.05468,0.08666
2019,Saxony-Anhalt,No,0.78207,915,988,0.75631,0.80782
2019,Thuringa,Yes,0.07870,70,996,0.06197,0.09543
2019,Thuringa,No,0.77877,926,996,0.75298,0.80456
2020,Schleswig-Holstein,Yes,0.05942,101,1067,0.04523,0.07361
2020,Schleswig-Holstein,No,0.73788,966,1067,0.71148,0.76428
2020,Hamburg,Yes,0.08126,68,607,0.05950,0.10301
2020,Hamburg,No,0.75062,539,607,0.71618,0.78507
2020,Lower Saxony,Yes,0.06563,282,2887,0.05659,0.07466
2020,Lower Saxony,No,0.76952,2605,2887,0.75415,0.78488
2020,Bremen,Yes,0.10242,38,312,0.06872,0.13612
2020,Bremen,No,0.77441,274,312,0.72796,0.82087
2020,North Rhine-Westphalia,Yes,0.08988,752,6570,0.08297,0.09680
2020,North Rhine-Westphalia,No,0.75424,5818,6570,0.74383,0.76465
2020,Hesse,Yes,0.10341,253,2086,0.09034,0.11648
2020,Hesse,No,0.73106,1833,2086,0.71203,0.75010
2020,"Rhineland-Palatinate, Saarland",Yes,0.06555,145,1583,0.05335,0.07774
2020,"Rhineland-Palatinate, Saarland",No,0.78218,1438,1583,0.76184,0.80252
2020,Baden-Wuerttemberg,Yes,0.08031,358,3204,0.07089,0.08972
2020,Baden-Wuerttemberg,No,0.74104,2846,3204,0.72587,0.75622
2020,Bavaria,Yes,0.06855,433,4392,0.06108,0.07602
2020,Bavaria,No,0.75832,3959,4392,0.74566,0.77098
2020,Berlin,Yes,0.09457,147,1378,0.07911,0.11002
2020,Berlin,No,0.75858,1231,1378,0.73597,0.78118
2020,Brandenburg,Yes,0.06761,75,1154,0.05311,0.08210
2020,Brandenburg,No,0.76908,1079,1154,0.74476,0.79341
2020,Mecklenburg-Western Pomerania,Yes,0.05273,38,538,0.03383,0.07164
2020,Mecklenburg-Western Pomerania,No,0.78591,500,538,0.75122,0.82061
2020,Saxony,Yes,0.05803,126,1676,0.04684,0.06923
2020,Saxony,No,0.79228,1550,1676,0.77285,0.81171
2020,Saxony-Anhalt,Yes,0.05953,85,972,0.04465,0.07442
2020,Saxony-Anhalt,No,0.78032,887,972,0.75428,0.80637
2020,Thuringa,Yes,0.05665,68,976,0.04214,0.07116
2020,Thuringa,No,0.78882,908,976,0.76320,0.81444
2021,Schleswig-Holstein,Yes,0.03745,80,849,0.02467,0.05023
2021,Schleswig-Holstein,No,0.73705,769,849,0.70741,0.76668
2021,Hamburg,Yes,0.06442,47,454,0.04181,0.08702
2021,Hamburg,No,0.79125,407,454,0.75383,0.82868
2021,Lower Saxony,Yes,0.07070,200,1925,0.05924,0.08215
2021,Lower Saxony,No,0.75231,1725,1925,0.73302,0.77160
2021,Bremen,No,0.84577,138,138,0.78529,0.90625
2021,North Rhine-Westphalia,Yes,0.09053,497,4227,0.08188,0.09918
2021,North Rhine-Westphalia,No,0.73842,3730,4227,0.72517,0.75167
2021,Hesse,Yes,0.08749,159,1337,0.07234,0.10264
2021,Hesse,No,0.75584,1178,1337,0.73281,0.77888
2021,"Rhineland-Palatinate, Saarland",Yes,0.07740,107,1027,0.06105,0.09375
2021,"Rhineland-Palatinate, Saarland",No,0.76873,920,1027,0.74293,0.79453
2021,Baden-Wuerttemberg,Yes,0.08432,258,2185,0.07267,0.09597
2021,Baden-Wuerttemberg,No,0.73951,1927,2185,0.72111,0.75792
2021,Bavaria,Yes,0.06707,286,2886,0.05794,0.07620
2021,Bavaria,No,0.76009,2600,2886,0.74450,0.77567
2021,Berlin,Yes,0.08572,105,930,0.06772,0.10372
2021,Berlin,No,0.74276,825,930,0.71465,0.77087
2021,Brandenburg,Yes,0.06580,46,707,0.04751,0.08409
2021,Brandenburg,No,0.75779,661,707,0.72619,0.78939
2021,Mecklenburg-Western Pomerania,Yes,0.05918,34,412,0.03636,0.08199
2021,Mecklenburg-Western Pomerania,No,0.79974,378,412,0.76105,0.83843
2021,Saxony,Yes,0.07789,98,1171,0.06253,0.09325
2021,Saxony,No,0.75834,1073,1171,0.73381,0.78287
2021,Saxony-Anhalt,Yes,0.06776,60,610,0.04780,0.08772
2021,Saxony-Anhalt,No,0.78998,550,610,0.75763,0.82234
2021,Thuringa,Yes,0.06630,61,634,0.04692,0.08568
2021,Thuringa,No,0.75178,573,634,0.71813,0.78544
