year,age_gr,bula_h,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,17-29 y.,Bavaria,Yes,0.43203,288,555,0.39078,0.47328
2004,17-29 y.,Bavaria,No,0.56797,267,555,0.52672,0.60922
2004,17-29 y.,Berlin,Yes,0.63383,119,181,0.56345,0.70421
2004,17-29 y.,Berlin,No,0.36617,62,181,0.29579,0.43655
2004,17-29 y.,Brandenburg,Yes,0.48404,88,167,0.40802,0.56007
2004,17-29 y.,Brandenburg,No,0.51596,79,167,0.43993,0.59198
2004,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.44623,53,95,0.34573,0.54672
2004,17-29 y.,Mecklenburg-Western Pomerania,No,0.55377,42,95,0.45328,0.65427
2004,17-29 y.,Saxony,Yes,0.47595,171,317,0.42089,0.53102
2004,17-29 y.,Saxony,No,0.52405,146,317,0.46898,0.57911
2004,17-29 y.,Saxony-Anhalt,Yes,0.51054,100,186,0.43851,0.58258
2004,17-29 y.,Saxony-Anhalt,No,0.48946,86,186,0.41742,0.56149
2004,17-29 y.,Thuringa,Yes,0.47736,105,209,0.40948,0.54524
2004,17-29 y.,Thuringa,No,0.52264,104,209,0.45476,0.59052
2004,30-45 y.,Schleswig-Holstein,No,0.98719,166,166,0.97004,1.00435
2004,30-45 y.,Hamburg,No,0.95178,70,70,0.90123,1.00233
2004,30-45 y.,Lower Saxony,No,0.96391,575,575,0.94865,0.97917
2004,30-45 y.,Bremen,No,0.97060,46,46,0.92124,1.01996
2004,30-45 y.,North Rhine-Westphalia,Yes,0.04619,59,1403,0.03521,0.05718
2004,30-45 y.,North Rhine-Westphalia,No,0.95381,1344,1403,0.94282,0.96479
2004,30-45 y.,Hesse,No,0.95927,448,448,0.94095,0.97760
2004,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97177,407,407,0.95565,0.98788
2004,30-45 y.,Baden-Wuerttemberg,Yes,0.03726,33,886,0.02478,0.04974
2004,30-45 y.,Baden-Wuerttemberg,No,0.96274,853,886,0.95026,0.97522
2004,30-45 y.,Bavaria,Yes,0.05086,46,958,0.03694,0.06478
2004,30-45 y.,Bavaria,No,0.94914,912,958,0.93522,0.96306
2004,30-45 y.,Berlin,No,0.88941,205,205,0.84637,0.93244
2004,30-45 y.,Brandenburg,No,0.92767,195,195,0.89121,0.96412
2004,30-45 y.,Mecklenburg-Western Pomerania,No,0.95845,139,139,0.92515,0.99174
2004,30-45 y.,Saxony,No,0.95182,427,427,0.93149,0.97216
2004,30-45 y.,Saxony-Anhalt,No,0.92381,202,202,0.88713,0.96048
2004,30-45 y.,Thuringa,No,0.96885,256,256,0.94753,0.99018
2004,46-65 y.,Schleswig-Holstein,No,0.99278,257,257,0.98242,1.00315
2004,46-65 y.,Lower Saxony,No,0.99212,588,588,0.98497,0.99927
2004,46-65 y.,Bremen,No,0.96641,56,56,0.91879,1.01403
2004,46-65 y.,North Rhine-Westphalia,No,0.99404,1557,1557,0.99022,0.99787
2004,46-65 y.,Hesse,No,0.99650,510,510,0.99138,1.00163
2004,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99418,404,404,0.98675,1.00161
2004,46-65 y.,Baden-Wuerttemberg,No,0.98320,826,826,0.97443,0.99197
2004,46-65 y.,Bavaria,No,0.99563,1009,1009,0.99156,0.99970
2004,46-65 y.,Berlin,No,0.98995,276,276,0.97815,1.00174
2004,46-65 y.,Brandenburg,No,0.98195,336,336,0.96769,0.99621
2004,46-65 y.,Mecklenburg-Western Pomerania,No,0.99778,182,182,0.99091,1.00464
2004,46-65 y.,Saxony,No,0.99387,523,523,0.98717,1.00057
2004,46-65 y.,Saxony-Anhalt,No,0.99203,345,345,0.98263,1.00142
2004,46-65 y.,Thuringa,No,0.99860,309,309,0.99442,1.00278
2004,66 and older,Lower Saxony,No,0.99306,358,358,0.98445,1.00167
2004,66 and older,North Rhine-Westphalia,No,0.99881,807,807,0.99643,1.00119
2004,66 and older,Hesse,No,0.99013,220,220,0.97703,1.00322
2004,66 and older,"Rhineland-Palatinate, Saarland",No,0.99625,257,257,0.98876,1.00374
2004,66 and older,Baden-Wuerttemberg,No,0.99696,379,379,0.99141,1.00251
2004,66 and older,Bavaria,No,0.99705,514,514,0.99235,1.00174
2004,66 and older,Thuringa,No,0.99569,161,161,0.98553,1.00584
2005,17-29 y.,Schleswig-Holstein,Yes,0.40815,64,116,0.31832,0.49798
2005,17-29 y.,Schleswig-Holstein,No,0.59185,52,116,0.50202,0.68168
2005,17-29 y.,Hamburg,Yes,0.59082,39,39,0.43449,0.74715
2005,17-29 y.,Lower Saxony,Yes,0.48550,168,325,0.43108,0.53992
2005,17-29 y.,Lower Saxony,No,0.51450,157,325,0.46008,0.56892
2005,17-29 y.,North Rhine-Westphalia,Yes,0.54002,409,729,0.50381,0.57622
2005,17-29 y.,North Rhine-Westphalia,No,0.45799,320,729,0.42180,0.49418
2005,17-29 y.,Hesse,Yes,0.50663,127,229,0.44174,0.57153
2005,17-29 y.,Hesse,No,0.49337,102,229,0.42847,0.55826
2005,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.44106,111,208,0.37342,0.50870
2005,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.55894,97,208,0.49130,0.62658
2005,17-29 y.,Baden-Wuerttemberg,Yes,0.50430,272,504,0.46061,0.54800
2005,17-29 y.,Baden-Wuerttemberg,No,0.49570,232,504,0.45200,0.53939
2005,17-29 y.,Bavaria,Yes,0.43166,271,530,0.38945,0.47387
2005,17-29 y.,Bavaria,No,0.56834,259,530,0.52613,0.61055
2005,17-29 y.,Berlin,Yes,0.64230,108,162,0.56826,0.71634
2005,17-29 y.,Berlin,No,0.35770,54,162,0.28366,0.43174
2005,17-29 y.,Brandenburg,Yes,0.46730,91,168,0.39163,0.54297
2005,17-29 y.,Brandenburg,No,0.53270,77,168,0.45703,0.60837
2005,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.52538,55,95,0.42443,0.62633
2005,17-29 y.,Mecklenburg-Western Pomerania,No,0.47462,40,95,0.37367,0.57557
2005,17-29 y.,Saxony,Yes,0.51165,172,306,0.45555,0.56775
2005,17-29 y.,Saxony,No,0.48835,134,306,0.43225,0.54445
2005,17-29 y.,Saxony-Anhalt,Yes,0.49696,91,181,0.42392,0.57001
2005,17-29 y.,Saxony-Anhalt,No,0.50304,90,181,0.42999,0.57608
2005,17-29 y.,Thuringa,Yes,0.47884,89,183,0.40626,0.55142
2005,17-29 y.,Thuringa,No,0.52116,94,183,0.44858,0.59374
2005,30-45 y.,Schleswig-Holstein,No,0.93900,150,150,0.90057,0.97743
2005,30-45 y.,Hamburg,No,0.96067,66,66,0.91341,1.00792
2005,30-45 y.,Lower Saxony,No,0.96288,521,521,0.94664,0.97913
2005,30-45 y.,Bremen,No,0.87621,33,33,0.76210,0.99032
2005,30-45 y.,North Rhine-Westphalia,Yes,0.04080,49,1325,0.03015,0.05146
2005,30-45 y.,North Rhine-Westphalia,No,0.95920,1276,1325,0.94854,0.96985
2005,30-45 y.,Hesse,No,0.95336,425,425,0.93328,0.97343
2005,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96666,371,371,0.94837,0.98495
2005,30-45 y.,Baden-Wuerttemberg,No,0.98238,794,794,0.97322,0.99154
2005,30-45 y.,Bavaria,Yes,0.04828,37,906,0.03431,0.06225
2005,30-45 y.,Bavaria,No,0.95172,869,906,0.93775,0.96569
2005,30-45 y.,Berlin,No,0.93236,202,202,0.89764,0.96708
2005,30-45 y.,Brandenburg,No,0.94698,200,200,0.91585,0.97812
2005,30-45 y.,Mecklenburg-Western Pomerania,No,0.93165,126,126,0.88741,0.97589
2005,30-45 y.,Saxony,No,0.94349,397,397,0.92075,0.96624
2005,30-45 y.,Saxony-Anhalt,No,0.94596,193,193,0.91398,0.97794
2005,30-45 y.,Thuringa,No,0.95061,235,235,0.92285,0.97837
2005,46-65 y.,Schleswig-Holstein,No,0.99189,244,244,0.98061,1.00317
2005,46-65 y.,Hamburg,No,0.98554,109,109,0.96303,1.00805
2005,46-65 y.,Lower Saxony,No,0.97859,547,547,0.96645,0.99073
2005,46-65 y.,Bremen,No,0.96343,54,54,0.91289,1.01396
2005,46-65 y.,North Rhine-Westphalia,No,0.98832,1474,1474,0.98284,0.99381
2005,46-65 y.,Hesse,No,0.99382,471,471,0.98674,1.00091
2005,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99916,380,380,0.99624,1.00208
2005,46-65 y.,Baden-Wuerttemberg,No,0.98794,804,804,0.98039,0.99549
2005,46-65 y.,Bavaria,No,0.99569,962,962,0.99155,0.99983
2005,46-65 y.,Berlin,No,0.97500,255,255,0.95581,0.99420
2005,46-65 y.,Brandenburg,No,0.97981,317,317,0.96430,0.99532
2005,46-65 y.,Mecklenburg-Western Pomerania,No,0.99316,177,177,0.98099,1.00534
2005,46-65 y.,Saxony,No,0.98703,516,516,0.97726,0.99680
2005,46-65 y.,Saxony-Anhalt,No,0.99238,334,334,0.98304,1.00172
2005,46-65 y.,Thuringa,No,0.99085,295,295,0.97997,1.00173
2005,66 and older,Schleswig-Holstein,No,0.99058,125,125,0.97358,1.00758
2005,66 and older,North Rhine-Westphalia,No,0.99989,815,815,0.99918,1.00061
2005,66 and older,Hesse,No,0.98748,220,220,0.97276,1.00221
2005,66 and older,Baden-Wuerttemberg,No,0.99588,390,390,0.98952,1.00225
2005,66 and older,Brandenburg,No,0.99533,179,179,0.98532,1.00535
2006,17-29 y.,Schleswig-Holstein,Yes,0.37930,54,111,0.28863,0.46998
2006,17-29 y.,Schleswig-Holstein,No,0.58985,57,111,0.49793,0.68177
2006,17-29 y.,Hamburg,Yes,0.38354,37,37,0.22470,0.54238
2006,17-29 y.,Lower Saxony,Yes,0.37889,141,322,0.32582,0.43196
2006,17-29 y.,Lower Saxony,No,0.54697,181,322,0.49252,0.60143
2006,17-29 y.,North Rhine-Westphalia,Yes,0.45146,350,684,0.41414,0.48878
2006,17-29 y.,North Rhine-Westphalia,No,0.48109,334,684,0.44362,0.51857
2006,17-29 y.,Hesse,Yes,0.48923,119,215,0.42226,0.55621
2006,17-29 y.,Hesse,No,0.43212,96,215,0.36575,0.49849
2006,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.34694,83,206,0.28178,0.41211
2006,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.57051,123,206,0.50275,0.63827
2006,17-29 y.,Baden-Wuerttemberg,Yes,0.44232,259,507,0.39904,0.48560
2006,17-29 y.,Baden-Wuerttemberg,No,0.50809,248,507,0.46453,0.55165
2006,17-29 y.,Bavaria,Yes,0.36803,239,522,0.32662,0.40944
2006,17-29 y.,Bavaria,No,0.59813,283,522,0.55604,0.64023
2006,17-29 y.,Berlin,Yes,0.57549,85,148,0.49559,0.65539
2006,17-29 y.,Berlin,No,0.38514,63,148,0.30647,0.46381
2006,17-29 y.,Brandenburg,Yes,0.32033,70,158,0.24734,0.39331
2006,17-29 y.,Brandenburg,No,0.60907,88,158,0.53274,0.68540
2006,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.42276,44,89,0.31955,0.52598
2006,17-29 y.,Mecklenburg-Western Pomerania,No,0.46470,45,89,0.36049,0.56891
2006,17-29 y.,Saxony,Yes,0.43275,151,293,0.37592,0.48958
2006,17-29 y.,Saxony,No,0.49086,142,293,0.43352,0.54820
2006,17-29 y.,Saxony-Anhalt,Yes,0.39753,79,181,0.32604,0.46902
2006,17-29 y.,Saxony-Anhalt,No,0.53878,102,181,0.46595,0.61160
2006,17-29 y.,Thuringa,Yes,0.43411,81,160,0.35707,0.51116
2006,17-29 y.,Thuringa,No,0.49544,79,160,0.41772,0.57315
2006,30-45 y.,Schleswig-Holstein,No,0.96886,163,163,0.94211,0.99561
2006,30-45 y.,Hamburg,No,0.93405,60,60,0.87072,0.99738
2006,30-45 y.,Lower Saxony,No,0.97969,568,568,0.96808,0.99130
2006,30-45 y.,Bremen,No,0.88821,35,35,0.78229,0.99413
2006,30-45 y.,North Rhine-Westphalia,Yes,0.02973,40,1345,0.02065,0.03881
2006,30-45 y.,North Rhine-Westphalia,No,0.97027,1305,1345,0.96119,0.97935
2006,30-45 y.,Hesse,No,0.96019,455,455,0.94221,0.97818
2006,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97468,369,369,0.95864,0.99073
2006,30-45 y.,Baden-Wuerttemberg,No,0.97791,833,833,0.96792,0.98789
2006,30-45 y.,Bavaria,No,0.95851,924,924,0.94564,0.97138
2006,30-45 y.,Berlin,No,0.94214,173,173,0.90725,0.97704
2006,30-45 y.,Brandenburg,No,0.98072,221,221,0.96255,0.99889
2006,30-45 y.,Mecklenburg-Western Pomerania,No,0.96371,143,143,0.93295,0.99447
2006,30-45 y.,Saxony,No,0.90300,371,371,0.87284,0.93316
2006,30-45 y.,Saxony-Anhalt,No,0.96012,204,204,0.93320,0.98704
2006,30-45 y.,Thuringa,No,0.96149,247,247,0.93744,0.98554
2006,46-65 y.,Hamburg,No,0.99678,110,110,0.98615,1.00741
2006,46-65 y.,Lower Saxony,No,0.98809,626,626,0.97959,0.99660
2006,46-65 y.,North Rhine-Westphalia,No,0.99803,1571,1571,0.99583,1.00022
2006,46-65 y.,Hesse,No,0.99966,520,520,0.99809,1.00124
2006,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99816,429,429,0.99410,1.00222
2006,46-65 y.,Baden-Wuerttemberg,No,0.99532,858,858,0.99075,0.99989
2006,46-65 y.,Bavaria,No,0.98635,1072,1072,0.97940,0.99330
2006,46-65 y.,Berlin,No,0.96960,301,301,0.95018,0.98903
2006,46-65 y.,Brandenburg,No,0.98721,332,332,0.97510,0.99931
2006,46-65 y.,Mecklenburg-Western Pomerania,No,0.99397,198,198,0.98316,1.00478
2006,46-65 y.,Saxony,No,0.99332,560,560,0.98657,1.00007
2006,46-65 y.,Saxony-Anhalt,No,0.99545,325,325,0.98813,1.00278
2006,46-65 y.,Thuringa,No,0.99769,320,320,0.99241,1.00296
2006,66 and older,Schleswig-Holstein,No,0.99226,144,144,0.97790,1.00662
2006,66 and older,Bavaria,No,0.99835,581,581,0.99504,1.00165
2007,17-29 y.,Schleswig-Holstein,Yes,0.34712,52,103,0.25473,0.43951
2007,17-29 y.,Schleswig-Holstein,No,0.54951,51,103,0.45295,0.64607
2007,17-29 y.,Hamburg,No,0.69092,31,31,0.52556,0.85629
2007,17-29 y.,Lower Saxony,Yes,0.41024,137,290,0.35353,0.46695
2007,17-29 y.,Lower Saxony,No,0.49373,153,290,0.43609,0.55138
2007,17-29 y.,North Rhine-Westphalia,Yes,0.39760,323,633,0.35944,0.43575
2007,17-29 y.,North Rhine-Westphalia,No,0.50042,310,633,0.46144,0.53940
2007,17-29 y.,Hesse,Yes,0.51967,112,204,0.45095,0.58840
2007,17-29 y.,Hesse,No,0.41126,92,204,0.34357,0.47896
2007,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.35486,83,189,0.28646,0.42325
2007,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.57145,106,189,0.50070,0.64219
2007,17-29 y.,Baden-Wuerttemberg,Yes,0.44002,230,461,0.39466,0.48539
2007,17-29 y.,Baden-Wuerttemberg,No,0.49558,231,461,0.44989,0.54127
2007,17-29 y.,Bavaria,Yes,0.34802,216,470,0.30491,0.39114
2007,17-29 y.,Bavaria,No,0.55943,254,470,0.51450,0.60436
2007,17-29 y.,Berlin,Yes,0.47185,78,153,0.39248,0.55121
2007,17-29 y.,Berlin,No,0.46967,75,153,0.39033,0.54902
2007,17-29 y.,Brandenburg,Yes,0.40021,66,138,0.31817,0.48226
2007,17-29 y.,Brandenburg,No,0.53446,72,138,0.45093,0.61799
2007,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.41507,41,82,0.30777,0.52238
2007,17-29 y.,Mecklenburg-Western Pomerania,No,0.50987,41,82,0.40100,0.61873
2007,17-29 y.,Saxony,Yes,0.48281,147,271,0.42320,0.54241
2007,17-29 y.,Saxony,No,0.46984,124,271,0.41031,0.52937
2007,17-29 y.,Saxony-Anhalt,Yes,0.42043,86,159,0.34346,0.49740
2007,17-29 y.,Saxony-Anhalt,No,0.46643,73,159,0.38864,0.54421
2007,17-29 y.,Thuringa,Yes,0.42424,94,162,0.34789,0.50058
2007,17-29 y.,Thuringa,No,0.46840,68,162,0.39132,0.54548
2007,30-45 y.,Schleswig-Holstein,No,0.97777,145,145,0.95369,1.00185
2007,30-45 y.,Hamburg,No,0.98975,61,61,0.96425,1.01524
2007,30-45 y.,Lower Saxony,No,0.95802,511,511,0.94061,0.97543
2007,30-45 y.,Bremen,No,0.84774,40,40,0.73498,0.96050
2007,30-45 y.,North Rhine-Westphalia,Yes,0.03218,33,1232,0.02232,0.04204
2007,30-45 y.,North Rhine-Westphalia,No,0.96782,1199,1232,0.95796,0.97768
2007,30-45 y.,Hesse,No,0.97170,418,418,0.95579,0.98762
2007,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96928,318,318,0.95029,0.98828
2007,30-45 y.,Baden-Wuerttemberg,No,0.96936,724,724,0.95680,0.98192
2007,30-45 y.,Bavaria,Yes,0.04398,32,871,0.03035,0.05761
2007,30-45 y.,Bavaria,No,0.95602,839,871,0.94239,0.96965
2007,30-45 y.,Berlin,No,0.91896,151,151,0.87528,0.96263
2007,30-45 y.,Brandenburg,No,0.97311,203,203,0.95081,0.99542
2007,30-45 y.,Mecklenburg-Western Pomerania,No,0.93867,119,119,0.89538,0.98196
2007,30-45 y.,Saxony,No,0.91486,368,368,0.88631,0.94342
2007,30-45 y.,Saxony-Anhalt,No,0.93913,190,190,0.90504,0.97322
2007,30-45 y.,Thuringa,No,0.97973,225,225,0.96128,0.99819
2007,46-65 y.,Schleswig-Holstein,No,0.98649,219,219,0.97117,1.00182
2007,46-65 y.,Lower Saxony,No,0.99088,577,577,0.98311,0.99864
2007,46-65 y.,Bremen,No,0.99149,54,54,0.96676,1.01622
2007,46-65 y.,North Rhine-Westphalia,No,0.99432,1403,1403,0.99039,0.99825
2007,46-65 y.,Hesse,No,0.98638,492,492,0.97612,0.99663
2007,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99192,402,402,0.98315,1.00068
2007,46-65 y.,Baden-Wuerttemberg,No,0.99263,805,805,0.98672,0.99855
2007,46-65 y.,Bavaria,No,0.99079,1011,1011,0.98490,0.99668
2007,46-65 y.,Berlin,No,0.99337,299,299,0.98416,1.00258
2007,46-65 y.,Brandenburg,No,0.97260,287,287,0.95368,0.99152
2007,46-65 y.,Mecklenburg-Western Pomerania,No,0.98345,189,189,0.96521,1.00169
2007,46-65 y.,Saxony,No,0.98223,528,528,0.97095,0.99351
2007,46-65 y.,Saxony-Anhalt,No,0.99435,318,318,0.98609,1.00260
2007,46-65 y.,Thuringa,No,0.99434,304,304,0.98589,1.00279
2007,66 and older,"Rhineland-Palatinate, Saarland",No,0.99032,255,255,0.97829,1.00236
2008,17-29 y.,Schleswig-Holstein,Yes,0.41671,44,89,0.31371,0.51972
2008,17-29 y.,Schleswig-Holstein,No,0.48412,45,89,0.37970,0.58853
2008,17-29 y.,Hamburg,No,0.67227,33,33,0.50964,0.83490
2008,17-29 y.,Lower Saxony,Yes,0.42142,127,268,0.36219,0.48065
2008,17-29 y.,Lower Saxony,No,0.49237,141,268,0.43240,0.55234
2008,17-29 y.,North Rhine-Westphalia,Yes,0.43267,317,602,0.39306,0.47228
2008,17-29 y.,North Rhine-Westphalia,No,0.49530,285,602,0.45532,0.53527
2008,17-29 y.,Hesse,Yes,0.48162,101,194,0.41112,0.55211
2008,17-29 y.,Hesse,No,0.43176,93,194,0.36188,0.50165
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.35474,71,164,0.28129,0.42819
2008,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.54355,93,164,0.46708,0.62002
2008,17-29 y.,Baden-Wuerttemberg,Yes,0.45689,236,448,0.41071,0.50307
2008,17-29 y.,Baden-Wuerttemberg,No,0.47235,212,448,0.42607,0.51864
2008,17-29 y.,Bavaria,Yes,0.36056,216,427,0.31496,0.40616
2008,17-29 y.,Bavaria,No,0.56469,211,427,0.51761,0.61178
2008,17-29 y.,Berlin,Yes,0.46577,75,137,0.38193,0.54960
2008,17-29 y.,Berlin,No,0.47540,62,137,0.39147,0.55934
2008,17-29 y.,Brandenburg,Yes,0.47321,71,122,0.38424,0.56217
2008,17-29 y.,Brandenburg,No,0.49358,51,122,0.40450,0.58267
2008,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.43105,40,74,0.31745,0.54465
2008,17-29 y.,Mecklenburg-Western Pomerania,No,0.52130,34,74,0.40671,0.63590
2008,17-29 y.,Saxony,Yes,0.43930,123,242,0.37663,0.50196
2008,17-29 y.,Saxony,No,0.50810,119,242,0.44498,0.57122
2008,17-29 y.,Saxony-Anhalt,Yes,0.43154,78,151,0.35227,0.51080
2008,17-29 y.,Saxony-Anhalt,No,0.50343,73,151,0.42341,0.58344
2008,17-29 y.,Thuringa,Yes,0.47433,85,157,0.39597,0.55269
2008,17-29 y.,Thuringa,No,0.50196,72,157,0.42350,0.58042
2008,30-45 y.,Schleswig-Holstein,No,0.92557,123,123,0.87899,0.97214
2008,30-45 y.,Hamburg,No,0.94826,53,53,0.88806,1.00847
2008,30-45 y.,Lower Saxony,No,0.94737,465,465,0.92705,0.96769
2008,30-45 y.,Bremen,No,0.91320,38,38,0.82249,1.00392
2008,30-45 y.,North Rhine-Westphalia,Yes,0.04165,40,1103,0.02985,0.05344
2008,30-45 y.,North Rhine-Westphalia,No,0.95835,1063,1103,0.94656,0.97015
2008,30-45 y.,Hesse,No,0.96569,371,371,0.94714,0.98424
2008,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97532,265,265,0.95661,0.99404
2008,30-45 y.,Baden-Wuerttemberg,No,0.98073,651,651,0.97017,0.99130
2008,30-45 y.,Bavaria,No,0.96134,770,770,0.94772,0.97497
2008,30-45 y.,Berlin,No,0.92921,149,149,0.88788,0.97053
2008,30-45 y.,Brandenburg,No,0.98278,190,190,0.96424,1.00133
2008,30-45 y.,Mecklenburg-Western Pomerania,No,0.90502,106,106,0.84894,0.96110
2008,30-45 y.,Saxony,No,0.94706,346,346,0.92344,0.97069
2008,30-45 y.,Saxony-Anhalt,No,0.96492,181,181,0.93804,0.99180
2008,30-45 y.,Thuringa,No,0.98749,208,208,0.97234,1.00263
2008,46-65 y.,Lower Saxony,No,0.99559,556,556,0.99008,1.00110
2008,46-65 y.,Bremen,No,0.96443,44,44,0.90908,1.01979
2008,46-65 y.,North Rhine-Westphalia,No,0.99434,1323,1323,0.99029,0.99838
2008,46-65 y.,Hesse,No,0.99763,476,476,0.99326,1.00200
2008,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99819,413,413,0.99409,1.00229
2008,46-65 y.,Baden-Wuerttemberg,No,0.99540,763,763,0.99060,1.00021
2008,46-65 y.,Bavaria,No,0.98263,945,945,0.97429,0.99096
2008,46-65 y.,Berlin,No,0.98954,285,285,0.97771,1.00137
2008,46-65 y.,Brandenburg,No,0.98839,275,275,0.97571,1.00108
2008,46-65 y.,Mecklenburg-Western Pomerania,No,0.98117,189,189,0.96174,1.00060
2008,46-65 y.,Saxony,No,0.98458,505,505,0.97383,0.99534
2008,46-65 y.,Saxony-Anhalt,No,0.99742,288,288,0.99156,1.00329
2008,66 and older,Schleswig-Holstein,No,0.99117,139,139,0.97555,1.00678
2008,66 and older,Lower Saxony,No,0.99749,422,422,0.99271,1.00227
2008,66 and older,Bavaria,No,0.99791,570,570,0.99416,1.00166
2009,17-29 y.,Schleswig-Holstein,Yes,0.42628,41,84,0.31989,0.53268
2009,17-29 y.,Schleswig-Holstein,No,0.50371,43,84,0.39615,0.61128
2009,17-29 y.,Hamburg,No,0.58944,31,31,0.41340,0.76547
2009,17-29 y.,Lower Saxony,Yes,0.44010,113,226,0.37524,0.50497
2009,17-29 y.,Lower Saxony,No,0.52392,113,226,0.45866,0.58918
2009,17-29 y.,North Rhine-Westphalia,Yes,0.46515,286,537,0.42292,0.50738
2009,17-29 y.,North Rhine-Westphalia,No,0.45678,251,537,0.41461,0.49896
2009,17-29 y.,Hesse,Yes,0.55093,110,188,0.47964,0.62223
2009,17-29 y.,Hesse,No,0.39153,78,188,0.32157,0.46148
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.40168,82,156,0.32450,0.47886
2009,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.46011,74,156,0.38165,0.53858
2009,17-29 y.,Baden-Wuerttemberg,Yes,0.45177,210,401,0.40300,0.50055
2009,17-29 y.,Baden-Wuerttemberg,No,0.47829,191,401,0.42933,0.52724
2009,17-29 y.,Bavaria,Yes,0.36119,205,410,0.31464,0.40774
2009,17-29 y.,Bavaria,No,0.56035,205,410,0.51225,0.60846
2009,17-29 y.,Berlin,Yes,0.48606,65,119,0.39588,0.57624
2009,17-29 y.,Berlin,No,0.43936,54,119,0.34981,0.52892
2009,17-29 y.,Brandenburg,Yes,0.45200,58,106,0.35680,0.54719
2009,17-29 y.,Brandenburg,No,0.50778,48,106,0.41216,0.60341
2009,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.38336,31,31,0.20937,0.55735
2009,17-29 y.,Saxony,Yes,0.40425,105,227,0.34027,0.46823
2009,17-29 y.,Saxony,No,0.57034,122,227,0.50580,0.63488
2009,17-29 y.,Saxony-Anhalt,Yes,0.52593,72,135,0.44138,0.61047
2009,17-29 y.,Saxony-Anhalt,No,0.45476,63,135,0.37045,0.53907
2009,17-29 y.,Thuringa,Yes,0.46483,66,132,0.37942,0.55024
2009,17-29 y.,Thuringa,No,0.49436,66,132,0.40874,0.57997
2009,30-45 y.,Schleswig-Holstein,No,0.97467,106,106,0.94461,1.00472
2009,30-45 y.,Hamburg,No,0.95011,60,60,0.89456,1.00567
2009,30-45 y.,Lower Saxony,No,0.97624,441,441,0.96201,0.99047
2009,30-45 y.,Bremen,No,0.96061,37,37,0.89707,1.02415
2009,30-45 y.,North Rhine-Westphalia,Yes,0.05608,35,1000,0.04181,0.07035
2009,30-45 y.,North Rhine-Westphalia,No,0.94392,965,1000,0.92965,0.95819
2009,30-45 y.,Hesse,No,0.96332,306,306,0.94222,0.98442
2009,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.94548,238,238,0.91658,0.97439
2009,30-45 y.,Baden-Wuerttemberg,No,0.95864,554,554,0.94204,0.97523
2009,30-45 y.,Bavaria,No,0.96266,696,696,0.94857,0.97676
2009,30-45 y.,Berlin,No,0.92870,142,142,0.88623,0.97118
2009,30-45 y.,Brandenburg,No,0.97979,177,177,0.95900,1.00058
2009,30-45 y.,Mecklenburg-Western Pomerania,No,0.89576,103,103,0.83646,0.95506
2009,30-45 y.,Saxony,No,0.94953,319,319,0.92547,0.97359
2009,30-45 y.,Saxony-Anhalt,No,0.97121,162,162,0.94538,0.99704
2009,30-45 y.,Thuringa,No,0.99109,189,189,0.97766,1.00452
2009,46-65 y.,Schleswig-Holstein,No,0.98811,178,178,0.97215,1.00408
2009,46-65 y.,Lower Saxony,No,0.99535,525,525,0.98952,1.00118
2009,46-65 y.,Bremen,No,0.99403,38,38,0.96920,1.01886
2009,46-65 y.,North Rhine-Westphalia,No,0.98813,1228,1228,0.98207,0.99419
2009,46-65 y.,Hesse,No,0.97846,459,459,0.96516,0.99175
2009,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99390,400,400,0.98625,1.00154
2009,46-65 y.,Baden-Wuerttemberg,No,0.99467,674,674,0.98916,1.00017
2009,46-65 y.,Bavaria,No,0.99577,915,915,0.99156,0.99998
2009,46-65 y.,Berlin,No,0.98543,261,261,0.97087,1.00000
