year,bula_h,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Brandenburg,Rural regions,No,0.88500,778,894,0.86407,0.90592
2002,Mecklenburg-Western Pomerania,Urban regions,No,0.94616,63,63,0.88998,1.00234
2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09627,56,444,0.06881,0.12374
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.90373,388,444,0.87626,0.93119
2002,Saxony,Urban regions,Yes,0.13598,108,798,0.11218,0.15978
2002,Saxony,Urban regions,No,0.86402,690,798,0.84022,0.88782
2002,Saxony,Rural regions,Yes,0.09838,90,850,0.07835,0.11842
2002,Saxony,Rural regions,No,0.90162,760,850,0.88158,0.92165
2002,Saxony-Anhalt,Urban regions,No,0.88705,155,155,0.83706,0.93704
2002,Saxony-Anhalt,Rural regions,Yes,0.11534,106,791,0.09306,0.13761
2002,Saxony-Anhalt,Rural regions,No,0.88466,685,791,0.86239,0.90694
2002,Thuringa,Urban regions,Yes,0.14347,46,288,0.10291,0.18403
2002,Thuringa,Urban regions,No,0.85653,242,288,0.81597,0.89709
2002,Thuringa,Rural regions,Yes,0.10407,86,679,0.08108,0.12705
2002,Thuringa,Rural regions,No,0.89593,593,679,0.87295,0.91892
2003,Schleswig-Holstein,Urban regions,Yes,0.11636,36,289,0.07933,0.15339
2003,Schleswig-Holstein,Urban regions,No,0.88364,253,289,0.84661,0.92067
2003,Schleswig-Holstein,Rural regions,Yes,0.08284,37,378,0.05502,0.11067
2003,Schleswig-Holstein,Rural regions,No,0.91716,341,378,0.88933,0.94498
2003,Hamburg,Urban regions,Yes,0.10316,31,294,0.06833,0.13799
2003,Hamburg,Urban regions,No,0.89684,263,294,0.86201,0.93167
2003,Lower Saxony,Urban regions,Yes,0.08571,93,921,0.06762,0.10380
2003,Lower Saxony,Urban regions,No,0.91429,828,921,0.89620,0.93238
2003,Lower Saxony,Rural regions,Yes,0.09941,103,986,0.08073,0.11810
2003,Lower Saxony,Rural regions,No,0.90059,883,986,0.88190,0.91927
2003,Bremen,Urban regions,No,0.87236,149,149,0.81860,0.92612
2003,North Rhine-Westphalia,Urban regions,Yes,0.09438,498,4560,0.08589,0.10286
2003,North Rhine-Westphalia,Urban regions,No,0.90562,4062,4560,0.89714,0.91411
2003,North Rhine-Westphalia,Rural regions,No,0.92146,98,98,0.86793,0.97500
2003,Hesse,Urban regions,Yes,0.10070,130,1228,0.08386,0.11754
2003,Hesse,Urban regions,No,0.89930,1098,1228,0.88246,0.91614
2003,Hesse,Rural regions,Yes,0.11131,32,270,0.07373,0.14890
2003,Hesse,Rural regions,No,0.88869,238,270,0.85110,0.92627
2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09996,107,1030,0.08163,0.11829
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90004,923,1030,0.88171,0.91837
2003,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.10483,39,322,0.07132,0.13834
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89517,283,322,0.86166,0.92868
2003,Baden-Wuerttemberg,Urban regions,Yes,0.09586,271,2457,0.08421,0.10750
2003,Baden-Wuerttemberg,Urban regions,No,0.90414,2186,2457,0.89250,0.91579
2003,Baden-Wuerttemberg,Rural regions,No,0.92933,214,214,0.89491,0.96374
2003,Bavaria,Urban regions,Yes,0.08460,151,1598,0.07095,0.09824
2003,Bavaria,Urban regions,No,0.91540,1447,1598,0.90176,0.92905
2003,Bavaria,Rural regions,Yes,0.08643,177,1528,0.07233,0.10052
2003,Bavaria,Rural regions,No,0.91357,1351,1528,0.89948,0.92767
2003,Berlin,Urban regions,Yes,0.15038,137,823,0.12594,0.17481
2003,Berlin,Urban regions,No,0.84962,686,823,0.82519,0.87406
2003,Brandenburg,Urban regions,No,0.86009,56,56,0.76841,0.95177
2003,Brandenburg,Rural regions,Yes,0.09830,96,873,0.07854,0.11806
2003,Brandenburg,Rural regions,No,0.90170,777,873,0.88194,0.92146
2003,Mecklenburg-Western Pomerania,Urban regions,No,0.94494,65,65,0.88905,1.00082
2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10994,65,453,0.08110,0.13878
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.89006,388,453,0.86122,0.91890
2003,Saxony,Urban regions,Yes,0.13849,106,780,0.11423,0.16274
2003,Saxony,Urban regions,No,0.86151,674,780,0.83726,0.88577
2003,Saxony,Rural regions,Yes,0.10969,96,831,0.08843,0.13095
2003,Saxony,Rural regions,No,0.89031,735,831,0.86905,0.91157
2003,Saxony-Anhalt,Urban regions,No,0.92934,161,161,0.88963,0.96905
2003,Saxony-Anhalt,Rural regions,Yes,0.09992,96,755,0.07851,0.12133
2003,Saxony-Anhalt,Rural regions,No,0.90008,659,755,0.87867,0.92149
2003,Thuringa,Urban regions,Yes,0.09623,36,288,0.06211,0.13034
2003,Thuringa,Urban regions,No,0.90377,252,288,0.86966,0.93789
2003,Thuringa,Rural regions,Yes,0.09968,84,668,0.07695,0.12242
2003,Thuringa,Rural regions,No,0.90032,584,668,0.87758,0.92305
2004,Schleswig-Holstein,Urban regions,Yes,0.08198,31,287,0.05018,0.11377
2004,Schleswig-Holstein,Urban regions,No,0.91802,256,287,0.88623,0.94982
2004,Schleswig-Holstein,Rural regions,No,0.94375,352,352,0.91965,0.96786
2004,Hamburg,Urban regions,Yes,0.11404,34,294,0.07765,0.15044
2004,Hamburg,Urban regions,No,0.88596,260,294,0.84956,0.92235
2004,Lower Saxony,Urban regions,Yes,0.10944,104,905,0.08909,0.12979
2004,Lower Saxony,Urban regions,No,0.89056,801,905,0.87021,0.91091
2004,Lower Saxony,Rural regions,Yes,0.09575,111,980,0.07732,0.11418
2004,Lower Saxony,Rural regions,No,0.90425,869,980,0.88582,0.92268
2004,Bremen,Urban regions,No,0.92128,147,147,0.87760,0.96497
2004,North Rhine-Westphalia,Urban regions,Yes,0.09703,485,4436,0.08832,0.10574
2004,North Rhine-Westphalia,Urban regions,No,0.90297,3951,4436,0.89426,0.91168
2004,North Rhine-Westphalia,Rural regions,No,0.89579,95,95,0.83403,0.95756
2004,Hesse,Urban regions,Yes,0.09011,123,1187,0.07382,0.10641
2004,Hesse,Urban regions,No,0.90989,1064,1187,0.89359,0.92618
2004,Hesse,Rural regions,Yes,0.13896,38,255,0.09642,0.18150
2004,Hesse,Rural regions,No,0.86104,217,255,0.81850,0.90358
2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.10152,113,995,0.08275,0.12030
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89848,882,995,0.87970,0.91725
2004,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.08608,31,309,0.05476,0.11741
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91392,278,309,0.88259,0.94524
2004,Baden-Wuerttemberg,Urban regions,Yes,0.10239,279,2374,0.09019,0.11459
2004,Baden-Wuerttemberg,Urban regions,No,0.89761,2095,2374,0.88541,0.90981
2004,Baden-Wuerttemberg,Rural regions,No,0.91714,208,208,0.87959,0.95470
2004,Bavaria,Urban regions,Yes,0.08930,164,1532,0.07502,0.10359
2004,Bavaria,Urban regions,No,0.91070,1368,1532,0.89641,0.92498
2004,Bavaria,Rural regions,Yes,0.09656,179,1513,0.08167,0.11145
2004,Bavaria,Rural regions,No,0.90344,1334,1513,0.88855,0.91833
2004,Berlin,Urban regions,Yes,0.16841,143,805,0.14254,0.19428
2004,Berlin,Urban regions,No,0.83159,662,805,0.80572,0.85746
2004,Brandenburg,Urban regions,No,0.81050,57,57,0.70786,0.91315
2004,Brandenburg,Rural regions,Yes,0.10440,88,829,0.08357,0.12522
2004,Brandenburg,Rural regions,No,0.89560,741,829,0.87478,0.91643
2004,Mecklenburg-Western Pomerania,Urban regions,No,0.88272,63,63,0.80262,0.96281
2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.07379,48,435,0.04920,0.09839
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.92621,387,435,0.90161,0.95080
2004,Saxony,Urban regions,Yes,0.11239,106,781,0.09022,0.13455
2004,Saxony,Urban regions,No,0.88761,675,781,0.86545,0.90978
2004,Saxony,Rural regions,Yes,0.10061,88,790,0.07962,0.12160
2004,Saxony,Rural regions,No,0.89939,702,790,0.87840,0.92038
2004,Saxony-Anhalt,Urban regions,No,0.90354,158,158,0.85736,0.94972
2004,Saxony-Anhalt,Rural regions,Yes,0.10487,95,744,0.08284,0.12690
2004,Saxony-Anhalt,Rural regions,No,0.89513,649,744,0.87310,0.91716
2004,Thuringa,Urban regions,Yes,0.11496,39,284,0.07779,0.15212
2004,Thuringa,Urban regions,No,0.88504,245,284,0.84788,0.92221
2004,Thuringa,Rural regions,Yes,0.09002,76,661,0.06819,0.11186
2004,Thuringa,Rural regions,No,0.90998,585,661,0.88814,0.93181
2005,Schleswig-Holstein,Urban regions,Yes,0.10343,32,277,0.06750,0.13936
2005,Schleswig-Holstein,Urban regions,No,0.89657,245,277,0.86064,0.93250
2005,Schleswig-Holstein,Rural regions,Yes,0.08218,43,369,0.05412,0.11024
2005,Schleswig-Holstein,Rural regions,No,0.91782,326,369,0.88976,0.94588
2005,Hamburg,Urban regions,Yes,0.13338,44,287,0.09397,0.17278
2005,Hamburg,Urban regions,No,0.86662,243,287,0.82722,0.90603
2005,Lower Saxony,Urban regions,Yes,0.10903,99,856,0.08814,0.12992
2005,Lower Saxony,Urban regions,No,0.89097,757,856,0.87008,0.91186
2005,Lower Saxony,Rural regions,Yes,0.09588,97,927,0.07692,0.11485
2005,Lower Saxony,Rural regions,No,0.90412,830,927,0.88515,0.92308
2005,Bremen,Urban regions,No,0.85605,125,125,0.79426,0.91784
2005,North Rhine-Westphalia,Urban regions,Yes,0.10296,461,4255,0.09383,0.11209
2005,North Rhine-Westphalia,Urban regions,No,0.89704,3794,4255,0.88791,0.90617
2005,North Rhine-Westphalia,Rural regions,No,0.88520,91,91,0.81933,0.95106
2005,Hesse,Urban regions,Yes,0.10117,117,1118,0.08348,0.11885
2005,Hesse,Urban regions,No,0.89883,1001,1118,0.88115,0.91652
2005,Hesse,Rural regions,Yes,0.10987,33,250,0.07102,0.14871
2005,Hesse,Rural regions,No,0.89013,217,250,0.85129,0.92898
2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09905,97,946,0.08001,0.11810
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90095,849,946,0.88190,0.91999
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91317,269,269,0.87945,0.94688
2005,Baden-Wuerttemberg,Urban regions,Yes,0.10910,278,2308,0.09637,0.12182
2005,Baden-Wuerttemberg,Urban regions,No,0.89090,2030,2308,0.87818,0.90363
2005,Baden-Wuerttemberg,Rural regions,No,0.92128,190,190,0.88289,0.95968
2005,Bavaria,Urban regions,Yes,0.09728,172,1472,0.08214,0.11242
2005,Bavaria,Urban regions,No,0.90272,1300,1472,0.88758,0.91786
2005,Bavaria,Rural regions,Yes,0.09105,145,1427,0.07612,0.10599
2005,Bavaria,Rural regions,No,0.90895,1282,1427,0.89401,0.92388
2005,Berlin,Urban regions,Yes,0.16016,129,755,0.13398,0.18634
2005,Berlin,Urban regions,No,0.83984,626,755,0.81366,0.86602
2005,Brandenburg,Urban regions,No,0.78799,60,60,0.68370,0.89229
2005,Brandenburg,Rural regions,Yes,0.10179,91,804,0.08087,0.12270
2005,Brandenburg,Rural regions,No,0.89821,713,804,0.87730,0.91913
2005,Mecklenburg-Western Pomerania,Urban regions,No,0.88493,60,60,0.80351,0.96636
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11204,53,433,0.08230,0.14178
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.88796,380,433,0.85822,0.91770
2005,Saxony,Urban regions,Yes,0.12249,106,767,0.09927,0.14571
2005,Saxony,Urban regions,No,0.87751,661,767,0.85429,0.90073
2005,Saxony,Rural regions,Yes,0.12047,90,757,0.09727,0.14367
2005,Saxony,Rural regions,No,0.87953,667,757,0.85633,0.90273
2005,Saxony-Anhalt,Urban regions,No,0.87142,155,155,0.81855,0.92429
2005,Saxony-Anhalt,Rural regions,Yes,0.09447,81,718,0.07306,0.11588
2005,Saxony-Anhalt,Rural regions,No,0.90553,637,718,0.88412,0.92694
2005,Thuringa,Urban regions,Yes,0.11745,34,271,0.07904,0.15585
2005,Thuringa,Urban regions,No,0.88255,237,271,0.84415,0.92096
2005,Thuringa,Rural regions,Yes,0.10790,67,620,0.08346,0.13234
2005,Thuringa,Rural regions,No,0.89210,553,620,0.86766,0.91654
2006,Schleswig-Holstein,Urban regions,No,0.94112,269,269,0.91294,0.96931
2006,Schleswig-Holstein,Rural regions,Yes,0.08193,41,384,0.05446,0.10939
2006,Schleswig-Holstein,Rural regions,No,0.91807,343,384,0.89061,0.94554
2006,Hamburg,Urban regions,Yes,0.09129,42,304,0.05886,0.12373
2006,Hamburg,Urban regions,No,0.90871,262,304,0.87627,0.94114
2006,Lower Saxony,Urban regions,Yes,0.08417,81,928,0.06630,0.10204
2006,Lower Saxony,Urban regions,No,0.91583,847,928,0.89796,0.93370
2006,Lower Saxony,Rural regions,Yes,0.06740,77,1034,0.05211,0.08269
2006,Lower Saxony,Rural regions,No,0.93260,957,1034,0.91731,0.94789
2006,Bremen,Urban regions,No,0.86694,130,130,0.80832,0.92555
2006,North Rhine-Westphalia,Urban regions,Yes,0.08398,380,4429,0.07581,0.09215
2006,North Rhine-Westphalia,Urban regions,No,0.91602,4049,4429,0.90785,0.92419
2006,North Rhine-Westphalia,Rural regions,No,0.87572,104,104,0.81201,0.93943
2006,Hesse,Urban regions,Yes,0.09870,104,1210,0.08188,0.11551
2006,Hesse,Urban regions,No,0.90130,1106,1210,0.88449,0.91812
2006,Hesse,Rural regions,No,0.92003,242,242,0.88578,0.95428
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08579,73,975,0.06820,0.10338
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91421,902,975,0.89662,0.93180
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94061,296,296,0.91364,0.96759
2006,Baden-Wuerttemberg,Urban regions,Yes,0.09949,265,2485,0.08772,0.11126
2006,Baden-Wuerttemberg,Urban regions,No,0.90051,2220,2485,0.88874,0.91228
2006,Baden-Wuerttemberg,Rural regions,No,0.91173,208,208,0.87308,0.95038
2006,Bavaria,Urban regions,Yes,0.08456,140,1544,0.07068,0.09844
2006,Bavaria,Urban regions,No,0.91544,1404,1544,0.90156,0.92932
2006,Bavaria,Rural regions,Yes,0.07907,140,1596,0.06582,0.09231
2006,Bavaria,Rural regions,No,0.92093,1456,1596,0.90769,0.93418
2006,Berlin,Urban regions,Yes,0.13825,108,780,0.11401,0.16248
2006,Berlin,Urban regions,No,0.86175,672,780,0.83752,0.88599
2006,Brandenburg,Urban regions,No,0.88193,65,65,0.80287,0.96099
2006,Brandenburg,Rural regions,Yes,0.06661,69,863,0.04997,0.08326
2006,Brandenburg,Rural regions,No,0.93339,794,863,0.91674,0.95003
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.90807,64,64,0.83673,0.97942
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.08223,46,480,0.05763,0.10683
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.91777,434,480,0.89317,0.94237
2006,Saxony,Urban regions,Yes,0.12529,104,817,0.10258,0.14801
2006,Saxony,Urban regions,No,0.87471,713,817,0.85199,0.89742
2006,Saxony,Rural regions,Yes,0.11041,81,764,0.08817,0.13264
2006,Saxony,Rural regions,No,0.88959,683,764,0.86736,0.91183
2006,Saxony-Anhalt,Urban regions,No,0.92583,154,154,0.88431,0.96735
2006,Saxony-Anhalt,Rural regions,Yes,0.09576,77,748,0.07466,0.11687
2006,Saxony-Anhalt,Rural regions,No,0.90424,671,748,0.88313,0.92534
2006,Thuringa,Urban regions,No,0.90549,244,244,0.86870,0.94227
2006,Thuringa,Rural regions,Yes,0.07923,63,674,0.05882,0.09964
2006,Thuringa,Rural regions,No,0.92077,611,674,0.90036,0.94118
2007,Schleswig-Holstein,Urban regions,No,0.92737,231,231,0.89383,0.96091
2007,Schleswig-Holstein,Rural regions,Yes,0.07826,34,359,0.05044,0.10608
2007,Schleswig-Holstein,Rural regions,No,0.92174,325,359,0.89392,0.94956
2007,Hamburg,Urban regions,Yes,0.06108,32,293,0.03361,0.08855
2007,Hamburg,Urban regions,No,0.93892,261,293,0.91145,0.96639
2007,Lower Saxony,Urban regions,Yes,0.09070,86,862,0.07151,0.10988
2007,Lower Saxony,Urban regions,No,0.90930,776,862,0.89012,0.92849
2007,Lower Saxony,Rural regions,Yes,0.08109,79,964,0.06385,0.09833
2007,Lower Saxony,Rural regions,No,0.91891,885,964,0.90167,0.93615
2007,Bremen,Urban regions,No,0.86578,129,129,0.80672,0.92483
2007,North Rhine-Westphalia,Urban regions,Yes,0.07757,352,4097,0.06938,0.08576
2007,North Rhine-Westphalia,Urban regions,No,0.92243,3745,4097,0.91424,0.93062
2007,North Rhine-Westphalia,Rural regions,No,0.85026,91,91,0.77655,0.92398
2007,Hesse,Urban regions,Yes,0.09767,102,1144,0.08046,0.11488
2007,Hesse,Urban regions,No,0.90233,1042,1144,0.88512,0.91954
2007,Hesse,Rural regions,No,0.89535,223,223,0.85508,0.93562
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09041,73,889,0.07155,0.10927
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90959,816,889,0.89073,0.92845
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92317,265,265,0.89104,0.95530
2007,Baden-Wuerttemberg,Urban regions,Yes,0.09713,234,2268,0.08494,0.10932
2007,Baden-Wuerttemberg,Urban regions,No,0.90287,2034,2268,0.89068,0.91506
2007,Baden-Wuerttemberg,Rural regions,No,0.89149,195,195,0.84772,0.93526
2007,Bavaria,Urban regions,Yes,0.07963,127,1453,0.06570,0.09355
2007,Bavaria,Urban regions,No,0.92037,1326,1453,0.90645,0.93430
2007,Bavaria,Rural regions,Yes,0.07513,130,1501,0.06179,0.08847
2007,Bavaria,Rural regions,No,0.92487,1371,1501,0.91153,0.93821
2007,Berlin,Urban regions,Yes,0.12333,95,751,0.09980,0.14686
2007,Berlin,Urban regions,No,0.87667,656,751,0.85314,0.90020
2007,Brandenburg,Urban regions,No,0.95705,69,69,0.90887,1.00524
2007,Brandenburg,Rural regions,Yes,0.09124,69,786,0.07110,0.11139
2007,Brandenburg,Rural regions,No,0.90876,717,786,0.88861,0.92890
2007,Mecklenburg-Western Pomerania,Urban regions,No,0.87250,56,56,0.78435,0.96065
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09099,46,445,0.06424,0.11775
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.90901,399,445,0.88225,0.93576
2007,Saxony,Urban regions,Yes,0.13769,98,760,0.11317,0.16220
2007,Saxony,Urban regions,No,0.86231,662,760,0.83780,0.88683
2007,Saxony,Rural regions,Yes,0.11625,80,756,0.09338,0.13911
2007,Saxony,Rural regions,No,0.88375,676,756,0.86089,0.90662
2007,Saxony-Anhalt,Urban regions,No,0.85508,146,146,0.79779,0.91238
2007,Saxony-Anhalt,Rural regions,Yes,0.08712,80,707,0.06632,0.10792
2007,Saxony-Anhalt,Rural regions,No,0.91288,627,707,0.89208,0.93368
2007,Thuringa,Urban regions,Yes,0.09529,33,265,0.05987,0.13071
2007,Thuringa,Urban regions,No,0.90471,232,265,0.86929,0.94013
2007,Thuringa,Rural regions,Yes,0.08415,69,645,0.06271,0.10559
2007,Thuringa,Rural regions,No,0.91585,576,645,0.89441,0.93729
2008,Schleswig-Holstein,Urban regions,No,0.89934,204,204,0.85795,0.94073
2008,Schleswig-Holstein,Rural regions,No,0.90186,298,298,0.86802,0.93569
2008,Hamburg,Urban regions,Yes,0.07363,31,280,0.04299,0.10428
2008,Hamburg,Urban regions,No,0.92637,249,280,0.89572,0.95701
2008,Lower Saxony,Urban regions,Yes,0.11012,89,831,0.08882,0.13142
2008,Lower Saxony,Urban regions,No,0.88988,742,831,0.86858,0.91118
2008,Lower Saxony,Rural regions,Yes,0.07982,67,909,0.06219,0.09744
2008,Lower Saxony,Rural regions,No,0.92018,842,909,0.90256,0.93781
2008,Bremen,Urban regions,No,0.87349,120,120,0.81376,0.93321
2008,North Rhine-Westphalia,Urban regions,Yes,0.08890,348,3825,0.07988,0.09792
2008,North Rhine-Westphalia,Urban regions,No,0.91110,3477,3825,0.90208,0.92012
2008,North Rhine-Westphalia,Rural regions,No,0.88329,90,90,0.81658,0.95000
2008,Hesse,Urban regions,Yes,0.08928,101,1091,0.07235,0.10621
2008,Hesse,Urban regions,No,0.91072,990,1091,0.89379,0.92765
2008,Hesse,Rural regions,No,0.87122,206,206,0.82537,0.91707
2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07043,57,824,0.05295,0.08791
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92957,767,824,0.91209,0.94705
2008,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92831,250,250,0.89626,0.96035
2008,Baden-Wuerttemberg,Urban regions,Yes,0.09242,229,2144,0.08016,0.10469
2008,Baden-Wuerttemberg,Urban regions,No,0.90758,1915,2144,0.89531,0.91984
2008,Baden-Wuerttemberg,Rural regions,No,0.86136,190,190,0.81209,0.91062
2008,Bavaria,Urban regions,Yes,0.08174,126,1339,0.06706,0.09642
2008,Bavaria,Urban regions,No,0.91826,1213,1339,0.90358,0.93294
2008,Bavaria,Rural regions,Yes,0.07770,129,1412,0.06373,0.09166
2008,Bavaria,Rural regions,No,0.92230,1283,1412,0.90834,0.93627
2008,Berlin,Urban regions,Yes,0.11308,86,721,0.08994,0.13621
2008,Berlin,Urban regions,No,0.88692,635,721,0.86379,0.91006
2008,Brandenburg,Urban regions,No,0.95618,63,63,0.90523,1.00713
2008,Brandenburg,Rural regions,Yes,0.09213,79,755,0.07149,0.11278
2008,Brandenburg,Rural regions,No,0.90787,676,755,0.88722,0.92851
2008,Mecklenburg-Western Pomerania,Urban regions,No,0.85288,55,55,0.75840,0.94736
2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09104,43,427,0.06372,0.11836
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.90896,384,427,0.88164,0.93628
2008,Saxony,Urban regions,Yes,0.11695,80,727,0.09357,0.14033
2008,Saxony,Urban regions,No,0.88305,647,727,0.85967,0.90643
2008,Saxony,Rural regions,Yes,0.08457,65,706,0.06404,0.10511
2008,Saxony,Rural regions,No,0.91543,641,706,0.89489,0.93596
2008,Saxony-Anhalt,Urban regions,No,0.87365,142,142,0.81881,0.92849
2008,Saxony-Anhalt,Rural regions,Yes,0.08460,65,651,0.06321,0.10600
2008,Saxony-Anhalt,Rural regions,No,0.91540,586,651,0.89400,0.93679
2008,Thuringa,Urban regions,Yes,0.16201,33,261,0.11722,0.20679
2008,Thuringa,Urban regions,No,0.83799,228,261,0.79321,0.88278
2008,Thuringa,Rural regions,Yes,0.07252,59,614,0.05199,0.09305
2008,Thuringa,Rural regions,No,0.92748,555,614,0.90695,0.94801
2009,Schleswig-Holstein,Urban regions,No,0.92732,179,179,0.88918,0.96546
2009,Schleswig-Holstein,Rural regions,Yes,0.09384,32,317,0.06169,0.12599
2009,Schleswig-Holstein,Rural regions,No,0.90616,285,317,0.87401,0.93831
2009,Hamburg,Urban regions,No,0.91349,237,237,0.87763,0.94936
2009,Lower Saxony,Urban regions,Yes,0.08132,71,770,0.06200,0.10064
2009,Lower Saxony,Urban regions,No,0.91868,699,770,0.89936,0.93800
2009,Lower Saxony,Rural regions,Yes,0.08107,62,863,0.06285,0.09929
2009,Lower Saxony,Rural regions,No,0.91893,801,863,0.90071,0.93715
2009,Bremen,Urban regions,No,0.90843,108,108,0.85378,0.96308
2009,North Rhine-Westphalia,Urban regions,Yes,0.10091,316,3522,0.09096,0.11085
2009,North Rhine-Westphalia,Urban regions,No,0.89909,3206,3522,0.88915,0.90904
2009,North Rhine-Westphalia,Rural regions,No,0.86466,91,91,0.79399,0.93534
2009,Hesse,Urban regions,Yes,0.11316,102,997,0.09349,0.13284
2009,Hesse,Urban regions,No,0.88684,895,997,0.86716,0.90651
2009,Hesse,Rural regions,No,0.84633,195,195,0.79558,0.89708
2009,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09736,66,775,0.07648,0.11825
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90264,709,775,0.88175,0.92352
2009,"Rhineland-Palatinate, Saarland",Rural regions,No,0.90688,224,224,0.86873,0.94502
2009,Baden-Wuerttemberg,Urban regions,Yes,0.10754,221,1917,0.09367,0.12141
2009,Baden-Wuerttemberg,Urban regions,No,0.89246,1696,1917,0.87859,0.90633
2009,Baden-Wuerttemberg,Rural regions,No,0.87006,171,171,0.81951,0.92060
2009,Bavaria,Urban regions,Yes,0.07534,122,1263,0.06077,0.08990
2009,Bavaria,Urban regions,No,0.92466,1141,1263,0.91010,0.93923
2009,Bavaria,Rural regions,Yes,0.07345,117,1346,0.05951,0.08739
2009,Bavaria,Rural regions,No,0.92655,1229,1346,0.91261,0.94049
2009,Berlin,Urban regions,Yes,0.11784,79,683,0.09364,0.14204
2009,Berlin,Urban regions,No,0.88216,604,683,0.85796,0.90636
2009,Brandenburg,Urban regions,No,0.92936,58,58,0.86284,0.99587
2009,Brandenburg,Rural regions,Yes,0.07797,59,724,0.05843,0.09752
2009,Brandenburg,Rural regions,No,0.92203,665,724,0.90248,0.94157
2009,Mecklenburg-Western Pomerania,Urban regions,No,0.92213,51,51,0.84785,0.99641
2009,Mecklenburg-Western Pomerania,Rural regions,Yes,0.07743,31,412,0.05159,0.10327
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.92257,381,412,0.89673,0.94841
2009,Saxony,Urban regions,Yes,0.10456,72,695,0.08180,0.12733
2009,Saxony,Urban regions,No,0.89544,623,695,0.87267,0.91820
2009,Saxony,Rural regions,Yes,0.07923,55,674,0.05882,0.09964
2009,Saxony,Rural regions,No,0.92077,619,674,0.90036,0.94118
2009,Saxony-Anhalt,Urban regions,No,0.83129,127,127,0.76590,0.89668
2009,Saxony-Anhalt,Rural regions,Yes,0.10370,63,621,0.07970,0.12770
2009,Saxony-Anhalt,Rural regions,No,0.89630,558,621,0.87230,0.92030
2009,Thuringa,Urban regions,No,0.82525,216,216,0.77449,0.87601
2009,Thuringa,Rural regions,Yes,0.06016,43,577,0.04074,0.07957
2009,Thuringa,Rural regions,No,0.93984,534,577,0.92043,0.95926
2010,Schleswig-Holstein,Urban regions,No,0.90016,238,238,0.86200,0.93833
2010,Schleswig-Holstein,Rural regions,Yes,0.10248,45,467,0.07494,0.13002
2010,Schleswig-Holstein,Rural regions,No,0.89752,422,467,0.86998,0.92506
2010,Hamburg,Urban regions,Yes,0.12406,43,384,0.09105,0.15708
2010,Hamburg,Urban regions,No,0.87594,341,384,0.84292,0.90895
2010,Lower Saxony,Urban regions,Yes,0.08582,100,994,0.06840,0.10324
2010,Lower Saxony,Urban regions,No,0.91418,894,994,0.89676,0.93160
2010,Lower Saxony,Rural regions,Yes,0.08369,90,1192,0.06796,0.09942
2010,Lower Saxony,Rural regions,No,0.91631,1102,1192,0.90058,0.93204
2010,Bremen,Urban regions,No,0.89714,153,153,0.84885,0.94544
2010,North Rhine-Westphalia,Urban regions,Yes,0.10921,449,4856,0.10043,0.11798
2010,North Rhine-Westphalia,Urban regions,No,0.89079,4407,4856,0.88202,0.89957
2010,North Rhine-Westphalia,Rural regions,No,0.85081,108,108,0.78330,0.91832
2010,Hesse,Urban regions,Yes,0.10961,120,1339,0.09287,0.12635
