year,bula_h,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,North Rhine-Westphalia,male,No,0.89524,1978,2234,0.88253,0.90794
2001,North Rhine-Westphalia,female,Yes,0.08812,249,2413,0.07680,0.09943
2001,North Rhine-Westphalia,female,No,0.91188,2164,2413,0.90057,0.92320
2001,Hesse,male,Yes,0.07540,73,715,0.05603,0.09477
2001,Hesse,male,No,0.92460,642,715,0.90523,0.94397
2001,Hesse,female,Yes,0.08898,80,767,0.06882,0.10914
2001,Hesse,female,No,0.91102,687,767,0.89086,0.93118
2001,"Rhineland-Palatinate, Saarland",male,Yes,0.08709,55,636,0.06516,0.10902
2001,"Rhineland-Palatinate, Saarland",male,No,0.91291,581,636,0.89098,0.93484
2001,"Rhineland-Palatinate, Saarland",female,Yes,0.08468,68,717,0.06429,0.10507
2001,"Rhineland-Palatinate, Saarland",female,No,0.91532,649,717,0.89493,0.93571
2001,Baden-Wuerttemberg,male,Yes,0.09758,136,1263,0.08121,0.11396
2001,Baden-Wuerttemberg,male,No,0.90242,1127,1263,0.88604,0.91879
2001,Baden-Wuerttemberg,female,Yes,0.09571,143,1337,0.07993,0.11148
2001,Baden-Wuerttemberg,female,No,0.90429,1194,1337,0.88852,0.92007
2001,Bavaria,male,Yes,0.10504,146,1437,0.08918,0.12090
2001,Bavaria,male,No,0.89496,1291,1437,0.87910,0.91082
2001,Bavaria,female,Yes,0.09842,167,1602,0.08383,0.11302
2001,Bavaria,female,No,0.90158,1435,1602,0.88698,0.91617
2001,Berlin,male,Yes,0.15645,64,385,0.12011,0.19279
2001,Berlin,male,No,0.84355,321,385,0.80721,0.87989
2001,Berlin,female,Yes,0.13357,61,405,0.10040,0.16674
2001,Berlin,female,No,0.86643,344,405,0.83326,0.89960
2001,Brandenburg,male,Yes,0.14034,71,467,0.10880,0.17188
2001,Brandenburg,male,No,0.85966,396,467,0.82812,0.89120
2001,Brandenburg,female,Yes,0.10127,65,489,0.07450,0.12804
2001,Brandenburg,female,No,0.89873,424,489,0.87196,0.92550
2001,Mecklenburg-Western Pomerania,male,No,0.93610,215,215,0.90333,0.96887
2001,Mecklenburg-Western Pomerania,female,Yes,0.08374,31,276,0.05100,0.11648
2001,Mecklenburg-Western Pomerania,female,No,0.91626,245,276,0.88352,0.94900
2001,Saxony,male,Yes,0.10674,93,787,0.08515,0.12832
2001,Saxony,male,No,0.89326,694,787,0.87168,0.91485
2001,Saxony,female,Yes,0.10289,104,855,0.08251,0.12326
2001,Saxony,female,No,0.89711,751,855,0.87674,0.91749
2001,Saxony-Anhalt,male,Yes,0.10217,56,479,0.07501,0.12932
2001,Saxony-Anhalt,male,No,0.89783,423,479,0.87068,0.92499
2001,Saxony-Anhalt,female,Yes,0.10687,72,523,0.08037,0.13337
2001,Saxony-Anhalt,female,No,0.89313,451,523,0.86663,0.91963
2001,Thuringa,male,Yes,0.09071,53,475,0.06486,0.11657
2001,Thuringa,male,No,0.90929,422,475,0.88343,0.93514
2001,Thuringa,female,Yes,0.12821,75,492,0.09863,0.15778
2001,Thuringa,female,No,0.87179,417,492,0.84222,0.90137
2002,Schleswig-Holstein,male,Yes,0.07995,36,346,0.05133,0.10857
2002,Schleswig-Holstein,male,No,0.92005,310,346,0.89143,0.94867
2002,Schleswig-Holstein,female,Yes,0.09654,40,373,0.06653,0.12656
2002,Schleswig-Holstein,female,No,0.90346,333,373,0.87344,0.93347
2002,Hamburg,male,No,0.86561,129,129,0.80653,0.92470
2002,Hamburg,female,No,0.91983,162,162,0.87788,0.96178
2002,Lower Saxony,male,Yes,0.09994,105,967,0.08103,0.11885
2002,Lower Saxony,male,No,0.90006,862,967,0.88115,0.91897
2002,Lower Saxony,female,Yes,0.08569,102,1011,0.06843,0.10295
2002,Lower Saxony,female,No,0.91431,909,1011,0.89705,0.93157
2002,Bremen,male,No,0.92503,71,71,0.86334,0.98672
2002,Bremen,female,No,0.89671,80,80,0.82959,0.96382
2002,North Rhine-Westphalia,male,Yes,0.10310,259,2361,0.09083,0.11536
2002,North Rhine-Westphalia,male,No,0.89690,2102,2361,0.88464,0.90917
2002,North Rhine-Westphalia,female,Yes,0.08536,271,2508,0.07443,0.09630
2002,North Rhine-Westphalia,female,No,0.91464,2237,2508,0.90370,0.92557
2002,Hesse,male,Yes,0.09361,82,789,0.07327,0.11395
2002,Hesse,male,No,0.90639,707,789,0.88605,0.92673
2002,Hesse,female,Yes,0.08858,94,850,0.06947,0.10770
2002,Hesse,female,No,0.91142,756,850,0.89230,0.93053
2002,"Rhineland-Palatinate, Saarland",male,Yes,0.11540,70,649,0.09080,0.14000
2002,"Rhineland-Palatinate, Saarland",male,No,0.88460,579,649,0.86000,0.90920
2002,"Rhineland-Palatinate, Saarland",female,Yes,0.08081,66,727,0.06099,0.10064
2002,"Rhineland-Palatinate, Saarland",female,No,0.91919,661,727,0.89936,0.93901
2002,Baden-Wuerttemberg,male,Yes,0.10732,164,1377,0.09097,0.12368
2002,Baden-Wuerttemberg,male,No,0.89268,1213,1377,0.87632,0.90903
2002,Baden-Wuerttemberg,female,Yes,0.09544,149,1423,0.08017,0.11071
2002,Baden-Wuerttemberg,female,No,0.90456,1274,1423,0.88929,0.91983
2002,Bavaria,male,Yes,0.09740,159,1556,0.08267,0.11214
2002,Bavaria,male,No,0.90260,1397,1556,0.88786,0.91733
2002,Bavaria,female,Yes,0.09057,186,1700,0.07692,0.10422
2002,Bavaria,female,No,0.90943,1514,1700,0.89578,0.92308
2002,Berlin,male,Yes,0.15782,68,403,0.12218,0.19346
2002,Berlin,male,No,0.84218,335,403,0.80654,0.87782
2002,Berlin,female,Yes,0.14070,68,425,0.10760,0.17379
2002,Berlin,female,No,0.85930,357,425,0.82621,0.89240
2002,Brandenburg,male,Yes,0.13787,67,468,0.10660,0.16914
2002,Brandenburg,male,No,0.86213,401,468,0.83086,0.89340
2002,Brandenburg,female,Yes,0.10276,60,493,0.07593,0.12959
2002,Brandenburg,female,No,0.89724,433,493,0.87041,0.92407
2002,Mecklenburg-Western Pomerania,male,No,0.91968,206,206,0.88247,0.95688
2002,Mecklenburg-Western Pomerania,female,Yes,0.09890,39,284,0.06412,0.13368
2002,Mecklenburg-Western Pomerania,female,No,0.90110,245,284,0.86632,0.93588
2002,Saxony,male,Yes,0.13361,102,809,0.11015,0.15707
2002,Saxony,male,No,0.86639,707,809,0.84293,0.88985
2002,Saxony,female,Yes,0.09765,96,839,0.07755,0.11775
2002,Saxony,female,No,0.90235,743,839,0.88225,0.92245
2002,Saxony-Anhalt,male,Yes,0.12600,65,462,0.09571,0.15630
2002,Saxony-Anhalt,male,No,0.87400,397,462,0.84370,0.90429
2002,Saxony-Anhalt,female,Yes,0.10482,66,509,0.07818,0.13146
2002,Saxony-Anhalt,female,No,0.89518,443,509,0.86854,0.92182
2002,Thuringa,male,Yes,0.10835,65,481,0.08054,0.13616
2002,Thuringa,male,No,0.89165,416,481,0.86384,0.91946
2002,Thuringa,female,Yes,0.12260,67,486,0.09341,0.15179
2002,Thuringa,female,No,0.87740,419,486,0.84821,0.90659
2003,Schleswig-Holstein,male,Yes,0.09706,36,321,0.06462,0.12949
2003,Schleswig-Holstein,male,No,0.90294,285,321,0.87051,0.93538
2003,Schleswig-Holstein,female,Yes,0.09674,37,346,0.06555,0.12793
2003,Schleswig-Holstein,female,No,0.90326,309,346,0.87207,0.93445
2003,Hamburg,male,No,0.88903,119,119,0.83236,0.94571
2003,Hamburg,female,No,0.90312,144,144,0.85463,0.95160
2003,Lower Saxony,male,Yes,0.10390,99,921,0.08418,0.12361
2003,Lower Saxony,male,No,0.89610,822,921,0.87639,0.91582
2003,Lower Saxony,female,Yes,0.08219,97,986,0.06504,0.09935
2003,Lower Saxony,female,No,0.91781,889,986,0.90065,0.93496
2003,Bremen,male,No,0.86935,69,69,0.78925,0.94946
2003,Bremen,female,No,0.87514,80,80,0.80224,0.94803
2003,North Rhine-Westphalia,male,Yes,0.10367,251,2263,0.09111,0.11623
2003,North Rhine-Westphalia,male,No,0.89633,2012,2263,0.88377,0.90889
2003,North Rhine-Westphalia,female,Yes,0.08451,257,2405,0.07339,0.09562
2003,North Rhine-Westphalia,female,No,0.91549,2148,2405,0.90438,0.92661
2003,Hesse,male,Yes,0.11943,86,731,0.09591,0.14296
2003,Hesse,male,No,0.88057,645,731,0.85704,0.90409
2003,Hesse,female,Yes,0.08571,76,767,0.06588,0.10553
2003,Hesse,female,No,0.91429,691,767,0.89447,0.93412
2003,"Rhineland-Palatinate, Saarland",male,Yes,0.11759,75,637,0.09256,0.14263
2003,"Rhineland-Palatinate, Saarland",male,No,0.88241,562,637,0.85737,0.90744
2003,"Rhineland-Palatinate, Saarland",female,Yes,0.08607,71,715,0.06550,0.10664
2003,"Rhineland-Palatinate, Saarland",female,No,0.91393,644,715,0.89336,0.93450
2003,Baden-Wuerttemberg,male,Yes,0.10614,154,1307,0.08944,0.12285
2003,Baden-Wuerttemberg,male,No,0.89386,1153,1307,0.87715,0.91056
2003,Baden-Wuerttemberg,female,Yes,0.08141,133,1380,0.06698,0.09585
2003,Baden-Wuerttemberg,female,No,0.91859,1247,1380,0.90415,0.93302
2003,Bavaria,male,Yes,0.09659,155,1475,0.08151,0.11167
2003,Bavaria,male,No,0.90341,1320,1475,0.88833,0.91849
2003,Bavaria,female,Yes,0.07580,173,1651,0.06303,0.08857
2003,Bavaria,female,No,0.92420,1478,1651,0.91143,0.93697
2003,Berlin,male,Yes,0.17993,74,409,0.14265,0.21720
2003,Berlin,male,No,0.82007,335,409,0.78280,0.85735
2003,Berlin,female,Yes,0.11998,63,414,0.08864,0.15132
2003,Berlin,female,No,0.88002,351,414,0.84868,0.91136
2003,Brandenburg,male,Yes,0.09496,50,456,0.06802,0.12190
2003,Brandenburg,male,No,0.90504,406,456,0.87810,0.93198
2003,Brandenburg,female,Yes,0.10661,59,486,0.07914,0.13407
2003,Brandenburg,female,No,0.89339,427,486,0.86593,0.92086
2003,Mecklenburg-Western Pomerania,male,No,0.91709,212,212,0.87988,0.95430
2003,Mecklenburg-Western Pomerania,female,Yes,0.12146,43,284,0.08340,0.15951
2003,Mecklenburg-Western Pomerania,female,No,0.87854,241,284,0.84049,0.91660
2003,Saxony,male,Yes,0.13913,105,793,0.11502,0.16323
2003,Saxony,male,No,0.86087,688,793,0.83677,0.88498
2003,Saxony,female,Yes,0.10584,97,818,0.08474,0.12693
2003,Saxony,female,No,0.89416,721,818,0.87307,0.91526
2003,Saxony-Anhalt,male,Yes,0.08287,51,438,0.05702,0.10872
2003,Saxony-Anhalt,male,No,0.91713,387,438,0.89128,0.94298
2003,Saxony-Anhalt,female,Yes,0.10483,63,496,0.07784,0.13181
2003,Saxony-Anhalt,female,No,0.89517,433,496,0.86819,0.92216
2003,Thuringa,male,Yes,0.08536,54,467,0.05999,0.11073
2003,Thuringa,male,No,0.91464,413,467,0.88927,0.94001
2003,Thuringa,female,Yes,0.11209,66,489,0.08410,0.14008
2003,Thuringa,female,No,0.88791,423,489,0.85992,0.91590
2004,Schleswig-Holstein,male,Yes,0.07838,32,316,0.04870,0.10806
2004,Schleswig-Holstein,male,No,0.92162,284,316,0.89194,0.95130
2004,Schleswig-Holstein,female,No,0.94361,324,324,0.91846,0.96877
2004,Hamburg,male,No,0.84842,117,117,0.78316,0.91368
2004,Hamburg,female,No,0.91997,143,143,0.87534,0.96460
2004,Lower Saxony,male,Yes,0.10063,104,912,0.08110,0.12017
2004,Lower Saxony,male,No,0.89937,808,912,0.87983,0.91890
2004,Lower Saxony,female,Yes,0.10376,111,973,0.08459,0.12293
2004,Lower Saxony,female,No,0.89624,862,973,0.87707,0.91541
2004,Bremen,male,No,0.92627,69,69,0.86416,0.98838
2004,Bremen,female,No,0.91671,78,78,0.85499,0.97843
2004,North Rhine-Westphalia,male,Yes,0.10865,248,2196,0.09563,0.12167
2004,North Rhine-Westphalia,male,No,0.89135,1948,2196,0.87833,0.90437
2004,North Rhine-Westphalia,female,Yes,0.08618,249,2347,0.07482,0.09753
2004,North Rhine-Westphalia,female,No,0.91382,2098,2347,0.90247,0.92518
2004,Hesse,male,Yes,0.10081,78,696,0.07843,0.12320
2004,Hesse,male,No,0.89919,618,696,0.87680,0.92157
2004,Hesse,female,Yes,0.09723,83,746,0.07596,0.11851
2004,Hesse,female,No,0.90277,663,746,0.88149,0.92404
2004,"Rhineland-Palatinate, Saarland",male,Yes,0.10760,73,612,0.08303,0.13217
2004,"Rhineland-Palatinate, Saarland",male,No,0.89240,539,612,0.86783,0.91697
2004,"Rhineland-Palatinate, Saarland",female,Yes,0.08962,71,692,0.06832,0.11091
2004,"Rhineland-Palatinate, Saarland",female,No,0.91038,621,692,0.88909,0.93168
2004,Baden-Wuerttemberg,male,Yes,0.11166,161,1270,0.09433,0.12899
2004,Baden-Wuerttemberg,male,No,0.88834,1109,1270,0.87101,0.90567
2004,Baden-Wuerttemberg,female,Yes,0.08992,141,1335,0.07456,0.10527
2004,Baden-Wuerttemberg,female,No,0.91008,1194,1335,0.89473,0.92544
2004,Bavaria,male,Yes,0.10194,165,1449,0.08635,0.11752
2004,Bavaria,male,No,0.89806,1284,1449,0.88248,0.91365
2004,Bavaria,female,Yes,0.08474,178,1596,0.07107,0.09841
2004,Bavaria,female,No,0.91526,1418,1596,0.90159,0.92893
2004,Berlin,male,Yes,0.19457,74,394,0.15543,0.23371
2004,Berlin,male,No,0.80543,320,394,0.76629,0.84457
2004,Berlin,female,Yes,0.14251,69,411,0.10867,0.17635
2004,Berlin,female,No,0.85749,342,411,0.82365,0.89133
2004,Brandenburg,male,Yes,0.11196,48,431,0.08215,0.14176
2004,Brandenburg,male,No,0.88804,383,431,0.85824,0.91785
2004,Brandenburg,female,Yes,0.11016,57,472,0.08189,0.13844
2004,Brandenburg,female,No,0.88984,415,472,0.86156,0.91811
2004,Mecklenburg-Western Pomerania,male,No,0.93942,210,210,0.90708,0.97177
2004,Mecklenburg-Western Pomerania,female,Yes,0.09637,36,276,0.06150,0.13125
2004,Mecklenburg-Western Pomerania,female,No,0.90363,240,276,0.86875,0.93850
2004,Saxony,male,Yes,0.11225,99,762,0.08982,0.13468
2004,Saxony,male,No,0.88775,663,762,0.86532,0.91018
2004,Saxony,female,Yes,0.09989,95,809,0.07921,0.12056
2004,Saxony,female,No,0.90011,714,809,0.87944,0.92079
2004,Saxony-Anhalt,male,Yes,0.09290,53,428,0.06536,0.12043
2004,Saxony-Anhalt,male,No,0.90710,375,428,0.87957,0.93464
2004,Saxony-Anhalt,female,Yes,0.11213,63,495,0.08430,0.13995
2004,Saxony-Anhalt,female,No,0.88787,432,495,0.86005,0.91570
2004,Thuringa,male,Yes,0.09534,50,464,0.06859,0.12209
2004,Thuringa,male,No,0.90466,414,464,0.87791,0.93141
2004,Thuringa,female,Yes,0.09937,65,481,0.07261,0.12613
2004,Thuringa,female,No,0.90063,416,481,0.87387,0.92739
2005,Schleswig-Holstein,male,Yes,0.09576,35,304,0.06262,0.12889
2005,Schleswig-Holstein,male,No,0.90424,269,304,0.87111,0.93738
2005,Schleswig-Holstein,female,Yes,0.08647,40,342,0.05664,0.11630
2005,Schleswig-Holstein,female,No,0.91353,302,342,0.88370,0.94336
2005,Hamburg,male,No,0.83441,115,115,0.76618,0.90265
2005,Hamburg,female,No,0.90073,128,128,0.84872,0.95274
2005,Lower Saxony,male,Yes,0.10142,95,858,0.08120,0.12163
2005,Lower Saxony,male,No,0.89858,763,858,0.87837,0.91880
2005,Lower Saxony,female,Yes,0.10276,101,925,0.08319,0.12234
2005,Lower Saxony,female,No,0.89724,824,925,0.87766,0.91681
2005,Bremen,male,No,0.90537,58,58,0.82938,0.98136
2005,Bremen,female,No,0.81556,67,67,0.72199,0.90913
2005,North Rhine-Westphalia,male,Yes,0.10968,233,2100,0.09631,0.12305
2005,North Rhine-Westphalia,male,No,0.89032,1867,2100,0.87695,0.90369
2005,North Rhine-Westphalia,female,Yes,0.09722,242,2260,0.08500,0.10943
2005,North Rhine-Westphalia,female,No,0.90278,2018,2260,0.89057,0.91500
2005,Hesse,male,Yes,0.10936,73,659,0.08552,0.13321
2005,Hesse,male,No,0.89064,586,659,0.86679,0.91448
2005,Hesse,female,Yes,0.09607,77,709,0.07437,0.11778
2005,Hesse,female,No,0.90393,632,709,0.88222,0.92563
2005,"Rhineland-Palatinate, Saarland",male,Yes,0.11536,65,577,0.08927,0.14145
2005,"Rhineland-Palatinate, Saarland",male,No,0.88464,512,577,0.85855,0.91073
2005,"Rhineland-Palatinate, Saarland",female,Yes,0.07951,57,663,0.05891,0.10012
2005,"Rhineland-Palatinate, Saarland",female,No,0.92049,606,663,0.89988,0.94109
2005,Baden-Wuerttemberg,male,Yes,0.11589,149,1213,0.09787,0.13391
2005,Baden-Wuerttemberg,male,No,0.88411,1064,1213,0.86609,0.90213
2005,Baden-Wuerttemberg,female,Yes,0.09751,150,1306,0.08141,0.11360
2005,Baden-Wuerttemberg,female,No,0.90249,1156,1306,0.88640,0.91859
2005,Bavaria,male,Yes,0.09930,151,1369,0.08345,0.11515
2005,Bavaria,male,No,0.90070,1218,1369,0.88485,0.91655
2005,Bavaria,female,Yes,0.08962,166,1530,0.07530,0.10393
2005,Bavaria,female,No,0.91038,1364,1530,0.89607,0.92470
2005,Berlin,male,Yes,0.20764,68,363,0.16586,0.24943
2005,Berlin,male,No,0.79236,295,363,0.75057,0.83414
2005,Berlin,female,Yes,0.11367,61,392,0.08220,0.14513
2005,Berlin,female,No,0.88633,331,392,0.85487,0.91780
2005,Brandenburg,male,Yes,0.11055,53,423,0.08063,0.14046
2005,Brandenburg,male,No,0.88945,370,423,0.85954,0.91937
2005,Brandenburg,female,Yes,0.11144,56,459,0.08262,0.14026
2005,Brandenburg,female,No,0.88856,403,459,0.85974,0.91738
2005,Mecklenburg-Western Pomerania,male,No,0.89619,206,206,0.85443,0.93794
2005,Mecklenburg-Western Pomerania,female,Yes,0.11977,37,271,0.08104,0.15850
2005,Mecklenburg-Western Pomerania,female,No,0.88023,234,271,0.84150,0.91896
2005,Saxony,male,Yes,0.13367,108,746,0.10923,0.15811
2005,Saxony,male,No,0.86633,638,746,0.84189,0.89077
2005,Saxony,female,Yes,0.10900,88,778,0.08709,0.13091
2005,Saxony,female,No,0.89100,690,778,0.86909,0.91291
2005,Saxony-Anhalt,male,Yes,0.06769,44,422,0.04369,0.09168
2005,Saxony-Anhalt,male,No,0.93231,378,422,0.90832,0.95631
2005,Saxony-Anhalt,female,Yes,0.13135,60,474,0.10091,0.16179
2005,Saxony-Anhalt,female,No,0.86865,414,474,0.83821,0.89909
2005,Thuringa,male,Yes,0.11260,46,432,0.08276,0.14244
2005,Thuringa,male,No,0.88740,386,432,0.85756,0.91724
2005,Thuringa,female,Yes,0.10871,55,459,0.08020,0.13722
2005,Thuringa,female,No,0.89129,404,459,0.86278,0.91980
2006,Schleswig-Holstein,male,Yes,0.07678,31,313,0.04723,0.10632
2006,Schleswig-Holstein,male,No,0.92322,282,313,0.89368,0.95277
2006,Schleswig-Holstein,female,No,0.93060,330,330,0.90314,0.95806
2006,Hamburg,male,No,0.89745,125,125,0.84405,0.95085
2006,Hamburg,female,No,0.91974,137,137,0.87407,0.96540
2006,Lower Saxony,male,Yes,0.07945,86,946,0.06221,0.09669
2006,Lower Saxony,male,No,0.92055,860,946,0.90331,0.93779
2006,Lower Saxony,female,Yes,0.07143,72,1016,0.05559,0.08727
2006,Lower Saxony,female,No,0.92857,944,1016,0.91273,0.94441
2006,Bremen,male,No,0.87530,56,56,0.78798,0.96261
2006,Bremen,female,No,0.86035,74,74,0.78083,0.93986
2006,North Rhine-Westphalia,male,Yes,0.09514,193,2183,0.08283,0.10745
2006,North Rhine-Westphalia,male,No,0.90486,1990,2183,0.89255,0.91717
2006,North Rhine-Westphalia,female,Yes,0.07548,202,2365,0.06483,0.08612
2006,North Rhine-Westphalia,female,No,0.92452,2163,2365,0.91388,0.93517
2006,Hesse,male,Yes,0.11403,68,707,0.09058,0.13747
2006,Hesse,male,No,0.88597,639,707,0.86253,0.90942
2006,Hesse,female,Yes,0.07587,65,774,0.05720,0.09454
2006,Hesse,female,No,0.92413,709,774,0.90546,0.94280
2006,"Rhineland-Palatinate, Saarland",male,Yes,0.07275,41,599,0.05194,0.09357
2006,"Rhineland-Palatinate, Saarland",male,No,0.92725,558,599,0.90643,0.94806
2006,"Rhineland-Palatinate, Saarland",female,Yes,0.08529,51,691,0.06445,0.10613
2006,"Rhineland-Palatinate, Saarland",female,No,0.91471,640,691,0.89387,0.93555
2006,Baden-Wuerttemberg,male,Yes,0.11316,144,1299,0.09592,0.13039
2006,Baden-Wuerttemberg,male,No,0.88684,1155,1299,0.86961,0.90408
2006,Baden-Wuerttemberg,female,Yes,0.08509,144,1417,0.07056,0.09963
2006,Baden-Wuerttemberg,female,No,0.91491,1273,1417,0.90037,0.92944
2006,Bavaria,male,Yes,0.08857,134,1490,0.07414,0.10300
2006,Bavaria,male,No,0.91143,1356,1490,0.89700,0.92586
2006,Bavaria,female,Yes,0.07566,146,1650,0.06289,0.08842
2006,Bavaria,female,No,0.92434,1504,1650,0.91158,0.93711
2006,Berlin,male,Yes,0.15150,51,366,0.11472,0.18828
2006,Berlin,male,No,0.84850,315,366,0.81172,0.88528
2006,Berlin,female,Yes,0.12610,57,414,0.09408,0.15811
2006,Berlin,female,No,0.87390,357,414,0.84189,0.90592
2006,Brandenburg,male,Yes,0.06322,36,453,0.04078,0.08565
2006,Brandenburg,male,No,0.93678,417,453,0.91435,0.95922
2006,Brandenburg,female,Yes,0.07794,43,485,0.05405,0.10182
2006,Brandenburg,female,No,0.92206,442,485,0.89818,0.94595
2006,Mecklenburg-Western Pomerania,male,No,0.92906,237,237,0.89631,0.96182
2006,Mecklenburg-Western Pomerania,female,No,0.90564,261,261,0.87011,0.94118
2006,Saxony,male,Yes,0.12493,93,764,0.10147,0.14839
2006,Saxony,male,No,0.87507,671,764,0.85161,0.89853
2006,Saxony,female,Yes,0.11034,92,817,0.08884,0.13183
2006,Saxony,female,No,0.88966,725,817,0.86817,0.91116
2006,Saxony-Anhalt,male,Yes,0.06661,38,435,0.04315,0.09006
2006,Saxony-Anhalt,male,No,0.93339,397,435,0.90994,0.95685
2006,Saxony-Anhalt,female,Yes,0.11442,50,478,0.08585,0.14299
2006,Saxony-Anhalt,female,No,0.88558,428,478,0.85701,0.91415
2006,Thuringa,male,Yes,0.08517,39,454,0.05947,0.11088
2006,Thuringa,male,No,0.91483,415,454,0.88912,0.94053
2006,Thuringa,female,Yes,0.08158,54,494,0.05742,0.10575
2006,Thuringa,female,No,0.91842,440,494,0.89425,0.94258
2007,Schleswig-Holstein,male,No,0.93854,266,266,0.90962,0.96746
2007,Schleswig-Holstein,female,Yes,0.08951,32,322,0.05828,0.12074
2007,Schleswig-Holstein,female,No,0.91049,290,322,0.87926,0.94172
2007,Hamburg,male,No,0.93029,120,120,0.88453,0.97604
2007,Hamburg,female,No,0.94704,141,141,0.90994,0.98414
2007,Lower Saxony,male,Yes,0.09300,88,879,0.07379,0.11221
2007,Lower Saxony,male,No,0.90700,791,879,0.88779,0.92621
2007,Lower Saxony,female,Yes,0.07857,77,947,0.06142,0.09571
2007,Lower Saxony,female,No,0.92143,870,947,0.90429,0.93858
2007,Bremen,male,No,0.92084,59,59,0.85136,0.99033
2007,Bremen,female,No,0.81770,70,70,0.72660,0.90880
2007,North Rhine-Westphalia,male,Yes,0.08069,164,1996,0.06874,0.09264
2007,North Rhine-Westphalia,male,No,0.91931,1832,1996,0.90736,0.93126
2007,North Rhine-Westphalia,female,Yes,0.07843,203,2207,0.06722,0.08965
2007,North Rhine-Westphalia,female,No,0.92157,2004,2207,0.91035,0.93278
2007,Hesse,male,Yes,0.11579,67,672,0.09158,0.14001
2007,Hesse,male,No,0.88421,605,672,0.85999,0.90842
2007,Hesse,female,Yes,0.08132,61,721,0.06135,0.10128
2007,Hesse,female,No,0.91868,660,721,0.89872,0.93865
2007,"Rhineland-Palatinate, Saarland",male,Yes,0.09846,45,541,0.07333,0.12359
2007,"Rhineland-Palatinate, Saarland",male,No,0.90154,496,541,0.87641,0.92667
2007,"Rhineland-Palatinate, Saarland",female,Yes,0.07761,48,633,0.05675,0.09847
2007,"Rhineland-Palatinate, Saarland",female,No,0.92239,585,633,0.90153,0.94325
2007,Baden-Wuerttemberg,male,Yes,0.10594,120,1189,0.08844,0.12344
2007,Baden-Wuerttemberg,male,No,0.89406,1069,1189,0.87656,0.91156
2007,Baden-Wuerttemberg,female,Yes,0.09140,139,1299,0.07572,0.10708
2007,Baden-Wuerttemberg,female,No,0.90860,1160,1299,0.89292,0.92428
2007,Bavaria,male,Yes,0.07915,118,1399,0.06500,0.09330
2007,Bavaria,male,No,0.92085,1281,1399,0.90670,0.93500
2007,Bavaria,female,Yes,0.07580,139,1555,0.06264,0.08896
2007,Bavaria,female,No,0.92420,1416,1555,0.91104,0.93736
2007,Berlin,male,Yes,0.14873,45,344,0.11108,0.18639
2007,Berlin,male,No,0.85127,299,344,0.81361,0.88892
2007,Berlin,female,Yes,0.10098,50,407,0.07167,0.13028
2007,Berlin,female,No,0.89902,357,407,0.86972,0.92833
2007,Brandenburg,male,Yes,0.08873,37,411,0.06121,0.11626
2007,Brandenburg,male,No,0.91127,374,411,0.88374,0.93879
2007,Brandenburg,female,Yes,0.08568,38,450,0.05979,0.11157
2007,Brandenburg,female,No,0.91432,412,450,0.88843,0.94021
2007,Mecklenburg-Western Pomerania,male,No,0.90909,212,212,0.87030,0.94788
2007,Mecklenburg-Western Pomerania,female,No,0.90216,243,243,0.86473,0.93960
2007,Saxony,male,Yes,0.13689,96,748,0.11224,0.16154
2007,Saxony,male,No,0.86311,652,748,0.83846,0.88776
2007,Saxony,female,Yes,0.11475,82,768,0.09219,0.13730
2007,Saxony,female,No,0.88525,686,768,0.86270,0.90781
2007,Saxony-Anhalt,male,Yes,0.08712,49,424,0.06025,0.11400
2007,Saxony-Anhalt,male,No,0.91288,375,424,0.88600,0.93975
2007,Saxony-Anhalt,female,Yes,0.10825,49,447,0.07942,0.13709
2007,Saxony-Anhalt,female,No,0.89175,398,447,0.86291,0.92058
2007,Thuringa,male,Yes,0.07444,46,441,0.04991,0.09896
2007,Thuringa,male,No,0.92556,395,441,0.90104,0.95009
2007,Thuringa,female,Yes,0.10028,56,469,0.07306,0.12749
2007,Thuringa,female,No,0.89972,413,469,0.87251,0.92694
2008,Schleswig-Holstein,male,No,0.92654,237,237,0.89325,0.95982
2008,Schleswig-Holstein,female,No,0.87910,265,265,0.83978,0.91843
2008,Hamburg,male,No,0.91372,116,116,0.86240,0.96504
2008,Hamburg,female,No,0.93922,133,133,0.89846,0.97998
2008,Lower Saxony,male,Yes,0.09925,85,836,0.07897,0.11953
2008,Lower Saxony,male,No,0.90075,751,836,0.88047,0.92103
2008,Lower Saxony,female,Yes,0.08945,71,904,0.07084,0.10807
2008,Lower Saxony,female,No,0.91055,833,904,0.89193,0.92916
2008,Bremen,male,No,0.89791,54,54,0.81640,0.97943
2008,Bremen,female,No,0.85118,66,66,0.76466,0.93771
2008,North Rhine-Westphalia,male,Yes,0.09109,155,1864,0.07802,0.10416
2008,North Rhine-Westphalia,male,No,0.90891,1709,1864,0.89584,0.92198
2008,North Rhine-Westphalia,female,Yes,0.08835,206,2064,0.07611,0.10060
2008,North Rhine-Westphalia,female,No,0.91165,1858,2064,0.89940,0.92389
2008,Hesse,male,Yes,0.11408,60,630,0.08924,0.13893
2008,Hesse,male,No,0.88592,570,630,0.86107,0.91076
2008,Hesse,female,Yes,0.07854,58,684,0.05836,0.09871
2008,Hesse,female,No,0.92146,626,684,0.90129,0.94164
