year,bula_h,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Brandenburg,First Stage of Tertiary Education,Yes,0.72223,58,58,0.60595,0.83850
2002,Brandenburg,Second Stage of Tertiary Education,Yes,0.82593,202,254,0.77921,0.87266
2002,Brandenburg,Second Stage of Tertiary Education,No,0.17407,52,254,0.12734,0.22079
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.66096,172,265,0.60385,0.71806
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.33904,93,265,0.28194,0.39615
2002,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.81169,112,112,0.73896,0.88442
2002,Saxony,Lower Secondary Level,Yes,0.74387,88,127,0.66766,0.82009
2002,Saxony,Lower Secondary Level,No,0.25613,39,127,0.17991,0.33234
2002,Saxony,Upper Secondary Level,Yes,0.70309,607,893,0.67310,0.73307
2002,Saxony,Upper Secondary Level,No,0.29691,286,893,0.26693,0.32690
2002,Saxony,Post-secondary Non-tertiary Level,Yes,0.73136,32,32,0.57532,0.88740
2002,Saxony,First Stage of Tertiary Education,Yes,0.73084,92,134,0.65546,0.80622
2002,Saxony,First Stage of Tertiary Education,No,0.26916,42,134,0.19378,0.34454
2002,Saxony,Second Stage of Tertiary Education,Yes,0.77035,285,397,0.72892,0.81177
2002,Saxony,Second Stage of Tertiary Education,No,0.22965,112,397,0.18823,0.27108
2002,Saxony-Anhalt,Lower Secondary Level,Yes,0.86177,68,68,0.77913,0.94442
2002,Saxony-Anhalt,Upper Secondary Level,Yes,0.68298,340,493,0.64186,0.72410
2002,Saxony-Anhalt,Upper Secondary Level,No,0.31702,153,493,0.27590,0.35814
2002,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.80589,73,73,0.71453,0.89725
2002,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.80360,175,230,0.75214,0.85505
2002,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.19640,55,230,0.14495,0.24786
2002,Thuringa,Lower Secondary Level,Yes,0.79805,44,44,0.67806,0.91805
2002,Thuringa,Upper Secondary Level,Yes,0.69494,403,588,0.65770,0.73219
2002,Thuringa,Upper Secondary Level,No,0.30506,185,588,0.26781,0.34230
2002,Thuringa,First Stage of Tertiary Education,Yes,0.68032,54,54,0.55477,0.80588
2002,Thuringa,Second Stage of Tertiary Education,Yes,0.68958,127,179,0.62161,0.75755
2002,Thuringa,Second Stage of Tertiary Education,No,0.31042,52,179,0.24245,0.37839
2003,Schleswig-Holstein,Lower Secondary Level,Yes,0.57761,52,86,0.47261,0.68262
2003,Schleswig-Holstein,Lower Secondary Level,No,0.42239,34,86,0.31738,0.52739
2003,Schleswig-Holstein,Upper Secondary Level,Yes,0.59060,212,356,0.53945,0.64175
2003,Schleswig-Holstein,Upper Secondary Level,No,0.40940,144,356,0.35825,0.46055
2003,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.61705,70,106,0.52407,0.71003
2003,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.38295,36,106,0.28997,0.47593
2003,Hamburg,Upper Secondary Level,Yes,0.67435,96,140,0.59644,0.75225
2003,Hamburg,Upper Secondary Level,No,0.32565,44,140,0.24775,0.40356
2003,Hamburg,Second Stage of Tertiary Education,Yes,0.73025,52,52,0.60843,0.85206
2003,Lower Saxony,Pre-primary Level,Yes,0.65385,40,40,0.50454,0.80317
2003,Lower Saxony,Lower Secondary Level,Yes,0.73225,194,266,0.67894,0.78556
2003,Lower Saxony,Lower Secondary Level,No,0.26775,72,266,0.21444,0.32106
2003,Lower Saxony,Upper Secondary Level,Yes,0.73812,705,991,0.71074,0.76551
2003,Lower Saxony,Upper Secondary Level,No,0.26188,286,991,0.23449,0.28926
2003,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.73384,82,120,0.65443,0.81325
2003,Lower Saxony,Post-secondary Non-tertiary Level,No,0.26616,38,120,0.18675,0.34557
2003,Lower Saxony,First Stage of Tertiary Education,Yes,0.76044,90,122,0.68439,0.83649
2003,Lower Saxony,First Stage of Tertiary Education,No,0.23956,32,122,0.16351,0.31561
2003,Lower Saxony,Second Stage of Tertiary Education,Yes,0.66941,208,298,0.61591,0.72291
2003,Lower Saxony,Second Stage of Tertiary Education,No,0.33059,90,298,0.27709,0.38409
2003,Bremen,Upper Secondary Level,Yes,0.71711,63,63,0.60499,0.82922
2003,North Rhine-Westphalia,No answer / don't know,Yes,0.60460,32,32,0.43248,0.77671
2003,North Rhine-Westphalia,Pre-primary Level,Yes,0.41359,72,138,0.33112,0.49606
2003,North Rhine-Westphalia,Pre-primary Level,No,0.58641,66,138,0.50394,0.66888
2003,North Rhine-Westphalia,Primary Level,Yes,0.62629,66,103,0.53241,0.72018
2003,North Rhine-Westphalia,Primary Level,No,0.37371,37,103,0.27982,0.46759
2003,North Rhine-Westphalia,Lower Secondary Level,Yes,0.70550,409,585,0.66853,0.74247
2003,North Rhine-Westphalia,Lower Secondary Level,No,0.29450,176,585,0.25753,0.33147
2003,North Rhine-Westphalia,Upper Secondary Level,Yes,0.70454,1544,2239,0.68563,0.72344
2003,North Rhine-Westphalia,Upper Secondary Level,No,0.29546,695,2239,0.27656,0.31437
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.70467,238,335,0.65574,0.75359
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.29533,97,335,0.24641,0.34426
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.66819,221,332,0.61746,0.71891
2003,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.33181,111,332,0.28109,0.38254
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.63536,540,840,0.60279,0.66793
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.36464,300,840,0.33207,0.39721
2003,Hesse,Lower Secondary Level,Yes,0.65772,141,208,0.59308,0.72235
2003,Hesse,Lower Secondary Level,No,0.34228,67,208,0.27765,0.40692
2003,Hesse,Upper Secondary Level,Yes,0.71727,507,692,0.68369,0.75085
2003,Hesse,Upper Secondary Level,No,0.28273,185,692,0.24915,0.31631
2003,Hesse,Post-secondary Non-tertiary Level,Yes,0.66014,77,114,0.57281,0.74747
2003,Hesse,Post-secondary Non-tertiary Level,No,0.33986,37,114,0.25253,0.42719
2003,Hesse,First Stage of Tertiary Education,Yes,0.61763,65,98,0.52092,0.71434
2003,Hesse,First Stage of Tertiary Education,No,0.38237,33,98,0.28566,0.47908
2003,Hesse,Second Stage of Tertiary Education,Yes,0.64623,220,321,0.59384,0.69862
2003,Hesse,Second Stage of Tertiary Education,No,0.35377,101,321,0.30138,0.40616
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.74045,169,234,0.68415,0.79674
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.25955,65,234,0.20326,0.31585
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.69911,479,695,0.66499,0.73324
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.30089,216,695,0.26676,0.33501
2003,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.59380,34,34,0.42623,0.76137
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.55381,63,107,0.45918,0.64844
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.44619,44,107,0.35156,0.54082
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.69543,137,187,0.62928,0.76157
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.30457,50,187,0.23843,0.37072
2003,Baden-Wuerttemberg,Pre-primary Level,Yes,0.47257,36,75,0.35882,0.58632
2003,Baden-Wuerttemberg,Pre-primary Level,No,0.52743,39,75,0.41368,0.64118
2003,Baden-Wuerttemberg,Primary Level,Yes,0.86080,35,35,0.74445,0.97716
2003,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.78748,336,449,0.74960,0.82536
2003,Baden-Wuerttemberg,Lower Secondary Level,No,0.21252,113,449,0.17464,0.25040
2003,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.68123,836,1246,0.65534,0.70711
2003,Baden-Wuerttemberg,Upper Secondary Level,No,0.31877,410,1246,0.29289,0.34466
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.60078,87,141,0.51965,0.68191
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.39922,54,141,0.31809,0.48035
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.70304,148,209,0.64094,0.76513
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.29696,61,209,0.23487,0.35906
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.69171,317,469,0.64987,0.73355
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.30829,152,469,0.26645,0.35013
2003,Bavaria,Pre-primary Level,Yes,0.52568,38,38,0.36478,0.68658
2003,Bavaria,Lower Secondary Level,Yes,0.68413,276,388,0.63782,0.73045
2003,Bavaria,Lower Secondary Level,No,0.31587,112,388,0.26955,0.36218
2003,Bavaria,Upper Secondary Level,Yes,0.70389,1120,1630,0.68172,0.72606
2003,Bavaria,Upper Secondary Level,No,0.29611,510,1630,0.27394,0.31828
2003,Bavaria,Post-secondary Non-tertiary Level,Yes,0.71916,97,144,0.64550,0.79282
2003,Bavaria,Post-secondary Non-tertiary Level,No,0.28084,47,144,0.20718,0.35450
2003,Bavaria,First Stage of Tertiary Education,Yes,0.72668,170,246,0.67087,0.78249
2003,Bavaria,First Stage of Tertiary Education,No,0.27332,76,246,0.21751,0.32913
2003,Bavaria,Second Stage of Tertiary Education,Yes,0.73290,417,581,0.69690,0.76891
2003,Bavaria,Second Stage of Tertiary Education,No,0.26710,164,581,0.23109,0.30310
2003,Berlin,Lower Secondary Level,Yes,0.63563,44,44,0.49179,0.77948
2003,Berlin,Upper Secondary Level,Yes,0.72130,246,343,0.67378,0.76882
2003,Berlin,Upper Secondary Level,No,0.27870,97,343,0.23118,0.32622
2003,Berlin,First Stage of Tertiary Education,Yes,0.77972,50,50,0.66367,0.89576
2003,Berlin,Second Stage of Tertiary Education,Yes,0.71758,178,249,0.66155,0.77361
2003,Berlin,Second Stage of Tertiary Education,No,0.28242,71,249,0.22639,0.33845
2003,Brandenburg,Lower Secondary Level,Yes,0.73031,54,54,0.61083,0.84980
2003,Brandenburg,Upper Secondary Level,Yes,0.70788,331,461,0.66632,0.74944
2003,Brandenburg,Upper Secondary Level,No,0.29212,130,461,0.25056,0.33368
2003,Brandenburg,First Stage of Tertiary Education,Yes,0.79100,60,60,0.68725,0.89475
2003,Brandenburg,Second Stage of Tertiary Education,Yes,0.78132,202,259,0.73088,0.83175
2003,Brandenburg,Second Stage of Tertiary Education,No,0.21868,57,259,0.16825,0.26912
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.67034,184,271,0.61427,0.72642
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.32966,87,271,0.27358,0.38573
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.84548,110,110,0.77762,0.91333
2003,Saxony,Lower Secondary Level,Yes,0.72895,90,90,0.63660,0.82130
2003,Saxony,Upper Secondary Level,Yes,0.74836,632,878,0.71964,0.77708
2003,Saxony,Upper Secondary Level,No,0.25164,246,878,0.22292,0.28036
2003,Saxony,Post-secondary Non-tertiary Level,Yes,0.83276,38,38,0.71251,0.95301
2003,Saxony,First Stage of Tertiary Education,Yes,0.61964,88,133,0.53682,0.70246
2003,Saxony,First Stage of Tertiary Education,No,0.38036,45,133,0.29754,0.46318
2003,Saxony,Second Stage of Tertiary Education,Yes,0.77699,278,373,0.73469,0.81929
2003,Saxony,Second Stage of Tertiary Education,No,0.22301,95,373,0.18071,0.26531
2003,Saxony-Anhalt,Lower Secondary Level,Yes,0.79182,59,59,0.68733,0.89631
2003,Saxony-Anhalt,Upper Secondary Level,Yes,0.68690,311,459,0.64443,0.72937
2003,Saxony-Anhalt,Upper Secondary Level,No,0.31310,148,459,0.27063,0.35557
2003,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.78734,73,73,0.69282,0.88186
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.79883,171,223,0.74610,0.85156
2003,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.20117,52,223,0.14844,0.25390
2003,Thuringa,Lower Secondary Level,Yes,0.73610,48,48,0.61010,0.86211
2003,Thuringa,Upper Secondary Level,Yes,0.70742,384,569,0.67001,0.74484
2003,Thuringa,Upper Secondary Level,No,0.29258,185,569,0.25516,0.32999
2003,Thuringa,First Stage of Tertiary Education,Yes,0.66913,54,54,0.54245,0.79581
2003,Thuringa,Second Stage of Tertiary Education,Yes,0.74212,135,176,0.67731,0.80694
2003,Thuringa,Second Stage of Tertiary Education,No,0.25788,41,176,0.19306,0.32269
2004,Schleswig-Holstein,Lower Secondary Level,Yes,0.62652,53,85,0.52307,0.72996
2004,Schleswig-Holstein,Lower Secondary Level,No,0.37348,32,85,0.27004,0.47693
2004,Schleswig-Holstein,Upper Secondary Level,Yes,0.59693,197,347,0.54524,0.64861
2004,Schleswig-Holstein,Upper Secondary Level,No,0.40307,150,347,0.35139,0.45476
2004,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.54467,58,112,0.45202,0.63731
2004,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.45533,54,112,0.36269,0.54798
2004,Hamburg,Upper Secondary Level,Yes,0.66262,91,133,0.58195,0.74328
2004,Hamburg,Upper Secondary Level,No,0.33738,42,133,0.25672,0.41805
2004,Hamburg,Second Stage of Tertiary Education,Yes,0.51159,41,72,0.39532,0.62786
2004,Hamburg,Second Stage of Tertiary Education,No,0.48841,31,72,0.37214,0.60468
2004,Lower Saxony,Pre-primary Level,Yes,0.73240,44,44,0.60008,0.86473
2004,Lower Saxony,Lower Secondary Level,Yes,0.70412,176,252,0.64765,0.76059
2004,Lower Saxony,Lower Secondary Level,No,0.29588,76,252,0.23941,0.35235
2004,Lower Saxony,Upper Secondary Level,Yes,0.70787,683,977,0.67934,0.73640
2004,Lower Saxony,Upper Secondary Level,No,0.29213,294,977,0.26360,0.32066
2004,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.70827,77,113,0.62409,0.79246
2004,Lower Saxony,Post-secondary Non-tertiary Level,No,0.29173,36,113,0.20754,0.37591
2004,Lower Saxony,First Stage of Tertiary Education,Yes,0.71014,83,123,0.62963,0.79065
2004,Lower Saxony,First Stage of Tertiary Education,No,0.28986,40,123,0.20935,0.37037
2004,Lower Saxony,Second Stage of Tertiary Education,Yes,0.67485,216,302,0.62193,0.72777
2004,Lower Saxony,Second Stage of Tertiary Education,No,0.32515,86,302,0.27223,0.37807
2004,Bremen,Upper Secondary Level,Yes,0.70773,61,61,0.59264,0.82281
2004,North Rhine-Westphalia,Pre-primary Level,Yes,0.47419,74,143,0.39206,0.55632
2004,North Rhine-Westphalia,Pre-primary Level,No,0.52581,69,143,0.44368,0.60794
2004,North Rhine-Westphalia,Primary Level,Yes,0.58399,53,88,0.48042,0.68757
2004,North Rhine-Westphalia,Primary Level,No,0.41601,35,88,0.31243,0.51958
2004,North Rhine-Westphalia,Lower Secondary Level,Yes,0.67534,381,561,0.63656,0.71412
2004,North Rhine-Westphalia,Lower Secondary Level,No,0.32466,180,561,0.28588,0.36344
2004,North Rhine-Westphalia,Upper Secondary Level,Yes,0.69114,1500,2190,0.67178,0.71049
2004,North Rhine-Westphalia,Upper Secondary Level,No,0.30886,690,2190,0.28951,0.32822
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.64578,215,335,0.59449,0.69708
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.35422,120,335,0.30292,0.40551
2004,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.63792,199,324,0.58551,0.69033
2004,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.36208,125,324,0.30967,0.41449
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.65025,537,827,0.61772,0.68277
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.34975,290,827,0.31723,0.38228
2004,Hesse,Lower Secondary Level,Yes,0.73440,133,186,0.67076,0.79805
2004,Hesse,Lower Secondary Level,No,0.26560,53,186,0.20195,0.32924
2004,Hesse,Upper Secondary Level,Yes,0.67144,448,656,0.63547,0.70741
2004,Hesse,Upper Secondary Level,No,0.32856,208,656,0.29259,0.36453
2004,Hesse,Post-secondary Non-tertiary Level,Yes,0.67481,71,115,0.58882,0.76081
2004,Hesse,Post-secondary Non-tertiary Level,No,0.32519,44,115,0.23919,0.41118
2004,Hesse,First Stage of Tertiary Education,Yes,0.68555,67,67,0.57354,0.79757
2004,Hesse,Second Stage of Tertiary Education,Yes,0.59306,199,315,0.53872,0.64740
2004,Hesse,Second Stage of Tertiary Education,No,0.40694,116,315,0.35260,0.46128
2004,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.71284,159,223,0.65333,0.77236
2004,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.28716,64,223,0.22764,0.34667
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.69133,447,668,0.65627,0.72639
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.30867,221,668,0.27361,0.34373
2004,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.61993,69,105,0.52663,0.71322
2004,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.38007,36,105,0.28678,0.47337
2004,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.60515,118,180,0.53354,0.67677
2004,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.39485,62,180,0.32323,0.46646
2004,Baden-Wuerttemberg,Pre-primary Level,Yes,0.59228,47,79,0.48323,0.70134
2004,Baden-Wuerttemberg,Pre-primary Level,No,0.40772,32,79,0.29866,0.51677
2004,Baden-Wuerttemberg,Primary Level,Yes,0.86874,35,35,0.75523,0.98225
2004,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.78378,318,431,0.74487,0.82269
2004,Baden-Wuerttemberg,Lower Secondary Level,No,0.21622,113,431,0.17731,0.25513
2004,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.70396,807,1202,0.67815,0.72978
2004,Baden-Wuerttemberg,Upper Secondary Level,No,0.29604,395,1202,0.27022,0.32185
2004,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.69955,96,140,0.62333,0.77576
2004,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.30045,44,140,0.22424,0.37667
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.65596,130,198,0.58962,0.72230
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.34404,68,198,0.27770,0.41038
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.66453,301,462,0.62143,0.70763
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.33547,161,462,0.29237,0.37857
2004,Bavaria,Pre-primary Level,Yes,0.49685,36,74,0.38215,0.61154
2004,Bavaria,Pre-primary Level,No,0.50315,38,74,0.38846,0.61785
2004,Bavaria,Lower Secondary Level,Yes,0.65559,248,373,0.60731,0.70388
2004,Bavaria,Lower Secondary Level,No,0.34441,125,373,0.29612,0.39269
2004,Bavaria,Upper Secondary Level,Yes,0.70313,1078,1577,0.68058,0.72569
2004,Bavaria,Upper Secondary Level,No,0.29687,499,1577,0.27431,0.31942
2004,Bavaria,Post-secondary Non-tertiary Level,Yes,0.70559,99,146,0.63141,0.77978
2004,Bavaria,Post-secondary Non-tertiary Level,No,0.29441,47,146,0.22022,0.36859
2004,Bavaria,First Stage of Tertiary Education,Yes,0.69292,164,237,0.63407,0.75177
2004,Bavaria,First Stage of Tertiary Education,No,0.30708,73,237,0.24823,0.36593
2004,Bavaria,Second Stage of Tertiary Education,Yes,0.71852,393,571,0.68160,0.75544
2004,Bavaria,Second Stage of Tertiary Education,No,0.28148,178,571,0.24456,0.31840
2004,Berlin,Lower Secondary Level,Yes,0.64717,42,42,0.50090,0.79344
2004,Berlin,Upper Secondary Level,Yes,0.70982,239,337,0.66129,0.75835
2004,Berlin,Upper Secondary Level,No,0.29018,98,337,0.24165,0.33871
2004,Berlin,First Stage of Tertiary Education,Yes,0.72230,42,42,0.58520,0.85939
2004,Berlin,Second Stage of Tertiary Education,Yes,0.72600,181,251,0.67071,0.78129
2004,Berlin,Second Stage of Tertiary Education,No,0.27400,70,251,0.21871,0.32929
2004,Brandenburg,Lower Secondary Level,Yes,0.64730,43,43,0.50280,0.79181
2004,Brandenburg,Upper Secondary Level,Yes,0.69415,314,448,0.65144,0.73687
2004,Brandenburg,Upper Secondary Level,No,0.30585,134,448,0.26313,0.34856
2004,Brandenburg,First Stage of Tertiary Education,Yes,0.74708,50,50,0.62536,0.86879
2004,Brandenburg,Second Stage of Tertiary Education,Yes,0.80921,195,252,0.76060,0.85782
2004,Brandenburg,Second Stage of Tertiary Education,No,0.19079,57,252,0.14218,0.23940
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.65618,179,264,0.59878,0.71359
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.34382,85,264,0.28641,0.40122
2004,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.75904,98,133,0.68608,0.83200
2004,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.24096,35,133,0.16800,0.31392
2004,Saxony,Lower Secondary Level,Yes,0.77157,77,77,0.67719,0.86596
2004,Saxony,Upper Secondary Level,Yes,0.68747,581,843,0.65616,0.71878
2004,Saxony,Upper Secondary Level,No,0.31253,262,843,0.28122,0.34384
2004,Saxony,Post-secondary Non-tertiary Level,Yes,0.73850,31,31,0.58124,0.89575
2004,Saxony,First Stage of Tertiary Education,Yes,0.75713,95,129,0.68284,0.83142
2004,Saxony,First Stage of Tertiary Education,No,0.24287,34,129,0.16858,0.31716
2004,Saxony,Second Stage of Tertiary Education,Yes,0.81947,290,375,0.78049,0.85845
2004,Saxony,Second Stage of Tertiary Education,No,0.18053,85,375,0.14155,0.21951
2004,Saxony-Anhalt,Lower Secondary Level,Yes,0.70473,52,52,0.57953,0.82993
2004,Saxony-Anhalt,Upper Secondary Level,Yes,0.68608,306,454,0.64334,0.72881
