year,bula_h,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Baden-Wuerttemberg,Pre-primary Level,No,0.36045,31,71,0.24797,0.47293
2006,Baden-Wuerttemberg,Primary Level,Yes,0.75381,33,33,0.60455,0.90307
2006,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.78230,297,395,0.74155,0.82305
2006,Baden-Wuerttemberg,Lower Secondary Level,No,0.21770,98,395,0.17695,0.25845
2006,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.67804,857,1276,0.65240,0.70369
2006,Baden-Wuerttemberg,Upper Secondary Level,No,0.32196,419,1276,0.29631,0.34760
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.70238,100,146,0.62796,0.77680
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.29762,46,146,0.22320,0.37204
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.67246,139,210,0.60883,0.73609
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.32754,71,210,0.26391,0.39117
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.62207,330,523,0.58047,0.66366
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.37793,193,523,0.33634,0.41953
2006,Bavaria,Pre-primary Level,Yes,0.61683,31,31,0.44286,0.79080
2006,Bavaria,Lower Secondary Level,Yes,0.71300,268,359,0.66614,0.75986
2006,Bavaria,Lower Secondary Level,No,0.28700,91,359,0.24014,0.33386
2006,Bavaria,Upper Secondary Level,Yes,0.71160,1146,1655,0.68977,0.73343
2006,Bavaria,Upper Secondary Level,No,0.28840,509,1655,0.26657,0.31023
2006,Bavaria,Post-secondary Non-tertiary Level,Yes,0.67673,103,156,0.60309,0.75036
2006,Bavaria,Post-secondary Non-tertiary Level,No,0.32327,53,156,0.24964,0.39691
2006,Bavaria,First Stage of Tertiary Education,Yes,0.69842,161,241,0.64035,0.75648
2006,Bavaria,First Stage of Tertiary Education,No,0.30158,80,241,0.24352,0.35965
2006,Bavaria,Second Stage of Tertiary Education,Yes,0.70556,417,611,0.66939,0.74173
2006,Bavaria,Second Stage of Tertiary Education,No,0.29444,194,611,0.25827,0.33061
2006,Berlin,Lower Secondary Level,Yes,0.67292,41,41,0.52753,0.81831
2006,Berlin,Upper Secondary Level,Yes,0.68731,223,326,0.63690,0.73771
2006,Berlin,Upper Secondary Level,No,0.31269,103,326,0.26229,0.36310
2006,Berlin,First Stage of Tertiary Education,Yes,0.77671,44,44,0.65223,0.90118
2006,Berlin,Second Stage of Tertiary Education,Yes,0.72054,182,261,0.66599,0.77508
2006,Berlin,Second Stage of Tertiary Education,No,0.27946,79,261,0.22492,0.33401
2006,Brandenburg,Lower Secondary Level,Yes,0.57643,47,47,0.43363,0.71922
2006,Brandenburg,Upper Secondary Level,Yes,0.64903,305,455,0.60512,0.69293
2006,Brandenburg,Upper Secondary Level,No,0.35097,150,455,0.30707,0.39488
2006,Brandenburg,First Stage of Tertiary Education,Yes,0.76467,60,60,0.65643,0.87292
2006,Brandenburg,Second Stage of Tertiary Education,Yes,0.74808,203,266,0.69582,0.80035
2006,Brandenburg,Second Stage of Tertiary Education,No,0.25192,63,266,0.19965,0.30418
2006,Mecklenburg-Western Pomerania,Lower Secondary Level,Yes,0.76021,31,31,0.60743,0.91299
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.65135,187,285,0.59592,0.70677
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.34865,98,285,0.29323,0.40408
2006,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.84428,34,34,0.72057,0.96800
2006,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.75324,108,146,0.68307,0.82341
2006,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.24676,38,146,0.17659,0.31693
2006,Saxony,Lower Secondary Level,Yes,0.73878,74,74,0.63800,0.83955
2006,Saxony,Upper Secondary Level,Yes,0.67734,591,860,0.64608,0.70860
2006,Saxony,Upper Secondary Level,No,0.32266,269,860,0.29140,0.35392
2006,Saxony,Post-secondary Non-tertiary Level,Yes,0.74399,35,35,0.59729,0.89069
2006,Saxony,First Stage of Tertiary Education,Yes,0.62521,91,136,0.54355,0.70687
2006,Saxony,First Stage of Tertiary Education,No,0.37479,45,136,0.29313,0.45645
2006,Saxony,Second Stage of Tertiary Education,Yes,0.74829,284,384,0.70482,0.79175
2006,Saxony,Second Stage of Tertiary Education,No,0.25171,100,384,0.20825,0.29518
2006,Saxony-Anhalt,Lower Secondary Level,Yes,0.72754,44,44,0.59446,0.86062
2006,Saxony-Anhalt,Upper Secondary Level,Yes,0.69531,312,467,0.65352,0.73710
2006,Saxony-Anhalt,Upper Secondary Level,No,0.30469,155,467,0.26290,0.34648
2006,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.66077,57,57,0.53677,0.78477
2006,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.73853,157,223,0.68072,0.79633
2006,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.26147,66,223,0.20367,0.31928
2006,Thuringa,Lower Secondary Level,Yes,0.73676,46,46,0.60809,0.86543
2006,Thuringa,Upper Secondary Level,Yes,0.67945,391,581,0.64147,0.71743
2006,Thuringa,Upper Secondary Level,No,0.32055,190,581,0.28257,0.35853
2006,Thuringa,First Stage of Tertiary Education,Yes,0.73196,49,49,0.60665,0.85727
2006,Thuringa,Second Stage of Tertiary Education,Yes,0.77792,140,185,0.71787,0.83798
2006,Thuringa,Second Stage of Tertiary Education,No,0.22208,45,185,0.16202,0.28213
2007,Schleswig-Holstein,Lower Secondary Level,Yes,0.79516,50,50,0.68215,0.90816
2007,Schleswig-Holstein,Upper Secondary Level,Yes,0.67392,230,332,0.62342,0.72442
2007,Schleswig-Holstein,Upper Secondary Level,No,0.32608,102,332,0.27558,0.37658
2007,Schleswig-Holstein,First Stage of Tertiary Education,Yes,0.80461,33,33,0.66723,0.94199
2007,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.64709,75,108,0.55654,0.73764
2007,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.35291,33,108,0.26236,0.44346
2007,Hamburg,Upper Secondary Level,Yes,0.78077,93,126,0.70824,0.85330
2007,Hamburg,Upper Secondary Level,No,0.21923,33,126,0.14670,0.29176
2007,Hamburg,Second Stage of Tertiary Education,Yes,0.80150,65,65,0.70378,0.89923
2007,Lower Saxony,Lower Secondary Level,Yes,0.70973,169,225,0.65029,0.76917
2007,Lower Saxony,Lower Secondary Level,No,0.29027,56,225,0.23083,0.34971
2007,Lower Saxony,Upper Secondary Level,Yes,0.70564,693,964,0.67686,0.73443
2007,Lower Saxony,Upper Secondary Level,No,0.29436,271,964,0.26557,0.32314
2007,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.72356,90,90,0.63064,0.81648
2007,Lower Saxony,First Stage of Tertiary Education,Yes,0.60099,69,116,0.51149,0.69049
2007,Lower Saxony,First Stage of Tertiary Education,No,0.39901,47,116,0.30951,0.48851
2007,Lower Saxony,Second Stage of Tertiary Education,Yes,0.68893,219,312,0.63748,0.74038
2007,Lower Saxony,Second Stage of Tertiary Education,No,0.31107,93,312,0.25962,0.36252
2007,Bremen,Upper Secondary Level,Yes,0.75039,56,56,0.63601,0.86477
2007,North Rhine-Westphalia,No answer / don't know,Yes,0.51896,41,41,0.36412,0.67380
2007,North Rhine-Westphalia,Pre-primary Level,Yes,0.60270,42,42,0.45292,0.75249
2007,North Rhine-Westphalia,Primary Level,Yes,0.56319,47,47,0.41985,0.70652
2007,North Rhine-Westphalia,Lower Secondary Level,Yes,0.69509,348,508,0.65501,0.73516
2007,North Rhine-Westphalia,Lower Secondary Level,No,0.30491,160,508,0.26484,0.34499
2007,North Rhine-Westphalia,Upper Secondary Level,Yes,0.71156,1422,2012,0.69176,0.73136
2007,North Rhine-Westphalia,Upper Secondary Level,No,0.28844,590,2012,0.26864,0.30824
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.71609,232,326,0.66706,0.76511
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.28391,94,326,0.23489,0.33294
2007,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.73723,210,293,0.68675,0.78771
2007,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.26277,83,293,0.21229,0.31325
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.65203,561,837,0.61974,0.68431
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.34797,276,837,0.31569,0.38026
2007,Hesse,Lower Secondary Level,Yes,0.84114,118,118,0.77490,0.90738
2007,Hesse,Upper Secondary Level,Yes,0.71849,469,651,0.68392,0.75307
2007,Hesse,Upper Secondary Level,No,0.28151,182,651,0.24693,0.31608
2007,Hesse,Post-secondary Non-tertiary Level,Yes,0.68904,76,107,0.60092,0.77716
2007,Hesse,Post-secondary Non-tertiary Level,No,0.31096,31,107,0.22284,0.39908
2007,Hesse,First Stage of Tertiary Education,Yes,0.77664,66,66,0.67539,0.87789
2007,Hesse,Second Stage of Tertiary Education,Yes,0.57795,217,331,0.52466,0.63123
2007,Hesse,Second Stage of Tertiary Education,No,0.42205,114,331,0.36877,0.47534
2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.66532,118,178,0.59581,0.73484
2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.33468,60,178,0.26516,0.40419
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.71235,425,606,0.67628,0.74842
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.28765,181,606,0.25158,0.32372
2007,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.63241,34,34,0.46791,0.79692
2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.59313,57,98,0.49537,0.69089
2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.40687,41,98,0.30911,0.50463
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.70259,124,182,0.63600,0.76919
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.29741,58,182,0.23081,0.36400
2007,Baden-Wuerttemberg,Pre-primary Level,Yes,0.54258,35,35,0.37512,0.71004
2007,Baden-Wuerttemberg,Primary Level,Yes,0.90604,35,35,0.80797,1.00412
2007,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.82306,264,338,0.78232,0.86381
2007,Baden-Wuerttemberg,Lower Secondary Level,No,0.17694,74,338,0.13619,0.21768
2007,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.68209,811,1177,0.65548,0.70871
2007,Baden-Wuerttemberg,Upper Secondary Level,No,0.31791,366,1177,0.29129,0.34452
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.73505,103,143,0.66246,0.80763
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.26495,40,143,0.19237,0.33754
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.69558,131,185,0.62908,0.76207
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.30442,54,185,0.23793,0.37092
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.67337,325,485,0.63159,0.71516
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.32663,160,485,0.28484,0.36841
2007,Bavaria,Lower Secondary Level,Yes,0.72408,237,330,0.67578,0.77238
2007,Bavaria,Lower Secondary Level,No,0.27592,93,330,0.22762,0.32422
2007,Bavaria,Upper Secondary Level,Yes,0.74226,1131,1558,0.72053,0.76399
2007,Bavaria,Upper Secondary Level,No,0.25774,427,1558,0.23601,0.27947
2007,Bavaria,Post-secondary Non-tertiary Level,Yes,0.60750,103,151,0.52935,0.68565
2007,Bavaria,Post-secondary Non-tertiary Level,No,0.39250,48,151,0.31435,0.47065
2007,Bavaria,First Stage of Tertiary Education,Yes,0.73276,164,230,0.67545,0.79008
2007,Bavaria,First Stage of Tertiary Education,No,0.26724,66,230,0.20992,0.32455
2007,Bavaria,Second Stage of Tertiary Education,Yes,0.73392,416,576,0.69780,0.77004
2007,Bavaria,Second Stage of Tertiary Education,No,0.26608,160,576,0.22996,0.30220
2007,Berlin,Lower Secondary Level,Yes,0.75083,38,38,0.61146,0.89020
2007,Berlin,Upper Secondary Level,Yes,0.69793,216,303,0.64615,0.74972
2007,Berlin,Upper Secondary Level,No,0.30207,87,303,0.25028,0.35385
2007,Berlin,First Stage of Tertiary Education,Yes,0.80471,47,47,0.69015,0.91927
2007,Berlin,Second Stage of Tertiary Education,Yes,0.70790,191,266,0.65315,0.76265
2007,Berlin,Second Stage of Tertiary Education,No,0.29210,75,266,0.23735,0.34685
2007,Brandenburg,Lower Secondary Level,Yes,0.68152,45,45,0.54386,0.81918
2007,Brandenburg,Upper Secondary Level,Yes,0.70750,298,420,0.66394,0.75106
2007,Brandenburg,Upper Secondary Level,No,0.29250,122,420,0.24894,0.33606
2007,Brandenburg,First Stage of Tertiary Education,Yes,0.74323,52,52,0.62334,0.86313
2007,Brandenburg,Second Stage of Tertiary Education,Yes,0.79200,197,246,0.74118,0.84283
2007,Brandenburg,Second Stage of Tertiary Education,No,0.20800,49,246,0.15717,0.25882
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.66526,170,256,0.60733,0.72318
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.33474,86,256,0.27682,0.39267
2007,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.88969,38,38,0.78874,0.99063
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.87909,110,110,0.81788,0.94029
2007,Saxony,Lower Secondary Level,Yes,0.67237,69,69,0.56081,0.78393
2007,Saxony,Upper Secondary Level,Yes,0.69349,549,816,0.66184,0.72514
2007,Saxony,Upper Secondary Level,No,0.30651,267,816,0.27486,0.33816
2007,Saxony,Post-secondary Non-tertiary Level,Yes,0.72551,34,34,0.57325,0.87777
2007,Saxony,First Stage of Tertiary Education,Yes,0.66092,86,130,0.57923,0.74262
2007,Saxony,First Stage of Tertiary Education,No,0.33908,44,130,0.25738,0.42077
2007,Saxony,Second Stage of Tertiary Education,Yes,0.79078,292,380,0.74983,0.83173
2007,Saxony,Second Stage of Tertiary Education,No,0.20922,88,380,0.16827,0.25017
2007,Saxony-Anhalt,Lower Secondary Level,Yes,0.72746,43,43,0.59279,0.86212
2007,Saxony-Anhalt,Upper Secondary Level,Yes,0.69516,290,428,0.65150,0.73882
2007,Saxony-Anhalt,Upper Secondary Level,No,0.30484,138,428,0.26118,0.34850
2007,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.61085,59,59,0.48537,0.73633
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.73318,165,225,0.67526,0.79110
2007,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.26682,60,225,0.20890,0.32474
2007,Thuringa,Lower Secondary Level,Yes,0.71671,43,43,0.58044,0.85299
2007,Thuringa,Upper Secondary Level,Yes,0.67041,373,550,0.63109,0.70973
2007,Thuringa,Upper Secondary Level,No,0.32959,177,550,0.29027,0.36891
2007,Thuringa,First Stage of Tertiary Education,Yes,0.75673,46,46,0.63137,0.88209
2007,Thuringa,Second Stage of Tertiary Education,Yes,0.77476,135,182,0.71390,0.83562
2007,Thuringa,Second Stage of Tertiary Education,No,0.22524,47,182,0.16438,0.28610
2008,Schleswig-Holstein,Lower Secondary Level,Yes,0.63825,41,41,0.48933,0.78716
2008,Schleswig-Holstein,Upper Secondary Level,Yes,0.72243,219,293,0.67107,0.77379
2008,Schleswig-Holstein,Upper Secondary Level,No,0.27757,74,293,0.22621,0.32893
2008,Schleswig-Holstein,First Stage of Tertiary Education,Yes,0.68805,35,35,0.53232,0.84378
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.65559,66,66,0.54008,0.77111
2008,Hamburg,Upper Secondary Level,Yes,0.77521,91,91,0.68896,0.86145
2008,Hamburg,Second Stage of Tertiary Education,Yes,0.73931,57,57,0.62432,0.85429
2008,Lower Saxony,Lower Secondary Level,Yes,0.71495,150,203,0.65270,0.77721
2008,Lower Saxony,Lower Secondary Level,No,0.28505,53,203,0.22279,0.34730
2008,Lower Saxony,Upper Secondary Level,Yes,0.70393,669,927,0.67452,0.73333
2008,Lower Saxony,Upper Secondary Level,No,0.29607,258,927,0.26667,0.32548
2008,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.73579,78,110,0.65301,0.81856
2008,Lower Saxony,Post-secondary Non-tertiary Level,No,0.26421,32,110,0.18144,0.34699
2008,Lower Saxony,First Stage of Tertiary Education,Yes,0.73699,79,79,0.63929,0.83470
2008,Lower Saxony,Second Stage of Tertiary Education,Yes,0.69057,216,308,0.63886,0.74228
2008,Lower Saxony,Second Stage of Tertiary Education,No,0.30943,92,308,0.25772,0.36114
2008,Bremen,Upper Secondary Level,Yes,0.85866,54,54,0.76486,0.95245
2008,North Rhine-Westphalia,No answer / don't know,Yes,0.43088,35,75,0.31805,0.54371
2008,North Rhine-Westphalia,No answer / don't know,No,0.56912,40,75,0.45629,0.68195
2008,North Rhine-Westphalia,Pre-primary Level,Yes,0.49625,45,45,0.34851,0.64399
2008,North Rhine-Westphalia,Primary Level,Yes,0.61725,38,38,0.46063,0.77387
2008,North Rhine-Westphalia,Lower Secondary Level,Yes,0.66415,314,463,0.62108,0.70721
2008,North Rhine-Westphalia,Lower Secondary Level,No,0.33585,149,463,0.29279,0.37892
2008,North Rhine-Westphalia,Upper Secondary Level,Yes,0.71114,1351,1898,0.69074,0.73153
2008,North Rhine-Westphalia,Upper Secondary Level,No,0.28886,547,1898,0.26847,0.30926
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.64386,197,295,0.58912,0.69859
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.35614,98,295,0.30141,0.41088
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.71995,199,269,0.66619,0.77371
2008,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.28005,70,269,0.22629,0.33381
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.60184,503,780,0.56747,0.63622
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.39816,277,780,0.36378,0.43253
2008,Hesse,Lower Secondary Level,Yes,0.81209,105,105,0.73701,0.88717
2008,Hesse,Upper Secondary Level,Yes,0.76313,460,620,0.72964,0.79663
2008,Hesse,Upper Secondary Level,No,0.23687,160,620,0.20337,0.27036
2008,Hesse,Post-secondary Non-tertiary Level,Yes,0.64307,67,67,0.52748,0.75865
2008,Hesse,First Stage of Tertiary Education,Yes,0.68704,52,52,0.55977,0.81430
2008,Hesse,Second Stage of Tertiary Education,Yes,0.67784,226,325,0.62695,0.72872
2008,Hesse,Second Stage of Tertiary Education,No,0.32216,99,325,0.27128,0.37305
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.65485,107,164,0.58186,0.72784
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.34515,57,164,0.27216,0.41814
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.72493,400,561,0.68794,0.76191
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.27507,161,561,0.23809,0.31206
2008,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.51204,33,33,0.33885,0.68523
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.70017,60,60,0.58325,0.81708
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.80552,140,178,0.74721,0.86383
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.19448,38,178,0.13617,0.25279
2008,Baden-Wuerttemberg,Pre-primary Level,Yes,0.67873,31,31,0.51163,0.84583
2008,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.74774,215,303,0.69876,0.79673
2008,Baden-Wuerttemberg,Lower Secondary Level,No,0.25226,88,303,0.20327,0.30124
2008,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.68506,789,1136,0.65804,0.71209
2008,Baden-Wuerttemberg,Upper Secondary Level,No,0.31494,347,1136,0.28791,0.34196
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.68059,93,134,0.60135,0.75983
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.31941,41,134,0.24017,0.39865
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.66264,115,171,0.59156,0.73371
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.33736,56,171,0.26629,0.40844
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.70685,312,457,0.66507,0.74863
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.29315,145,457,0.25137,0.33493
2008,Bavaria,Lower Secondary Level,Yes,0.74157,225,300,0.69195,0.79119
2008,Bavaria,Lower Secondary Level,No,0.25843,75,300,0.20881,0.30805
2008,Bavaria,Upper Secondary Level,Yes,0.72838,1047,1446,0.70545,0.75132
2008,Bavaria,Upper Secondary Level,No,0.27162,399,1446,0.24868,0.29455
2008,Bavaria,Post-secondary Non-tertiary Level,Yes,0.72376,95,132,0.64718,0.80033
2008,Bavaria,Post-secondary Non-tertiary Level,No,0.27624,37,132,0.19967,0.35282
2008,Bavaria,First Stage of Tertiary Education,Yes,0.78012,154,209,0.72383,0.83640
2008,Bavaria,First Stage of Tertiary Education,No,0.21988,55,209,0.16360,0.27617
2008,Bavaria,Second Stage of Tertiary Education,Yes,0.70248,401,554,0.66437,0.74058
2008,Bavaria,Second Stage of Tertiary Education,No,0.29752,153,554,0.25942,0.33563
2008,Berlin,Lower Secondary Level,Yes,0.72664,34,34,0.57458,0.87871
2008,Berlin,Upper Secondary Level,Yes,0.78281,225,281,0.73451,0.83111
2008,Berlin,Upper Secondary Level,No,0.21719,56,281,0.16889,0.26549
2008,Berlin,First Stage of Tertiary Education,Yes,0.85074,41,41,0.74030,0.96117
2008,Berlin,Second Stage of Tertiary Education,Yes,0.67041,180,258,0.61294,0.72788
2008,Berlin,Second Stage of Tertiary Education,No,0.32959,78,258,0.27212,0.38706
2008,Brandenburg,Lower Secondary Level,Yes,0.67899,44,44,0.53945,0.81853
2008,Brandenburg,Upper Secondary Level,Yes,0.63371,273,402,0.58655,0.68086
2008,Brandenburg,Upper Secondary Level,No,0.36629,129,402,0.31914,0.41345
2008,Brandenburg,First Stage of Tertiary Education,Yes,0.59082,45,45,0.44554,0.73611
2008,Brandenburg,Second Stage of Tertiary Education,Yes,0.75104,181,238,0.69599,0.80610
2008,Brandenburg,Second Stage of Tertiary Education,No,0.24896,57,238,0.19390,0.30401
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.67238,160,240,0.61287,0.73188
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.32762,80,240,0.26812,0.38713
2008,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.92377,36,36,0.83586,1.01169
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.86357,118,118,0.80137,0.92576
2008,Saxony,Lower Secondary Level,Yes,0.68649,53,53,0.56039,0.81258
2008,Saxony,Upper Secondary Level,Yes,0.69082,522,768,0.65811,0.72353
2008,Saxony,Upper Secondary Level,No,0.30918,246,768,0.27647,0.34189
2008,Saxony,Post-secondary Non-tertiary Level,Yes,0.78619,38,38,0.65408,0.91830
2008,Saxony,First Stage of Tertiary Education,Yes,0.84899,92,92,0.77542,0.92256
2008,Saxony,Second Stage of Tertiary Education,Yes,0.75084,276,359,0.70603,0.79564
2008,Saxony,Second Stage of Tertiary Education,No,0.24916,83,359,0.20436,0.29397
2008,Saxony-Anhalt,Lower Secondary Level,Yes,0.61385,35,35,0.45020,0.77750
2008,Saxony-Anhalt,Upper Secondary Level,Yes,0.72751,278,421,0.68493,0.77009
2008,Saxony-Anhalt,Upper Secondary Level,No,0.27249,143,421,0.22991,0.31507
2008,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.72503,55,55,0.60594,0.84412
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.75607,150,201,0.69655,0.81558
2008,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.24393,51,201,0.18442,0.30345
2008,Thuringa,Lower Secondary Level,Yes,0.66165,42,42,0.51682,0.80648
2008,Thuringa,Upper Secondary Level,Yes,0.70206,369,516,0.66256,0.74156
2008,Thuringa,Upper Secondary Level,No,0.29794,147,516,0.25844,0.33744
2008,Thuringa,First Stage of Tertiary Education,Yes,0.66523,43,43,0.52251,0.80795
2008,Thuringa,Second Stage of Tertiary Education,Yes,0.76674,135,180,0.70479,0.82870
2008,Thuringa,Second Stage of Tertiary Education,No,0.23326,45,180,0.17130,0.29521
2009,Schleswig-Holstein,Lower Secondary Level,Yes,0.67014,36,36,0.51438,0.82591
2009,Schleswig-Holstein,Upper Secondary Level,Yes,0.74498,202,275,0.69337,0.79659
2009,Schleswig-Holstein,Upper Secondary Level,No,0.25502,73,275,0.20341,0.30663
2009,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.68932,64,64,0.57504,0.80359
2009,Hamburg,Upper Secondary Level,Yes,0.78911,95,95,0.70664,0.87158
2009,Hamburg,Second Stage of Tertiary Education,Yes,0.67531,56,56,0.55156,0.79907
2009,Lower Saxony,Lower Secondary Level,Yes,0.73696,140,184,0.67317,0.80075
2009,Lower Saxony,Lower Secondary Level,No,0.26304,44,184,0.19925,0.32683
2009,Lower Saxony,Upper Secondary Level,Yes,0.71788,646,865,0.68787,0.74789
2009,Lower Saxony,Upper Secondary Level,No,0.28212,219,865,0.25211,0.31213
2009,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.65819,70,70,0.54627,0.77011
2009,Lower Saxony,First Stage of Tertiary Education,Yes,0.65610,66,105,0.56480,0.74739
2009,Lower Saxony,First Stage of Tertiary Education,No,0.34390,39,105,0.25261,0.43520
2009,Lower Saxony,Second Stage of Tertiary Education,Yes,0.74956,239,306,0.70093,0.79818
2009,Lower Saxony,Second Stage of Tertiary Education,No,0.25044,67,306,0.20182,0.29907
2009,Bremen,Upper Secondary Level,Yes,0.81759,48,48,0.70719,0.92800
2009,North Rhine-Westphalia,No answer / don't know,Yes,0.56317,37,69,0.44528,0.68106
2009,North Rhine-Westphalia,No answer / don't know,No,0.43683,32,69,0.31894,0.55472
2009,North Rhine-Westphalia,Pre-primary Level,Yes,0.58148,44,75,0.46908,0.69388
2009,North Rhine-Westphalia,Pre-primary Level,No,0.41852,31,75,0.30612,0.53092
2009,North Rhine-Westphalia,Primary Level,Yes,0.54966,34,34,0.37991,0.71942
2009,North Rhine-Westphalia,Lower Secondary Level,Yes,0.66057,282,410,0.61468,0.70646
2009,North Rhine-Westphalia,Lower Secondary Level,No,0.33943,128,410,0.29354,0.38532
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.69631,1248,1749,0.67476,0.71787
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.30369,501,1749,0.28213,0.32524
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.77331,193,270,0.72327,0.82334
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.22669,77,270,0.17666,0.27673
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.72519,184,253,0.67007,0.78031
2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.27481,69,253,0.21969,0.32993
