year,bula_h,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Bavaria,Urban regions,Yes,0.57576,1134,1634,0.55179,0.59973
2002,Bavaria,Urban regions,No,0.26360,500,1634,0.24223,0.28497
2002,Bavaria,Rural regions,Yes,0.56969,1096,1617,0.54555,0.59383
2002,Bavaria,Rural regions,No,0.25486,521,1617,0.23361,0.27610
2002,Berlin,Urban regions,Yes,0.58385,555,825,0.55020,0.61751
2002,Berlin,Urban regions,No,0.24417,270,825,0.21483,0.27350
2002,Brandenburg,Urban regions,Yes,0.63918,48,48,0.50189,0.77648
2002,Brandenburg,Rural regions,Yes,0.62230,634,893,0.59049,0.65412
2002,Brandenburg,Rural regions,No,0.24818,259,893,0.21983,0.27653
2002,Mecklenburg-Western Pomerania,Urban regions,Yes,0.59616,51,51,0.46015,0.73217
2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58279,305,443,0.53682,0.62876
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.27760,138,443,0.23585,0.31935
2002,Saxony,Urban regions,Yes,0.60718,549,798,0.57327,0.64108
2002,Saxony,Urban regions,No,0.24856,249,798,0.21855,0.27856
2002,Saxony,Rural regions,Yes,0.62853,584,849,0.59600,0.66105
2002,Saxony,Rural regions,No,0.23318,265,849,0.20472,0.26164
2002,Saxony-Anhalt,Urban regions,Yes,0.80027,154,154,0.73692,0.86362
2002,Saxony-Anhalt,Rural regions,Yes,0.61908,548,791,0.58522,0.65294
2002,Saxony-Anhalt,Rural regions,No,0.24916,243,791,0.21900,0.27932
2002,Thuringa,Urban regions,Yes,0.57187,200,287,0.51452,0.62921
2002,Thuringa,Urban regions,No,0.26839,87,287,0.21704,0.31975
2002,Thuringa,Rural regions,Yes,0.61188,475,678,0.57517,0.64859
2002,Thuringa,Rural regions,No,0.25519,203,678,0.22235,0.28803
2003,Schleswig-Holstein,Urban regions,Yes,0.51719,177,288,0.45937,0.57500
2003,Schleswig-Holstein,Urban regions,No,0.30656,111,288,0.25322,0.35991
2003,Schleswig-Holstein,Rural regions,Yes,0.49062,228,376,0.44002,0.54122
2003,Schleswig-Holstein,Rural regions,No,0.34849,148,376,0.30026,0.39672
2003,Hamburg,Urban regions,Yes,0.59344,206,292,0.53700,0.64988
2003,Hamburg,Urban regions,No,0.25588,86,292,0.20575,0.30602
2003,Lower Saxony,Urban regions,Yes,0.59799,652,918,0.56625,0.62972
2003,Lower Saxony,Urban regions,No,0.23636,266,918,0.20886,0.26385
2003,Lower Saxony,Rural regions,Yes,0.59732,699,984,0.56666,0.62798
2003,Lower Saxony,Rural regions,No,0.21434,285,984,0.18869,0.23999
2003,Bremen,Urban regions,Yes,0.62266,128,174,0.55043,0.69489
2003,Bremen,Urban regions,No,0.25236,46,174,0.18763,0.31708
2003,North Rhine-Westphalia,Urban regions,Yes,0.56451,3064,4508,0.55003,0.57899
2003,North Rhine-Westphalia,Urban regions,No,0.25693,1444,4508,0.24418,0.26969
2003,North Rhine-Westphalia,Rural regions,Yes,0.39576,58,108,0.30310,0.48842
2003,North Rhine-Westphalia,Rural regions,No,0.32608,50,108,0.23726,0.41491
2003,Hesse,Urban regions,Yes,0.55322,863,1225,0.52537,0.58108
2003,Hesse,Urban regions,No,0.25400,362,1225,0.22962,0.27839
2003,Hesse,Rural regions,Yes,0.54669,191,268,0.48697,0.60640
2003,Hesse,Rural regions,No,0.26325,77,268,0.21043,0.31608
2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.56905,717,1030,0.53879,0.59931
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.25023,313,1030,0.22377,0.27670
2003,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.53478,209,322,0.48021,0.58934
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.27529,113,322,0.22643,0.32416
2003,Baden-Wuerttemberg,Urban regions,Yes,0.55654,1664,2447,0.53685,0.57622
2003,Baden-Wuerttemberg,Urban regions,No,0.24562,783,2447,0.22856,0.26268
2003,Baden-Wuerttemberg,Rural regions,Yes,0.55106,156,229,0.48650,0.61562
2003,Baden-Wuerttemberg,Rural regions,No,0.21543,73,229,0.16207,0.26880
2003,Bavaria,Urban regions,Yes,0.57789,1102,1589,0.55360,0.60218
2003,Bavaria,Urban regions,No,0.25693,487,1589,0.23544,0.27843
2003,Bavaria,Rural regions,Yes,0.59282,1051,1521,0.56812,0.61752
2003,Bavaria,Rural regions,No,0.23208,470,1521,0.21086,0.25330
2003,Berlin,Urban regions,Yes,0.59271,574,820,0.55906,0.62636
2003,Berlin,Urban regions,No,0.24320,246,820,0.21382,0.27259
2003,Brandenburg,Urban regions,Yes,0.73884,57,57,0.62379,0.85389
2003,Brandenburg,Rural regions,Yes,0.62391,628,871,0.59172,0.65610
2003,Brandenburg,Rural regions,No,0.23987,243,871,0.21150,0.26825
2003,Mecklenburg-Western Pomerania,Urban regions,Yes,0.53240,49,49,0.39125,0.67356
2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.62616,330,452,0.58150,0.67081
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.23707,122,452,0.19782,0.27632
2003,Saxony,Urban regions,Yes,0.64238,566,775,0.60862,0.67615
2003,Saxony,Urban regions,No,0.21946,209,775,0.19030,0.24862
2003,Saxony,Rural regions,Yes,0.63092,591,830,0.59807,0.66377
2003,Saxony,Rural regions,No,0.22690,239,830,0.19839,0.25541
2003,Saxony-Anhalt,Urban regions,Yes,0.76105,145,177,0.69805,0.82405
2003,Saxony-Anhalt,Urban regions,No,0.16523,32,177,0.11036,0.22009
2003,Saxony-Anhalt,Rural regions,Yes,0.60934,518,755,0.57452,0.64417
2003,Saxony-Anhalt,Rural regions,No,0.25491,237,755,0.22380,0.28601
2003,Thuringa,Urban regions,Yes,0.62764,215,288,0.57170,0.68357
2003,Thuringa,Urban regions,No,0.23098,73,288,0.18222,0.27974
2003,Thuringa,Rural regions,Yes,0.61333,453,663,0.57623,0.65043
2003,Thuringa,Rural regions,No,0.25512,210,663,0.22191,0.28833
2004,Schleswig-Holstein,Urban regions,Yes,0.48103,157,285,0.42292,0.53914
2004,Schleswig-Holstein,Urban regions,No,0.34562,128,285,0.29031,0.40093
2004,Schleswig-Holstein,Rural regions,Yes,0.51032,216,382,0.46012,0.56051
2004,Schleswig-Holstein,Rural regions,No,0.34124,166,382,0.29363,0.38885
2004,Hamburg,Urban regions,Yes,0.54441,193,291,0.48709,0.60173
2004,Hamburg,Urban regions,No,0.30860,98,291,0.25544,0.36176
2004,Lower Saxony,Urban regions,Yes,0.59724,645,901,0.56520,0.62928
2004,Lower Saxony,Urban regions,No,0.23201,256,901,0.20443,0.25959
2004,Lower Saxony,Rural regions,Yes,0.55858,665,975,0.52739,0.58976
2004,Lower Saxony,Rural regions,No,0.25121,310,975,0.22397,0.27844
2004,Bremen,Urban regions,Yes,0.64484,117,166,0.57182,0.71786
2004,Bremen,Urban regions,No,0.22826,49,166,0.16422,0.29230
2004,North Rhine-Westphalia,Urban regions,Yes,0.56098,2924,4413,0.54634,0.57562
2004,North Rhine-Westphalia,Urban regions,No,0.27585,1489,4413,0.26266,0.28904
2004,North Rhine-Westphalia,Rural regions,Yes,0.38469,57,107,0.29207,0.47731
2004,North Rhine-Westphalia,Rural regions,No,0.37020,50,107,0.27828,0.46212
2004,Hesse,Urban regions,Yes,0.52331,787,1183,0.49484,0.55179
2004,Hesse,Urban regions,No,0.26738,396,1183,0.24215,0.29261
2004,Hesse,Rural regions,Yes,0.55364,172,254,0.49239,0.61490
2004,Hesse,Rural regions,No,0.28825,82,254,0.23244,0.34406
2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.55708,666,994,0.52618,0.58797
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.26445,328,994,0.23702,0.29188
2004,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.52805,198,305,0.47193,0.58417
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.26212,107,305,0.21268,0.31156
2004,Baden-Wuerttemberg,Urban regions,Yes,0.57280,1605,2367,0.55286,0.59273
2004,Baden-Wuerttemberg,Urban regions,No,0.23766,762,2367,0.22051,0.25481
2004,Baden-Wuerttemberg,Rural regions,Yes,0.54379,155,231,0.47942,0.60816
2004,Baden-Wuerttemberg,Rural regions,No,0.21081,76,231,0.15809,0.26352
2004,Bavaria,Urban regions,Yes,0.57435,1004,1529,0.54955,0.59914
2004,Bavaria,Urban regions,No,0.26960,525,1529,0.24735,0.29185
2004,Bavaria,Rural regions,Yes,0.59115,1047,1508,0.56633,0.61597
2004,Bavaria,Rural regions,No,0.24945,461,1508,0.22760,0.27129
2004,Berlin,Urban regions,Yes,0.58772,554,803,0.55365,0.62179
2004,Berlin,Urban regions,No,0.25377,249,803,0.22366,0.28389
2004,Brandenburg,Urban regions,Yes,0.66559,57,57,0.54202,0.78916
2004,Brandenburg,Rural regions,Yes,0.61946,589,827,0.58635,0.65257
2004,Brandenburg,Rural regions,No,0.24473,238,827,0.21541,0.27405
2004,Mecklenburg-Western Pomerania,Urban regions,Yes,0.59911,59,59,0.47298,0.72524
2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58661,294,433,0.54017,0.63304
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.27039,139,433,0.22850,0.31227
2004,Saxony,Urban regions,Yes,0.63189,565,779,0.59800,0.66579
2004,Saxony,Urban regions,No,0.23326,214,779,0.20355,0.26298
2004,Saxony,Rural regions,Yes,0.62420,546,786,0.59031,0.65808
2004,Saxony,Rural regions,No,0.24110,240,786,0.21117,0.27102
2004,Saxony-Anhalt,Urban regions,Yes,0.71598,141,179,0.64973,0.78223
2004,Saxony-Anhalt,Urban regions,No,0.20374,38,179,0.14457,0.26291
2004,Saxony-Anhalt,Rural regions,Yes,0.62518,510,742,0.59032,0.66003
2004,Saxony-Anhalt,Rural regions,No,0.24579,232,742,0.21478,0.27679
2004,Thuringa,Urban regions,Yes,0.66457,218,283,0.60947,0.71968
2004,Thuringa,Urban regions,No,0.19183,65,283,0.14587,0.23778
2004,Thuringa,Rural regions,Yes,0.59468,447,659,0.55717,0.63219
2004,Thuringa,Rural regions,No,0.27874,212,659,0.24448,0.31300
2005,Schleswig-Holstein,Urban regions,Yes,0.49454,163,276,0.43545,0.55363
2005,Schleswig-Holstein,Urban regions,No,0.35546,113,276,0.29889,0.41204
2005,Schleswig-Holstein,Rural regions,Yes,0.51092,232,365,0.45956,0.56227
2005,Schleswig-Holstein,Rural regions,No,0.32440,133,365,0.27631,0.37249
2005,Hamburg,Urban regions,Yes,0.59754,204,283,0.54030,0.65478
2005,Hamburg,Urban regions,No,0.26645,79,283,0.21485,0.31805
2005,Lower Saxony,Urban regions,Yes,0.58959,590,852,0.55654,0.62264
2005,Lower Saxony,Urban regions,No,0.24262,262,852,0.21382,0.27142
2005,Lower Saxony,Rural regions,Yes,0.57675,647,923,0.54486,0.60864
2005,Lower Saxony,Rural regions,No,0.24243,276,923,0.21477,0.27009
2005,Bremen,Urban regions,Yes,0.64131,100,144,0.56270,0.71992
2005,Bremen,Urban regions,No,0.23307,44,144,0.16378,0.30237
2005,North Rhine-Westphalia,Urban regions,Yes,0.58443,2950,4237,0.56959,0.59927
2005,North Rhine-Westphalia,Urban regions,No,0.25096,1287,4237,0.23790,0.26401
2005,North Rhine-Westphalia,Rural regions,Yes,0.35648,55,105,0.26443,0.44853
2005,North Rhine-Westphalia,Rural regions,No,0.37379,50,105,0.28081,0.46678
2005,Hesse,Urban regions,Yes,0.58056,794,1117,0.55161,0.60952
2005,Hesse,Urban regions,No,0.23973,323,1117,0.21468,0.26478
2005,Hesse,Rural regions,Yes,0.58159,171,249,0.52019,0.64299
2005,Hesse,Rural regions,No,0.26712,78,249,0.21205,0.32219
2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.57127,656,944,0.53968,0.60286
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.25105,288,944,0.22338,0.27873
2005,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.54205,191,294,0.48500,0.59909
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.27671,103,294,0.22548,0.32793
2005,Baden-Wuerttemberg,Urban regions,Yes,0.57153,1570,2297,0.55128,0.59177
2005,Baden-Wuerttemberg,Urban regions,No,0.24818,727,2297,0.23051,0.26585
2005,Baden-Wuerttemberg,Rural regions,Yes,0.53362,140,210,0.46599,0.60126
2005,Baden-Wuerttemberg,Rural regions,No,0.23714,70,210,0.17948,0.29481
2005,Bavaria,Urban regions,Yes,0.58735,1005,1464,0.56212,0.61257
2005,Bavaria,Urban regions,No,0.25020,459,1464,0.22800,0.27239
2005,Bavaria,Rural regions,Yes,0.58570,984,1419,0.56006,0.61134
2005,Bavaria,Rural regions,No,0.24999,435,1419,0.22745,0.27253
2005,Berlin,Urban regions,Yes,0.58080,513,751,0.54548,0.61611
2005,Berlin,Urban regions,No,0.25671,238,751,0.22545,0.28797
2005,Brandenburg,Urban regions,Yes,0.66937,57,57,0.54616,0.79259
2005,Brandenburg,Rural regions,Yes,0.60738,568,798,0.57347,0.64128
2005,Brandenburg,Rural regions,No,0.24351,230,798,0.21372,0.27331
2005,Mecklenburg-Western Pomerania,Urban regions,Yes,0.57039,48,48,0.42887,0.71192
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58854,289,431,0.54202,0.63505
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.26804,142,431,0.22617,0.30990
2005,Saxony,Urban regions,Yes,0.61335,539,764,0.57879,0.64790
2005,Saxony,Urban regions,No,0.25303,225,764,0.22218,0.28388
2005,Saxony,Rural regions,Yes,0.61198,525,748,0.57704,0.64693
2005,Saxony,Rural regions,No,0.24711,223,748,0.21618,0.27804
2005,Saxony-Anhalt,Urban regions,Yes,0.69481,140,177,0.62678,0.76284
2005,Saxony-Anhalt,Urban regions,No,0.19020,37,177,0.13222,0.24818
2005,Saxony-Anhalt,Rural regions,Yes,0.62803,491,715,0.59258,0.66348
2005,Saxony-Anhalt,Rural regions,No,0.24800,224,715,0.21632,0.27968
2005,Thuringa,Urban regions,Yes,0.62793,194,271,0.57028,0.68559
2005,Thuringa,Urban regions,No,0.23814,77,271,0.18733,0.28895
2005,Thuringa,Rural regions,Yes,0.60492,445,616,0.56628,0.64355
2005,Thuringa,Rural regions,No,0.25227,171,616,0.21795,0.28660
2006,Schleswig-Holstein,Urban regions,Yes,0.56682,197,288,0.50949,0.62415
2006,Schleswig-Holstein,Urban regions,No,0.25511,91,288,0.20468,0.30554
2006,Schleswig-Holstein,Rural regions,Yes,0.59048,268,384,0.54123,0.63973
2006,Schleswig-Holstein,Rural regions,No,0.23755,116,384,0.19493,0.28017
2006,Hamburg,Urban regions,Yes,0.58963,206,299,0.53378,0.64548
2006,Hamburg,Urban regions,No,0.25661,93,299,0.20702,0.30620
2006,Lower Saxony,Urban regions,Yes,0.55394,630,925,0.52189,0.58599
2006,Lower Saxony,Urban regions,No,0.27067,295,925,0.24202,0.29932
2006,Lower Saxony,Rural regions,Yes,0.55622,702,1031,0.52588,0.58656
2006,Lower Saxony,Rural regions,No,0.24880,329,1031,0.22240,0.27521
2006,Bremen,Urban regions,Yes,0.52565,87,144,0.44381,0.60750
2006,Bremen,Urban regions,No,0.37457,57,144,0.29524,0.45390
2006,North Rhine-Westphalia,Urban regions,Yes,0.55922,3006,4419,0.54458,0.57386
2006,North Rhine-Westphalia,Urban regions,No,0.27384,1413,4419,0.26069,0.28698
2006,North Rhine-Westphalia,Rural regions,Yes,0.40060,71,119,0.31219,0.48902
2006,North Rhine-Westphalia,Rural regions,No,0.33340,48,119,0.24834,0.41846
2006,Hesse,Urban regions,Yes,0.56571,849,1209,0.53776,0.59367
2006,Hesse,Urban regions,No,0.23841,360,1209,0.21438,0.26244
2006,Hesse,Rural regions,Yes,0.60358,197,271,0.54523,0.66192
2006,Hesse,Rural regions,No,0.25260,74,271,0.20077,0.30443
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.54803,657,974,0.51675,0.57930
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.26355,317,974,0.23587,0.29123
2006,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.57724,211,315,0.52260,0.63188
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.24531,104,315,0.19771,0.29290
2006,Baden-Wuerttemberg,Urban regions,Yes,0.56350,1665,2482,0.54398,0.58301
2006,Baden-Wuerttemberg,Urban regions,No,0.25813,817,2482,0.24091,0.27535
2006,Baden-Wuerttemberg,Rural regions,Yes,0.52692,160,231,0.46239,0.59144
2006,Baden-Wuerttemberg,Rural regions,No,0.24946,71,231,0.19354,0.30538
2006,Bavaria,Urban regions,Yes,0.60044,1078,1543,0.57599,0.62489
2006,Bavaria,Urban regions,No,0.24212,465,1543,0.22074,0.26350
2006,Bavaria,Rural regions,Yes,0.56452,1085,1591,0.54015,0.58889
2006,Bavaria,Rural regions,No,0.25064,506,1591,0.22934,0.27194
2006,Berlin,Urban regions,Yes,0.59927,538,779,0.56484,0.63371
2006,Berlin,Urban regions,No,0.26279,241,779,0.23186,0.29372
2006,Brandenburg,Urban regions,Yes,0.50729,48,48,0.36436,0.65022
2006,Brandenburg,Rural regions,Yes,0.58740,609,861,0.55450,0.62030
2006,Brandenburg,Rural regions,No,0.27095,252,861,0.24124,0.30065
2006,Mecklenburg-Western Pomerania,Urban regions,Yes,0.55887,52,52,0.42260,0.69514
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.59410,325,480,0.55012,0.63807
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.28060,155,480,0.24037,0.32084
2006,Saxony,Urban regions,Yes,0.61752,586,816,0.58416,0.65089
2006,Saxony,Urban regions,No,0.25197,230,816,0.22216,0.28177
2006,Saxony,Rural regions,Yes,0.57942,509,762,0.54435,0.61449
2006,Saxony,Rural regions,No,0.29276,253,762,0.26043,0.32508
2006,Saxony-Anhalt,Urban regions,Yes,0.72929,126,165,0.66128,0.79729
2006,Saxony-Anhalt,Urban regions,No,0.17285,39,165,0.11498,0.23072
2006,Saxony-Anhalt,Rural regions,Yes,0.56927,489,746,0.53371,0.60482
2006,Saxony-Anhalt,Rural regions,No,0.28393,257,746,0.25155,0.31631
2006,Thuringa,Urban regions,Yes,0.61432,198,274,0.55657,0.67206
2006,Thuringa,Urban regions,No,0.24476,76,274,0.19376,0.29576
2006,Thuringa,Rural regions,Yes,0.60039,458,673,0.56336,0.63742
2006,Thuringa,Rural regions,No,0.26111,215,673,0.22790,0.29433
2007,Schleswig-Holstein,Urban regions,Yes,0.56835,184,254,0.50732,0.62939
2007,Schleswig-Holstein,Urban regions,No,0.26852,70,254,0.21391,0.32313
2007,Schleswig-Holstein,Rural regions,Yes,0.56932,242,357,0.51789,0.62076
2007,Schleswig-Holstein,Rural regions,No,0.26404,115,357,0.21824,0.30983
2007,Hamburg,Urban regions,Yes,0.65976,223,291,0.60523,0.71429
2007,Hamburg,Urban regions,No,0.21273,68,291,0.16563,0.25983
2007,Lower Saxony,Urban regions,Yes,0.56778,602,858,0.53462,0.60095
2007,Lower Saxony,Urban regions,No,0.26949,256,858,0.23979,0.29920
2007,Lower Saxony,Rural regions,Yes,0.57717,695,961,0.54592,0.60842
2007,Lower Saxony,Rural regions,No,0.23218,266,961,0.20547,0.25889
2007,Bremen,Urban regions,Yes,0.62161,106,147,0.54294,0.70028
2007,Bremen,Urban regions,No,0.27402,41,147,0.20167,0.34637
2007,North Rhine-Westphalia,Urban regions,Yes,0.57446,2844,4079,0.55928,0.58963
2007,North Rhine-Westphalia,Urban regions,No,0.24800,1235,4079,0.23475,0.26126
2007,North Rhine-Westphalia,Rural regions,Yes,0.37298,59,105,0.28003,0.46592
2007,North Rhine-Westphalia,Rural regions,No,0.36441,46,105,0.27192,0.45691
2007,Hesse,Urban regions,Yes,0.57090,812,1133,0.54207,0.59974
2007,Hesse,Urban regions,No,0.22619,321,1133,0.20182,0.25056
2007,Hesse,Rural regions,Yes,0.55114,174,248,0.48911,0.61317
2007,Hesse,Rural regions,No,0.30173,74,248,0.24449,0.35898
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.54151,592,883,0.50863,0.57440
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.26007,291,883,0.23112,0.28902
2007,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58896,194,284,0.53163,0.64628
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.24012,90,284,0.19035,0.28988
2007,Baden-Wuerttemberg,Urban regions,Yes,0.57359,1578,2259,0.55320,0.59399
2007,Baden-Wuerttemberg,Urban regions,No,0.24339,681,2259,0.22569,0.26109
2007,Baden-Wuerttemberg,Rural regions,Yes,0.58203,152,220,0.51671,0.64736
2007,Baden-Wuerttemberg,Rural regions,No,0.21325,68,220,0.15900,0.26750
2007,Bavaria,Urban regions,Yes,0.59475,1039,1446,0.56943,0.62006
2007,Bavaria,Urban regions,No,0.23262,407,1446,0.21084,0.25441
2007,Bavaria,Rural regions,Yes,0.59907,1065,1496,0.57422,0.62391
2007,Bavaria,Rural regions,No,0.22036,431,1496,0.19935,0.24138
2007,Berlin,Urban regions,Yes,0.61247,532,750,0.57758,0.64736
2007,Berlin,Urban regions,No,0.24812,218,750,0.21719,0.27905
2007,Brandenburg,Urban regions,Yes,0.64770,55,55,0.52030,0.77511
2007,Brandenburg,Rural regions,Yes,0.62926,580,782,0.59539,0.66314
2007,Brandenburg,Rural regions,No,0.23518,202,782,0.20544,0.26493
2007,Mecklenburg-Western Pomerania,Urban regions,Yes,0.61677,48,48,0.47777,0.75576
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.62060,316,441,0.57526,0.66594
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.25606,125,441,0.21528,0.29685
2007,Saxony,Urban regions,Yes,0.62090,525,759,0.58636,0.65544
2007,Saxony,Urban regions,No,0.25925,234,759,0.22805,0.29045
2007,Saxony,Rural regions,Yes,0.62261,528,752,0.58794,0.65728
2007,Saxony,Rural regions,No,0.25060,224,752,0.21961,0.28160
2007,Saxony-Anhalt,Urban regions,Yes,0.66865,122,162,0.59595,0.74136
2007,Saxony-Anhalt,Urban regions,No,0.21135,40,162,0.14829,0.27442
2007,Saxony-Anhalt,Rural regions,Yes,0.57159,479,704,0.53501,0.60817
2007,Saxony-Anhalt,Rural regions,No,0.27875,225,704,0.24560,0.31189
2007,Thuringa,Urban regions,Yes,0.61305,190,263,0.55408,0.67203
2007,Thuringa,Urban regions,No,0.24123,73,263,0.18942,0.29303
2007,Thuringa,Rural regions,Yes,0.59431,440,643,0.55633,0.63230
2007,Thuringa,Rural regions,No,0.27766,203,643,0.24302,0.31230
2008,Schleswig-Holstein,Urban regions,Yes,0.62193,169,226,0.55857,0.68530
2008,Schleswig-Holstein,Urban regions,No,0.22800,57,226,0.17318,0.28282
2008,Schleswig-Holstein,Rural regions,Yes,0.55211,229,325,0.49796,0.60625
2008,Schleswig-Holstein,Rural regions,No,0.27785,96,325,0.22908,0.32663
2008,Hamburg,Urban regions,Yes,0.63298,205,277,0.57612,0.68985
2008,Hamburg,Urban regions,No,0.23907,72,277,0.18875,0.28939
2008,Lower Saxony,Urban regions,Yes,0.57970,592,826,0.54602,0.61339
2008,Lower Saxony,Urban regions,No,0.25516,234,826,0.22541,0.28491
2008,Lower Saxony,Rural regions,Yes,0.59409,650,906,0.56209,0.62608
2008,Lower Saxony,Rural regions,No,0.23378,256,906,0.20620,0.26135
2008,Bremen,Urban regions,Yes,0.72226,104,137,0.64699,0.79754
2008,Bremen,Urban regions,No,0.17105,33,137,0.10776,0.23433
2008,North Rhine-Westphalia,Urban regions,Yes,0.56218,2625,3808,0.54642,0.57794
2008,North Rhine-Westphalia,Urban regions,No,0.26938,1183,3808,0.25529,0.28347
2008,North Rhine-Westphalia,Rural regions,Yes,0.40578,57,103,0.31048,0.50108
2008,North Rhine-Westphalia,Rural regions,No,0.35578,46,103,0.26287,0.44869
2008,Hesse,Urban regions,Yes,0.58599,782,1087,0.55670,0.61529
2008,Hesse,Urban regions,No,0.21613,305,1087,0.19165,0.24062
2008,Hesse,Rural regions,Yes,0.61743,163,222,0.55335,0.68151
2008,Hesse,Rural regions,No,0.22247,59,222,0.16764,0.27730
2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.57542,577,821,0.54159,0.60925
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.23144,244,821,0.20257,0.26031
2008,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.57805,190,270,0.51903,0.63707
2008,"Rhineland-Palatinate, Saarland",Rural regions,No,0.26242,80,270,0.20984,0.31499
2008,Baden-Wuerttemberg,Urban regions,Yes,0.56908,1469,2135,0.54807,0.59009
2008,Baden-Wuerttemberg,Urban regions,No,0.25221,666,2135,0.23379,0.27064
2008,Baden-Wuerttemberg,Rural regions,Yes,0.56029,143,215,0.49379,0.62679
2008,Baden-Wuerttemberg,Rural regions,No,0.23959,72,215,0.18241,0.29678
2008,Bavaria,Urban regions,Yes,0.61012,977,1334,0.58394,0.63630
2008,Bavaria,Urban regions,No,0.22305,357,1334,0.20071,0.24540
2008,Bavaria,Rural regions,Yes,0.59017,1006,1405,0.56445,0.61590
2008,Bavaria,Rural regions,No,0.22954,399,1405,0.20754,0.25154
2008,Berlin,Urban regions,Yes,0.62977,530,715,0.59435,0.66519
2008,Berlin,Urban regions,No,0.22890,185,715,0.19808,0.25971
2008,Brandenburg,Urban regions,Yes,0.54279,46,46,0.39723,0.68834
2008,Brandenburg,Rural regions,Yes,0.56230,528,754,0.52686,0.59773
2008,Brandenburg,Rural regions,No,0.30147,226,754,0.26869,0.33424
2008,Mecklenburg-Western Pomerania,Urban regions,Yes,0.63334,48,48,0.49557,0.77112
2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.64282,309,422,0.59705,0.68859
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.23484,113,422,0.19435,0.27533
2008,Saxony,Urban regions,Yes,0.63641,531,725,0.60137,0.67145
2008,Saxony,Urban regions,No,0.22887,194,725,0.19827,0.25947
2008,Saxony,Rural regions,Yes,0.60963,482,702,0.57352,0.64574
2008,Saxony,Rural regions,No,0.25120,220,702,0.21910,0.28331
2008,Saxony-Anhalt,Urban regions,Yes,0.73919,128,164,0.67178,0.80659
2008,Saxony-Anhalt,Urban regions,No,0.15108,36,164,0.09610,0.20606
2008,Saxony-Anhalt,Rural regions,Yes,0.59619,423,647,0.55835,0.63403
2008,Saxony-Anhalt,Rural regions,No,0.26980,224,647,0.23557,0.30403
2008,Thuringa,Urban regions,Yes,0.57606,184,258,0.51564,0.63648
2008,Thuringa,Urban regions,No,0.29355,74,258,0.23787,0.34923
2008,Thuringa,Rural regions,Yes,0.63303,441,612,0.59481,0.67125
2008,Thuringa,Rural regions,No,0.24005,171,612,0.20619,0.27392
2009,Schleswig-Holstein,Urban regions,Yes,0.58187,141,192,0.51192,0.65182
2009,Schleswig-Holstein,Urban regions,No,0.25121,51,192,0.18970,0.31272
2009,Schleswig-Holstein,Rural regions,Yes,0.60511,227,314,0.55095,0.65926
2009,Schleswig-Holstein,Rural regions,No,0.22565,87,314,0.17934,0.27196
2009,Hamburg,Urban regions,Yes,0.67247,201,267,0.61607,0.72887
2009,Hamburg,Urban regions,No,0.24745,66,267,0.19559,0.29931
2009,Lower Saxony,Urban regions,Yes,0.59664,573,768,0.56193,0.63136
2009,Lower Saxony,Urban regions,No,0.24254,195,768,0.21220,0.27287
2009,Lower Saxony,Rural regions,Yes,0.61174,641,859,0.57913,0.64435
