year,pgisced97,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Upper Secondary Level,1st Quintile,No,0.29521,563,1746,0.27380,0.31661
2003,Upper Secondary Level,2nd Quintile,Yes,0.71182,1577,2251,0.69310,0.73053
2003,Upper Secondary Level,2nd Quintile,No,0.28818,674,2251,0.26947,0.30690
2003,Upper Secondary Level,3rd Quintile,Yes,0.69393,1588,2326,0.67519,0.71266
2003,Upper Secondary Level,3rd Quintile,No,0.30607,738,2326,0.28734,0.32481
2003,Upper Secondary Level,4th Quintile,Yes,0.71321,1596,2271,0.69461,0.73182
2003,Upper Secondary Level,4th Quintile,No,0.28679,675,2271,0.26818,0.30539
2003,Upper Secondary Level,5th Quintile,Yes,0.68767,1704,2459,0.66934,0.70599
2003,Upper Secondary Level,5th Quintile,No,0.31233,755,2459,0.29401,0.33066
2003,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.70990,105,150,0.63703,0.78277
2003,Post-secondary Non-tertiary Level,1st Quintile,No,0.29010,45,150,0.21723,0.36297
2003,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.58961,89,153,0.51141,0.66782
2003,Post-secondary Non-tertiary Level,2nd Quintile,No,0.41039,64,153,0.33218,0.48859
2003,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.71354,135,201,0.65089,0.77620
2003,Post-secondary Non-tertiary Level,3rd Quintile,No,0.28646,66,201,0.22380,0.34911
2003,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.69073,177,252,0.63355,0.74791
2003,Post-secondary Non-tertiary Level,4th Quintile,No,0.30927,75,252,0.25209,0.36645
2003,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.75303,285,392,0.71028,0.79577
2003,Post-secondary Non-tertiary Level,5th Quintile,No,0.24697,107,392,0.20423,0.28972
2003,First Stage of Tertiary Education,1st Quintile,Yes,0.76481,104,142,0.69480,0.83481
2003,First Stage of Tertiary Education,1st Quintile,No,0.23519,38,142,0.16519,0.30520
2003,First Stage of Tertiary Education,2nd Quintile,Yes,0.73728,194,259,0.68358,0.79099
2003,First Stage of Tertiary Education,2nd Quintile,No,0.26272,65,259,0.20901,0.31642
2003,First Stage of Tertiary Education,3rd Quintile,Yes,0.68351,233,340,0.63400,0.73302
2003,First Stage of Tertiary Education,3rd Quintile,No,0.31649,107,340,0.26698,0.36600
2003,First Stage of Tertiary Education,4th Quintile,Yes,0.66884,295,434,0.62452,0.71317
2003,First Stage of Tertiary Education,4th Quintile,No,0.33116,139,434,0.28683,0.37548
2003,First Stage of Tertiary Education,5th Quintile,Yes,0.66505,337,505,0.62384,0.70625
2003,First Stage of Tertiary Education,5th Quintile,No,0.33495,168,505,0.29375,0.37616
2003,Second Stage of Tertiary Education,1st Quintile,Yes,0.73289,157,213,0.67333,0.79245
2003,Second Stage of Tertiary Education,1st Quintile,No,0.26711,56,213,0.20755,0.32667
2003,Second Stage of Tertiary Education,2nd Quintile,Yes,0.64695,187,269,0.58973,0.70417
2003,Second Stage of Tertiary Education,2nd Quintile,No,0.35305,82,269,0.29583,0.41027
2003,Second Stage of Tertiary Education,3rd Quintile,Yes,0.71313,372,504,0.67360,0.75265
2003,Second Stage of Tertiary Education,3rd Quintile,No,0.28687,132,504,0.24735,0.32640
2003,Second Stage of Tertiary Education,4th Quintile,Yes,0.70778,630,878,0.67768,0.73788
2003,Second Stage of Tertiary Education,4th Quintile,No,0.29222,248,878,0.26212,0.32232
2003,Second Stage of Tertiary Education,5th Quintile,Yes,0.69942,1715,2465,0.68132,0.71753
2003,Second Stage of Tertiary Education,5th Quintile,No,0.30058,750,2465,0.28247,0.31868
2004,No answer / don't know,1st Quintile,Yes,0.65253,54,54,0.52433,0.78072
2004,Pre-primary Level,1st Quintile,Yes,0.52232,57,107,0.42723,0.61741
2004,Pre-primary Level,1st Quintile,No,0.47768,50,107,0.38259,0.57277
2004,Pre-primary Level,2nd Quintile,Yes,0.61182,75,116,0.52275,0.70089
2004,Pre-primary Level,2nd Quintile,No,0.38818,41,116,0.29911,0.47725
2004,Pre-primary Level,3rd Quintile,Yes,0.52917,61,120,0.43949,0.61885
2004,Pre-primary Level,3rd Quintile,No,0.47083,59,120,0.38115,0.56051
2004,Pre-primary Level,4th Quintile,Yes,0.54237,76,123,0.45396,0.63077
2004,Pre-primary Level,4th Quintile,No,0.45763,47,123,0.36923,0.54604
2004,Pre-primary Level,5th Quintile,Yes,0.60223,100,171,0.52865,0.67580
2004,Pre-primary Level,5th Quintile,No,0.39777,71,171,0.32420,0.47135
2004,Primary Level,1st Quintile,Yes,0.64909,81,128,0.56609,0.73210
2004,Primary Level,1st Quintile,No,0.35091,47,128,0.26790,0.43391
2004,Primary Level,2nd Quintile,Yes,0.57269,37,37,0.41109,0.73429
2004,Lower Secondary Level,1st Quintile,Yes,0.69129,531,771,0.65866,0.72392
2004,Lower Secondary Level,1st Quintile,No,0.30871,240,771,0.27608,0.34134
2004,Lower Secondary Level,2nd Quintile,Yes,0.71977,468,674,0.68584,0.75370
2004,Lower Secondary Level,2nd Quintile,No,0.28023,206,674,0.24630,0.31416
2004,Lower Secondary Level,3rd Quintile,Yes,0.69236,330,493,0.65158,0.73315
2004,Lower Secondary Level,3rd Quintile,No,0.30764,163,493,0.26685,0.34842
2004,Lower Secondary Level,4th Quintile,Yes,0.71609,270,367,0.66990,0.76229
2004,Lower Secondary Level,4th Quintile,No,0.28391,97,367,0.23771,0.33010
2004,Lower Secondary Level,5th Quintile,Yes,0.67603,173,251,0.61802,0.73404
2004,Lower Secondary Level,5th Quintile,No,0.32397,78,251,0.26596,0.38198
2004,Upper Secondary Level,1st Quintile,Yes,0.67258,1126,1680,0.65013,0.69502
2004,Upper Secondary Level,1st Quintile,No,0.32742,554,1680,0.30498,0.34987
2004,Upper Secondary Level,2nd Quintile,Yes,0.71421,1519,2168,0.69518,0.73323
2004,Upper Secondary Level,2nd Quintile,No,0.28579,649,2168,0.26677,0.30482
2004,Upper Secondary Level,3rd Quintile,Yes,0.69919,1564,2270,0.68032,0.71806
2004,Upper Secondary Level,3rd Quintile,No,0.30081,706,2270,0.28194,0.31968
2004,Upper Secondary Level,4th Quintile,Yes,0.67118,1529,2291,0.65194,0.69043
2004,Upper Secondary Level,4th Quintile,No,0.32882,762,2291,0.30957,0.34806
2004,Upper Secondary Level,5th Quintile,Yes,0.69150,1581,2342,0.67279,0.71021
2004,Upper Secondary Level,5th Quintile,No,0.30850,761,2342,0.28979,0.32721
2004,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.67997,98,143,0.60325,0.75670
2004,Post-secondary Non-tertiary Level,1st Quintile,No,0.32003,45,143,0.24330,0.39675
2004,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.59439,97,158,0.51759,0.67120
2004,Post-secondary Non-tertiary Level,2nd Quintile,No,0.40561,61,158,0.32880,0.48241
2004,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.71275,133,196,0.64924,0.77626
2004,Post-secondary Non-tertiary Level,3rd Quintile,No,0.28725,63,196,0.22374,0.35076
2004,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.68262,166,253,0.62515,0.74009
2004,Post-secondary Non-tertiary Level,4th Quintile,No,0.31738,87,253,0.25991,0.37485
2004,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.72844,271,403,0.68497,0.77192
2004,Post-secondary Non-tertiary Level,5th Quintile,No,0.27156,132,403,0.22808,0.31503
2004,First Stage of Tertiary Education,1st Quintile,Yes,0.77313,98,133,0.70168,0.84458
2004,First Stage of Tertiary Education,1st Quintile,No,0.22687,35,133,0.15542,0.29832
2004,First Stage of Tertiary Education,2nd Quintile,Yes,0.65272,156,234,0.59159,0.71385
2004,First Stage of Tertiary Education,2nd Quintile,No,0.34728,78,234,0.28615,0.40841
2004,First Stage of Tertiary Education,3rd Quintile,Yes,0.65032,243,378,0.60218,0.69845
2004,First Stage of Tertiary Education,3rd Quintile,No,0.34968,135,378,0.30155,0.39782
2004,First Stage of Tertiary Education,4th Quintile,Yes,0.69278,262,392,0.64705,0.73851
2004,First Stage of Tertiary Education,4th Quintile,No,0.30722,130,392,0.26149,0.35295
2004,First Stage of Tertiary Education,5th Quintile,Yes,0.68261,337,495,0.64156,0.72365
2004,First Stage of Tertiary Education,5th Quintile,No,0.31739,158,495,0.27635,0.35844
2004,Second Stage of Tertiary Education,1st Quintile,Yes,0.72374,140,204,0.66222,0.78525
2004,Second Stage of Tertiary Education,1st Quintile,No,0.27626,64,204,0.21475,0.33778
2004,Second Stage of Tertiary Education,2nd Quintile,Yes,0.68188,210,305,0.62953,0.73424
2004,Second Stage of Tertiary Education,2nd Quintile,No,0.31812,95,305,0.26576,0.37047
2004,Second Stage of Tertiary Education,3rd Quintile,Yes,0.72914,334,463,0.68862,0.76967
2004,Second Stage of Tertiary Education,3rd Quintile,No,0.27086,129,463,0.23033,0.31138
2004,Second Stage of Tertiary Education,4th Quintile,Yes,0.72992,611,847,0.70000,0.75984
2004,Second Stage of Tertiary Education,4th Quintile,No,0.27008,236,847,0.24016,0.30000
2004,Second Stage of Tertiary Education,5th Quintile,Yes,0.66426,1661,2461,0.64560,0.68293
2004,Second Stage of Tertiary Education,5th Quintile,No,0.33574,800,2461,0.31707,0.35440
2005,No answer / don't know,1st Quintile,Yes,0.63885,58,89,0.53849,0.73921
2005,No answer / don't know,1st Quintile,No,0.36115,31,89,0.26079,0.46151
2005,No answer / don't know,2nd Quintile,Yes,0.58002,36,36,0.41651,0.74354
2005,No answer / don't know,4th Quintile,Yes,0.63812,32,32,0.46895,0.80728
2005,No answer / don't know,5th Quintile,Yes,0.50243,31,31,0.32351,0.68135
2005,Pre-primary Level,1st Quintile,Yes,0.61841,78,130,0.53458,0.70224
2005,Pre-primary Level,1st Quintile,No,0.38159,52,130,0.29776,0.46542
2005,Pre-primary Level,2nd Quintile,Yes,0.55622,72,122,0.46770,0.64475
2005,Pre-primary Level,2nd Quintile,No,0.44378,50,122,0.35525,0.53230
2005,Pre-primary Level,3rd Quintile,Yes,0.54926,48,99,0.45075,0.64778
2005,Pre-primary Level,3rd Quintile,No,0.45074,51,99,0.35222,0.54925
2005,Pre-primary Level,4th Quintile,Yes,0.70498,78,113,0.62052,0.78944
2005,Pre-primary Level,4th Quintile,No,0.29502,35,113,0.21056,0.37948
2005,Pre-primary Level,5th Quintile,Yes,0.61226,109,183,0.54147,0.68305
2005,Pre-primary Level,5th Quintile,No,0.38774,74,183,0.31695,0.45853
2005,Primary Level,1st Quintile,Yes,0.65017,93,135,0.56942,0.73092
2005,Primary Level,1st Quintile,No,0.34983,42,135,0.26908,0.43058
2005,Primary Level,2nd Quintile,Yes,0.74501,35,35,0.59850,0.89151
2005,Lower Secondary Level,1st Quintile,Yes,0.71118,521,738,0.67846,0.74390
2005,Lower Secondary Level,1st Quintile,No,0.28882,217,738,0.25610,0.32154
2005,Lower Secondary Level,2nd Quintile,Yes,0.74043,439,595,0.70517,0.77568
2005,Lower Secondary Level,2nd Quintile,No,0.25957,156,595,0.22432,0.29483
2005,Lower Secondary Level,3rd Quintile,Yes,0.72858,305,428,0.68640,0.77076
2005,Lower Secondary Level,3rd Quintile,No,0.27142,123,428,0.22924,0.31360
2005,Lower Secondary Level,4th Quintile,Yes,0.74017,279,393,0.69675,0.78358
2005,Lower Secondary Level,4th Quintile,No,0.25983,114,393,0.21642,0.30325
2005,Lower Secondary Level,5th Quintile,Yes,0.74792,171,227,0.69131,0.80453
2005,Lower Secondary Level,5th Quintile,No,0.25208,56,227,0.19547,0.30869
2005,Upper Secondary Level,1st Quintile,Yes,0.67058,1051,1590,0.64747,0.69368
2005,Upper Secondary Level,1st Quintile,No,0.32942,539,1590,0.30632,0.35253
2005,Upper Secondary Level,2nd Quintile,Yes,0.71145,1475,2073,0.69194,0.73096
2005,Upper Secondary Level,2nd Quintile,No,0.28855,598,2073,0.26904,0.30806
2005,Upper Secondary Level,3rd Quintile,Yes,0.68736,1508,2152,0.66777,0.70695
2005,Upper Secondary Level,3rd Quintile,No,0.31264,644,2152,0.29305,0.33223
2005,Upper Secondary Level,4th Quintile,Yes,0.69298,1540,2239,0.67387,0.71209
2005,Upper Secondary Level,4th Quintile,No,0.30702,699,2239,0.28791,0.32613
2005,Upper Secondary Level,5th Quintile,Yes,0.69584,1476,2133,0.67631,0.71536
2005,Upper Secondary Level,5th Quintile,No,0.30416,657,2133,0.28464,0.32369
2005,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.65472,93,137,0.57481,0.73463
2005,Post-secondary Non-tertiary Level,1st Quintile,No,0.34528,44,137,0.26537,0.42519
2005,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.69217,116,168,0.62216,0.76218
2005,Post-secondary Non-tertiary Level,2nd Quintile,No,0.30783,52,168,0.23782,0.37784
2005,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.62893,129,206,0.56279,0.69506
2005,Post-secondary Non-tertiary Level,3rd Quintile,No,0.37107,77,206,0.30494,0.43721
2005,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.66934,162,239,0.60957,0.72911
2005,Post-secondary Non-tertiary Level,4th Quintile,No,0.33066,77,239,0.27089,0.39043
2005,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.72706,270,376,0.68197,0.77215
2005,Post-secondary Non-tertiary Level,5th Quintile,No,0.27294,106,376,0.22785,0.31803
2005,First Stage of Tertiary Education,1st Quintile,Yes,0.76649,83,83,0.67492,0.85806
2005,First Stage of Tertiary Education,2nd Quintile,Yes,0.65613,164,235,0.59527,0.71699
2005,First Stage of Tertiary Education,2nd Quintile,No,0.34387,71,235,0.28301,0.40473
2005,First Stage of Tertiary Education,3rd Quintile,Yes,0.70176,207,303,0.65016,0.75335
2005,First Stage of Tertiary Education,3rd Quintile,No,0.29824,96,303,0.24665,0.34984
2005,First Stage of Tertiary Education,4th Quintile,Yes,0.75041,300,422,0.70907,0.79175
2005,First Stage of Tertiary Education,4th Quintile,No,0.24959,122,422,0.20825,0.29093
2005,First Stage of Tertiary Education,5th Quintile,Yes,0.65956,324,479,0.61708,0.70204
2005,First Stage of Tertiary Education,5th Quintile,No,0.34044,155,479,0.29796,0.38292
2005,Second Stage of Tertiary Education,1st Quintile,Yes,0.73011,152,211,0.67007,0.79015
2005,Second Stage of Tertiary Education,1st Quintile,No,0.26989,59,211,0.20985,0.32993
2005,Second Stage of Tertiary Education,2nd Quintile,Yes,0.72323,217,299,0.67243,0.77403
2005,Second Stage of Tertiary Education,2nd Quintile,No,0.27677,82,299,0.22597,0.32757
2005,Second Stage of Tertiary Education,3rd Quintile,Yes,0.78637,369,477,0.74955,0.82319
2005,Second Stage of Tertiary Education,3rd Quintile,No,0.21363,108,477,0.17681,0.25045
2005,Second Stage of Tertiary Education,4th Quintile,Yes,0.66700,539,801,0.63434,0.69966
2005,Second Stage of Tertiary Education,4th Quintile,No,0.33300,262,801,0.30034,0.36566
2005,Second Stage of Tertiary Education,5th Quintile,Yes,0.70528,1632,2360,0.68689,0.72368
2005,Second Stage of Tertiary Education,5th Quintile,No,0.29472,728,2360,0.27632,0.31311
2006,No answer / don't know,1st Quintile,Yes,0.51042,58,95,0.40936,0.61148
2006,No answer / don't know,1st Quintile,No,0.48958,37,95,0.38852,0.59064
2006,No answer / don't know,2nd Quintile,Yes,0.52945,32,32,0.35374,0.70515
2006,No answer / don't know,3rd Quintile,No,0.63636,31,31,0.46422,0.80850
2006,No answer / don't know,4th Quintile,Yes,0.67082,33,33,0.50800,0.83364
2006,Pre-primary Level,2nd Quintile,Yes,0.59739,32,32,0.42475,0.77003
2006,Pre-primary Level,4th Quintile,Yes,0.68914,43,75,0.58368,0.79460
2006,Pre-primary Level,4th Quintile,No,0.31086,32,75,0.20540,0.41632
2006,Pre-primary Level,5th Quintile,Yes,0.62121,63,103,0.52707,0.71535
2006,Pre-primary Level,5th Quintile,No,0.37879,40,103,0.28465,0.47293
2006,Primary Level,1st Quintile,Yes,0.67041,80,115,0.58412,0.75670
2006,Primary Level,1st Quintile,No,0.32959,35,115,0.24330,0.41588
2006,Primary Level,2nd Quintile,Yes,0.74458,33,33,0.59347,0.89568
2006,Lower Secondary Level,1st Quintile,Yes,0.70288,463,650,0.66772,0.73804
2006,Lower Secondary Level,1st Quintile,No,0.29712,187,650,0.26196,0.33228
2006,Lower Secondary Level,2nd Quintile,Yes,0.73446,401,553,0.69762,0.77130
2006,Lower Secondary Level,2nd Quintile,No,0.26554,152,553,0.22870,0.30238
2006,Lower Secondary Level,3rd Quintile,Yes,0.74366,324,437,0.70267,0.78464
2006,Lower Secondary Level,3rd Quintile,No,0.25634,113,437,0.21536,0.29733
2006,Lower Secondary Level,4th Quintile,Yes,0.74066,227,312,0.69195,0.78937
2006,Lower Secondary Level,4th Quintile,No,0.25934,85,312,0.21063,0.30805
2006,Lower Secondary Level,5th Quintile,Yes,0.68749,143,197,0.62259,0.75238
2006,Lower Secondary Level,5th Quintile,No,0.31251,54,197,0.24762,0.37741
2006,Upper Secondary Level,1st Quintile,Yes,0.67654,1064,1603,0.65363,0.69945
2006,Upper Secondary Level,1st Quintile,No,0.32346,539,1603,0.30055,0.34637
2006,Upper Secondary Level,2nd Quintile,Yes,0.68498,1303,1916,0.66417,0.70578
2006,Upper Secondary Level,2nd Quintile,No,0.31502,613,1916,0.29422,0.33583
2006,Upper Secondary Level,3rd Quintile,Yes,0.70245,1393,2018,0.68250,0.72241
2006,Upper Secondary Level,3rd Quintile,No,0.29755,625,2018,0.27759,0.31750
2006,Upper Secondary Level,4th Quintile,Yes,0.68284,1446,2097,0.66292,0.70277
2006,Upper Secondary Level,4th Quintile,No,0.31716,651,2097,0.29723,0.33708
2006,Upper Secondary Level,5th Quintile,Yes,0.69630,1437,2086,0.67656,0.71604
2006,Upper Secondary Level,5th Quintile,No,0.30370,649,2086,0.28396,0.32344
2006,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.63074,82,126,0.54614,0.71535
2006,Post-secondary Non-tertiary Level,1st Quintile,No,0.36926,44,126,0.28465,0.45386
2006,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.67265,114,169,0.60169,0.74361
2006,Post-secondary Non-tertiary Level,2nd Quintile,No,0.32735,55,169,0.25639,0.39831
2006,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.71390,132,188,0.64912,0.77867
2006,Post-secondary Non-tertiary Level,3rd Quintile,No,0.28610,56,188,0.22133,0.35088
2006,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.66235,151,241,0.60252,0.72218
2006,Post-secondary Non-tertiary Level,4th Quintile,No,0.33765,90,241,0.27782,0.39748
2006,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.70957,226,337,0.66103,0.75811
2006,Post-secondary Non-tertiary Level,5th Quintile,No,0.29043,111,337,0.24189,0.33897
2006,First Stage of Tertiary Education,1st Quintile,Yes,0.65472,67,108,0.56463,0.74481
2006,First Stage of Tertiary Education,1st Quintile,No,0.34528,41,108,0.25519,0.43537
2006,First Stage of Tertiary Education,2nd Quintile,Yes,0.74684,160,217,0.68885,0.80483
2006,First Stage of Tertiary Education,2nd Quintile,No,0.25316,57,217,0.19517,0.31115
2006,First Stage of Tertiary Education,3rd Quintile,Yes,0.73513,199,290,0.68425,0.78600
2006,First Stage of Tertiary Education,3rd Quintile,No,0.26487,91,290,0.21400,0.31575
2006,First Stage of Tertiary Education,4th Quintile,Yes,0.69893,262,384,0.65299,0.74487
2006,First Stage of Tertiary Education,4th Quintile,No,0.30107,122,384,0.25513,0.34701
2006,First Stage of Tertiary Education,5th Quintile,Yes,0.65910,321,467,0.61606,0.70213
2006,First Stage of Tertiary Education,5th Quintile,No,0.34090,146,467,0.29787,0.38394
2006,Second Stage of Tertiary Education,1st Quintile,Yes,0.62763,122,189,0.55852,0.69673
2006,Second Stage of Tertiary Education,1st Quintile,No,0.37237,67,189,0.30327,0.44148
2006,Second Stage of Tertiary Education,2nd Quintile,Yes,0.69956,209,296,0.64724,0.75187
2006,Second Stage of Tertiary Education,2nd Quintile,No,0.30044,87,296,0.24813,0.35276
2006,Second Stage of Tertiary Education,3rd Quintile,Yes,0.69633,364,514,0.65654,0.73612
2006,Second Stage of Tertiary Education,3rd Quintile,No,0.30367,150,514,0.26388,0.34346
2006,Second Stage of Tertiary Education,4th Quintile,Yes,0.70336,533,779,0.67126,0.73545
2006,Second Stage of Tertiary Education,4th Quintile,No,0.29664,246,779,0.26455,0.32874
2006,Second Stage of Tertiary Education,5th Quintile,Yes,0.66173,1544,2272,0.64227,0.68119
2006,Second Stage of Tertiary Education,5th Quintile,No,0.33827,728,2272,0.31881,0.35773
2007,No answer / don't know,1st Quintile,Yes,0.48912,58,107,0.39396,0.58428
2007,No answer / don't know,1st Quintile,No,0.51088,49,107,0.41572,0.60604
2007,No answer / don't know,2nd Quintile,Yes,0.51582,31,64,0.39241,0.63922
2007,No answer / don't know,2nd Quintile,No,0.48418,33,64,0.36078,0.60759
2007,No answer / don't know,4th Quintile,Yes,0.61539,35,35,0.45186,0.77892
2007,No answer / don't know,5th Quintile,Yes,0.74230,40,40,0.60504,0.87957
2007,Pre-primary Level,2nd Quintile,No,0.67815,31,31,0.51097,0.84533
2007,Pre-primary Level,3rd Quintile,Yes,0.72525,49,49,0.59897,0.85154
2007,Pre-primary Level,4th Quintile,Yes,0.74011,43,43,0.60747,0.87275
2007,Pre-primary Level,5th Quintile,Yes,0.58279,60,60,0.45697,0.70861
2007,Primary Level,1st Quintile,Yes,0.62743,78,113,0.53789,0.71698
2007,Primary Level,1st Quintile,No,0.37257,35,113,0.28302,0.46211
2007,Primary Level,2nd Quintile,Yes,0.77377,41,41,0.64411,0.90343
2007,Lower Secondary Level,1st Quintile,Yes,0.74731,493,669,0.71435,0.78026
2007,Lower Secondary Level,1st Quintile,No,0.25269,176,669,0.21974,0.28565
2007,Lower Secondary Level,2nd Quintile,Yes,0.75517,418,560,0.71952,0.79081
2007,Lower Secondary Level,2nd Quintile,No,0.24483,142,560,0.20919,0.28048
2007,Lower Secondary Level,3rd Quintile,Yes,0.73742,314,438,0.69617,0.77868
2007,Lower Secondary Level,3rd Quintile,No,0.26258,124,438,0.22132,0.30383
2007,Lower Secondary Level,4th Quintile,Yes,0.68568,242,343,0.63647,0.73488
2007,Lower Secondary Level,4th Quintile,No,0.31432,101,343,0.26512,0.36353
2007,Lower Secondary Level,5th Quintile,Yes,0.71915,131,182,0.65368,0.78462
2007,Lower Secondary Level,5th Quintile,No,0.28085,51,182,0.21538,0.34632
2007,Upper Secondary Level,1st Quintile,Yes,0.67806,1184,1738,0.65609,0.70003
2007,Upper Secondary Level,1st Quintile,No,0.32194,554,1738,0.29997,0.34391
2007,Upper Secondary Level,2nd Quintile,Yes,0.73182,1454,2023,0.71251,0.75113
2007,Upper Secondary Level,2nd Quintile,No,0.26818,569,2023,0.24887,0.28749
2007,Upper Secondary Level,3rd Quintile,Yes,0.70352,1541,2184,0.68436,0.72268
2007,Upper Secondary Level,3rd Quintile,No,0.29648,643,2184,0.27732,0.31564
2007,Upper Secondary Level,4th Quintile,Yes,0.70455,1573,2228,0.68560,0.72350
2007,Upper Secondary Level,4th Quintile,No,0.29545,655,2228,0.27650,0.31440
2007,Upper Secondary Level,5th Quintile,Yes,0.72455,1473,2094,0.70541,0.74369
2007,Upper Secondary Level,5th Quintile,No,0.27545,621,2094,0.25631,0.29459
2007,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.59711,104,154,0.51939,0.67483
2007,Post-secondary Non-tertiary Level,1st Quintile,No,0.40289,50,154,0.32517,0.48061
2007,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.63441,118,180,0.56385,0.70496
2007,Post-secondary Non-tertiary Level,2nd Quintile,No,0.36559,62,180,0.29504,0.43615
2007,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.65986,140,216,0.59653,0.72319
2007,Post-secondary Non-tertiary Level,3rd Quintile,No,0.34014,76,216,0.27681,0.40347
2007,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.65848,183,269,0.60170,0.71525
2007,Post-secondary Non-tertiary Level,4th Quintile,No,0.34152,86,269,0.28475,0.39830
2007,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.79841,265,344,0.75596,0.84087
2007,Post-secondary Non-tertiary Level,5th Quintile,No,0.20159,79,344,0.15913,0.24404
2007,First Stage of Tertiary Education,1st Quintile,Yes,0.75366,93,125,0.67782,0.82950
2007,First Stage of Tertiary Education,1st Quintile,No,0.24634,32,125,0.17050,0.32218
2007,First Stage of Tertiary Education,2nd Quintile,Yes,0.69826,162,244,0.64055,0.75597
2007,First Stage of Tertiary Education,2nd Quintile,No,0.30174,82,244,0.24403,0.35945
2007,First Stage of Tertiary Education,3rd Quintile,Yes,0.75138,233,323,0.70417,0.79859
2007,First Stage of Tertiary Education,3rd Quintile,No,0.24862,90,323,0.20141,0.29583
2007,First Stage of Tertiary Education,4th Quintile,Yes,0.70913,280,390,0.66400,0.75427
2007,First Stage of Tertiary Education,4th Quintile,No,0.29087,110,390,0.24573,0.33600
2007,First Stage of Tertiary Education,5th Quintile,Yes,0.68164,314,444,0.63826,0.72502
2007,First Stage of Tertiary Education,5th Quintile,No,0.31836,130,444,0.27498,0.36174
2007,Second Stage of Tertiary Education,1st Quintile,Yes,0.68539,144,211,0.62258,0.74819
2007,Second Stage of Tertiary Education,1st Quintile,No,0.31461,67,211,0.25181,0.37742
2007,Second Stage of Tertiary Education,2nd Quintile,Yes,0.70546,248,331,0.65628,0.75464
2007,Second Stage of Tertiary Education,2nd Quintile,No,0.29454,83,331,0.24536,0.34372
2007,Second Stage of Tertiary Education,3rd Quintile,Yes,0.74735,407,546,0.71087,0.78383
2007,Second Stage of Tertiary Education,3rd Quintile,No,0.25265,139,546,0.21617,0.28913
2007,Second Stage of Tertiary Education,4th Quintile,Yes,0.74143,679,925,0.71320,0.76966
2007,Second Stage of Tertiary Education,4th Quintile,No,0.25857,246,925,0.23034,0.28680
2007,Second Stage of Tertiary Education,5th Quintile,Yes,0.66180,1633,2362,0.64272,0.68088
2007,Second Stage of Tertiary Education,5th Quintile,No,0.33820,729,2362,0.31912,0.35728
2008,No answer / don't know,1st Quintile,Yes,0.56527,64,113,0.47346,0.65708
2008,No answer / don't know,1st Quintile,No,0.43473,49,113,0.34292,0.52654
2008,No answer / don't know,4th Quintile,Yes,0.62479,33,33,0.45703,0.79255
2008,No answer / don't know,5th Quintile,Yes,0.68622,32,32,0.52287,0.84957
2008,Pre-primary Level,1st Quintile,Yes,0.55412,36,36,0.38945,0.71880
2008,Pre-primary Level,2nd Quintile,Yes,0.52859,34,34,0.35828,0.69891
2008,Pre-primary Level,3rd Quintile,Yes,0.71794,51,51,0.59320,0.84267
2008,Pre-primary Level,4th Quintile,Yes,0.72958,45,45,0.59834,0.86083
2008,Pre-primary Level,5th Quintile,Yes,0.64580,56,56,0.51940,0.77220
2008,Primary Level,1st Quintile,Yes,0.63758,63,101,0.54337,0.73180
2008,Primary Level,1st Quintile,No,0.36242,38,101,0.26820,0.45663
2008,Lower Secondary Level,1st Quintile,Yes,0.70111,435,629,0.66530,0.73691
2008,Lower Secondary Level,1st Quintile,No,0.29889,194,629,0.26309,0.33470
2008,Lower Secondary Level,2nd Quintile,Yes,0.75831,391,524,0.72162,0.79500
2008,Lower Secondary Level,2nd Quintile,No,0.24169,133,524,0.20500,0.27838
2008,Lower Secondary Level,3rd Quintile,Yes,0.65589,284,420,0.61040,0.70138
2008,Lower Secondary Level,3rd Quintile,No,0.34411,136,420,0.29862,0.38960
2008,Lower Secondary Level,4th Quintile,Yes,0.72958,196,269,0.67640,0.78276
