"hlf0071_h","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Viel zu klein","2007","3","Staedtischer Raum","61","0.0163331024692267","0.0121314439732461","0.0205347609652072"
"Viel zu klein","2007","3","Laendlicher Raum","10","","",""
"Viel zu klein","2007","4","Staedtischer Raum","30","0.00792242603522371","0.0051709075865622","0.0106739444838852"
"Viel zu klein","2007","4","Laendlicher Raum","8","","",""
"Viel zu klein","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2007","2","Staedtischer Raum","610","0.200801744874194","0.186960789263977","0.214642700484411"
"Etwas zu klein","2007","2","Laendlicher Raum","266","0.113058997629469","0.0997691442450806","0.126348851013857"
"Etwas zu klein","2007","3","Staedtischer Raum","608","0.159364688342372","0.147231854712831","0.171497521971912"
"Etwas zu klein","2007","3","Laendlicher Raum","256","0.122570390626502","0.108537592515137","0.136603188737867"
"Etwas zu klein","2007","4","Staedtischer Raum","608","0.154826963596508","0.143599888407508","0.166054038785508"
"Etwas zu klein","2007","4","Laendlicher Raum","192","0.11020086652304","0.0954832733470796","0.124918459699001"
"Etwas zu klein","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2007","2","Staedtischer Raum","2294","0.697724136934013","0.681856995984742","0.713591277883284"
"Gerade richtig","2007","2","Laendlicher Raum","1675","0.761139696791969","0.74324499628269","0.779034397301248"
"Gerade richtig","2007","3","Staedtischer Raum","2528","0.727215199646238","0.712451203041557","0.741979196250919"
"Gerade richtig","2007","3","Laendlicher Raum","1559","0.740493741988422","0.721736025690477","0.759251458286366"
"Gerade richtig","2007","4","Staedtischer Raum","2875","0.712150058959749","0.698098019977659","0.72620209794184"
"Gerade richtig","2007","4","Laendlicher Raum","1284","0.725062212926173","0.704077494195594","0.746046931656752"
"Gerade richtig","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2007","2","Staedtischer Raum","205","0.0690072222764619","0.0602498159573934","0.0777646285955303"
"Etwas zu gross","2007","2","Laendlicher Raum","205","0.106490597806907","0.0935449003228944","0.119436295290919"
"Etwas zu gross","2007","3","Staedtischer Raum","285","0.0930102238554931","0.0833823826295976","0.102638065081389"
"Etwas zu gross","2007","3","Laendlicher Raum","243","0.121255541963726","0.107287759997768","0.135223323929684"
"Etwas zu gross","2007","4","Staedtischer Raum","436","0.11324456848408","0.103409415142691","0.123079721825469"
"Etwas zu gross","2007","4","Laendlicher Raum","223","0.144736524330057","0.128200262789135","0.161272785870979"
"Etwas zu gross","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2007","2","Staedtischer Raum","23","","",""
"Viel zu gross","2007","2","Laendlicher Raum","8","","",""
"Viel zu gross","2007","3","Staedtischer Raum","14","","",""
"Viel zu gross","2007","3","Laendlicher Raum","30","0.0116161546690268","0.00703115444393074","0.0162011548941228"
"Viel zu gross","2007","4","Staedtischer Raum","39","0.0118559829244391","0.00849667803930195","0.0152152878095762"
"Viel zu gross","2007","4","Laendlicher Raum","32","0.0165929885207301","0.0105891741422243","0.0225968028992359"
"Viel zu gross","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2008","2","Staedtischer Raum","59","0.0258653733543342","0.0199921958857905","0.0317385508228779"
"Viel zu klein","2008","2","Laendlicher Raum","21","","",""
"Viel zu klein","2008","3","Staedtischer Raum","50","0.0151738872428927","0.0110810993058686","0.0192666751799168"
"Viel zu klein","2008","3","Laendlicher Raum","12","","",""
"Viel zu klein","2008","4","Staedtischer Raum","38","0.01640134611826","0.0122948810864851","0.0205078111500349"
"Viel zu klein","2008","4","Laendlicher Raum","7","","",""
"Viel zu klein","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2008","2","Staedtischer Raum","468","0.165840352923251","0.152078593776318","0.179602112070184"
"Etwas zu klein","2008","2","Laendlicher Raum","253","0.140363426737237","0.124594230407072","0.156132623067402"
"Etwas zu klein","2008","3","Staedtischer Raum","617","0.180582992550568","0.167703998323685","0.193461986777452"
"Etwas zu klein","2008","3","Laendlicher Raum","220","0.111775772887856","0.0978049830545663","0.125746562721146"
"Etwas zu klein","2008","4","Staedtischer Raum","519","0.13587383385306","0.124795462670188","0.146952205035931"
"Etwas zu klein","2008","4","Laendlicher Raum","221","0.123027293108427","0.108067645171245","0.137986941045609"
"Etwas zu klein","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2008","2","Staedtischer Raum","2053","0.731010735496215","0.714603568106793","0.747417902885638"
"Gerade richtig","2008","2","Laendlicher Raum","1392","0.750878954975944","0.731244659981288","0.770513249970601"
"Gerade richtig","2008","3","Staedtischer Raum","2435","0.699883029949958","0.684538660482229","0.715227399417687"
"Gerade richtig","2008","3","Laendlicher Raum","1413","0.711221540904078","0.691127343726062","0.731315738082094"
"Gerade richtig","2008","4","Staedtischer Raum","2694","0.724632238935744","0.710189991147097","0.73907448672439"
"Gerade richtig","2008","4","Laendlicher Raum","1346","0.708390478302633","0.687690742251818","0.729090214353449"
"Gerade richtig","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2008","2","Staedtischer Raum","195","0.0682232066705603","0.0588943962635048","0.0775520170776157"
"Etwas zu gross","2008","2","Laendlicher Raum","183","0.0925290123635404","0.0793743266982206","0.10568369802886"
"Etwas zu gross","2008","3","Staedtischer Raum","284","0.086581713283076","0.0771663088959786","0.0959971176701734"
"Etwas zu gross","2008","3","Laendlicher Raum","277","0.151227180918967","0.135341842507434","0.167112519330501"
"Etwas zu gross","2008","4","Staedtischer Raum","383","0.109180664746361","0.0990977265815749","0.119263602911146"
"Etwas zu gross","2008","4","Laendlicher Raum","240","0.146297809182818","0.130202485715686","0.162393132649951"
"Etwas zu gross","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2008","2","Staedtischer Raum","31","0.00906033155563883","0.00555442844269131","0.0125662346685864"
"Viel zu gross","2008","2","Laendlicher Raum","15","","",""
"Viel zu gross","2008","3","Staedtischer Raum","41","0.0177783769735047","0.0133541047659071","0.0222026491811023"
"Viel zu gross","2008","3","Laendlicher Raum","32","0.0201539728375995","0.0139231548666076","0.0263847908085914"
"Viel zu gross","2008","4","Staedtischer Raum","41","0.013911916346576","0.0101251304288534","0.0176987022642985"
"Viel zu gross","2008","4","Laendlicher Raum","38","0.020468510278373","0.0140196952742147","0.0269173252825313"
"Viel zu gross","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2009","2","Staedtischer Raum","38","0.0210927177807201","0.0155296949985507","0.0266557405628896"
"Viel zu klein","2009","2","Laendlicher Raum","28","","",""
"Viel zu klein","2009","3","Staedtischer Raum","51","0.0197266907910835","0.014694086691222","0.0247592948909451"
"Viel zu klein","2009","3","Laendlicher Raum","14","","",""
"Viel zu klein","2009","4","Staedtischer Raum","39","0.00575117390414821","0.00327896681139583","0.00822338099690059"
"Viel zu klein","2009","4","Laendlicher Raum","22","","",""
"Viel zu klein","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2009","2","Staedtischer Raum","444","0.165592034422543","0.151201307586075","0.179982761259011"
"Etwas zu klein","2009","2","Laendlicher Raum","247","0.148733174278275","0.132004559406755","0.165461789149796"
"Etwas zu klein","2009","3","Staedtischer Raum","532","0.173550670934446","0.159844588998686","0.187256752870205"
"Etwas zu klein","2009","3","Laendlicher Raum","250","0.146446872956623","0.130693885159582","0.162199860753665"
"Etwas zu klein","2009","4","Staedtischer Raum","518","0.148472381384593","0.136847694574045","0.16009706819514"
"Etwas zu klein","2009","4","Laendlicher Raum","192","0.109920863146549","0.0952701287969467","0.124571597496151"
"Etwas zu klein","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2009","2","Staedtischer Raum","1851","0.721668003398861","0.70431702054453","0.739018986253191"
"Gerade richtig","2009","2","Laendlicher Raum","1215","0.688354135585602","0.666579050934754","0.71012922023645"
"Gerade richtig","2009","3","Staedtischer Raum","2044","0.679238049809988","0.662345528115148","0.696130571504828"
"Gerade richtig","2009","3","Laendlicher Raum","1428","0.709576393634996","0.689349781674606","0.729803005595385"
"Gerade richtig","2009","4","Staedtischer Raum","2580","0.710391036655625","0.695561970907891","0.725220102403359"
"Gerade richtig","2009","4","Laendlicher Raum","1228","0.669124052475468","0.647085100543941","0.691163004406994"
"Gerade richtig","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2009","2","Staedtischer Raum","195","0.0706551379101838","0.0607346253048723","0.0805756505154952"
"Etwas zu gross","2009","2","Laendlicher Raum","224","0.124620348229548","0.109092334413072","0.140148362046024"
"Etwas zu gross","2009","3","Staedtischer Raum","263","0.109381018284713","0.098085425844146","0.120676610725279"
"Etwas zu gross","2009","3","Laendlicher Raum","220","0.1297211600174","0.114750455787738","0.144691864247063"
"Etwas zu gross","2009","4","Staedtischer Raum","411","0.120491068718131","0.109848251345344","0.131133886090918"
"Etwas zu gross","2009","4","Laendlicher Raum","268","0.183854678534084","0.165710967997291","0.201998389070877"
"Etwas zu gross","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2009","2","Staedtischer Raum","35","0.0209921064876921","0.0154420820547328","0.0265421309206515"
"Viel zu gross","2009","2","Laendlicher Raum","24","","",""
"Viel zu gross","2009","3","Staedtischer Raum","43","0.0181035701797701","0.0132784624420636","0.0229286779174766"
"Viel zu gross","2009","3","Laendlicher Raum","23","","",""
"Viel zu gross","2009","4","Staedtischer Raum","46","0.014894339337503","0.0109341943721962","0.0188544843028098"
"Viel zu gross","2009","4","Laendlicher Raum","41","0.0290383830078186","0.021173500056317","0.0369032659593202"
"Viel zu gross","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2010","2","Staedtischer Raum","304","0.0239978009338504","0.0197751460391047","0.0282204558285961"
"Viel zu klein","2010","2","Laendlicher Raum","154","0.0229976545259877","0.0178888349003231","0.0281064741516524"
"Viel zu klein","2010","3","Staedtischer Raum","120","0.0101496553678005","0.00721882759003887","0.0130804831455622"
"Viel zu klein","2010","3","Laendlicher Raum","42","0.00742780053904415","0.00419741513453079","0.0106581859435575"
"Viel zu klein","2010","4","Staedtischer Raum","89","0.00794741453148007","0.00546680980970378","0.0104280192532564"
"Viel zu klein","2010","4","Laendlicher Raum","32","0.00611853786751532","0.00298032882183548","0.00925674691319517"
"Viel zu klein","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2010","2","Staedtischer Raum","1357","0.175771039430226","0.165269038233441","0.186273040627012"
"Etwas zu klein","2010","2","Laendlicher Raum","687","0.150087730881276","0.137914926616284","0.162260535146269"
"Etwas zu klein","2010","3","Staedtischer Raum","1041","0.167077085408916","0.156169195850704","0.177984974967129"
"Etwas zu klein","2010","3","Laendlicher Raum","454","0.125604733810465","0.113136639692689","0.138072827928241"
"Etwas zu klein","2010","4","Staedtischer Raum","982","0.156381789314299","0.146234656417664","0.166528922210935"
"Etwas zu klein","2010","4","Laendlicher Raum","267","0.122270153641478","0.109086632777761","0.135453674505196"
"Etwas zu klein","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2010","2","Staedtischer Raum","3087","0.71618136943739","0.703741769094693","0.728620969780087"
"Gerade richtig","2010","2","Laendlicher Raum","2197","0.693338825511828","0.677623146455614","0.709054504568043"
"Gerade richtig","2010","3","Staedtischer Raum","2985","0.710713863840811","0.697455464803954","0.723972262877668"
"Gerade richtig","2010","3","Laendlicher Raum","1903","0.693200591682481","0.6758505752449","0.710550608120062"
"Gerade richtig","2010","4","Staedtischer Raum","3359","0.710660678194059","0.697992558476688","0.723328797911431"
"Gerade richtig","2010","4","Laendlicher Raum","1735","0.701421019436428","0.683004406854591","0.719837632018265"
"Gerade richtig","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2010","2","Staedtischer Raum","260","0.0716890165121015","0.0645711879484296","0.0788068450757734"
"Etwas zu gross","2010","2","Laendlicher Raum","237","0.108475227639912","0.0978762741533498","0.119074181126474"
"Etwas zu gross","2010","3","Staedtischer Raum","310","0.0983546856923567","0.0896471497818218","0.107062221602892"
"Etwas zu gross","2010","3","Laendlicher Raum","283","0.154961902599591","0.141347650641047","0.168576154558136"
"Etwas zu gross","2010","4","Staedtischer Raum","445","0.110399577322475","0.10164453032063","0.119154624324319"
"Etwas zu gross","2010","4","Laendlicher Raum","298","0.152232865940277","0.137775697253545","0.166690034627009"
"Etwas zu gross","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2010","2","Staedtischer Raum","38","0.0123607736864318","0.00931220165666732","0.0154093457161964"
"Viel zu gross","2010","2","Laendlicher Raum","32","0.0251005614409956","0.019769022058292","0.0304321008236991"
"Viel zu gross","2010","3","Staedtischer Raum","37","0.0137047096901152","0.0103051843599432","0.0171042350202872"
"Viel zu gross","2010","3","Laendlicher Raum","32","0.0188049713684183","0.013694544507252","0.0239153982295847"
"Viel zu gross","2010","4","Staedtischer Raum","47","0.0146105406376868","0.0112584605533614","0.0179626207220122"
"Viel zu gross","2010","4","Laendlicher Raum","40","0.0179574231143014","0.0126132820275142","0.0233015642010885"
"Viel zu gross","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2011","2","Staedtischer Raum","369","0.0337417941503355","0.0290122036438831","0.038471384656788"
"Viel zu klein","2011","2","Laendlicher Raum","114","0.0144286184981425","0.010570536299833","0.0182867006964521"
"Viel zu klein","2011","3","Staedtischer Raum","157","0.0199342687177137","0.0161540799398569","0.0237144574955705"
"Viel zu klein","2011","3","Laendlicher Raum","69","0.00938367570582348","0.00618267378158039","0.0125846776300666"
"Viel zu klein","2011","4","Staedtischer Raum","136","0.0119304743553732","0.00922179410926809","0.0146391546014783"
"Viel zu klein","2011","4","Laendlicher Raum","52","0.00983605371653216","0.0063731948286308","0.0132989126044335"
"Viel zu klein","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2011","2","Staedtischer Raum","1313","0.170831334843068","0.160973124844925","0.180689544841211"
"Etwas zu klein","2011","2","Laendlicher Raum","751","0.139095770881044","0.12790011754617","0.150291424215919"
"Etwas zu klein","2011","3","Staedtischer Raum","1177","0.147776735991089","0.138179073801087","0.15737439818109"
"Etwas zu klein","2011","3","Laendlicher Raum","554","0.127767167670013","0.116683779372164","0.138850555967862"
"Etwas zu klein","2011","4","Staedtischer Raum","1135","0.157302363218711","0.148219168090252","0.166385558347171"
"Etwas zu klein","2011","4","Laendlicher Raum","412","0.124871573722622","0.113272094747765","0.136471052697479"
"Etwas zu klein","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2011","2","Staedtischer Raum","3605","0.70553924039939","0.693600262235111","0.717478218563669"
"Gerade richtig","2011","2","Laendlicher Raum","2491","0.711489241549745","0.696831055359146","0.726147427740345"
"Gerade richtig","2011","3","Staedtischer Raum","3461","0.686025368534025","0.673473652658252","0.698577084409799"
"Gerade richtig","2011","3","Laendlicher Raum","2515","0.723987238592374","0.709145774816752","0.738828702367996"
"Gerade richtig","2011","4","Staedtischer Raum","4269","0.705104049441565","0.693727877662627","0.716480221220504"
"Gerade richtig","2011","4","Laendlicher Raum","2138","0.661157085824489","0.644548894987095","0.677765276661883"
"Gerade richtig","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2011","2","Staedtischer Raum","262","0.0758924405839748","0.0689557331420469","0.0828291480259027"
"Etwas zu gross","2011","2","Laendlicher Raum","272","0.111868279018444","0.101670461689649","0.122066096347239"
"Etwas zu gross","2011","3","Staedtischer Raum","412","0.129116854541216","0.120047901693976","0.138185807388455"
"Etwas zu gross","2011","3","Laendlicher Raum","306","0.11880113487582","0.108058916938418","0.129543352813222"
"Etwas zu gross","2011","4","Staedtischer Raum","583","0.113239910094024","0.105334253243107","0.121145566944942"
"Etwas zu gross","2011","4","Laendlicher Raum","460","0.182623840244125","0.16906693649162","0.19618074399663"
"Etwas zu gross","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2011","2","Staedtischer Raum","50","0.0139951900232315","0.010918230566555","0.0170721494799081"
"Viel zu gross","2011","2","Laendlicher Raum","42","0.0231180900526236","0.0182561223660348","0.0279800577392125"
"Viel zu gross","2011","3","Staedtischer Raum","45","0.0171467722159566","0.0136358496128098","0.0206576948191035"
"Viel zu gross","2011","3","Laendlicher Raum","41","0.0200607831559696","0.01540577752438","0.0247157887875591"
"Viel zu gross","2011","4","Staedtischer Raum","49","0.0124232028903257","0.00965984356890657","0.0151865622117448"
"Viel zu gross","2011","4","Laendlicher Raum","58","0.0215114464922315","0.0164206764926844","0.0266022164917787"
"Viel zu gross","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2012","2","Staedtischer Raum","215","0.028291727083453","0.0237105671376516","0.0328728870292545"
"Viel zu klein","2012","2","Laendlicher Raum","119","0.0299960915592582","0.0243714435473456","0.0356207395711708"
"Viel zu klein","2012","3","Staedtischer Raum","196","0.0204561515705691","0.0166285478852479","0.0242837552558904"
"Viel zu klein","2012","3","Laendlicher Raum","72","0.0146247035442427","0.0106967508877803","0.0185526562007052"
"Viel zu klein","2012","4","Staedtischer Raum","87","0.0135253201736001","0.0106313827999659","0.0164192575472342"
"Viel zu klein","2012","4","Laendlicher Raum","43","0.00861256076266515","0.00540649412799532","0.011818627397335"
"Viel zu klein","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2012","2","Staedtischer Raum","1212","0.159082057646311","0.148976385973939","0.169187729318683"
"Etwas zu klein","2012","2","Laendlicher Raum","669","0.133289446353982","0.122081883149009","0.144497009558956"
"Etwas zu klein","2012","3","Staedtischer Raum","1058","0.159317327162183","0.149421533964561","0.169213120359805"
"Etwas zu klein","2012","3","Laendlicher Raum","556","0.112280571566205","0.101950292743574","0.122610850388835"
"Etwas zu klein","2012","4","Staedtischer Raum","1064","0.148659024335502","0.139746108871027","0.157571939799978"
"Etwas zu klein","2012","4","Laendlicher Raum","419","0.119772836953546","0.108507057619666","0.131038616287427"
"Etwas zu klein","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2012","2","Staedtischer Raum","3259","0.712133501763263","0.699623595778516","0.72464340774801"
"Gerade richtig","2012","2","Laendlicher Raum","2460","0.719712376909721","0.70490228620782","0.734522467611622"
"Gerade richtig","2012","3","Staedtischer Raum","3553","0.697725278116789","0.685307434089267","0.710143122144311"
"Gerade richtig","2012","3","Laendlicher Raum","2565","0.71385814021388","0.699069830765382","0.728646449662378"
"Gerade richtig","2012","4","Staedtischer Raum","4327","0.704532946123743","0.693102121431572","0.715963770815914"
"Gerade richtig","2012","4","Laendlicher Raum","2239","0.682060171541479","0.665902882223401","0.698217460859557"
"Gerade richtig","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2012","2","Staedtischer Raum","300","0.0902126785078084","0.082297121084888","0.0981282359307287"
"Etwas zu gross","2012","2","Laendlicher Raum","245","0.100161741574097","0.0902623288074911","0.110061154340702"
"Etwas zu gross","2012","3","Staedtischer Raum","402","0.108339696098366","0.0999354922171861","0.116743899979546"
"Etwas zu gross","2012","3","Laendlicher Raum","348","0.13175727860009","0.120690282485213","0.142824274714967"
"Etwas zu gross","2012","4","Staedtischer Raum","584","0.121262677183178","0.113084330954635","0.129441023411721"
"Etwas zu gross","2012","4","Laendlicher Raum","438","0.172608459818881","0.159496389621159","0.185720530016603"
"Etwas zu gross","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
