"beruf","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","1998","16-34 Jahre alt","maennlich","118","0.0523112499434652","0.0434347822437208","0.0611877176432096"
"Selbstständige/ManagerInnen","1998","16-34 Jahre alt","weiblich","58","0.0214136922364854","0.0156979440791809","0.0271294403937898"
"Selbstständige/ManagerInnen","1998","35-65 Jahre alt","maennlich","424","0.121094456868024","0.110623529841903","0.131565383894145"
"Selbstständige/ManagerInnen","1998","35-65 Jahre alt","weiblich","203","0.054238006481917","0.0470491886846579","0.061426824279176"
"Selbstständige/ManagerInnen","1998","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1998","66 und älter","weiblich","","","",""
"In Ausbildung","1998","16-34 Jahre alt","maennlich","622","0.256927924833693","0.239508617132627","0.274347232534759"
"In Ausbildung","1998","16-34 Jahre alt","weiblich","602","0.249842078897088","0.232748347260297","0.266935810533879"
"In Ausbildung","1998","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1998","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","1998","66 und älter","maennlich","","","",""
"In Ausbildung","1998","66 und älter","weiblich","","","",""
"In Rente oder Pension","1998","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1998","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1998","35-65 Jahre alt","maennlich","504","0.148058753748844","0.136659569679622","0.159457937818065"
"In Rente oder Pension","1998","35-65 Jahre alt","weiblich","528","0.157357155494019","0.145799234933307","0.168915076054731"
"In Rente oder Pension","1998","66 und älter","maennlich","729","0.961019032308985","0.947294621343982","0.974743443273987"
"In Rente oder Pension","1998","66 und älter","weiblich","1062","0.948709993911495","0.935831376369673","0.961588611453318"
"Arbeitslose","1998","16-34 Jahre alt","maennlich","190","0.0698687242240699","0.0597056921459621","0.0800317563021777"
"Arbeitslose","1998","16-34 Jahre alt","weiblich","169","0.0662175895901975","0.0563992676675725","0.0760359115128225"
"Arbeitslose","1998","35-65 Jahre alt","maennlich","375","0.0956476414891658","0.0862079484984145","0.105087334479917"
"Arbeitslose","1998","35-65 Jahre alt","weiblich","356","0.0800237397905905","0.0714115732309989","0.0886359063501822"
"Arbeitslose","1998","66 und älter","maennlich","","","",""
"Arbeitslose","1998","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1998","16-34 Jahre alt","maennlich","82","0.0331786863644998","0.026038451993011","0.0403189207359885"
"Sonstige Nichterwerbspersonen","1998","16-34 Jahre alt","weiblich","545","0.219762040068862","0.203412045372464","0.236112034765259"
"Sonstige Nichterwerbspersonen","1998","35-65 Jahre alt","maennlich","40","0.0102513252564678","0.00701833518894395","0.0134843153239918"
"Sonstige Nichterwerbspersonen","1998","35-65 Jahre alt","weiblich","760","0.212526900479537","0.199541973667902","0.225511827291171"
"Sonstige Nichterwerbspersonen","1998","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1998","66 und älter","weiblich","44","0.0319746091777849","0.0217031503463623","0.0422460680092076"
"Beamte","1998","16-34 Jahre alt","maennlich","69","0.0321346053662405","0.025103821744507","0.039165388987974"
"Beamte","1998","16-34 Jahre alt","weiblich","65","0.0319542804556522","0.025009793043261","0.0388987678680434"
"Beamte","1998","35-65 Jahre alt","maennlich","256","0.0780877476456617","0.0694760625431036","0.0866994327482197"
"Beamte","1998","35-65 Jahre alt","weiblich","93","0.0289949582352714","0.0236691359008154","0.0343207805697275"
"Beamte","1998","66 und älter","maennlich","","","",""
"Beamte","1998","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","16-34 Jahre alt","maennlich","376","0.158111147822734","0.143102423259482","0.173119872385987"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","16-34 Jahre alt","weiblich","485","0.198100356838037","0.181972126169585","0.214228587506489"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","35-65 Jahre alt","maennlich","580","0.151018601120839","0.139347866624968","0.162689335616709"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","35-65 Jahre alt","weiblich","843","0.216218071405397","0.20294819177941","0.229487951031384"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","16-34 Jahre alt","maennlich","909","0.39552478388478","0.375410190258337","0.415639377511224"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","16-34 Jahre alt","weiblich","566","0.249637787792746","0.232124215985032","0.267151359600459"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","35-65 Jahre alt","maennlich","1511","0.410848954334497","0.394813240423155","0.426884668245839"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","35-65 Jahre alt","weiblich","999","0.260013919238227","0.245874439176557","0.274153399299897"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","1999","16-34 Jahre alt","maennlich","106","0.05449814263015","0.0451600708881654","0.0638362143721346"
"Selbstständige/ManagerInnen","1999","16-34 Jahre alt","weiblich","63","0.0305580285577902","0.0235932443912356","0.0375228127243448"
"Selbstständige/ManagerInnen","1999","35-65 Jahre alt","maennlich","431","0.125710616212974","0.114905051709327","0.136516180716621"
"Selbstständige/ManagerInnen","1999","35-65 Jahre alt","weiblich","211","0.0585761418584905","0.0510064823043747","0.0661458014126063"
"Selbstständige/ManagerInnen","1999","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1999","66 und älter","weiblich","","","",""
"In Ausbildung","1999","16-34 Jahre alt","maennlich","574","0.254756417379368","0.236831925578306","0.27268090918043"
"In Ausbildung","1999","16-34 Jahre alt","weiblich","563","0.245781263037598","0.228358897089716","0.26320362898548"
"In Ausbildung","1999","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1999","35-65 Jahre alt","weiblich","38","0.0100703731306485","0.00685191170722172","0.0132888345540753"
"In Ausbildung","1999","66 und älter","maennlich","","","",""
"In Ausbildung","1999","66 und älter","weiblich","","","",""
"In Rente oder Pension","1999","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1999","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1999","35-65 Jahre alt","maennlich","491","0.146357686381986","0.134836966558363","0.157878406205608"
"In Rente oder Pension","1999","35-65 Jahre alt","weiblich","521","0.151718535823331","0.14015441352927","0.163282658117392"
"In Rente oder Pension","1999","66 und älter","maennlich","722","0.956760038396789","0.942270841477075","0.971249235316504"
"In Rente oder Pension","1999","66 und älter","weiblich","1028","0.957860291991933","0.945867078722641","0.969853505261224"
"Arbeitslose","1999","16-34 Jahre alt","maennlich","156","0.0687775277727466","0.0583667022813861","0.079188353264107"
"Arbeitslose","1999","16-34 Jahre alt","weiblich","127","0.0512363090089962","0.0423145182575224","0.0601580997604701"
"Arbeitslose","1999","35-65 Jahre alt","maennlich","309","0.0770040662596795","0.0683146499749685","0.0856934825443904"
"Arbeitslose","1999","35-65 Jahre alt","weiblich","299","0.0720637812354095","0.0637281028123397","0.0803994596584793"
"Arbeitslose","1999","66 und älter","maennlich","","","",""
"Arbeitslose","1999","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1999","16-34 Jahre alt","maennlich","81","0.0372324146049457","0.0294438667360133","0.0450209624738781"
"Sonstige Nichterwerbspersonen","1999","16-34 Jahre alt","weiblich","475","0.193419201358078","0.177436219021135","0.209402183695021"
"Sonstige Nichterwerbspersonen","1999","35-65 Jahre alt","maennlich","36","0.0092203539392801","0.00610508019787875","0.0123356276806814"
"Sonstige Nichterwerbspersonen","1999","35-65 Jahre alt","weiblich","694","0.202532989916262","0.189578282292449","0.215487697540075"
"Sonstige Nichterwerbspersonen","1999","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1999","66 und älter","weiblich","36","0.0247720966016206","0.0154936952962191","0.0340504979070221"
"Beamte","1999","16-34 Jahre alt","maennlich","64","0.0302438639709224","0.0231987979300786","0.0372889300117661"
"Beamte","1999","16-34 Jahre alt","weiblich","63","0.0301363869242166","0.0232183159744148","0.0370544578740184"
"Beamte","1999","35-65 Jahre alt","maennlich","236","0.0730253825188097","0.0645452093349151","0.0815055557027044"
"Beamte","1999","35-65 Jahre alt","weiblich","92","0.0288061873922344","0.0234145682076364","0.0341978065768323"
"Beamte","1999","66 und älter","maennlich","","","",""
"Beamte","1999","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","16-34 Jahre alt","maennlich","582","0.177862884641242","0.165056321463332","0.190669447819152"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","16-34 Jahre alt","weiblich","700","0.196190768473067","0.183291843088728","0.209089693857406"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","35-65 Jahre alt","maennlich","1013","0.156713738091711","0.147967863819193","0.165459612364228"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","35-65 Jahre alt","weiblich","1522","0.223047402117198","0.213163896642689","0.232930907591708"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","16-34 Jahre alt","maennlich","1271","0.379846767992192","0.363592346150777","0.396101189833606"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","16-34 Jahre alt","weiblich","907","0.263657434580563","0.249345520653148","0.277969348507976"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","35-65 Jahre alt","maennlich","2732","0.412584573573217","0.400740765833564","0.42442838131287"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","35-65 Jahre alt","weiblich","1845","0.275309088941391","0.264704304559139","0.285913873323643"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2000","16-34 Jahre alt","maennlich","181","0.0615853665242586","0.0535342900090906","0.0696364430394267"
"Selbstständige/ManagerInnen","2000","16-34 Jahre alt","weiblich","91","0.0298779616577633","0.0243479452528071","0.0354079780627195"
"Selbstständige/ManagerInnen","2000","35-65 Jahre alt","maennlich","836","0.131381525680106","0.123254271105707","0.139508780254505"
"Selbstständige/ManagerInnen","2000","35-65 Jahre alt","weiblich","401","0.059824240320033","0.0541935935682872","0.0654548870717789"
"Selbstständige/ManagerInnen","2000","66 und älter","maennlich","39","0.0303567600790929","0.0217962661398892","0.0389172540182965"
"Selbstständige/ManagerInnen","2000","66 und älter","weiblich","","","",""
"In Ausbildung","2000","16-34 Jahre alt","maennlich","931","0.252124373329508","0.237581845322538","0.266666901336479"
"In Ausbildung","2000","16-34 Jahre alt","weiblich","895","0.234044586762486","0.220291860561712","0.247797312963261"
"In Ausbildung","2000","35-65 Jahre alt","maennlich","34","0.0046624105990365","0.00302350988765734","0.00630131131041567"
"In Ausbildung","2000","35-65 Jahre alt","weiblich","47","0.0068606748662803","0.00490091134516443","0.00882043838739617"
"In Ausbildung","2000","66 und älter","maennlich","","","",""
"In Ausbildung","2000","66 und älter","weiblich","","","",""
"In Rente oder Pension","2000","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2000","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2000","35-65 Jahre alt","maennlich","941","0.144385447877315","0.135929486794028","0.152841408960602"
"In Rente oder Pension","2000","35-65 Jahre alt","weiblich","920","0.140476586499128","0.13222673769179","0.148726435306465"
"In Rente oder Pension","2000","66 und älter","maennlich","1473","0.946414005121005","0.935177497354357","0.957650512887652"
"In Rente oder Pension","2000","66 und älter","weiblich","1967","0.942768254921482","0.932821600102542","0.952714909740421"
"Arbeitslose","2000","16-34 Jahre alt","maennlich","201","0.0549945999063852","0.0473598472519678","0.0626293525608025"
"Arbeitslose","2000","16-34 Jahre alt","weiblich","208","0.0550122654417352","0.0476063183980485","0.0624182124854218"
"Arbeitslose","2000","35-65 Jahre alt","maennlich","519","0.0685093339335851","0.0624318151675406","0.0745868526996296"
"Arbeitslose","2000","35-65 Jahre alt","weiblich","484","0.0590751457550063","0.0534776337707971","0.0646726577392155"
"Arbeitslose","2000","66 und älter","maennlich","","","",""
"Arbeitslose","2000","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2000","16-34 Jahre alt","maennlich","152","0.0418535593215408","0.0351469972720384","0.0485601213710431"
"Sonstige Nichterwerbspersonen","2000","16-34 Jahre alt","weiblich","745","0.195705485652852","0.18281863473326","0.208592336572444"
"Sonstige Nichterwerbspersonen","2000","35-65 Jahre alt","maennlich","96","0.0153469913940622","0.0123895549991353","0.0183044277889892"
"Sonstige Nichterwerbspersonen","2000","35-65 Jahre alt","weiblich","1410","0.20871102612792","0.199062623580756","0.218359428675083"
"Sonstige Nichterwerbspersonen","2000","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2000","66 und älter","weiblich","94","0.0381373412222491","0.0299359445791646","0.0463387378653336"
"Beamte","2000","16-34 Jahre alt","maennlich","104","0.0312869655915961","0.0254565824249747","0.0371173487582175"
"Beamte","2000","16-34 Jahre alt","weiblich","89","0.0237498379973685","0.0188039003519501","0.0286957756427868"
"Beamte","2000","35-65 Jahre alt","maennlich","466","0.0664159788509669","0.0604253118972016","0.0724066458047323"
"Beamte","2000","35-65 Jahre alt","weiblich","186","0.0266958353730437","0.0228688111640179","0.0305228595820695"
"Beamte","2000","66 und älter","maennlich","","","",""
"Beamte","2000","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2001","16-34 Jahre alt","maennlich","454","0.162805232828173","0.149509784198435","0.176100681457912"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2001","16-34 Jahre alt","weiblich","571","0.185731897316166","0.172181350765962","0.19928244386637"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2001","35-65 Jahre alt","maennlich","905","0.149251470690275","0.140274647584746","0.158228293795805"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2001","35-65 Jahre alt","weiblich","1454","0.230469704662746","0.220026540097953","0.240912869227538"
