"beruf","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Beamte","2002","16-34 Jahre alt","weiblich","87","0.0218585805804103","0.0167506788615294","0.0269664822992912"
"Beamte","2002","35-65 Jahre alt","maennlich","557","0.060731360104572","0.0549504407068589","0.0665122795022851"
"Beamte","2002","35-65 Jahre alt","weiblich","346","0.0285497805648929","0.0245777610019709","0.0325218001278148"
"Beamte","2002","66 und älter","maennlich","","","",""
"Beamte","2002","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","16-34 Jahre alt","maennlich","440","0.186246031812227","0.171782259993689","0.200709803630766"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","16-34 Jahre alt","weiblich","596","0.204618316310577","0.190201504770502","0.219035127850653"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","35-65 Jahre alt","maennlich","754","0.141197469983368","0.132552576577623","0.149842363389114"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","35-65 Jahre alt","weiblich","1370","0.237721662046032","0.227342655583496","0.248100668508567"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","16-34 Jahre alt","maennlich","888","0.327955209888872","0.310513146341984","0.34539727343576"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","16-34 Jahre alt","weiblich","703","0.243960883632894","0.228613250588691","0.259308516677098"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","35-65 Jahre alt","maennlich","2596","0.415105210550799","0.402872646562618","0.427337774538981"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","35-65 Jahre alt","weiblich","1925","0.27608531857686","0.26518523161548","0.28698540553824"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","16-34 Jahre alt","maennlich","125","0.0430317171458297","0.0354923551137149","0.0505710791779445"
"Selbstständige/ManagerInnen","2003","16-34 Jahre alt","weiblich","64","0.0201461980986885","0.0151252426700831","0.0251671535272939"
"Selbstständige/ManagerInnen","2003","35-65 Jahre alt","maennlich","930","0.126988386996161","0.118722460455142","0.135254313537179"
"Selbstständige/ManagerInnen","2003","35-65 Jahre alt","weiblich","407","0.0526930072498692","0.0472456422229985","0.0581403722767399"
"Selbstständige/ManagerInnen","2003","66 und älter","maennlich","58","0.0286067000644523","0.0206164313026438","0.0365969688262608"
"Selbstständige/ManagerInnen","2003","66 und älter","weiblich","","","",""
"In Ausbildung","2003","16-34 Jahre alt","maennlich","880","0.272858210470688","0.256309294398453","0.289407126542922"
"In Ausbildung","2003","16-34 Jahre alt","weiblich","892","0.267144287343516","0.251332121539776","0.282956453147257"
"In Ausbildung","2003","35-65 Jahre alt","maennlich","41","0.00804099946715894","0.00582381715439652","0.0102581817799214"
"In Ausbildung","2003","35-65 Jahre alt","weiblich","46","0.00682773204030878","0.0048199565855169","0.00883550749510065"
"In Ausbildung","2003","66 und älter","maennlich","","","",""
"In Ausbildung","2003","66 und älter","weiblich","","","",""
"In Rente oder Pension","2003","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2003","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2003","35-65 Jahre alt","maennlich","831","0.142681798250059","0.133999097428768","0.15136449907135"
"In Rente oder Pension","2003","35-65 Jahre alt","weiblich","799","0.138259565548978","0.12984366792592","0.146675463172036"
"In Rente oder Pension","2003","66 und älter","maennlich","1572","0.945282375074687","0.934381173914322","0.956183576235053"
"In Rente oder Pension","2003","66 und älter","weiblich","1901","0.939528355410111","0.929162050826384","0.949894659993838"
"Arbeitslose","2003","16-34 Jahre alt","maennlich","235","0.0958359200477502","0.084899397039578","0.106772443055922"
"Arbeitslose","2003","16-34 Jahre alt","weiblich","181","0.0644375354817253","0.0556631839343491","0.0732118870291014"
"Arbeitslose","2003","35-65 Jahre alt","maennlich","503","0.0933239982500783","0.0861025840369546","0.100545412463202"
"Arbeitslose","2003","35-65 Jahre alt","weiblich","480","0.0799754519949189","0.0733617796774386","0.0865891243123993"
"Arbeitslose","2003","66 und älter","maennlich","","","",""
"Arbeitslose","2003","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2003","16-34 Jahre alt","maennlich","126","0.0369495177411737","0.0299410932018075","0.0439579422805398"
"Sonstige Nichterwerbspersonen","2003","16-34 Jahre alt","weiblich","486","0.176776696242331","0.163144039189801","0.190409353294861"
"Sonstige Nichterwerbspersonen","2003","35-65 Jahre alt","maennlich","72","0.0130810294892582","0.0102603013017879","0.0159017576767285"
"Sonstige Nichterwerbspersonen","2003","35-65 Jahre alt","weiblich","1111","0.178949231599763","0.169603473429926","0.1882949897696"
"Sonstige Nichterwerbspersonen","2003","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2003","66 und älter","weiblich","84","0.0365158751302926","0.0283583904360723","0.0446733598245129"
"Beamte","2003","16-34 Jahre alt","maennlich","85","0.0353938109130242","0.0285289748080108","0.0422586470180377"
"Beamte","2003","16-34 Jahre alt","weiblich","82","0.0221051925575328","0.016851043416005","0.0273593416990607"
"Beamte","2003","35-65 Jahre alt","maennlich","506","0.0595811070131175","0.0537046646027768","0.0654575494234581"
"Beamte","2003","35-65 Jahre alt","weiblich","324","0.0294880309432706","0.025363372901067","0.0336126889854743"
"Beamte","2003","66 und älter","maennlich","","","",""
"Beamte","2003","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","16-34 Jahre alt","maennlich","405","0.157539610607663","0.143723659868455","0.171355561346872"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","16-34 Jahre alt","weiblich","565","0.205705429526089","0.190965751581497","0.220445107470681"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","35-65 Jahre alt","maennlich","771","0.149675405138378","0.14063717063449","0.158713639642265"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","35-65 Jahre alt","weiblich","1371","0.246394242781948","0.235727389100055","0.257061096463841"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","16-34 Jahre alt","maennlich","821","0.319751423703625","0.302064544439868","0.337438302967383"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","16-34 Jahre alt","weiblich","637","0.23097810697949","0.215609691931103","0.246346522027878"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","35-65 Jahre alt","maennlich","2451","0.402235624987706","0.389812773475652","0.414658476499759"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","35-65 Jahre alt","weiblich","1889","0.275733195848084","0.26467096356438","0.286795428131788"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","16-34 Jahre alt","maennlich","136","0.0551321215928189","0.0464764844439342","0.0637877587417036"
"Selbstständige/ManagerInnen","2004","16-34 Jahre alt","weiblich","76","0.0281041072287574","0.0220775527006664","0.0341306617568483"
"Selbstständige/ManagerInnen","2004","35-65 Jahre alt","maennlich","937","0.135555263153764","0.126882792816357","0.144227733491171"
"Selbstständige/ManagerInnen","2004","35-65 Jahre alt","weiblich","402","0.0538929700099139","0.0483033131272148","0.059482626892613"
"Selbstständige/ManagerInnen","2004","66 und älter","maennlich","69","0.0324483677395892","0.024101316881064","0.0407954185981143"
"Selbstständige/ManagerInnen","2004","66 und älter","weiblich","","","",""
"In Ausbildung","2004","16-34 Jahre alt","maennlich","901","0.300719187167739","0.283328468782522","0.318109905552957"
"In Ausbildung","2004","16-34 Jahre alt","weiblich","912","0.289625373983635","0.273085342034953","0.306165405932317"
"In Ausbildung","2004","35-65 Jahre alt","maennlich","30","0.00512535141484009","0.00331625372241849","0.00693444910726169"
"In Ausbildung","2004","35-65 Jahre alt","weiblich","45","0.00700968082336256","0.00494444055189975","0.00907492109482537"
"In Ausbildung","2004","66 und älter","maennlich","","","",""
"In Ausbildung","2004","66 und älter","weiblich","","","",""
"In Rente oder Pension","2004","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2004","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2004","35-65 Jahre alt","maennlich","744","0.132853803513503","0.124254779304174","0.141452827722833"
"In Rente oder Pension","2004","35-65 Jahre alt","weiblich","735","0.132339333917673","0.123951141518598","0.140727526316747"
"In Rente oder Pension","2004","66 und älter","maennlich","1616","0.9383296036006","0.926997366927335","0.949661840273864"
"In Rente oder Pension","2004","66 und älter","weiblich","1950","0.941298932558073","0.931209149144522","0.951388715971624"
"Arbeitslose","2004","16-34 Jahre alt","maennlich","238","0.106587110125378","0.0948843151182688","0.118289905132488"
"Arbeitslose","2004","16-34 Jahre alt","weiblich","191","0.0708899279747606","0.0615315588393456","0.0802482971101757"
"Arbeitslose","2004","35-65 Jahre alt","maennlich","492","0.0975182421301884","0.0900023911297525","0.105034093130624"
"Arbeitslose","2004","35-65 Jahre alt","weiblich","475","0.0874510031633142","0.0804580688314141","0.0944439374952143"
"Arbeitslose","2004","66 und älter","maennlich","","","",""
"Arbeitslose","2004","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2004","16-34 Jahre alt","maennlich","92","0.0315116823045846","0.0248865564177178","0.0381368081914514"
"Sonstige Nichterwerbspersonen","2004","16-34 Jahre alt","weiblich","429","0.149499096709017","0.136496473012267","0.162501720405766"
"Sonstige Nichterwerbspersonen","2004","35-65 Jahre alt","maennlich","73","0.0148007804768033","0.0117414925567638","0.0178600683968427"
"Sonstige Nichterwerbspersonen","2004","35-65 Jahre alt","weiblich","1043","0.17071815060584","0.161404072300716","0.180032228910965"
"Sonstige Nichterwerbspersonen","2004","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2004","66 und älter","weiblich","89","0.0363748900913967","0.0283387044563621","0.0444110757264313"
"Beamte","2004","16-34 Jahre alt","maennlich","75","0.0277891590376743","0.0215557004453119","0.0340226176300367"
"Beamte","2004","16-34 Jahre alt","weiblich","75","0.0244702526928876","0.0188362920902881","0.0301042132954872"
"Beamte","2004","35-65 Jahre alt","maennlich","487","0.0622355291848173","0.0561150969435501","0.0683559614260845"
"Beamte","2004","35-65 Jahre alt","weiblich","309","0.0264614228498645","0.0224882987057881","0.0304345469939408"
"Beamte","2004","66 und älter","maennlich","","","",""
"Beamte","2004","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","16-34 Jahre alt","maennlich","365","0.154249400814497","0.140127773472623","0.168371028156371"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","16-34 Jahre alt","weiblich","522","0.205305607921301","0.190175854523997","0.220435361318604"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","35-65 Jahre alt","maennlich","702","0.159171296573891","0.149622839827787","0.168719753319994"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","35-65 Jahre alt","weiblich","1309","0.249573977719736","0.238620938070213","0.260527017369259"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","16-34 Jahre alt","maennlich","767","0.317211659465321","0.299015930219099","0.335407388711542"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","16-34 Jahre alt","weiblich","610","0.228998389483939","0.213259458689536","0.244737320278342"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","35-65 Jahre alt","maennlich","2404","0.41228677882551","0.399438957799378","0.425134599851643"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","35-65 Jahre alt","weiblich","1812","0.281160671103004","0.269782452659595","0.292538889546412"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2005","16-34 Jahre alt","maennlich","121","0.0456156555220688","0.0374579042397038","0.0537734068044337"
"Selbstständige/ManagerInnen","2005","16-34 Jahre alt","weiblich","69","0.0229549627387402","0.0173454265159022","0.0285644989615782"
"Selbstständige/ManagerInnen","2005","35-65 Jahre alt","maennlich","828","0.129496087969994","0.120732928162604","0.138259247777385"
"Selbstständige/ManagerInnen","2005","35-65 Jahre alt","weiblich","415","0.0556795471278546","0.0498760655286954","0.0614830287270139"
"Selbstständige/ManagerInnen","2005","66 und älter","maennlich","58","0.0275894336355919","0.0199065863863458","0.035272280884838"
"Selbstständige/ManagerInnen","2005","66 und älter","weiblich","","","",""
"In Ausbildung","2005","16-34 Jahre alt","maennlich","855","0.307279766707738","0.289241376998094","0.325318156417382"
"In Ausbildung","2005","16-34 Jahre alt","weiblich","877","0.288480231963276","0.271510191272296","0.305450272654255"
"In Ausbildung","2005","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2005","35-65 Jahre alt","weiblich","32","0.00659632888993826","0.00454754996752334","0.00864510781235319"
"In Ausbildung","2005","66 und älter","maennlich","","","",""
"In Ausbildung","2005","66 und älter","weiblich","","","",""
"In Rente oder Pension","2005","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2005","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2005","35-65 Jahre alt","maennlich","683","0.120536281846261","0.112038317534501","0.129034246158021"
"In Rente oder Pension","2005","35-65 Jahre alt","weiblich","723","0.12482138461054","0.116456231139265","0.133186538081815"
"In Rente oder Pension","2005","66 und älter","maennlich","1647","0.948880374917242","0.938549775213211","0.959210974621273"
"In Rente oder Pension","2005","66 und älter","weiblich","1942","0.940535507767634","0.9303551065233","0.950715909011969"
"Arbeitslose","2005","16-34 Jahre alt","maennlich","250","0.118767376989977","0.106118682226133","0.131416071753821"
"Arbeitslose","2005","16-34 Jahre alt","weiblich","200","0.0856261493151735","0.0751453000547791","0.0961069985755679"
"Arbeitslose","2005","35-65 Jahre alt","maennlich","464","0.0961694430735556","0.0884744345677676","0.103864451579344"
"Arbeitslose","2005","35-65 Jahre alt","weiblich","424","0.079035226442607","0.0722069211984112","0.0858635316868029"
"Arbeitslose","2005","66 und älter","maennlich","","","",""
"Arbeitslose","2005","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2005","16-34 Jahre alt","maennlich","81","0.027757302110737","0.0213344515440573","0.0341801526774168"
"Sonstige Nichterwerbspersonen","2005","16-34 Jahre alt","weiblich","387","0.145179201700339","0.131983845711533","0.158374557689145"
"Sonstige Nichterwerbspersonen","2005","35-65 Jahre alt","maennlich","75","0.0133141586428486","0.0103226286902413","0.0163056885954558"
"Sonstige Nichterwerbspersonen","2005","35-65 Jahre alt","weiblich","976","0.171738705047893","0.162193201529197","0.181284208566589"
"Sonstige Nichterwerbspersonen","2005","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2005","66 und älter","weiblich","82","0.0344430743034396","0.026592736665094","0.0422934119417853"
"Beamte","2005","16-34 Jahre alt","maennlich","72","0.0281948491734434","0.0217230306175898","0.0346666677292971"
"Beamte","2005","16-34 Jahre alt","weiblich","69","0.0227129198148099","0.0171323450401556","0.0282934945894642"
"Beamte","2005","35-65 Jahre alt","maennlich","467","0.0658334162455713","0.0593607620713575","0.0723060704197852"
"Beamte","2005","35-65 Jahre alt","weiblich","306","0.0313941590584277","0.0269807006771832","0.0358076174396723"
"Beamte","2005","66 und älter","maennlich","","","",""
"Beamte","2005","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","16-34 Jahre alt","maennlich","370","0.154918307921048","0.140975488725184","0.168861127116912"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","16-34 Jahre alt","weiblich","509","0.190702779230234","0.176249232493697","0.20515632596677"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","35-65 Jahre alt","maennlich","721","0.146435184213581","0.137469306625641","0.15540106180152"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","35-65 Jahre alt","weiblich","1357","0.238305447891105","0.227907220447218","0.248703675334991"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","16-34 Jahre alt","maennlich","762","0.304967192653125","0.287226152040814","0.322708233265437"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","16-34 Jahre alt","weiblich","632","0.218172064089061","0.202977191673109","0.233366936505013"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","35-65 Jahre alt","maennlich","2542","0.428703468698486","0.416152965868351","0.441253971528621"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","35-65 Jahre alt","weiblich","2026","0.290415893994285","0.279336550359109","0.301495237629461"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2006","16-34 Jahre alt","maennlich","128","0.0514798892858651","0.0429647461936434","0.0599950323780869"
"Selbstständige/ManagerInnen","2006","16-34 Jahre alt","weiblich","71","0.0251997750607884","0.0194334643793324","0.0309660857422444"
"Selbstständige/ManagerInnen","2006","35-65 Jahre alt","maennlich","927","0.133927319618589","0.125290306249257","0.14256433298792"
"Selbstständige/ManagerInnen","2006","35-65 Jahre alt","weiblich","471","0.0631400573506545","0.0572040869913577","0.0690760277099513"
"Selbstständige/ManagerInnen","2006","66 und älter","maennlich","76","0.0301031164417892","0.0227845121916945","0.037421720691884"
"Selbstständige/ManagerInnen","2006","66 und älter","weiblich","","","",""
"In Ausbildung","2006","16-34 Jahre alt","maennlich","751","0.26306912917716","0.246102397361277","0.280035860993044"
"In Ausbildung","2006","16-34 Jahre alt","weiblich","787","0.262929851850058","0.246733535348458","0.279126168351658"
"In Ausbildung","2006","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2006","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","2006","66 und älter","maennlich","","","",""
"In Ausbildung","2006","66 und älter","weiblich","","","",""
"In Rente oder Pension","2006","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2006","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2006","35-65 Jahre alt","maennlich","718","0.113469869572718","0.105426484482872","0.121513254662565"
"In Rente oder Pension","2006","35-65 Jahre alt","weiblich","750","0.118209734161534","0.110330007129001","0.126089461194066"
"In Rente oder Pension","2006","66 und älter","maennlich","1962","0.938040659722079","0.92771485336067","0.948366466083487"
"In Rente oder Pension","2006","66 und älter","weiblich","2249","0.944245922208126","0.935058671634749","0.953433172781503"
"Arbeitslose","2006","16-34 Jahre alt","maennlich","243","0.103613609087682","0.0918698832324775","0.115357334942887"
"Arbeitslose","2006","16-34 Jahre alt","weiblich","242","0.0934278943924382","0.082720560343206","0.10413522844167"
"Arbeitslose","2006","35-65 Jahre alt","maennlich","488","0.092880566765985","0.0855194026979144","0.100241730834056"
"Arbeitslose","2006","35-65 Jahre alt","weiblich","461","0.0856098414637105","0.0787812753192223","0.0924384076081986"
"Arbeitslose","2006","66 und älter","maennlich","","","",""
"Arbeitslose","2006","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2006","16-34 Jahre alt","maennlich","253","0.0848200315225233","0.074083788233871","0.0955562748111756"
"Sonstige Nichterwerbspersonen","2006","16-34 Jahre alt","weiblich","526","0.186477317204917","0.172147530207048","0.200807104202785"
"Sonstige Nichterwerbspersonen","2006","35-65 Jahre alt","maennlich","85","0.0194838548134796","0.0159786237596079","0.0229890858673513"
"Sonstige Nichterwerbspersonen","2006","35-65 Jahre alt","weiblich","1040","0.168515038396822","0.159379199472673","0.17765087732097"
"Sonstige Nichterwerbspersonen","2006","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2006","66 und älter","weiblich","84","0.0298701506657471","0.0230540134532278","0.0366862878782664"
"Beamte","2006","16-34 Jahre alt","maennlich","77","0.0355926579695082","0.0284532805507244","0.0427320353882919"
"Beamte","2006","16-34 Jahre alt","weiblich","64","0.0199622974934518","0.0148163121022807","0.025108282884623"
"Beamte","2006","35-65 Jahre alt","maennlich","481","0.0620230552769962","0.0559062522804605","0.0681398582735318"
"Beamte","2006","35-65 Jahre alt","weiblich","320","0.0321984616521283","0.0278900953734172","0.0365068279308394"
"Beamte","2006","66 und älter","maennlich","","","",""
"Beamte","2006","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","16-34 Jahre alt","maennlich","369","0.158768697679327","0.144214067493102","0.173323327865553"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","16-34 Jahre alt","weiblich","496","0.207510100480792","0.192008758904064","0.22301144205752"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","35-65 Jahre alt","maennlich","755","0.164907971310993","0.1551112336138","0.174704709008186"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","35-65 Jahre alt","weiblich","1374","0.258801139009398","0.247688414824055","0.26991386319474"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","16-34 Jahre alt","maennlich","751","0.334993278854781","0.316196125448175","0.353790432261386"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","16-34 Jahre alt","weiblich","596","0.226082234066416","0.210092787788316","0.242071680344516"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","35-65 Jahre alt","maennlich","2370","0.429797355203786","0.416728427075072","0.4428662833325"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","35-65 Jahre alt","weiblich","1876","0.293491322298161","0.281937479485183","0.305045165111139"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2007","16-34 Jahre alt","maennlich","99","0.0427421271072429","0.0346864219807115","0.0507978322337742"
"Selbstständige/ManagerInnen","2007","16-34 Jahre alt","weiblich","75","0.0236097881430491","0.0178060133555982","0.0294135629305001"
"Selbstständige/ManagerInnen","2007","35-65 Jahre alt","maennlich","852","0.130715039076402","0.12181611814106","0.139613960011743"
"Selbstständige/ManagerInnen","2007","35-65 Jahre alt","weiblich","418","0.0570326936164284","0.0511485897319084","0.0629167975009483"
"Selbstständige/ManagerInnen","2007","66 und älter","maennlich","69","0.0244886451875434","0.0177979737332773","0.0311793166418095"
"Selbstständige/ManagerInnen","2007","66 und älter","weiblich","","","",""
"In Ausbildung","2007","16-34 Jahre alt","maennlich","706","0.254008193075213","0.23667207273465","0.271344313415777"
"In Ausbildung","2007","16-34 Jahre alt","weiblich","735","0.253272618267581","0.236648908178599","0.269896328356562"
"In Ausbildung","2007","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2007","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","2007","66 und älter","maennlich","","","",""
"In Ausbildung","2007","66 und älter","weiblich","","","",""
"In Rente oder Pension","2007","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2007","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2007","35-65 Jahre alt","maennlich","619","0.113179602209756","0.104815960783745","0.121543243635767"
"In Rente oder Pension","2007","35-65 Jahre alt","weiblich","662","0.115153552681812","0.107054341958663","0.12325276340496"
"In Rente oder Pension","2007","66 und älter","maennlich","1926","0.943492188973675","0.933496918352946","0.953487459594404"
"In Rente oder Pension","2007","66 und älter","weiblich","2221","0.950119795068358","0.941318076913677","0.958921513223038"
"Arbeitslose","2007","16-34 Jahre alt","maennlich","166","0.0835484199402531","0.0725283359567536","0.0945685039237526"
"Arbeitslose","2007","16-34 Jahre alt","weiblich","192","0.0906873598076745","0.0797103818717146","0.101664337743634"
"Arbeitslose","2007","35-65 Jahre alt","maennlich","383","0.0789259541708107","0.0718080738838848","0.0860438344577367"
"Arbeitslose","2007","35-65 Jahre alt","weiblich","424","0.0815283711883914","0.0745852087182348","0.0884715336585479"
"Arbeitslose","2007","66 und älter","maennlich","","","",""
"Arbeitslose","2007","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2007","16-34 Jahre alt","maennlich","254","0.0915455541807008","0.080060548139823","0.103030560221579"
"Sonstige Nichterwerbspersonen","2007","16-34 Jahre alt","weiblich","468","0.16988400859354","0.155529165885465","0.184238851301615"
"Sonstige Nichterwerbspersonen","2007","35-65 Jahre alt","maennlich","78","0.0158745823514572","0.0125749172386056","0.0191742474643087"
"Sonstige Nichterwerbspersonen","2007","35-65 Jahre alt","weiblich","872","0.152158405324619","0.143045110809447","0.161271699839792"
"Sonstige Nichterwerbspersonen","2007","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2007","66 und älter","weiblich","71","0.022975874411701","0.0169182432254668","0.0290335055979352"
"Beamte","2007","16-34 Jahre alt","maennlich","74","0.0329172925354909","0.0258116249933474","0.0400229600776344"
"Beamte","2007","16-34 Jahre alt","weiblich","62","0.0281462498905509","0.0218241183898331","0.0344683813912687"
"Beamte","2007","35-65 Jahre alt","maennlich","447","0.0642605798951693","0.0577870185254724","0.0707341412648662"
"Beamte","2007","35-65 Jahre alt","weiblich","318","0.0370919709107563","0.0322968183246342","0.0418871234968784"
"Beamte","2007","66 und älter","maennlich","","","",""
"Beamte","2007","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","16-34 Jahre alt","maennlich","367","0.183151160156503","0.167010510080404","0.199291810232603"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","16-34 Jahre alt","weiblich","450","0.212364052069894","0.196015318147723","0.228712785992065"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","35-65 Jahre alt","maennlich","692","0.166729671484133","0.156511996725171","0.176947346243095"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","35-65 Jahre alt","weiblich","1280","0.263587455925472","0.252008869096657","0.275166042754287"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","66 und älter","weiblich","34","0.0173062204154196","0.0119858679132302","0.0226265729176091"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","16-34 Jahre alt","maennlich","692","0.337424492537462","0.317693391176576","0.357155593898349"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","16-34 Jahre alt","weiblich","587","0.240997375368522","0.223900818523625","0.25809393221342"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","35-65 Jahre alt","maennlich","2292","0.444332745838668","0.430711581559105","0.45795391011823"
