"beruf","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Beamte","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","66","0.151703335324056","0.114333782210355","0.189072888437758"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hamburg","Westdeutschland, alte Bundeslaender","59","0.133973737366889","0.0941474063898876","0.17380006834389"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Niedersachsen","Westdeutschland, alte Bundeslaender","165","0.117479697616193","0.0985204118145314","0.136438983417854"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","591","0.139073934501463","0.126629485696412","0.151518383306513"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hessen","Westdeutschland, alte Bundeslaender","256","0.149538033529882","0.128781977015901","0.170294090043863"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","138","0.1407633229449","0.116262607330851","0.16526403855895"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","593","0.202329010933734","0.184955449700387","0.219702572167082"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Bayern","Westdeutschland, alte Bundeslaender","405","0.159650897201396","0.143228622985525","0.176073171417268"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Berlin","Westdeutschland, alte Bundeslaender","96","0.214260847948469","0.172282468828729","0.256239227068208"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","96","0.262557561151986","0.216719864268735","0.308395258035237"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hamburg","Westdeutschland, alte Bundeslaender","77","0.287820999255205","0.234885044387838","0.340756954122571"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Niedersachsen","Westdeutschland, alte Bundeslaender","249","0.220885404292341","0.196458839721383","0.245311968863299"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","701","0.241737235491363","0.226339689608215","0.257134781374511"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hessen","Westdeutschland, alte Bundeslaender","274","0.242857045283699","0.217899270581165","0.267814819986232"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","178","0.22270086643206","0.193389730075334","0.252012002788786"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","465","0.23668435788264","0.218302697791593","0.255066017973687"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Bayern","Westdeutschland, alte Bundeslaender","489","0.238455299842143","0.219349336628674","0.257561263055612"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Berlin","Westdeutschland, alte Bundeslaender","88","0.237732278415677","0.19417979739773","0.281284759433625"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Niedersachsen","Westdeutschland, alte Bundeslaender","72","0.0603705075731972","0.0463466031171039","0.0743944120292906"
"Selbstständige/ManagerInnen","1985","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","153","0.0531855857505826","0.0451151075238914","0.0612560639772738"
"Selbstständige/ManagerInnen","1985","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Hessen","Westdeutschland, alte Bundeslaender","58","0.0504042986087359","0.0376708886502666","0.0631377085672052"
"Selbstständige/ManagerInnen","1985","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","38","0.0492808668224745","0.0340318130151024","0.0645299206298466"
"Selbstständige/ManagerInnen","1985","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","110","0.0623964873870256","0.0519363459928346","0.0728566287812166"
"Selbstständige/ManagerInnen","1985","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Bayern","Westdeutschland, alte Bundeslaender","133","0.0749915694285328","0.0631830128635084","0.0868001259935573"
"Selbstständige/ManagerInnen","1985","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Niedersachsen","Westdeutschland, alte Bundeslaender","143","0.122963996232508","0.103627583545743","0.142300408919273"
"In Ausbildung","1985","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","333","0.105257084858817","0.0942202468226824","0.116293922894951"
"In Ausbildung","1985","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Hessen","Westdeutschland, alte Bundeslaender","108","0.0949640456961083","0.0779010970272462","0.11202699436497"
"In Ausbildung","1985","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","70","0.0807618428193543","0.0615665499609294","0.0999571356777793"
"In Ausbildung","1985","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","192","0.0969313475431595","0.0841363448932196","0.109726350193099"
"In Ausbildung","1985","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Bayern","Westdeutschland, alte Bundeslaender","165","0.0828836917763193","0.0705223817426761","0.0952450018099625"
"In Ausbildung","1985","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
