"beruf","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Arbeitslose","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Arbeitslose","2000","Hauptschule","Staedtischer Raum","410","0.0476266830011761","0.0426120219027177","0.0526413440996344"
"Arbeitslose","2000","Hauptschule","Laendlicher Raum","272","0.0608384842934968","0.0531715759552538","0.0685053926317398"
"Arbeitslose","2000","Realschule","Staedtischer Raum","178","0.0431325669768083","0.0365128053776362","0.0497523285759804"
"Arbeitslose","2000","Realschule","Laendlicher Raum","266","0.0910068767103427","0.0800788170435101","0.101934936377175"
"Arbeitslose","2000","(Fach-)Abitur","Staedtischer Raum","58","0.0286303378597809","0.020904829269318","0.0363558464502438"
"Arbeitslose","2000","(Fach-)Abitur","Laendlicher Raum","","","",""
"Arbeitslose","2000","AkademikerIn","Staedtischer Raum","89","0.0309115912351193","0.0242562412593037","0.0375669412109349"
"Arbeitslose","2000","AkademikerIn","Laendlicher Raum","65","0.045748306033543","0.033961030524857","0.0575355815422289"
"Sonstige Nichterwerbspersonen","2000","(noch) kein Abschluss","Staedtischer Raum","98","0.136043616268014","0.109927770861173","0.162159461674856"
"Sonstige Nichterwerbspersonen","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2000","Hauptschule","Staedtischer Raum","873","0.109960296981994","0.102594233582632","0.117326360381357"
"Sonstige Nichterwerbspersonen","2000","Hauptschule","Laendlicher Raum","371","0.092530085285647","0.0832357457604301","0.101824424810864"
"Sonstige Nichterwerbspersonen","2000","Realschule","Staedtischer Raum","412","0.102195521696286","0.0923254427604278","0.112065600632145"
"Sonstige Nichterwerbspersonen","2000","Realschule","Laendlicher Raum","230","0.0824450518763315","0.0719948665514969","0.092895237201166"
"Sonstige Nichterwerbspersonen","2000","(Fach-)Abitur","Staedtischer Raum","220","0.108130613771872","0.0937443990520453","0.1225168284917"
"Sonstige Nichterwerbspersonen","2000","(Fach-)Abitur","Laendlicher Raum","63","0.107860076416747","0.0819353850145546","0.13378476781894"
"Sonstige Nichterwerbspersonen","2000","AkademikerIn","Staedtischer Raum","153","0.0567480170018741","0.0478515468463938","0.0656444871573545"
"Sonstige Nichterwerbspersonen","2000","AkademikerIn","Laendlicher Raum","46","0.0459321053133244","0.0341223126582973","0.0577418979683514"
"Beamte","2000","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2000","Hauptschule","Staedtischer Raum","50","0.00619708377136192","0.00434927668959293","0.00804489085313092"
"Beamte","2000","Hauptschule","Laendlicher Raum","32","0.00692924854385679","0.0042685596346338","0.00958993745307978"
"Beamte","2000","Realschule","Staedtischer Raum","142","0.0387751915692076","0.0324844293282985","0.0450659538101167"
"Beamte","2000","Realschule","Laendlicher Raum","69","0.0265944462593681","0.0204812542095977","0.0327076383091385"
"Beamte","2000","(Fach-)Abitur","Staedtischer Raum","62","0.0345081827929717","0.0260523396305643","0.042964025955379"
"Beamte","2000","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2000","AkademikerIn","Staedtischer Raum","332","0.117305716084621","0.104932196152485","0.129679236016756"
"Beamte","2000","AkademikerIn","Laendlicher Raum","138","0.109284246276453","0.0916830249736706","0.126885467579234"
"Angestellte, einfache Tätigkeiten","2001","(noch) kein Abschluss","Staedtischer Raum","123","0.202519987324653","0.170602161973144","0.234437812676161"
"Angestellte, einfache Tätigkeiten","2001","(noch) kein Abschluss","Laendlicher Raum","30","0.115722189760492","0.0767638093422651","0.15468057017872"
"Angestellte, einfache Tätigkeiten","2001","Hauptschule","Staedtischer Raum","1305","0.196927244851653","0.18693041344453","0.206924076258777"
"Angestellte, einfache Tätigkeiten","2001","Hauptschule","Laendlicher Raum","584","0.175321157183384","0.162339979927441","0.188302334439327"
"Angestellte, einfache Tätigkeiten","2001","Realschule","Staedtischer Raum","459","0.130638775575311","0.119243767538368","0.142033783612253"
"Angestellte, einfache Tätigkeiten","2001","Realschule","Laendlicher Raum","452","0.172549564103833","0.157454395309276","0.18764473289839"
"Angestellte, einfache Tätigkeiten","2001","(Fach-)Abitur","Staedtischer Raum","241","0.136407221284966","0.120058161042846","0.152756281527086"
"Angestellte, einfache Tätigkeiten","2001","(Fach-)Abitur","Laendlicher Raum","63","0.104230751548682","0.0780182270905179","0.130443276006846"
"Angestellte, einfache Tätigkeiten","2001","AkademikerIn","Staedtischer Raum","98","0.0426809589082832","0.0346390595181367","0.0507228582984298"
"Angestellte, einfache Tätigkeiten","2001","AkademikerIn","Laendlicher Raum","65","0.0496561242239008","0.0369394927894884","0.0623727556583133"
"Angestellte, qualifizierte Tätigkeiten","2001","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2001","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2001","Hauptschule","Staedtischer Raum","1198","0.190761537693419","0.180884750768668","0.200638324618169"
"Angestellte, qualifizierte Tätigkeiten","2001","Hauptschule","Laendlicher Raum","545","0.156339112827252","0.143940523687356","0.168737701967147"
"Angestellte, qualifizierte Tätigkeiten","2001","Realschule","Staedtischer Raum","1349","0.384823011910716","0.368371379006959","0.401274644814473"
"Angestellte, qualifizierte Tätigkeiten","2001","Realschule","Laendlicher Raum","925","0.384505982609361","0.365071476220775","0.403940488997946"
"Angestellte, qualifizierte Tätigkeiten","2001","(Fach-)Abitur","Staedtischer Raum","518","0.307784896133345","0.285798006340888","0.329771785925802"
"Angestellte, qualifizierte Tätigkeiten","2001","(Fach-)Abitur","Laendlicher Raum","142","0.267131308939968","0.229174620077271","0.305087997802664"
"Angestellte, qualifizierte Tätigkeiten","2001","AkademikerIn","Staedtischer Raum","1028","0.404477367586587","0.384951539946667","0.424003195226507"
"Angestellte, qualifizierte Tätigkeiten","2001","AkademikerIn","Laendlicher Raum","481","0.393968302863814","0.365364511916563","0.422572093811065"
"Selbstständige/ManagerInnen","2001","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2001","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2001","Hauptschule","Staedtischer Raum","272","0.0456229442485507","0.0403774831729762","0.0508684053241252"
"Selbstständige/ManagerInnen","2001","Hauptschule","Laendlicher Raum","124","0.0375949355733069","0.0311011474906703","0.0440887236559434"
"Selbstständige/ManagerInnen","2001","Realschule","Staedtischer Raum","189","0.057208749031945","0.0493560771748324","0.0650614208890575"
"Selbstständige/ManagerInnen","2001","Realschule","Laendlicher Raum","162","0.0713882748248922","0.0611024157259777","0.0816741339238068"
"Selbstständige/ManagerInnen","2001","(Fach-)Abitur","Staedtischer Raum","121","0.0754635132188583","0.0628814996389841","0.0880455267987325"
"Selbstständige/ManagerInnen","2001","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2001","AkademikerIn","Staedtischer Raum","328","0.140700333261542","0.126866800989485","0.154533865533599"
"Selbstständige/ManagerInnen","2001","AkademikerIn","Laendlicher Raum","124","0.114937977337462","0.0962671349511267","0.133608819723797"
"In Ausbildung","2001","(noch) kein Abschluss","Staedtischer Raum","305","0.482603997079333","0.442917164724446","0.52229082943422"
"In Ausbildung","2001","(noch) kein Abschluss","Laendlicher Raum","167","0.582297318253303","0.522234703363726","0.64235993314288"
"In Ausbildung","2001","Hauptschule","Staedtischer Raum","144","0.0199328967121093","0.0164193548403105","0.0234464385839082"
"In Ausbildung","2001","Hauptschule","Laendlicher Raum","118","0.0287252748165333","0.0230228754545852","0.0344276741784815"
"In Ausbildung","2001","Realschule","Staedtischer Raum","274","0.0724439053016884","0.063678954733983","0.0812088558693937"
"In Ausbildung","2001","Realschule","Laendlicher Raum","209","0.0792765482032646","0.0684834279813032","0.090069668425226"
"In Ausbildung","2001","(Fach-)Abitur","Staedtischer Raum","336","0.181462538057354","0.163104241433299","0.199820834681409"
"In Ausbildung","2001","(Fach-)Abitur","Laendlicher Raum","143","0.236467457525527","0.200016217556685","0.272918697494368"
"In Ausbildung","2001","AkademikerIn","Staedtischer Raum","56","0.0267833147674007","0.0203601340884432","0.0332064954463582"
"In Ausbildung","2001","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","2001","(noch) kein Abschluss","Staedtischer Raum","79","0.148501276189385","0.12025920532878","0.176743347049991"
"In Rente oder Pension","2001","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Rente oder Pension","2001","Hauptschule","Staedtischer Raum","2080","0.388921740397615","0.376666790328821","0.401176690466408"
"In Rente oder Pension","2001","Hauptschule","Laendlicher Raum","1334","0.442186996044455","0.42523184004134","0.45914215204757"
"In Rente oder Pension","2001","Realschule","Staedtischer Raum","420","0.172398344063452","0.159626439260745","0.185170248866159"
"In Rente oder Pension","2001","Realschule","Laendlicher Raum","173","0.0983557644525557","0.0864590356859118","0.1102524932192"
"In Rente oder Pension","2001","(Fach-)Abitur","Staedtischer Raum","156","0.123815548611608","0.108126197719077","0.139504899504139"
"In Rente oder Pension","2001","(Fach-)Abitur","Laendlicher Raum","44","0.121109112746943","0.0931213146980179","0.149096910795868"
"In Rente oder Pension","2001","AkademikerIn","Staedtischer Raum","379","0.172037238409235","0.157022082835838","0.187052393982632"
"In Rente oder Pension","2001","AkademikerIn","Laendlicher Raum","221","0.240304099749566","0.215292252588511","0.26531594691062"
"Arbeitslose","2001","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Arbeitslose","2001","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Arbeitslose","2001","Hauptschule","Staedtischer Raum","336","0.0521724966502047","0.0465824236087119","0.0577625696916975"
"Arbeitslose","2001","Hauptschule","Laendlicher Raum","281","0.0723311181154381","0.0634878341023093","0.0811744021285669"
"Arbeitslose","2001","Realschule","Staedtischer Raum","167","0.0448213732726442","0.0378251553343215","0.0518175912109669"
"Arbeitslose","2001","Realschule","Laendlicher Raum","244","0.0939763353789941","0.0823192743725076","0.105633396385481"
"Arbeitslose","2001","(Fach-)Abitur","Staedtischer Raum","75","0.042340945901626","0.0327490302851174","0.0519328615181347"
"Arbeitslose","2001","(Fach-)Abitur","Laendlicher Raum","","","",""
"Arbeitslose","2001","AkademikerIn","Staedtischer Raum","85","0.0356653958041309","0.0282871927614516","0.0430435988468101"
"Arbeitslose","2001","AkademikerIn","Laendlicher Raum","58","0.0425636802628875","0.0307463378428017","0.0543810226829733"
"Sonstige Nichterwerbspersonen","2001","(noch) kein Abschluss","Staedtischer Raum","58","0.0887935292817318","0.0662023708444533","0.11138468771901"
"Sonstige Nichterwerbspersonen","2001","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2001","Hauptschule","Staedtischer Raum","706","0.0997555221073571","0.0922223008128487","0.107288743401866"
"Sonstige Nichterwerbspersonen","2001","Hauptschule","Laendlicher Raum","277","0.0790397202106345","0.0698289141817275","0.0882505262395414"
"Sonstige Nichterwerbspersonen","2001","Realschule","Staedtischer Raum","363","0.0969155863715554","0.086912375140436","0.106918797602675"
"Sonstige Nichterwerbspersonen","2001","Realschule","Laendlicher Raum","175","0.0711544194348584","0.0608841285287946","0.0814247103409223"
"Sonstige Nichterwerbspersonen","2001","(Fach-)Abitur","Staedtischer Raum","193","0.100876285912562","0.086530515373321","0.115222056451803"
"Sonstige Nichterwerbspersonen","2001","(Fach-)Abitur","Laendlicher Raum","61","0.118585122929535","0.0908507639943505","0.14631948186472"
"Sonstige Nichterwerbspersonen","2001","AkademikerIn","Staedtischer Raum","142","0.0575242383753426","0.0482607675842153","0.0667877091664699"
"Sonstige Nichterwerbspersonen","2001","AkademikerIn","Laendlicher Raum","35","0.0363583510621083","0.0254010106242175","0.0473156914999992"
"Beamte","2001","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2001","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2001","Hauptschule","Staedtischer Raum","38","0.00590561733909165","0.00397951889386905","0.00783171578431424"
"Beamte","2001","Hauptschule","Laendlicher Raum","33","0.00846168522899676","0.00533461472752548","0.011588755730468"
"Beamte","2001","Realschule","Staedtischer Raum","139","0.0407502544726888","0.0340651305655576","0.0474353783798201"
"Beamte","2001","Realschule","Laendlicher Raum","67","0.0287931109922412","0.0221125917582316","0.0354736302262509"
"Beamte","2001","(Fach-)Abitur","Staedtischer Raum","53","0.0318490508796805","0.0234845622129947","0.0402135395463663"
"Beamte","2001","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2001","AkademikerIn","Staedtischer Raum","311","0.120131152887478","0.107196642439802","0.133065663335155"
"Beamte","2001","AkademikerIn","Laendlicher Raum","119","0.102967345821718","0.0851763945514635","0.120758297091973"
"Angestellte, einfache Tätigkeiten","2002","(noch) kein Abschluss","Staedtischer Raum","117","0.180431247079771","0.151004331539776","0.209858162619765"
"Angestellte, einfache Tätigkeiten","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2002","Hauptschule","Staedtischer Raum","1210","0.198221644209007","0.187950376446346","0.208492911971667"
"Angestellte, einfache Tätigkeiten","2002","Hauptschule","Laendlicher Raum","564","0.18215304678565","0.16861189997433","0.195694193596971"
"Angestellte, einfache Tätigkeiten","2002","Realschule","Staedtischer Raum","513","0.152578612646093","0.140783271011705","0.164373954280481"
"Angestellte, einfache Tätigkeiten","2002","Realschule","Laendlicher Raum","431","0.168621882770296","0.153682739517983","0.18356102602261"
"Angestellte, einfache Tätigkeiten","2002","(Fach-)Abitur","Staedtischer Raum","266","0.156980144056626","0.140443413139335","0.173516874973917"
"Angestellte, einfache Tätigkeiten","2002","(Fach-)Abitur","Laendlicher Raum","75","0.126615669202366","0.0997599449513986","0.153471393453334"
"Angestellte, einfache Tätigkeiten","2002","AkademikerIn","Staedtischer Raum","104","0.0441576335374573","0.0370593865843176","0.0512558804905969"
"Angestellte, einfache Tätigkeiten","2002","AkademikerIn","Laendlicher Raum","58","0.0513291370506833","0.039478662523496","0.0631796115778705"
"Angestellte, qualifizierte Tätigkeiten","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","Hauptschule","Staedtischer Raum","1090","0.180080976489563","0.170180849855357","0.189981103123768"
"Angestellte, qualifizierte Tätigkeiten","2002","Hauptschule","Laendlicher Raum","481","0.149548198892644","0.137036489378635","0.162059908406652"
"Angestellte, qualifizierte Tätigkeiten","2002","Realschule","Staedtischer Raum","1357","0.357228318852616","0.341509667175489","0.372946970529744"
"Angestellte, qualifizierte Tätigkeiten","2002","Realschule","Laendlicher Raum","926","0.374675032879957","0.355362035054972","0.393988030704942"
"Angestellte, qualifizierte Tätigkeiten","2002","(Fach-)Abitur","Staedtischer Raum","565","0.299751526500793","0.278925079607354","0.320577973394232"
"Angestellte, qualifizierte Tätigkeiten","2002","(Fach-)Abitur","Laendlicher Raum","163","0.298213235189407","0.261268165722719","0.335158304656096"
"Angestellte, qualifizierte Tätigkeiten","2002","AkademikerIn","Staedtischer Raum","1256","0.39501967482575","0.378129464400702","0.411909885250797"
"Angestellte, qualifizierte Tätigkeiten","2002","AkademikerIn","Laendlicher Raum","518","0.351810758586453","0.326165832838771","0.377455684334136"
"Selbstständige/ManagerInnen","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2002","Hauptschule","Staedtischer Raum","273","0.0411485894844448","0.0360308935139944","0.0462662854548952"
"Selbstständige/ManagerInnen","2002","Hauptschule","Laendlicher Raum","118","0.0303491537077147","0.0243307378973735","0.036367569518056"
"Selbstständige/ManagerInnen","2002","Realschule","Staedtischer Raum","251","0.0533060215023257","0.0459370491783988","0.0606749938262526"
"Selbstständige/ManagerInnen","2002","Realschule","Laendlicher Raum","163","0.0674865041608051","0.05747716376258","0.0774958445590301"
"Selbstständige/ManagerInnen","2002","(Fach-)Abitur","Staedtischer Raum","143","0.0665777045302185","0.0552455656090566","0.0779098434513804"
"Selbstständige/ManagerInnen","2002","(Fach-)Abitur","Laendlicher Raum","36","0.0556843204909806","0.0371654068595904","0.0742032341223707"
"Selbstständige/ManagerInnen","2002","AkademikerIn","Staedtischer Raum","550","0.145811729657194","0.133618237487796","0.158005221826592"
"Selbstständige/ManagerInnen","2002","AkademikerIn","Laendlicher Raum","193","0.14248983551907","0.123717964587587","0.161261706450553"
"In Ausbildung","2002","(noch) kein Abschluss","Staedtischer Raum","370","0.513976921196698","0.47573000478237","0.552223837611026"
"In Ausbildung","2002","(noch) kein Abschluss","Laendlicher Raum","174","0.637017015100131","0.577647094129502","0.696386936070759"
"In Ausbildung","2002","Hauptschule","Staedtischer Raum","124","0.0174375651309093","0.0140651242178565","0.0208100060439622"
"In Ausbildung","2002","Hauptschule","Laendlicher Raum","121","0.0356362569330901","0.0291324493447336","0.0421400645214466"
"In Ausbildung","2002","Realschule","Staedtischer Raum","280","0.0733896423442564","0.0648354316329789","0.0819438530555338"
"In Ausbildung","2002","Realschule","Laendlicher Raum","195","0.0762736157195175","0.0656828277963404","0.0868644036426945"
"In Ausbildung","2002","(Fach-)Abitur","Staedtischer Raum","381","0.185556622233385","0.167884973370896","0.203228271095875"
"In Ausbildung","2002","(Fach-)Abitur","Laendlicher Raum","168","0.228175568190992","0.194284576664094","0.262066559717891"
"In Ausbildung","2002","AkademikerIn","Staedtischer Raum","43","0.0147164989948141","0.0105560717770603","0.0188769262125679"
"In Ausbildung","2002","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","2002","(noch) kein Abschluss","Staedtischer Raum","76","0.143134472625843","0.116335099959494","0.169933845292192"
"In Rente oder Pension","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Rente oder Pension","2002","Hauptschule","Staedtischer Raum","2075","0.403118437087819","0.390480337807369","0.415756536368269"
"In Rente oder Pension","2002","Hauptschule","Laendlicher Raum","1300","0.441210991494496","0.42379098567862","0.458630997310372"
"In Rente oder Pension","2002","Realschule","Staedtischer Raum","451","0.179665257106535","0.16707189801424","0.19225861619883"
"In Rente oder Pension","2002","Realschule","Laendlicher Raum","180","0.0930244482777375","0.0814349196722131","0.104613976883262"
"In Rente oder Pension","2002","(Fach-)Abitur","Staedtischer Raum","167","0.123186340232963","0.108246590371638","0.138126090094288"
"In Rente oder Pension","2002","(Fach-)Abitur","Laendlicher Raum","44","0.111570029412549","0.0861441596681352","0.136995899156963"
"In Rente oder Pension","2002","AkademikerIn","Staedtischer Raum","495","0.194591116028171","0.180913047242205","0.208269184814136"
"In Rente oder Pension","2002","AkademikerIn","Laendlicher Raum","251","0.249411051802696","0.226175397403337","0.272646706202054"
"Arbeitslose","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Arbeitslose","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Arbeitslose","2002","Hauptschule","Staedtischer Raum","352","0.0627577667692695","0.0565091913600335","0.0690063421785055"
"Arbeitslose","2002","Hauptschule","Laendlicher Raum","234","0.0670003771820256","0.0582287419237082","0.0757720124403429"
"Arbeitslose","2002","Realschule","Staedtischer Raum","180","0.0548283684402873","0.0473609242870293","0.0622958125935453"
"Arbeitslose","2002","Realschule","Laendlicher Raum","268","0.116068592496902","0.103288438947882","0.128848746045921"
"Arbeitslose","2002","(Fach-)Abitur","Staedtischer Raum","72","0.0373391070711134","0.028720699569667","0.0459575145725599"
"Arbeitslose","2002","(Fach-)Abitur","Laendlicher Raum","","","",""
"Arbeitslose","2002","AkademikerIn","Staedtischer Raum","88","0.0345691543325184","0.0282572554306972","0.0408810532343397"
"Arbeitslose","2002","AkademikerIn","Laendlicher Raum","57","0.0555712359157915","0.0432683893059472","0.0678740825256358"
"Sonstige Nichterwerbspersonen","2002","(noch) kein Abschluss","Staedtischer Raum","58","0.0964176062510324","0.0738306233053193","0.119004589196746"
"Sonstige Nichterwerbspersonen","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2002","Hauptschule","Staedtischer Raum","626","0.0913767745535248","0.0839528905289768","0.0988006585780728"
"Sonstige Nichterwerbspersonen","2002","Hauptschule","Laendlicher Raum","270","0.0847793973955074","0.0750068167425652","0.0945519780484497"
"Sonstige Nichterwerbspersonen","2002","Realschule","Staedtischer Raum","384","0.0914573742129852","0.0820016237851313","0.100913124640839"
"Sonstige Nichterwerbspersonen","2002","Realschule","Laendlicher Raum","181","0.072603923918289","0.0622505451252742","0.0829573027113038"
"Sonstige Nichterwerbspersonen","2002","(Fach-)Abitur","Staedtischer Raum","202","0.10482083761721","0.0908960945286398","0.118745580705781"
"Sonstige Nichterwerbspersonen","2002","(Fach-)Abitur","Laendlicher Raum","68","0.121083094346893","0.0947376147957201","0.147428573898065"
"Sonstige Nichterwerbspersonen","2002","AkademikerIn","Staedtischer Raum","170","0.060472477216984","0.0522370012452442","0.0687079531887238"
"Sonstige Nichterwerbspersonen","2002","AkademikerIn","Laendlicher Raum","45","0.0338807625869789","0.024164753060102","0.0435967721138557"
"Beamte","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2002","Hauptschule","Staedtischer Raum","37","0.00585824627546295","0.00389203890566744","0.00782445364525847"
"Beamte","2002","Hauptschule","Laendlicher Raum","33","0.00932257760887264","0.00595098305867583","0.0126941721590695"
"Beamte","2002","Realschule","Staedtischer Raum","154","0.0375464048949012","0.0313106639876857","0.0437821458021166"
"Beamte","2002","Realschule","Laendlicher Raum","69","0.0312459997764961","0.0243041789960315","0.0381878205569606"
"Beamte","2002","(Fach-)Abitur","Staedtischer Raum","63","0.0257877177576908","0.018582590586387","0.0329928449289947"
"Beamte","2002","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2002","AkademikerIn","Staedtischer Raum","512","0.110661715407112","0.0998227641221082","0.121500666692115"
"Beamte","2002","AkademikerIn","Laendlicher Raum","192","0.105519134156316","0.0890205333178586","0.122017734994773"
"Angestellte, einfache Tätigkeiten","2003","(noch) kein Abschluss","Staedtischer Raum","95","0.182316307977261","0.152261850765531","0.212370765188991"
"Angestellte, einfache Tätigkeiten","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Hauptschule","Staedtischer Raum","1125","0.193434545950156","0.183005150875991","0.203863941024321"
"Angestellte, einfache Tätigkeiten","2003","Hauptschule","Laendlicher Raum","491","0.167212198433882","0.153721033430025","0.180703363437739"
"Angestellte, einfache Tätigkeiten","2003","Realschule","Staedtischer Raum","487","0.143991495427962","0.132262788922156","0.155720201933768"
"Angestellte, einfache Tätigkeiten","2003","Realschule","Laendlicher Raum","409","0.168927933786616","0.153730343708137","0.184125523865096"
"Angestellte, einfache Tätigkeiten","2003","(Fach-)Abitur","Staedtischer Raum","288","0.162272502811498","0.14542129326748","0.179123712355516"
"Angestellte, einfache Tätigkeiten","2003","(Fach-)Abitur","Laendlicher Raum","79","0.136580173667395","0.108339258779218","0.164821088555572"
"Angestellte, einfache Tätigkeiten","2003","AkademikerIn","Staedtischer Raum","95","0.0415348527648797","0.0344804327910572","0.0485892727387021"
"Angestellte, einfache Tätigkeiten","2003","AkademikerIn","Laendlicher Raum","54","0.0489067199378771","0.0370637888569824","0.0607496510187719"
"Angestellte, qualifizierte Tätigkeiten","2003","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Hauptschule","Staedtischer Raum","1034","0.178729948182506","0.168613828717333","0.188846067647679"
"Angestellte, qualifizierte Tätigkeiten","2003","Hauptschule","Laendlicher Raum","469","0.151877624811376","0.138902114212028","0.164853135410725"
"Angestellte, qualifizierte Tätigkeiten","2003","Realschule","Staedtischer Raum","1302","0.361913498191076","0.345859440200611","0.377967556181541"
"Angestellte, qualifizierte Tätigkeiten","2003","Realschule","Laendlicher Raum","905","0.385011114784028","0.365274397708989","0.404747831859068"
"Angestellte, qualifizierte Tätigkeiten","2003","(Fach-)Abitur","Staedtischer Raum","548","0.295793599767198","0.274934210118942","0.316652989415455"
"Angestellte, qualifizierte Tätigkeiten","2003","(Fach-)Abitur","Laendlicher Raum","158","0.291694232896085","0.254313463723364","0.329075002068805"
"Angestellte, qualifizierte Tätigkeiten","2003","AkademikerIn","Staedtischer Raum","1177","0.391587567022315","0.3743299710096","0.40884516303503"
"Angestellte, qualifizierte Tätigkeiten","2003","AkademikerIn","Laendlicher Raum","497","0.345689105799735","0.319573608556959","0.37180460304251"
"Selbstständige/ManagerInnen","2003","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Hauptschule","Staedtischer Raum","220","0.0342174382622563","0.0294174992697779","0.0390173772547347"
"Selbstständige/ManagerInnen","2003","Hauptschule","Laendlicher Raum","105","0.03217146818538","0.0257920224297842","0.0385509139409757"
"Selbstständige/ManagerInnen","2003","Realschule","Staedtischer Raum","230","0.0539313628219079","0.0463852259489461","0.0614774996948698"
"Selbstständige/ManagerInnen","2003","Realschule","Laendlicher Raum","169","0.0687415080819924","0.0584790995480746","0.0790039166159102"
"Selbstständige/ManagerInnen","2003","(Fach-)Abitur","Staedtischer Raum","131","0.0651822680727644","0.0539002853258717","0.076464250819657"
"Selbstständige/ManagerInnen","2003","(Fach-)Abitur","Laendlicher Raum","36","0.0551036581405419","0.0363383274326834","0.0738689888484004"
"Selbstständige/ManagerInnen","2003","AkademikerIn","Staedtischer Raum","514","0.146041022586848","0.133555039343354","0.158527005830342"
"Selbstständige/ManagerInnen","2003","AkademikerIn","Laendlicher Raum","175","0.139707219101389","0.120670331737414","0.158744106465364"
"In Ausbildung","2003","(noch) kein Abschluss","Staedtischer Raum","374","0.497631971881011","0.45871235148598","0.536551592276042"
"In Ausbildung","2003","(noch) kein Abschluss","Laendlicher Raum","182","0.611925723735799","0.552805697168739","0.67104575030286"
"In Ausbildung","2003","Hauptschule","Staedtischer Raum","116","0.0188134764332862","0.0152260532881975","0.0224008995783749"
"In Ausbildung","2003","Hauptschule","Laendlicher Raum","112","0.0313398445914432","0.0250406875564707","0.0376390016264157"
"In Ausbildung","2003","Realschule","Staedtischer Raum","241","0.0613389686271121","0.0533228287474363","0.069355108506788"
"In Ausbildung","2003","Realschule","Laendlicher Raum","172","0.0688309648308207","0.058562374212468","0.0790995554491733"
"In Ausbildung","2003","(Fach-)Abitur","Staedtischer Raum","360","0.175323442079909","0.157944671685827","0.192702212473991"
"In Ausbildung","2003","(Fach-)Abitur","Laendlicher Raum","149","0.211202819470632","0.17763628899615","0.244769349945115"
"In Ausbildung","2003","AkademikerIn","Staedtischer Raum","38","0.0160165083165819","0.0115779223180814","0.0204550943150824"
"In Ausbildung","2003","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","2003","(noch) kein Abschluss","Staedtischer Raum","70","0.150269692130729","0.122454650467626","0.178084733793831"
"In Rente oder Pension","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Rente oder Pension","2003","Hauptschule","Staedtischer Raum","2048","0.411775637715414","0.398780702473617","0.42477057295721"
"In Rente oder Pension","2003","Hauptschule","Laendlicher Raum","1283","0.458003017479052","0.439990230959123","0.476015803998981"
