"beruf","year","bula_h","n","percent","lower_confidence","upper_confidence"
"In Rente oder Pension","1986","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1986","Thüringen","","","",""
"Arbeitslose","1986","Schleswig-Holstein","","","",""
"Arbeitslose","1986","Hamburg","","","",""
"Arbeitslose","1986","Niedersachsen","51","0.042628188303634","0.0307223690959415","0.0545340075113265"
"Arbeitslose","1986","Bremen","","","",""
"Arbeitslose","1986","Nordrhein-Westfalen","146","0.0447935989952982","0.037198062455814","0.0523891355347825"
"Arbeitslose","1986","Hessen","45","0.030311021531387","0.0199164531162156","0.0407055899465584"
"Arbeitslose","1986","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1986","Baden-Württemberg","60","0.0235607507004638","0.0168883055639715","0.0302331958369561"
"Arbeitslose","1986","Bayern","72","0.0357251691412116","0.0270809379665509","0.0443694003158723"
"Arbeitslose","1986","Saarland","","","",""
"Arbeitslose","1986","Berlin","","","",""
"Arbeitslose","1986","Brandenburg","","","",""
"Arbeitslose","1986","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1986","Sachsen","","","",""
"Arbeitslose","1986","Sachsen-Anhalt","","","",""
"Arbeitslose","1986","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1986","Schleswig-Holstein","45","0.119847323602247","0.0844280209181609","0.155266626286332"
"Sonstige Nichterwerbspersonen","1986","Hamburg","33","0.0963263156425544","0.0601847967140912","0.132467834571018"
"Sonstige Nichterwerbspersonen","1986","Niedersachsen","175","0.141716600414255","0.12116260540526","0.16227059542325"
"Sonstige Nichterwerbspersonen","1986","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1986","Nordrhein-Westfalen","522","0.163964580101258","0.150369266630903","0.177559893571612"
"Sonstige Nichterwerbspersonen","1986","Hessen","154","0.119192451328387","0.0995473245615573","0.138837578095218"
"Sonstige Nichterwerbspersonen","1986","Rheinland-Pfalz,Saarland","146","0.181543997659906","0.154299830429666","0.208788164890147"
"Sonstige Nichterwerbspersonen","1986","Baden-Württemberg","290","0.12771202139865","0.113029059610424","0.142394983186875"
"Sonstige Nichterwerbspersonen","1986","Bayern","257","0.137474603948597","0.121437128865457","0.153512079031737"
"Sonstige Nichterwerbspersonen","1986","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1986","Berlin","36","0.0660199485439199","0.0400791613937897","0.0919607356940501"
"Sonstige Nichterwerbspersonen","1986","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1986","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1986","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1986","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1986","Thüringen","","","",""
"Beamte","1986","Schleswig-Holstein","","","",""
"Beamte","1986","Hamburg","","","",""
"Beamte","1986","Niedersachsen","54","0.0493061228039266","0.0365463981557699","0.0620658474520833"
"Beamte","1986","Bremen","","","",""
"Beamte","1986","Nordrhein-Westfalen","127","0.0485721237959156","0.0406783741408455","0.0564658734509857"
"Beamte","1986","Hessen","35","0.0411748852096323","0.0291279702424594","0.0532218001768052"
"Beamte","1986","Rheinland-Pfalz,Saarland","34","0.0452010882972892","0.0305180705251249","0.0598841060694535"
"Beamte","1986","Baden-Württemberg","70","0.0445515590237482","0.035475382861795","0.0536277351857014"
"Beamte","1986","Bayern","86","0.0499612752928077","0.039814542535275","0.0601080080503404"
"Beamte","1986","Saarland","","","",""
"Beamte","1986","Berlin","","","",""
"Beamte","1986","Brandenburg","","","",""
"Beamte","1986","Mecklenburg-Vorpommern","","","",""
"Beamte","1986","Sachsen","","","",""
"Beamte","1986","Sachsen-Anhalt","","","",""
"Beamte","1986","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1987","Schleswig-Holstein","55","0.148104157008947","0.109367360371246","0.186840953646649"
"Angestellte, einfache Tätigkeiten","1987","Hamburg","44","0.126881042491625","0.0834871159431152","0.170274969040135"
"Angestellte, einfache Tätigkeiten","1987","Niedersachsen","189","0.133526993602756","0.113462619878915","0.153591367326597"
"Angestellte, einfache Tätigkeiten","1987","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1987","Nordrhein-Westfalen","557","0.142428267777583","0.12952695578694","0.155329579768226"
"Angestellte, einfache Tätigkeiten","1987","Hessen","264","0.167103662032832","0.144591856875507","0.189615467190156"
"Angestellte, einfache Tätigkeiten","1987","Rheinland-Pfalz,Saarland","135","0.143089550032747","0.118243491697207","0.167935608368286"
"Angestellte, einfache Tätigkeiten","1987","Baden-Württemberg","554","0.195213284722901","0.177661311124076","0.212765258321726"
"Angestellte, einfache Tätigkeiten","1987","Bayern","389","0.174651870692998","0.15670389969151","0.192599841694486"
"Angestellte, einfache Tätigkeiten","1987","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1987","Berlin","81","0.189076663170248","0.148739749116342","0.229413577224155"
"Angestellte, einfache Tätigkeiten","1987","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1987","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1987","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1987","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1987","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Schleswig-Holstein","87","0.27056511569236","0.222117099877667","0.319013131507053"
"Angestellte, qualifizierte Tätigkeiten","1987","Hamburg","59","0.287371581434273","0.228372214847295","0.34637094802125"
"Angestellte, qualifizierte Tätigkeiten","1987","Niedersachsen","249","0.224102987624075","0.199505575522292","0.248700399725857"
"Angestellte, qualifizierte Tätigkeiten","1987","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Nordrhein-Westfalen","649","0.248669825857399","0.232713697781293","0.264625953933505"
"Angestellte, qualifizierte Tätigkeiten","1987","Hessen","247","0.242343207990869","0.216486481123452","0.268199934858287"
"Angestellte, qualifizierte Tätigkeiten","1987","Rheinland-Pfalz,Saarland","177","0.215763225329127","0.186575642083228","0.244950808575026"
"Angestellte, qualifizierte Tätigkeiten","1987","Baden-Württemberg","461","0.26045216540599","0.241017458556609","0.27988687225537"
"Angestellte, qualifizierte Tätigkeiten","1987","Bayern","445","0.255949518950575","0.235320027958927","0.276579009942223"
"Angestellte, qualifizierte Tätigkeiten","1987","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Berlin","101","0.269040375653145","0.223357942177436","0.314722809128855"
"Angestellte, qualifizierte Tätigkeiten","1987","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Thüringen","","","",""
"Selbstständige/ManagerInnen","1987","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1987","Hamburg","","","",""
"Selbstständige/ManagerInnen","1987","Niedersachsen","75","0.0628742180025094","0.0485556760689337","0.0771927599360851"
"Selbstständige/ManagerInnen","1987","Bremen","","","",""
"Selbstständige/ManagerInnen","1987","Nordrhein-Westfalen","147","0.0519330703189053","0.043741973646178","0.0601241669916326"
"Selbstständige/ManagerInnen","1987","Hessen","54","0.0517959798309871","0.0384232280379238","0.0651687316240505"
"Selbstständige/ManagerInnen","1987","Rheinland-Pfalz,Saarland","35","0.0521756676352732","0.03639651212524","0.0679548231453064"
"Selbstständige/ManagerInnen","1987","Baden-Württemberg","101","0.0604393192294692","0.0498868748447758","0.0709917636141626"
"Selbstständige/ManagerInnen","1987","Bayern","119","0.0742613781580129","0.0618666830996405","0.0866560732163853"
"Selbstständige/ManagerInnen","1987","Saarland","","","",""
"Selbstständige/ManagerInnen","1987","Berlin","","","",""
"Selbstständige/ManagerInnen","1987","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1987","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1987","Sachsen","","","",""
"Selbstständige/ManagerInnen","1987","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1987","Thüringen","","","",""
"In Ausbildung","1987","Schleswig-Holstein","","","",""
"In Ausbildung","1987","Hamburg","","","",""
"In Ausbildung","1987","Niedersachsen","139","0.105187348156465","0.087090149009673","0.123284547303258"
"In Ausbildung","1987","Bremen","","","",""
"In Ausbildung","1987","Nordrhein-Westfalen","329","0.0946192923507166","0.08381475888626","0.105423825815173"
"In Ausbildung","1987","Hessen","105","0.0889702639905461","0.0717907617232816","0.106149766257811"
"In Ausbildung","1987","Rheinland-Pfalz,Saarland","73","0.0831099536856362","0.0635228162222048","0.102697091149068"
"In Ausbildung","1987","Baden-Württemberg","191","0.0826031419618803","0.0704130275817679","0.0947932563419926"
"In Ausbildung","1987","Bayern","161","0.0684195722368082","0.0564848996884824","0.080354244785134"
"In Ausbildung","1987","Saarland","","","",""
"In Ausbildung","1987","Berlin","32","0.065668525651483","0.0401519184523523","0.0911851328506138"
"In Ausbildung","1987","Brandenburg","","","",""
"In Ausbildung","1987","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1987","Sachsen","","","",""
"In Ausbildung","1987","Sachsen-Anhalt","","","",""
"In Ausbildung","1987","Thüringen","","","",""
"In Rente oder Pension","1987","Schleswig-Holstein","53","0.230161630752087","0.184256305456043","0.276066956048132"
"In Rente oder Pension","1987","Hamburg","46","0.307565687758136","0.247399554197396","0.367731821318877"
"In Rente oder Pension","1987","Niedersachsen","178","0.239467856191795","0.21429421982399","0.2646414925596"
"In Rente oder Pension","1987","Bremen","32","0.474156262468631","0.376289056543778","0.572023468393484"
"In Rente oder Pension","1987","Nordrhein-Westfalen","365","0.213861264345212","0.198725086703543","0.228997441986881"
"In Rente oder Pension","1987","Hessen","152","0.251257854599435","0.225085196943561","0.277430512255309"
"In Rente oder Pension","1987","Rheinland-Pfalz,Saarland","139","0.257493166076362","0.226467657928828","0.288518674223896"
"In Rente oder Pension","1987","Baden-Württemberg","226","0.20019149348866","0.182472188139397","0.217910798837923"
"In Rente oder Pension","1987","Bayern","239","0.216138399004531","0.196680505913827","0.235596292095236"
"In Rente oder Pension","1987","Saarland","","","",""
"In Rente oder Pension","1987","Berlin","57","0.287733953322462","0.241099114161983","0.33436879248294"
"In Rente oder Pension","1987","Brandenburg","","","",""
"In Rente oder Pension","1987","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1987","Sachsen","","","",""
"In Rente oder Pension","1987","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1987","Thüringen","","","",""
"Arbeitslose","1987","Schleswig-Holstein","","","",""
"Arbeitslose","1987","Hamburg","","","",""
"Arbeitslose","1987","Niedersachsen","53","0.0424476591428209","0.0305551994511749","0.0543401188344669"
"Arbeitslose","1987","Bremen","","","",""
"Arbeitslose","1987","Nordrhein-Westfalen","141","0.0428029002122359","0.0353308834334344","0.0502749169910374"
"Arbeitslose","1987","Hessen","44","0.0286697213580726","0.0186000091019146","0.0387394336142306"
"Arbeitslose","1987","Rheinland-Pfalz,Saarland","33","0.0394823986317365","0.0256645557425308","0.0533002415209423"
"Arbeitslose","1987","Baden-Württemberg","66","0.0225944614869025","0.0160138042839874","0.0291751186898176"
"Arbeitslose","1987","Bayern","64","0.0341882361059288","0.0255982048231568","0.0427782673887007"
"Arbeitslose","1987","Saarland","","","",""
"Arbeitslose","1987","Berlin","","","",""
"Arbeitslose","1987","Brandenburg","","","",""
"Arbeitslose","1987","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1987","Sachsen","","","",""
"Arbeitslose","1987","Sachsen-Anhalt","","","",""
"Arbeitslose","1987","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1987","Schleswig-Holstein","44","0.132715537157849","0.0957166639827335","0.169714410332965"
"Sonstige Nichterwerbspersonen","1987","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1987","Niedersachsen","165","0.140461530053821","0.119965256382158","0.160957803725484"
"Sonstige Nichterwerbspersonen","1987","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1987","Nordrhein-Westfalen","500","0.156361714973735","0.142954335370683","0.169769094576787"
"Sonstige Nichterwerbspersonen","1987","Hessen","153","0.126755943804618","0.106680098202444","0.146831789406792"
"Sonstige Nichterwerbspersonen","1987","Rheinland-Pfalz,Saarland","141","0.169579369553971","0.14295242124356","0.196206317864383"
"Sonstige Nichterwerbspersonen","1987","Baden-Württemberg","286","0.130840022975362","0.115906886342167","0.145773159608557"
"Sonstige Nichterwerbspersonen","1987","Bayern","224","0.127041349216319","0.111298637670407","0.142784060762231"
"Sonstige Nichterwerbspersonen","1987","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1987","Berlin","38","0.0658517749154368","0.0403020961131068","0.0914014537177668"
"Sonstige Nichterwerbspersonen","1987","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1987","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1987","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1987","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1987","Thüringen","","","",""
"Beamte","1987","Schleswig-Holstein","","","",""
"Beamte","1987","Hamburg","","","",""
"Beamte","1987","Niedersachsen","56","0.0519314072257577","0.0388426479688145","0.0650201664827008"
"Beamte","1987","Bremen","","","",""
"Beamte","1987","Nordrhein-Westfalen","131","0.0493236641642142","0.0413300246177386","0.0573173037106898"
"Beamte","1987","Hessen","36","0.0431033663926396","0.0308484608097922","0.0553582719754871"
"Beamte","1987","Rheinland-Pfalz,Saarland","30","0.0393066690551472","0.0255183497824288","0.0530949883278655"
"Beamte","1987","Baden-Württemberg","74","0.0476661107288355","0.0382313617157867","0.0571008597418843"
"Beamte","1987","Bayern","78","0.0493496756348263","0.0391105539508711","0.0595887973187816"
"Beamte","1987","Saarland","","","",""
"Beamte","1987","Berlin","","","",""
"Beamte","1987","Brandenburg","","","",""
"Beamte","1987","Mecklenburg-Vorpommern","","","",""
"Beamte","1987","Sachsen","","","",""
"Beamte","1987","Sachsen-Anhalt","","","",""
"Beamte","1987","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1988","Schleswig-Holstein","49","0.12368129031317","0.087778361695419","0.159584218930921"
"Angestellte, einfache Tätigkeiten","1988","Hamburg","35","0.113017292042474","0.0692469351779151","0.156787648907033"
"Angestellte, einfache Tätigkeiten","1988","Niedersachsen","173","0.135367628492422","0.114644853754488","0.156090403230356"
"Angestellte, einfache Tätigkeiten","1988","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1988","Nordrhein-Westfalen","513","0.132930665256887","0.120093954357372","0.145767376156403"
"Angestellte, einfache Tätigkeiten","1988","Hessen","228","0.153495781769079","0.131176664395704","0.175814899142455"
"Angestellte, einfache Tätigkeiten","1988","Rheinland-Pfalz,Saarland","134","0.141889883404945","0.116697945680067","0.167081821129822"
"Angestellte, einfache Tätigkeiten","1988","Baden-Württemberg","503","0.175464471981115","0.158279945679633","0.192648998282598"
"Angestellte, einfache Tätigkeiten","1988","Bayern","343","0.154931911130666","0.137424977283201","0.172438844978131"
"Angestellte, einfache Tätigkeiten","1988","Saarland","","","",""
