year,bula_h,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.78952,72,72,0.69469,0.88434
2021,Baden-Wuerttemberg,Urban regions,Yes,0.74153,583,816,0.71147,0.77159
2021,Baden-Wuerttemberg,Urban regions,No,0.25847,233,816,0.22841,0.28853
2021,Baden-Wuerttemberg,Rural regions,Yes,0.77560,80,116,0.69935,0.85185
2021,Baden-Wuerttemberg,Rural regions,No,0.22440,36,116,0.14815,0.30065
2021,Bavaria,Urban regions,Yes,0.68226,413,565,0.64383,0.72069
2021,Bavaria,Urban regions,No,0.31774,152,565,0.27931,0.35617
2021,Bavaria,Rural regions,Yes,0.68777,459,630,0.65155,0.72399
2021,Bavaria,Rural regions,No,0.31223,171,630,0.27601,0.34845
2021,Berlin,Urban regions,Yes,0.75502,222,313,0.70730,0.80274
2021,Berlin,Urban regions,No,0.24498,91,313,0.19726,0.29270
2021,Brandenburg,Rural regions,Yes,0.65091,148,220,0.58777,0.71404
2021,Brandenburg,Rural regions,No,0.34909,72,220,0.28596,0.41223
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.72521,81,81,0.62738,0.82303
2021,Saxony,Urban regions,Yes,0.67396,172,245,0.61514,0.73278
2021,Saxony,Urban regions,No,0.32604,73,245,0.26722,0.38486
2021,Saxony,Rural regions,Yes,0.68041,146,205,0.61642,0.74440
2021,Saxony,Rural regions,No,0.31959,59,205,0.25560,0.38358
2021,Saxony-Anhalt,Urban regions,Yes,0.80188,33,33,0.66378,0.93998
2021,Saxony-Anhalt,Rural regions,Yes,0.67848,120,171,0.60827,0.74869
2021,Saxony-Anhalt,Rural regions,No,0.32152,51,171,0.25131,0.39173
2021,Thuringa,Urban regions,Yes,0.77761,65,65,0.67572,0.87949
2021,Thuringa,Rural regions,Yes,0.63076,109,144,0.55166,0.70986
2021,Thuringa,Rural regions,No,0.36924,35,144,0.29014,0.44834
2022,Schleswig-Holstein,Urban regions,Yes,0.76368,110,154,0.69636,0.83099
2022,Schleswig-Holstein,Urban regions,No,0.23632,44,154,0.16901,0.30364
2022,Schleswig-Holstein,Rural regions,Yes,0.68293,188,260,0.62626,0.73960
2022,Schleswig-Holstein,Rural regions,No,0.31707,72,260,0.26040,0.37374
2022,Hamburg,Urban regions,Yes,0.74057,181,249,0.68602,0.79513
2022,Hamburg,Urban regions,No,0.25943,68,249,0.20487,0.31398
2022,Lower Saxony,Urban regions,Yes,0.72621,345,463,0.68555,0.76687
2022,Lower Saxony,Urban regions,No,0.27379,118,463,0.23313,0.31445
2022,Lower Saxony,Rural regions,Yes,0.74549,405,584,0.71013,0.78085
2022,Lower Saxony,Rural regions,No,0.25451,179,584,0.21915,0.28987
2022,Bremen,Urban regions,Yes,0.74107,60,92,0.65107,0.83107
2022,Bremen,Urban regions,No,0.25893,32,92,0.16893,0.34893
2022,North Rhine-Westphalia,Urban regions,Yes,0.72618,1789,2453,0.70853,0.74383
2022,North Rhine-Westphalia,Urban regions,No,0.27382,664,2453,0.25617,0.29147
2022,North Rhine-Westphalia,Rural regions,Yes,0.72857,43,43,0.59408,0.86307
2022,Hesse,Urban regions,Yes,0.76439,507,710,0.73315,0.79563
2022,Hesse,Urban regions,No,0.23561,203,710,0.20437,0.26685
2022,Hesse,Rural regions,Yes,0.69632,108,150,0.62248,0.77015
2022,Hesse,Rural regions,No,0.30368,42,150,0.22985,0.37752
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.69725,311,442,0.65437,0.74013
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30275,131,442,0.25987,0.34563
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.65747,91,128,0.57494,0.74001
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.34253,37,128,0.25999,0.42506
2022,Baden-Wuerttemberg,Urban regions,Yes,0.77236,1019,1383,0.75025,0.79446
2022,Baden-Wuerttemberg,Urban regions,No,0.22764,364,1383,0.20554,0.24975
2022,Baden-Wuerttemberg,Rural regions,Yes,0.76848,177,229,0.71373,0.82323
2022,Baden-Wuerttemberg,Rural regions,No,0.23152,52,229,0.17677,0.28627
2022,Bavaria,Urban regions,Yes,0.70118,822,1157,0.67479,0.72756
2022,Bavaria,Urban regions,No,0.29882,335,1157,0.27244,0.32521
2022,Bavaria,Rural regions,Yes,0.70461,693,958,0.67570,0.73351
2022,Bavaria,Rural regions,No,0.29539,265,958,0.26649,0.32430
2022,Berlin,Urban regions,Yes,0.68705,471,701,0.65270,0.72140
2022,Berlin,Urban regions,No,0.31295,230,701,0.27860,0.34730
2022,Brandenburg,Rural regions,Yes,0.64365,245,378,0.59531,0.69200
2022,Brandenburg,Rural regions,No,0.35635,133,378,0.30800,0.40469
2022,Mecklenburg-Western Pomerania,Urban regions,Yes,0.63095,32,32,0.46108,0.80082
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.73909,116,165,0.67188,0.80630
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.26091,49,165,0.19370,0.32812
2022,Saxony,Urban regions,Yes,0.69756,253,358,0.64991,0.74520
2022,Saxony,Urban regions,No,0.30244,105,358,0.25480,0.35009
2022,Saxony,Rural regions,Yes,0.71922,281,380,0.67398,0.76447
2022,Saxony,Rural regions,No,0.28078,99,380,0.23553,0.32602
2022,Saxony-Anhalt,Urban regions,Yes,0.74574,68,68,0.64147,0.85001
2022,Saxony-Anhalt,Rural regions,Yes,0.75320,222,310,0.70513,0.80127
2022,Saxony-Anhalt,Rural regions,No,0.24680,88,310,0.19873,0.29487
2022,Thuringa,Urban regions,Yes,0.73934,90,127,0.66268,0.81599
2022,Thuringa,Urban regions,No,0.26066,37,127,0.18401,0.33732
2022,Thuringa,Rural regions,Yes,0.70517,146,221,0.64491,0.76542
2022,Thuringa,Rural regions,No,0.29483,75,221,0.23458,0.35509
