year,bula_h,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,North Rhine-Westphalia,Lower Secondary Level,No,0.05949,46,128,0.01835,0.10063
2015,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21179,504,673,0.18090,0.24268
2015,North Rhine-Westphalia,Upper Secondary Level,No,0.06622,169,673,0.04742,0.08502
2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.35133,203,273,0.29459,0.40806
2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.14439,70,273,0.10262,0.18616
2015,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.32675,98,98,0.23341,0.42009
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35463,369,448,0.31028,0.39897
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.07570,79,448,0.05118,0.10023
2015,Hesse,Lower Secondary Level,Yes,0.15524,38,38,0.03856,0.27193
2015,Hesse,Upper Secondary Level,Yes,0.22783,195,290,0.17948,0.27619
2015,Hesse,Upper Secondary Level,No,0.14717,95,290,0.10632,0.18802
2015,Hesse,Post-secondary Non-tertiary Level,Yes,0.40761,64,64,0.28626,0.52895
2015,Hesse,First Stage of Tertiary Education,Yes,0.37074,32,32,0.20071,0.54077
2015,Hesse,Second Stage of Tertiary Education,Yes,0.38818,204,255,0.32824,0.44811
2015,Hesse,Second Stage of Tertiary Education,No,0.08229,51,255,0.04850,0.11609
2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.16356,42,42,0.05034,0.27678
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.22506,164,223,0.17012,0.27999
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.07759,59,223,0.04240,0.11278
2015,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.40017,46,46,0.25702,0.54332
2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.43351,41,41,0.27994,0.58709
2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.31303,84,84,0.21326,0.41279
2015,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.16782,69,69,0.07899,0.25664
2015,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.29437,414,515,0.25497,0.33377
2015,Baden-Wuerttemberg,Upper Secondary Level,No,0.06823,101,515,0.04643,0.09003
2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.39979,103,103,0.30472,0.49485
2015,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.41443,94,94,0.31431,0.51456
2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.40242,355,418,0.35535,0.44949
2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.05701,63,418,0.03475,0.07926
2015,Bavaria,Lower Secondary Level,Yes,0.16882,100,100,0.09503,0.24260
2015,Bavaria,Upper Secondary Level,Yes,0.28913,641,862,0.25885,0.31941
2015,Bavaria,Upper Secondary Level,No,0.10662,221,862,0.08600,0.12723
2015,Bavaria,Post-secondary Non-tertiary Level,Yes,0.30140,102,137,0.22427,0.37852
2015,Bavaria,Post-secondary Non-tertiary Level,No,0.08300,35,137,0.03663,0.12937
2015,Bavaria,First Stage of Tertiary Education,Yes,0.35098,102,102,0.25790,0.44407
2015,Bavaria,Second Stage of Tertiary Education,Yes,0.40735,395,493,0.36394,0.45077
2015,Bavaria,Second Stage of Tertiary Education,No,0.08214,98,493,0.05788,0.10640
2015,Berlin,Upper Secondary Level,Yes,0.23105,85,85,0.14091,0.32119
2015,Berlin,Second Stage of Tertiary Education,Yes,0.33682,125,125,0.25363,0.42000
2015,Brandenburg,Upper Secondary Level,Yes,0.20188,110,154,0.13828,0.26549
2015,Brandenburg,Upper Secondary Level,No,0.11394,44,154,0.06359,0.16429
2015,Brandenburg,Second Stage of Tertiary Education,Yes,0.29062,69,69,0.18270,0.39854
2015,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.20591,58,94,0.12372,0.28809
2015,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.11700,36,94,0.05168,0.18233
2015,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.30700,36,36,0.15419,0.45981
2015,Saxony,Upper Secondary Level,Yes,0.29401,219,303,0.24262,0.34539
2015,Saxony,Upper Secondary Level,No,0.11634,84,303,0.08018,0.15251
2015,Saxony,First Stage of Tertiary Education,Yes,0.35450,36,36,0.19602,0.51298
2015,Saxony,Second Stage of Tertiary Education,Yes,0.30338,121,163,0.23259,0.37418
2015,Saxony,Second Stage of Tertiary Education,No,0.12652,42,163,0.07533,0.17771
2015,Saxony-Anhalt,Upper Secondary Level,Yes,0.20911,111,160,0.14590,0.27232
2015,Saxony-Anhalt,Upper Secondary Level,No,0.11711,49,160,0.06712,0.16709
2015,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.24474,71,71,0.14402,0.34546
2015,Thuringa,Upper Secondary Level,Yes,0.23035,128,179,0.16849,0.29220
2015,Thuringa,Upper Secondary Level,No,0.08096,51,179,0.04089,0.12103
2015,Thuringa,Second Stage of Tertiary Education,Yes,0.33956,80,80,0.23513,0.44399
2016,Schleswig-Holstein,Upper Secondary Level,Yes,0.26780,100,132,0.19197,0.34363
2016,Schleswig-Holstein,Upper Secondary Level,No,0.10518,32,132,0.05265,0.15772
2016,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.30235,48,48,0.17104,0.43365
2016,Hamburg,Second Stage of Tertiary Education,Yes,0.22312,37,37,0.08711,0.35912
2016,Lower Saxony,Lower Secondary Level,Yes,0.10417,48,48,0.01684,0.19151
2016,Lower Saxony,Upper Secondary Level,Yes,0.31128,324,435,0.26772,0.35485
2016,Lower Saxony,Upper Secondary Level,No,0.11271,111,435,0.08296,0.14247
2016,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.43179,87,87,0.32710,0.53648
2016,Lower Saxony,First Stage of Tertiary Education,Yes,0.35691,37,37,0.20041,0.51341
2016,Lower Saxony,Second Stage of Tertiary Education,Yes,0.31494,187,228,0.25452,0.37537
2016,Lower Saxony,Second Stage of Tertiary Education,No,0.12109,41,228,0.07865,0.16353
2016,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13197,91,129,0.07334,0.19061
2016,North Rhine-Westphalia,Lower Secondary Level,No,0.04911,38,129,0.01167,0.08654
2016,North Rhine-Westphalia,Upper Secondary Level,Yes,0.23626,493,663,0.20390,0.26862
2016,North Rhine-Westphalia,Upper Secondary Level,No,0.06395,170,663,0.04531,0.08259
2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.37539,204,262,0.31665,0.43414
2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.11528,58,262,0.07653,0.15402
2016,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.35684,86,86,0.25500,0.45869
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.36535,351,448,0.32071,0.40999
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.07515,97,448,0.05071,0.09959
2016,Hesse,Lower Secondary Level,Yes,0.22418,34,34,0.08189,0.36647
2016,Hesse,Upper Secondary Level,Yes,0.27756,201,263,0.22334,0.33178
2016,Hesse,Upper Secondary Level,No,0.08549,62,263,0.05163,0.11935
2016,Hesse,Post-secondary Non-tertiary Level,Yes,0.41584,64,64,0.29414,0.53755
2016,Hesse,Second Stage of Tertiary Education,Yes,0.41061,194,241,0.34837,0.47285
2016,Hesse,Second Stage of Tertiary Education,No,0.07873,47,241,0.04466,0.11281
2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.08277,35,35,-0.00985,0.17538
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.23007,167,224,0.17483,0.28531
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.11051,57,224,0.06936,0.15166
2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.38319,48,48,0.24420,0.52218
2016,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.56467,40,40,0.40907,0.72028
2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.34093,86,86,0.24015,0.44170
2016,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.17125,60,60,0.07512,0.26738
2016,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.31283,384,487,0.27160,0.35405
2016,Baden-Wuerttemberg,Upper Secondary Level,No,0.09578,103,487,0.06961,0.12194
2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.34143,99,136,0.26144,0.42142
2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.11013,37,136,0.05732,0.16293
2016,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.47820,84,84,0.37073,0.58567
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.41006,324,398,0.36168,0.45844
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.07627,74,398,0.05016,0.10238
2016,Bavaria,Lower Secondary Level,Yes,0.13253,62,95,0.06399,0.20108
2016,Bavaria,Lower Secondary Level,No,0.08893,33,95,0.03139,0.14647
2016,Bavaria,Upper Secondary Level,Yes,0.29922,583,788,0.26722,0.33121
2016,Bavaria,Upper Secondary Level,No,0.10111,205,788,0.08005,0.12218
2016,Bavaria,Post-secondary Non-tertiary Level,Yes,0.37721,101,132,0.29421,0.46021
2016,Bavaria,Post-secondary Non-tertiary Level,No,0.09811,31,132,0.04717,0.14904
2016,Bavaria,First Stage of Tertiary Education,Yes,0.37338,93,93,0.27454,0.47222
2016,Bavaria,Second Stage of Tertiary Education,Yes,0.40400,335,424,0.35724,0.45076
2016,Bavaria,Second Stage of Tertiary Education,No,0.07376,89,424,0.04886,0.09867
2016,Berlin,Upper Secondary Level,Yes,0.23070,75,75,0.13472,0.32669
2016,Berlin,Second Stage of Tertiary Education,Yes,0.39680,135,135,0.31397,0.47964
2016,Brandenburg,Upper Secondary Level,Yes,0.18792,97,138,0.12251,0.25334
2016,Brandenburg,Upper Secondary Level,No,0.11820,41,138,0.06413,0.17226
2016,Brandenburg,Second Stage of Tertiary Education,Yes,0.35495,78,78,0.24807,0.46182
2016,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.24171,63,94,0.15470,0.32873
2016,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.09910,31,94,0.03837,0.15982
2016,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.29296,39,39,0.14825,0.43767
2016,Saxony,Upper Secondary Level,Yes,0.26639,205,295,0.21586,0.31693
2016,Saxony,Upper Secondary Level,No,0.12983,90,295,0.09141,0.16825
2016,Saxony,Post-secondary Non-tertiary Level,Yes,0.57789,34,34,0.40937,0.74640
2016,Saxony,First Stage of Tertiary Education,Yes,0.42296,35,35,0.25690,0.58902
2016,Saxony,Second Stage of Tertiary Education,Yes,0.33905,117,158,0.26500,0.41310
2016,Saxony,Second Stage of Tertiary Education,No,0.09458,41,158,0.04880,0.14035
2016,Saxony-Anhalt,Upper Secondary Level,Yes,0.19868,109,147,0.13396,0.26341
2016,Saxony-Anhalt,Upper Secondary Level,No,0.07852,38,147,0.03489,0.12215
2016,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.27476,69,69,0.16866,0.38086
2016,Thuringa,Upper Secondary Level,Yes,0.24326,131,179,0.18023,0.30629
2016,Thuringa,Upper Secondary Level,No,0.10955,48,179,0.06367,0.15544
2016,Thuringa,Second Stage of Tertiary Education,Yes,0.29786,72,72,0.19148,0.40423
2017,Schleswig-Holstein,Upper Secondary Level,Yes,0.23377,124,158,0.16757,0.29997
2017,Schleswig-Holstein,Upper Secondary Level,No,0.08468,34,158,0.04113,0.12824
2017,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.28412,31,31,0.12274,0.44551
2017,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.35182,78,78,0.24516,0.45849
2017,Hamburg,Second Stage of Tertiary Education,Yes,0.26764,44,44,0.13531,0.39997
2017,Lower Saxony,Lower Secondary Level,Yes,0.12987,55,55,0.04021,0.21953
2017,Lower Saxony,Upper Secondary Level,Yes,0.25491,334,462,0.21513,0.29470
2017,Lower Saxony,Upper Secondary Level,No,0.10151,128,462,0.07394,0.12908
2017,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.40760,93,93,0.30719,0.50801
2017,Lower Saxony,First Stage of Tertiary Education,Yes,0.47163,59,59,0.34316,0.60011
2017,Lower Saxony,Second Stage of Tertiary Education,Yes,0.34952,209,250,0.29030,0.40875
2017,Lower Saxony,Second Stage of Tertiary Education,No,0.05922,41,250,0.02990,0.08854
2017,North Rhine-Westphalia,Lower Secondary Level,Yes,0.10671,93,136,0.05463,0.15879
2017,North Rhine-Westphalia,Lower Secondary Level,No,0.04329,43,136,0.00896,0.07762
2017,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21369,514,715,0.18362,0.24375
2017,North Rhine-Westphalia,Upper Secondary Level,No,0.07664,201,715,0.05713,0.09615
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.34458,212,284,0.28921,0.39995
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.12672,72,284,0.08796,0.16547
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.26934,76,76,0.16894,0.36974
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.33353,374,463,0.29053,0.37652
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.08407,89,463,0.05877,0.10937
2017,Hesse,Lower Secondary Level,Yes,0.16846,34,34,0.04076,0.29617
2017,Hesse,Upper Secondary Level,Yes,0.26876,225,286,0.21729,0.32023
2017,Hesse,Upper Secondary Level,No,0.07757,61,286,0.04652,0.10863
2017,Hesse,Post-secondary Non-tertiary Level,Yes,0.30427,53,53,0.17921,0.42932
2017,Hesse,First Stage of Tertiary Education,Yes,0.30160,33,33,0.14258,0.46062
2017,Hesse,Second Stage of Tertiary Education,Yes,0.39583,204,248,0.33484,0.45681
2017,Hesse,Second Stage of Tertiary Education,No,0.06595,44,248,0.03500,0.09690
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.24898,185,256,0.19591,0.30206
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.07487,71,256,0.04257,0.10717
2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.38917,47,47,0.24827,0.53007
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.33476,97,97,0.24036,0.42916
2017,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.14747,67,67,0.06193,0.23302
2017,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.29176,408,524,0.25280,0.33071
2017,Baden-Wuerttemberg,Upper Secondary Level,No,0.08422,116,524,0.06042,0.10802
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.35731,102,135,0.27618,0.43845
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.09185,33,135,0.04295,0.14076
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.39675,81,81,0.28954,0.50395
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.39035,370,439,0.34466,0.43603
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.08117,69,439,0.05560,0.10675
2017,Bavaria,Lower Secondary Level,Yes,0.12184,74,110,0.06043,0.18325
2017,Bavaria,Lower Secondary Level,No,0.08601,36,110,0.03338,0.13865
2017,Bavaria,Upper Secondary Level,Yes,0.26725,577,808,0.23672,0.29778
2017,Bavaria,Upper Secondary Level,No,0.10768,231,808,0.08629,0.12906
2017,Bavaria,Post-secondary Non-tertiary Level,Yes,0.31809,104,142,0.24121,0.39496
2017,Bavaria,Post-secondary Non-tertiary Level,No,0.14102,38,142,0.08357,0.19847
2017,Bavaria,First Stage of Tertiary Education,Yes,0.42567,103,103,0.32972,0.52163
2017,Bavaria,Second Stage of Tertiary Education,Yes,0.37944,391,482,0.33608,0.42281
2017,Bavaria,Second Stage of Tertiary Education,No,0.07764,91,482,0.05373,0.10156
2017,Berlin,Upper Secondary Level,Yes,0.18951,82,82,0.10416,0.27486
2017,Berlin,Second Stage of Tertiary Education,Yes,0.37418,126,126,0.28935,0.45901
2017,Brandenburg,Upper Secondary Level,Yes,0.21467,107,153,0.14940,0.27995
2017,Brandenburg,Upper Secondary Level,No,0.08183,46,153,0.03826,0.12541
2017,Brandenburg,Second Stage of Tertiary Education,Yes,0.31385,72,72,0.20590,0.42179
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.26963,70,102,0.18308,0.35618
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.10299,32,102,0.04371,0.16227
2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.26915,37,37,0.12427,0.41403
2017,Saxony,Upper Secondary Level,Yes,0.30826,243,344,0.25939,0.35713
2017,Saxony,Upper Secondary Level,No,0.10430,101,344,0.07196,0.13665
2017,Saxony,Post-secondary Non-tertiary Level,Yes,0.49067,35,35,0.32263,0.65871
2017,Saxony,First Stage of Tertiary Education,Yes,0.37405,34,34,0.20895,0.53914
2017,Saxony,Second Stage of Tertiary Education,Yes,0.30580,120,169,0.23613,0.37547
2017,Saxony,Second Stage of Tertiary Education,No,0.09837,49,169,0.05334,0.14340
2017,Saxony-Anhalt,Upper Secondary Level,Yes,0.20232,121,156,0.13907,0.26556
2017,Saxony-Anhalt,Upper Secondary Level,No,0.06777,35,156,0.02820,0.10734
2017,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.24768,68,68,0.14431,0.35104
2017,Thuringa,Upper Secondary Level,Yes,0.22645,132,198,0.16801,0.28490
2017,Thuringa,Upper Secondary Level,No,0.11172,66,198,0.06773,0.15571
2017,Thuringa,Second Stage of Tertiary Education,Yes,0.36378,80,80,0.25770,0.46987
2018,Schleswig-Holstein,Upper Secondary Level,Yes,0.27553,123,174,0.20895,0.34210
2018,Schleswig-Holstein,Upper Secondary Level,No,0.08825,51,174,0.04598,0.13052
2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.34660,31,31,0.17631,0.51690
2018,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.34342,77,77,0.23666,0.45017
2018,Hamburg,Upper Secondary Level,Yes,0.23806,35,35,0.09490,0.38122
2018,Hamburg,Second Stage of Tertiary Education,Yes,0.19767,48,48,0.08381,0.31152
2018,Lower Saxony,Lower Secondary Level,Yes,0.16874,62,62,0.07475,0.26273
2018,Lower Saxony,Upper Secondary Level,Yes,0.28112,323,460,0.24000,0.32225
2018,Lower Saxony,Upper Secondary Level,No,0.12121,137,460,0.09135,0.15107
2018,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.37244,92,92,0.27311,0.47177
2018,Lower Saxony,First Stage of Tertiary Education,Yes,0.48014,52,52,0.34302,0.61726
2018,Lower Saxony,Second Stage of Tertiary Education,Yes,0.33548,205,279,0.27997,0.39098
2018,Lower Saxony,Second Stage of Tertiary Education,No,0.12512,74,279,0.08623,0.16402
2018,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14969,105,148,0.09201,0.20736
2018,North Rhine-Westphalia,Lower Secondary Level,No,0.05877,43,148,0.02075,0.09679
2018,North Rhine-Westphalia,Upper Secondary Level,Yes,0.23134,557,770,0.20154,0.26115
2018,North Rhine-Westphalia,Upper Secondary Level,No,0.08780,213,770,0.06780,0.10780
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.38258,221,292,0.32674,0.43843
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.09874,71,292,0.06447,0.13302
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.27845,83,83,0.18143,0.37546
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.37638,397,522,0.33478,0.41798
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.09123,125,522,0.06651,0.11596
2018,Hesse,Lower Secondary Level,Yes,0.15949,34,34,0.03457,0.28441
2018,Hesse,Upper Secondary Level,Yes,0.29297,211,288,0.24031,0.34562
2018,Hesse,Upper Secondary Level,No,0.09530,77,288,0.06133,0.12927
2018,Hesse,Post-secondary Non-tertiary Level,Yes,0.37711,56,56,0.24902,0.50520
2018,Hesse,Second Stage of Tertiary Education,Yes,0.36598,193,253,0.30650,0.42545
2018,Hesse,Second Stage of Tertiary Education,No,0.14103,60,253,0.09806,0.18400
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.23269,178,254,0.18062,0.28476
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.09833,76,254,0.06164,0.13502
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.46537,53,53,0.32980,0.60095
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.32962,106,140,0.25147,0.40777
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.12235,34,140,0.06788,0.17683
2018,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.17087,64,64,0.07792,0.26381
2018,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.36730,409,525,0.32602,0.40858
2018,Baden-Wuerttemberg,Upper Secondary Level,No,0.08332,116,525,0.05965,0.10698
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.34361,93,126,0.26035,0.42686
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.10553,33,126,0.05167,0.15940
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.41774,76,76,0.30612,0.52936
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.41854,373,456,0.37322,0.46387
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.07811,83,456,0.05345,0.10276
2018,Bavaria,Lower Secondary Level,Yes,0.15018,67,107,0.08217,0.21819
2018,Bavaria,Lower Secondary Level,No,0.07632,40,107,0.02578,0.12687
2018,Bavaria,Upper Secondary Level,Yes,0.29438,588,824,0.26324,0.32552
2018,Bavaria,Upper Secondary Level,No,0.11003,236,824,0.08865,0.13141
2018,Bavaria,Post-secondary Non-tertiary Level,Yes,0.43146,106,150,0.35193,0.51099
2018,Bavaria,Post-secondary Non-tertiary Level,No,0.11992,44,150,0.06776,0.17208
2018,Bavaria,First Stage of Tertiary Education,Yes,0.44773,98,98,0.34877,0.54669
2018,Bavaria,Second Stage of Tertiary Education,Yes,0.41465,374,467,0.36992,0.45939
2018,Bavaria,Second Stage of Tertiary Education,No,0.08816,93,467,0.06242,0.11390
2018,Berlin,Upper Secondary Level,Yes,0.17985,77,77,0.09350,0.26620
2018,Berlin,Second Stage of Tertiary Education,Yes,0.38576,134,181,0.31465,0.45687
2018,Berlin,Second Stage of Tertiary Education,No,0.10194,47,181,0.05774,0.14614
2018,Brandenburg,Upper Secondary Level,Yes,0.21162,111,167,0.14948,0.27375
2018,Brandenburg,Upper Secondary Level,No,0.11590,56,167,0.06720,0.16460
2018,Brandenburg,Post-secondary Non-tertiary Level,Yes,0.42460,33,33,0.25334,0.59586
2018,Brandenburg,Second Stage of Tertiary Education,Yes,0.29560,66,66,0.18467,0.40653
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.28681,76,76,0.18445,0.38917
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.25654,36,36,0.11185,0.40122
2018,Saxony,Upper Secondary Level,Yes,0.28777,231,357,0.24074,0.33480
2018,Saxony,Upper Secondary Level,No,0.14135,126,357,0.10516,0.17754
2018,Saxony,Post-secondary Non-tertiary Level,Yes,0.54522,35,35,0.37784,0.71260
2018,Saxony,First Stage of Tertiary Education,Yes,0.38591,41,41,0.23505,0.53678
2018,Saxony,Second Stage of Tertiary Education,Yes,0.33248,120,181,0.26365,0.40130
2018,Saxony,Second Stage of Tertiary Education,No,0.13174,61,181,0.08233,0.18115
2018,Saxony-Anhalt,Upper Secondary Level,Yes,0.22072,125,163,0.15685,0.28459
2018,Saxony-Anhalt,Upper Secondary Level,No,0.05851,38,163,0.02237,0.09466
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.22080,61,61,0.11585,0.32576
2018,Thuringa,Upper Secondary Level,Yes,0.25394,137,201,0.19362,0.31427
2018,Thuringa,Upper Secondary Level,No,0.12550,64,201,0.07959,0.17141
2018,Thuringa,Second Stage of Tertiary Education,Yes,0.34877,73,73,0.23868,0.45885
2019,Schleswig-Holstein,Upper Secondary Level,Yes,0.29700,110,150,0.22363,0.37037
2019,Schleswig-Holstein,Upper Secondary Level,No,0.09315,40,150,0.04649,0.13982
2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.33913,33,33,0.17510,0.50316
2019,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.39485,78,78,0.28566,0.50403
2019,Hamburg,Upper Secondary Level,Yes,0.19296,31,31,0.05175,0.33417
2019,Hamburg,Second Stage of Tertiary Education,Yes,0.35182,47,47,0.21382,0.48983
2019,Lower Saxony,Lower Secondary Level,Yes,0.12140,42,42,0.02143,0.22137
2019,Lower Saxony,Upper Secondary Level,Yes,0.29719,299,393,0.25195,0.34243
2019,Lower Saxony,Upper Secondary Level,No,0.07448,94,393,0.04849,0.10047
2019,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.35414,77,77,0.24661,0.46166
2019,Lower Saxony,First Stage of Tertiary Education,Yes,0.37075,48,48,0.23266,0.50884
2019,Lower Saxony,Second Stage of Tertiary Education,Yes,0.35304,212,260,0.29484,0.41125
2019,Lower Saxony,Second Stage of Tertiary Education,No,0.07306,48,260,0.04137,0.10476
2019,North Rhine-Westphalia,Lower Secondary Level,Yes,0.15297,96,136,0.09225,0.21369
2019,North Rhine-Westphalia,Lower Secondary Level,No,0.04997,40,136,0.01321,0.08672
2019,North Rhine-Westphalia,Upper Secondary Level,Yes,0.23020,501,670,0.19830,0.26210
2019,North Rhine-Westphalia,Upper Secondary Level,No,0.06610,169,670,0.04727,0.08493
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.39315,210,259,0.33354,0.45275
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.07800,49,259,0.04527,0.11072
2019,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.30713,82,82,0.20667,0.40759
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.34144,382,490,0.29941,0.38347
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.07904,108,490,0.05513,0.10295
2019,Hesse,Lower Secondary Level,Yes,0.19426,32,32,0.05499,0.33353
2019,Hesse,Upper Secondary Level,Yes,0.26513,191,258,0.21116,0.31909
2019,Hesse,Upper Secondary Level,No,0.10704,67,258,0.06924,0.14484
2019,Hesse,Post-secondary Non-tertiary Level,Yes,0.40690,56,56,0.27707,0.53674
2019,Hesse,First Stage of Tertiary Education,Yes,0.39556,32,32,0.22343,0.56770
2019,Hesse,Second Stage of Tertiary Education,Yes,0.41357,189,240,0.35113,0.47601
2019,Hesse,Second Stage of Tertiary Education,No,0.10130,51,240,0.06305,0.13955
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.16784,37,37,0.04576,0.28993
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.19734,153,220,0.14463,0.25006
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.11482,67,220,0.07260,0.15704
