year,bula_h,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Bavaria,Lower Secondary Level,Yes,0.11733,62,62,0.03657,0.19808
2011,Bavaria,Upper Secondary Level,Yes,0.27708,680,929,0.24828,0.30587
2011,Bavaria,Upper Secondary Level,No,0.11843,249,929,0.09764,0.13922
2011,Bavaria,Post-secondary Non-tertiary Level,Yes,0.31018,81,81,0.20882,0.41155
2011,Bavaria,First Stage of Tertiary Education,Yes,0.39318,122,122,0.30614,0.48021
2011,Bavaria,Second Stage of Tertiary Education,Yes,0.39463,331,405,0.34697,0.44229
2011,Bavaria,Second Stage of Tertiary Education,No,0.07553,74,405,0.04976,0.10129
2011,Berlin,Upper Secondary Level,Yes,0.19446,84,84,0.10931,0.27961
2011,Berlin,Second Stage of Tertiary Education,Yes,0.33676,126,161,0.26353,0.40999
2011,Berlin,Second Stage of Tertiary Education,No,0.07273,35,161,0.03249,0.11297
2011,Brandenburg,Upper Secondary Level,Yes,0.25521,127,189,0.19289,0.31753
2011,Brandenburg,Upper Secondary Level,No,0.10278,62,189,0.05937,0.14619
2011,Brandenburg,Second Stage of Tertiary Education,Yes,0.24307,84,115,0.16433,0.32181
2011,Brandenburg,Second Stage of Tertiary Education,No,0.10729,31,115,0.05048,0.16410
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.19108,74,119,0.12014,0.26201
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.13891,45,119,0.07651,0.20132
2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.27568,40,40,0.13544,0.41593
2011,Saxony,Upper Secondary Level,Yes,0.27123,254,369,0.22581,0.31666
2011,Saxony,Upper Secondary Level,No,0.09540,115,369,0.06538,0.12541
2011,Saxony,Post-secondary Non-tertiary Level,Yes,0.47862,41,41,0.32381,0.63343
2011,Saxony,First Stage of Tertiary Education,Yes,0.26710,38,38,0.12454,0.40967
2011,Saxony,Second Stage of Tertiary Education,Yes,0.30130,153,212,0.23939,0.36321
2011,Saxony,Second Stage of Tertiary Education,No,0.15762,59,212,0.10845,0.20678
2011,Saxony-Anhalt,Upper Secondary Level,Yes,0.21472,124,197,0.15723,0.27220
2011,Saxony-Anhalt,Upper Secondary Level,No,0.12786,73,197,0.08111,0.17461
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.25504,87,87,0.16292,0.34717
2011,Thuringa,Upper Secondary Level,Yes,0.21071,153,228,0.15766,0.26376
2011,Thuringa,Upper Secondary Level,No,0.10799,75,228,0.06761,0.14837
2011,Thuringa,Second Stage of Tertiary Education,Yes,0.33283,83,115,0.24633,0.41933
2011,Thuringa,Second Stage of Tertiary Education,No,0.12788,32,115,0.06657,0.18918
2012,Schleswig-Holstein,Upper Secondary Level,Yes,0.26427,142,199,0.20285,0.32569
2012,Schleswig-Holstein,Upper Secondary Level,No,0.08449,57,199,0.04575,0.12323
2012,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.38134,33,33,0.21305,0.54964
2012,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.26739,60,60,0.15446,0.38033
2012,Hamburg,Upper Secondary Level,Yes,0.17863,38,38,0.05520,0.30205
2012,Hamburg,Second Stage of Tertiary Education,Yes,0.28368,40,40,0.14220,0.42515
2012,Lower Saxony,Upper Secondary Level,Yes,0.25769,343,488,0.21885,0.29654
2012,Lower Saxony,Upper Secondary Level,No,0.11924,145,488,0.09046,0.14802
2012,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.43378,67,67,0.31422,0.55335
2012,Lower Saxony,First Stage of Tertiary Education,Yes,0.38150,57,57,0.25427,0.50873
2012,Lower Saxony,Second Stage of Tertiary Education,Yes,0.36469,178,219,0.30080,0.42859
2012,Lower Saxony,Second Stage of Tertiary Education,No,0.07608,41,219,0.04088,0.11127
2012,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13653,96,140,0.07945,0.19361
2012,North Rhine-Westphalia,Lower Secondary Level,No,0.06986,44,140,0.02748,0.11224
2012,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21787,547,809,0.18941,0.24634
2012,North Rhine-Westphalia,Upper Secondary Level,No,0.09766,262,809,0.07719,0.11813
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.38169,191,267,0.32331,0.44007
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.15078,76,267,0.10778,0.19378
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.36928,115,115,0.28069,0.45788
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.32617,376,492,0.28470,0.36764
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.10752,116,492,0.08012,0.13492
2012,Hesse,Upper Secondary Level,Yes,0.23461,207,321,0.18818,0.28104
2012,Hesse,Upper Secondary Level,No,0.12223,114,321,0.08634,0.15812
2012,Hesse,Post-secondary Non-tertiary Level,Yes,0.44185,68,68,0.32293,0.56076
2012,Hesse,First Stage of Tertiary Education,Yes,0.30224,40,40,0.15811,0.44637
2012,Hesse,Second Stage of Tertiary Education,Yes,0.41863,201,264,0.35900,0.47825
2012,Hesse,Second Stage of Tertiary Education,No,0.11533,63,264,0.07672,0.15393
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.23031,173,277,0.18064,0.27998
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.14147,104,277,0.10035,0.18258
2012,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.53425,45,45,0.38686,0.68164
2012,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.27866,35,35,0.12796,0.42936
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.29744,76,115,0.21352,0.38135
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.12087,39,115,0.06103,0.18071
2012,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.17848,74,106,0.10524,0.25172
2012,Baden-Wuerttemberg,Lower Secondary Level,No,0.08057,32,106,0.02851,0.13264
2012,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.28112,445,604,0.24524,0.31700
2012,Baden-Wuerttemberg,Upper Secondary Level,No,0.09501,159,604,0.07160,0.11841
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.37722,88,88,0.27537,0.47907
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.43705,101,101,0.33983,0.53427
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.41903,319,396,0.37037,0.46768
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.10208,77,396,0.07222,0.13193
2012,Bavaria,Lower Secondary Level,Yes,0.13194,76,112,0.06898,0.19490
2012,Bavaria,Lower Secondary Level,No,0.06927,36,112,0.02203,0.11651
2012,Bavaria,Upper Secondary Level,Yes,0.27429,647,946,0.24584,0.30274
2012,Bavaria,Upper Secondary Level,No,0.12461,299,946,0.10356,0.14567
2012,Bavaria,Post-secondary Non-tertiary Level,Yes,0.32071,89,128,0.23953,0.40189
2012,Bavaria,Post-secondary Non-tertiary Level,No,0.13185,39,128,0.07301,0.19069
2012,Bavaria,First Stage of Tertiary Education,Yes,0.40146,117,117,0.31226,0.49067
2012,Bavaria,Second Stage of Tertiary Education,Yes,0.38651,325,416,0.33966,0.43336
2012,Bavaria,Second Stage of Tertiary Education,No,0.07048,91,416,0.04585,0.09510
2012,Berlin,Upper Secondary Level,Yes,0.19848,95,131,0.12991,0.26704
2012,Berlin,Upper Secondary Level,No,0.08887,36,131,0.03995,0.13779
2012,Berlin,Second Stage of Tertiary Education,Yes,0.38726,128,166,0.31294,0.46159
2012,Berlin,Second Stage of Tertiary Education,No,0.08904,38,166,0.04559,0.13250
2012,Brandenburg,Upper Secondary Level,Yes,0.22386,127,188,0.16412,0.28360
2012,Brandenburg,Upper Secondary Level,No,0.13307,61,188,0.08439,0.18175
2012,Brandenburg,Second Stage of Tertiary Education,Yes,0.23112,75,75,0.13507,0.32717
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.23693,80,126,0.16239,0.31147
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.14989,46,126,0.08731,0.21247
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.20188,33,33,0.06280,0.34096
2012,Saxony,Upper Secondary Level,Yes,0.25076,267,417,0.20911,0.29242
2012,Saxony,Upper Secondary Level,No,0.14668,150,417,0.11268,0.18068
2012,Saxony,Post-secondary Non-tertiary Level,Yes,0.57156,39,39,0.41422,0.72890
2012,Saxony,First Stage of Tertiary Education,Yes,0.31120,40,40,0.16589,0.45650
2012,Saxony,Second Stage of Tertiary Education,Yes,0.30557,155,202,0.24188,0.36925
2012,Saxony,Second Stage of Tertiary Education,No,0.08117,47,202,0.04342,0.11893
2012,Saxony-Anhalt,Upper Secondary Level,Yes,0.18975,127,186,0.13325,0.24626
2012,Saxony-Anhalt,Upper Secondary Level,No,0.11159,59,186,0.06622,0.15697
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.23142,80,80,0.13842,0.32442
2012,Thuringa,Upper Secondary Level,Yes,0.17548,134,217,0.12476,0.22621
2012,Thuringa,Upper Secondary Level,No,0.11802,83,217,0.07500,0.16105
2012,Thuringa,Second Stage of Tertiary Education,Yes,0.37305,85,85,0.26963,0.47647
2013,Schleswig-Holstein,Upper Secondary Level,Yes,0.24957,145,196,0.18883,0.31031
2013,Schleswig-Holstein,Upper Secondary Level,No,0.10002,51,196,0.05791,0.14213
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.32052,32,32,0.15624,0.48480
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.28599,64,64,0.17440,0.39758
2013,Hamburg,Upper Secondary Level,Yes,0.21755,49,49,0.10083,0.33427
2013,Hamburg,Second Stage of Tertiary Education,Yes,0.26344,37,37,0.11954,0.40734
2013,Lower Saxony,Lower Secondary Level,Yes,0.11673,60,100,0.05347,0.17998
2013,Lower Saxony,Lower Secondary Level,No,0.07253,40,100,0.02144,0.12362
2013,Lower Saxony,Upper Secondary Level,Yes,0.25228,357,530,0.21526,0.28929
2013,Lower Saxony,Upper Secondary Level,No,0.11126,173,530,0.08446,0.13806
2013,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.48693,82,82,0.37808,0.59578
2013,Lower Saxony,First Stage of Tertiary Education,Yes,0.38738,50,50,0.25098,0.52379
2013,Lower Saxony,Second Stage of Tertiary Education,Yes,0.34440,197,251,0.28550,0.40331
2013,Lower Saxony,Second Stage of Tertiary Education,No,0.11864,54,251,0.07856,0.15873
2013,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13180,139,195,0.08420,0.17940
2013,North Rhine-Westphalia,Lower Secondary Level,No,0.03503,56,195,0.00916,0.06091
2013,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21196,593,856,0.18456,0.23935
2013,North Rhine-Westphalia,Upper Secondary Level,No,0.09883,263,856,0.07883,0.11884
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.36112,237,332,0.30938,0.41287
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.14028,95,332,0.10287,0.17769
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.32797,105,136,0.24878,0.40717
2013,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.10023,31,136,0.04957,0.15088
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.31212,418,562,0.27378,0.35046
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.11954,144,562,0.09269,0.14638
2013,Hesse,Lower Secondary Level,Yes,0.11850,40,40,0.01707,0.21994
2013,Hesse,Upper Secondary Level,Yes,0.28254,258,358,0.23583,0.32924
2013,Hesse,Upper Secondary Level,No,0.09463,100,358,0.06427,0.12500
2013,Hesse,Post-secondary Non-tertiary Level,Yes,0.40333,69,69,0.28673,0.51994
2013,Hesse,First Stage of Tertiary Education,Yes,0.30008,37,37,0.15037,0.44979
2013,Hesse,Second Stage of Tertiary Education,Yes,0.32381,209,278,0.26871,0.37892
2013,Hesse,Second Stage of Tertiary Education,No,0.14695,69,278,0.10525,0.18864
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.07961,35,35,-0.01138,0.17060
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.22031,197,277,0.17141,0.26920
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.09115,80,277,0.05719,0.12511
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.33394,41,41,0.18778,0.48010
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.33999,37,37,0.18524,0.49473
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.34805,103,103,0.25560,0.44049
2013,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.16492,103,142,0.10366,0.22617
2013,Baden-Wuerttemberg,Lower Secondary Level,No,0.06997,39,142,0.02786,0.11207
2013,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.26478,458,641,0.23060,0.29897
2013,Baden-Wuerttemberg,Upper Secondary Level,No,0.09483,183,641,0.07213,0.11752
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.38413,112,147,0.30523,0.46302
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.11419,35,147,0.06260,0.16578
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.38602,94,94,0.28707,0.48497
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.40359,348,420,0.35662,0.45057
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.07301,72,420,0.04810,0.09792
2013,Bavaria,Lower Secondary Level,Yes,0.12148,79,120,0.06279,0.18018
2013,Bavaria,Lower Secondary Level,No,0.05185,41,120,0.01201,0.09168
2013,Bavaria,Upper Secondary Level,Yes,0.23793,660,945,0.21076,0.26509
2013,Bavaria,Upper Secondary Level,No,0.12481,285,945,0.10373,0.14590
2013,Bavaria,Post-secondary Non-tertiary Level,Yes,0.29577,113,147,0.22174,0.36980
2013,Bavaria,Post-secondary Non-tertiary Level,No,0.14125,34,147,0.08475,0.19774
2013,Bavaria,First Stage of Tertiary Education,Yes,0.33272,101,101,0.24036,0.42507
2013,Bavaria,Second Stage of Tertiary Education,Yes,0.36721,350,454,0.32282,0.41160
2013,Bavaria,Second Stage of Tertiary Education,No,0.07984,104,454,0.05488,0.10480
2013,Berlin,Upper Secondary Level,Yes,0.18647,89,129,0.11899,0.25394
2013,Berlin,Upper Secondary Level,No,0.07965,40,129,0.03274,0.12655
2013,Berlin,Second Stage of Tertiary Education,Yes,0.35060,131,162,0.27690,0.42431
2013,Berlin,Second Stage of Tertiary Education,No,0.07948,31,162,0.03770,0.12126
2013,Brandenburg,Upper Secondary Level,Yes,0.20876,125,182,0.14955,0.26797
2013,Brandenburg,Upper Secondary Level,No,0.11979,57,182,0.07248,0.16709
2013,Brandenburg,Second Stage of Tertiary Education,Yes,0.25321,76,76,0.15479,0.35163
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.23929,80,112,0.15992,0.31867
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.12735,32,112,0.06533,0.18936
2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.26518,35,35,0.11680,0.41356
2013,Saxony,Upper Secondary Level,Yes,0.27059,245,364,0.22488,0.31629
2013,Saxony,Upper Secondary Level,No,0.11654,119,364,0.08353,0.14954
2013,Saxony,First Stage of Tertiary Education,Yes,0.38321,45,45,0.23956,0.52686
2013,Saxony,Second Stage of Tertiary Education,Yes,0.29521,139,200,0.23184,0.35859
2013,Saxony,Second Stage of Tertiary Education,No,0.11180,61,200,0.06802,0.15559
2013,Saxony-Anhalt,Upper Secondary Level,Yes,0.19416,141,199,0.13906,0.24926
2013,Saxony-Anhalt,Upper Secondary Level,No,0.11331,58,199,0.06916,0.15746
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.24047,74,74,0.14243,0.33851
2013,Thuringa,Upper Secondary Level,Yes,0.23554,135,198,0.17629,0.29480
2013,Thuringa,Upper Secondary Level,No,0.07463,63,198,0.03793,0.11133
2013,Thuringa,Second Stage of Tertiary Education,Yes,0.39174,86,117,0.30291,0.48057
2013,Thuringa,Second Stage of Tertiary Education,No,0.08710,31,117,0.03578,0.13841
2014,Schleswig-Holstein,Upper Secondary Level,Yes,0.24805,124,160,0.18092,0.31518
2014,Schleswig-Holstein,Upper Secondary Level,No,0.06051,36,160,0.02345,0.09757
2014,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.23858,50,50,0.11924,0.35793
2014,Hamburg,Upper Secondary Level,Yes,0.20828,32,32,0.06533,0.35123
2014,Hamburg,Second Stage of Tertiary Education,Yes,0.25967,31,31,0.10277,0.41657
2014,Lower Saxony,Lower Secondary Level,Yes,0.07919,48,48,0.00199,0.15639
2014,Lower Saxony,Upper Secondary Level,Yes,0.25824,321,457,0.21807,0.29841
2014,Lower Saxony,Upper Secondary Level,No,0.10141,136,457,0.07370,0.12911
2014,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.43580,74,74,0.32205,0.54955
2014,Lower Saxony,First Stage of Tertiary Education,Yes,0.31385,37,37,0.16226,0.46544
2014,Lower Saxony,Second Stage of Tertiary Education,Yes,0.41027,180,235,0.34724,0.47329
2014,Lower Saxony,Second Stage of Tertiary Education,No,0.09008,55,235,0.05340,0.12676
2014,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12144,109,170,0.07220,0.17069
2014,North Rhine-Westphalia,Lower Secondary Level,No,0.07637,61,170,0.03633,0.11642
2014,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21456,553,777,0.18568,0.24345
2014,North Rhine-Westphalia,Upper Secondary Level,No,0.08618,224,777,0.06643,0.10592
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.43116,228,303,0.37531,0.48702
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.09356,75,303,0.06072,0.12641
2014,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.32436,97,130,0.24357,0.40514
2014,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.14692,33,130,0.08582,0.20801
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35182,362,488,0.30941,0.39423
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.10211,126,488,0.07522,0.12900
2014,Hesse,Lower Secondary Level,Yes,0.14314,36,36,0.02711,0.25917
2014,Hesse,Upper Secondary Level,Yes,0.26754,214,302,0.21753,0.31755
2014,Hesse,Upper Secondary Level,No,0.11012,88,302,0.07476,0.14549
2014,Hesse,Post-secondary Non-tertiary Level,Yes,0.36810,54,54,0.23825,0.49794
2014,Hesse,First Stage of Tertiary Education,Yes,0.31719,36,36,0.16301,0.47137
2014,Hesse,Second Stage of Tertiary Education,Yes,0.38487,201,271,0.32684,0.44291
2014,Hesse,Second Stage of Tertiary Education,No,0.12713,70,271,0.08740,0.16687
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.20288,177,255,0.15342,0.25234
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.10484,78,255,0.06717,0.14252
2014,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.36956,46,46,0.22853,0.51059
2014,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.34895,34,34,0.18632,0.51157
2014,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.34784,90,90,0.24889,0.44680
2014,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.16463,80,80,0.08286,0.24641
2014,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.27512,384,528,0.23699,0.31325
2014,Baden-Wuerttemberg,Upper Secondary Level,No,0.08075,144,528,0.05748,0.10401
2014,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.36103,93,93,0.26288,0.45918
2014,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.44935,89,89,0.34542,0.55328
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.36499,300,387,0.31696,0.41302
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.09318,87,387,0.06418,0.12218
2014,Bavaria,Lower Secondary Level,Yes,0.15140,78,130,0.08954,0.21325
2014,Bavaria,Lower Secondary Level,No,0.08981,52,130,0.04047,0.13915
2014,Bavaria,Upper Secondary Level,Yes,0.26530,620,911,0.23661,0.29398
2014,Bavaria,Upper Secondary Level,No,0.12983,291,911,0.10799,0.15167
2014,Bavaria,Post-secondary Non-tertiary Level,Yes,0.37525,102,141,0.29504,0.45546
2014,Bavaria,Post-secondary Non-tertiary Level,No,0.14203,39,141,0.08420,0.19985
2014,Bavaria,First Stage of Tertiary Education,Yes,0.35612,91,128,0.27284,0.43941
2014,Bavaria,First Stage of Tertiary Education,No,0.11108,37,128,0.05643,0.16573
2014,Bavaria,Second Stage of Tertiary Education,Yes,0.38120,358,462,0.33686,0.42553
2014,Bavaria,Second Stage of Tertiary Education,No,0.09292,104,462,0.06641,0.11942
2014,Berlin,Upper Secondary Level,Yes,0.23643,96,135,0.16449,0.30837
2014,Berlin,Upper Secondary Level,No,0.11624,39,135,0.06197,0.17051
2014,Berlin,Second Stage of Tertiary Education,Yes,0.35892,126,126,0.27483,0.44301
2014,Brandenburg,Upper Secondary Level,Yes,0.19450,107,160,0.13298,0.25603
2014,Brandenburg,Upper Secondary Level,No,0.12556,53,160,0.07405,0.17706
2014,Brandenburg,Second Stage of Tertiary Education,Yes,0.22560,64,64,0.12239,0.32881
2014,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.24471,67,67,0.14099,0.34843
2014,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.27176,37,37,0.12644,0.41709
2014,Saxony,Upper Secondary Level,Yes,0.26783,223,335,0.22034,0.31532
2014,Saxony,Upper Secondary Level,No,0.13389,112,335,0.09737,0.17042
2014,Saxony,Post-secondary Non-tertiary Level,Yes,0.55106,32,32,0.37597,0.72616
2014,Saxony,First Stage of Tertiary Education,Yes,0.31190,34,34,0.15384,0.46996
2014,Saxony,Second Stage of Tertiary Education,Yes,0.25913,120,177,0.19439,0.32386
