year,bula_h,sex,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Saxony,female,Yes,0.17834,192,275,0.13301,0.22366
2003,Saxony,female,No,0.08876,83,275,0.05508,0.12243
2003,Saxony-Anhalt,male,Yes,0.18643,111,159,0.12570,0.24715
2003,Saxony-Anhalt,male,No,0.10044,48,159,0.05357,0.14732
2003,Saxony-Anhalt,female,Yes,0.11790,92,149,0.06594,0.16985
2003,Saxony-Anhalt,female,No,0.09121,57,149,0.04482,0.13759
2003,Thuringa,male,Yes,0.23030,137,192,0.17059,0.29001
2003,Thuringa,male,No,0.09115,55,192,0.05033,0.13197
2003,Thuringa,female,Yes,0.13996,97,158,0.08569,0.19423
2003,Thuringa,female,No,0.08708,61,158,0.04298,0.13118
2004,Schleswig-Holstein,male,Yes,0.24147,90,90,0.15255,0.33039
2004,Schleswig-Holstein,female,Yes,0.15645,69,69,0.07010,0.24280
2004,Hamburg,male,Yes,0.24586,38,38,0.10711,0.38461
2004,Hamburg,female,Yes,0.15742,31,31,0.02709,0.28775
2004,Lower Saxony,male,Yes,0.21689,265,358,0.17414,0.25965
2004,Lower Saxony,male,No,0.08149,93,358,0.05311,0.10987
2004,Lower Saxony,female,Yes,0.12819,174,272,0.08839,0.16800
2004,Lower Saxony,female,No,0.08928,98,272,0.05533,0.12323
2004,North Rhine-Westphalia,male,Yes,0.21760,622,834,0.18958,0.24562
2004,North Rhine-Westphalia,male,No,0.08463,212,834,0.06572,0.10353
2004,North Rhine-Westphalia,female,Yes,0.13360,410,592,0.10617,0.16103
2004,North Rhine-Westphalia,female,No,0.05570,182,592,0.03721,0.07419
2004,Hesse,male,Yes,0.23183,219,301,0.18408,0.27959
2004,Hesse,male,No,0.08477,82,301,0.05325,0.11629
2004,Hesse,female,Yes,0.15343,169,227,0.10645,0.20042
2004,Hesse,female,No,0.05004,58,227,0.02161,0.07846
2004,"Rhineland-Palatinate, Saarland",male,Yes,0.17643,157,219,0.12583,0.22703
2004,"Rhineland-Palatinate, Saarland",male,No,0.08197,62,219,0.04555,0.11838
2004,"Rhineland-Palatinate, Saarland",female,Yes,0.11108,112,166,0.06313,0.15902
2004,"Rhineland-Palatinate, Saarland",female,No,0.06572,54,166,0.02791,0.10353
2004,Baden-Wuerttemberg,male,Yes,0.26750,427,575,0.23129,0.30372
2004,Baden-Wuerttemberg,male,No,0.08758,148,575,0.06446,0.11071
2004,Baden-Wuerttemberg,female,Yes,0.13688,234,347,0.10067,0.17310
2004,Baden-Wuerttemberg,female,No,0.06955,113,347,0.04275,0.09636
2004,Bavaria,male,Yes,0.24181,464,623,0.20816,0.27546
2004,Bavaria,male,No,0.09002,159,623,0.06753,0.11251
2004,Bavaria,female,Yes,0.15479,306,463,0.12180,0.18777
2004,Bavaria,female,No,0.07687,157,463,0.05258,0.10116
2004,Berlin,male,Yes,0.18406,97,133,0.11795,0.25018
2004,Berlin,male,No,0.06993,36,133,0.02642,0.11343
2004,Berlin,female,Yes,0.14150,84,130,0.08135,0.20164
2004,Berlin,female,No,0.08079,46,130,0.03376,0.12782
2004,Brandenburg,male,Yes,0.18133,103,147,0.11883,0.24383
2004,Brandenburg,male,No,0.09226,44,147,0.04532,0.13921
2004,Brandenburg,female,Yes,0.14167,90,131,0.08173,0.20162
2004,Brandenburg,female,No,0.07750,41,131,0.03154,0.12347
2004,Mecklenburg-Western Pomerania,male,Yes,0.13089,50,89,0.06042,0.20136
2004,Mecklenburg-Western Pomerania,male,No,0.14335,39,89,0.07013,0.21657
2004,Mecklenburg-Western Pomerania,female,Yes,0.13869,53,53,0.04475,0.23263
2004,Saxony,male,Yes,0.21037,218,293,0.16362,0.25712
2004,Saxony,male,No,0.07620,75,293,0.04577,0.10663
2004,Saxony,female,Yes,0.17745,203,281,0.13270,0.22220
2004,Saxony,female,No,0.08121,78,281,0.04921,0.11320
2004,Saxony-Anhalt,male,Yes,0.19964,110,168,0.13901,0.26026
2004,Saxony-Anhalt,male,No,0.09113,58,168,0.04748,0.13478
2004,Saxony-Anhalt,female,Yes,0.15376,106,161,0.09786,0.20965
2004,Saxony-Anhalt,female,No,0.06715,55,161,0.02837,0.10593
2004,Thuringa,male,Yes,0.21765,121,183,0.15770,0.27760
2004,Thuringa,male,No,0.10258,62,183,0.05850,0.14666
2004,Thuringa,female,Yes,0.13671,106,152,0.08192,0.19151
2004,Thuringa,female,No,0.06197,46,152,0.02352,0.10043
2005,Schleswig-Holstein,male,Yes,0.18385,56,56,0.08148,0.28623
2005,Schleswig-Holstein,female,Yes,0.13054,56,56,0.04151,0.21958
2005,Hamburg,male,Yes,0.26609,39,39,0.12558,0.40659
2005,Lower Saxony,male,Yes,0.20828,228,308,0.16285,0.25370
2005,Lower Saxony,male,No,0.08384,80,308,0.05284,0.11485
2005,Lower Saxony,female,Yes,0.13754,162,249,0.09467,0.18040
2005,Lower Saxony,female,No,0.07301,87,249,0.04063,0.10539
2005,North Rhine-Westphalia,male,Yes,0.22637,601,762,0.19664,0.25611
2005,North Rhine-Westphalia,male,No,0.06486,161,762,0.04736,0.08236
2005,North Rhine-Westphalia,female,Yes,0.13116,380,554,0.10302,0.15930
2005,North Rhine-Westphalia,female,No,0.06050,174,554,0.04063,0.08037
2005,Hesse,male,Yes,0.23021,200,279,0.18072,0.27969
2005,Hesse,male,No,0.10505,79,279,0.06900,0.14109
2005,Hesse,female,Yes,0.16256,161,231,0.11487,0.21024
2005,Hesse,female,No,0.06826,70,231,0.03566,0.10085
2005,"Rhineland-Palatinate, Saarland",male,Yes,0.18004,148,200,0.12665,0.23342
2005,"Rhineland-Palatinate, Saarland",male,No,0.08331,52,200,0.04491,0.12171
2005,"Rhineland-Palatinate, Saarland",female,Yes,0.10341,104,156,0.05547,0.15135
2005,"Rhineland-Palatinate, Saarland",female,No,0.06707,52,156,0.02769,0.10645
2005,Baden-Wuerttemberg,male,Yes,0.28776,440,546,0.24976,0.32577
2005,Baden-Wuerttemberg,male,No,0.07469,106,546,0.05262,0.09677
2005,Baden-Wuerttemberg,female,Yes,0.15029,218,314,0.11070,0.18988
2005,Baden-Wuerttemberg,female,No,0.06316,96,314,0.03621,0.09011
2005,Bavaria,male,Yes,0.22458,402,579,0.19056,0.25860
2005,Bavaria,male,No,0.09921,177,579,0.07484,0.12358
2005,Bavaria,female,Yes,0.16613,297,452,0.13178,0.20048
2005,Bavaria,female,No,0.08214,155,452,0.05680,0.10749
2005,Berlin,male,Yes,0.20824,97,130,0.13817,0.27831
2005,Berlin,male,No,0.07212,33,130,0.02748,0.11677
2005,Berlin,female,Yes,0.16282,87,119,0.09620,0.22943
2005,Berlin,female,No,0.07322,32,119,0.02621,0.12022
2005,Brandenburg,male,Yes,0.16863,93,140,0.10639,0.23088
2005,Brandenburg,male,No,0.09555,47,140,0.04668,0.14442
2005,Brandenburg,female,Yes,0.17004,92,131,0.10546,0.23462
2005,Brandenburg,female,No,0.06470,39,131,0.02241,0.10699
2005,Mecklenburg-Western Pomerania,male,Yes,0.14911,48,80,0.07057,0.22766
2005,Mecklenburg-Western Pomerania,male,No,0.12902,32,80,0.05510,0.20295
2005,Mecklenburg-Western Pomerania,female,Yes,0.13617,56,56,0.04552,0.22681
2005,Saxony,male,Yes,0.20571,200,289,0.15902,0.25239
2005,Saxony,male,No,0.09510,89,289,0.06122,0.12898
2005,Saxony,female,Yes,0.15677,171,239,0.11058,0.20296
2005,Saxony,female,No,0.06891,68,239,0.03673,0.10110
2005,Saxony-Anhalt,male,Yes,0.19139,107,161,0.13043,0.25234
2005,Saxony-Anhalt,male,No,0.11420,54,161,0.06491,0.16348
2005,Saxony-Anhalt,female,Yes,0.14691,92,146,0.08929,0.20454
2005,Saxony-Anhalt,female,No,0.07454,54,146,0.03179,0.11730
2005,Thuringa,male,Yes,0.17318,103,161,0.11455,0.23182
2005,Thuringa,male,No,0.11704,58,161,0.06722,0.16685
2005,Thuringa,female,Yes,0.12352,91,135,0.06781,0.17923
2005,Thuringa,female,No,0.06851,44,135,0.02574,0.11129
2006,Schleswig-Holstein,male,Yes,0.24947,81,123,0.17268,0.32625
2006,Schleswig-Holstein,male,No,0.11285,42,123,0.05670,0.16900
2006,Schleswig-Holstein,female,Yes,0.14473,64,96,0.07398,0.21548
2006,Schleswig-Holstein,female,No,0.06876,32,96,0.01788,0.11965
2006,Hamburg,male,Yes,0.21446,37,37,0.08038,0.34854
2006,Hamburg,female,Yes,0.14203,34,34,0.02293,0.26113
2006,Lower Saxony,male,Yes,0.22282,248,337,0.17833,0.26732
2006,Lower Saxony,male,No,0.08406,89,337,0.05439,0.11373
2006,Lower Saxony,female,Yes,0.12566,170,267,0.08583,0.16550
2006,Lower Saxony,female,No,0.07692,97,267,0.04490,0.10894
2006,North Rhine-Westphalia,male,Yes,0.24033,653,814,0.21095,0.26970
2006,North Rhine-Westphalia,male,No,0.06706,161,814,0.04986,0.08425
2006,North Rhine-Westphalia,female,Yes,0.15077,453,647,0.12318,0.17836
2006,North Rhine-Westphalia,female,No,0.06452,194,647,0.04557,0.08346
2006,Hesse,male,Yes,0.23403,228,300,0.18604,0.28202
2006,Hesse,male,No,0.09709,72,300,0.06353,0.13065
2006,Hesse,female,Yes,0.18789,193,268,0.14104,0.23475
2006,Hesse,female,No,0.06530,75,268,0.03566,0.09493
2006,"Rhineland-Palatinate, Saarland",male,Yes,0.21813,169,221,0.16355,0.27270
2006,"Rhineland-Palatinate, Saarland",male,No,0.06735,52,221,0.03423,0.10047
2006,"Rhineland-Palatinate, Saarland",female,Yes,0.16414,140,192,0.11161,0.21667
2006,"Rhineland-Palatinate, Saarland",female,No,0.06017,52,192,0.02644,0.09389
2006,Baden-Wuerttemberg,male,Yes,0.28868,462,575,0.25161,0.32575
2006,Baden-Wuerttemberg,male,No,0.08430,113,575,0.06157,0.10703
2006,Baden-Wuerttemberg,female,Yes,0.16445,272,378,0.12704,0.20187
2006,Baden-Wuerttemberg,female,No,0.06682,106,378,0.04161,0.09202
2006,Bavaria,male,Yes,0.23595,450,625,0.20263,0.26926
2006,Bavaria,male,No,0.09225,175,625,0.06955,0.11496
2006,Bavaria,female,Yes,0.16996,360,512,0.13740,0.20253
2006,Bavaria,female,No,0.07373,152,512,0.05107,0.09639
2006,Berlin,male,Yes,0.18011,88,120,0.11106,0.24915
2006,Berlin,male,No,0.09886,32,120,0.04523,0.15249
2006,Berlin,female,Yes,0.18880,102,137,0.12303,0.25457
2006,Berlin,female,No,0.05514,35,137,0.01678,0.09351
2006,Brandenburg,male,Yes,0.19779,111,149,0.13361,0.26196
2006,Brandenburg,male,No,0.07088,38,149,0.02953,0.11222
2006,Brandenburg,female,Yes,0.16980,107,154,0.11031,0.22929
2006,Brandenburg,female,No,0.08666,47,154,0.04208,0.13124
2006,Mecklenburg-Western Pomerania,male,Yes,0.18396,58,58,0.08338,0.28455
2006,Mecklenburg-Western Pomerania,female,Yes,0.17628,68,68,0.08503,0.26752
2006,Saxony,male,Yes,0.21111,206,291,0.16414,0.25808
2006,Saxony,male,No,0.09001,85,291,0.05707,0.12296
2006,Saxony,female,Yes,0.18399,205,278,0.13836,0.22962
2006,Saxony,female,No,0.05857,73,278,0.03092,0.08623
2006,Saxony-Anhalt,male,Yes,0.18744,111,163,0.12734,0.24754
2006,Saxony-Anhalt,male,No,0.12464,52,163,0.07378,0.17551
2006,Saxony-Anhalt,female,Yes,0.15791,107,152,0.09975,0.21607
2006,Saxony-Anhalt,female,No,0.06885,45,152,0.02847,0.10924
2006,Thuringa,male,Yes,0.23328,127,177,0.17080,0.29576
2006,Thuringa,male,No,0.08607,50,177,0.04463,0.12750
2006,Thuringa,female,Yes,0.13994,98,151,0.08442,0.19546
2006,Thuringa,female,No,0.09163,53,151,0.04546,0.13780
2007,Schleswig-Holstein,male,Yes,0.20217,66,66,0.10453,0.29980
2007,Schleswig-Holstein,female,Yes,0.12845,50,50,0.03476,0.22213
2007,Hamburg,male,Yes,0.25195,39,39,0.11392,0.38999
2007,Hamburg,female,Yes,0.18026,37,37,0.05469,0.30583
2007,Lower Saxony,male,Yes,0.25555,264,346,0.20953,0.30158
2007,Lower Saxony,male,No,0.07788,82,346,0.04960,0.10616
2007,Lower Saxony,female,Yes,0.15770,178,251,0.11252,0.20288
2007,Lower Saxony,female,No,0.05477,73,251,0.02657,0.08298
2007,North Rhine-Westphalia,male,Yes,0.25133,615,747,0.22020,0.28246
2007,North Rhine-Westphalia,male,No,0.05171,132,747,0.03582,0.06760
2007,North Rhine-Westphalia,female,Yes,0.15158,432,583,0.12245,0.18072
2007,North Rhine-Westphalia,female,No,0.05858,151,583,0.03950,0.07766
2007,Hesse,male,Yes,0.25080,211,274,0.19938,0.30222
2007,Hesse,male,No,0.07640,63,274,0.04489,0.10791
2007,Hesse,female,Yes,0.17417,167,220,0.12394,0.22440
2007,Hesse,female,No,0.05650,53,220,0.02592,0.08708
2007,"Rhineland-Palatinate, Saarland",male,Yes,0.19561,137,195,0.13979,0.25143
2007,"Rhineland-Palatinate, Saarland",male,No,0.08213,58,195,0.04349,0.12077
2007,"Rhineland-Palatinate, Saarland",female,Yes,0.13234,110,166,0.08063,0.18404
2007,"Rhineland-Palatinate, Saarland",female,No,0.08418,56,166,0.04181,0.12655
2007,Baden-Wuerttemberg,male,Yes,0.30838,439,535,0.26921,0.34755
2007,Baden-Wuerttemberg,male,No,0.06520,96,535,0.04426,0.08614
2007,Baden-Wuerttemberg,female,Yes,0.16098,247,342,0.12197,0.19998
2007,Baden-Wuerttemberg,female,No,0.05865,95,342,0.03371,0.08358
2007,Bavaria,male,Yes,0.26068,456,588,0.22517,0.29620
2007,Bavaria,male,No,0.07798,132,588,0.05629,0.09968
2007,Bavaria,female,Yes,0.16937,325,464,0.13520,0.20353
2007,Bavaria,female,No,0.07301,139,464,0.04931,0.09671
2007,Berlin,male,Yes,0.18924,82,115,0.11734,0.26115
2007,Berlin,male,No,0.08133,33,115,0.03115,0.13151
2007,Berlin,female,Yes,0.20393,99,132,0.13494,0.27293
2007,Berlin,female,No,0.05771,33,132,0.01777,0.09764
2007,Brandenburg,male,Yes,0.13443,95,141,0.07793,0.19094
2007,Brandenburg,male,No,0.11076,46,141,0.05877,0.16274
2007,Brandenburg,female,Yes,0.17743,104,148,0.11567,0.23919
2007,Brandenburg,female,No,0.08504,44,148,0.03995,0.13014
2007,Mecklenburg-Western Pomerania,male,Yes,0.18514,52,83,0.10107,0.26921
2007,Mecklenburg-Western Pomerania,male,No,0.12470,31,83,0.05319,0.19621
2007,Mecklenburg-Western Pomerania,female,Yes,0.20417,66,66,0.10617,0.30216
2007,Saxony,male,Yes,0.23465,209,292,0.18596,0.28335
2007,Saxony,male,No,0.09287,83,292,0.05952,0.12622
2007,Saxony,female,Yes,0.17110,179,260,0.12524,0.21697
2007,Saxony,female,No,0.07869,81,260,0.04590,0.11148
2007,Saxony-Anhalt,male,Yes,0.20218,119,167,0.14108,0.26328
2007,Saxony-Anhalt,male,No,0.09074,48,167,0.04704,0.13444
2007,Saxony-Anhalt,female,Yes,0.19037,102,155,0.12836,0.25238
2007,Saxony-Anhalt,female,No,0.08378,53,155,0.04002,0.12754
2007,Thuringa,male,Yes,0.24760,128,173,0.18310,0.31210
2007,Thuringa,male,No,0.10341,45,173,0.05790,0.14892
2007,Thuringa,female,Yes,0.18272,103,152,0.12108,0.24435
2007,Thuringa,female,No,0.07742,49,152,0.03479,0.12004
2008,Schleswig-Holstein,male,Yes,0.21642,62,62,0.11308,0.31977
2008,Schleswig-Holstein,female,Yes,0.19826,60,60,0.09653,0.30000
2008,Hamburg,male,Yes,0.28833,40,40,0.14616,0.43050
2008,Hamburg,female,Yes,0.19428,31,31,0.05270,0.33586
2008,Lower Saxony,male,Yes,0.24161,239,313,0.19411,0.28911
2008,Lower Saxony,male,No,0.07989,74,313,0.04980,0.10997
2008,Lower Saxony,female,Yes,0.14849,175,255,0.10476,0.19222
2008,Lower Saxony,female,No,0.07948,80,255,0.04622,0.11275
2008,North Rhine-Westphalia,male,Yes,0.26163,564,713,0.22935,0.29392
2008,North Rhine-Westphalia,male,No,0.07015,149,713,0.05139,0.08892
2008,North Rhine-Westphalia,female,Yes,0.15101,408,579,0.12182,0.18020
2008,North Rhine-Westphalia,female,No,0.07287,171,579,0.05168,0.09406
2008,Hesse,male,Yes,0.23921,198,267,0.18794,0.29048
2008,Hesse,male,No,0.09141,69,267,0.05677,0.12604
2008,Hesse,female,Yes,0.18639,171,232,0.13617,0.23661
2008,Hesse,female,No,0.05863,61,232,0.02833,0.08892
2008,"Rhineland-Palatinate, Saarland",male,Yes,0.16083,121,193,0.10887,0.21280
2008,"Rhineland-Palatinate, Saarland",male,No,0.12794,72,193,0.08069,0.17519
2008,"Rhineland-Palatinate, Saarland",female,Yes,0.15542,120,171,0.10096,0.20988
2008,"Rhineland-Palatinate, Saarland",female,No,0.07617,51,171,0.03629,0.11604
2008,Baden-Wuerttemberg,male,Yes,0.31431,411,514,0.27414,0.35448
2008,Baden-Wuerttemberg,male,No,0.07300,103,514,0.05049,0.09552
2008,Baden-Wuerttemberg,female,Yes,0.17615,257,355,0.13647,0.21583
2008,Baden-Wuerttemberg,female,No,0.06409,98,355,0.03857,0.08960
2008,Bavaria,male,Yes,0.28214,438,580,0.24548,0.31880
2008,Bavaria,male,No,0.08450,142,580,0.06185,0.10716
2008,Bavaria,female,Yes,0.19336,332,472,0.15769,0.22903
2008,Bavaria,female,No,0.07555,140,472,0.05169,0.09942
2008,Berlin,male,Yes,0.21860,86,86,0.13074,0.30647
2008,Berlin,female,Yes,0.21467,103,141,0.14666,0.28269
2008,Berlin,female,No,0.07068,38,141,0.02822,0.11313
2008,Brandenburg,male,Yes,0.18183,91,125,0.11394,0.24972
2008,Brandenburg,male,No,0.09929,34,125,0.04665,0.15193
2008,Brandenburg,female,Yes,0.17759,94,132,0.11215,0.24304
2008,Brandenburg,female,No,0.08534,38,132,0.03750,0.13319
2008,Mecklenburg-Western Pomerania,male,Yes,0.17869,44,83,0.09577,0.26160
2008,Mecklenburg-Western Pomerania,male,No,0.15120,39,83,0.07366,0.22874
2008,Mecklenburg-Western Pomerania,female,Yes,0.16089,52,52,0.06005,0.26173
2008,Saxony,male,Yes,0.24972,207,289,0.19973,0.29971
2008,Saxony,male,No,0.10017,82,289,0.06549,0.13484
2008,Saxony,female,Yes,0.19052,187,269,0.14351,0.23754
2008,Saxony,female,No,0.09715,82,269,0.06169,0.13261
2008,Saxony-Anhalt,male,Yes,0.21771,116,172,0.15586,0.27957
2008,Saxony-Anhalt,male,No,0.12600,56,172,0.07626,0.17573
2008,Saxony-Anhalt,female,Yes,0.20028,115,158,0.13768,0.26288
2008,Saxony-Anhalt,female,No,0.07599,43,158,0.03454,0.11744
2008,Thuringa,male,Yes,0.20967,117,162,0.14679,0.27255
2008,Thuringa,male,No,0.11307,45,162,0.06416,0.16199
2008,Thuringa,female,Yes,0.17131,89,138,0.10822,0.23441
2008,Thuringa,female,No,0.08012,49,138,0.03466,0.12558
2009,Schleswig-Holstein,male,Yes,0.22006,58,58,0.11251,0.32761
2009,Schleswig-Holstein,female,Yes,0.11121,37,37,0.00851,0.21392
2009,Hamburg,male,Yes,0.29683,37,37,0.14759,0.44608
2009,Hamburg,female,Yes,0.24709,34,34,0.09993,0.39425
2009,Lower Saxony,male,Yes,0.23349,205,294,0.18505,0.28193
2009,Lower Saxony,male,No,0.10137,89,294,0.06681,0.13593
2009,Lower Saxony,female,Yes,0.16069,166,242,0.11432,0.20706
2009,Lower Saxony,female,No,0.08106,76,242,0.04660,0.11551
2009,North Rhine-Westphalia,male,Yes,0.24748,475,619,0.21345,0.28150
2009,North Rhine-Westphalia,male,No,0.06312,144,619,0.04395,0.08230
2009,North Rhine-Westphalia,female,Yes,0.15247,357,493,0.12070,0.18423
2009,North Rhine-Westphalia,female,No,0.05296,136,493,0.03317,0.07275
2009,Hesse,male,Yes,0.21595,168,238,0.16356,0.26834
2009,Hesse,male,No,0.10218,70,238,0.06362,0.14074
2009,Hesse,female,Yes,0.17668,141,208,0.12472,0.22864
2009,Hesse,female,No,0.08553,67,208,0.04743,0.12362
2009,"Rhineland-Palatinate, Saarland",male,Yes,0.17742,106,158,0.11766,0.23718
2009,"Rhineland-Palatinate, Saarland",male,No,0.10612,52,158,0.05794,0.15429
2009,"Rhineland-Palatinate, Saarland",female,Yes,0.16317,102,147,0.10323,0.22311
2009,"Rhineland-Palatinate, Saarland",female,No,0.05970,45,147,0.02127,0.09813
2009,Baden-Wuerttemberg,male,Yes,0.26555,310,422,0.22337,0.30774
2009,Baden-Wuerttemberg,male,No,0.10236,112,422,0.07340,0.13132
2009,Baden-Wuerttemberg,female,Yes,0.15812,204,305,0.11711,0.19914
2009,Baden-Wuerttemberg,female,No,0.08520,101,305,0.05382,0.11659
2009,Bavaria,male,Yes,0.26901,367,518,0.23079,0.30724
2009,Bavaria,male,No,0.09113,151,518,0.06632,0.11593
2009,Bavaria,female,Yes,0.19470,314,446,0.15791,0.23149
2009,Bavaria,female,No,0.08579,132,446,0.05977,0.11181
2009,Berlin,male,Yes,0.20235,76,76,0.11142,0.29327
2009,Berlin,female,Yes,0.18895,90,123,0.11949,0.25842
2009,Berlin,female,No,0.07779,33,123,0.03026,0.12532
2009,Brandenburg,male,Yes,0.15081,76,115,0.08512,0.21651
2009,Brandenburg,male,No,0.08581,39,115,0.03439,0.13722
2009,Brandenburg,female,Yes,0.22348,95,126,0.15045,0.29651
2009,Brandenburg,female,No,0.06004,31,126,0.01839,0.10168
2009,Mecklenburg-Western Pomerania,male,Yes,0.16993,43,80,0.08711,0.25275
2009,Mecklenburg-Western Pomerania,male,No,0.17124,37,80,0.08817,0.25432
2009,Mecklenburg-Western Pomerania,female,Yes,0.14006,46,46,0.03866,0.24146
2009,Saxony,male,Yes,0.23583,190,271,0.18519,0.28647
2009,Saxony,male,No,0.08315,81,271,0.05022,0.11609
2009,Saxony,female,Yes,0.18060,176,249,0.13272,0.22847
2009,Saxony,female,No,0.10243,73,249,0.06470,0.14017
2009,Saxony-Anhalt,male,Yes,0.21436,101,141,0.14638,0.28234
2009,Saxony-Anhalt,male,No,0.09608,40,141,0.04727,0.14490
2009,Saxony-Anhalt,female,Yes,0.19792,106,147,0.13329,0.26255
2009,Saxony-Anhalt,female,No,0.07804,41,147,0.03453,0.12156
2009,Thuringa,male,Yes,0.20214,99,143,0.13608,0.26819
2009,Thuringa,male,No,0.10314,44,143,0.05311,0.15317
2009,Thuringa,female,Yes,0.15730,77,119,0.09161,0.22300
2009,Thuringa,female,No,0.08942,42,119,0.03793,0.14090
2010,Schleswig-Holstein,male,Yes,0.24653,110,151,0.17756,0.31550
2010,Schleswig-Holstein,male,No,0.09565,41,151,0.04858,0.14272
2010,Schleswig-Holstein,female,Yes,0.15576,73,107,0.08673,0.22480
2010,Schleswig-Holstein,female,No,0.08688,34,107,0.03326,0.14050
2010,Hamburg,male,Yes,0.25172,51,51,0.13142,0.37202
2010,Hamburg,female,Yes,0.22180,42,42,0.09463,0.34898
2010,Lower Saxony,male,Yes,0.22424,278,387,0.18264,0.26585
2010,Lower Saxony,male,No,0.08979,109,387,0.06127,0.11831
2010,Lower Saxony,female,Yes,0.15901,225,344,0.12031,0.19771
2010,Lower Saxony,female,No,0.09976,119,344,0.06804,0.13147
2010,North Rhine-Westphalia,male,Yes,0.22058,658,894,0.19339,0.24778
2010,North Rhine-Westphalia,male,No,0.07876,236,894,0.06109,0.09643
2010,North Rhine-Westphalia,female,Yes,0.15152,447,650,0.12393,0.17910
2010,North Rhine-Westphalia,female,No,0.07195,203,650,0.05207,0.09183
2010,Hesse,male,Yes,0.25035,264,352,0.20502,0.29567
2010,Hesse,male,No,0.07051,88,352,0.04373,0.09729
2010,Hesse,female,Yes,0.16677,191,289,0.12372,0.20982
2010,Hesse,female,No,0.10050,98,289,0.06578,0.13523
2010,"Rhineland-Palatinate, Saarland",male,Yes,0.17225,151,244,0.12477,0.21973
2010,"Rhineland-Palatinate, Saarland",male,No,0.13662,93,244,0.09343,0.17980
2010,"Rhineland-Palatinate, Saarland",female,Yes,0.17616,125,200,0.12323,0.22909
2010,"Rhineland-Palatinate, Saarland",female,No,0.06807,75,200,0.03307,0.10306
2010,Baden-Wuerttemberg,male,Yes,0.24807,465,639,0.21456,0.28159
2010,Baden-Wuerttemberg,male,No,0.11559,174,639,0.09078,0.14040
2010,Baden-Wuerttemberg,female,Yes,0.17342,289,442,0.13808,0.20876
2010,Baden-Wuerttemberg,female,No,0.08909,153,442,0.06250,0.11568
2010,Bavaria,male,Yes,0.24099,510,741,0.21018,0.27181
2010,Bavaria,male,No,0.10537,231,741,0.08325,0.12749
2010,Bavaria,female,Yes,0.19775,433,644,0.16697,0.22854
2010,Bavaria,female,No,0.09547,211,644,0.07276,0.11819
2010,Berlin,male,Yes,0.18952,99,132,0.12240,0.25663
2010,Berlin,male,No,0.07072,33,132,0.02682,0.11462
2010,Berlin,female,Yes,0.19072,113,161,0.12985,0.25160
2010,Berlin,female,No,0.07985,48,161,0.03785,0.12185
2010,Brandenburg,male,Yes,0.15616,89,145,0.09687,0.21545
2010,Brandenburg,male,No,0.10580,56,145,0.05556,0.15604
2010,Brandenburg,female,Yes,0.17563,104,155,0.11553,0.23572
2010,Brandenburg,female,No,0.11222,51,155,0.06237,0.16207
2010,Mecklenburg-Western Pomerania,male,Yes,0.17389,57,57,0.07462,0.27316
2010,Mecklenburg-Western Pomerania,female,Yes,0.16154,66,100,0.08904,0.23403
2010,Mecklenburg-Western Pomerania,female,No,0.10921,34,100,0.04777,0.17065
2010,Saxony,male,Yes,0.22814,239,361,0.18479,0.27149
2010,Saxony,male,No,0.12822,122,361,0.09368,0.16276
2010,Saxony,female,Yes,0.20337,195,276,0.15579,0.25094
2010,Saxony,female,No,0.07985,81,276,0.04781,0.11189
2010,Saxony-Anhalt,male,Yes,0.21222,114,161,0.14887,0.27558
2010,Saxony-Anhalt,male,No,0.11162,47,161,0.06282,0.16041
2010,Saxony-Anhalt,female,Yes,0.18866,112,165,0.12878,0.24854
2010,Saxony-Anhalt,female,No,0.09018,53,165,0.04634,0.13402
2010,Thuringa,male,Yes,0.18243,113,181,0.12601,0.23885
2010,Thuringa,male,No,0.15883,68,181,0.10543,0.21223
2010,Thuringa,female,Yes,0.19839,119,174,0.13897,0.25782
2010,Thuringa,female,No,0.08190,55,174,0.04104,0.12276
2011,Schleswig-Holstein,male,Yes,0.27659,157,203,0.21491,0.33828
2011,Schleswig-Holstein,male,No,0.07027,46,203,0.03502,0.10552
2011,Schleswig-Holstein,female,Yes,0.17511,112,162,0.11640,0.23381
2011,Schleswig-Holstein,female,No,0.07481,50,162,0.03417,0.11545
2011,Hamburg,male,Yes,0.22169,53,53,0.10878,0.33459
2011,Hamburg,female,Yes,0.16993,45,45,0.05895,0.28090
2011,Lower Saxony,male,Yes,0.24738,378,504,0.20967,0.28509
2011,Lower Saxony,male,No,0.07599,126,504,0.05283,0.09914
2011,Lower Saxony,female,Yes,0.18797,327,459,0.15218,0.22375
2011,Lower Saxony,female,No,0.08798,132,459,0.06204,0.11392
2011,North Rhine-Westphalia,male,Yes,0.25230,800,1023,0.22568,0.27893
2011,North Rhine-Westphalia,male,No,0.06192,223,1023,0.04715,0.07670
2011,North Rhine-Westphalia,female,Yes,0.17134,608,828,0.14566,0.19702
2011,North Rhine-Westphalia,female,No,0.05818,220,828,0.04222,0.07413
2011,Hesse,male,Yes,0.24507,301,397,0.20271,0.28744
2011,Hesse,male,No,0.07530,96,397,0.04931,0.10129
2011,Hesse,female,Yes,0.19384,254,360,0.15295,0.23473
2011,Hesse,female,No,0.08165,106,360,0.05333,0.10998
