,Unnamed: 0,year,age_gr,bula_h,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
575,575,1995,30-45 y.,North Rhine-Westphalia,Comp. time,0.35456,155,3910,0.32436,0.38847
576,576,1995,30-45 y.,North Rhine-Westphalia,Some of both,0.14325,72,3910,0.11887,0.16864
577,577,1995,30-45 y.,North Rhine-Westphalia,Paid,0.32818,182,3910,0.29613,0.36556
578,578,1995,30-45 y.,North Rhine-Westphalia,Not compensated,0.174,74,3910,0.14822,0.20033
579,579,1995,30-45 y.,Hesse,Comp. time,0.51047,62,3910,0.42895,0.6027
580,580,1995,30-45 y.,Hesse,Some of both,0.29236,32,3910,0.20082,0.37696
581,581,1995,30-45 y.,Hesse,Paid,0.19717,38,3910,0.14792,0.23824
582,582,1995,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.4752,40,3910,0.38321,0.56835
583,583,1995,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.5248,56,3910,0.43239,0.6249
584,584,1995,30-45 y.,Baden-Wuerttemberg,Comp. time,0.27986,94,3910,0.23782,0.31981
585,585,1995,30-45 y.,Baden-Wuerttemberg,Some of both,0.24953,72,3910,0.20483,0.29971
586,586,1995,30-45 y.,Baden-Wuerttemberg,Paid,0.28903,115,3910,0.24458,0.33433
587,587,1995,30-45 y.,Baden-Wuerttemberg,Not compensated,0.18158,33,3910,0.14233,0.23144
588,588,1995,30-45 y.,Bavaria,Comp. time,0.37918,125,3910,0.33623,0.42025
589,589,1995,30-45 y.,Bavaria,Some of both,0.19044,65,3910,0.15943,0.22379
590,590,1995,30-45 y.,Bavaria,Paid,0.29493,86,3910,0.23872,0.35827
591,591,1995,30-45 y.,Bavaria,Not compensated,0.13545,37,3910,0.11216,0.1572
592,592,1995,30-45 y.,Berlin,Comp. time,1.0,55,3910,0.82561,1.15555
593,593,1995,30-45 y.,Brandenburg,Comp. time,1.0,50,3910,0.88407,1.15579
594,594,1995,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,37,3910,0.87693,1.15004
595,595,1995,30-45 y.,Saxony,Comp. time,0.42523,109,3910,0.375,0.4989
596,596,1995,30-45 y.,Saxony,Some of both,0.16401,46,3910,0.14413,0.19221
597,597,1995,30-45 y.,Saxony,Paid,0.23536,56,3910,0.19262,0.2758
598,598,1995,30-45 y.,Saxony,Not compensated,0.1754,38,3910,0.13931,0.21267
599,599,1995,30-45 y.,Saxony-Anhalt,Comp. time,0.42373,46,3910,0.37041,0.49867
600,600,1995,30-45 y.,Saxony-Anhalt,Some of both,0.28534,31,3910,0.24085,0.3302
601,601,1995,30-45 y.,Saxony-Anhalt,Paid,0.29093,31,3910,0.23922,0.36315
602,602,1995,30-45 y.,Thuringa,Comp. time,0.58675,64,3910,0.52485,0.64499
603,603,1995,30-45 y.,Thuringa,Paid,0.41325,37,3910,0.3259,0.49397
604,604,1995,46-65 y.,Lower Saxony,Comp. time,0.6064,46,3910,0.50415,0.69927
605,605,1995,46-65 y.,Lower Saxony,Paid,0.3936,34,3910,0.33343,0.45306
606,606,1995,46-65 y.,North Rhine-Westphalia,Comp. time,0.25083,71,3910,0.22058,0.28332
607,607,1995,46-65 y.,North Rhine-Westphalia,Some of both,0.11678,38,3910,0.09843,0.14168
608,608,1995,46-65 y.,North Rhine-Westphalia,Paid,0.37272,120,3910,0.33204,0.41707
609,609,1995,46-65 y.,North Rhine-Westphalia,Not compensated,0.25967,59,3910,0.21799,0.30874
610,610,1995,46-65 y.,Hesse,Paid,1.0,36,3910,0.77746,1.22848
611,611,1995,46-65 y.,Baden-Wuerttemberg,Comp. time,0.44403,58,3910,0.36216,0.53183
612,612,1995,46-65 y.,Baden-Wuerttemberg,Some of both,0.22497,31,3910,0.16556,0.27851
613,613,1995,46-65 y.,Baden-Wuerttemberg,Paid,0.331,59,3910,0.25595,0.41181
614,614,1995,46-65 y.,Bavaria,Comp. time,0.4719,70,3910,0.39842,0.54552
615,615,1995,46-65 y.,Bavaria,Paid,0.23919,54,3910,0.20164,0.28133
616,616,1995,46-65 y.,Bavaria,Not compensated,0.2889,41,3910,0.2498,0.33516
617,617,1995,46-65 y.,Berlin,Comp. time,1.0,35,3910,0.79492,1.2016
618,618,1995,46-65 y.,Saxony,Comp. time,0.48632,47,3910,0.4124,0.5792
619,619,1995,46-65 y.,Saxony,Not compensated,0.51368,39,3910,0.4311,0.60196
620,620,1995,46-65 y.,Saxony-Anhalt,Comp. time,1.0,36,3910,0.84838,1.18563
621,621,1995,46-65 y.,Thuringa,Comp. time,1.0,33,3910,0.84164,1.17364
622,622,1996,17-29 y.,Lower Saxony,Comp. time,0.6253,52,3752,0.50918,0.7623
623,623,1996,17-29 y.,Lower Saxony,Paid,0.3747,40,3752,0.30424,0.45512
624,624,1996,17-29 y.,North Rhine-Westphalia,Comp. time,0.49853,98,3752,0.42051,0.56985
625,625,1996,17-29 y.,North Rhine-Westphalia,Some of both,0.13537,38,3752,0.11053,0.15697
626,626,1996,17-29 y.,North Rhine-Westphalia,Paid,0.36609,77,3752,0.29292,0.43767
627,627,1996,17-29 y.,Hesse,Comp. time,1.0,49,3752,0.79911,1.25877
628,628,1996,17-29 y.,Baden-Wuerttemberg,Comp. time,0.48091,85,3752,0.39401,0.58778
629,629,1996,17-29 y.,Baden-Wuerttemberg,Some of both,0.18619,33,3752,0.14124,0.22857
630,630,1996,17-29 y.,Baden-Wuerttemberg,Paid,0.3329,61,3752,0.26708,0.40797
631,631,1996,17-29 y.,Bavaria,Comp. time,0.53652,86,3752,0.45883,0.62307
632,632,1996,17-29 y.,Bavaria,Some of both,0.19592,36,3752,0.14663,0.26365
633,633,1996,17-29 y.,Bavaria,Paid,0.26757,48,3752,0.22173,0.31232
634,634,1996,17-29 y.,Saxony,Comp. time,1.0,54,3752,0.83733,1.20577
635,635,1996,17-29 y.,Saxony-Anhalt,Comp. time,1.0,31,3752,0.85878,1.20988
636,636,1996,17-29 y.,Thuringa,Comp. time,1.0,31,3752,0.81406,1.24498
637,637,1996,30-45 y.,Lower Saxony,Comp. time,0.47698,81,3752,0.39508,0.56152
638,638,1996,30-45 y.,Lower Saxony,Some of both,0.21815,45,3752,0.18072,0.25942
639,639,1996,30-45 y.,Lower Saxony,Paid,0.30486,71,3752,0.26202,0.35599
640,640,1996,30-45 y.,North Rhine-Westphalia,Comp. time,0.39587,175,3752,0.35369,0.44312
641,641,1996,30-45 y.,North Rhine-Westphalia,Some of both,0.17783,82,3752,0.14684,0.20828
642,642,1996,30-45 y.,North Rhine-Westphalia,Paid,0.28001,159,3752,0.25292,0.30934
643,643,1996,30-45 y.,North Rhine-Westphalia,Not compensated,0.14629,63,3752,0.12377,0.17446
644,644,1996,30-45 y.,Hesse,Comp. time,0.72811,76,3752,0.58663,0.85115
645,645,1996,30-45 y.,Hesse,Paid,0.27189,40,3752,0.21121,0.35024
646,646,1996,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.46757,46,3752,0.40091,0.53069
647,647,1996,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.53243,52,3752,0.45284,0.62496
648,648,1996,30-45 y.,Baden-Wuerttemberg,Comp. time,0.4396,121,3752,0.37112,0.50551
649,649,1996,30-45 y.,Baden-Wuerttemberg,Some of both,0.24755,55,3752,0.18953,0.3001
650,650,1996,30-45 y.,Baden-Wuerttemberg,Paid,0.31286,100,3752,0.26195,0.37306
651,651,1996,30-45 y.,Bavaria,Comp. time,0.42743,138,3752,0.37661,0.47254
652,652,1996,30-45 y.,Bavaria,Some of both,0.19352,56,3752,0.14891,0.23187
653,653,1996,30-45 y.,Bavaria,Paid,0.22845,82,3752,0.19251,0.26144
654,654,1996,30-45 y.,Bavaria,Not compensated,0.1506,48,3752,0.12444,0.18098
655,655,1996,30-45 y.,Berlin,Comp. time,1.0,61,3752,0.86034,1.15052
656,656,1996,30-45 y.,Brandenburg,Comp. time,0.52944,50,3752,0.47019,0.58738
657,657,1996,30-45 y.,Brandenburg,Paid,0.47056,32,3752,0.38433,0.56569
658,658,1996,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,38,3752,0.86822,1.11941
659,659,1996,30-45 y.,Saxony,Comp. time,0.3512,91,3752,0.31839,0.39014
660,660,1996,30-45 y.,Saxony,Some of both,0.24677,54,3752,0.21136,0.28486
661,661,1996,30-45 y.,Saxony,Paid,0.20577,53,3752,0.17521,0.23927
662,662,1996,30-45 y.,Saxony,Not compensated,0.19626,42,3752,0.15628,0.24262
663,663,1996,30-45 y.,Saxony-Anhalt,Comp. time,0.60567,54,3752,0.50176,0.71594
664,664,1996,30-45 y.,Saxony-Anhalt,Paid,0.39433,37,3752,0.3231,0.47166
665,665,1996,30-45 y.,Thuringa,Comp. time,0.57477,59,3752,0.50657,0.64086
666,666,1996,30-45 y.,Thuringa,Paid,0.42523,42,3752,0.34215,0.53048
667,667,1996,46-65 y.,Lower Saxony,Comp. time,0.49396,42,3752,0.44824,0.54716
668,668,1996,46-65 y.,Lower Saxony,Paid,0.50604,39,3752,0.42083,0.58962
669,669,1996,46-65 y.,North Rhine-Westphalia,Comp. time,0.33128,89,3752,0.29672,0.36921
670,670,1996,46-65 y.,North Rhine-Westphalia,Some of both,0.13611,36,3752,0.10655,0.17053
671,671,1996,46-65 y.,North Rhine-Westphalia,Paid,0.2935,90,3752,0.25886,0.33184
672,672,1996,46-65 y.,North Rhine-Westphalia,Not compensated,0.23911,51,3752,0.20015,0.28017
673,673,1996,46-65 y.,Hesse,Comp. time,1.0,39,3752,0.80171,1.25468
674,674,1996,46-65 y.,Baden-Wuerttemberg,Comp. time,0.65276,65,3752,0.53611,0.76708
675,675,1996,46-65 y.,Baden-Wuerttemberg,Paid,0.34724,52,3752,0.28522,0.42445
676,676,1996,46-65 y.,Bavaria,Comp. time,0.7396,80,3752,0.63851,0.8405
677,677,1996,46-65 y.,Bavaria,Paid,0.2604,42,3752,0.21284,0.31857
678,678,1996,46-65 y.,Berlin,Comp. time,1.0,42,3752,0.85708,1.15472
679,679,1996,46-65 y.,Saxony,Comp. time,0.5326,52,3752,0.45941,0.62445
680,680,1996,46-65 y.,Saxony,Not compensated,0.4674,42,3752,0.37997,0.55671
681,681,1996,46-65 y.,Saxony-Anhalt,Comp. time,1.0,36,3752,0.8415,1.16935
682,682,1996,46-65 y.,Thuringa,Comp. time,1.0,33,3752,0.82423,1.193
683,683,1997,17-29 y.,Lower Saxony,Comp. time,1.0,50,2989,0.82323,1.17671
684,684,1997,17-29 y.,North Rhine-Westphalia,Comp. time,0.49244,77,2989,0.41197,0.56298
685,685,1997,17-29 y.,North Rhine-Westphalia,Some of both,0.23314,38,2989,0.18061,0.2916
686,686,1997,17-29 y.,North Rhine-Westphalia,Paid,0.27442,47,2989,0.21284,0.35465
687,687,1997,17-29 y.,Hesse,Comp. time,1.0,40,2989,0.74515,1.2602
688,688,1997,17-29 y.,Baden-Wuerttemberg,Comp. time,0.63287,81,2989,0.48158,0.77148
689,689,1997,17-29 y.,Baden-Wuerttemberg,Some of both,0.17959,32,2989,0.13993,0.2255
690,690,1997,17-29 y.,Baden-Wuerttemberg,Paid,0.18754,38,2989,0.13105,0.23367
691,691,1997,17-29 y.,Bavaria,Comp. time,0.70908,92,2989,0.58897,0.82283
692,692,1997,17-29 y.,Bavaria,Some of both,0.29092,40,2989,0.23032,0.36049
693,693,1997,17-29 y.,Saxony,Comp. time,1.0,47,2989,0.86772,1.16554
694,694,1997,17-29 y.,Saxony-Anhalt,Comp. time,1.0,37,2989,0.88244,1.17576
695,695,1997,30-45 y.,Schleswig-Holstein,Comp. time,1.0,31,2989,0.80978,1.17303
696,696,1997,30-45 y.,Lower Saxony,Comp. time,0.44416,84,2989,0.37341,0.53898
697,697,1997,30-45 y.,Lower Saxony,Some of both,0.23595,43,2989,0.18236,0.28338
698,698,1997,30-45 y.,Lower Saxony,Paid,0.14811,39,2989,0.12454,0.17672
699,699,1997,30-45 y.,Lower Saxony,Not compensated,0.17178,31,2989,0.13467,0.21754
700,700,1997,30-45 y.,North Rhine-Westphalia,Comp. time,0.41201,153,2989,0.36671,0.46648
701,701,1997,30-45 y.,North Rhine-Westphalia,Some of both,0.21005,82,2989,0.17845,0.244
702,702,1997,30-45 y.,North Rhine-Westphalia,Paid,0.2075,103,2989,0.17471,0.23248
703,703,1997,30-45 y.,North Rhine-Westphalia,Not compensated,0.17044,64,2989,0.14047,0.20533
704,704,1997,30-45 y.,Hesse,Comp. time,1.0,52,2989,0.80039,1.20431
705,705,1997,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.57945,42,2989,0.50289,0.65584
706,706,1997,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.42055,34,2989,0.34642,0.48104
707,707,1997,30-45 y.,Baden-Wuerttemberg,Comp. time,0.36382,101,2989,0.30835,0.41306
708,708,1997,30-45 y.,Baden-Wuerttemberg,Some of both,0.25384,66,2989,0.18211,0.3271
709,709,1997,30-45 y.,Baden-Wuerttemberg,Paid,0.18159,64,2989,0.14389,0.22864
710,710,1997,30-45 y.,Baden-Wuerttemberg,Not compensated,0.20076,40,2989,0.14748,0.25525
711,711,1997,30-45 y.,Bavaria,Comp. time,0.46,128,2989,0.40145,0.5171
712,712,1997,30-45 y.,Bavaria,Some of both,0.24388,67,2989,0.19681,0.28816
713,713,1997,30-45 y.,Bavaria,Paid,0.14837,47,2989,0.10815,0.18927
714,714,1997,30-45 y.,Bavaria,Not compensated,0.14775,39,2989,0.11635,0.18647
715,715,1997,30-45 y.,Berlin,Comp. time,1.0,54,2989,0.81571,1.20308
716,716,1997,30-45 y.,Brandenburg,Comp. time,1.0,50,2989,0.88211,1.1414
717,717,1997,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,34,2989,0.8549,1.1405
718,718,1997,30-45 y.,Saxony,Comp. time,0.42228,78,2989,0.37134,0.47796
719,719,1997,30-45 y.,Saxony,Some of both,0.34921,62,2989,0.29211,0.40878
720,720,1997,30-45 y.,Saxony,Not compensated,0.22852,31,2989,0.17379,0.28577
721,721,1997,30-45 y.,Saxony-Anhalt,Comp. time,1.0,53,2989,0.83218,1.17968
722,722,1997,30-45 y.,Thuringa,Comp. time,0.58965,43,2989,0.51708,0.69665
723,723,1997,30-45 y.,Thuringa,Some of both,0.41035,35,2989,0.31339,0.50068
724,724,1997,46-65 y.,Lower Saxony,Comp. time,1.0,36,2989,0.81649,1.20842
725,725,1997,46-65 y.,North Rhine-Westphalia,Comp. time,0.25935,65,2989,0.22791,0.29151
726,726,1997,46-65 y.,North Rhine-Westphalia,Some of both,0.16981,39,2989,0.1388,0.20059
727,727,1997,46-65 y.,North Rhine-Westphalia,Paid,0.23239,57,2989,0.18684,0.28334
728,728,1997,46-65 y.,North Rhine-Westphalia,Not compensated,0.33844,55,2989,0.27864,0.39626
729,729,1997,46-65 y.,Hesse,Comp. time,1.0,37,2989,0.80721,1.22848
730,730,1997,46-65 y.,Baden-Wuerttemberg,Comp. time,0.63076,57,2989,0.52697,0.76185
731,731,1997,46-65 y.,Baden-Wuerttemberg,Some of both,0.36924,31,2989,0.26988,0.52407
732,732,1997,46-65 y.,Bavaria,Comp. time,1.0,89,2989,0.88381,1.15421
733,733,1997,46-65 y.,Saxony,Comp. time,0.37534,45,2989,0.30679,0.45103
734,734,1997,46-65 y.,Saxony,Some of both,0.26265,35,2989,0.22571,0.32338
735,735,1997,46-65 y.,Saxony,Not compensated,0.36202,43,2989,0.29466,0.43696
736,736,1997,46-65 y.,Thuringa,Comp. time,1.0,31,2989,0.80627,1.23096
737,737,1998,17-29 y.,Lower Saxony,Comp. time,0.54922,43,3266,0.45887,0.67352
738,738,1998,17-29 y.,Lower Saxony,Some of both,0.45078,34,3266,0.36922,0.54043
739,739,1998,17-29 y.,North Rhine-Westphalia,Comp. time,0.52796,80,3266,0.42902,0.62148
740,740,1998,17-29 y.,North Rhine-Westphalia,Some of both,0.22343,44,3266,0.18325,0.26852
741,741,1998,17-29 y.,North Rhine-Westphalia,Paid,0.2486,47,3266,0.20368,0.29389
742,742,1998,17-29 y.,Hesse,Comp. time,1.0,31,3266,0.75552,1.29881
743,743,1998,17-29 y.,Baden-Wuerttemberg,Comp. time,0.51034,64,3266,0.40878,0.62025
744,744,1998,17-29 y.,Baden-Wuerttemberg,Some of both,0.24497,37,3266,0.1801,0.33444
745,745,1998,17-29 y.,Baden-Wuerttemberg,Paid,0.24469,38,3266,0.20243,0.29502
746,746,1998,17-29 y.,Bavaria,Comp. time,0.64606,78,3266,0.55372,0.74545
747,747,1998,17-29 y.,Bavaria,Some of both,0.35394,42,3266,0.28276,0.43598
748,748,1998,17-29 y.,Saxony,Comp. time,1.0,59,3266,0.84513,1.13975
749,749,1998,17-29 y.,Saxony-Anhalt,Comp. time,1.0,35,3266,0.82103,1.16402
750,750,1998,30-45 y.,Schleswig-Holstein,Comp. time,1.0,32,3266,0.80826,1.18757
751,751,1998,30-45 y.,Lower Saxony,Comp. time,0.50325,104,3266,0.43934,0.56948
752,752,1998,30-45 y.,Lower Saxony,Some of both,0.29403,56,3266,0.23156,0.35749
753,753,1998,30-45 y.,Lower Saxony,Paid,0.20271,42,3266,0.16488,0.25743
754,754,1998,30-45 y.,North Rhine-Westphalia,Comp. time,0.40678,186,3266,0.36179,0.45577
755,755,1998,30-45 y.,North Rhine-Westphalia,Some of both,0.19435,83,3266,0.16364,0.22984
756,756,1998,30-45 y.,North Rhine-Westphalia,Paid,0.22614,109,3266,0.19504,0.26371
757,757,1998,30-45 y.,North Rhine-Westphalia,Not compensated,0.17273,83,3266,0.14974,0.20273
758,758,1998,30-45 y.,Hesse,Comp. time,0.6124,64,3266,0.50456,0.70073
759,759,1998,30-45 y.,Hesse,Not compensated,0.3876,32,3266,0.31573,0.46049
760,760,1998,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,58,3266,0.82428,1.16202
761,761,1998,30-45 y.,Baden-Wuerttemberg,Comp. time,0.37973,114,3266,0.33697,0.43829
762,762,1998,30-45 y.,Baden-Wuerttemberg,Some of both,0.27418,83,3266,0.2249,0.3319
763,763,1998,30-45 y.,Baden-Wuerttemberg,Paid,0.17311,61,3266,0.13525,0.21746
764,764,1998,30-45 y.,Baden-Wuerttemberg,Not compensated,0.17298,42,3266,0.13238,0.21839
765,765,1998,30-45 y.,Bavaria,Comp. time,0.46534,150,3266,0.4198,0.52191
766,766,1998,30-45 y.,Bavaria,Some of both,0.2138,67,3266,0.17531,0.25412
767,767,1998,30-45 y.,Bavaria,Paid,0.14005,46,3266,0.11174,0.17175
768,768,1998,30-45 y.,Bavaria,Not compensated,0.18081,52,3266,0.1497,0.22154
769,769,1998,30-45 y.,Berlin,Comp. time,1.0,54,3266,0.84484,1.17945
770,770,1998,30-45 y.,Brandenburg,Comp. time,1.0,53,3266,0.83618,1.12368
771,771,1998,30-45 y.,Saxony,Comp. time,0.46045,112,3266,0.41621,0.51338
772,772,1998,30-45 y.,Saxony,Some of both,0.22775,49,3266,0.18835,0.26778
773,773,1998,30-45 y.,Saxony,Paid,0.14234,31,3266,0.119,0.17017
774,774,1998,30-45 y.,Saxony,Not compensated,0.16946,32,3266,0.13665,0.20064
775,775,1998,30-45 y.,Saxony-Anhalt,Comp. time,1.0,56,3266,0.86433,1.18446
776,776,1998,30-45 y.,Thuringa,Comp. time,0.50843,46,3266,0.45541,0.55819
777,777,1998,30-45 y.,Thuringa,Some of both,0.49157,38,3266,0.39267,0.62535
778,778,1998,46-65 y.,Lower Saxony,Comp. time,1.0,50,3266,0.87341,1.12945
779,779,1998,46-65 y.,North Rhine-Westphalia,Comp. time,0.29026,81,3266,0.25775,0.32966
780,780,1998,46-65 y.,North Rhine-Westphalia,Some of both,0.17869,44,3266,0.15415,0.20992
781,781,1998,46-65 y.,North Rhine-Westphalia,Paid,0.24366,59,3266,0.20895,0.28256
782,782,1998,46-65 y.,North Rhine-Westphalia,Not compensated,0.28738,60,3266,0.2379,0.3409
783,783,1998,46-65 y.,Hesse,Comp. time,1.0,45,3266,0.83253,1.21448
784,784,1998,46-65 y.,Baden-Wuerttemberg,Comp. time,1.0,85,3266,0.83311,1.18072
785,785,1998,46-65 y.,Bavaria,Comp. time,0.75645,101,3266,0.65763,0.86099
786,786,1998,46-65 y.,Bavaria,Not compensated,0.24355,32,3266,0.18887,0.31405
787,787,1998,46-65 y.,Brandenburg,Comp. time,1.0,32,3266,0.82808,1.20092
788,788,1998,46-65 y.,Saxony,Comp. time,0.66722,72,3266,0.57873,0.77503
789,789,1998,46-65 y.,Saxony,Not compensated,0.33278,38,3266,0.27137,0.42362
790,790,1999,17-29 y.,Lower Saxony,Comp. time,1.0,52,3240,0.81548,1.20886
791,791,1999,17-29 y.,North Rhine-Westphalia,Comp. time,0.35354,62,3240,0.28202,0.44085
792,792,1999,17-29 y.,North Rhine-Westphalia,Some of both,0.23133,49,3240,0.19434,0.27661
793,793,1999,17-29 y.,North Rhine-Westphalia,Paid,0.21654,51,3240,0.18291,0.25383
794,794,1999,17-29 y.,North Rhine-Westphalia,Not compensated,0.19859,33,3240,0.1504,0.25307
795,795,1999,17-29 y.,Hesse,Comp. time,1.0,31,3240,0.75009,1.32428
796,796,1999,17-29 y.,Baden-Wuerttemberg,Comp. time,0.55037,61,3240,0.42914,0.69351
797,797,1999,17-29 y.,Baden-Wuerttemberg,Some of both,0.24196,32,3240,0.1723,0.33649
798,798,1999,17-29 y.,Baden-Wuerttemberg,Paid,0.20767,35,3240,0.15196,0.26507
799,799,1999,17-29 y.,Bavaria,Comp. time,0.73128,89,3240,0.62347,0.843
800,800,1999,17-29 y.,Bavaria,Some of both,0.26872,42,3240,0.2115,0.35873
801,801,1999,17-29 y.,Saxony,Comp. time,1.0,62,3240,0.83885,1.1793
802,802,1999,30-45 y.,Lower Saxony,Comp. time,0.48908,101,3240,0.41753,0.55201
803,803,1999,30-45 y.,Lower Saxony,Some of both,0.32446,64,3240,0.26841,0.39294
804,804,1999,30-45 y.,Lower Saxony,Paid,0.18646,44,3240,0.15977,0.21828
805,805,1999,30-45 y.,North Rhine-Westphalia,Comp. time,0.38433,183,3240,0.34483,0.41913
806,806,1999,30-45 y.,North Rhine-Westphalia,Some of both,0.21298,94,3240,0.17872,0.2468
807,807,1999,30-45 y.,North Rhine-Westphalia,Paid,0.22229,102,3240,0.19139,0.25785
808,808,1999,30-45 y.,North Rhine-Westphalia,Not compensated,0.1804,75,3240,0.1546,0.21029
809,809,1999,30-45 y.,Hesse,Comp. time,0.49504,56,3240,0.40544,0.58372
810,810,1999,30-45 y.,Hesse,Some of both,0.21234,33,3240,0.1674,0.26799
811,811,1999,30-45 y.,Hesse,Not compensated,0.29262,34,3240,0.24505,0.33779
812,812,1999,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,65,3240,0.87802,1.12182
813,813,1999,30-45 y.,Baden-Wuerttemberg,Comp. time,0.43413,120,3240,0.38116,0.51898
814,814,1999,30-45 y.,Baden-Wuerttemberg,Some of both,0.19567,69,3240,0.16415,0.2325
815,815,1999,30-45 y.,Baden-Wuerttemberg,Paid,0.18802,71,3240,0.15216,0.2333
816,816,1999,30-45 y.,Baden-Wuerttemberg,Not compensated,0.18217,47,3240,0.13538,0.23192
817,817,1999,30-45 y.,Bavaria,Comp. time,0.54369,178,3240,0.49156,0.59843
818,818,1999,30-45 y.,Bavaria,Some of both,0.18882,72,3240,0.15544,0.23288
819,819,1999,30-45 y.,Bavaria,Paid,0.1143,39,3240,0.08737,0.13954
820,820,1999,30-45 y.,Bavaria,Not compensated,0.15319,51,3240,0.1296,0.17924
821,821,1999,30-45 y.,Berlin,Comp. time,1.0,54,3240,0.85892,1.15594
822,822,1999,30-45 y.,Brandenburg,Comp. time,1.0,50,3240,0.84848,1.16035
823,823,1999,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,39,3240,0.86972,1.17078
824,824,1999,30-45 y.,Saxony,Comp. time,0.52144,110,3240,0.46491,0.58146
825,825,1999,30-45 y.,Saxony,Some of both,0.29973,55,3240,0.26287,0.34928
826,826,1999,30-45 y.,Saxony,Not compensated,0.17883,36,3240,0.14818,0.21569
827,827,1999,30-45 y.,Saxony-Anhalt,Comp. time,1.0,59,3240,0.83613,1.23072
828,828,1999,30-45 y.,Thuringa,Comp. time,0.50503,57,3240,0.43551,0.5775
829,829,1999,30-45 y.,Thuringa,Some of both,0.49497,44,3240,0.40003,0.62205
830,830,1999,46-65 y.,Lower Saxony,Comp. time,1.0,49,3240,0.84264,1.17829
831,831,1999,46-65 y.,North Rhine-Westphalia,Comp. time,0.34955,91,3240,0.30793,0.39315
832,832,1999,46-65 y.,North Rhine-Westphalia,Some of both,0.16649,40,3240,0.13148,0.20541
833,833,1999,46-65 y.,North Rhine-Westphalia,Paid,0.21566,64,3240,0.18557,0.24993
834,834,1999,46-65 y.,North Rhine-Westphalia,Not compensated,0.2683,57,3240,0.21964,0.31609
835,835,1999,46-65 y.,Hesse,Comp. time,1.0,45,3240,0.83847,1.2006
836,836,1999,46-65 y.,Baden-Wuerttemberg,Comp. time,1.0,56,3240,0.86073,1.12722
837,837,1999,46-65 y.,Bavaria,Comp. time,1.0,81,3240,0.87041,1.13254
838,838,1999,46-65 y.,Saxony,Comp. time,0.39287,56,3240,0.33261,0.45943
839,839,1999,46-65 y.,Saxony,Some of both,0.33166,31,3240,0.24033,0.43383
840,840,1999,46-65 y.,Saxony,Not compensated,0.27547,38,3240,0.23237,0.32101
841,841,1999,46-65 y.,Thuringa,Comp. time,1.0,31,3240,0.79052,1.2048
842,842,2000,17-29 y.,Lower Saxony,Comp. time,0.65605,71,6882,0.56293,0.73642
843,843,2000,17-29 y.,Lower Saxony,Some of both,0.34395,37,6882,0.26547,0.42021
844,844,2000,17-29 y.,North Rhine-Westphalia,Comp. time,0.46808,141,6882,0.42147,0.53348
845,845,2000,17-29 y.,North Rhine-Westphalia,Some of both,0.19075,63,6882,0.1693,0.21734
846,846,2000,17-29 y.,North Rhine-Westphalia,Paid,0.20557,68,6882,0.18082,0.23761
847,847,2000,17-29 y.,North Rhine-Westphalia,Not compensated,0.1356,42,6882,0.11561,0.15989
848,848,2000,17-29 y.,Hesse,Comp. time,1.0,60,6882,0.85616,1.12331
849,849,2000,17-29 y.,Baden-Wuerttemberg,Comp. time,0.59085,102,6882,0.53875,0.6411
850,850,2000,17-29 y.,Baden-Wuerttemberg,Some of both,0.17763,39,6882,0.14159,0.21138
851,851,2000,17-29 y.,Baden-Wuerttemberg,Paid,0.23152,42,6882,0.18879,0.2889
852,852,2000,17-29 y.,Bavaria,Comp. time,0.67211,146,6882,0.61652,0.73432
853,853,2000,17-29 y.,Bavaria,Some of both,0.19763,42,6882,0.16007,0.2364
854,854,2000,17-29 y.,Bavaria,Not compensated,0.13026,33,6882,0.11243,0.15034
855,855,2000,17-29 y.,Brandenburg,Comp. time,1.0,33,6882,0.83567,1.19646
856,856,2000,17-29 y.,Saxony,Comp. time,1.0,73,6882,0.85133,1.13863
857,857,2000,17-29 y.,Saxony-Anhalt,Comp. time,1.0,39,6882,0.8134,1.13507
858,858,2000,17-29 y.,Thuringa,Comp. time,1.0,44,6882,0.82624,1.18907
859,859,2000,30-45 y.,Schleswig-Holstein,Comp. time,1.0,57,6882,0.8674,1.13833
860,860,2000,30-45 y.,Lower Saxony,Comp. time,0.47302,193,6882,0.43781,0.50943
861,861,2000,30-45 y.,Lower Saxony,Some of both,0.26057,99,6882,0.22295,0.28872
862,862,2000,30-45 y.,Lower Saxony,Paid,0.16435,65,6882,0.14482,0.1859
863,863,2000,30-45 y.,Lower Saxony,Not compensated,0.10207,46,6882,0.08824,0.11524
