year,bula_h,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Bavaria,Urban regions,Some of both,0.06720,139,757,0.04935,0.08505
2018,Bavaria,Urban regions,Paid,0.03143,73,757,0.01899,0.04387
2018,Bavaria,Urban regions,Not compensated,0.05013,119,757,0.03458,0.06569
2018,Bavaria,Rural regions,Comp. time,0.22052,540,924,0.19377,0.24726
2018,Bavaria,Rural regions,Some of both,0.08377,205,924,0.06590,0.10165
2018,Bavaria,Rural regions,Paid,0.02812,89,924,0.01745,0.03878
2018,Bavaria,Rural regions,Not compensated,0.04276,90,924,0.02970,0.05581
2018,Berlin,Urban regions,Comp. time,0.16864,190,354,0.12958,0.20770
2018,Berlin,Urban regions,Some of both,0.06085,69,354,0.03591,0.08579
2018,Berlin,Urban regions,Paid,0.02179,44,354,0.00656,0.03702
2018,Berlin,Urban regions,Not compensated,0.05177,51,354,0.02866,0.07488
2018,Brandenburg,Rural regions,Comp. time,0.14391,152,270,0.10197,0.18586
2018,Brandenburg,Rural regions,Some of both,0.07265,82,270,0.04163,0.10367
2018,Brandenburg,Rural regions,Not compensated,0.02811,36,270,0.00836,0.04786
2018,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.17653,90,123,0.10888,0.24419
2018,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.03889,33,123,0.00458,0.07320
2018,Saxony,Urban regions,Comp. time,0.21869,193,313,0.17282,0.26456
2018,Saxony,Urban regions,Some of both,0.07678,84,313,0.04724,0.10633
2018,Saxony,Urban regions,Not compensated,0.04366,36,313,0.02098,0.06633
2018,Saxony,Rural regions,Comp. time,0.19354,177,298,0.14861,0.23848
2018,Saxony,Rural regions,Some of both,0.09914,75,298,0.06515,0.13313
2018,Saxony,Rural regions,Paid,0.05099,46,298,0.02597,0.07601
2018,Saxony-Anhalt,Urban regions,Comp. time,0.11539,34,34,0.00638,0.22440
2018,Saxony-Anhalt,Rural regions,Comp. time,0.13648,151,232,0.09221,0.18075
2018,Saxony-Anhalt,Rural regions,Some of both,0.05062,49,232,0.02235,0.07890
2018,Saxony-Anhalt,Rural regions,Not compensated,0.03315,32,232,0.01006,0.05624
2018,Thuringa,Urban regions,Comp. time,0.19255,70,70,0.09951,0.28559
2018,Thuringa,Rural regions,Comp. time,0.19098,137,207,0.13730,0.24465
2018,Thuringa,Rural regions,Some of both,0.07247,70,207,0.03707,0.10788
2020,Schleswig-Holstein,Urban regions,Comp. time,0.24374,75,75,0.14592,0.34156
2020,Schleswig-Holstein,Rural regions,Comp. time,0.16184,118,163,0.10513,0.21856
2020,Schleswig-Holstein,Rural regions,Some of both,0.06980,45,163,0.03056,0.10904
2020,Hamburg,Urban regions,Comp. time,0.14249,76,147,0.08579,0.19919
2020,Hamburg,Urban regions,Some of both,0.05629,32,147,0.01890,0.09367
2020,Hamburg,Urban regions,Not compensated,0.06277,39,147,0.02343,0.10212
2020,Lower Saxony,Urban regions,Comp. time,0.19236,223,416,0.15443,0.23028
2020,Lower Saxony,Urban regions,Some of both,0.07650,92,416,0.05093,0.10207
2020,Lower Saxony,Urban regions,Paid,0.03290,43,416,0.01574,0.05006
2020,Lower Saxony,Urban regions,Not compensated,0.04393,58,416,0.02421,0.06365
2020,Lower Saxony,Rural regions,Comp. time,0.16172,288,570,0.13147,0.19198
2020,Lower Saxony,Rural regions,Some of both,0.08927,148,570,0.06584,0.11270
2020,Lower Saxony,Rural regions,Paid,0.04191,84,570,0.02545,0.05838
2020,Lower Saxony,Rural regions,Not compensated,0.02969,50,570,0.01574,0.04364
2020,Bremen,Urban regions,Comp. time,0.20662,46,46,0.08832,0.32492
2020,North Rhine-Westphalia,Urban regions,Comp. time,0.14823,895,1881,0.13216,0.16429
2020,North Rhine-Westphalia,Urban regions,Some of both,0.07564,457,1881,0.06369,0.08759
2020,North Rhine-Westphalia,Urban regions,Paid,0.03807,268,1881,0.02942,0.04672
2020,North Rhine-Westphalia,Urban regions,Not compensated,0.03573,261,1881,0.02734,0.04412
2020,Hesse,Urban regions,Comp. time,0.18085,309,595,0.14990,0.21181
2020,Hesse,Urban regions,Some of both,0.07839,108,595,0.05677,0.10000
2020,Hesse,Urban regions,Paid,0.02872,76,595,0.01529,0.04216
2020,Hesse,Urban regions,Not compensated,0.04813,102,595,0.03092,0.06534
2020,Hesse,Rural regions,Comp. time,0.20329,75,111,0.12808,0.27850
2020,Hesse,Rural regions,Some of both,0.09073,36,111,0.03705,0.14441
2020,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.17106,181,375,0.13289,0.20922
2020,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.07680,94,375,0.04981,0.10378
2020,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04375,53,375,0.02302,0.06448
2020,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.03042,47,375,0.01301,0.04782
2020,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.17858,85,85,0.09668,0.26049
2020,Baden-Wuerttemberg,Urban regions,Comp. time,0.19120,583,1086,0.16780,0.21460
2020,Baden-Wuerttemberg,Urban regions,Some of both,0.08583,232,1086,0.06916,0.10249
2020,Baden-Wuerttemberg,Urban regions,Paid,0.03074,106,1086,0.02047,0.04102
2020,Baden-Wuerttemberg,Urban regions,Not compensated,0.03582,165,1086,0.02476,0.04688
2020,Baden-Wuerttemberg,Rural regions,Comp. time,0.15555,70,103,0.08521,0.22589
2020,Baden-Wuerttemberg,Rural regions,Some of both,0.10787,33,103,0.04766,0.16807
2020,Bavaria,Urban regions,Comp. time,0.23040,475,847,0.20202,0.25877
2020,Bavaria,Urban regions,Some of both,0.06082,184,847,0.04472,0.07693
2020,Bavaria,Urban regions,Paid,0.01997,67,847,0.01054,0.02939
2020,Bavaria,Urban regions,Not compensated,0.03940,121,847,0.02629,0.05250
2020,Bavaria,Rural regions,Comp. time,0.23531,533,890,0.20743,0.26320
2020,Bavaria,Rural regions,Some of both,0.07449,177,890,0.05723,0.09175
2020,Bavaria,Rural regions,Paid,0.02370,81,890,0.01370,0.03370
2020,Bavaria,Rural regions,Not compensated,0.04092,99,890,0.02789,0.05394
2020,Berlin,Urban regions,Comp. time,0.18733,256,456,0.15148,0.22318
2020,Berlin,Urban regions,Some of both,0.05466,86,456,0.03377,0.07555
2020,Berlin,Urban regions,Paid,0.03385,42,456,0.01723,0.05047
2020,Berlin,Urban regions,Not compensated,0.03539,72,456,0.01842,0.05237
2020,Brandenburg,Rural regions,Comp. time,0.19225,161,318,0.14887,0.23563
2020,Brandenburg,Rural regions,Some of both,0.06930,82,318,0.04135,0.09726
2020,Brandenburg,Rural regions,Paid,0.01948,34,318,0.00427,0.03469
2020,Brandenburg,Rural regions,Not compensated,0.03071,41,318,0.01172,0.04970
2020,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.16672,72,106,0.09543,0.23801
2020,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.05821,34,106,0.01342,0.10300
2020,Saxony,Urban regions,Comp. time,0.23446,173,306,0.18691,0.28201
2020,Saxony,Urban regions,Some of both,0.10442,87,306,0.07010,0.13874
2020,Saxony,Urban regions,Not compensated,0.03089,46,306,0.01147,0.05031
2020,Saxony,Rural regions,Comp. time,0.20342,164,276,0.15584,0.25100
2020,Saxony,Rural regions,Some of both,0.09562,80,276,0.06086,0.13038
2020,Saxony,Rural regions,Not compensated,0.03007,32,276,0.00988,0.05025
2020,Saxony-Anhalt,Urban regions,Comp. time,0.22299,43,43,0.09711,0.34888
2020,Saxony-Anhalt,Rural regions,Comp. time,0.15096,147,230,0.10459,0.19733
2020,Saxony-Anhalt,Rural regions,Some of both,0.06545,51,230,0.03342,0.09749
2020,Saxony-Anhalt,Rural regions,Paid,0.04292,32,230,0.01667,0.06917
2020,Thuringa,Urban regions,Comp. time,0.16322,64,64,0.07196,0.25448
2020,Thuringa,Rural regions,Comp. time,0.15717,118,180,0.10385,0.21049
2020,Thuringa,Rural regions,Some of both,0.07969,62,180,0.04002,0.11936
2022,Schleswig-Holstein,Urban regions,Comp. time,0.19988,78,78,0.11055,0.28920
2022,Schleswig-Holstein,Rural regions,Comp. time,0.18634,143,204,0.13277,0.23990
2022,Schleswig-Holstein,Rural regions,Some of both,0.07689,61,204,0.04024,0.11354
2022,Hamburg,Urban regions,Comp. time,0.17013,118,227,0.12114,0.21911
2022,Hamburg,Urban regions,Some of both,0.06788,53,227,0.03509,0.10068
2022,Hamburg,Urban regions,Not compensated,0.04923,56,227,0.02103,0.07744
2022,Lower Saxony,Urban regions,Comp. time,0.19250,263,455,0.15623,0.22876
2022,Lower Saxony,Urban regions,Some of both,0.06331,68,455,0.04091,0.08571
2022,Lower Saxony,Urban regions,Paid,0.04087,60,455,0.02266,0.05908
2022,Lower Saxony,Urban regions,Not compensated,0.04405,64,455,0.02517,0.06292
2022,Lower Saxony,Rural regions,Comp. time,0.20424,344,573,0.17120,0.23727
2022,Lower Saxony,Rural regions,Some of both,0.07715,114,573,0.05528,0.09901
2022,Lower Saxony,Rural regions,Paid,0.04343,64,573,0.02673,0.06014
2022,Lower Saxony,Rural regions,Not compensated,0.02969,51,573,0.01578,0.04360
2022,Bremen,Urban regions,Comp. time,0.22860,46,46,0.10591,0.35130
2022,North Rhine-Westphalia,Urban regions,Comp. time,0.18430,1263,2372,0.16869,0.19990
2022,North Rhine-Westphalia,Urban regions,Some of both,0.06355,449,2372,0.05373,0.07336
2022,North Rhine-Westphalia,Urban regions,Paid,0.04069,300,2372,0.03274,0.04864
2022,North Rhine-Westphalia,Urban regions,Not compensated,0.04223,360,2372,0.03413,0.05032
2022,North Rhine-Westphalia,Rural regions,Comp. time,0.26005,39,39,0.12057,0.39952
2022,Hesse,Urban regions,Comp. time,0.19984,345,686,0.16989,0.22979
2022,Hesse,Urban regions,Some of both,0.08180,133,686,0.06128,0.10233
2022,Hesse,Urban regions,Paid,0.03485,85,686,0.02112,0.04859
2022,Hesse,Urban regions,Not compensated,0.05759,123,686,0.04014,0.07504
2022,Hesse,Rural regions,Comp. time,0.22153,90,121,0.14723,0.29584
2022,Hesse,Rural regions,Some of both,0.07235,31,121,0.02600,0.11871
2022,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.16825,202,429,0.13281,0.20369
2022,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.07089,88,429,0.04657,0.09520
2022,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.06191,70,429,0.03908,0.08474
2022,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.05533,69,429,0.03367,0.07699
2022,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.17120,73,73,0.08419,0.25821
2022,Baden-Wuerttemberg,Urban regions,Comp. time,0.19268,738,1376,0.17183,0.21352
2022,Baden-Wuerttemberg,Urban regions,Some of both,0.08213,279,1376,0.06762,0.09665
2022,Baden-Wuerttemberg,Urban regions,Paid,0.04724,139,1376,0.03603,0.05846
2022,Baden-Wuerttemberg,Urban regions,Not compensated,0.05313,220,1376,0.04128,0.06499
2022,Baden-Wuerttemberg,Rural regions,Comp. time,0.23749,127,174,0.17408,0.30091
2022,Baden-Wuerttemberg,Rural regions,Some of both,0.11511,47,174,0.06755,0.16267
2022,Bavaria,Urban regions,Comp. time,0.22382,638,1147,0.19969,0.24795
2022,Bavaria,Urban regions,Some of both,0.06484,215,1147,0.05058,0.07909
2022,Bavaria,Urban regions,Paid,0.03149,97,1147,0.02137,0.04160
2022,Bavaria,Urban regions,Not compensated,0.04928,197,1147,0.03675,0.06181
2022,Bavaria,Rural regions,Comp. time,0.22419,567,944,0.19757,0.25081
2022,Bavaria,Rural regions,Some of both,0.07214,192,944,0.05563,0.08865
2022,Bavaria,Rural regions,Paid,0.02914,78,944,0.01841,0.03988
2022,Bavaria,Rural regions,Not compensated,0.03810,107,944,0.02588,0.05032
2022,Berlin,Urban regions,Comp. time,0.20440,364,685,0.17418,0.23462
2022,Berlin,Urban regions,Some of both,0.04798,98,685,0.03196,0.06400
2022,Berlin,Urban regions,Paid,0.03136,69,685,0.01830,0.04442
2022,Berlin,Urban regions,Not compensated,0.05341,154,685,0.03656,0.07026
2022,Brandenburg,Rural regions,Comp. time,0.21079,217,386,0.17005,0.25154
2022,Brandenburg,Rural regions,Some of both,0.06829,78,386,0.04310,0.09349
2022,Brandenburg,Rural regions,Paid,0.03445,42,386,0.01623,0.05266
2022,Brandenburg,Rural regions,Not compensated,0.04110,49,386,0.02127,0.06093
2022,Mecklenburg-Western Pomerania,Urban regions,Comp. time,0.24272,31,31,0.08930,0.39614
2022,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.15878,97,135,0.09690,0.22066
2022,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.07181,38,135,0.02810,0.11552
2022,Saxony,Urban regions,Comp. time,0.16223,195,321,0.12184,0.20263
2022,Saxony,Urban regions,Some of both,0.08487,82,321,0.05433,0.11540
2022,Saxony,Urban regions,Not compensated,0.04529,44,321,0.02251,0.06808
2022,Saxony,Rural regions,Comp. time,0.17739,217,399,0.13986,0.21492
2022,Saxony,Rural regions,Some of both,0.09449,98,399,0.06576,0.12323
2022,Saxony,Rural regions,Paid,0.03999,50,399,0.02074,0.05924
2022,Saxony,Rural regions,Not compensated,0.02486,34,399,0.00957,0.04016
2022,Saxony-Anhalt,Urban regions,Comp. time,0.13387,52,52,0.04041,0.22733
2022,Saxony-Anhalt,Rural regions,Comp. time,0.18601,192,300,0.14191,0.23012
2022,Saxony-Anhalt,Rural regions,Some of both,0.07585,66,300,0.04584,0.10586
2022,Saxony-Anhalt,Rural regions,Paid,0.04992,42,300,0.02523,0.07460
2022,Thuringa,Urban regions,Comp. time,0.24922,79,79,0.15322,0.34522
2022,Thuringa,Rural regions,Comp. time,0.14992,126,177,0.09718,0.20266
2022,Thuringa,Rural regions,Some of both,0.09340,51,177,0.05041,0.13640
