year,bula_h,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Bavaria,Upper Secondary Level,Some of both,0.06366,70,358,0.03834,0.08899
1998,Bavaria,Upper Secondary Level,Paid,0.04061,53,358,0.02013,0.06109
1998,Bavaria,Upper Secondary Level,Not compensated,0.04090,40,358,0.02035,0.06144
1998,Bavaria,Second Stage of Tertiary Education,Comp. time,0.19446,38,75,0.10429,0.28464
1998,Bavaria,Second Stage of Tertiary Education,Not compensated,0.17779,37,75,0.09067,0.26490
1998,Berlin,Upper Secondary Level,Comp. time,0.15298,40,40,0.04000,0.26595
1998,Berlin,Second Stage of Tertiary Education,Comp. time,0.18214,32,32,0.04627,0.31801
1998,Brandenburg,Upper Secondary Level,Comp. time,0.14196,53,53,0.04710,0.23683
1998,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.22972,40,40,0.09770,0.36174
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.14631,36,73,0.06468,0.22795
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Some of both,0.13876,37,73,0.05891,0.21861
1998,Saxony,Upper Secondary Level,Comp. time,0.16979,127,243,0.12249,0.21710
1998,Saxony,Upper Secondary Level,Some of both,0.10789,72,243,0.06880,0.14698
1998,Saxony,Upper Secondary Level,Paid,0.05991,44,243,0.03001,0.08981
1998,Saxony,Second Stage of Tertiary Education,Comp. time,0.22578,69,117,0.14970,0.30187
1998,Saxony,Second Stage of Tertiary Education,Not compensated,0.18016,48,117,0.11022,0.25010
1998,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.12443,53,127,0.06680,0.18207
1998,Saxony-Anhalt,Upper Secondary Level,Some of both,0.08201,40,127,0.03410,0.12992
1998,Saxony-Anhalt,Upper Secondary Level,Paid,0.07171,34,127,0.02666,0.11676
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.19326,36,36,0.06244,0.32407
1998,Thuringa,Upper Secondary Level,Comp. time,0.10752,57,151,0.05794,0.15709
1998,Thuringa,Upper Secondary Level,Some of both,0.09794,51,151,0.05038,0.14551
1998,Thuringa,Upper Secondary Level,Paid,0.08088,43,151,0.03725,0.12452
1999,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.21049,35,35,0.07346,0.34752
1999,Lower Saxony,Upper Secondary Level,Comp. time,0.15222,108,218,0.10442,0.20002
1999,Lower Saxony,Upper Secondary Level,Some of both,0.10141,59,218,0.06125,0.14158
1999,Lower Saxony,Upper Secondary Level,Paid,0.07069,51,218,0.03659,0.10479
1999,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.26343,32,32,0.10837,0.41850
1999,North Rhine-Westphalia,Lower Secondary Level,Paid,0.05006,33,33,-0.02550,0.12562
1999,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.13011,189,482,0.10005,0.16018
1999,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06447,95,482,0.04253,0.08642
1999,North Rhine-Westphalia,Upper Secondary Level,Paid,0.08927,136,482,0.06379,0.11475
1999,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.05674,62,482,0.03606,0.07741
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.19867,36,36,0.06648,0.33085
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.12965,47,146,0.07497,0.18433
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.10640,34,146,0.05621,0.15659
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.20885,65,146,0.14269,0.27501
1999,Hesse,Upper Secondary Level,Comp. time,0.18272,77,115,0.11178,0.25366
1999,Hesse,Upper Secondary Level,Some of both,0.06702,38,115,0.02112,0.11292
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.14103,61,61,0.05296,0.22910
1999,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.08521,36,67,0.01785,0.15257
1999,Baden-Wuerttemberg,Lower Secondary Level,Paid,0.03882,31,67,-0.00778,0.08542
1999,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.16614,125,301,0.12403,0.20826
1999,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.06938,68,301,0.04062,0.09813
1999,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.07197,70,301,0.04273,0.10122
1999,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.04897,38,301,0.02455,0.07339
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.26698,41,41,0.12989,0.40408
1999,Bavaria,Lower Secondary Level,Comp. time,0.09815,46,46,0.01122,0.18508
1999,Bavaria,Upper Secondary Level,Comp. time,0.19682,198,378,0.15669,0.23696
1999,Bavaria,Upper Secondary Level,Some of both,0.06317,74,378,0.03861,0.08772
1999,Bavaria,Upper Secondary Level,Paid,0.04021,59,378,0.02038,0.06004
1999,Bavaria,Upper Secondary Level,Not compensated,0.04268,47,378,0.02228,0.06309
1999,Bavaria,Second Stage of Tertiary Education,Comp. time,0.25993,51,85,0.16613,0.35372
1999,Bavaria,Second Stage of Tertiary Education,Not compensated,0.13085,34,85,0.05873,0.20297
1999,Berlin,Upper Secondary Level,Comp. time,0.16100,40,40,0.04565,0.27635
1999,Brandenburg,Upper Secondary Level,Comp. time,0.09637,43,43,0.00712,0.18562
1999,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.19582,33,33,0.05833,0.33332
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.19667,50,50,0.08537,0.30796
1999,Saxony,Upper Secondary Level,Comp. time,0.18468,134,235,0.13496,0.23440
1999,Saxony,Upper Secondary Level,Some of both,0.11978,65,235,0.07818,0.16139
1999,Saxony,Upper Secondary Level,Paid,0.04587,36,235,0.01906,0.07267
1999,Saxony,Second Stage of Tertiary Education,Comp. time,0.15174,50,97,0.07997,0.22351
1999,Saxony,Second Stage of Tertiary Education,Not compensated,0.16952,47,97,0.09447,0.24458
1999,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.12318,50,97,0.05744,0.18893
1999,Saxony-Anhalt,Upper Secondary Level,Some of both,0.11267,47,97,0.04942,0.17593
1999,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.18336,34,34,0.05133,0.31539
1999,Thuringa,Upper Secondary Level,Comp. time,0.12708,64,161,0.07547,0.17869
1999,Thuringa,Upper Secondary Level,Some of both,0.12750,58,161,0.07581,0.17918
1999,Thuringa,Upper Secondary Level,Paid,0.06981,39,161,0.03032,0.10929
1999,Thuringa,Second Stage of Tertiary Education,Comp. time,0.22184,32,32,0.07558,0.36810
2000,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.19300,66,104,0.11679,0.26922
2000,Schleswig-Holstein,Upper Secondary Level,Some of both,0.09211,38,104,0.03626,0.14795
2000,Hamburg,Upper Secondary Level,Comp. time,0.22386,38,38,0.08955,0.35817
2000,Lower Saxony,Upper Secondary Level,Comp. time,0.17385,206,455,0.13899,0.20871
2000,Lower Saxony,Upper Secondary Level,Some of both,0.11508,127,455,0.08572,0.14443
2000,Lower Saxony,Upper Secondary Level,Paid,0.07577,85,455,0.05143,0.10012
2000,Lower Saxony,Upper Secondary Level,Not compensated,0.02870,37,455,0.01334,0.04405
2000,Lower Saxony,First Stage of Tertiary Education,Comp. time,0.21393,31,31,0.06719,0.36068
2000,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.23335,60,94,0.14739,0.31932
2000,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.12757,34,94,0.05977,0.19538
2000,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.04529,43,96,0.00348,0.08711
2000,North Rhine-Westphalia,Lower Secondary Level,Paid,0.05787,53,96,0.01092,0.10482
2000,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.14204,376,843,0.11846,0.16563
2000,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.05526,161,843,0.03983,0.07069
2000,North Rhine-Westphalia,Upper Secondary Level,Paid,0.08686,230,843,0.06784,0.10589
2000,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03189,76,843,0.02003,0.04376
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.24221,79,79,0.14713,0.33729
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.19436,81,119,0.12296,0.26576
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.08538,38,119,0.03496,0.13581
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.16352,117,343,0.12432,0.20272
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.06549,55,343,0.03927,0.09171
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.04910,33,343,0.02620,0.07200
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.19700,138,343,0.15485,0.23916
2000,Hesse,Upper Secondary Level,Comp. time,0.18881,153,265,0.14160,0.23602
2000,Hesse,Upper Secondary Level,Some of both,0.06598,67,265,0.03603,0.09593
2000,Hesse,Upper Secondary Level,Paid,0.04955,45,265,0.02337,0.07572
2000,Hesse,Second Stage of Tertiary Education,Comp. time,0.15355,45,91,0.07907,0.22804
2000,Hesse,Second Stage of Tertiary Education,Not compensated,0.15799,46,91,0.08264,0.23335
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.13216,109,216,0.08689,0.17742
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.08221,65,216,0.04549,0.11893
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.04983,42,216,0.02075,0.07892
2000,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.07634,55,90,0.02117,0.13151
2000,Baden-Wuerttemberg,Lower Secondary Level,Paid,0.05419,35,90,0.00716,0.10123
2000,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.18369,250,517,0.15028,0.21710
2000,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.07672,114,517,0.05376,0.09969
2000,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.06592,99,517,0.04451,0.08733
2000,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03145,54,517,0.01639,0.04651
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.27415,65,99,0.18583,0.36247
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Some of both,0.13047,34,99,0.06378,0.19715
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.15995,61,141,0.09923,0.22067
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.18495,80,141,0.12063,0.24926
2000,Bavaria,Lower Secondary Level,Comp. time,0.10109,52,52,0.01836,0.18383
2000,Bavaria,Upper Secondary Level,Comp. time,0.19665,397,710,0.16739,0.22591
2000,Bavaria,Upper Secondary Level,Some of both,0.07230,145,710,0.05323,0.09136
2000,Bavaria,Upper Secondary Level,Paid,0.04091,92,710,0.02633,0.05549
2000,Bavaria,Upper Secondary Level,Not compensated,0.04389,76,710,0.02881,0.05897
2000,Bavaria,First Stage of Tertiary Education,Comp. time,0.22338,53,53,0.11017,0.33659
2000,Bavaria,Second Stage of Tertiary Education,Comp. time,0.17921,92,209,0.12708,0.23133
2000,Bavaria,Second Stage of Tertiary Education,Some of both,0.07618,36,209,0.04013,0.11224
2000,Bavaria,Second Stage of Tertiary Education,Not compensated,0.16027,81,209,0.11042,0.21013
2000,Berlin,Upper Secondary Level,Comp. time,0.13436,51,85,0.06143,0.20730
2000,Berlin,Upper Secondary Level,Some of both,0.09328,34,85,0.03109,0.15547
2000,Berlin,Second Stage of Tertiary Education,Comp. time,0.15952,43,75,0.07609,0.24295
2000,Berlin,Second Stage of Tertiary Education,Not compensated,0.14563,32,75,0.06526,0.22600
2000,Brandenburg,Upper Secondary Level,Comp. time,0.11954,71,155,0.06830,0.17078
2000,Brandenburg,Upper Secondary Level,Some of both,0.07735,48,155,0.03516,0.11954
2000,Brandenburg,Upper Secondary Level,Paid,0.08476,36,155,0.04077,0.12875
2000,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.19990,56,96,0.11948,0.28033
2000,Brandenburg,Second Stage of Tertiary Education,Not compensated,0.13442,40,96,0.06582,0.20301
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.16483,55,55,0.06587,0.26379
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Comp. time,0.22032,34,34,0.07891,0.36173
2000,Saxony,Upper Secondary Level,Comp. time,0.14885,164,340,0.11096,0.18674
2000,Saxony,Upper Secondary Level,Some of both,0.09884,87,340,0.06707,0.13061
2000,Saxony,Upper Secondary Level,Paid,0.04540,51,340,0.02324,0.06756
2000,Saxony,Upper Secondary Level,Not compensated,0.03030,38,340,0.01205,0.04854
2000,Saxony,Second Stage of Tertiary Education,Comp. time,0.17605,83,147,0.11427,0.23783
2000,Saxony,Second Stage of Tertiary Education,Not compensated,0.14494,64,147,0.08784,0.20205
2000,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.11888,75,165,0.06935,0.16842
2000,Saxony-Anhalt,Upper Secondary Level,Some of both,0.09103,47,165,0.04700,0.13505
2000,Saxony-Anhalt,Upper Secondary Level,Paid,0.06404,43,165,0.02657,0.10151
2000,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.20136,54,95,0.12029,0.28243
2000,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.15546,41,95,0.08221,0.22871
2000,Thuringa,Upper Secondary Level,Comp. time,0.16488,123,223,0.11607,0.21369
2000,Thuringa,Upper Secondary Level,Some of both,0.07974,54,223,0.04410,0.11537
2000,Thuringa,Upper Secondary Level,Paid,0.06010,46,223,0.02884,0.09137
2000,Thuringa,Second Stage of Tertiary Education,Comp. time,0.26118,48,48,0.13559,0.38677
2001,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.15716,54,92,0.08238,0.23194
2001,Schleswig-Holstein,Upper Secondary Level,Some of both,0.10190,38,92,0.03975,0.16406
2001,Hamburg,Upper Secondary Level,Comp. time,0.21710,34,34,0.07644,0.35776
2001,Lower Saxony,Upper Secondary Level,Comp. time,0.17755,192,392,0.13967,0.21543
2001,Lower Saxony,Upper Secondary Level,Some of both,0.09200,95,392,0.06335,0.12065
2001,Lower Saxony,Upper Secondary Level,Paid,0.08148,73,392,0.05437,0.10860
2001,Lower Saxony,Upper Secondary Level,Not compensated,0.02712,32,392,0.01102,0.04322
2001,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.24185,55,88,0.15187,0.33184
2001,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.12819,33,88,0.05794,0.19844
2001,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.05537,44,88,0.00731,0.10342
2001,North Rhine-Westphalia,Lower Secondary Level,Paid,0.04941,44,88,0.00387,0.09495
2001,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.13854,340,789,0.11442,0.16266
2001,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06205,162,789,0.04521,0.07890
2001,North Rhine-Westphalia,Upper Secondary Level,Paid,0.08301,208,789,0.06374,0.10227
2001,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03277,79,789,0.02034,0.04520
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.21071,68,105,0.13233,0.28909
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.12374,37,105,0.06046,0.18703
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.20238,80,120,0.13019,0.27456
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.08994,40,120,0.03854,0.14135
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.13526,96,315,0.09743,0.17308
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.10499,63,315,0.07108,0.13889
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.04661,32,315,0.02330,0.06993
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.17697,124,315,0.13475,0.21918
2001,Hesse,Upper Secondary Level,Comp. time,0.16508,133,285,0.12190,0.20826
2001,Hesse,Upper Secondary Level,Some of both,0.07160,68,285,0.04161,0.10159
2001,Hesse,Upper Secondary Level,Paid,0.06103,50,285,0.03319,0.08887
2001,Hesse,Upper Secondary Level,Not compensated,0.03688,34,285,0.01496,0.05880
2001,Hesse,Second Stage of Tertiary Education,Comp. time,0.14757,45,88,0.07304,0.22210
2001,Hesse,Second Stage of Tertiary Education,Not compensated,0.21516,43,88,0.12880,0.30151
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.13124,107,216,0.08610,0.17637
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06296,50,216,0.03049,0.09543
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.07642,59,216,0.04091,0.11193
2001,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.07143,39,73,0.01194,0.13092
2001,Baden-Wuerttemberg,Lower Secondary Level,Paid,0.05419,34,73,0.00190,0.10649
2001,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.17338,205,480,0.13948,0.20729
2001,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.08217,126,480,0.05758,0.10676
2001,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.07160,94,480,0.04851,0.09468
2001,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03745,55,480,0.02045,0.05445
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.24467,46,78,0.14865,0.34069
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Some of both,0.11415,32,78,0.04312,0.18518
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.16447,61,139,0.10262,0.22632
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.19414,78,139,0.12815,0.26014
2001,Bavaria,Lower Secondary Level,Comp. time,0.08065,42,42,-0.00270,0.16401
2001,Bavaria,Upper Secondary Level,Comp. time,0.20804,356,642,0.17662,0.23946
2001,Bavaria,Upper Secondary Level,Some of both,0.07256,129,642,0.05248,0.09265
2001,Bavaria,Upper Secondary Level,Paid,0.04839,93,642,0.03177,0.06500
2001,Bavaria,Upper Secondary Level,Not compensated,0.03812,64,642,0.02330,0.05295
2001,Bavaria,First Stage of Tertiary Education,Comp. time,0.21019,47,47,0.09244,0.32793
2001,Bavaria,Second Stage of Tertiary Education,Comp. time,0.18741,81,204,0.13372,0.24109
2001,Bavaria,Second Stage of Tertiary Education,Some of both,0.08366,42,204,0.04557,0.12175
2001,Bavaria,Second Stage of Tertiary Education,Not compensated,0.16934,81,204,0.11775,0.22093
2001,Berlin,Upper Secondary Level,Comp. time,0.16851,64,100,0.09478,0.24225
2001,Berlin,Upper Secondary Level,Some of both,0.12322,36,100,0.05847,0.18797
2001,Berlin,Second Stage of Tertiary Education,Comp. time,0.20940,51,51,0.09662,0.32218
2001,Brandenburg,Upper Secondary Level,Comp. time,0.13987,73,105,0.07321,0.20654
2001,Brandenburg,Upper Secondary Level,Paid,0.06666,32,105,0.01872,0.11460
2001,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.21489,60,60,0.11008,0.31970
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.18555,57,89,0.10432,0.26677
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Some of both,0.09243,32,89,0.03192,0.15295
2001,Saxony,Upper Secondary Level,Comp. time,0.15326,154,323,0.11391,0.19261
2001,Saxony,Upper Secondary Level,Some of both,0.10292,87,323,0.06973,0.13611
2001,Saxony,Upper Secondary Level,Paid,0.04887,51,323,0.02532,0.07242
2001,Saxony,Upper Secondary Level,Not compensated,0.02808,31,323,0.01003,0.04612
2001,Saxony,First Stage of Tertiary Education,Comp. time,0.24062,33,33,0.09251,0.38873
2001,Saxony,Second Stage of Tertiary Education,Comp. time,0.17514,77,172,0.11817,0.23211
2001,Saxony,Second Stage of Tertiary Education,Some of both,0.07189,35,172,0.03318,0.11061
2001,Saxony,Second Stage of Tertiary Education,Not compensated,0.14299,60,172,0.09052,0.19546
2001,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.14035,80,155,0.08549,0.19522
2001,Saxony-Anhalt,Upper Secondary Level,Some of both,0.05498,35,155,0.01898,0.09098
2001,Saxony-Anhalt,Upper Secondary Level,Paid,0.07625,40,155,0.03433,0.11816
2001,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.19808,52,89,0.11481,0.28136
2001,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.16603,37,89,0.08828,0.24377
2001,Thuringa,Upper Secondary Level,Comp. time,0.17350,118,212,0.12241,0.22460
2001,Thuringa,Upper Secondary Level,Some of both,0.07190,49,212,0.03704,0.10675
2001,Thuringa,Upper Secondary Level,Paid,0.06825,45,212,0.03422,0.10227
2001,Thuringa,Second Stage of Tertiary Education,Comp. time,0.27909,48,48,0.15085,0.40733
2002,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.18682,66,97,0.10885,0.26479
2002,Schleswig-Holstein,Upper Secondary Level,Some of both,0.07956,31,97,0.02542,0.13369
2002,Lower Saxony,Upper Secondary Level,Comp. time,0.17784,195,365,0.13856,0.21712
2002,Lower Saxony,Upper Secondary Level,Some of both,0.10393,103,365,0.07258,0.13528
2002,Lower Saxony,Upper Secondary Level,Paid,0.06137,67,365,0.03671,0.08602
2002,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.24341,67,113,0.16394,0.32289
2002,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.12113,46,113,0.06070,0.18155
2002,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.05035,37,68,-0.00201,0.10271
2002,North Rhine-Westphalia,Lower Secondary Level,Paid,0.04300,31,68,-0.00557,0.09158
2002,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.13041,313,712,0.10565,0.15516
2002,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06145,150,712,0.04380,0.07911
2002,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05815,149,712,0.04094,0.07535
2002,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03698,100,712,0.02311,0.05086
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.20507,75,114,0.13063,0.27952
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.09941,39,114,0.04424,0.15457
2002,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.23394,86,86,0.14394,0.32393
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.13154,124,396,0.09821,0.16488
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.09401,78,396,0.06523,0.12279
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.18770,194,396,0.14919,0.22621
2002,Hesse,Upper Secondary Level,Comp. time,0.14366,135,240,0.09919,0.18813
2002,Hesse,Upper Secondary Level,Some of both,0.07581,68,240,0.04225,0.10936
2002,Hesse,Upper Secondary Level,Not compensated,0.04074,37,240,0.01568,0.06580
2002,Hesse,Second Stage of Tertiary Education,Comp. time,0.19020,68,166,0.13032,0.25008
2002,Hesse,Second Stage of Tertiary Education,Not compensated,0.22243,98,166,0.15897,0.28589
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.13083,99,221,0.08627,0.17539
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.05369,47,221,0.02390,0.08347
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.06472,44,221,0.03220,0.09723
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not compensated,0.04401,31,221,0.01690,0.07111
2002,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.20203,32,73,0.10928,0.29477
2002,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.18751,41,73,0.09735,0.27767
2002,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.05111,32,32,-0.02641,0.12863
2002,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.17003,213,452,0.13536,0.20470
2002,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.08405,117,452,0.05844,0.10966
2002,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.05448,67,452,0.03354,0.07543
2002,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03150,55,452,0.01538,0.04762
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.28856,54,86,0.19224,0.38489
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,Some of both,0.13449,32,86,0.06196,0.20702
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.12465,63,238,0.08259,0.16670
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.06455,35,238,0.03326,0.09583
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.24696,140,238,0.19206,0.30187
2002,Bavaria,Lower Secondary Level,Comp. time,0.10458,40,40,0.00854,0.20062
2002,Bavaria,Upper Secondary Level,Comp. time,0.20246,341,624,0.17090,0.23401
2002,Bavaria,Upper Secondary Level,Some of both,0.07609,143,624,0.05527,0.09691
2002,Bavaria,Upper Secondary Level,Paid,0.03160,70,624,0.01786,0.04534
2002,Bavaria,Upper Secondary Level,Not compensated,0.03747,70,624,0.02256,0.05238
2002,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.21440,32,32,0.06993,0.35887
2002,Bavaria,First Stage of Tertiary Education,Comp. time,0.18988,51,51,0.08117,0.29860
2002,Bavaria,Second Stage of Tertiary Education,Comp. time,0.15904,101,279,0.11605,0.20203
2002,Bavaria,Second Stage of Tertiary Education,Some of both,0.06956,46,279,0.03965,0.09947
2002,Bavaria,Second Stage of Tertiary Education,Not compensated,0.17017,132,279,0.12599,0.21434
2002,Berlin,Upper Secondary Level,Comp. time,0.13168,51,51,0.03795,0.22540
2002,Berlin,Second Stage of Tertiary Education,Comp. time,0.17970,54,98,0.10329,0.25611
2002,Berlin,Second Stage of Tertiary Education,Not compensated,0.13810,44,98,0.06944,0.20675
2002,Brandenburg,Upper Secondary Level,Comp. time,0.15378,83,122,0.08950,0.21805
2002,Brandenburg,Upper Secondary Level,Some of both,0.09005,39,122,0.03904,0.14105
2002,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.16224,51,51,0.06005,0.26443
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.19523,54,54,0.08852,0.30195
2002,Saxony,Upper Secondary Level,Comp. time,0.17441,156,285,0.13028,0.21855
2002,Saxony,Upper Secondary Level,Some of both,0.09695,95,285,0.06254,0.13136
2002,Saxony,Upper Secondary Level,Paid,0.03679,34,285,0.01490,0.05869
2002,Saxony,First Stage of Tertiary Education,Comp. time,0.24387,34,34,0.09735,0.39038
2002,Saxony,Second Stage of Tertiary Education,Comp. time,0.18751,87,172,0.12901,0.24601
2002,Saxony,Second Stage of Tertiary Education,Not compensated,0.15363,85,172,0.09958,0.20767
2002,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.13533,74,145,0.07946,0.19120
2002,Saxony-Anhalt,Upper Secondary Level,Some of both,0.07452,40,145,0.03163,0.11742
2002,Saxony-Anhalt,Upper Secondary Level,Paid,0.05871,31,145,0.02032,0.09711
2002,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.21737,53,99,0.13571,0.29903
