year,quintil_oecd,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,4th Quintile,Urban regions,Not compensated,0.05893,234,1358,0.04640,0.07146
2013,4th Quintile,Rural regions,Comp. time,0.22564,485,828,0.19715,0.25413
2013,4th Quintile,Rural regions,Some of both,0.08332,161,828,0.06449,0.10216
2013,4th Quintile,Rural regions,Paid,0.03322,73,828,0.02101,0.04543
2013,4th Quintile,Rural regions,Not compensated,0.04691,109,828,0.03249,0.06132
2013,5th Quintile,Urban regions,Comp. time,0.18575,836,1761,0.16758,0.20392
2013,5th Quintile,Urban regions,Some of both,0.07229,281,1761,0.06019,0.08439
2013,5th Quintile,Urban regions,Paid,0.02367,83,1761,0.01657,0.03077
2013,5th Quintile,Urban regions,Not compensated,0.12100,561,1761,0.10576,0.13624
2013,5th Quintile,Rural regions,Comp. time,0.22242,311,621,0.18969,0.25516
2013,5th Quintile,Rural regions,Some of both,0.07751,100,621,0.05646,0.09856
2013,5th Quintile,Rural regions,Paid,0.02008,41,621,0.00904,0.03112
2013,5th Quintile,Rural regions,Not compensated,0.10124,169,621,0.07750,0.12499
2014,1st Quintile,Urban regions,Comp. time,0.06622,315,757,0.04850,0.08395
2014,1st Quintile,Urban regions,Some of both,0.02595,164,757,0.01462,0.03728
2014,1st Quintile,Urban regions,Paid,0.03464,189,757,0.02161,0.04768
2014,1st Quintile,Urban regions,Not compensated,0.01638,89,757,0.00733,0.02543
2014,1st Quintile,Rural regions,Comp. time,0.08214,225,492,0.05785,0.10642
2014,1st Quintile,Rural regions,Some of both,0.03098,126,492,0.01566,0.04631
2014,1st Quintile,Rural regions,Paid,0.02669,97,492,0.01243,0.04095
2014,1st Quintile,Rural regions,Not compensated,0.01164,44,492,0.00215,0.02113
2014,2nd Quintile,Urban regions,Comp. time,0.10052,538,1116,0.08287,0.11816
2014,2nd Quintile,Urban regions,Some of both,0.06241,270,1116,0.04821,0.07661
2014,2nd Quintile,Urban regions,Paid,0.03428,178,1116,0.02360,0.04496
2014,2nd Quintile,Urban regions,Not compensated,0.02719,130,1116,0.01765,0.03674
2014,2nd Quintile,Rural regions,Comp. time,0.09583,338,689,0.07384,0.11783
2014,2nd Quintile,Rural regions,Some of both,0.05713,176,689,0.03978,0.07447
2014,2nd Quintile,Rural regions,Paid,0.03527,118,689,0.02149,0.04905
2014,2nd Quintile,Rural regions,Not compensated,0.02389,57,689,0.01248,0.03530
2014,3rd Quintile,Urban regions,Comp. time,0.15085,626,1257,0.13105,0.17064
2014,3rd Quintile,Urban regions,Some of both,0.08208,303,1257,0.06690,0.09726
2014,3rd Quintile,Urban regions,Paid,0.03854,168,1257,0.02789,0.04919
2014,3rd Quintile,Urban regions,Not compensated,0.03791,160,1257,0.02735,0.04848
2014,3rd Quintile,Rural regions,Comp. time,0.17153,462,816,0.14565,0.19741
2014,3rd Quintile,Rural regions,Some of both,0.07297,180,816,0.05511,0.09082
2014,3rd Quintile,Rural regions,Paid,0.03695,91,816,0.02400,0.04990
2014,3rd Quintile,Rural regions,Not compensated,0.03698,83,816,0.02402,0.04994
2014,4th Quintile,Urban regions,Comp. time,0.20944,825,1517,0.18895,0.22992
2014,4th Quintile,Urban regions,Some of both,0.07261,328,1517,0.05955,0.08567
2014,4th Quintile,Urban regions,Paid,0.03531,130,1517,0.02602,0.04461
2014,4th Quintile,Urban regions,Not compensated,0.05599,234,1517,0.04441,0.06756
2014,4th Quintile,Rural regions,Comp. time,0.24886,533,887,0.22039,0.27733
2014,4th Quintile,Rural regions,Some of both,0.10545,182,887,0.08523,0.12568
2014,4th Quintile,Rural regions,Paid,0.03255,68,887,0.02087,0.04424
2014,4th Quintile,Rural regions,Not compensated,0.04635,104,887,0.03250,0.06019
2014,5th Quintile,Urban regions,Comp. time,0.21649,892,1861,0.19777,0.23520
2014,5th Quintile,Urban regions,Some of both,0.08367,320,1861,0.07108,0.09625
2014,5th Quintile,Urban regions,Paid,0.03407,118,1861,0.02583,0.04232
2014,5th Quintile,Urban regions,Not compensated,0.10987,531,1861,0.09566,0.12408
2014,5th Quintile,Rural regions,Comp. time,0.23245,331,663,0.20027,0.26462
2014,5th Quintile,Rural regions,Some of both,0.07471,114,663,0.05468,0.09473
2014,5th Quintile,Rural regions,Paid,0.01807,40,663,0.00793,0.02822
2014,5th Quintile,Rural regions,Not compensated,0.11187,178,663,0.08786,0.13588
2018,1st Quintile,Urban regions,Comp. time,0.07071,301,619,0.05050,0.09093
2018,1st Quintile,Urban regions,Some of both,0.03193,125,619,0.01807,0.04579
2018,1st Quintile,Urban regions,Paid,0.02894,148,619,0.01572,0.04215
2018,1st Quintile,Urban regions,Not compensated,0.01334,45,619,0.00429,0.02239
2018,1st Quintile,Rural regions,Comp. time,0.07410,184,378,0.04766,0.10054
2018,1st Quintile,Rural regions,Some of both,0.03640,108,378,0.01749,0.05530
2018,1st Quintile,Rural regions,Paid,0.02594,86,378,0.00989,0.04199
2018,2nd Quintile,Urban regions,Comp. time,0.12820,531,1101,0.10844,0.14796
2018,2nd Quintile,Urban regions,Some of both,0.06528,269,1101,0.05069,0.07988
2018,2nd Quintile,Urban regions,Paid,0.04236,204,1101,0.03046,0.05426
2018,2nd Quintile,Urban regions,Not compensated,0.02205,97,1101,0.01337,0.03072
2018,2nd Quintile,Rural regions,Comp. time,0.16230,410,736,0.13564,0.18896
2018,2nd Quintile,Rural regions,Some of both,0.06831,176,736,0.05007,0.08655
2018,2nd Quintile,Rural regions,Paid,0.03788,104,736,0.02408,0.05169
2018,2nd Quintile,Rural regions,Not compensated,0.01705,46,736,0.00769,0.02640
2018,3rd Quintile,Urban regions,Comp. time,0.17103,667,1211,0.14982,0.19225
2018,3rd Quintile,Urban regions,Some of both,0.07286,257,1211,0.05821,0.08750
2018,3rd Quintile,Urban regions,Paid,0.03939,160,1211,0.02843,0.05035
2018,3rd Quintile,Urban regions,Not compensated,0.03631,127,1211,0.02577,0.04685
2018,3rd Quintile,Rural regions,Comp. time,0.20620,447,784,0.17786,0.23454
2018,3rd Quintile,Rural regions,Some of both,0.09063,209,784,0.07053,0.11074
2018,3rd Quintile,Rural regions,Paid,0.02248,66,784,0.01210,0.03286
2018,3rd Quintile,Rural regions,Not compensated,0.02273,62,784,0.01229,0.03317
2018,4th Quintile,Urban regions,Comp. time,0.21594,796,1429,0.19460,0.23728
2018,4th Quintile,Urban regions,Some of both,0.08974,313,1429,0.07492,0.10457
2018,4th Quintile,Urban regions,Paid,0.03923,128,1429,0.02916,0.04930
2018,4th Quintile,Urban regions,Not compensated,0.05399,192,1429,0.04227,0.06571
2018,4th Quintile,Rural regions,Comp. time,0.25155,469,825,0.22192,0.28117
2018,4th Quintile,Rural regions,Some of both,0.10556,183,825,0.08458,0.12655
2018,4th Quintile,Rural regions,Paid,0.04437,81,825,0.03031,0.05843
2018,4th Quintile,Rural regions,Not compensated,0.04613,92,825,0.03181,0.06046
2018,5th Quintile,Urban regions,Comp. time,0.23631,909,1739,0.21634,0.25628
2018,5th Quintile,Urban regions,Some of both,0.08725,299,1739,0.07398,0.10051
2018,5th Quintile,Urban regions,Paid,0.02868,114,1739,0.02083,0.03652
2018,5th Quintile,Urban regions,Not compensated,0.08922,417,1739,0.07581,0.10262
2018,5th Quintile,Rural regions,Comp. time,0.24215,382,680,0.20993,0.27437
2018,5th Quintile,Rural regions,Some of both,0.07012,117,680,0.05091,0.08932
2018,5th Quintile,Rural regions,Paid,0.03502,48,680,0.02119,0.04885
2018,5th Quintile,Rural regions,Not compensated,0.10974,133,680,0.08623,0.13326
2020,1st Quintile,Urban regions,Comp. time,0.07321,247,523,0.05087,0.09556
2020,1st Quintile,Urban regions,Some of both,0.03684,150,523,0.02068,0.05300
2020,1st Quintile,Urban regions,Paid,0.02431,91,523,0.01109,0.03752
2020,1st Quintile,Urban regions,Not compensated,0.01037,35,523,0.00168,0.01906
2020,1st Quintile,Rural regions,Comp. time,0.05843,164,326,0.03293,0.08393
2020,1st Quintile,Rural regions,Some of both,0.03981,106,326,0.01855,0.06107
2020,1st Quintile,Rural regions,Paid,0.02072,56,326,0.00523,0.03620
2020,2nd Quintile,Urban regions,Comp. time,0.14054,524,1038,0.11939,0.16170
2020,2nd Quintile,Urban regions,Some of both,0.06947,286,1038,0.05399,0.08494
2020,2nd Quintile,Urban regions,Paid,0.03719,140,1038,0.02568,0.04871
2020,2nd Quintile,Urban regions,Not compensated,0.02376,88,1038,0.01449,0.03303
2020,2nd Quintile,Rural regions,Comp. time,0.16207,389,690,0.13456,0.18959
2020,2nd Quintile,Rural regions,Some of both,0.07541,177,690,0.05570,0.09513
2020,2nd Quintile,Rural regions,Paid,0.03776,84,690,0.02353,0.05200
2020,2nd Quintile,Rural regions,Not compensated,0.01945,40,690,0.00914,0.02977
2020,3rd Quintile,Urban regions,Comp. time,0.19941,673,1175,0.17656,0.22227
2020,3rd Quintile,Urban regions,Some of both,0.09650,285,1175,0.07961,0.11339
2020,3rd Quintile,Urban regions,Paid,0.03729,110,1175,0.02645,0.04813
2020,3rd Quintile,Urban regions,Not compensated,0.02351,107,1175,0.01484,0.03218
2020,3rd Quintile,Rural regions,Comp. time,0.21382,400,692,0.18325,0.24439
2020,3rd Quintile,Rural regions,Some of both,0.10954,185,692,0.08626,0.13283
2020,3rd Quintile,Rural regions,Paid,0.02512,63,692,0.01345,0.03679
2020,3rd Quintile,Rural regions,Not compensated,0.02124,44,692,0.01049,0.03199
2020,4th Quintile,Urban regions,Comp. time,0.24309,833,1436,0.22090,0.26528
2020,4th Quintile,Urban regions,Some of both,0.09402,309,1436,0.07892,0.10912
2020,4th Quintile,Urban regions,Paid,0.03041,110,1436,0.02152,0.03929
2020,4th Quintile,Urban regions,Not compensated,0.04479,184,1436,0.03409,0.05549
2020,4th Quintile,Rural regions,Comp. time,0.28545,479,782,0.25378,0.31713
2020,4th Quintile,Rural regions,Some of both,0.09212,146,782,0.07183,0.11240
2020,4th Quintile,Rural regions,Paid,0.04331,65,782,0.02903,0.05758
2020,4th Quintile,Rural regions,Not compensated,0.05213,92,782,0.03654,0.06772
2020,5th Quintile,Urban regions,Comp. time,0.23846,957,1837,0.21897,0.25796
2020,5th Quintile,Urban regions,Some of both,0.07378,295,1837,0.06182,0.08574
2020,5th Quintile,Urban regions,Paid,0.03263,122,1837,0.02450,0.04075
2020,5th Quintile,Urban regions,Not compensated,0.08412,463,1837,0.07142,0.09682
2020,5th Quintile,Rural regions,Comp. time,0.23787,364,692,0.20613,0.26962
2020,5th Quintile,Rural regions,Some of both,0.09640,135,692,0.07439,0.11840
2020,5th Quintile,Rural regions,Paid,0.02981,45,692,0.01713,0.04249
2020,5th Quintile,Rural regions,Not compensated,0.08878,148,692,0.06757,0.10999
2022,1st Quintile,Urban regions,Comp. time,0.06735,210,444,0.04401,0.09068
2022,1st Quintile,Urban regions,Some of both,0.02445,85,444,0.01007,0.03884
2022,1st Quintile,Urban regions,Paid,0.04222,118,444,0.02350,0.06095
2022,1st Quintile,Urban regions,Not compensated,0.01450,31,444,0.00337,0.02564
2022,1st Quintile,Rural regions,Comp. time,0.08636,127,226,0.04966,0.12306
2022,1st Quintile,Rural regions,Some of both,0.03461,52,226,0.01073,0.05849
2022,1st Quintile,Rural regions,Paid,0.02737,47,226,0.00605,0.04869
2022,2nd Quintile,Urban regions,Comp. time,0.14730,380,699,0.12100,0.17359
2022,2nd Quintile,Urban regions,Some of both,0.06331,166,699,0.04524,0.08138
2022,2nd Quintile,Urban regions,Paid,0.04091,106,699,0.02621,0.05560
2022,2nd Quintile,Urban regions,Not compensated,0.01744,47,699,0.00773,0.02715
2022,2nd Quintile,Rural regions,Comp. time,0.14323,231,416,0.10952,0.17693
2022,2nd Quintile,Rural regions,Some of both,0.08023,107,416,0.05409,0.10637
2022,2nd Quintile,Rural regions,Paid,0.06396,78,416,0.04042,0.08750
2022,3rd Quintile,Urban regions,Comp. time,0.20124,519,878,0.17470,0.22777
2022,3rd Quintile,Urban regions,Some of both,0.06896,178,878,0.05219,0.08573
2022,3rd Quintile,Urban regions,Paid,0.03678,91,878,0.02432,0.04923
2022,3rd Quintile,Urban regions,Not compensated,0.02465,90,878,0.01439,0.03492
2022,3rd Quintile,Rural regions,Comp. time,0.21599,299,482,0.17922,0.25277
2022,3rd Quintile,Rural regions,Some of both,0.07005,102,482,0.04724,0.09286
2022,3rd Quintile,Rural regions,Paid,0.02818,47,482,0.01339,0.04297
2022,3rd Quintile,Rural regions,Not compensated,0.02130,34,482,0.00840,0.03420
2022,4th Quintile,Urban regions,Comp. time,0.26337,642,1057,0.23680,0.28993
2022,4th Quintile,Urban regions,Some of both,0.07602,196,1057,0.06004,0.09201
2022,4th Quintile,Urban regions,Paid,0.04147,84,1057,0.02944,0.05349
2022,4th Quintile,Urban regions,Not compensated,0.04459,135,1057,0.03214,0.05704
2022,4th Quintile,Rural regions,Comp. time,0.26694,343,539,0.22956,0.30432
2022,4th Quintile,Rural regions,Some of both,0.09535,100,539,0.07053,0.12016
2022,4th Quintile,Rural regions,Paid,0.03839,39,539,0.02215,0.05462
2022,4th Quintile,Rural regions,Not compensated,0.03621,57,539,0.02043,0.05200
2022,5th Quintile,Urban regions,Comp. time,0.21355,643,1287,0.19115,0.23595
2022,5th Quintile,Urban regions,Some of both,0.07144,190,1287,0.05736,0.08552
2022,5th Quintile,Urban regions,Paid,0.03615,94,1287,0.02595,0.04635
2022,5th Quintile,Urban regions,Not compensated,0.09251,360,1287,0.07667,0.10834
2022,5th Quintile,Rural regions,Comp. time,0.24875,252,440,0.20831,0.28918
2022,5th Quintile,Rural regions,Some of both,0.08849,86,440,0.06192,0.11506
2022,5th Quintile,Rural regions,Not compensated,0.08138,102,440,0.05580,0.10695
