year,age_gr,quintil_oecd,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,30-45 y.,1st Quintile,Never,0.93350,1506,1552,0.92110,0.94590
2015,30-45 y.,2nd Quintile,Seldom,0.05022,78,1623,0.03959,0.06085
2015,30-45 y.,2nd Quintile,Never,0.93229,1545,1623,0.92006,0.94452
2015,30-45 y.,3rd Quintile,Seldom,0.03636,86,1494,0.02687,0.04586
2015,30-45 y.,3rd Quintile,Never,0.94072,1408,1494,0.92874,0.95270
2015,30-45 y.,4th Quintile,Seldom,0.04131,77,1323,0.03058,0.05204
2015,30-45 y.,4th Quintile,Never,0.92541,1246,1323,0.91125,0.93957
2015,30-45 y.,5th Quintile,Seldom,0.05120,76,1212,0.03879,0.06361
2015,30-45 y.,5th Quintile,Never,0.92273,1136,1212,0.90770,0.93777
2015,46-65 y.,1st Quintile,Seldom,0.02510,44,1462,0.01708,0.03312
2015,46-65 y.,1st Quintile,Never,0.96852,1418,1462,0.95957,0.97748
2015,46-65 y.,2nd Quintile,Seldom,0.05750,87,1445,0.04549,0.06951
2015,46-65 y.,2nd Quintile,Never,0.92372,1358,1445,0.91003,0.93742
2015,46-65 y.,3rd Quintile,At least once per month,0.01367,31,1534,0.00786,0.01948
2015,46-65 y.,3rd Quintile,Seldom,0.06466,106,1534,0.05235,0.07697
2015,46-65 y.,3rd Quintile,Never,0.91266,1397,1534,0.89852,0.92679
2015,46-65 y.,4th Quintile,At least once per month,0.02087,47,1869,0.01438,0.02735
2015,46-65 y.,4th Quintile,Seldom,0.08319,161,1869,0.07067,0.09572
2015,46-65 y.,4th Quintile,Never,0.87916,1661,1869,0.86438,0.89394
2015,46-65 y.,5th Quintile,At least once per week,0.02008,53,2475,0.01455,0.02560
2015,46-65 y.,5th Quintile,At least once per month,0.02782,63,2475,0.02134,0.03430
2015,46-65 y.,5th Quintile,Seldom,0.08989,238,2475,0.07862,0.10116
2015,46-65 y.,5th Quintile,Never,0.86088,2121,2475,0.84725,0.87452
2015,66 and older,1st Quintile,Never,0.93740,693,693,0.91935,0.95545
2015,66 and older,2nd Quintile,Seldom,0.05001,67,1269,0.03801,0.06200
2015,66 and older,2nd Quintile,Never,0.93526,1202,1269,0.92171,0.94880
2015,66 and older,3rd Quintile,Seldom,0.06486,75,1007,0.04964,0.08008
2015,66 and older,3rd Quintile,Never,0.89411,932,1007,0.87509,0.91312
2015,66 and older,4th Quintile,Seldom,0.12365,89,842,0.10140,0.14590
2015,66 and older,4th Quintile,Never,0.81276,753,842,0.78640,0.83913
2015,66 and older,5th Quintile,At least once per month,0.02744,35,904,0.01678,0.03809
2015,66 and older,5th Quintile,Seldom,0.09068,100,904,0.07195,0.10941
2015,66 and older,5th Quintile,Never,0.85014,769,904,0.82686,0.87342
2017,17-29 y.,1st Quintile,Seldom,0.04952,57,1187,0.03717,0.06186
2017,17-29 y.,1st Quintile,Never,0.83100,1130,1187,0.80967,0.85233
2017,17-29 y.,2nd Quintile,Seldom,0.03641,34,778,0.02324,0.04958
2017,17-29 y.,2nd Quintile,Never,0.86076,744,778,0.83642,0.88510
2017,17-29 y.,3rd Quintile,Never,0.86830,628,628,0.84184,0.89477
2017,17-29 y.,4th Quintile,Never,0.85150,550,550,0.82175,0.88125
2017,17-29 y.,5th Quintile,Never,0.88053,379,379,0.84783,0.91323
2017,30-45 y.,1st Quintile,Seldom,0.02908,39,1428,0.02036,0.03780
2017,30-45 y.,1st Quintile,Never,0.92419,1389,1428,0.91046,0.93792
2017,30-45 y.,2nd Quintile,Seldom,0.03415,68,1456,0.02482,0.04349
2017,30-45 y.,2nd Quintile,Never,0.93397,1388,1456,0.92121,0.94673
2017,30-45 y.,3rd Quintile,Seldom,0.04805,50,1207,0.03598,0.06012
2017,30-45 y.,3rd Quintile,Never,0.93369,1157,1207,0.91965,0.94774
2017,30-45 y.,4th Quintile,Seldom,0.05250,64,1109,0.03937,0.06564
2017,30-45 y.,4th Quintile,Never,0.92310,1045,1109,0.90741,0.93879
2017,30-45 y.,5th Quintile,Seldom,0.04944,57,961,0.03572,0.06315
2017,30-45 y.,5th Quintile,Never,0.91253,904,961,0.89466,0.93040
2017,46-65 y.,1st Quintile,Seldom,0.03621,43,1311,0.02609,0.04632
2017,46-65 y.,1st Quintile,Never,0.93866,1268,1311,0.92567,0.95166
2017,46-65 y.,2nd Quintile,Seldom,0.04397,79,1383,0.03316,0.05478
2017,46-65 y.,2nd Quintile,Never,0.93132,1304,1383,0.91799,0.94465
2017,46-65 y.,3rd Quintile,Seldom,0.08630,119,1431,0.07175,0.10086
2017,46-65 y.,3rd Quintile,Never,0.88956,1312,1431,0.87332,0.90581
2017,46-65 y.,4th Quintile,At least once per week,0.02157,31,1768,0.01480,0.02835
2017,46-65 y.,4th Quintile,At least once per month,0.02113,34,1768,0.01443,0.02784
2017,46-65 y.,4th Quintile,Seldom,0.07602,128,1768,0.06367,0.08838
2017,46-65 y.,4th Quintile,Never,0.87546,1575,1768,0.86006,0.89085
2017,46-65 y.,5th Quintile,At least once per week,0.02371,46,2228,0.01739,0.03003
2017,46-65 y.,5th Quintile,At least once per month,0.02201,56,2228,0.01592,0.02810
2017,46-65 y.,5th Quintile,Seldom,0.09163,200,2228,0.07964,0.10361
2017,46-65 y.,5th Quintile,Never,0.85853,1926,2228,0.84405,0.87300
2017,66 and older,1st Quintile,Never,0.93190,642,642,0.91240,0.95140
2017,66 and older,2nd Quintile,Seldom,0.04599,59,1125,0.03375,0.05824
2017,66 and older,2nd Quintile,Never,0.92524,1066,1125,0.90986,0.94062
2017,66 and older,3rd Quintile,Seldom,0.08223,85,996,0.06516,0.09930
2017,66 and older,3rd Quintile,Never,0.87904,911,996,0.85877,0.89930
2017,66 and older,4th Quintile,Seldom,0.11506,93,784,0.09271,0.13741
2017,66 and older,4th Quintile,Never,0.83545,691,784,0.80948,0.86142
2017,66 and older,5th Quintile,At least once per week,0.03013,31,901,0.01896,0.04130
2017,66 and older,5th Quintile,At least once per month,0.04094,32,901,0.02799,0.05388
2017,66 and older,5th Quintile,Seldom,0.08014,91,901,0.06240,0.09788
2017,66 and older,5th Quintile,Never,0.82447,747,901,0.79962,0.84932
2019,17-29 y.,1st Quintile,Seldom,0.06841,96,1067,0.05325,0.08356
2019,17-29 y.,1st Quintile,Never,0.77630,971,1067,0.75128,0.80132
2019,17-29 y.,2nd Quintile,Seldom,0.10071,80,831,0.08024,0.12119
2019,17-29 y.,2nd Quintile,Never,0.79643,751,831,0.76904,0.82383
2019,17-29 y.,3rd Quintile,Seldom,0.11859,85,670,0.09409,0.14309
2019,17-29 y.,3rd Quintile,Never,0.78179,585,670,0.75049,0.81309
2019,17-29 y.,4th Quintile,Seldom,0.11692,65,531,0.08956,0.14427
2019,17-29 y.,4th Quintile,Never,0.77089,466,531,0.73511,0.80667
2019,17-29 y.,5th Quintile,Seldom,0.10160,41,417,0.07257,0.13064
2019,17-29 y.,5th Quintile,Never,0.81744,376,417,0.78032,0.85456
2019,30-45 y.,1st Quintile,Seldom,0.07129,89,1202,0.05673,0.08584
2019,30-45 y.,1st Quintile,Never,0.84313,1113,1202,0.82256,0.86370
2019,30-45 y.,2nd Quintile,Seldom,0.09069,109,1219,0.07456,0.10682
2019,30-45 y.,2nd Quintile,Never,0.88501,1110,1219,0.86710,0.90293
2019,30-45 y.,3rd Quintile,Seldom,0.10870,120,1189,0.09100,0.12640
2019,30-45 y.,3rd Quintile,Never,0.85735,1069,1189,0.83746,0.87724
2019,30-45 y.,4th Quintile,Seldom,0.08641,99,998,0.06897,0.10386
2019,30-45 y.,4th Quintile,Never,0.88141,899,998,0.86134,0.90148
2019,30-45 y.,5th Quintile,Seldom,0.06180,90,896,0.04603,0.07758
2019,30-45 y.,5th Quintile,Never,0.88726,806,896,0.86654,0.90798
2019,46-65 y.,1st Quintile,Seldom,0.04232,78,1301,0.03137,0.05326
2019,46-65 y.,1st Quintile,Never,0.92095,1223,1301,0.90629,0.93562
2019,46-65 y.,2nd Quintile,Seldom,0.06073,101,1420,0.04830,0.07316
2019,46-65 y.,2nd Quintile,Never,0.91724,1319,1420,0.90291,0.93158
2019,46-65 y.,3rd Quintile,At least once per month,0.03142,40,1580,0.02281,0.04002
2019,46-65 y.,3rd Quintile,Seldom,0.07913,136,1580,0.06582,0.09245
2019,46-65 y.,3rd Quintile,Never,0.87491,1404,1580,0.85859,0.89123
2019,46-65 y.,4th Quintile,At least once per week,0.01136,33,1818,0.00648,0.01623
2019,46-65 y.,4th Quintile,At least once per month,0.01575,41,1818,0.01003,0.02148
2019,46-65 y.,4th Quintile,Seldom,0.09976,186,1818,0.08598,0.11354
2019,46-65 y.,4th Quintile,Never,0.86681,1558,1818,0.85119,0.88243
2019,46-65 y.,5th Quintile,At least once per week,0.01822,61,2465,0.01294,0.02350
2019,46-65 y.,5th Quintile,At least once per month,0.02461,80,2465,0.01849,0.03073
2019,46-65 y.,5th Quintile,Seldom,0.13464,340,2465,0.12116,0.14812
2019,46-65 y.,5th Quintile,Never,0.81781,1984,2465,0.80257,0.83305
2019,66 and older,1st Quintile,Seldom,0.04450,43,721,0.02944,0.05957
2019,66 and older,1st Quintile,Never,0.93088,678,721,0.91235,0.94941
2019,66 and older,2nd Quintile,Seldom,0.07209,84,1162,0.05722,0.08697
2019,66 and older,2nd Quintile,Never,0.88625,1078,1162,0.86798,0.90451
2019,66 and older,3rd Quintile,Seldom,0.10161,100,912,0.08199,0.12123
2019,66 and older,3rd Quintile,Never,0.86372,812,912,0.84144,0.88600
2019,66 and older,4th Quintile,Seldom,0.14558,111,795,0.12105,0.17011
2019,66 and older,4th Quintile,Never,0.79962,684,795,0.77178,0.82746
2019,66 and older,5th Quintile,At least once per week,0.02668,35,936,0.01635,0.03701
2019,66 and older,5th Quintile,At least once per month,0.04510,47,936,0.03180,0.05840
2019,66 and older,5th Quintile,Seldom,0.14203,143,936,0.11965,0.16441
2019,66 and older,5th Quintile,Never,0.76941,711,936,0.74241,0.79641
