year,hhtyp,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Couple with children,West,Just Right,0.69626,3699,5518,0.68412,0.70839
2013,Couple with children,West,A Bit Too Large,0.07849,312,5518,0.07139,0.08559
2013,Couple with children,East,Much Too Small,0.02414,34,1096,0.01505,0.03323
2013,Couple with children,East,A Bit Too Small,0.17887,239,1096,0.15617,0.20157
2013,Couple with children,East,Just Right,0.72102,754,1096,0.69446,0.74759
2013,Couple with children,East,A Bit Too Large,0.07325,69,1096,0.05782,0.08868
2013,Multi-generational household,West,Just Right,0.70923,74,74,0.60505,0.81340
2013,Other Combinations,West,A Bit Too Small,0.23409,62,271,0.18359,0.28460
2013,Other Combinations,West,Just Right,0.58684,209,271,0.52811,0.64558
2014,Single-person household,West,Much Too Small,0.01231,34,2679,0.00814,0.01649
2014,Single-person household,West,A Bit Too Small,0.10024,276,2679,0.08887,0.11162
2014,Single-person household,West,Just Right,0.69359,1848,2679,0.67613,0.71105
2014,Single-person household,West,A Bit Too Large,0.16079,436,2679,0.14688,0.17470
2014,Single-person household,West,Much Too Large,0.03306,85,2679,0.02629,0.03983
2014,Single-person household,East,A Bit Too Small,0.13026,100,858,0.10772,0.15279
2014,Single-person household,East,Just Right,0.73012,638,858,0.70040,0.75984
2014,Single-person household,East,A Bit Too Large,0.11900,120,858,0.09733,0.14068
2014,Couple without children,West,A Bit Too Small,0.08633,301,3255,0.07668,0.09598
2014,Couple without children,West,Just Right,0.67447,2229,3255,0.65837,0.69057
2014,Couple without children,West,A Bit Too Large,0.20067,628,3255,0.18691,0.21443
2014,Couple without children,West,Much Too Large,0.03146,97,3255,0.02547,0.03746
2014,Couple without children,East,A Bit Too Small,0.10161,96,1060,0.08341,0.11981
2014,Couple without children,East,Just Right,0.76967,836,1060,0.74431,0.79503
2014,Couple without children,East,A Bit Too Large,0.11422,128,1060,0.09506,0.13338
2014,Single parent,West,Much Too Small,0.04038,57,1411,0.03011,0.05066
2014,Single parent,West,A Bit Too Small,0.17830,299,1411,0.15832,0.19828
2014,Single parent,West,Just Right,0.67025,926,1411,0.64571,0.69479
2014,Single parent,West,A Bit Too Large,0.10020,129,1411,0.08452,0.11587
2014,Single parent,East,A Bit Too Small,0.24732,91,348,0.20192,0.29271
2014,Single parent,East,Just Right,0.61191,257,348,0.56063,0.66318
2014,Couple with children,West,Much Too Small,0.02914,211,4699,0.02433,0.03395
2014,Couple with children,West,A Bit Too Small,0.18363,1002,4699,0.17256,0.19471
2014,Couple with children,West,Just Right,0.69638,3199,4699,0.68323,0.70953
2014,Couple with children,West,A Bit Too Large,0.08295,287,4699,0.07506,0.09084
2014,Couple with children,East,Much Too Small,0.03073,45,970,0.01986,0.04159
2014,Couple with children,East,A Bit Too Small,0.17034,206,970,0.14667,0.19401
2014,Couple with children,East,Just Right,0.69837,648,970,0.66947,0.72726
2014,Couple with children,East,A Bit Too Large,0.10016,71,970,0.08126,0.11906
2014,Multi-generational household,West,Just Right,0.76038,71,71,0.66038,0.86037
2014,Other Combinations,West,A Bit Too Small,0.23578,42,200,0.17680,0.29476
2014,Other Combinations,West,Just Right,0.61224,158,200,0.54454,0.67993
2015,Single-person household,West,Much Too Small,0.01472,42,2752,0.01022,0.01922
2015,Single-person household,West,A Bit Too Small,0.08715,259,2752,0.07661,0.09769
2015,Single-person household,West,Just Right,0.70425,1940,2752,0.68719,0.72130
2015,Single-person household,West,A Bit Too Large,0.15724,415,2752,0.14363,0.17084
2015,Single-person household,West,Much Too Large,0.03665,96,2752,0.02962,0.04367
2015,Single-person household,East,A Bit Too Small,0.10215,80,849,0.08177,0.12253
2015,Single-person household,East,Just Right,0.76653,660,849,0.73806,0.79500
2015,Single-person household,East,A Bit Too Large,0.11577,109,849,0.09423,0.13730
2015,Couple without children,West,Much Too Small,0.00742,42,3308,0.00449,0.01034
2015,Couple without children,West,A Bit Too Small,0.07578,276,3308,0.06676,0.08480
2015,Couple without children,West,Just Right,0.69179,2295,3308,0.67605,0.70753
2015,Couple without children,West,A Bit Too Large,0.19365,605,3308,0.18018,0.20712
2015,Couple without children,West,Much Too Large,0.03136,90,3308,0.02542,0.03730
2015,Couple without children,East,A Bit Too Small,0.08279,90,1043,0.06606,0.09952
2015,Couple without children,East,Just Right,0.78614,831,1043,0.76124,0.81103
2015,Couple without children,East,A Bit Too Large,0.11347,122,1043,0.09421,0.13273
2015,Single parent,West,Much Too Small,0.03156,43,1331,0.02216,0.04095
2015,Single parent,West,A Bit Too Small,0.19270,272,1331,0.17150,0.21389
2015,Single parent,West,Just Right,0.63428,892,1331,0.60840,0.66017
2015,Single parent,West,A Bit Too Large,0.12694,124,1331,0.10905,0.14484
2015,Single parent,East,A Bit Too Small,0.32377,97,324,0.27274,0.37480
2015,Single parent,East,Just Right,0.58406,227,324,0.53031,0.63781
2015,Couple with children,West,Much Too Small,0.02673,212,4716,0.02213,0.03134
2015,Couple with children,West,A Bit Too Small,0.17942,1020,4716,0.16847,0.19037
2015,Couple with children,West,Just Right,0.69898,3197,4716,0.68589,0.71208
2015,Couple with children,West,A Bit Too Large,0.08761,287,4716,0.07954,0.09568
2015,Couple with children,East,Much Too Small,0.05356,43,914,0.03896,0.06817
2015,Couple with children,East,A Bit Too Small,0.17257,188,914,0.14806,0.19709
2015,Couple with children,East,Just Right,0.68685,622,914,0.65677,0.71693
2015,Couple with children,East,A Bit Too Large,0.08174,61,914,0.06397,0.09951
2015,Multi-generational household,West,Just Right,0.81737,75,75,0.72934,0.90540
2015,Other Combinations,West,A Bit Too Small,0.29486,48,189,0.22968,0.36005
2015,Other Combinations,West,Just Right,0.57867,141,189,0.50808,0.64925
2016,Single-person household,West,Much Too Small,0.01176,72,2862,0.00781,0.01571
2016,Single-person household,West,A Bit Too Small,0.08678,273,2862,0.07646,0.09710
2016,Single-person household,West,Just Right,0.70081,2022,2862,0.68404,0.71759
2016,Single-person household,West,A Bit Too Large,0.16328,403,2862,0.14974,0.17683
2016,Single-person household,West,Much Too Large,0.03736,92,2862,0.03041,0.04431
2016,Single-person household,East,A Bit Too Small,0.11795,99,897,0.09683,0.13907
2016,Single-person household,East,Just Right,0.73849,680,897,0.70972,0.76727
2016,Single-person household,East,A Bit Too Large,0.12361,118,897,0.10206,0.14516
2016,Couple without children,West,A Bit Too Small,0.08020,269,3103,0.07064,0.08975
2016,Couple without children,West,Just Right,0.69940,2199,3103,0.68327,0.71554
2016,Couple without children,West,A Bit Too Large,0.18642,555,3103,0.17271,0.20012
2016,Couple without children,West,Much Too Large,0.02928,80,3103,0.02335,0.03521
2016,Couple without children,East,A Bit Too Small,0.08811,95,1006,0.07058,0.10563
2016,Couple without children,East,Just Right,0.77091,783,1006,0.74493,0.79689
2016,Couple without children,East,A Bit Too Large,0.12722,128,1006,0.10662,0.14782
2016,Single parent,West,Much Too Small,0.03829,84,1308,0.02788,0.04869
2016,Single parent,West,A Bit Too Small,0.17939,247,1308,0.15859,0.20019
2016,Single parent,West,Just Right,0.65147,870,1308,0.62563,0.67730
2016,Single parent,West,A Bit Too Large,0.11796,107,1308,0.10047,0.13544
2016,Single parent,East,A Bit Too Small,0.25195,91,334,0.20532,0.29858
2016,Single parent,East,Just Right,0.64570,243,334,0.59433,0.69707
2016,Couple with children,West,Much Too Small,0.02630,324,5152,0.02193,0.03068
2016,Couple with children,West,A Bit Too Small,0.18385,1119,5152,0.17327,0.19443
2016,Couple with children,West,Just Right,0.69895,3435,5152,0.68643,0.71148
2016,Couple with children,West,A Bit Too Large,0.08651,274,5152,0.07883,0.09419
2016,Couple with children,East,Much Too Small,0.03272,81,1028,0.02184,0.04360
2016,Couple with children,East,A Bit Too Small,0.23704,249,1028,0.21103,0.26305
2016,Couple with children,East,Just Right,0.65126,647,1028,0.62211,0.68040
2016,Couple with children,East,A Bit Too Large,0.07832,51,1028,0.06189,0.09475
2016,Multi-generational household,West,Just Right,0.71569,70,70,0.60925,0.82212
2016,Other Combinations,West,Much Too Small,0.02738,31,312,0.00924,0.04551
2016,Other Combinations,West,A Bit Too Small,0.20948,67,312,0.16426,0.25471
2016,Other Combinations,West,Just Right,0.69980,214,312,0.64886,0.75075
2016,Other Combinations,East,Just Right,0.74392,35,35,0.59720,0.89063
2017,Single-person household,West,Much Too Small,0.01208,70,3238,0.00832,0.01585
2017,Single-person household,West,A Bit Too Small,0.07390,312,3238,0.06489,0.08292
2017,Single-person household,West,Just Right,0.71968,2320,3238,0.70421,0.73516
2017,Single-person household,West,A Bit Too Large,0.15083,432,3238,0.13850,0.16316
2017,Single-person household,West,Much Too Large,0.04350,104,3238,0.03647,0.05053
2017,Single-person household,East,A Bit Too Small,0.10929,107,1005,0.08999,0.12859
2017,Single-person household,East,Just Right,0.75566,781,1005,0.72908,0.78224
2017,Single-person household,East,A Bit Too Large,0.10663,117,1005,0.08754,0.12573
2017,Couple without children,West,Much Too Small,0.00629,37,3562,0.00370,0.00889
2017,Couple without children,West,A Bit Too Small,0.08052,302,3562,0.07158,0.08946
2017,Couple without children,West,Just Right,0.69428,2478,3562,0.67915,0.70941
2017,Couple without children,West,A Bit Too Large,0.18907,648,3562,0.17621,0.20193
2017,Couple without children,West,Much Too Large,0.02983,97,3562,0.02425,0.03542
2017,Couple without children,East,A Bit Too Small,0.07535,88,1114,0.05984,0.09086
2017,Couple without children,East,Just Right,0.78041,885,1114,0.75609,0.80473
2017,Couple without children,East,A Bit Too Large,0.12689,141,1114,0.10734,0.14645
2017,Single parent,West,Much Too Small,0.05737,83,1366,0.04503,0.06971
2017,Single parent,West,A Bit Too Small,0.14366,233,1366,0.12505,0.16226
2017,Single parent,West,Just Right,0.66111,927,1366,0.63600,0.68622
2017,Single parent,West,A Bit Too Large,0.11883,123,1366,0.10167,0.13600
2017,Single parent,East,A Bit Too Small,0.23237,82,332,0.18687,0.27787
2017,Single parent,East,Just Right,0.65471,250,332,0.60348,0.70593
2017,Couple with children,West,Much Too Small,0.03243,387,5665,0.02781,0.03704
2017,Couple with children,West,A Bit Too Small,0.18586,1202,5665,0.17573,0.19599
2017,Couple with children,West,Just Right,0.69308,3743,5665,0.68106,0.70509
2017,Couple with children,West,A Bit Too Large,0.08566,333,5665,0.07837,0.09295
2017,Couple with children,East,Much Too Small,0.04436,74,1134,0.03237,0.05635
2017,Couple with children,East,A Bit Too Small,0.22684,281,1134,0.20245,0.25122
2017,Couple with children,East,Just Right,0.66511,719,1134,0.63763,0.69259
2017,Couple with children,East,A Bit Too Large,0.06261,60,1134,0.04851,0.07672
2017,Multi-generational household,West,Just Right,0.75111,85,85,0.65864,0.84357
2017,Other Combinations,West,Much Too Small,0.05552,46,431,0.03387,0.07716
2017,Other Combinations,West,A Bit Too Small,0.18213,94,431,0.14565,0.21861
2017,Other Combinations,West,Just Right,0.68412,291,431,0.64018,0.72806
2017,Other Combinations,East,Just Right,0.77519,42,42,0.64741,0.90297
2018,Single-person household,West,Much Too Small,0.01238,63,3359,0.00864,0.01611
2018,Single-person household,West,A Bit Too Small,0.08228,366,3359,0.07298,0.09157
2018,Single-person household,West,Just Right,0.70976,2356,3359,0.69441,0.72511
2018,Single-person household,West,A Bit Too Large,0.16348,490,3359,0.15097,0.17599
2018,Single-person household,West,Much Too Large,0.03211,84,3359,0.02614,0.03807
2018,Single-person household,East,A Bit Too Small,0.10097,106,1064,0.08285,0.11908
2018,Single-person household,East,Just Right,0.76431,836,1064,0.73880,0.78983
2018,Single-person household,East,A Bit Too Large,0.11770,122,1064,0.09833,0.13708
2018,Couple without children,West,Much Too Small,0.00458,34,3488,0.00234,0.00682
2018,Couple without children,West,A Bit Too Small,0.08074,295,3488,0.07170,0.08978
2018,Couple without children,West,Just Right,0.68827,2424,3488,0.67289,0.70364
2018,Couple without children,West,A Bit Too Large,0.19663,645,3488,0.18344,0.20982
2018,Couple without children,West,Much Too Large,0.02978,90,3488,0.02414,0.03542
2018,Couple without children,East,A Bit Too Small,0.08450,94,1116,0.06817,0.10083
2018,Couple without children,East,Just Right,0.78798,887,1116,0.76398,0.81197
2018,Couple without children,East,A Bit Too Large,0.11302,135,1116,0.09444,0.13161
2018,Single parent,West,Much Too Small,0.05811,94,1355,0.04565,0.07057
2018,Single parent,West,A Bit Too Small,0.17002,271,1355,0.15001,0.19003
2018,Single parent,West,Just Right,0.65755,876,1355,0.63228,0.68283
2018,Single parent,West,A Bit Too Large,0.11043,114,1355,0.09373,0.12712
2018,Single parent,East,A Bit Too Small,0.17466,72,333,0.13381,0.21550
2018,Single parent,East,Just Right,0.70243,261,333,0.65325,0.75161
2018,Couple with children,West,Much Too Small,0.03275,374,5339,0.02798,0.03753
2018,Couple with children,West,A Bit Too Small,0.18241,1136,5339,0.17205,0.19277
2018,Couple with children,West,Just Right,0.69781,3507,5339,0.68549,0.71013
2018,Couple with children,West,A Bit Too Large,0.08162,322,5339,0.07428,0.08897
2018,Couple with children,East,Much Too Small,0.02686,63,1090,0.01726,0.03646
2018,Couple with children,East,A Bit Too Small,0.20243,262,1090,0.17856,0.22629
2018,Couple with children,East,Just Right,0.69259,719,1090,0.66519,0.72000
2018,Couple with children,East,A Bit Too Large,0.07073,46,1090,0.05550,0.08595
2018,Multi-generational household,West,Just Right,0.77486,96,96,0.69087,0.85885
2018,Other Combinations,West,A Bit Too Small,0.10814,65,319,0.07400,0.14227
2018,Other Combinations,West,Just Right,0.77029,254,319,0.72405,0.81652
2018,Other Combinations,East,Just Right,0.86844,36,36,0.75645,0.98042
2019,Single-person household,West,Much Too Small,0.00918,76,3483,0.00601,0.01235
2019,Single-person household,West,A Bit Too Small,0.08128,356,3483,0.07220,0.09035
2019,Single-person household,West,Just Right,0.70497,2427,3483,0.68982,0.72012
2019,Single-person household,West,A Bit Too Large,0.16118,496,3483,0.14897,0.17340
2019,Single-person household,West,Much Too Large,0.04339,128,3483,0.03662,0.05016
2019,Single-person household,East,A Bit Too Small,0.10572,109,1047,0.08709,0.12436
2019,Single-person household,East,Just Right,0.75715,801,1047,0.73116,0.78314
2019,Single-person household,East,A Bit Too Large,0.12750,137,1047,0.10728,0.14771
2019,Couple without children,West,A Bit Too Small,0.07694,289,3864,0.06854,0.08535
2019,Couple without children,West,Just Right,0.71061,2723,3864,0.69631,0.72491
2019,Couple without children,West,A Bit Too Large,0.18501,735,3864,0.17277,0.19726
2019,Couple without children,West,Much Too Large,0.02335,117,3864,0.01859,0.02812
2019,Couple without children,East,A Bit Too Small,0.07694,89,1233,0.06206,0.09182
2019,Couple without children,East,Just Right,0.78901,965,1233,0.76622,0.81179
2019,Couple without children,East,A Bit Too Large,0.12390,179,1233,0.10550,0.14229
2019,Single parent,West,Much Too Small,0.03919,80,1249,0.02842,0.04995
2019,Single parent,West,A Bit Too Small,0.15721,228,1249,0.13701,0.17740
2019,Single parent,West,Just Right,0.67945,815,1249,0.65356,0.70535
2019,Single parent,West,A Bit Too Large,0.11730,126,1249,0.09945,0.13516
2019,Single parent,East,A Bit Too Small,0.21671,73,341,0.17292,0.26051
2019,Single parent,East,Just Right,0.60249,233,341,0.55047,0.65451
2019,Single parent,East,A Bit Too Large,0.11799,35,341,0.08370,0.15228
2019,Couple with children,West,Much Too Small,0.03451,335,5384,0.02963,0.03938
2019,Couple with children,West,A Bit Too Small,0.17927,1018,5384,0.16903,0.18952
2019,Couple with children,West,Just Right,0.68848,3614,5384,0.67611,0.70085
2019,Couple with children,West,A Bit Too Large,0.08904,372,5384,0.08143,0.09665
2019,Couple with children,West,Much Too Large,0.00870,45,5384,0.00622,0.01118
2019,Couple with children,East,Much Too Small,0.03028,51,1133,0.02030,0.04026
2019,Couple with children,East,A Bit Too Small,0.19201,242,1133,0.16907,0.21496
2019,Couple with children,East,Just Right,0.69708,758,1133,0.67031,0.72385
2019,Couple with children,East,A Bit Too Large,0.07927,82,1133,0.06353,0.09500
2019,Multi-generational household,West,Just Right,0.70298,72,72,0.59669,0.80927
2019,Other Combinations,West,A Bit Too Small,0.14234,47,274,0.10089,0.18379
2019,Other Combinations,West,Just Right,0.72965,227,274,0.67696,0.78233
2019,Other Combinations,East,Just Right,0.79874,32,32,0.65760,0.93988
2020,Single-person household,West,Much Too Small,0.01063,134,4195,0.00753,0.01374
2020,Single-person household,West,A Bit Too Small,0.08820,516,4195,0.07962,0.09678
2020,Single-person household,West,Just Right,0.70814,2940,4195,0.69438,0.72190
2020,Single-person household,West,A Bit Too Large,0.15021,490,4195,0.13939,0.16102
2020,Single-person household,West,Much Too Large,0.04282,115,4195,0.03669,0.04894
2020,Single-person household,East,A Bit Too Small,0.09984,116,1104,0.08215,0.11753
2020,Single-person household,East,Just Right,0.76229,859,1104,0.73717,0.78742
2020,Single-person household,East,A Bit Too Large,0.11849,129,1104,0.09942,0.13757
2020,Couple without children,West,Much Too Small,0.00502,47,3964,0.00282,0.00722
2020,Couple without children,West,A Bit Too Small,0.08201,386,3964,0.07347,0.09055
2020,Couple without children,West,Just Right,0.68038,2709,3964,0.66586,0.69490
2020,Couple without children,West,A Bit Too Large,0.20102,706,3964,0.18854,0.21350
2020,Couple without children,West,Much Too Large,0.03157,116,3964,0.02613,0.03702
2020,Couple without children,East,A Bit Too Small,0.08189,84,1156,0.06608,0.09770
2020,Couple without children,East,Just Right,0.78849,900,1156,0.76494,0.81204
2020,Couple without children,East,A Bit Too Large,0.11996,172,1156,0.10122,0.13870
2020,Single parent,West,Much Too Small,0.02669,74,1238,0.01771,0.03567
2020,Single parent,West,A Bit Too Small,0.16581,234,1238,0.14508,0.18654
2020,Single parent,West,Just Right,0.67157,800,1238,0.64540,0.69774
2020,Single parent,West,A Bit Too Large,0.12677,130,1238,0.10823,0.14531
2020,Single parent,East,A Bit Too Small,0.17787,64,308,0.13509,0.22065
2020,Single parent,East,Just Right,0.68663,244,308,0.63475,0.73852
2020,Couple with children,West,Much Too Small,0.02649,389,5473,0.02224,0.03075
2020,Couple with children,West,A Bit Too Small,0.19245,1134,5473,0.18201,0.20290
2020,Couple with children,West,Just Right,0.68329,3570,5473,0.67096,0.69562
2020,Couple with children,West,A Bit Too Large,0.08903,345,5473,0.08149,0.09658
2020,Couple with children,West,Much Too Large,0.00873,35,5473,0.00627,0.01120
2020,Couple with children,East,Much Too Small,0.02770,58,1068,0.01786,0.03755
2020,Couple with children,East,A Bit Too Small,0.21079,240,1068,0.18632,0.23526
2020,Couple with children,East,Just Right,0.68175,711,1068,0.65380,0.70970
2020,Couple with children,East,A Bit Too Large,0.07143,59,1068,0.05598,0.08689
2020,Multi-generational household,West,Just Right,0.76109,80,80,0.66706,0.85512
2020,Other Combinations,West,Much Too Small,0.02550,31,401,0.01005,0.04095
2020,Other Combinations,West,A Bit Too Small,0.16923,75,401,0.13248,0.20597
2020,Other Combinations,West,Just Right,0.70211,295,401,0.65729,0.74693
2020,Other Combinations,East,Just Right,0.76630,40,40,0.63349,0.89912
2021,No answer / don't know,West,Just Right,0.54724,35,35,0.37993,0.71456
2021,Single-person household,West,Much Too Small,0.00715,50,2767,0.00401,0.01030
2021,Single-person household,West,A Bit Too Small,0.08668,324,2767,0.07620,0.09717
2021,Single-person household,West,Just Right,0.69670,1896,2767,0.67957,0.71383
2021,Single-person household,West,A Bit Too Large,0.16535,391,2767,0.15150,0.17919
2021,Single-person household,West,Much Too Large,0.04412,106,2767,0.03646,0.05177
2021,Single-person household,East,A Bit Too Small,0.09533,81,740,0.07416,0.11651
2021,Single-person household,East,Just Right,0.76619,562,740,0.73567,0.79670
2021,Single-person household,East,A Bit Too Large,0.12106,97,740,0.09754,0.14457
2021,Couple without children,West,A Bit Too Small,0.06419,214,2638,0.05483,0.07354
2021,Couple without children,West,Just Right,0.68970,1782,2638,0.67204,0.70736
2021,Couple without children,West,A Bit Too Large,0.21118,553,2638,0.19560,0.22676
2021,Couple without children,West,Much Too Large,0.03076,89,2638,0.02417,0.03735
2021,Couple without children,East,A Bit Too Small,0.05135,51,801,0.03606,0.06664
2021,Couple without children,East,Just Right,0.75294,609,801,0.72305,0.78283
2021,Couple without children,East,A Bit Too Large,0.17311,141,801,0.14689,0.19933
2021,Single parent,West,Much Too Small,0.03232,37,753,0.01968,0.04496
2021,Single parent,West,A Bit Too Small,0.15374,147,753,0.12796,0.17952
2021,Single parent,West,Just Right,0.64331,482,753,0.60907,0.67755
2021,Single parent,West,A Bit Too Large,0.12575,87,753,0.10205,0.14945
2021,Single parent,East,A Bit Too Small,0.17722,47,219,0.12653,0.22791
2021,Single parent,East,Just Right,0.65842,172,219,0.59547,0.72138
2021,Couple with children,West,Much Too Small,0.02715,225,3336,0.02164,0.03267
2021,Couple with children,West,A Bit Too Small,0.18301,657,3336,0.16989,0.19614
2021,Couple with children,West,Just Right,0.70067,2221,3336,0.68512,0.71621
2021,Couple with children,West,A Bit Too Large,0.08608,233,3336,0.07656,0.09560
2021,Couple with children,East,Much Too Small,0.05021,45,651,0.03342,0.06699
2021,Couple with children,East,A Bit Too Small,0.16215,131,651,0.13382,0.19049
2021,Couple with children,East,Just Right,0.70804,425,651,0.67309,0.74299
2021,Couple with children,East,A Bit Too Large,0.07190,50,651,0.05204,0.09175
2021,Multi-generational household,West,Just Right,0.80899,52,52,0.70111,0.91688
2021,Other Combinations,West,A Bit Too Small,0.14005,55,259,0.09771,0.18240
2021,Other Combinations,West,Just Right,0.69612,204,259,0.64000,0.75225
2021,Other Combinations,East,Just Right,0.53739,38,38,0.37673,0.69805
2022,No answer / don't know,West,A Bit Too Small,0.17558,67,330,0.13447,0.21670
2022,No answer / don't know,West,Just Right,0.68775,226,330,0.63768,0.73783
2022,No answer / don't know,West,A Bit Too Large,0.08695,37,330,0.05651,0.11740
2022,No answer / don't know,East,Just Right,0.64752,70,70,0.53479,0.76024
2022,Single-person household,West,Much Too Small,0.01489,131,4512,0.01135,0.01842
2022,Single-person household,West,A Bit Too Small,0.09764,679,4512,0.08898,0.10630
2022,Single-person household,West,Just Right,0.66523,2957,4512,0.65145,0.67900
2022,Single-person household,West,A Bit Too Large,0.17606,604,4512,0.16494,0.18717
2022,Single-person household,West,Much Too Large,0.04619,141,4512,0.04006,0.05231
2022,Single-person household,East,A Bit Too Small,0.10138,182,1279,0.08483,0.11793
2022,Single-person household,East,Just Right,0.72495,949,1279,0.70047,0.74943
2022,Single-person household,East,A Bit Too Large,0.13457,148,1279,0.11586,0.15328
2022,Couple without children,West,Much Too Small,0.00698,66,4515,0.00455,0.00940
2022,Couple without children,West,A Bit Too Small,0.08986,574,4515,0.08152,0.09821
2022,Couple without children,West,Just Right,0.65689,2925,4515,0.64304,0.67074
2022,Couple without children,West,A Bit Too Large,0.21713,834,4515,0.20510,0.22916
2022,Couple without children,West,Much Too Large,0.02914,116,4515,0.02423,0.03404
2022,Couple without children,East,A Bit Too Small,0.08258,144,1231,0.06720,0.09797
2022,Couple without children,East,Just Right,0.75840,914,1231,0.73448,0.78232
2022,Couple without children,East,A Bit Too Large,0.14313,173,1231,0.12356,0.16270
2022,Single parent,West,Much Too Small,0.03813,45,903,0.02563,0.05063
2022,Single parent,West,A Bit Too Small,0.16784,172,903,0.14345,0.19223
2022,Single parent,West,Just Right,0.64459,570,903,0.61335,0.67583
2022,Single parent,West,A Bit Too Large,0.14161,116,903,0.11886,0.16436
2022,Single parent,East,A Bit Too Small,0.15132,69,276,0.10896,0.19367
2022,Single parent,East,Just Right,0.68631,207,276,0.63147,0.74115
2022,Couple with children,West,Much Too Small,0.04045,242,4718,0.03483,0.04608
2022,Couple with children,West,A Bit Too Small,0.22447,1012,4718,0.21257,0.23638
2022,Couple with children,West,Just Right,0.63738,3036,4718,0.62366,0.65110
2022,Couple with children,West,A Bit Too Large,0.08980,395,4718,0.08164,0.09795
2022,Couple with children,West,Much Too Large,0.00789,33,4718,0.00537,0.01042
2022,Couple with children,East,Much Too Small,0.02710,56,1106,0.01753,0.03668
2022,Couple with children,East,A Bit Too Small,0.25194,257,1106,0.22634,0.27754
2022,Couple with children,East,Just Right,0.63578,716,1106,0.60741,0.66415
2022,Couple with children,East,A Bit Too Large,0.08097,77,1106,0.06488,0.09705
2022,Multi-generational household,West,Just Right,0.55166,47,47,0.40794,0.69538
2022,Other Combinations,West,A Bit Too Small,0.17398,160,915,0.14940,0.19856
2022,Other Combinations,West,Just Right,0.65673,650,915,0.62595,0.68751
2022,Other Combinations,West,A Bit Too Large,0.11302,105,915,0.09249,0.13354
2022,Other Combinations,East,A Bit Too Small,0.18330,52,205,0.13020,0.23639
2022,Other Combinations,East,Just Right,0.69158,153,205,0.62820,0.75496
